Id	GroupId	Type	NpcName	NpcHalfIconPath	Contents	CueId	ContentsSkip	OptionTitle	Optionskip
448	2023	1	卡穆	Assets/Product/Texture/Image/RoleStory/R2KamuNormal01.png	既然无聊为什么还要留下来？你在问什么蠢话，当然是为了看紧你，你亢奋得让我觉得稍微不注意一下你就会从摩天轮上直接蹦下来。		449		
449	2023	1	卡穆	Assets/Product/Texture/Image/RoleStory/R2KamuNormal01.png	况且，如果不是这无聊的一切当中你的存在还算有趣，我早就走了。		450		
450	2023	1	卡穆	Assets/Product/Texture/Image/RoleStory/R2KamuNormal01.png	不要拿可以应付神威的方式来应付我，我可不是那个笨蛋，我一直知道自己想要的究竟是什么，KURONAME。				
451	2024	1	罗塞塔	Assets/Product/Texture/Image/RoleStory/LuosaitaNormal05.png	极地和热带的区别竟然那么大，我刚到那个乐园的时候，真是被那里的高温吓了一跳。		452		
452	2024	1	罗塞塔	Assets/Product/Texture/Image/RoleStory/LuosaitaNormal05.png	明明这个时候极地还在被冰雪所尘封，但是这个世界却有另一处地方如此明亮温暖。		453		
453	2024	1	罗塞塔	Assets/Product/Texture/Image/RoleStory/LuosaitaNormal05.png	没有呼啸的寒风，也不存在暴风雪，守林人不畏惧寒冷，但是竟然有那样不需要火就能被暖意所环绕的地方……真是不可思议。		454		
454	2024	1	罗塞塔	Assets/Product/Texture/Image/RoleStory/LuosaitaNormal05.png	嗯？今天是……白色情人节？我还是第一次听说这个节日……但是白色，不就是极地的雪么？				
455	2025	1	曲	Assets/Product/Texture/Image/RoleStory/QuNormal01.png	今天特地将我带到那个地方，是为了向我展示空中花园现有的生产实力么？呵，区区如此，九龙也能做到……		456		
456	2025	1	曲	Assets/Product/Texture/Image/RoleStory/QuNormal01.png	不是？因为今天是……白色情人节？那是什么？		457		
457	2025	1	曲	Assets/Product/Texture/Image/RoleStory/QuNormal01.png	无礼！不许拿这种事情戏谑！九龙可没有这样的节日，我不知道这种异邦的节日也在情理之中。		458		
458	2025	1	曲	Assets/Product/Texture/Image/RoleStory/QuNormal01.png	但是单从这个节日的字面意义上理解，原来如此……既然你这么重视这个节日，姑且还是和你说一声“节日快乐”好了。		459		
459	2025	1	曲	Assets/Product/Texture/Image/RoleStory/QuNormal01.png	那个地方太喧哗了，我不讨厌市井之气，不过一些话不适合在那样的闹市里说。		460		
460	2025	1	曲	Assets/Product/Texture/Image/RoleStory/QuNormal01.png	如果有人愿意作陪，我倒也不介意……				
461	2026	1	常羽	Assets/Product/Texture/Image/RoleStory/ChangyuNormal03.png	嘿嘿，KURONAME，看看这是什么……没错，是我从电玩城赢来的游戏币。		462		
462	2026	1	常羽	Assets/Product/Texture/Image/RoleStory/ChangyuNormal03.png	我还是第一次看见那么多钱币累在一个桶里，现在的我是不是亿万富翁了……什么，你说这些游戏币离开了游戏厅就不能用了？		463		
463	2026	1	常羽	Assets/Product/Texture/Image/RoleStory/ChangyuNormal03.png	怎么这样……我还想用它们买回礼送给KURONAME……		464		
464	2026	1	常羽	Assets/Product/Texture/Image/RoleStory/ChangyuNormal03.png	算了，起码我在游戏厅里依然是最有钱的那一个，所以说什么时候才和我一起再去一次那个游乐园？我会将我的游戏币送你一半！				
465	2027	1	露娜	Assets/Product/Texture/Image/RoleStory/LunaNormal03.png	我可以将今天的一切，视作你对我的示好吗？		466		
466	2027	1	露娜	Assets/Product/Texture/Image/RoleStory/LunaNormal03.png	今天你献上的一切的确美好，但是时间会流逝，节日会被遗忘，乐园终将腐朽，我们现在的一切，不过是抵达尽头前毫无意义转瞬即逝的喘息罢了。		467		
467	2027	1	露娜	Assets/Product/Texture/Image/RoleStory/LunaNormal03.png	存在，然后终将消逝毁灭，这就是这个世界，无论好坏与否。		468		
468	2027	1	露娜	Assets/Product/Texture/Image/RoleStory/LunaNormal03.png	如果这是你所期望的，我倒是愿意让这一片刻的喘息，变得更久一点。				
469	2028	1	艾拉	Assets/Product/Texture/Image/RoleStory/AilaNormal01.png	白色情人节快乐喔！指挥官！		470		
470	2028	1	艾拉	Assets/Product/Texture/Image/RoleStory/AilaNormal01.png	我当然记得今天是这个节日呀！难道KURONAME不是因为今天是一个特殊的日子，才带艾拉去映画晨星吗？		471		
471	2028	1	艾拉	Assets/Product/Texture/Image/RoleStory/AilaNormal01.png	今天和指挥官度过了非常愉快的一天呢！大海的蓝，沙滩的黄，云朵的白，指挥官在今天送给了我源源不断的色彩和灵感。		472		
472	2028	1	艾拉	Assets/Product/Texture/Image/RoleStory/AilaNormal01.png	我已经决定马上用自己的画笔将今天的一切定格在自己的画布上了……当然，其中最必不可少的色彩，就是KURONAME你自己哦！		473		
473	2028	1	艾拉	Assets/Product/Texture/Image/RoleStory/AilaNormal01.png	真想让KURONAME成为只有艾拉才能一直使用的色彩，据说将一个颜色用得出类拔萃的画家能用自己的名字为这个颜色命名……		474		
474	2028	1	艾拉	Assets/Product/Texture/Image/RoleStory/AilaNormal01.png	但艾拉会把这个名额赠予KURONAME，这样KURONAME就可以一直待在画架……和我身边了喔。				
475	2029	1	赛琳娜	Assets/Product/Texture/Image/RoleStory/SailinnaNormal05.png	……喂？已经连上了么？等等……咳、咳——		476		
476	2029	1	赛琳娜	Assets/Product/Texture/Image/RoleStory/SailinnaNormal05.png	抱歉，我还不是特别习惯即时通讯，只是有些话，我觉得无论如何也要在今天面对面地、用自己的声音亲口告诉你。		477		
477	2029	1	赛琳娜	Assets/Product/Texture/Image/RoleStory/SailinnaNormal05.png	今天我很愉快，感谢你引领着我做了一场不屈从于现实的梦，KURONAME。		478		
478	2029	1	赛琳娜	Assets/Product/Texture/Image/RoleStory/SailinnaNormal05.png	如果是夏日就好了……虽然免不了这样感慨了一声，但春日也一样焕发生机，况且这片海域四季如夏。		479		
479	2029	1	赛琳娜	Assets/Product/Texture/Image/RoleStory/SailinnaNormal05.png	所以请允许我应景地改编一下我十分喜爱的一句诗歌，作为这次通讯的结尾——		480		
480	2029	1	赛琳娜	Assets/Product/Texture/Image/RoleStory/SailinnaNormal05.png	你远比这个春日更加美丽动人，而唯有你永恒的夏日常青，KURONAME。				
481	2030	1	万事	Assets/Product/Texture/Image/RoleStory/WanshiNormal01.png	唔……喂？已经回到基地里了吗？开始休息了吧？嗯……我已经在修整室躺下了。		482		
482	2030	1	万事	Assets/Product/Texture/Image/RoleStory/WanshiNormal01.png	我已经准备好进入休眠仓了，现在是在休眠前确认一下你的状况……不知道为什么，不和你进行通讯的话总觉得无法安心入眠。		483		
483	2030	1	万事	Assets/Product/Texture/Image/RoleStory/WanshiNormal01.png	今天的一切都太耗能了……真是奇怪，跟你在一起的时候明明跟做梦一样没有负担，但是一旦分开后，就像是梦醒了，倦意一下子就涌上来了。		484		
484	2030	1	万事	Assets/Product/Texture/Image/RoleStory/WanshiNormal01.png	哈啊……我也不知道是为什么，我打算好好睡一下，也许梦里还能……唔，没什么。		485		
485	2030	1	万事	Assets/Product/Texture/Image/RoleStory/WanshiNormal01.png	总之，节日快乐，以及晚安，KURONAME。				
486	60001	1	露西亚	Assets/Product/Texture/Image/RoleStory/R4LuxiyaNormal04.png	指挥官，听说今天是很特别的日子。‘520’，要给特别的人赠送礼物，是吗？		487		
487	60001	1	露西亚	Assets/Product/Texture/Image/RoleStory/R4LuxiyaNormal04.png	之前在战场上，我发现了这朵玫瑰。我想把它……送给指挥官。		488		
488	60001	1	露西亚	Assets/Product/Texture/Image/RoleStory/R4LuxiyaNormal04.png	我查过很多资料，这朵花好像只是很平凡的品种，在空中花园的花丛里也能找到。		489		
489	60001	1	露西亚	Assets/Product/Texture/Image/RoleStory/R4LuxiyaNormal04.png	但它……很美丽。虽然因为随处可见，很容易被忽略，但它依然很美丽……不是吗？				
490	60002	1	薇拉	Assets/Product/Texture/Image/RoleStory/R2WeilaNormal01.png	终于接上了，灰鸦的指挥官，可真让我好等。		491		
491	60002	1	薇拉	Assets/Product/Texture/Image/RoleStory/R2WeilaNormal01.png	你送来的东西，我都看到了。玫瑰，可真有意思。		492		
492	60002	1	薇拉	Assets/Product/Texture/Image/RoleStory/R2WeilaNormal01.png	玫瑰都是带刺的，你不会不知道吧？		493		
493	60002	1	薇拉	Assets/Product/Texture/Image/RoleStory/R2WeilaNormal01.png	你就呆在原地，对，现在，就原地。		494		
494	60002	1	薇拉	Assets/Product/Texture/Image/RoleStory/R2WeilaNormal01.png	既然主动来招惹玫瑰，那就期待期待，玫瑰会如何回敬你吧。				
495	60003	1	卡穆	Assets/Product/Texture/Image/RoleStory/R2KamuNormal01.png	我从神威那里听过了，今天是人类送礼物的日子吧。		496		
496	60003	1	卡穆	Assets/Product/Texture/Image/RoleStory/R2KamuNormal01.png	重点不是礼物，是心意？那对我来说，能表达我心意的，就是这个了。		497		
497	60003	1	卡穆	Assets/Product/Texture/Image/RoleStory/R2KamuNormal01.png	我费了点功夫，收集来这些零食，收好了，这是给你的。		498		
498	60003	1	卡穆	Assets/Product/Texture/Image/RoleStory/R2KamuNormal01.png	但，别吃太急了，里面有些东西，是吃到最后才能看到的。				
499	60004	1	罗塞塔	Assets/Product/Texture/Image/RoleStory/LuosaitaNormal05.png	收到礼物就需要回应，这是守林人的基本礼仪。		500		
500	60004	1	罗塞塔	Assets/Product/Texture/Image/RoleStory/LuosaitaNormal05.png	所以我将营地附近的玫瑰采摘予你以示感谢。		501		
501	60004	1	罗塞塔	Assets/Product/Texture/Image/RoleStory/LuosaitaNormal05.png	因为生长环境的不同，它在外观上可能没有其他地区产的玫瑰那样美观。		502		
502	60004	1	罗塞塔	Assets/Product/Texture/Image/RoleStory/LuosaitaNormal05.png	但我们守林人很喜欢它的寓意——忍耐寒冬，静候暖春。		503		
503	60004	1	罗塞塔	Assets/Product/Texture/Image/RoleStory/LuosaitaNormal05.png	希望不论是它还是我，都能伴你度过难熬的岁月，迎接崭新的未来。				
504	60005	1	曲	Assets/Product/Texture/Image/RoleStory/QuNormal02.png	你送到我这的礼物，我的确收到了。		505		
505	60005	1	曲	Assets/Product/Texture/Image/RoleStory/QuNormal02.png	听说这是数字谐音造就的节日？看来，无论地域，人类总是想找些东西‘纪念’的。		506		
506	60005	1	曲	Assets/Product/Texture/Image/RoleStory/QuNormal02.png	也罢，你送我的这份心意，也不失为一份宝贵的‘纪念’。我会考虑，在万世铭里留下这段记录的。		507		
507	60005	1	曲	Assets/Product/Texture/Image/RoleStory/QuNormal02.png	你似乎还不满意？那就让我，再给你选一份回礼吧。作为今日的纪念。				
508	60006	1	常羽	Assets/Product/Texture/Image/RoleStory/ChangyuNormal03.png	指挥官指挥官，我收到你的礼物了，你果然知道今天是什么日子啊。		509		
509	60006	1	常羽	Assets/Product/Texture/Image/RoleStory/ChangyuNormal03.png	借谐音搞出来的节日，我也见过不少咯。但能因为这个收到指挥官的礼物，我可高兴大发了。		510		
510	60006	1	常羽	Assets/Product/Texture/Image/RoleStory/ChangyuNormal03.png	嘿嘿，礼尚往来，才能维系关系对吧。		511		
511	60006	1	常羽	Assets/Product/Texture/Image/RoleStory/ChangyuNormal03.png	看！我早给你备好了回礼！放心吧，我绝对不会亏了你的。				
512	3001	1	里	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	指挥官，现在有空吗？		513		
513	3001	1	里	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	……没有别的事，只是有一张教学CD正好要给你。		514		
514	3001	1	里	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	……你问我知不知道今天是什么日子？咳，只是顺便拿给你而已，并非特意准备的礼物。		515		
515	3001	1	里	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	当然是为了最大限度地避免你再向我提出一些强人所难的要求。即使是我，也不是能随时随地凭空造出任何东西的，指挥官。		516		
516	3001	1	里	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	你还没有回答我，现在有空吗？		517		
517	3001	1	里	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	你上次提到想要的武器延展挂载模块……我顺手研究了一下。还需要的话，我在休息室等你。				
518	3002	1	里	Assets/Product/Texture/Image/RoleStory/R3LiangNormal01.png	指挥官，现在有空吗？		519		
519	3002	1	里	Assets/Product/Texture/Image/RoleStory/R3LiangNormal01.png	……没有别的事，只是有一张教学CD正好要给你。		520		
520	3002	1	里	Assets/Product/Texture/Image/RoleStory/R3LiangNormal01.png	……你问我知不知道今天是什么日子？咳，只是顺便拿给你而已，并非特意准备的礼物。		521		
521	3002	1	里	Assets/Product/Texture/Image/RoleStory/R3LiangNormal01.png	当然是为了最大限度地避免你再向我提出一些强人所难的要求。即使是我，也不是能随时随地凭空造出任何东西的，指挥官。		522		
522	3002	1	里	Assets/Product/Texture/Image/RoleStory/R3LiangNormal01.png	你还没有回答我，现在有空吗？		523		
523	3002	1	里	Assets/Product/Texture/Image/RoleStory/R3LiangNormal01.png	你上次提到想要的武器延展挂载模块……我顺手研究了一下。还需要的话，我在休息室等你。				
524	3003	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	五月二十日是特别的日子，我已经切实记下了。		525		
525	3003	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	今年的5.20，我准备了和去年有些不一样的礼物。		526		
526	3003	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	听说黄金时代的人们会用这个储存影像，虽然可能有些过时了，但我却意外地很喜欢。		527		
527	3003	1	露西亚	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	如果可以，我们也能用这种方式来留下属于我们的回忆吗，指挥官？				
528	3004	1	露西亚	Assets/Product/Texture/Image/RoleStory/R2LuxiyaNormal01.png	五月二十日是特别的日子，我已经切实记下了。		529		
529	3004	1	露西亚	Assets/Product/Texture/Image/RoleStory/R2LuxiyaNormal01.png	今年的5.20，我准备了和去年有些不一样的礼物。		530		
530	3004	1	露西亚	Assets/Product/Texture/Image/RoleStory/R2LuxiyaNormal01.png	听说黄金时代的人们会用这个储存影像，虽然可能有些过时了，但我却意外地很喜欢。		531		
531	3004	1	露西亚	Assets/Product/Texture/Image/RoleStory/R2LuxiyaNormal01.png	如果可以，我们也能用这种方式来留下属于我们的回忆吗，指挥官？				
532	3005	1	α	Assets/Product/Texture/Image/RoleStory/R3LuxiyaNormal03.png	又给人送些无意义的物品……你还真是屡教不改。		533		
533	3005	1	α	Assets/Product/Texture/Image/RoleStory/R3LuxiyaNormal03.png	也罢，你的心意我收到了。不回礼也说不过去。		534		
534	3005	1	α	Assets/Product/Texture/Image/RoleStory/R3LuxiyaNormal03.png	正好拍了些无聊的东西，是你的话……哼，给你看看也无妨。		535		
535	3005	1	α	Assets/Product/Texture/Image/RoleStory/R3LuxiyaNormal03.png	如果你想亲眼见识一下，我不介意从空中花园把你绑下来。				
536	3006	1	露西亚	Assets/Product/Texture/Image/RoleStory/R4LuxiyaNormal04.png	五月二十日是特别的日子，我已经切实记下了。		537		
537	3006	1	露西亚	Assets/Product/Texture/Image/RoleStory/R4LuxiyaNormal04.png	今年的5.20，我准备了和去年有些不一样的礼物。		538		
538	3006	1	露西亚	Assets/Product/Texture/Image/RoleStory/R4LuxiyaNormal04.png	听说黄金时代的人们会用这个储存影像，虽然可能有些过时了，但我却意外地很喜欢。		539		
539	3006	1	露西亚	Assets/Product/Texture/Image/RoleStory/R4LuxiyaNormal04.png	如果可以，我们也能用这种方式来留下属于我们的回忆吗，指挥官？				
540	3007	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	指挥官，不知不觉又到这一天了。		541		
541	3007	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	我一直在困恼该送给指挥官什么来着……		542		
542	3007	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	记得前段时间，指挥官有说想学唱歌……		543		
543	3007	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	我擅作主张，把以前练习的视频刻到光盘里了。		544		
544	3007	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	希、希望这份礼物能帮到指挥官！				
545	3008	1	丽芙	Assets/Product/Texture/Image/RoleStory/R2LifuNormal01.png	指挥官，不知不觉又到这一天了。		546		
546	3008	1	丽芙	Assets/Product/Texture/Image/RoleStory/R2LifuNormal01.png	我一直在困恼该送给指挥官什么来着……		547		
547	3008	1	丽芙	Assets/Product/Texture/Image/RoleStory/R2LifuNormal01.png	记得前段时间，指挥官有说想学唱歌……		548		
548	3008	1	丽芙	Assets/Product/Texture/Image/RoleStory/R2LifuNormal01.png	我擅作主张，把以前练习的视频刻到光盘里了。		549		
549	3008	1	丽芙	Assets/Product/Texture/Image/RoleStory/R2LifuNormal01.png	希、希望这份礼物能帮到指挥官！				
550	3009	1	丽芙	Assets/Product/Texture/Image/RoleStory/R3LifuNormal01.png	指挥官，不知不觉又到这一天了。		551		
551	3009	1	丽芙	Assets/Product/Texture/Image/RoleStory/R3LifuNormal01.png	我一直在困恼该送给指挥官什么来着……		552		
552	3009	1	丽芙	Assets/Product/Texture/Image/RoleStory/R3LifuNormal01.png	记得前段时间，指挥官有说想学唱歌……		553		
553	3009	1	丽芙	Assets/Product/Texture/Image/RoleStory/R3LifuNormal01.png	我擅作主张，把以前练习的视频刻到光盘里了。		554		
554	3009	1	丽芙	Assets/Product/Texture/Image/RoleStory/R3LifuNormal01.png	希、希望这份礼物能帮到指挥官！				
555	3010	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal04.png	指挥官，不知不觉又到这一天了。		556		
556	3010	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal04.png	我一直在困恼该送给指挥官什么来着……		557		
557	3010	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal04.png	记得前段时间，指挥官有说想学唱歌……		558		
558	3010	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal04.png	我擅作主张，把以前练习的视频刻到光盘里了。		559		
559	3010	1	丽芙	Assets/Product/Texture/Image/RoleStory/LifuNormal04.png	希、希望这份礼物能帮到指挥官！				
560	3011	1	比安卡	Assets/Product/Texture/Image/RoleStory/OlisuoNomal01.png	指挥官阁下，谢谢您的礼物。		561		
561	3011	1	比安卡	Assets/Product/Texture/Image/RoleStory/OlisuoNomal01.png	不知为何，每次看这部电影的时候，指挥官阁下的身影总是在脑海里挥之不去。		562		
562	3011	1	比安卡	Assets/Product/Texture/Image/RoleStory/OlisuoNomal01.png	我把原声带送给您。还有，如果可以的话……		563		
563	3011	1	比安卡	Assets/Product/Texture/Image/RoleStory/OlisuoNomal01.png	我能邀请您，今天和我一起，重温一遍里面的经典场景吗？				
564	3012	1	比安卡	Assets/Product/Texture/Image/RoleStory/R3BiankaNormal01.png	指挥官阁下，谢谢您的礼物。		565		
565	3012	1	比安卡	Assets/Product/Texture/Image/RoleStory/R3BiankaNormal01.png	不知为何，每次看这部电影的时候，指挥官阁下的身影总是在脑海里挥之不去。		566		
566	3012	1	比安卡	Assets/Product/Texture/Image/RoleStory/R3BiankaNormal01.png	我把原声带送给您。还有，如果可以的话……		567		
567	3012	1	比安卡	Assets/Product/Texture/Image/RoleStory/R3BiankaNormal01.png	我能邀请您，今天和我一起，重温一遍里面的经典场景吗？				
568	3013	1	七实	Assets/Product/Texture/Image/RoleStory/Yongyechaonormal01.png	噔噔~噔~指挥官~现在是不是在想七实的事呢？		569		
569	3013	1	七实	Assets/Product/Texture/Image/RoleStory/Yongyechaonormal01.png	Bin~Bong~七实肯定猜对了吧，七实得一分！		570		
570	3013	1	七实	Assets/Product/Texture/Image/RoleStory/Yongyechaonormal01.png	为了正对着七实苦思夜想的指挥官，七实准备了一份特别的礼物哦！		571		
571	3013	1	七实	Assets/Product/Texture/Image/RoleStory/Yongyechaonormal01.png	指挥官要好好看着哦，七实的英☆姿！				
572	3014	1	七实	Assets/Product/Texture/Image/RoleStory/R3Yongyechaonormal01.png	噔噔~噔~指挥官~现在是不是在想七实的事呢？		573		
573	3014	1	七实	Assets/Product/Texture/Image/RoleStory/R3Yongyechaonormal01.png	Bin~Bong~七实肯定猜对了吧，七实得一分！		574		
574	3014	1	七实	Assets/Product/Texture/Image/RoleStory/R3Yongyechaonormal01.png	为了正对着七实苦思夜想的指挥官，七实准备了一份特别的礼物哦！		575		
575	3014	1	七实	Assets/Product/Texture/Image/RoleStory/R3Yongyechaonormal01.png	指挥官要好好看着哦，七实的英☆姿！				
576	3015	1	七实	Assets/Product/Texture/Image/RoleStory/QishichaoNormal02.png	噔噔~噔~指挥官~现在是不是在想七实的事呢？		577		
577	3015	1	七实	Assets/Product/Texture/Image/RoleStory/QishichaoNormal02.png	Bin~Bong~七实肯定猜对了吧，七实得一分！		578		
578	3015	1	七实	Assets/Product/Texture/Image/RoleStory/QishichaoNormal02.png	为了正对着七实苦思夜想的指挥官，七实准备了一份特别的礼物哦！		579		
579	3015	1	七实	Assets/Product/Texture/Image/RoleStory/QishichaoNormal02.png	指挥官要好好看着哦，七实的英☆姿！				
580	3016	1	神威	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	指！挥！官！		581		
581	3016	1	神威	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	嘿嘿，今天真是个好日子，空中花园很多商家都在促销，我刚在游戏售卖网站上买到一堆打折游戏呢！		582		
582	3016	1	神威	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	我也给指挥官准备了特别的礼物！是我们上次一起打的那款游戏的特辑！		583		
583	3016	1	神威	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	和指挥官一起打游戏真是太快乐了，我已经迫不及待了！		584		
584	3016	1	神威	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	指挥官快点上号，我等你啊！				
585	3017	1	神威	Assets/Product/Texture/Image/RoleStory/R3ShenweiNormal01.png	指！挥！官！		586		
586	3017	1	神威	Assets/Product/Texture/Image/RoleStory/R3ShenweiNormal01.png	嘿嘿，今天真是个好日子，空中花园很多商家都在促销，我刚在游戏售卖网站上买到一堆打折游戏呢！		587		
587	3017	1	神威	Assets/Product/Texture/Image/RoleStory/R3ShenweiNormal01.png	我也给指挥官准备了特别的礼物！是我们上次一起打的那款游戏的特辑！		588		
588	3017	1	神威	Assets/Product/Texture/Image/RoleStory/R3ShenweiNormal01.png	和指挥官一起打游戏真是太快乐了，我已经迫不及待了！		589		
589	3017	1	神威	Assets/Product/Texture/Image/RoleStory/R3ShenweiNormal01.png	指挥官快点上号，我等你啊！				
590	3018	1	卡列尼娜	Assets/Product/Texture/Image/RoleStory/KalieninaNomal01.png	指挥官！52……节、节日快乐！		591		
591	3018	1	卡列尼娜	Assets/Product/Texture/Image/RoleStory/KalieninaNomal01.png	咳咳……别在意这些灰尘，快告诉我，指挥官，我是不是今天第一个发来通讯的！		592		
592	3018	1	卡列尼娜	Assets/Product/Texture/Image/RoleStory/KalieninaNomal01.png	不是第一个也没关系，总比露西亚早吧？！		593		
593	3018	1	卡列尼娜	Assets/Product/Texture/Image/RoleStory/KalieninaNomal01.png	等着指挥官，我的礼物马上就好了……你说什么？我听不见！哈？我这边只是些小爆炸而已，不在话下！		594		
594	3018	1	卡列尼娜	Assets/Product/Texture/Image/RoleStory/KalieninaNomal01.png	我一定会送上比露西亚，不，比所有人都惊心动魄的礼物！				
595	3019	1	卡列尼娜	Assets/Product/Texture/Image/RoleStory/R3KalieninaNormal01.png	指挥官！52……节、节日快乐！		596		
596	3019	1	卡列尼娜	Assets/Product/Texture/Image/RoleStory/R3KalieninaNormal01.png	咳咳……别在意这些灰尘，快告诉我，指挥官，我是不是今天第一个发来通讯的！		597		
597	3019	1	卡列尼娜	Assets/Product/Texture/Image/RoleStory/R3KalieninaNormal01.png	不是第一个也没关系，总比露西亚早吧？！		598		
598	3019	1	卡列尼娜	Assets/Product/Texture/Image/RoleStory/R3KalieninaNormal01.png	等着指挥官，我的礼物马上就好了……你说什么？我听不见！哈？我这边只是些小爆炸而已，不在话下！		599		
599	3019	1	卡列尼娜	Assets/Product/Texture/Image/RoleStory/R3KalieninaNormal01.png	我一定会送上比露西亚，不，比所有人都惊心动魄的礼物！				
600	3020	1	渡边	Assets/Product/Texture/Image/RoleStory/DubianNormal01.png	指挥官，礼物我收到了，好久不见。		601		
601	3020	1	渡边	Assets/Product/Texture/Image/RoleStory/DubianNormal01.png	能看到你来信询问遗忘者们最近的情况，我很高兴。		602		
602	3020	1	渡边	Assets/Product/Texture/Image/RoleStory/DubianNormal01.png	绿洲一切尚好，只是孩子们时常会提起你。		603		
603	3020	1	渡边	Assets/Product/Texture/Image/RoleStory/DubianNormal01.png	沙漠的夜晚缺少灯光，显得黑暗又漫长。		604		
604	3020	1	渡边	Assets/Product/Texture/Image/RoleStory/DubianNormal01.png	但在这里仰望星空，会产生许多和从前不一样的感受。		605		
605	3020	1	渡边	Assets/Product/Texture/Image/RoleStory/DubianNormal01.png	如果你接下来有空，我可以请你来绿洲做客吗？				
606	3021	1	渡边	Assets/Product/Texture/Image/RoleStory/R3DubianNormal01.png	指挥官，礼物我收到了，好久不见。		607		
607	3021	1	渡边	Assets/Product/Texture/Image/RoleStory/R3DubianNormal01.png	能看到你来信询问遗忘者们最近的情况，我很高兴。		608		
608	3021	1	渡边	Assets/Product/Texture/Image/RoleStory/R3DubianNormal01.png	绿洲一切尚好，只是孩子们时常会提起你。		609		
609	3021	1	渡边	Assets/Product/Texture/Image/RoleStory/R3DubianNormal01.png	沙漠的夜晚缺少灯光，显得黑暗又漫长。		610		
610	3021	1	渡边	Assets/Product/Texture/Image/RoleStory/R3DubianNormal01.png	但在这里仰望星空，会产生许多和从前不一样的感受。		611		
611	3021	1	渡边	Assets/Product/Texture/Image/RoleStory/R3DubianNormal01.png	如果你接下来有空，我可以请你来绿洲做客吗？				
612	3022	1	艾拉	Assets/Product/Texture/Image/RoleStory/AilaNormal01.png	指挥官，“520”快乐！		613		
613	3022	1	艾拉	Assets/Product/Texture/Image/RoleStory/AilaNormal01.png	今天据说是表达爱意的日子哦。		614		
614	3022	1	艾拉	Assets/Product/Texture/Image/RoleStory/AilaNormal01.png	据说是黄金时代商家的促销手段，但到现在逐渐地融入了大家的心意呢！		615		
615	3022	1	艾拉	Assets/Product/Texture/Image/RoleStory/AilaNormal01.png	感谢指挥官能够送给我礼物！作为回礼，就送给指挥官我的得意之作吧！		616		
616	3022	1	艾拉	Assets/Product/Texture/Image/RoleStory/AilaNormal01.png	欸，指挥官很喜欢吗？因为指挥官现在笑得很好看哦！对，就是这样，咔嚓！嘿嘿，指挥官可以期待我的新作品哦！				
617	3023	1	苏菲亚	Assets/Product/Texture/Image/RoleStory/R2SufeiyaNormal01.png	在收到指挥官你的礼物之后，嗯……我一直在找合适的回礼。		618		
618	3023	1	苏菲亚	Assets/Product/Texture/Image/RoleStory/R2SufeiyaNormal01.png	但贾米拉告诉我，还是亲手制作的……礼物，最能表现我的心意，而且，也比较省钱。		619		
619	3023	1	苏菲亚	Assets/Product/Texture/Image/RoleStory/R2SufeiyaNormal01.png	我是第一次录这样的视频，才发现阿迪莱上还有很多我不了解的东西。		620		
620	3023	1	苏菲亚	Assets/Product/Texture/Image/RoleStory/R2SufeiyaNormal01.png	指挥官以后来阿迪莱的话，记得，一定要和我一起逛逛。				
621	3024	1	库洛姆	Assets/Product/Texture/Image/RoleStory/R2KuluomuNormal01.png	很抱歉这么久才给你回复，或许和棋盘上对弈一样，我都是习惯想得太多。		622		
622	3024	1	库洛姆	Assets/Product/Texture/Image/RoleStory/R2KuluomuNormal01.png	直到最后才发现想对你说的话千千万万，竟然一时之间不知道该如何开口。		623		
623	3024	1	库洛姆	Assets/Product/Texture/Image/RoleStory/R2KuluomuNormal01.png	这份影像里面记录了诸多大师的对弈，我常常沉迷其中，仿佛能够听到他们在棋盘之上彼此交谈欢笑。		624		
