SkipId	Origin	UiName	ParamId	Explain	IsRecord	ConditionId	FunctionalId	TimeId	StartTime	CloseTime	CustomParams	IsHideFunc	IsShowExplain	NotShowUI
2007	7	OnOpenUiOnlineBoss		前往联机副本			10302					True		
2008	6	UiBag		前往强化			301				[1, 0, 0]	True		
2009	6	UiBag		前往强化			301				[1, 0, 0]	True		
2010	6	UiBag		前往强化			301				[2, 0, 0]	True		
2011	1	UiCharacterSystemV2P6		前往升级成员			101				[0]	True		
2012	6	UiShop		购买商品			1001				[1, 0]	True		
2013	7	SkipToBuyAssetPanel		电量兑换							[4]	True		
2014	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
2015	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
2016	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
2017	4			前往互动								True		
2018	8	SkipDormMain		前往宿舍	True		902					True		
3000	1	UiNewFuben		前往主线关卡								True		
3001	1	UiNewFuben		前往主线关卡								True		
3002	1	UiNewFuben		前往主线关卡								True		
3003	1	UiNewFuben		前往主线关卡								True		
3020	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
3021	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
3022	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
3023	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
3030	7	OnOpenUiOnlineBoss		前往活动关卡			10302					True		
3031	7	OnOpenUiOnlineBoss		前往活动关卡			10302					True		
3032	7	OnOpenUiOnlineBoss		前往活动关卡			10302					True		
3033	7	OnOpenUiOnlineBoss		前往活动关卡			10302					True		
3040	7	OnOpenUiFubenBossSingle		前往幻痛囚笼	True		10203					True		
3041	7	OnOpenUiFubenBossSingle		前往幻痛囚笼	True		10203					True		
3042	7	OnOpenUiFubenBossSingle		前往幻痛囚笼	True		10203					True		
3043	7	OnOpenUiFubenBossSingle		前往幻痛囚笼	True		10203					True		
3050	7	OnOpenUiArena		前往战区	True		10204					True		
3051	7	OnOpenUiArena		前往战区	True		10204					True		
3052	7	OnOpenUiArena		前往战区	True		10204					True		
3053	7	OnOpenUiArena		前往战区	True		10204					True		
3060	7	OnOpenUiMoneyReward		前往任务			1301					True		
3061	7	OnOpenUiMoneyReward		前往任务			1301					True		
3062	7	OnOpenUiMoneyReward		前往任务			1301					True		
3063	7	OnOpenUiMoneyReward		前往任务			1301					True		
3064	3	UiNewFuben	10030402	通关噩梦剧情3-2								True		
3065	3	UiNewFuben	10030403	通关噩梦剧情3-3								True		
3066	3	UiNewFuben	10030404	通关噩梦剧情3-4								True		
3067	3	UiNewFuben	10030501	通关噩梦剧情3-5								True		
3068	3	UiNewFuben	10030502	通关噩梦剧情3-6								True		
3069	3	UiNewFuben	10030503	通关噩梦剧情3-7								True		
3070	3	UiNewFuben	10030504	通关噩梦剧情3-8								True		
3071	3	UiNewFuben	10030602	通关噩梦剧情3-10								True		
3072	3	UiNewFuben	10030603	通关噩梦剧情3-11								True		
3073	3	UiNewFuben	10030604	通关噩梦剧情3-12								True		
3074	3	UiNewFuben	10040401	通关噩梦剧情4-1								True		
3075	3	UiNewFuben	10040402	通关噩梦剧情4-2								True		
3076	3	UiNewFuben	10040403	通关噩梦剧情4-3								True		
3077	3	UiNewFuben	10040404	通关噩梦剧情4-4								True		
3078	3	UiNewFuben	10040501	通关噩梦剧情4-5								True		
3079	3	UiNewFuben	10040502	通关噩梦剧情4-6								True		
3080	3	UiNewFuben	10040503	通关噩梦剧情4-7								True		
3081	3	UiNewFuben	10040504	通关噩梦剧情4-8								True		
3082	3	UiNewFuben	10040601	通关噩梦剧情4-9								True		
3083	3	UiNewFuben	10040602	通关噩梦剧情4-10								True		
3084	3	UiNewFuben	10040603	通关噩梦剧情4-11								True		
3085	3	UiNewFuben	10040604	通关噩梦剧情4-12								True		
3100	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3101	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3102	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3103	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3104	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3105	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3106	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3107	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3108	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3109	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3110	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3120	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3121	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3122	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3123	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3124	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3125	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3130	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3131	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3132	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3133	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3134	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3135	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3136	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3140	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3141	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3142	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3143	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3144	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3145	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3146	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3150	6	UiShop		前往涂装商店			1001				[1, 0, 501]	True		
3151	6	UiShop		前往涂装商店			1001				[1, 0, 501]	True		
3152	6	UiShop		前往涂装商店			1001				[1, 0, 501]	True		
3153	6	UiShop		前往涂装商店			1001				[1, 0, 501]	True		
3160	6	UiShop		前往涂装商店			1001				[1, 0, 501]	True		
3161	6	UiShop		前往涂装商店			1001				[1, 0, 501]	True		
3162	6	UiShop		前往涂装商店			1001				[1, 0, 501]	True		
3163	6	UiShop		前往涂装商店			1001				[1, 0, 501]	True		
3170	6	UiBag		前往背包			301				[1, 0, 0]	True		
3171	6	UiBag		前往背包			301				[1, 0, 0]	True		
3172	6	UiBag		前往背包			301				[1, 0, 0]	True		
3173	6	UiBag		前往背包			301				[1, 0, 0]	True		
3174	6	UiBag		前往背包			301				[1, 0, 0]	True		
3175	6	UiBag		前往背包			301				[1, 0, 0]	True		
3176	6	UiBag		前往背包			301				[1, 0, 0]	True		
3177	6	UiBag		前往背包			301				[1, 0, 0]	True		
3178	6	UiBag		前往背包			301				[1, 0, 0]	True		
3180	6	UiBag		前往背包			301				[2, 0, 0]	True		
3181	6	UiBag		前往背包			301				[2, 0, 0]	True		
3182	6	UiBag		前往背包			301				[2, 0, 0]	True		
3183	6	UiBag		前往背包			301				[2, 0, 0]	True		
3184	6	UiBag		前往背包			301				[2, 0, 0]	True		
3185	6	UiBag		前往背包			301				[2, 0, 0]	True		
3186	6	UiBag		前往背包			301				[2, 0, 0]	True		
3187	6	UiBag		前往背包			301				[2, 0, 0]	True		
3188	6	UiBag		前往背包			301				[2, 0, 0]	True		
3190	6	UiBag		前往背包			301				[1, 0, 0]	True		
3191	6	UiBag		前往背包			301				[1, 0, 0]	True		
3192	6	UiBag		前往背包			301				[1, 0, 0]	True		
3193	6	UiBag		前往背包			301				[1, 0, 0]	True		
3194	6	UiBag		前往背包			301				[1, 0, 0]	True		
3195	6	UiBag		前往背包			301				[1, 0, 0]	True		
3196	6	UiBag		前往背包			301				[1, 0, 0]	True		
3197	6	UiBag		前往背包			301				[1, 0, 0]	True		
3198	6	UiBag		前往背包			301				[1, 0, 0]	True		
3199	6	UiBag		前往背包			301				[1, 0, 0]	True		
3200	6	UiBag		前往背包			301				[1, 0, 0]	True		
3201	6	UiBag		前往背包			301				[1, 0, 0]	True		
3202	6	UiBag		前往背包			301				[1, 0, 0]	True		
3203	6	UiBag		前往背包			301				[1, 0, 0]	True		
3204	6	UiBag		前往背包			301				[1, 0, 0]	True		
3210	6	UiBag		前往背包			301				[2, 0, 0]	True		
3211	6	UiBag		前往背包			301				[2, 0, 0]	True		
3212	6	UiBag		前往背包			301				[2, 0, 0]	True		
3213	6	UiBag		前往背包			301				[2, 0, 0]	True		
3214	6	UiBag		前往背包			301				[2, 0, 0]	True		
3215	6	UiBag		前往背包			301				[2, 0, 0]	True		
3216	6	UiBag		前往背包			301				[2, 0, 0]	True		
3217	6	UiBag		前往背包			301				[2, 0, 0]	True		
3218	6	UiBag		前往背包			301				[2, 0, 0]	True		
3219	6	UiBag		前往背包			301				[2, 0, 0]	True		
3220	6	UiBag		前往背包			301				[2, 0, 0]	True		
3221	6	UiBag		前往背包			301				[2, 0, 0]	True		
3222	6	UiBag		前往背包			301				[2, 0, 0]	True		
3223	6	UiBag		前往背包			301				[2, 0, 0]	True		
3224	6	UiBag		前往背包			301				[2, 0, 0]	True		
3230	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
3231	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
3232	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
3233	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
3234	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
3235	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
3236	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
3237	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
3238	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
3239	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
3240	8	SkipDormMain		前往宿舍	True		902					True		
3241	8	SkipDormMain		前往宿舍	True		902					True		
3242	8	SkipDormMain		前往宿舍	True		902					True		
3243	8	SkipDormMain		前往宿舍	True		902					True		
3300	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3301	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3302	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3303	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3304	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3305	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3306	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3307	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3310	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3311	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3312	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3313	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3314	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3315	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3316	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3317	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3320	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3321	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3322	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3323	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3324	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3325	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3326	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3327	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3330	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3331	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3332	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3333	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3334	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3335	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3336	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3337	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3340	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3341	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3342	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3343	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3344	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3345	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3346	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3347	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3350	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3351	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3352	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3353	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3354	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3355	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3356	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3357	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3360	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3361	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3362	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3363	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3364	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3365	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3366	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3367	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3370	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3371	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3372	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3373	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3374	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3375	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3376	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3377	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3380	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3381	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3382	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3383	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3384	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3385	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3386	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3387	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3390	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3391	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3392	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3393	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3394	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3395	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3396	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3397	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3400	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3401	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3402	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3403	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3404	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3405	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3406	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3407	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3410	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3411	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3412	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3413	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3414	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3415	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3416	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3417	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3420	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3421	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3422	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3423	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3424	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3425	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3426	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3427	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3430	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3431	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3432	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3433	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3434	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3435	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3436	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3437	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3500	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3501	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3502	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3503	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3504	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3505	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3506	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3507	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3508	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3509	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3510	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3511	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3512	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3513	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3514	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3515	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3516	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3517	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3518	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3519	1	UiCharacterSystemV2P6		前往成员功能			101				[0]	True		
3520	6	UiBag		前往背包			301				[1, 0, 0]	True		
3521	6	UiBag		前往背包			301				[1, 0, 0]	True		
3522	6	UiBag		前往背包			301				[1, 0, 0]	True		
3523	6	UiBag		前往背包			301				[1, 0, 0]	True		
3524	6	UiBag		前往背包			301				[1, 0, 0]	True		
3525	6	UiBag		前往背包			301				[1, 0, 0]	True		
3526	6	UiBag		前往背包			301				[1, 0, 0]	True		
3527	6	UiBag		前往背包			301				[1, 0, 0]	True		
3528	6	UiBag		前往背包			301				[1, 0, 0]	True		
3529	6	UiBag		前往背包			301				[1, 0, 0]	True		
3530	6	UiBag		前往背包			301				[1, 0, 0]	True		
3531	6	UiBag		前往背包			301				[1, 0, 0]	True		
3532	6	UiBag		前往背包			301				[1, 0, 0]	True		
3533	6	UiBag		前往背包			301				[1, 0, 0]	True		
3534	6	UiBag		前往背包			301				[1, 0, 0]	True		
3535	6	UiBag		前往背包			301				[1, 0, 0]	True		
3536	6	UiBag		前往背包			301				[1, 0, 0]	True		
3537	6	UiBag		前往背包			301				[1, 0, 0]	True		
3538	6	UiBag		前往背包			301				[1, 0, 0]	True		
3539	6	UiBag		前往背包			301				[1, 0, 0]	True		
3540	6	UiBag		前往背包			301				[1, 0, 0]	True		
3550	6	UiBag		前往背包			301				[1, 0, 0]	True		
3551	6	UiBag		前往背包			301				[1, 0, 0]	True		
3552	6	UiBag		前往背包			301				[1, 0, 0]	True		
3553	6	UiBag		前往背包			301				[1, 0, 0]	True		
3554	6	UiBag		前往背包			301				[1, 0, 0]	True		
3555	6	UiBag		前往背包			301				[1, 0, 0]	True		
3556	6	UiBag		前往背包			301				[1, 0, 0]	True		
3557	6	UiBag		前往背包			301				[1, 0, 0]	True		
3558	6	UiBag		前往背包			301				[1, 0, 0]	True		
3559	6	UiBag		前往背包			301				[1, 0, 0]	True		
3560	6	UiBag		前往背包			301				[1, 0, 0]	True		
3561	6	UiBag		前往背包			301				[1, 0, 0]	True		
3562	6	UiBag		前往背包			301				[1, 0, 0]	True		
3563	6	UiBag		前往背包			301				[1, 0, 0]	True		
3570	1	UiBaseEquip		前往基建			901					True		
3571	1	UiBaseEquip		前往基建			901					True		
3572	1	UiBaseEquip		前往基建			901					True		
3573	1	UiBaseEquip		前往基建			901					True		
3600	4			返回主界面								True		
3601	4			返回主界面								True		
3602	4			返回主界面								True		
3603	4			返回主界面								True		
3604	4			返回主界面								True		
3605	4			返回主界面								True		
3606	4			返回主界面								True		
3607	4			返回主界面								True		
3608	4			返回主界面								True		
3609	4			返回主界面								True		
3610	6	UiSocial		前往好友			801				[0, 1, 0]	True		
3611	6	UiSocial		前往好友			801				[0, 1, 0]	True		
3612	6	UiSocial		前往好友			801				[0, 1, 0]	True		
3613	6	UiSocial		前往好友			801				[0, 1, 0]	True		
3620	6	UiSocial		前往好友			801				[0, 1, 0]	True		
3621	6	UiSocial		前往好友			801				[0, 1, 0]	True		
3622	6	UiSocial		前往好友			801				[0, 1, 0]	True		
3623	6	UiSocial		前往好友			801				[0, 1, 0]	True		
3630	1	UiNewFuben		前往主线关卡			2001					True		
3631	1	UiNewFuben		前往主线关卡			2001					True		
3632	1	UiNewFuben		前往主线关卡			2001					True		
3633	1	UiNewFuben		前往主线关卡			2001					True		
3640	1	UiFavorabilityNew		前往与成员交流			2001					True		
3641	1	UiFavorabilityNew		前往与成员交流			2001					True		
3642	1	UiFavorabilityNew		前往与成员交流			2001					True		
3643	1	UiFavorabilityNew		前往与成员交流			2001					True		
3650	1	UiFavorabilityNew		前往与成员交流			2001					True		
3651	1	UiFavorabilityNew		前往与成员交流			2001					True		
3652	1	UiFavorabilityNew		前往与成员交流			2001					True		
3653	1	UiFavorabilityNew		前往与成员交流			2001					True		
3660	1	UiNewFuben		前往升级								True		
3661	1	UiNewFuben		前往升级								True		
3662	1	UiNewFuben		前往升级								True		
3663	1	UiNewFuben		前往升级								True		
3664	1	UiNewFuben		前往升级								True		
3665	1	UiNewFuben		前往升级								True		
3666	1	UiNewFuben		前往升级								True		
3667	1	UiNewFuben		前往升级								True		
3801	7	OnOpenUiArena		前往战区	True		10204					True		
3802	7	OnOpenUiArena		前往战区	True		10204					True		
3803	7	OnOpenUiArena		前往战区	True		10204					True		
3804	7	OnOpenUiArena		前往战区	True		10204					True		
3805	7	OnOpenUiArena		前往战区	True		10204					True		
3806	7	OnOpenUiArena		前往战区	True		10204					True		
3807	7	OnOpenUiArena		前往战区	True		10204					True		
3808	7	OnOpenUiArena		前往战区	True		10204					True		
4000	7	OnOpenRepeatChallengeActivity		前往拟战场域获取绩分			10309				[1]	True		
4001	7	OnOpenUiOnlineBoss		前往协同作战			10302					True		
4002	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
4003	7	OnOpenUiOnlineBoss		前往协同作战（极小概率）			10302				[4]	True		
4100	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
4101	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
4102	7	OnOpenRepeatChallengeActivity		前往拟战场域	True		10309				[1]	True		
4103	7	SkipToRepeatChallengeActivityShopByIndex		前往拟战场域·材料商店			1001				[2]	True		['UiActivityBriefShop', 'UiDlcMultiPlayerShop', 'UiTemple2Shop']
4104	7	SkipToRepeatChallengeActivityShopByIndex		拟战商店兑换			1001				[2]	True		['UiActivityBriefShop', 'UiDlcMultiPlayerShop', 'UiTemple2Shop']
5009	7	OnOpenMainLineStage		主线 - 第9章（查询Share-Fuben-Mainline-Chapter.tab，填写章节第一关Id）			10308				[10090101]	True		
5010	7	OnOpenMainLineStage		主线 - 第10章（查询Share-Fuben-Mainline-Chapter.tab，填写章节第一关Id）			10308				[10100101]	True		
5011	7	OnOpenMainLineStage		主线 - 第11章（查询Share-Fuben-Mainline-Chapter.tab，填写章节第一关Id）			10308				[10110101]	True		
5012	7	OnOpenMainLineStage		主线 - 第12章（查询Share-Fuben-Mainline-Chapter.tab，填写章节第一关Id）			10308				[10120101]	True		
5013	7	SkipTRPGMain		主线 - 第13章（查询Share-Fuben-Mainline-Chapter.tab，填写章节第一关Id）			10308					True		
5014	7	OnOpenMainLineStage		主线 - 第14章（查询Share-Fuben-Mainline-Chapter.tab，填写章节第一关Id）			10308				[10140101]	True		
5015	7	OnOpenMainLineStage		主线 - 第15章（查询Share-Fuben-Mainline-Chapter.tab，填写章节第一关Id）			10308				[10150101]	True		
5016	7	OnOpenMainLineStage		主线 - 第16章（查询Share-Fuben-Mainline-Chapter.tab，填写章节第一关Id）			10308				[10160101]	True		
5017	7	OpenMainLine3DStage		主线 - 第17章（查询Share-Fuben-Mainline-Chapter.tab，填写章节第一关Id）			10308				[0, 10170101]	True		
5018	7	OnOpenMainLineStage		主线 - 第18章（查询Share-Fuben-Mainline-Chapter.tab，填写章节第一关Id）			10308				[10180101]	True		
5019	7	OnOpenMainLineStage		主线 - 第19章（查询Share-Fuben-Mainline-Chapter.tab，填写章节第一关Id）			10308				[10190101]	True		
5020	7	OnOpenMainLineStage		主线 - 第20章（查询Share-Fuben-Mainline-Chapter.tab，填写章节第一关Id）			10308				[10200101]	True		
5021	7	OnOpenMainLineStage		主线 - 第21章（查询Share-Fuben-Mainline-Chapter.tab，填写章节第一关Id）			10308				[10210101]	True		
5022	7	OnOpenMainLineStage		主线 - 第22章（查询Share-Fuben-Mainline-Chapter.tab，填写章节第一关Id）			10308				[10220100]	True		
5023	7	OnOpenMainLineStage		主线 - 第23章（查询Share-Fuben-Mainline-Chapter.tab，填写章节第一关Id）			10308				[10230101]	True		
5024	7	OnOpenMainLineStage		主线 - 第24章（查询Share-Fuben-Mainline-Chapter.tab，填写章节第一关Id）			10308				[10240101]	True		
5025	7	OnOpenMainLineStage		主线 - 第25章（查询Share-Fuben-Mainline-Chapter.tab，填写章节第一关Id）			10308				[10250101]	True		
5026	7	OnOpenMainLineStage		主线 - 第26章（查询Share-Fuben-Mainline-Chapter.tab，填写章节第一关Id）			10308				[10260101]	True		
