Id	Type	Model	Name	NameFrist	NameLast	HeadIcon	HeadRoundIcon	ExpFondleWidgetHeight	ExpDetailWidgetHeight	PutOnWidgetHight	DailogWidgetHight	DailogTouchHight	EffectWidgetHight	TouchWidgetHight	LoveType	LikeType	LikeCharIds	HateCharIds	LikePetIds	QuestAttrib
1321003	2	Assets/Product/Role/Room/Prefab/QR3CibeizheMd010011.prefab	伊什梅尔 幻日	伊什梅尔	幻日	Assets/Product/Texture/Image/Role/RoleHeadR3Cibeizhe1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR3Cibeizhe2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	1	2			[1001, 1002]	[3, 5, 7]
1331003	2	Assets/Product/Role/Room/Prefab/QR3LilithMd010011.prefab	莉莉丝 谬影	莉莉丝	谬影	Assets/Product/Texture/Image/Role/RoleHeadR3Lilith1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR3Lilith2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3				[1, 4, 7]
1531005	2	Assets/Product/Role/Room/Prefab/QR5SailinnaMd010011.prefab	赛琳娜 希声	赛琳娜	希声	Assets/Product/Texture/Image/Role/RoleHeadR5Sailinna1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR5Sailinna2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	1	[1091002, 1091003, 1531003, 1531004]		[1001, 1002]	[4, 6, 7]
1341002	2	Assets/Product/Role/Room/Prefab/QR2JietaweiMd010011.prefab	洁塔薇 破晓	洁塔薇	破晓	Assets/Product/Texture/Image/Role/RoleHeadR2Jietawei1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR2Jietawei2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	3	2			[1001, 1002]	[1, 7]
1131004	2	Assets/Product/Role/Room/Prefab/QR4WeilaMd010011.prefab	薇拉 灼惘	薇拉	灼惘	Assets/Product/Texture/Image/Role/RoleHeadR4Weila1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR4Weila2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	1				[1, 2, 3]
1351003	8	Assets/Product/Role/Room/Prefab/QR3VergilMd010011.prefab	维吉尔	维吉尔	维吉尔	Assets/Product/Texture/Image/Role/RoleHeadR2Weijier1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR2Weijier2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	1	3	[1361003]	[1361003]		[1, 2, 6]
1361003	8	Assets/Product/Role/Room/Prefab/QR3DanteMd010011.prefab	但丁	但丁	但丁	Assets/Product/Texture/Image/Role/RoleHeadR2Danding1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR2Danding2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3	[1351003]	[1351003]		[1, 2, 4]
1041005	2	Assets/Product/Role/Room/Prefab/QR5BiankaMd010011.prefab	比安卡 晖暮	比安卡	晖暮	Assets/Product/Texture/Image/Role/RoleHeadR5Bianka1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR5Bianka2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	1	[1071002, 1071003, 1071004]			[1, 3, 5]
1371002	2	Assets/Product/Role/Room/Prefab/QR2XiezouMd010011.prefab	斜奏 裁律	斜奏	裁律	Assets/Product/Texture/Image/Role/RoleHeadR2Xiezou1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR2Xiezou2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	3	2	[1311002]		[1001, 1002]	[1, 6]
1381003	2	Assets/Product/Role/Room/Prefab/QR3WeiluonikaMd010011.prefab	维罗妮卡 铮骨	维罗妮卡	铮骨	Assets/Product/Texture/Image/Role/RoleHeadR3Weiluonika1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR3Weiluonika2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	3	2			[1001]	[1, 2, 6]
1031005	2	Assets/Product/Role/Room/Prefab/QR5LifuMd010011.prefab	丽芙 霁梦	丽芙	霁梦	Assets/Product/Texture/Image/Role/RoleHeadR5Lifu1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR5Lifu2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3	[1021006, 1011004]		[1001, 1002]	[1, 3, 7]
1291003	2	Assets/Product/Role/Room/Prefab/QR3BuouxiongMd010011.prefab	布偶熊·骇影	布偶熊	骇影	Assets/Product/Texture/Image/Role/RoleHeadR3Buouxiong1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR3Buouxiong2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	1	[1071002, 1071003, 1071004]			[3, 5, 6]
1141004	2	Assets/Product/Role/Room/Prefab/QR4LuosaitaMd010011.prefab	罗塞塔·极锋	罗塞塔	极锋	Assets/Product/Texture/Image/Role/RoleHeadR4Luosaita1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR4Luosaita2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3	[1021006, 1011004, 1031005]	[1021005]		[1, 2, 5]
1391003	2	Assets/Product/Role/Room/Prefab/QR4LuosaitaMd010011.prefab	罗塞塔·极锋	罗塞塔	极锋	Assets/Product/Texture/Image/Role/RoleHeadR4Luosaita1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR4Luosaita2Q.png	0.85	0.6999	1.2	1.3999	0.5099	1.0	0.6	2	3	[1021006, 1011004, 1031005]	[1021005]		[1, 2, 5]
