Id	CharacterId	VitalityRecoveryType	VitalityRecovery	MoodRecoveryType	MoodRecovery	Pre	CompareType	AttrTotal	AttrCondition	Description
105	1041003		600		500	5	1	10000	{0: 0, 1: 6500, 2: 3500}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>6500</color>点,实用度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
106	1111002	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
107	1111002		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
108	1111002		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
109	1111002		500		200	4	1	5500	{0: 0, 1: 2000, 2: 3500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>3500</color>点,舒适度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
110	1111002		600		500	5	1	10000	{0: 0, 1: 3500, 2: 6500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>6500</color>点,舒适度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
111	81600	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
112	81600		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
113	81600		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
114	81600		500		200	4	1	5500	{0: 3500, 1: 2000, 2: 0}	"""当所在宿舍达到美观度<color=#FF4E4EFF>3500</color>点,舒适度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
115	81600		600		500	5	1	10000	{0: 6500, 1: 3500, 2: 0}	"""当所在宿舍达到美观度<color=#FF4E4EFF>6500</color>点,舒适度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
116	81500	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
117	81500		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
118	81500		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
119	81500		500		200	4	1	5500	{0: 3500, 1: 0, 2: 2000}	"""当所在宿舍达到美观度<color=#FF4E4EFF>3500</color>点,实用度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
120	81500		600		500	5	1	10000	{0: 6500, 1: 0, 2: 3500}	"""当所在宿舍达到美观度<color=#FF4E4EFF>6500</color>点,实用度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
121	92030	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
122	92030		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
123	92030		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
124	92030		500		200	4	1	5500	{0: 2000, 1: 0, 2: 3500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>3500</color>点,美观度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
125	92030		600		500	5	1	10000	{0: 3500, 1: 0, 2: 6500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>6500</color>点,美观度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
126	1121002	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
127	1121002		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
128	1121002		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
129	1121002		500		200	4	1	5500	{0: 0, 1: 2000, 2: 3500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>3500</color>点,舒适度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
130	1121002		600		500	5	1	10000	{0: 0, 1: 3500, 2: 6500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>6500</color>点,舒适度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
131	92670	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
132	92670		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
133	92670		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
134	92670		500		200	4	1	5500	{0: 3500, 1: 2000, 2: 0}	"""当所在宿舍达到美观度<color=#FF4E4EFF>3500</color>点,舒适度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
135	92670		600		500	5	1	10000	{0: 6500, 1: 3500, 2: 0}	"""当所在宿舍达到美观度<color=#FF4E4EFF>6500</color>点,舒适度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
136	813000	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
137	813000		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
138	813000		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
139	813000		500		200	4	1	5500	{0: 2000, 1: 3500, 2: 0}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>3500</color>点,美观度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
140	813000		600		500	5	1	10000	{0: 3500, 1: 6500, 2: 0}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>6500</color>点,美观度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
141	1000000	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
142	1000000		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
143	1000000		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
144	1000000		500		200	4	1	5500	{0: 3500, 1: 2000, 2: 0}	"""当所在宿舍达到美观度<color=#FF4E4EFF>3500</color>点,舒适度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
145	1000000		600		500	5	1	10000	{0: 6500, 1: 3500, 2: 0}	"""当所在宿舍达到美观度<color=#FF4E4EFF>6500</color>点,舒适度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
146	1021004	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
147	1021004		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
148	1021004		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
149	1021004		500		200	4	1	5500	{0: 0, 1: 2000, 2: 3500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>3500</color>点,舒适度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
150	1021004		600		500	5	1	10000	{0: 0, 1: 3500, 2: 6500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>6500</color>点,舒适度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
151	1131002	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
152	1131002		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
153	1131002		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
154	1131002		500		200	4	1	5500	{0: 3500, 1: 2000, 2: 0}	"""当所在宿舍达到美观度<color=#FF4E4EFF>3500</color>点,舒适度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
155	1131002		600		500	5	1	10000	{0: 6500, 1: 3500, 2: 0}	"""当所在宿舍达到美观度<color=#FF4E4EFF>6500</color>点,舒适度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
156	1511003	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
157	1511003		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
158	1511003		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
159	1511003		500		200	4	1	5500	{0: 0, 1: 2000, 2: 3500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>3500</color>点,舒适度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
160	1511003		600		500	5	1	10000	{0: 0, 1: 3500, 2: 6500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>6500</color>点,舒适度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
161	1141003	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
162	1141003		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
163	1141003		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
164	1141003		500		200	4	1	5500	{0: 0, 1: 3500, 2: 2000}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>3500</color>点,实用度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
165	1141003		600		500	5	1	10000	{0: 0, 1: 6500, 2: 3500}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>6500</color>点,实用度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
166	1521003	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
167	1521003		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
168	1521003		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
169	1521003		500		200	4	1	5500	{0: 2000, 1: 0, 2: 3500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>3500</color>点,美观度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
170	1521003		600		500	5	1	10000	{0: 3500, 1: 0, 2: 6500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>6500</color>点,美观度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
171	1161002	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
172	1161002		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
173	1161002		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
174	1161002		500		200	4	1	5500	{0: 0, 1: 3500, 2: 2000}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>3500</color>点,实用度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
175	1161002		600		500	5	1	10000	{0: 0, 1: 6500, 2: 3500}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>6500</color>点,实用度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
176	837000	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
177	837000		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
178	837000		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
179	837000		500		200	4	1	5500	{0: 3500, 1: 2000, 2: 0}	"""当所在宿舍达到美观度<color=#FF4E4EFF>3500</color>点,舒适度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
180	837000		600		500	5	1	10000	{0: 6500, 1: 3500, 2: 0}	"""当所在宿舍达到美观度<color=#FF4E4EFF>6500</color>点,舒适度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
181	1171003	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
182	1171003		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
183	1171003		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
184	1171003		500		200	4	1	5500	{0: 0, 1: 3500, 2: 2000}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>3500</color>点,实用度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
185	1171003		600		500	5	1	10000	{0: 0, 1: 6500, 2: 3500}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>6500</color>点,实用度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
186	1181003	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
187	1181003		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
188	1181003		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
189	1181003		500		200	4	1	5500	{0: 0, 1: 2000, 2: 3500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>3500</color>点,舒适度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
190	1181003		600		500	5	1	10000	{0: 0, 1: 3500, 2: 6500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>6500</color>点,舒适度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
191	1191003	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
192	1191003		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
193	1191003		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
194	1191003		500		200	4	1	5500	{0: 0, 1: 3500, 2: 2000}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>3500</color>点,实用度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
195	1191003		600		500	5	1	10000	{0: 0, 1: 6500, 2: 3500}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>6500</color>点,实用度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
196	1201003	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
197	1201003		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
198	1201003		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
199	1201003		500		200	4	1	5500	{0: 2000, 1: 0, 2: 3500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>3500</color>点,美观度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
200	1201003		600		500	5	1	10000	{0: 3500, 1: 0, 2: 6500}	"""当所在宿舍达到实用度<color=#FF4E4EFF>6500</color>点,美观度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
201	1211002	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
202	1211002		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
203	1211002		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
204	1211002		500		200	4	1	5500	{0: 0, 1: 3500, 2: 2000}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>3500</color>点,实用度<color=#FF4E4EFF>2000</color>点,构造体每小时恢复体力值<color=#28CFFFFF>5</color>点，心情值<color=#28CFFFFF>2</color>点"""
205	1211002		600		500	5	1	10000	{0: 0, 1: 6500, 2: 3500}	"""当所在宿舍达到舒适度<color=#FF4E4EFF>6500</color>点,实用度<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>6</color>点，心情值<color=#28CFFFFF>5</color>点"""
206	1531003	1	100	1	100	1	1		{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值未达到<color=#FF4E4EFF>1200</color>点,构造体每小时失去体力值<color=#28CFFFFF>1</color>点，心情值<color=#28CFFFFF>1</color>点"""
207	1531003		300		50	2	1	1200	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>1200</color>点,构造体每小时恢复体力值<color=#28CFFFFF>3</color>点，心情值<color=#28CFFFFF>0.5</color>点"""
208	1531003		400		100	3	1	3500	{0: 0, 1: 0, 2: 0}	"""当所在宿舍总值达到<color=#FF4E4EFF>3500</color>点,构造体每小时恢复体力值<color=#28CFFFFF>4</color>点，心情值<color=#28CFFFFF>1</color>点"""
