Id	Condition	FightEventId	Icon	Name	Desc
154		[200040, 200041]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	词缀名称7	连击次数达到50的倍数时，对全场所有敌方目标施放激光轰炸\n造成10W真实伤害
155	[94020]	[200044]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33111.png	后勤支援	通过本关后，深巢的关卡时间将增加30秒
156	[94020]	[200045]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32161.png	异常单位	第1轮怪物的第2只会被强化，该单位死亡后增加所有存活怪物50%的攻击和血量
157	[94021]	[200046]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32101.png	深度感染	第1轮怪物的第1只会被强化，获得统领和祝福加成，并增加其50%生命上限
158	[94022]	[200047, 200057]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33021.png	牺牲者	进入作战20秒后将召唤一个特殊布道者，它会逐渐靠近敌方单位并扣除自身生命对其进行恢复，后续每30秒召唤一次（场上只会存在一个）
159	[94024]	[200048]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13031.png	应激反应	角色对敌方造成伤害后，会在附近生成1只自爆虫，CD8秒
160		[200049]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12251.png	光惩领域	场地上生成1根主激光始终追踪我方单位，并每隔30秒获得一次强化，180秒后进入过载状态，强化间隔缩短至5秒
161	[94020]	[200050]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22050.png	光敏性	通过本关后，深巢的主激光过载时间将延后30秒
162	[94020]	[200051]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21111.png	高能装置	主激光伤害提升30%
163	[94021]	[200052]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13061.png	火力网	场地上生成2根次级激光，次级激光每隔1秒向我方单位移动，速度与伤害固定
164		[200053]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13001.png	奇点	战斗开始26秒后，场地装置将释放一次暗爆，并使下次释放间隔缩短2秒，伤害提高10%
165	[94024]	[200054]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13011.png	催化装置	通过本关后，深巢的场地装置首次释放暗爆的时间将延后至28秒
166	[94023]	[200055]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13021.png	狂化	每次暗爆后增加场上所有敌方单位10%额外伤害加成（不包括自身）
167	[94024]	[200056]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33031.png	聚能	每次暗爆前会释放黑洞牵引我方单位
168		[110245]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21212.png	火焰2	攻击附带15%的火属性伤害，有15%几率造成燃烧状态，每秒造成15%的火属性伤害，持续3秒
169	[94023]	[200059]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33111.png	后勤支援	通过本关后，深巢的关卡时间将增加30秒
170		[200061]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33111.png	插件3	时间插件
171		[200065]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	消球	三消时，会在场地中掉落1个\n同色信号球冷却时间3秒
172		[200066]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	辅助/装甲6	非进攻型三消可存储信号球\n返还给登场进攻型
173		[200067]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	切人3	成员站场一定时间后\n换人时会生成旋转光球
174		[200068]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	切人4	换人时后台角色可获得3个球\nQTE冷却时间增加
175		[200069]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	QTE2	换人可重置所有QTE冷却
176		[200034, 200067]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	切人3物理3	物伤提高30%，成员站场一定时间后\n换人时会生成旋转光球
177		[200034, 200069]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	QTE2物理3	物伤提高30%\n换人可重置所有QTE冷却
178		[200034, 200066]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	辅助/装甲5物理3	物伤提高30%，非进攻型三消\n可存储信号球，返还给登场进攻型
179		[200035, 200067]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	切人3火3	火伤提高30%，成员站场一定时间后\n换人时会生成旋转光球
180		[200035, 200069]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	QTE2火3	火伤提高30%\n换人可重置所有QTE冷却
181		[200035, 200066]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	辅助/装甲5火3	火伤提高30%，非进攻型三消\n可存储信号球，返还给登场进攻型
182		[200036, 200067]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	切人3冰3	冰伤提高30%，成员站场一定时间后\n换人时会生成旋转光球
183		[200036, 200069]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	QTE2冰3	冰伤提高30%\n换人可重置所有QTE冷却
184		[200036, 200066]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	辅助/装甲5冰3	冰伤提高30%，非进攻型三消\n可存储信号球，返还给登场进攻型
185		[200037, 200067]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	切人3雷3	雷伤提高30%，成员站场一定时间后\n换人时会生成旋转光球
186		[200037, 200069]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	QTE2雷3	雷伤提高30%\n换人可重置所有QTE冷却
187		[200037, 200066]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	辅助/装甲5雷3	雷伤提高30%，非进攻型三消\n可存储信号球，返还给登场进攻型
188		[200038, 200067]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	切人3暗3	暗伤提高30%，成员站场一定时间后\n换人时会生成旋转光球
189		[200038, 200069]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	QTE2暗3	暗伤提高30%\n换人可重置所有QTE冷却
190		[200038, 200066]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	辅助/装甲5暗3	暗伤提高30%，非进攻型三消\n可存储信号球，返还给登场进攻型
191		[200034, 200065]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	消球1物理3	物伤提高30%\n三消时会在场地中掉落1个同色信号球
192		[200034, 200068]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	切人4物理3	物伤提高30%，换人时后台角色\n可获得3个球，QTE冷却时间增加
193		[200035, 200065]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	消球1火3	火伤提高30%\n三消时会在场地中掉落1个同色信号球
194		[200035, 200068]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	切人4火3	火伤提高30%，换人时后台角色\n可获得3个球，QTE冷却时间增加
195		[200036, 200065]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	消球1冰3	冰伤提高30%\n三消时会在场地中掉落1个同色信号球
196		[200036, 200068]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	切人4冰3	冰伤提高30%，换人时后台角色\n可获得3个球，QTE冷却时间增加
197		[200037, 200065]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	消球1雷3	雷伤提高30%\n三消时会在场地中掉落1个同色信号球
198		[200037, 200068]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	切人4雷3	雷伤提高30%，换人时后台角色\n可获得3个球，QTE冷却时间增加
199		[200038, 200065]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	消球1暗3	暗伤提高30%\n三消时会在场地中掉落1个同色信号球
200		[200038, 200068]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	切人4暗3	暗伤提高30%，换人时后台角色\n可获得3个球，QTE冷却时间增加
201			Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	纯净场地	独域机体造成伤害时的终结槽削减效果提升，
202		[200114]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11012.png	强攻2	敌人的额外伤害加成提高45%
203		[200115]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32032.png	暴走2	敌人增加66%进攻欲望，造成伤害时，有40%概率造成33%额外伤害
204	[94037]	[200102]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13041.png	应急装置	敌方生命值降到10%时将启动急救系统，5秒后恢复20%生命，冷却时间10秒
205	[94038]	[200103]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10042.png	灼烧	敌方对我方造成伤害时将额外附带灼烧效果，每秒扣除生命，持续5秒
206		[200116]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33102.png	劣化2	造成伤害时，使目标受到的治疗量减少60%，持续4秒
207		[200117]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32121.png	贯穿2	敌人每命中玩家一次，削弱玩家4%防御，持续10秒，最多叠加10层
208	[94039]	[200104]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11001.png	心力	敌方生命上限将提高10%
209	[94040]	[200105]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32041.png	炸弹	敌方死亡前会在原地埋下一颗地雷，短暂延迟后爆炸造成伤害
210		[200106]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21071.png	坏毁光束	战斗开始30秒后，场地中将出现1个光束装置，每隔20秒对我方发射光束，发射后，光束伤害将提高10%并使下次触发间隔缩短2秒
211	[94041]	[200107]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12121.png	强蓄基座	光束装置的光束预警时间将缩短33%
212	[94043]	[200108]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21081.png	交叉火力	场地中将额外增加一个光束装置
213	[94042]	[200109]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22050.png	信号黑域	通过本关后，深巢的光束装置登场时间将推迟30秒
214		[200110]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21061.png	母巢	战斗开始30秒后，场地中将出现2只裂变原虫，并使下次出现间隔缩短2秒，数量每轮增加1只，最多4只
215	[94044]	[200111]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21053.png	信息素	裂变原虫的移动和爆炸速度将提高100%
216	[94046]	[200112]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13001.png	奇点标记	裂变原虫非自爆死亡时将发动一次暗爆。
217	[94045]	[200044]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33111.png	后勤支援	通过本关后，深巢的关卡时间将增加30秒。
218		[200118]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33111.png	电磁化	敌方造成伤害时会附加20%攻击力的雷属性伤害
219	[94050]	[200119]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13061.png	强雷场	每隔8秒将在目标周围生成多轮正向或斜向落雷
220		[200120]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12151.png	主宰	敌方将免疫超算效果
221	[94049]	[200121]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12051.png	失能	角色受到雷属性伤害后，将在4秒内流失20闪避值和20能量
222	[94050]	[200122]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32063.png	坚壁	敌方出场时携带10%最大生命值的护盾，该护盾值不会刷新
223		[200123]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22090.png	天王	场地中将额外增加两名至尊协助敌方进行战斗
224	[94049]	[200124]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerSupportIcon1.png	战鼓α	协战至尊在场时将对敌方提供两种加成：强攻3和免伤3
225	[94050]	[200125]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32091.png	不灭	协战至尊阵亡时，将在20秒后重生
226	[94049]	[200126]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22080.png	愈合	协战至尊每秒回复1%最大生命值
227	[94050]	[200127]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22041.png	强力	协战至尊将获得10%额外伤害加成
228		[200128]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png	升格监视者	阿尔法将守望战场，开始作战33秒后将向我方释放1道剑气，并使下次触发间隔缩短3秒，剑气伤害提高10%，每释放3轮，剑气数量加1
229	[94047]	[200129]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21042.png	刃锋	剑气的基础伤害提高20%
230	[94048]	[200130]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32111.png	刃气	首轮释放剑气时，剑气数量+1
231	[94049]	[200131]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32113.png	刃影	释放剑气时，将在左右各附加1段剑气，造成原本20%的伤害
232	[94050]	[200132]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32121.png	刃牙	剑气命中后，将在5秒内造成合计相当于剑气100%的额外伤害，并降低25%治疗效果，可叠加
233		[200133]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	限制解除	每次切换角色后： \n登场角色获得永续20%额外伤害加成（上限200%）\n登场角色15秒内获得霸体及最大生命值30%的护盾
234		[200134]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	视界事件	每隔一段时间，场景中将出现黑洞， \n持续牵引大范围内的所有敌人
235		[200135]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon018.png	独域特攻	受到独域机体伤害时，大幅度额外降低处决值；闪袭技能的额外效果不受影响（不显示）
236		[200136]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13021.png	终焉倒计时	战斗开始后，每隔9秒场地中将出现一团火焰，火焰会对越过的我方单位造成火属性伤害；召唤20团火焰后，火焰将对我方单位进行追踪
237	[94023]	[200137]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12121.png	仪式准备	通关本关后，火焰召唤完毕后将会逐渐收缩，延迟30秒再对我方单位进行追踪
238	[94024]	[200138]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12151.png	无所遁形	火焰伤害无法被闪避
239	[94024]	[200139]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21212.png	炽热之炎	火焰造成的伤害提升200%
240		[200140]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12251.png	天穹射线	激光随着角色在场的时间提升伤害和追踪性能，换人重置射线强化，每隔20秒发射一次
241	[862300]	[200141]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13061.png	双重威胁	从空中射来的追踪激光增加1条
242	[862301]	[200142]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12051.png	领域封锁	角色的闪避值恢复速度降低30%。
243		[200143]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13061.png	饱和空袭	每隔20秒向角色发射大量飞弹，其攻击数量会随着时间增多
244	[862300]	[200144]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32121.png	装甲侵蚀	角色被飞弹攻击命中后，受到的伤害提高5%，持续5秒，重复命中刷新持续时间，最高叠加20层。
245	[862301]	[200145]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12051.png	破灭粉尘	角色的移速降低20%，血量恢复降低60%。
246		[200146]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21061.png	红潮奔涌	生成红潮涌泉持续对范围内的角色造成伤害并在最后击飞角色，每隔10秒触发一次
247	[862300]	[200147]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33021.png	亡魂之手	红潮涌泉持续期间会持续吸引角色到红潮中心
248	[862301]	[200148]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12151.png	红之主宰	敌方将免疫超算效果
249		[200149, 200164]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	全属性检测+10%	其他属性伤害提高10%
250		[200150, 200164]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	冰，雷，暗，空+10%	冰，雷，暗，空属性伤害提高10%
251		[200151, 200164]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	雷，暗，物，空+10%	雷，暗，物理，空属性伤害提高10%
252		[200152, 200164]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	暗，物，火，空+10%	暗，物理，火，空属性伤害提高10%
253		[200153, 200164]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	物，火，冰，空+10%	物理，火，冰，空属性伤害提高10%
254		[200154, 200164]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	火，冰，雷，空+10%	火，冰，雷，空属性伤害提高10%
255		[200155, 200165]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	雷，暗，空+20%	雷，暗，空属性伤害提高20%
256		[200156, 200165]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	暗，物，空+20%	暗，物理，空属性伤害提高20%
257		[200157, 200165]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	物，火，空+20%	物理，火，空属性伤害提高20%
258		[200158, 200165]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	火，冰，空+20%	火，冰，空属性伤害提高20%
259		[200159, 200165]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	冰，雷，空+20%	冰，雷，空属性伤害提高20%
260		[200029, 200165]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	物理，空+20%	物理，空伤害提高20%
261		[200030, 200165]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	火，空+20%	火，空属性伤害提高20%
262		[200031, 200165]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	冰，空+20%	冰，空属性伤害提高20%
263		[200032, 200165]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	雷，空+20%	雷，空属性伤害提高20%
264		[200033, 200165]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	暗，空+20%	暗，空属性伤害提高20%
265		[200161]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon029.png	超界涡流	敌方生命大幅提高。我方角色登场后获得80%攻击力加成，持续8秒。8秒后，攻击力加成效果逐渐流失。
266	[862301]	[200162]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon030.png	缓载降频	超界涡流提供的攻击力加成效果持续时间减少4秒，衰减速度加快。
267		[200163]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon012.png	完美轮切加攻	超界涡流提供的攻击力加成效果翻倍，持续时间增加4秒，\n衰减速度减缓。\n超界涡流效果持续期间玩家获得30%减伤效果。
268	[862300]	[200148]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12151.png	主宰	敌方将免疫超算效果
269		[200167]	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon031.png	溢载超频	敌人会随时间积蓄能量，蓄满后将进入超频状态并获得裂隙隧穿效果。敌人造成伤害时会额外获得能量，受到伤害时会损失能量。
270			Assets/Product/Texture/Image/IconAffix/AffixIconFushe2.png	裂隙隧穿	超频状态下，敌人获得主宰与辐射，无视超算并对周围目标持续造成伤害。
271	[862300]	[200169]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21091.png	能幅共振	敌人能量积蓄速度加快50%，造成伤害获得的能量提高50%。
272	[862301]	[200170]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32071.png	涟纹余震	敌人在超频状态下，造成的辐射伤害提升。
200001	[94024]	[200139]	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21212.png	临时配置	火焰造成的伤害提升200%
