Id	Name	Desc	Title	EventType	ActiveConditionId	Mutex	EffectId	SubEventId	SubConditionId	AutoPopup	ForceFinish
2010204	林中营地	营地不算大，很快我们就找到了奇怪声响的源头。那是一间小小的、简易的木屋。同伴们相互交换过眼神，各自举枪戒备，可在我们行动前，木屋的门突然从里面被大力踹开了。一时间尖叫声、枪炮声、解释和阻止的声音全混作一团，等我们终于都冷静下来的时候，木屋前的人身上已经满是油彩——我该庆幸这只是演习，如果放在真实的世界里，屋子前恐怕就只剩下一具尸体了。	探索事件	1		True		[2010205]	[0]	True	True
2010205	继续	下一页		2			[2010205]				
2010206	林中营地	我们将受伤的人送回了房间。主人解释道，他叫<color=#0F70BC>乔治</color>，来自一个友善的拾荒者阵营，因为和同伴们在战斗中走散，才暂时在这里扎营。如果我们乐意（我们当然乐意），可以带上他和他营地里的物资一起离开。他还提到，他的一部分同伴似乎朝北方去了，另一部分则退往了南方，如果我们动作快点，兴许可以和他们碰上。	探索事件	1		True		[2010207]	[0]	True	True
2010207	收集资源	获得 200 木材、200 钢材 与 1 名幸存者，同时发现新地点		2							
2010208	林中营地	保险起见，我们决定绕后。而事实证明，这是绝对正确的选择。营地不算大，我们很快确认了声音的源头在一间小木屋里。同伴们各自安静散开，躲在窗台下小心地朝里瞄——于是一眼就看到了举着铁锅神色紧张的屋主人。屋主也恰好抬头，和窗外的人大眼瞪小眼。等了一会儿，双方都没忍住笑了出来。	探索事件	1		True		[2010209]	[0]	True	True
2010209	继续	下一页		2			[2010209]				
2010210	林中营地	在和屋主人的交谈中，我们了解到，他叫<color=#0F70BC>乔治</color>，来自一个友善的拾荒者阵营，因为和同伴们在战斗中走散，才暂时在这里扎营。如果我们乐意（我们当然乐意），可以带上他和他营地里的物资一起离开。他还提到，他的一部分同伴似乎朝北方去了，另一部分则退往了南方，如果我们动作快点，兴许可以和他们碰上。	探索事件	1		True		[2010211]	[0]	True	True
2010211	收集资源	获得 200 木材、200 钢材 与 1 名幸存者，同时发现新地点		2							
2010212	林中营地	没人能确定营地里究竟有什么。我们决定及早撤出这片区域。可就在我们轻手轻脚准备离开的时候，营地里突然有人举着铁锅追出来，大骂我们不按演习剧本做事——“你们也太怂了！好歹看我一眼啊！”这人情绪太激动了，伙伴们大笑着哄了他好半天才把人哄好了，气喘吁吁地听他解释自己在这里扎营的原因。	探索事件	1		True		[2010213]	[0]	True	True
2010213	继续	下一页		2			[2010213]				
2010214	林中营地	在和屋主人的交谈中，我们了解到，他叫<color=#0F70BC>乔治</color>，来自一个友善的拾荒者阵营，因为和同伴们在战斗中走散，才暂时在这里扎营。如果我们乐意（我们当然乐意），可以带上他和他营地里的物资一起离开。他还提到，他的一部分同伴似乎朝北方去了，另一部分则退往了南方，如果我们动作快点，兴许可以和他们碰上。	探索事件	1		True		[2010215]	[0]	True	True
2010215	记录完毕	获得 200 木材、200 钢材 与 1 名幸存者，同时发现新地点		2							
2010300	公路加油站	有一个好消息，和一个坏消息：好消息是，加油站里没有敌人，非常安全；坏消息是，便利店几乎被搬空了。我们找了半天才找到少量的资源。这了没什么好留恋的了。	探索事件	1		True		[2010301]	[0]		True
2010301	记录完毕	获得 15 药物、10 食物		2			[2010301]				
2010400	废水处理厂	这里已经不剩什么资源了，所幸还有少量的建筑材料可以收集。但就在我们努力扛着物资，准备往外走的时候，废墟深处突然传来了窸窸窣窣，像是有什么东西在移动的声音。	探索事件	1		True		[2010401, 2010402]	[0, 0]		True
2010401	循声探索	探寻声音的源头		2			[2010401, 2010402, 2010405]				
2010402	小心离开	获得 120 木材、100 钢材，离开这里		2			[2010402]				
2010403	废水处理厂	废墟深处果然掩埋着四个筋疲力尽的幸存者。艰难地把他们刨出来之后，我们决定带上他们，继续前进。	探索事件	1		True		[2010404]	[0]	True	True
2010404	小心离开	获得 120 木材、 100 钢材、4 幸存者		2							
2010500	郊区检疫站	一群幸存者把这里当做了临时的住所。经过交谈，他们果然和我们之前救下的人来自同一个拾荒者营地。我们理所当然地带上了他们，连同已经被他们消耗到所剩不多的资源一起。	探索事件	1		True		[2010501]	[0]		True
2010501	收集资源	获得 10 药物 10 食物、 6 幸存者		2			[2010501, 2010502]				
2010600	资源填埋地	这里果然有不少好东西，简直琳琅满目、五光十色……不行，编不下去了，带上这些资源快走吧。……呕。	探索事件	1		True		[2010601]	[0]		True
2010601	收集资源	获得 70 木材、 125 钢材		2			[2010601]				
2010700	无人的战壕	战壕里空无一人，除了几口满满当当的运输箱。箱上有血，还有简单的战况概述，行军的痕迹一路拖行至战壕北边。哪怕是站在现在的位置，也能看到远处山一般的感染体残骸——换言之，如果那里足够安全，一定有非常多可用的物资。把物资带上，然后快离开这里吧。我们没有时间为它们的主人凭吊了。	探索事件	1		True		[2010701]	[0]		True
2010701	收集资源	获得 30 木材、 45 钢材、 20 药物、 20 食物		2			[2010701]				
2010800	交火点废墟	残骸外部的金属在战火的灼烧中变得酥脆，一掰就断，一按就折。黑色的粉末放在手里，好像骨灰一般。但这也给了我们机会搜到了更多的物资。带上它们，然后离开吧。	探索事件	1		True		[2010801]	[0]		True
2010801	记录完毕	获得 300 木材、300 钢材		2			[2010801]				
2010900	社区医院	我们在深夜抵达了社区医院。白色的高楼在黑夜中显示出不祥的灰色，只能隐约看到灯光透过窗缝透射出来。原以为我们不会遇到太多阻碍，但在连续用掉了五把开锁器之后，我们终于发现，医院里的每一扇门都紧紧关着。我们携带的开锁器显然不足以支撑我们打开所有的门，医院里房间众多，我们只能选择其中的几个房间进行搜索。	探索事件	1		True		[2010901, 2010902]	[0, 0]		True
2010901	调查药房	向药房前进		2			[2010901, 2010906, 2010907]				
2010902	调查住院部	向住院部前进		2			[2010902, 2010906, 2010907]				
2010903	社区医院	考虑了一下，我们决定搜索药房——按理说，这里医院里物资存储最丰富的地方，也更有可能被当做据点。可我们刚准备出发，乔治就突然打断了我们。他分析道，药房一般都在医院深处，而我们从医院外部就能看到灯光，显然不可能是来自于药房。他的分析确实有些道理，于是我们整顿了一下，开始向住院部前进。	探索事件	1		True		[2010904]	[0]	True	True
2010904	继续	下一页		2			[2010904]				
2010905	社区医院	我们果然在医院的住院部找到了一些幸存者，他们在紧锁的大门被开启时，眼神从恐惧变为惊愕，最后化为欣喜。因为他们知道自己暂时得救了。	探索事件	1		True		[2010906]	[0]	True	True
2010906	收集资源	20 药物、 20 食物、2 幸存者		2							
2011000	郊外信号站	这座信号站早已有了先到的人——虽然看着凶神恶煞，但这两位流浪者也不过是艰难求生的普通人类，可惜的是，他们并不是乔治的伙伴。简单沟通之后，他们立刻就表示愿意加入我们，一起寻找撤离的机会。同时，有了他们引路，我们也在信号站中发现了不少可用的资源。总之算是皆大欢喜。	探索事件	1		True		[2011001]	[0]		True
2011001	收集资源	400 木材、400钢材、2 幸存者		2			[2011001, 2011002]				
2011100	南方林地	外围森林焦黑的“尸体”理所当然地成了幸存者们绝佳的屏障，也成了我们的绊脚石。我们不得不花费相当长的时间清理道路，才最终抵达林地深处的营地——而乔治剩下的同伴果然就在这里。全须全尾，安然无恙。	探索事件	1		True		[2011101]	[0]		True
2011101	收集资源	获得 7 幸存者		2			[2011101]				
2020	回到故乡的路	通往山南撤离点的撤离路线在极短的时间内完成了，我们终于可以离开这里，向更南边转移。\n阿布伤得重，所以并没有返回营地，而是在今早，由北方营地的两个年轻人陪同，直接抵达了撤离点。乔伊陪着他。早上我们通话的时候，他看起来精神不错，甚至一边给乔伊喂胡萝卜，一边接着和我絮絮叨叨有关未来、有关故乡、有关南方的海的一切——感谢造化厚待，我想象不到比这更好的结局了。	结局事件	1		True		[2021]	[0]	True	True
2021	记录完毕	结束记录		2							
2022	一直延续的梦	通往山南撤离点的撤离路线在极短的时间内完成了，我们终于可以离开这里，向更南边转移。\n出于私心，乔伊由北方营地的年轻人带着，已经先行抵达了撤离点，而阿布则会在今天和我一起出发——死人不会做梦，所以我会替他把有关未来、有关故乡、有关白桦小院和南方的海的梦继续做下去。\n最后一次看看这个营地，然后就出发吧。\n阿布，我带你回家。	结局事件	1		True		[2023]	[0]	True	True
2023	记录完毕	结束记录		2							
2024	没有人的未来	通往山南撤离点的撤离路线在极短的时间内完成了，我们终于可以离开这里，向更南边转移。至于背后究竟有怎样的代价，都已经不重要了。\n最后一次看看这个营地吧。所有交谈、秘密、求救和挣扎，在我们离开之后，就不会有人记得了。	结局事件	1		True		[2025]	[0]	True	True
2025	记录完毕	结束记录		2							
202000	撤离准备	经过激烈的战斗，我们终于摆脱了感染体的围猎，找到这个暂时的歇脚点。在缺少通讯装置的条件下，我们只能侦查到周边极小范围内的区域：<color=#0F70BC>北方</color>似乎是一片<color=#0F70BC>森林</color>，<color=#0F70BC>南方</color>是高耸的<color=#0F70BC>山脉</color>，<color=#0F70BC>东方</color>则有<color=#0F70BC>资源站</color>的路牌。\n目前我们只能在周边探索。我需要尽快<color=#0F70BC>修复通讯设备</color>，才能向更远处探索，争取找到最近的、安全的<color=#0F70BC>撤离点</color>。	剧情事件	1		True		[202001]	[0]	True	True
202001	记录完毕	我知道了。		2							
202002	探索小队	我在第一时间建立起了第一座<color=#0F70BC>前哨站</color>，可却在探索小队的队员选择上犯了难——伙伴们在之前的战斗中都不同程度地受了伤，更不说我们才刚安顿下来，所有人都还很疲惫。\n我还在思考，阿布就先找到了我，说自己可以带队出发。\n阿布是营地里为数不多，真正受过训练、上过战场的战士，按说我并不需要担心，可我还是没有立刻答应。大概是看出我的犹豫，阿布笑着保证道：“别担心，盖勒。在通讯设备修复之前，我不会走太远。而且不论发生什么，我都会马上告知你。”\n有这番保证，也因为没有更好的方案，思考再三，我只能答应。	剧情事件	1		True		[202003]	[0]	True	True
202003	记录完毕	希望阿布一切平安		2							
202004	通讯设备	<color=#0F70BC>通讯设备</color>终于建成，我们也终于得以侦测到<color=#0F70BC>更远处的探索点</color>。且几乎在同时，我们就收到第一条撤离信息相关的通讯。通讯上显示，较为安全的<color=#0F70BC>撤离地点</color>就在营地<color=#0F70BC>南方山脉</color>的另一侧，由实力较强的拾荒者掌控，会帮助人们逃到南方安全的地区去。但具体的位置，则仍待进一步探索。	剧情事件	1		True		[202005]	[0]	True	True
202005	记录完毕	地图更新，发现新地点【登山索道】、【森林边缘】		2			[202005, 202006, 202007]				
202008	天气变化	气温开始下降，云层也开始显得沉重，大有要下雪的阵势。我们最好立刻开始清点资源，确保营地里有<color=#0F70BC>足够的储备</color>。	剧情事件	1		True		[202009]	[0]	True	True
202009	记录完毕	天气似乎发生了变化		2			[202009]				
202010	关于乔伊	乔伊是阿布养大的马，从她还是小马驹的时候开始，就一直和阿布待在一起。后来阿布参军，乔伊便顺理成章地成为了他的战马。哪怕战斗再艰险，他们也从没分开过。他们似乎总是在一起，也像会一直这样长长久久地相伴下去。\n阿布希望带上乔伊一起探索，我没有任何理由拒绝他。况且乔伊确实是优秀的战力，于是我立刻着手准备，把乔伊送到他的身边去。	剧情事件	1		True		[202011]	[0]		True
202011	记录完毕	没有什么能做的了		2							
202012	天气变化	感染体的轰鸣和尖啸像是从最遥远的天边传来。哪怕裹在被子里，也依然能清楚地听到。感染体似乎陷入了集体的疯狂和暴动，并且正在向我们这边移动。我们最好及早做好准备。	剧情事件	1		True		[202013]	[0]	True	True
202013	记录完毕	天气似乎发生了变化		2			[202013]				
202014	白桦小院	后来阿布告诉我，他做梦都想拥有一间，和村子里他看到的那间一样的小房子。\n“仗打久了，就难得记起‘家’原来是那么奢侈的一个词，”他笑着说，“我们虽然也有过相对固定的驻地，可到底还是只能像候鸟一样到处迁徙……盖勒，要是我们真能有属于自己的家就好了。最好门口也有个院子，院子里也有一棵树。最好是果树，不会太大的那种。我可以在树上睡觉，我的马就拴在树下。等她生了小马驹，就可以在院子里乱跑……盖勒，要是我们都能有自己的家就好了。”	剧情事件	1		True		[202015]	[0]		True
202015	记录完毕	没有什么能做的了		2							
202016	南方的海	营地里没有其他合适的人选，我不得不再次把寻找撤离点的任务交给阿布。阿布毫不犹豫地答应了。在得知撤离点就在山的南边时，阿布非常高兴。他本就是在南方长大，闻言竟有种归乡之感。他拉着我絮絮叨叨了半天我未曾见过的南边的食物、花田、暖融的风和一望无际的海。\n“连乔伊也没有见到过海呢。”他高兴地承诺道，“到了南方，我一定要带你们去看看。”	剧情事件	1		True		[202017]	[0]		True
202017	记录完毕	没有什么能做的了		2							
202100	远方来信-1	几乎是在收到撤离信息的同一时刻，我们收到了一则陌生的通讯：“向所有收到这条消息的人致意。这里是北方营地。我们受到了感染体的袭击，正在向南方转移。恳请任何收到这条消息的个体或组织与我们联系，我们需要你们的帮助。谢谢。”\n——这是一封求援通讯。我该回应吗？如果发送回应的信息，对方就能立刻定位到我们的营地。我冒得起这个险吗？\n……如果是阿布，她会怎样选择呢？	剧情事件	1		True		[202101, 202102]	[0, 0]	True	True
202101	回应通讯	向信源发送收到通讯的消息，探索地点【森林边缘】触发【森林边缘-A】事件		2			[202101]				
202102	不予理会	忽略这则通讯，探索地点【森林边缘】触发【森林边缘-B】事件		2			[202102]				
202103	远方来信-1	通讯装置安静了一会儿，突然有声音传出来：“……妈耶，真的接了！”\n像是意识到自己失言，对面马上传来几声咳嗽：“咳咳，我是说，向你们致以最最最美好的祝愿和最最最崇高的敬意！真高兴立刻就收到了你们的消息！”通讯里的声音听起来很年轻，语速严肃却轻快，“这里是北方营地。我们受到了感染体的袭击，不得不放弃营地，向南撤离……啊这些之前的通讯里应该都已经提到了。”\n“很抱歉擅自追踪了你们的信源位置。不过看起来你们正好在我们撤离的方向上。如果你们不介意的话，那个……可以收留我们吗？”	剧情事件	1		True		[202104, 202105]	[0, 0]	True	True
202104	什么意思？	询问细节		2			[202104]				
202105	当然可以。	同意提议		2			[202105]				
202106	远方来信-1	“嗯……说起来怪不好意思的。我们没有武器，外面又太危险……简单来说，我们希望你们可以为我们指明方向并且……呃，收留我们。”\n对方的语气听上去有些窘迫，但马上又急迫地补充道：“我们人很少的！而且、而且我们带了很多食物！一定不会给你们造成很大负担的！”	剧情事件	1		True		[202107]	[0]	True	True
202107	我知道了。	同意提议		2			[202107]				
202108	远方来信-1	装置那头陷入了片刻的沉默，紧接着是激动但克制的回复。\n“我……我们实在是不知道该说什么好……真、真的太感谢了，你们太慷慨了！”年轻人的声音有些失真，但仍不影响我们感受他的情绪，“你……我、我是说您，您喜欢羊乳糕吗？或者是羊奶茶？羊油饼？——嗷。周你干嘛？”	剧情事件	1		True		[202109]	[0]	True	True
202109	你还好吗？	发送通讯		2			[202109]				
202110	远方来信-1	通讯那头又吱吱呀呀地空响了会儿。很快年轻人回来了，有些失落道：“没、没事。不好意思，是我太激动了。乳制品确实不耐放，抱歉没办法把我们的特产带给你了。”\但年轻人立刻又补一句：“我……我给您带一副画儿吧。”年轻人高兴地说，“我自己画的，画的是极光。您见过极光吗？我们这儿就有。据说每年夏天，极光都会出现，横贯天际，像梦一样——不过我也只是在书里读到过。从我出生开始，这里就已经看不到极光了，好像只有很老很老的长辈们才亲眼见过。我也不知道我们这一走，什么时候才能回来，所以我就画……嗷！周你够了啊？！”	剧情事件	1		True		[202111]	[0]	True	True
202111	呃……谢谢？	发送通讯		2			[202111]				
202112	远方来信-1	年轻人又花费了一会儿才终于回来了：“咳咳咳，不用谢不用谢！我们才是要说谢谢的那个！那就不耽误您了，我们南边见！”	剧情事件	1		True		[202113]	[0]	True	True
202113	嗯，南边见。	记录完毕，结束通讯		2							
202114	远方来信-1	营地里马上要有新的成员加入了，我突然有一种和阿布一样在外探索的感觉。我迫不及待想把这种感觉和阿布分享，可想想又觉得这样未免显得幼稚，有些好笑。\n想了想，我只是敲过去一封简单的通讯，告诉她北方营地的成员不日将抵达营地的消息。阿布很快就回信了。他不出所料非常高兴，还说如果对方抵达了营地，他一定也回来接风。\n听他这么说，我也有点高兴了。	剧情事件	1		True		[202115]	[0]	True	True
202115	记录完毕	没有什么能做的了		2							
202116	远方来信-1	这并非冷漠。\n灾难面前，我们也只是过江的泥塑，实在难以分出更多精力照顾别人。更不说隔着机器，也难以得知对方的真实来意。\n但我还是鬼使神差地，没有将这件事告诉阿布。他知道了大概会难过吧？\n他不会怪我。他从来不会怪我。但他一定会难过的。	剧情事件	1		True		[202117]	[0]	True	True
202117	记录完毕	没有什么能做的了		2							
202210	远方来信-2	我们再一次收到了北方营地的消息。\n他们大概刚刚找到歇脚的地方，年轻人的声音即便在通讯器里，都能听出有点气喘：“好久不见！这两天还好吗？呼——我们刚刚才摆脱了一群感染体。多亏有您的帮助，我们都很好，算是有惊无险——那幅画也完全没有受损。”\n年轻人顺了一口气，才继续肃然说道，“冒昧联系您，主要是因为我们有一个不好的发现。您还记得我们一开始提到过，我们之所以离开家乡，是因为我们受到了感染者的袭击吗？”	剧情事件	1		True		[202211, 202212]	[0, 0]		True
202211	不记得	发送通讯		2			[202211]				
202212	我记得	发送通讯		2			[202212]				
202213	远方来信-2	年轻人像是被噎到了，愣了会儿才闷闷地说：“那现在您记得了！我们是因为被袭击才离开家乡的！”	剧情事件	1		True		[202214]	[0]	True	True
202214	好好好	发送通讯		2			[202214]				
202215	远方来信-2	“我们发现这群感染体在跟着我们。”年轻人顿了顿，“也不能叫跟着我们。它们……怎么说呢，它们好像在……在迁徙。更直白地说，它们也在往南方去，而且可能已经有很多感染体已经远远走在了前面，甚至可能已经离您不远了。”	剧情事件	1		True		[202216]	[0]	True	True
202216	我知道，别担心。	发送通讯		2			[202216]				
202217	远方来信-2	年轻人短短地呼出一口气：“嗯，那就好……总之，希望您一切小心。我们稍微修整一会儿就继续赶路了，争取早点和您汇合，我们就可以和您一起战斗，或者帮上些其他的忙了。如果有什么其他情况，我们会再联系您！还是那句话，我们南边见！”	剧情事件	1		True		[202218]	[0]	True	True
202218	一路小心。南边见。	记录完毕，结束通讯		2							
202220	远方来信-2	通讯装置再一次收到了熟悉的信息：“向所有收到这条消息的人致意。这里是北方营地。感染体仍然在追猎我们，我们……损失很大，而且我们有个相当令人不安的猜测……总之，不论你是谁，如果你也驻扎南方，请立刻做好迎战的准备。另外，再次，恳请，任何收到消息的组织或个人与我们联系，我们真的需要帮助。谢谢。”	剧情事件	1		True		[202221, 202222]	[0, 0]		True
202221	回应通讯	向信源发送收到通讯的消息，探索地点【烧焦森林】触发【烧焦森林-A】事件		2			[202221]				
202222	不予理会	忽略这则通讯，探索地点【烧焦森林】触发【烧焦森林-B】事件		2			[202222]				
202223	远方来信-2	对面安静了一会。\n“我的天……我的天！谢天谢地，终于有人回复了！”通讯装置那边是一个年轻人的声音，尽管疲惫，但仍能听出雀跃的语气，“你好，这里是北方营地。很抱歉擅自追踪了你们的信源方位，但我们现在……”声音顿了一下，咽了口唾沫，才艰难地继续道：“我们现在确实需要帮助。你们是这么多天以来，我们能联系上的唯一的营地了。”\n说着，不等我们回复，年轻人就继续道：\n“简单来说，我们受到了感染体的袭击，不得不放弃我们的家乡——据说在很久、很久以前，那里甚至可以看到极光，但现在只能在画里怀念了。”年轻人低低地笑了一下，听不出情绪，“总之，我们正在向南方转移。如果可以，我们希望你们能收留我们。”	剧情事件	1		True		[202224, 202225]	[0, 0]	True	True
202224	我能得到什么好处？	发送通讯		2			[202224]				
202225	非常乐意。	发送通讯		2			[202225]				
202226	远方来信-2	“好处？”年轻人愣了一下，随即苦笑起来，“比如什么？一幅有关极光的画怎么样？……我们……恐怕没有办法保证能给予你足够的‘好处’。但如果我们能顺利地和你们汇合，你们可以拥有我们全部的资源——食物、药物、建造材料，或者是情报和人力，什么都可以。只要我们有，只要你们要。”	剧情事件	1		True		[202227]	[0]	True	True
202227	我同意接收你们。	发送通讯		2			[202227]				
202228	远方来信-2	电波另一头沉默了片刻，紧接着传来年轻人激动但克制的声音：“谢谢……我、我不知道说什么好，但是谢谢，真的谢谢。”\n他笑了笑，努力抬高音调，作出兴奋的语气来：“很抱歉只能用这么狼狈的声音和您交谈，但您大概……无法想象我们现在的心情。累是真的累坏了，可也是真的高兴。对了，有一件事我们一定需要先提醒您。和感染体有关。”\n“我们从营地撤出来之后，一直没能摆脱它们。直到最近，我们才觉得它们似乎并不是在追着我们，而是恰好和我们有着同样的目的地。简而言之，它们也在向南方——也就是您的营地的方向——进行移动。”	剧情事件	1		True		[202229]	[0]	True	True
202229	我知道了，我会小心。	发送通讯		2			[202229]				
202230	远方来信-2	年轻人像是愣了一下。\n“好、好的。”年轻人说完，似乎有谁还小声嘀咕了一句“哇这么酷的吗”。终于又过了一会儿，年轻人才小声地说道自己马上就要出发了，然后就和我们道了别。	剧情事件	1		True		[202231]	[0]	True	True
202231	记录完毕	结束通讯		2							
202232	远方来信-2	营地里马上要有新的成员加入了，我突然有一种和阿布一样在外探索的感觉。我迫不及待想把这种感觉和阿布分享，可想想又觉得这样未免显得幼稚，有些好笑。\n想了想，我只是敲过去一封简单的通讯，隐去第一次忽略通讯的消息，只告诉他北方营地的成员不日将抵达营地。阿布很快就回信了。他不出所料非常高兴，还说如果对方抵达了营地，他一定也回来接风。\n听他这么说，我也有点高兴了。	剧情事件	1		True		[202233]	[0]	True	True
202233	记录完毕	没有什么能做的了		2							
202234	远方来信-2	不论那个所谓的“猜测”究竟是什么，我还是选择不去冒险——反正说来说去，无非是感染体又开始暴动之类的消息。连日来的坏消息已经够多了，也不差这一个。\n坏消息帮不上我，更帮不上阿布。为什么要听？	剧情事件	1		True		[202235]	[0]	True	True
202235	记录完毕	没有什么能做的了		2							
202310	远方来信-3	不出所料，我们又一次收到了北方营地的通讯。\n“日安！”年轻人声音沙哑道，“抱歉突然打扰。我们可能需要您给我们一点意见——简单地说，我们本来今天就可以进入南方这片森林的，但是我们现在来到了一道深谷边上，和森林遥遥相望。天地可鉴，它之前从未出现在任何地图上，所以我们也不知道下面有什么。”\n“我打算走点远路，看看能不能从什么地方绕过去；但我的伙伴认为我们应该直接穿越这道深谷，因为这确实是最短的路线，而我们现在最缺的恰好就是时间。”\n“我们无法立刻取得共识，所以想询问一下您的意见——您觉得我们该选择哪条路？”	剧情事件	1		True		[202311, 202312]	[0, 0]		True
202311	绕路找其他路径	发送通讯		2			[202311]				
202312	直接从中间穿过	发送通讯		2			[202312]				
202313	远方来信-3	“我就说应该绕路嘛！”年轻人得意道，“所谓宁等三分，抢一秒，都是为了安全考虑……嗯？这话是我在黄金时代的电影里看过的，周你没听过？”\n总之，谢谢您的建议，我们这就出发了。希望可以早点和您汇合！”	剧情事件	1		True		[202314]	[0]	True	True
202314	注意安全。早日汇合。	记录完毕，结束通讯		2							
202315	远方来信-3	“……直接从中间穿过去？您确定吗？”年轻人听起来有点怀疑，但是他身边却有人发出了胜利的呼喊，“好吧。既然选择询问您，那么我们会试着从中间穿过去……周！你未免太得意了！”年轻人笑骂一声，又转过来继续说，“那我们马上就出发了。希望早点和您汇合！”	剧情事件	1		True		[202316]	[0]	True	True
202316	注意安全。早日汇合。	记录完毕，结束通讯		2							
202320	远方来信-3	通讯装置终于又一次收到了来自北方营地的信息：“这里是北方营地。我们马上就要穿越【深谷】了。情况很不好，我打算直接从中间穿过，这是最短的路径。恳请收到消息的人，任何人，随便是什么人都好，求求你们，和我们联系。我们需要帮助。……谢谢。”	剧情事件	1		True		[202321, 202322]	[0, 0]		True
202321	回应通讯	向信源发送收到通讯的消息，探索地点【漆黑小路】触发【漆黑小路-B】事件		2			[202321]				
202322	不予理会	忽略这则通讯，探索地点【漆黑小路】触发【漆黑小路-C】事件		2			[202322]				
202323	远方来信-3	对面长久地沉默着。不知道是多久之后，才有一把年轻的声音浑浑噩噩地重复道：“这里是北方营地。我们马上就要穿越【深谷】了。情况很不好，我打算……”	剧情事件	1		True		[202324]	[0]	True	True
202324	（打断对方）我们收到了你们的信息。	发送通讯		2			[202324]				
202325	远方来信-3	“……不是幻觉……不是幻觉？不是幻觉？真的有人收到我们的消息了？真的……真的有人收到我们的消息了吗？”\n年轻人的声音被喉咙里的哽咽——或许还有其他什么东西——碾碎了，好半天才重新找回来：“这里……这里是北方营地，我们受到袭击，正在向南转移，现在……现在只剩下我和周两个人了。周受伤了，情况很不好。求你……求你救救我们。求求你救救我们！”	剧情事件	1		True		[202326]	[0]	True	True
202326	我知道了。你们现在在哪里？	发送通讯		2			[202326]				
202327	远方来信-3	“我们……我们本来今天就应该可以进入森林的，所有地图都显示这里原本是平地，但是这里不知道为什么多了一道深谷，可能和最近感染体的异常活跃有关系，但我也不确定。深谷对面就是森林。”年轻人尽力冷静下来，“我……我注意到您的信号就在森林对面。我打算直接横穿过去，这是最短的路线了。但……但我其实知道这样并不安全，可我担心周坚持不了那么久了。”\n年轻人说着，几乎要哭出来。\n“我该怎么办……我该怎么办？”	剧情事件	1		True		[202328]	[0]	True	True
202328	冷静点。保险一些，还是绕路吧。	发送通讯		2			[202328]				
202329	远方来信-3	“……您说得有道理。好吧，我试着绕一下。”年轻人回复道，“估计……估计明天就可以进入森林了。”	剧情事件	1		True		[202330]	[0]	True	True
202330	一路小心。我们会尽快去接你。	记录完毕，结束通讯		2							
202331	远方来信-3	我不知道自己为什么不回应这则通讯。这是权衡利弊之后，我能做的最好的选择，但还是有一个声音在我耳边不断说，已经太晚了，他们活不了了。\n阿布甚至不知道我们收到过这些通讯。\n……或许他也永远不会知道了。	剧情事件	1		True		[202330]	[0]	True	True
202332	记录完毕	没有什么能做的了		2							
202410	远方来信-4	我们几乎是准时收到了北方营地的通讯。年轻人还是那副充满朝气的声音：\n“日安！感谢您的指路，我们现在已经到森林里啦！这还是我第一次看到这么茂盛的森林呢……甚至可以看到捕猎的陷阱什么的。所有人都挺好的，我们打算先在这里扎营。您现在一切顺利吗？我们就在这里等您？”	剧情事件	1		True		[202411]	[0]		True
202411	我们很快就会去接你们。	没有什么能做的了		2							
202420	远方来信-4	们等了好一会儿才收到北方营地的通讯。年轻人显得有些疲惫，大概是在通过深谷的过程中吃了大苦头：“日安。我们现在……现在终于在森林里了。周……周伤得很重，我也实在没有力气再往前走了，真的很抱歉。我们……我们现在一个捕猎陷阱附近。我们就在这里等您好吗？真的抱歉，我真的……真的太累了。”	剧情事件	1		True		[202421]	[0]		True
202421	我们很快就会去接你们。	没有什么能做的了		2							
202430	远方来信-4	这一次的通讯十分简短，信源信息也极其诡异。我们无从想象这封讯息是如何被发出的：“这里是北方营地。我通过了深谷。我在……林子里。如果你能收到这条消息，请和我联系。……谢谢。”	剧情事件	1		True		[202431]	[0]		True
202431	回应通讯	没有什么能做的了		2							
2020100	废弃驿站	整个驿站都布满了战斗的痕迹，光是看着都能想象曾经的激烈战况。这里几乎已经全空了。阿布把最深处的资源都翻了出来，汇集在地上还是只有小小的一堆。\n这毕竟是可预见的结果。何况，比起为数不多的资源，向东延伸的车辙和感染体痕迹更让人担心。	探索事件	1		True		[2020101]	[0]		True
2020101	我知道了，继续前进。	获得 150 木材、150 钢材		2			[2020101]				
2020200	山脚村落	这个村子大概早在战争开始前就已经被遗弃，除了风吹日晒造成的正常老化，各处的建筑都姑且算得上保存完整，有些房子的后院甚至还歪歪斜斜地缠着番茄藤。\n阿布在一间院子里种了白桦的房子前停留了很久。直到伙伴们把资源都打包完毕，叫上他准备离开，他才回神似的离开了原来的位置。	探索事件	1		True		[2020201]	[0]		True
2020201	收集资源	获得 120 木材、 120 钢材		2			[2020201, 2020202]				
2020300	登山索道	如果不是修好了通讯设备，要发现这个索道还真不容易。索道外的围栏已经全都塌了，断口新鲜，把入口埋了个严严实实，还顺带压住了一个倒霉鬼。\n从这里没法上山。阿布在周边侦查了一圈，才发现一条还算平坦的小路，大概是以前的登山步道什么的，或许可以试着从那里上去。\n但阿布也提醒，周围感染体活动痕迹很重，我们最好做足充分的准备，再决定是否继续前进。	探索事件	1		True		[2020301]	[0]		True
2020301	收集资源	获得 150木材、 150 钢材、 1 幸存者		2			[2020301, 2020302]				
