Id	GroupID	Name	RecommendLevel	Order	Type	ConditionId	ShowPass	Ico	TrialID	TrialStatus	SingStageId	MultStageId	SingleDescription	MultDescription	DetailBackGroundIco	TimeId	HeadIcon	ChapterIcon	HelpCourseId	SkillExplainId	StarDesc	StarReward	SpinePath	FashionId
101	18	绛鳞游虹		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenLamiaGuofeng.png			30101080		不消耗体力\n\n玉妧浮沉凄世镜，龙门试跃却回眸。相传，每逢黄道良时，鲛人一族便会飞跃碧水龙门，褪鳞登仙，摆脱凡骨忧苦。少女夹游在群尾间，回望身后的浮岚暖翠，不禁忆起被族人与家训规束的过往。若逃不出这吞没自由的江流，即是仙境，又与俗世何异？就在鱼群跃过龙门的一霎，少女毅然从虹桥落下，坠入那孤独却逍遥的人间。		Assets/Product/Texture/Image/BgCg/Cghb069.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Lamiya7.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion35.png						6003406
102	18	梨缘韶华		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenQuGuoFeng.png			30101082		不消耗体力\n\n凤冠霞帔，罗袖翻飞。戏台之上，浮翠流丹，王侯将相轮番登场，绫罗曳影舞出一曲华章。台前满堂宾客屏息凝神，倾听乐调演绎众生百态；台后几度灯火彻夜，研磨唱腔锤炼丝毫。尽管备尝艰苦，仍执念未改，只因韶华时台前一顾，与梨园结下夙缘，自此意把古今繁华织入戏文，唱尽这盛景人间。		Assets/Product/Texture/Image/BgCg/Cghb071.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Qu6.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion37.png						6003705
103	18	曜弦游吟		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenSelenaBansheng.png			30101084		不消耗体力\n\n她脚步穿过日夜流转，十四句的思念中，弦音如诉。少女轻拨琴弦，迷失的季节里，微光下的阴影不再照向归途，她低吟歌乐，奏响下一场剧目的开演。		Assets/Product/Texture/Image/BgCg/Cghb072.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Sailinna5.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion38.png						6004804
104	18	鸿韵绣春		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenHanyingXinchun.png			30101085		不消耗体力\n\n新韵裁旧岁，映鸿绣春归。春红化作蝴蝶翩然跃舞，少女裁剪下春日的寄语，剪隙间描下团圆的心愿，春风正浓，窗下映雪，爆竹声中，贴窗的红笺轻诉着憧憬中的未来。		Assets/Product/Texture/Image/BgCg/Cghb073.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Hanying7.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion39.png						6004106
105	18	妖蛊魇色		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenLilithSpecial.png			30101087		不消耗体力\n\n众人说蛇蝎永远无法胜利，而她却找到梦寐以求的东西。可怜的人儿啊，从来没有过全身而退的机会——夜色浓时的孽缘，每一场精心策划的舞会甜蜜的流沙早已将理智包围，尖尖的高跟鞋抵着你的红心；丹祺唇色，是瞳间匕光的最佳点缀。他们说要远离，但谁能阻止你？		Assets/Product/Texture/Image/BgCg/Cghb075.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Lilith5.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion40.png						6004705
106	18	焰骸孤冕		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenWeilaBansheng.png			30101090		不消耗体力\n\n烈焰噬尽其身，骸骨浴火新生。独行于交际之地的破碎边缘，畏其为末焰之主，人类的终焉化身。		Assets/Product/Texture/Image/BgCg/Cghb077.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Weila5.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion41.png						6005004
107	18	秘龙驰星		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenNanamiHuolong.png			30101091		不消耗体力\n\n薄雾笼罩荒野尽头，低鸣划破寂静，残阳隐没山脊。暗藏的龙影悄然舒展双翼。她踏着繁星与无垠，逆着命运的流向，昂首启程，去唤醒沉秘的天地。		Assets/Product/Texture/Image/BgCg/Cghb078.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR6Yongyechao6.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion42.png						6004505
108	18	巫渺魂祀		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenBridgetSpecial1.png			30101093		不消耗体力\n\n巫魂渺渺起幽烟，雾隐离歌祭九天。神女垂眸，抚着时间的流沙，唤醒沉睡千年的魂灵。烟波如歌，虚幻无形。情独私怀，求之至曙。		Assets/Product/Texture/Image/BgCg/Cghb080.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Cibeizhe6.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion43.png						6004605
109	18	沙飞虹芒		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenHuiYinYongZhuang.png			30101094		不消耗体力\n\n海浪拍岸的节奏中，少女轻盈跃起。浅紫色的身影忽从身后出现，一记精准无间的凌空扣杀顿时划破空气，哨声骤响。少女与姐姐相视一笑，转身望向对手：“这是对你们刚才犯规的警告。”		Assets/Product/Texture/Image/BgCg/Cghb079.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Yalisha7.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion44.png						6003306
110	18	绯烬黯棘		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenBiankaBansheng.png			30101096		不消耗体力\n\n晦暗余烬笼罩天穹，苍白亡骸徘徊不去，在这被诅咒的世界里，就连死亡亦无法得到安息。圣所残垣间，神像坍塌，她点亮烛火，虔诚祷告，以无声的回应，安息着倾颓废域中每一缕不愿被虚无吞噬，仍在诉说执念与不甘的魂灵。		Assets/Product/Texture/Image/BgCg/Cghb082.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Bianka5.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion45.png						6005304
111	18	冥土渡魂		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenWanshiSpecial.png			30101099		不消耗体力\n\n疫病是亡者的低语，而我的职责是让它们...永远沉默。那个游荡在湮灭区的鸦喙黑影，用手术刀将扭曲的灵魂渡往永恒的静默。他说，这不是救赎……而是对生者最彻底的慈悲。		Assets/Product/Texture/Image/BgCg/Cghb086.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Wanshi5.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion46.png						6004205
112	18	龙雀归膺		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenQuJiangjun.png			30101100		不消耗体力\n\n龙雀归膺之日，万兵俯首称臣。她侧身立于断裂的旗杆前，龙雀环刃悬浮于掌心，肩甲化形为青铜雀首，刃光流转间绽出青金翎羽，王座前是横陈的尸首，王座后是九龙的荣膺。以血拭尘，叛者永封！		Assets/Product/Texture/Image/BgCg/Cghb087.png	45804	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Qu7.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion47.png						6003706
113	18	冥神绶寂		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenWeiluonikaBansheng.png			30101104		不消耗体力\n\n烬尘蔽日的穹顶下，古砂吞没神祇残碑。当湮世的沙尘吞没最后一道余晖后，她自这死众的渊薮深处行来，告亡的神明垂首，赐予来者名为永寂的勋绶。她是安抚众魂的牧者，亦是统领死亡的将帅，她行于生死狭间破碎的疆界，俯览永恒噤声的狩场。她的国度中空无一物，唯有空无的静谧在无声称颂：死亡——是对生命最古老的慈悲。		Assets/Product/Texture/Image/BgCg/Cghb088.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Weiluonika5.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion48.png						6005504
114	18	诡祚轮契		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenLilithSpecial2.png			30101105		不消耗体力\n\n骨制的赌盘在永不止息的疯转，无人知晓这赌局何时开始，正如无人能数清楚高垒的筹码之下到底典押了多少灵魂。赢来一切？再输掉所有？胜负不过是所掷出玛门金币的正反两面。当金芒交转的扑克厘清生死，她笑着将对手的恐惧与绝望收入囊中——毕竟，庄家从不需要运气，只需要静待下一位赌徒将一切押上赌桌。		Assets/Product/Texture/Image/BgCg/Cghb089.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Lilith6.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion49.png						6004706
115	18	莲歌行		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenLifuBansheng.png			30101107		不消耗体力\n\n长窗下，少女以轻绡亲裁衣裙，剪一抹烟水之色，蕴几许莲塘清露，于夜风中款步行至归人之前，素手相邀，只愿长相厮守，共赏晨曦夜色，四时花开。		Assets/Product/Texture/Image/BgCg/Cghb091.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Lifu5.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion50.png						6005604
116	18	熊迹旅诗		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenBuouxiongBansheng.png			30101109		不消耗体力\n\n篝火在静谧的森林边缘噼啪作响，温暖的香气随着炊烟袅袅升起，那其中混合着蜂蜜的香甜与冒险路上新奇的传说。没人知悉小熊的爪印抵达过多少处未知的秘境，正如没人知悉旅团的终点将在何方。		Assets/Product/Texture/Image/BgCg/Cghb094.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Buouxiong5.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion51.png						6005704
117	18	圣律锢金		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenRosettaBansheng.png			30101113		不消耗体力\n\n遵从着崇高的戒律，穿戴起象征着重责的黄金甲胄，对极光洒落的方向献上祈祷，忠诚的誓言化作血液锻入脊椎。当风暴啃噬北境疆界，长枪在大雪中扬起，对那即将坠落的日轮咆哮——她绝不会后退一步。		Assets/Product/Texture/Image/BgCg/Cghb095.png	44703	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Luosaita5.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion52.png						6005804
118	18	虹夜☆漫游		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenNanamiSpecial.png			30101114		不消耗体力\n\n乘客名：七实\n列车：银河特快999号\n搭乘距离：计算中\n目的地：最远的一颗星星\n温馨提醒：本趟列车行驶速度已经突破光速，超光速，银河膨胀速度……已经测不过来了！算了，那就往宇宙的最深处，一口气上吧☆		Assets/Product/Texture/Image/BgCg/Cghb096.png	44705	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR6Yongyechao7.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion53.png						6004506
119	18	焰血裁决		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenWeilaSpecial.png			30101116		不消耗体力\n\n黄金时代末期，薇拉就读于士官学院期间，曾参与长达数月的潜伏任务，成功捣毁多个帮派据点。应薇拉本人的特别意愿，特调取档案，制作适配于“灼惘”机体的帮派涂装——复现彼时的伪装，以纪念那段危险而辉煌的经历。……“距离任务完成，只剩下最后一个窝点了。祝你们好运，散发着下水道味的老鼠们，是时候迎接……真正的收割了。”		Assets/Product/Texture/Image/BgCg/Cghb098.png	45803	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Weila6.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion54.png						6005005
120	18	矢志猎踪		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenShenweiBansheng.png			30101118		不消耗体力\n\n呓语咽下坦诚，癫狂吞入良善，以雾为猎的旅途永无尽头。若是这样能升上黎明的幕布，他甘愿如此从容地走入那无尽的雾夜。		Assets/Product/Texture/Image/BgCg/Cghb099.png	46204	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Weila6.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion55.png						6006004
121	18	雾夜赤冕		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenWeilaSpecial.png			30101120		不消耗体力\n\n往事已被鲜红浸染，而裁决的权柄已牢牢握于掌中。她以女爵之名，向沉睡于雾中的旧时代道别。血色的满月再度升起之际，她重新握紧手中锋刃，步入雾霭流转的长街。在一切落下终幕之前，以绝不畏惧的意志，斩开死寂中的虚妄。		Assets/Product/Texture/Image/BgCg/Cghb098.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Shenwei5.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion54.png						6006004
122	18	冥契妖翎		101	5		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenWeilaSpecial.png			30101122		不消耗体力\n\n遵从与宿命结下的契约，在夜幕被最初一缕晨光撕裂之前，她背后双翼先行划破深浓的夜色。她巡猎着藏匿于雾中的怪物，关于生死的规则，由她全权书写。微光终将照彻长夜，而雾中的罪恶，也会在久违的光明下永恒沉睡。		Assets/Product/Texture/Image/BgCg/Cghb098.png	-1	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Weila6.png	Assets/Product/Texture/Image/UiFubenTrialBanner/UiEXPFashion54.png						6006004
