Id	Stacked	Tag	Duration	Rare	BuffIds	EffectIds	Icon	Name	Desc	EffectDesc	ShowLabels	ShowScores	ActualScores
4507				3	[56011]		Assets/Product/Texture/Image/IconTools/IconRougeItem012.png	蓝色吊坠	生产暴击概率越高，销售暴击概率越高。所以暴击越高，暴击越高。	<color=#a46800>木材</color>每有1%生产暴击概率加成（不计算商品基础属性），其销售暴击概率<color=#FF0000>+0.5%</color>	[2]	{2: 400}	{2: 0}
4508				3	[56012]		Assets/Product/Texture/Image/IconTools/IconRougeItem013.png	黄色吊坠	生产暴击概率越高，销售暴击概率越高。所以暴击越高，暴击越高。	<color=#a46800>石油</color>每有1%生产暴击概率加成（不计算商品基础属性），其销售暴击概率<color=#FF0000>+0.5%</color>	[3]	{3: 400}	{3: 0}
4509				3	[56016]		Assets/Product/Texture/Image/IconTools/IconDormMusicGuitar001.png	吉他	新川崎中专吉他手的吉他，演奏《空箱》时会有加成。	<color=#a46800>椰子</color>每有1%销售暴击概率加成（不计算商品基础属性），其生产暴击概率<color=#FF0000>+0.5%</color>	[1]	{1: 400}	{1: 0}
4510				3	[56017]		Assets/Product/Texture/Image/IconTools/IconDormMusicMicrophone001.png	麦克风	新川崎不登校主唱的麦克风，演奏《空箱》时会有加成。	<color=#a46800>木材</color>每有1%销售暴击概率加成（不计算商品基础属性），其生产暴击概率<color=#FF0000>+0.5%</color>	[2]	{2: 400}	{2: 0}
4511				3	[56018]		Assets/Product/Texture/Image/IconTools/IconDormMusicDJtable001.png	键盘	传奇键盘手tomo的键盘。虽然不是tomori，但拿到之后还是小心架子鼓比较好。	<color=#a46800>石油</color>每有1%销售暴击概率加成（不计算商品基础属性），其生产暴击概率<color=#FF0000>+0.5%</color>	[3]	{3: 400}	{3: 0}
4512	1			3	[58201]		Assets/Product/Texture/Image/IconTools/UiBagorganizeMoney.png	瓶盖	有成为货币的潜质，但总觉得这种事还是不要发生比较好。	城邦每个星级提供<b>所有商品</b>生产效率<color=#FF0000>+4%</color>	[4]	{1: 500, 2: 500, 3: 500}	{1: 0, 2: 0, 3: 0}
4513	1			3	[58202]		Assets/Product/Texture/Image/IconTools/IconStagePass01.png	黑色的卡	土豪金与五彩斑斓黑的完美结合，那真是高端大气上档次，低调奢华有内涵。	城邦每个星级提供<b>所有商品</b>售价<color=#FF0000>+4%</color>	[4]	{1: 500, 2: 500, 3: 500}	{1: 0, 2: 0, 3: 0}
4514	1			3	[58207, 58208, 58209, 58227, 58228, 58229, 58230, 58231, 58232, 58233, 58234, 58235]		Assets/Product/Texture/Image/IconTools/E3RingMd010011.png	圆环之理	乘法，在此降临！	<b>所有商品</b>任何来源的生产效率加成变为原先的<color=#FF0000>120%</color>	[4]	{1: 500, 2: 500, 3: 500}	{1: 0, 2: 0, 3: 0}
4515	1			3	[58210, 58211, 58212, 58236, 58237, 58238, 58239, 58240, 58241, 58242, 58243, 58244]		Assets/Product/Texture/Image/IconTools/E3CircleMd010011.png	公理圆环	乘法，在此降临！	<b>所有商品</b>任何来源的售价加成变为原先的<color=#FF0000>120%</color>	[4]	{1: 500, 2: 500, 3: 500}	{1: 0, 2: 0, 3: 0}
4516	1			3	[58215]		Assets/Product/Texture/Image/IconTools/ItFool202303.png	S级经理人	来这里监督工作只是业余爱好，主业是拯救世界。	地图上每个建造的建筑，提供<b>所有商品</b>生产效率<color=#FF0000>+3%</color>	[4]	{1: 600, 2: 600, 3: 600}	{1: 0, 2: 0, 3: 0}
4517	1			3	[58216]		Assets/Product/Texture/Image/IconTools/IconRestaurantItem02.png	硬币	这个给你，走走走，别耽误叔叔挣钱！	地图上每个建造的建筑，提供<b>所有商品</b>售价<color=#FF0000>+3%</color>	[4]	{1: 600, 2: 600, 3: 600}	{1: 0, 2: 0, 3: 0}
4518	1			3	[58217]		Assets/Product/Texture/Image/IconTools/E3SickMd070011.png	邪恶镰刀	蕴含魔法的力量，可以让生产力不断增长。而且你别说，看上去还真挺邪恶的。	每过<color=#FF0000>2</color>回合，获得生产力<color=#FF0000>+1</color>	[5]		
4700	1			3	[57001, 57002, 57003]		Assets/Product/Texture/Image/IconTools/IconRougeItem016.png	海蓝宝石”-废弃	库存留那么多干什么，又不会下崽…嗯？	每季度开始时，<b>所有商品</b>的当前库存数量<color=#FF0000>+5%</color>	[4]	{1: 400, 2: 400, 3: 400}	{1: 0, 2: 0, 3: 0}
4701	1			3	[50017, 50018, 50019, 50029, 50030, 50031, 50032, 50033, 50034, 50035, 50036, 50037]		Assets/Product/Texture/Image/IconTools/IconTheatre16.png	“指环”-废弃	适合长者佩戴的指环，也可以叫老头环。	<b>所有商品</b>任何来源的生产效率修正变为原先的<color=#FF0000>110%</color>	[4]	{1: 500, 2: 500, 3: 500}	{1: 0, 2: 0, 3: 0}
4702	1			3	[50020, 50021, 50022, 50038, 50039, 50040, 50041, 50042, 50043, 50044, 50045, 50046]		Assets/Product/Texture/Image/IconTools/IconTheatre14.png	“冠冕”-废弃	劫富济贫者的标志物，在送给你之后，他换了一副面具作为新的象征。	<b>所有商品</b>任何来源的售价修正变为原先的<color=#FF0000>110%</color>	[4]	{1: 500, 2: 500, 3: 500}	{1: 0, 2: 0, 3: 0}
4703	1			3	[50004]		Assets/Product/Texture/Image/IconTools/ItGift0323.png	四维口袋-废弃	老工匠随身携带的口袋，各种各样的奇妙工具都会装在里面。	通过【探索】获得秘藏时，可以额外获得一个秘藏	[5]		
4704	1			3	[50047, 50048, 50049]		Assets/Product/Texture/Image/IconTools/IconActivityRPG02.png	幸运金贝-废弃	有了它，幸运房东都没你幸运。	获得高品质秘藏的概率大幅增加	[5]		
5201	1	31		3			Assets/Product/Texture/Image/IconTools/IconActivityConsume2016001.png	点子王的玉坠-废弃	“点子王”小商贩自称十分贵重的玉坠，但怎么看都不太像玉制的	无特殊效果	[5]		
5301	1	31		3			Assets/Product/Texture/Image/IconTools/IconRougeItem05.png	病逝商人的遗物-废弃	装着病逝商人遗物的盒子，或许也装着他对家中亲人最后的思念	无特殊效果	[5]		
5401	1			3	[58222]		Assets/Product/Texture/Image/IconTools/ItCharBirthday08.png	“信条”	高大的意志，屹立于海岛之上！	生产力<color=#FF0000>+3</color>	[5]		
5501	1			3	[58223]		Assets/Product/Texture/Image/IconTools/IconDormStarmoonTable002.png	友谊的小船	“说翻就翻”	<color=#a46800>石油</color>生产暴击效果<color=#FF0000>+50%</color>	[3]	{3: 500}	{3: 0}
5601	1			3	[58224]		Assets/Product/Texture/Image/IconTools/IconDormArchaeological0orcelain001.png	小绿瓶	据说瓶内的液体能使植物快速生长。	<color=#a46800>椰子</color>和<color=#a46800>木材</color>生产的暴击率<color=#FF0000>+30%</color>	[1, 2]	{1: 300, 2: 300}	{1: 0, 2: 0}
5701	1			3			Assets/Product/Texture/Image/IconTools/ItGift0329.png	小锤	出自队内一名喜欢研究爆破的女性工程师之手	没什么用的纪念品	[5]		
5801	1			3	[58225]		Assets/Product/Texture/Image/IconTools/IconActivityGift2005008.png	勇气	有勇气，才能有进展！	生产力<color=#FF0000>+1</color>	[4]		
5901	1			3	[58226]		Assets/Product/Texture/Image/IconTools/ItCharBirthday35.png	孤独乐谱	孤独吉他少女的乐谱，孤独乐谱！	<b>所有商品</b>生产效率<color=#FF0000>+50%</color>	[4]	{1: 500, 2: 500, 3: 500}	{1: 0, 2: 0, 3: 0}
