Id	ConditionId	Name	Desc	Icon	Priority	Trigger	Duration	Overlay	Type	Params
50005		顶级道具1	每季度开始，拥有的【金贝】+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					12	[2, 2, 2, 2000]
50007		顶级道具3	<color=#a46800>石油</color>出售时，必定采用自身的季度价格波动上限值	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					13	[3]
50008		顶级道具4	每累计出售1000单位<color=#a46800>木材</color>，<color=#a46800>木材</color>的售价+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					8	[1, 2, 1000, 1003, 2000, 100]
50009		顶级道具5	每级主城等级+10%<b>所有商品</b>生产效率	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					15	[1, 2003, 500]
50010		顶级道具6	每个完成的城邦任务+10%<b>所有商品</b>售价	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					16	[1, 1003, 500]
50013		顶级道具5	每级主城等级+10%<b>所有商品</b>生产效率	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					15	[2, 2003, 500]
50014		顶级道具5	每级主城等级+10%<b>所有商品</b>生产效率	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					15	[3, 2003, 500]
50015		顶级道具6	每个完成的城邦任务+10%<b>所有商品</b>售价	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					16	[2, 1003, 500]
50016		顶级道具6	每个完成的城邦任务+10%<b>所有商品</b>售价	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					16	[3, 1003, 500]
50017		顶级道具8-特殊事件投放	<b>所有商品</b>生产效率的修改+20%-秘藏	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[2, 1, 2003, 2, 1000]
50018		顶级道具8-特殊事件投放	<b>所有商品</b>生产效率的修改+20%-秘藏	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[2, 2, 2003, 2, 1000]
50019		顶级道具8-特殊事件投放	<b>所有商品</b>生产效率的修改+20%-秘藏	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[2, 3, 2003, 2, 1000]
50020		顶级道具9-特殊事件投放	<b>所有商品</b>售价的修改+20%-秘藏	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[2, 1, 1003, 2, 1000]
50021		顶级道具9-特殊事件投放	<b>所有商品</b>售价的修改+20%-秘藏	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[2, 2, 1003, 2, 1000]
50022		顶级道具9-特殊事件投放	<b>所有商品</b>售价的修改+20%-秘藏	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[2, 3, 1003, 2, 1000]
50023		顶级数值道具13	<b>所有商品</b>生产暴击概率+30%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 2005, 3000]
50024		顶级数值道具13	<b>所有商品</b>生产暴击概率+30%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 2005, 3000]
50025		顶级数值道具13	<b>所有商品</b>生产暴击概率+30%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 2005, 3000]
50026		顶级数值道具14	<b>所有商品</b>销售暴击概率+30%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 1005, 3000]
50027		顶级数值道具14	<b>所有商品</b>销售暴击概率+30%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 1005, 3000]
50028		顶级数值道具14	<b>所有商品</b>销售暴击概率+30%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 1005, 3000]
50029		顶级道具8-特殊事件投放	<b>所有商品</b>生产效率的修改+20%-建筑	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[5, 1, 2003, 2, 1000]
50030		顶级道具8-特殊事件投放	<b>所有商品</b>生产效率的修改+20%-建筑	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[5, 2, 2003, 2, 1000]
50031		顶级道具8-特殊事件投放	<b>所有商品</b>生产效率的修改+20%-建筑	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[5, 3, 2003, 2, 1000]
50032		顶级道具8-特殊事件投放	<b>所有商品</b>生产效率的修改+20%-城邦	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[4, 1, 2003, 2, 1000]
50033		顶级道具8-特殊事件投放	<b>所有商品</b>生产效率的修改+20%-城邦	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[4, 2, 2003, 2, 1000]
50034		顶级道具8-特殊事件投放	<b>所有商品</b>生产效率的修改+20%-城邦	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[4, 3, 2003, 2, 1000]
50035		顶级道具8-特殊事件投放	<b>所有商品</b>生产效率的修改+20%-事件	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[6, 1, 2003, 2, 1000]
50036		顶级道具8-特殊事件投放	<b>所有商品</b>生产效率的修改+20%-事件	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[6, 2, 2003, 2, 1000]
50037		顶级道具8-特殊事件投放	<b>所有商品</b>生产效率的修改+20%-事件	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[6, 3, 2003, 2, 1000]
50038		顶级道具9-特殊事件投放	<b>所有商品</b>售价的修改+20%-建筑	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[5, 1, 1003, 2, 1000]
50039		顶级道具9-特殊事件投放	<b>所有商品</b>售价的修改+20%-建筑	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[5, 2, 1003, 2, 1000]
50040		顶级道具9-特殊事件投放	<b>所有商品</b>售价的修改+20%-建筑	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[5, 3, 1003, 2, 1000]
50041		顶级道具9-特殊事件投放	<b>所有商品</b>售价的修改+20%-城邦	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[4, 1, 1003, 2, 1000]
50042		顶级道具9-特殊事件投放	<b>所有商品</b>售价的修改+20%-城邦	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[4, 2, 1003, 2, 1000]
50043		顶级道具9-特殊事件投放	<b>所有商品</b>售价的修改+20%-城邦	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[4, 3, 1003, 2, 1000]
50044		顶级道具9-特殊事件投放	<b>所有商品</b>售价的修改+20%-事件	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[6, 1, 1003, 2, 1000]
50045		顶级道具9-特殊事件投放	<b>所有商品</b>售价的修改+20%-事件	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[6, 2, 1003, 2, 1000]
50046		顶级道具9-特殊事件投放	<b>所有商品</b>售价的修改+20%-事件	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[6, 3, 1003, 2, 1000]
50047		顶级道具11-特殊事件投放	获得高品质秘藏的概率大幅增加	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					10	[1, -5]
50048		顶级道具11-特殊事件投放	获得高品质秘藏的概率大幅增加	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					10	[2, -10]
50049		顶级道具11-特殊事件投放	获得高品质秘藏的概率大幅增加	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					10	[3, 25]
50101		顶级数值道具1	<color=#a46800>椰子</color>、<color=#a46800>木材</color>的库存上限+99999	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 2, 99999]
50102		顶级数值道具1	<color=#a46800>椰子</color>、<color=#a46800>木材</color>的库存上限+99999	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 2, 99999]
50103		顶级数值道具2	<color=#a46800>木材</color>、<color=#a46800>石油</color>的库存上限+99999	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 2, 99999]
50104		顶级数值道具2	<color=#a46800>木材</color>、<color=#a46800>石油</color>的库存上限+99999	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 2, 99999]
50105		顶级数值道具3	<color=#a46800>石油</color>、<color=#a46800>椰子</color>的库存上限+99999	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 2, 99999]
50106		顶级数值道具3	<color=#a46800>石油</color>、<color=#a46800>椰子</color>的库存上限+99999	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 2, 99999]
50107		顶级数值道具4	<color=#a46800>椰子</color>、<color=#a46800>木材</color>的生产效率+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 2003, 10000]
50108		顶级数值道具4	<color=#a46800>椰子</color>、<color=#a46800>木材</color>的生产效率+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 2003, 10000]
50109		顶级数值道具5	<color=#a46800>木材</color>、<color=#a46800>石油</color>的生产效率+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 2003, 10000]
50110		顶级数值道具5	<color=#a46800>木材</color>、<color=#a46800>石油</color>的生产效率+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 2003, 10000]
50111		顶级数值道具6	<color=#a46800>石油</color>、<color=#a46800>椰子</color>的生产效率+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 2003, 10000]
50112		顶级数值道具6	<color=#a46800>石油</color>、<color=#a46800>椰子</color>的生产效率+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 2003, 10000]
50113		顶级数值道具7	<color=#a46800>椰子</color>、<color=#a46800>木材</color>的售价+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 1003, 10000]
50114		顶级数值道具7	<color=#a46800>椰子</color>、<color=#a46800>木材</color>的售价+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 1003, 10000]
50115		顶级数值道具8	<color=#a46800>木材</color>、<color=#a46800>石油</color>的售价+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 1003, 10000]
50116		顶级数值道具8	<color=#a46800>木材</color>、<color=#a46800>石油</color>的售价+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 1003, 10000]
50117		顶级数值道具9	<color=#a46800>石油</color>、<color=#a46800>椰子</color>的售价+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 1003, 10000]
50118		顶级数值道具9	<color=#a46800>石油</color>、<color=#a46800>椰子</color>的售价+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 1003, 10000]
50119		顶级数值道具10	建筑金贝收益+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					20	[7, 10000]
50120		顶级数值道具11	科技树属性加成+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[3, 1, 2, 2, 10000]
50121		顶级数值道具11	科技树属性加成+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[3, 1, 2003, 2, 10000]
50122		顶级数值道具11	科技树属性加成+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[3, 1, 2005, 2, 10000]
50123		顶级数值道具11	科技树属性加成+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[3, 2, 2, 2, 10000]
50124		顶级数值道具11	科技树属性加成+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[3, 2, 2003, 2, 10000]
50125		顶级数值道具11	科技树属性加成+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[3, 2, 2005, 2, 10000]
50126		顶级数值道具11	科技树属性加成+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[3, 3, 2, 2, 10000]
50127		顶级数值道具11	科技树属性加成+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[3, 3, 2003, 2, 10000]
50128		顶级数值道具11	科技树属性加成+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[3, 3, 2005, 2, 10000]
50129		顶级数值道具12	城邦属性加成+50%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[4, 1, 1003, 2, 5000]
50130		顶级数值道具12	城邦属性加成+50%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[4, 1, 1002, 2, 5000]
50131		顶级数值道具12	城邦属性加成+50%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[4, 1, 1004, 2, 5000]
50132		顶级数值道具12	城邦属性加成+50%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[4, 1, 1005, 2, 5000]
50133		顶级数值道具12	城邦属性加成+50%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[4, 1, 1006, 2, 5000]
50134		顶级数值道具12	城邦属性加成+50%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[4, 2, 1003, 2, 5000]
50135		顶级数值道具12	城邦属性加成+50%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[4, 2, 1002, 2, 5000]
50136		顶级数值道具12	城邦属性加成+50%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[4, 2, 1004, 2, 5000]
50137		顶级数值道具12	城邦属性加成+50%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[4, 2, 1005, 2, 5000]
50138		顶级数值道具12	城邦属性加成+50%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[4, 2, 1006, 2, 5000]
50139		顶级数值道具12	城邦属性加成+50%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[4, 3, 1003, 2, 5000]
50140		顶级数值道具12	城邦属性加成+50%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[4, 3, 1002, 2, 5000]
50141		顶级数值道具12	城邦属性加成+50%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[4, 3, 1004, 2, 5000]
50142		顶级数值道具12	城邦属性加成+50%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[4, 3, 1005, 2, 5000]
50143		顶级数值道具12	城邦属性加成+50%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[4, 3, 1006, 2, 5000]
50144		顶级数值道具11	科技树属性加成+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[3, 1, 2006, 2, 10000]
50145		顶级数值道具11	科技树属性加成+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[3, 2, 2006, 2, 10000]
50146		顶级数值道具11	科技树属性加成+100%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					9	[3, 3, 2006, 2, 10000]
51001		高级道具1	升级主城时，随机激活一个当前等级的科技	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					17	[1]
51003		高级道具3	季度价格波动不会为负	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					19	[1]
51005		高级道具5	探索获得的行商经验+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					20	[5, 2000]
51006		高级道具6	建筑消耗金贝-20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					20	[1, 2000]
51008		高级道具8	主城升级消耗金贝-15%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					20	[3, 1500]
51101		高级成长道具1	<color=#a46800>椰子</color>的生产暴击概率会+等量生产效率	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					14	[1, 2005, 100, 2003, 50]
51102		高级成长道具2	每过1季度，<color=#a46800>椰子</color>的生产效率+5%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					21	[0, 1, 51103]
51103		成长道具2效果	生产效率+5%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 2003, 500]
51104		高级成长道具3	<color=#a46800>木材</color>的生产暴击概率会+等量生产效率	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					14	[2, 2005, 100, 2003, 50]
51105		高级成长道具4	每过1季度，<color=#a46800>木材</color>的生产效率+5%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					21	[0, 1, 51106]
51106		成长道具4效果	生产效率+5%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 2003, 500]
51107		高级成长道具5	<color=#a46800>石油</color>的生产暴击概率会+等量生产效率	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					14	[3, 2005, 100, 2003, 50]
51108		高级成长道具6	每过1季度，<color=#a46800>石油</color>的生产效率+5%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					21	[0, 1, 51109]
51109		成长道具6效果	生产效率+5%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 2003, 500]
51110		高级成长道具7	每一级主城等级，+5%<color=#a46800>椰子</color>的生产效率	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					15	[1, 2003, 500]
51111		高级成长道具8	每一级主城等级，+5%<color=#a46800>木材</color>的生产效率	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					15	[2, 2003, 500]
51112		高级成长道具9	每一级主城等级，+5%<color=#a46800>石油</color>的生产效率	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					15	[3, 2003, 500]
51113		高级成长道具10	<color=#a46800>椰子</color>的售价+10%；激活城邦超过5个，额外+40%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 1003, 1000]
51114	51001	高级成长道具10	满足条件额外+40%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 1003, 4000]
51115		高级成长道具11	<color=#a46800>木材</color>的售价+10%；激活城邦超过5个，额外+40%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 1003, 1000]
51116	51001	高级成长道具11	满足条件额外+40%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 1003, 4000]
51117		高级成长道具12	<color=#a46800>石油</color>的售价+10%；激活城邦超过5个，额外+40%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 1003, 1000]
51118	51001	高级成长道具12	满足条件额外+40%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 1003, 4000]
51119		高级道具	<color=#a46800>椰子</color>的销售暴击概率会+等量售价	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					14	[1, 1005, 100, 1003, 50]
51120		高级道具	<color=#a46800>木材</color>的销售暴击概率会+等量售价	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					14	[2, 1005, 100, 1003, 50]
51121		高级道具	<color=#a46800>石油</color>的销售暴击概率会+等量售价	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					14	[3, 1005, 100, 1003, 50]
51201		高级数值道具1	<color=#a46800>木材</color>的季度价格波动+60%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 1004, 6000]
51202		高级数值道具2	<color=#a46800>石油</color>的基础售价+2	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 1002, 2]
51203		高级数值道具3	<color=#a46800>椰子</color>的生产效率+60%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 2003, 6000]
51204		高级数值道具4	<color=#a46800>木材</color>的生产效率+60%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 2003, 6000]
51205		高级数值道具5	<color=#a46800>石油</color>的生产效率+60%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 2003, 6000]
51206		高级数值道具6	<color=#a46800>椰子</color>的售价+60%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 1003, 6000]
51207		高级数值道具7	<color=#a46800>木材</color>的售价+60%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 1003, 6000]
51208		高级数值道具8	<color=#a46800>石油</color>的售价+60%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 1003, 6000]
51210		高级数值道具9	<color=#a46800>椰子</color>的售价+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 1003, 2000]
51211		高级数值道具9	<color=#a46800>木材</color>的售价+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 1003, 2000]
51212		高级数值道具9	<color=#a46800>石油</color>的售价+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 1003, 2000]
51214		高级数值道具10	<color=#a46800>椰子</color>的库存上限+5000	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 2, 5000]
51215		高级数值道具10	<color=#a46800>木材</color>的库存上限+5000	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 2, 5000]
51216		高级数值道具10	<color=#a46800>石油</color>的库存上限+5000	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 2, 5000]
51218		高级数值道具11	<color=#a46800>椰子</color>的生产效率+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 2003, 2000]
51219		高级数值道具11	<color=#a46800>木材</color>的生产效率+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 2003, 2000]
51220		高级数值道具11	<color=#a46800>石油</color>的生产效率+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 2003, 2000]
51221		高级数值道具12	<color=#a46800>椰子</color>的生产效率+80%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 2003, 8000]
51222		高级数值道具12	<color=#a46800>木材</color>的季度价格波动-40%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 1004, -4000]
51223		高级数值道具13	<color=#a46800>木材</color>的生产效率+80%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 2003, 8000]
51224		高级数值道具13	<color=#a46800>石油</color>的基础售价-1	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 1002, -1]
51225		高级数值道具14	<color=#a46800>石油</color>的生产效率+80%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 2003, 8000]
51226		高级数值道具14	<color=#a46800>椰子</color>的售价-20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 1003, -2000]
52001		普通数值道具1	<color=#a46800>椰子</color>的生产效率+30%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 2003, 3000]
52002		普通数值道具2	<color=#a46800>木材</color>的生产效率+30%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 2003, 3000]
52003		普通数值道具3	<color=#a46800>石油</color>的生产效率+30%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 2003, 3000]
52004		普通数值道具4	<color=#a46800>椰子</color>的售价+30%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 1003, 3000]
52005		普通数值道具5	<color=#a46800>木材</color>的售价+30%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 1003, 3000]
52006		普通数值道具6	<color=#a46800>石油</color>的售价+30%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 1003, 3000]
52007		普通数值道具7	<color=#a46800>椰子</color>的生产效率+40%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 2003, 4000]
52008		普通数值道具7	<color=#a46800>木材</color>的生产效率-10%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 2003, -1000]
52009		普通数值道具8	<color=#a46800>椰子</color>的生产效率+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 2003, 2000]
52010		普通数值道具8	<color=#a46800>椰子</color>的售价+10%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 1003, 1000]
52011		普通数值道具9	<color=#a46800>椰子</color>的生产效率+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 2003, 2000]
52012		普通数值道具9	<color=#a46800>木材</color>的生产效率+10%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 2003, 1000]
52013		普通数值道具10	<color=#a46800>椰子</color>的生产效率+10%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 2003, 1000]
52014		普通数值道具10	<color=#a46800>石油</color>的生产效率+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 2003, 2000]
52015		普通数值道具11	<color=#a46800>石油</color>的生产效率+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 2003, 2000]
52016		普通数值道具11	<color=#a46800>石油</color>的售价+10%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 1003, 2000]
52017		普通数值道具12	<color=#a46800>椰子</color>的生产效率-10%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[1, 2003, -1000]
52018		普通数值道具12	<color=#a46800>石油</color>的生产效率+40%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 2003, 4000]
52019		普通数值道具13	<color=#a46800>木材</color>的生产效率+40%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 2003, 4000]
52020		普通数值道具13	<color=#a46800>石油</color>的生产效率-10%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[3, 2003, -1000]
52021		普通数值道具14	<color=#a46800>木材</color>的生产效率+20%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 2003, 2000]
52022		普通数值道具14	<color=#a46800>木材</color>的售价+10%	Assets/Product/Texture/Image/UiRogueSim/IconRogueSimBuff0211.png					7	[2, 1003, 1000]
