Id	EventType	RewardShow	RewardGroupId	Repeatable	Duration	Condition	SuspendDesc	Name	Text	OptionIds	ExpireEffectIds
824112	1		210022	True	1		拍卖会	拍卖会	不愧是炙手可热的商品，到这个价位了还有人跟，看来不出点血是拿不下来了。你决定：	[82411201, 82411202, 82411203]	
824113	1		210022	True	1		拍卖会	拍卖会	这商品仿佛有一种魔力，价格已经高过最初的一口价了还不见有人收手。你决定：	[82411301, 82411302]	
834101	1		210031	True	1		拍卖会	拍卖会	听到一口价，拍卖师也愣了一下，半天憋出一句“那你无敌了呀”才落锤落锤将拍卖品双手奉上，甚至差点忘记推出第三件商品：	[83410101, 83410102, 83410103]	
834102	1		210031	True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终力压全场赢得了拍卖品。花小钱办大事，爽！你的目光落向第三件拍卖品：	[83410101, 83410102, 83410103]	
834103	1		210031	True	1		拍卖会	拍卖会	激烈的竞价结束了，最终还是棋差一招。但一刻也来不及为第二件商品哀悼，紧随而来的是第三件商品！	[83410101, 83410102, 83410103]	
834104	1		210031	True	1		拍卖会	拍卖会	高手也不买第二个，你决定直接快进到下一个拍卖品。	[83410101, 83410102, 83410103]	
834111	1		210031	True	1		拍卖会	拍卖会	这商品看来还有几分抢手，加价之声不绝于耳，你的报价很快被淹没了。你决定：	[83411101, 83411102, 83411103]	
834112	1		210031	True	1		拍卖会	拍卖会	不愧是炙手可热的商品，到这个价位了还有人跟，看来不出点血是拿不下来了。你决定：	[83411201, 83411202, 83411203]	
834113	1		210031	True	1		拍卖会	拍卖会	这商品仿佛有一种魔力，价格已经高过最初的一口价了还不见有人收手。你决定：	[83411301, 83411302]	
844101				True	1		拍卖会	拍卖会	所有人都没想到最后一件商品还有高手，只能看着你拿走属于你的拍卖品。	[84410101]	
844102				True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终力压全场赢得了拍卖品！我们是冠军！	[84410201]	
844103				True	1		拍卖会	拍卖会	激烈的竞价结束了，属于你的拍卖会也到此结束了。	[84410301]	
844104				True	1		拍卖会	拍卖会	高手更不买最后一个，绝对不是因为没钱了。	[84410401]	
815101	1		210011	True	1	815101	拍卖会	拍卖会	紧张刺激的拍卖会开始了，瞧一瞧看一看！本场拍卖会总共有3件拍卖品，面对第一件拍卖品，你决定：	[81510101, 81510102, 81510103]	
815111	1		210011	True	1		拍卖会	拍卖会	这商品看来还有几分抢手，加价之声不绝于耳，你的报价很快被淹没了。你决定：	[81511101, 81511102, 81511103]	
815112	1		210011	True	1		拍卖会	拍卖会	不愧是炙手可热的商品，到这个价位了还有人跟，看来不出点血是拿不下来了。你决定：	[81511201, 81511202, 81511203]	
815113	1		210011	True	1		拍卖会	拍卖会	这商品仿佛有一种魔力，价格已经高过最初的一口价了还不见有人收手。你决定：	[81511301, 81511302]	
825101	1		210021	True	1		拍卖会	拍卖会	你英勇无比地报出了一口价，吓得全场鸦雀无声！你满意地将其收起，望向第二件商品：	[82510101, 82510102, 82510103]	
825102	1		210021	True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终力压全场赢得了拍卖品！花了点小钱让你神清气爽，看向第二件商品：	[82510101, 82510102, 82510103]	
825103	1		210021	True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终还是棋差一招。但一刻也来不及为第一件商品哀悼，紧随而来的是第二件商品！	[82510101, 82510102, 82510103]	
825104	1		210021	True	1		拍卖会	拍卖会	高手不买第一个，你决定直接快进到下一个拍卖品：	[82510101, 82510102, 82510103]	
825111	1		210021	True	1		拍卖会	拍卖会	这商品看来还有几分抢手，加价之声不绝于耳，你的报价很快被淹没了。你决定：	[82511101, 82511102, 82511103]	
825112	1		210021	True	1		拍卖会	拍卖会	不愧是炙手可热的商品，到这个价位了还有人跟，看来不出点血是拿不下来了。你决定：	[82511201, 82511202, 82511203]	
825113	1		210021	True	1		拍卖会	拍卖会	这商品仿佛有一种魔力，价格已经高过最初的一口价了还不见有人收手。你决定：	[82511301, 82511302]	
835101	1		210031	True	1		拍卖会	拍卖会	听到一口价，拍卖师也愣了一下，半天憋出一句“那你无敌了呀”才落锤落锤将拍卖品双手奉上，甚至差点忘记推出第三件商品：	[83510101, 83510102, 83510103]	
835102	1		210031	True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终力压全场赢得了拍卖品。花小钱办大事，爽！你的目光落向第三件拍卖品：	[83510101, 83510102, 83510103]	
835103	1		210031	True	1		拍卖会	拍卖会	激烈的竞价结束了，最终还是棋差一招。但一刻也来不及为第二件商品哀悼，紧随而来的是第三件商品！	[83510101, 83510102, 83510103]	
835104	1		210031	True	1		拍卖会	拍卖会	高手也不买第二个，你决定直接快进到下一个拍卖品。	[83510101, 83510102, 83510103]	
835111	1		210031	True	1		拍卖会	拍卖会	这商品看来还有几分抢手，加价之声不绝于耳，你的报价很快被淹没了。你决定：	[83511101, 83511102, 83511103]	
835112	1		210031	True	1		拍卖会	拍卖会	不愧是炙手可热的商品，到这个价位了还有人跟，看来不出点血是拿不下来了。你决定：	[83511201, 83511202, 83511203]	
835113	1		210031	True	1		拍卖会	拍卖会	这商品仿佛有一种魔力，价格已经高过最初的一口价了还不见有人收手。你决定：	[83511301, 83511302]	
845101				True	1		拍卖会	拍卖会	所有人都没想到最后一件商品还有高手，只能看着你拿走属于你的拍卖品。	[84510101]	
845102				True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终力压全场赢得了拍卖品！我们是冠军！	[84510201]	
845103				True	1		拍卖会	拍卖会	激烈的竞价结束了，属于你的拍卖会也到此结束了。	[84510301]	
845104				True	1		拍卖会	拍卖会	高手更不买最后一个，绝对不是因为没钱了。	[84510401]	
816101	1		210021	True	1	816101	拍卖会	拍卖会	紧张刺激的拍卖会开始了，瞧一瞧看一看！本场拍卖会总共有3件拍卖品，面对第一件拍卖品，你决定：	[81610101, 81610102, 81610103]	
816111	1		210021	True	1		拍卖会	拍卖会	这商品看来还有几分抢手，加价之声不绝于耳，你的报价很快被淹没了。你决定：	[81611101, 81611102, 81611103]	
816112	1		210021	True	1		拍卖会	拍卖会	不愧是炙手可热的商品，到这个价位了还有人跟，看来不出点血是拿不下来了。你决定：	[81611201, 81611202, 81611203]	
816113	1		210021	True	1		拍卖会	拍卖会	这商品仿佛有一种魔力，价格已经高过最初的一口价了还不见有人收手。你决定：	[81611301, 81611302]	
826101	1		210022	True	1		拍卖会	拍卖会	你英勇无比地报出了一口价，吓得全场鸦雀无声！你满意地将其收起，望向第二件商品：	[82610101, 82610102, 82610103]	
826102	1		210022	True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终力压全场赢得了拍卖品！花了点小钱让你神清气爽，看向第二件商品：	[82610101, 82610102, 82610103]	
826103	1		210022	True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终还是棋差一招。但一刻也来不及为第一件商品哀悼，紧随而来的是第二件商品！	[82610101, 82610102, 82610103]	
826104	1		210022	True	1		拍卖会	拍卖会	高手不买第一个，你决定直接快进到下一个拍卖品：	[82610101, 82610102, 82610103]	
826111	1		210022	True	1		拍卖会	拍卖会	这商品看来还有几分抢手，加价之声不绝于耳，你的报价很快被淹没了。你决定：	[82611101, 82611102, 82611103]	
826112	1		210022	True	1		拍卖会	拍卖会	不愧是炙手可热的商品，到这个价位了还有人跟，看来不出点血是拿不下来了。你决定：	[82611201, 82611202, 82611203]	
826113	1		210022	True	1		拍卖会	拍卖会	这商品仿佛有一种魔力，价格已经高过最初的一口价了还不见有人收手。你决定：	[82611301, 82611302]	
836101	1		210031	True	1		拍卖会	拍卖会	听到一口价，拍卖师也愣了一下，半天憋出一句“那你无敌了呀”才落锤落锤将拍卖品双手奉上，甚至差点忘记推出第三件商品：	[83610101, 83610102, 83610103]	
836102	1		210031	True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终力压全场赢得了拍卖品。花小钱办大事，爽！你的目光落向第三件拍卖品：	[83610101, 83610102, 83610103]	
836103	1		210031	True	1		拍卖会	拍卖会	激烈的竞价结束了，最终还是棋差一招。但一刻也来不及为第二件商品哀悼，紧随而来的是第三件商品！	[83610101, 83610102, 83610103]	
836104	1		210031	True	1		拍卖会	拍卖会	高手也不买第二个，你决定直接快进到下一个拍卖品。	[83610101, 83610102, 83610103]	
836111	1		210031	True	1		拍卖会	拍卖会	这商品看来还有几分抢手，加价之声不绝于耳，你的报价很快被淹没了。你决定：	[83611101, 83611102, 83611103]	
836112	1		210031	True	1		拍卖会	拍卖会	不愧是炙手可热的商品，到这个价位了还有人跟，看来不出点血是拿不下来了。你决定：	[83611201, 83611202, 83611203]	
836113	1		210031	True	1		拍卖会	拍卖会	这商品仿佛有一种魔力，价格已经高过最初的一口价了还不见有人收手。你决定：	[83611301, 83611302]	
846101				True	1		拍卖会	拍卖会	所有人都没想到最后一件商品还有高手，只能看着你拿走属于你的拍卖品。	[84610101]	
846102				True	1		拍卖会	拍卖会	激烈的竞价结束了，你最终力压全场赢得了拍卖品！我们是冠军！	[84610201]	
846103				True	1		拍卖会	拍卖会	激烈的竞价结束了，属于你的拍卖会也到此结束了。	[84610301]	
846104				True	1		拍卖会	拍卖会	高手更不买最后一个，绝对不是因为没钱了。	[84610401]	
910001					1	910001	会员推广	会员推广	赢赢银行开业大酬宾，现在加入会员即可获得丰厚好礼！	[91000101]	
910002					1	910002	会员返利	会员返利	赢赢银行感恩大放送，会员用户可以获得丰厚大礼！	[91000201]	
910003					1	910003	会员推广	会员推广	赢赢银行开业大酬宾，现在加入会员即可获得丰厚好礼！	[91000301]	
910101				True	1	910101	投资大亨	投资大亨	搏一搏，单车变摩托！冲一冲，爱拼才会赢！现在进行金贝投资，在下个季度就能获得回报！面对这次一飞冲天（或是冲天之后脸着地）的机会，你的选择是：	[91010101, 91010102, 91010103]	
910102				True	1		投资大亨	投资大亨	经过仔细计算投资，你怀着期待的心情离开了这里，等待下个季度的好消息吧。	[91010201]	
910103				True	1		投资大亨	投资大亨	你的直觉告诉你这种地方就是骗人的，赶紧离开了。	[91010301]	
910111	2			True	1		投资大亨	投资大亨	你选择了投资10000金贝。小赌怡情，不是不行。那么你要采用哪种投资策略呢？	[91011101, 91011102, 91011103]	
910112	2			True	1		投资大亨	投资大亨	你选择了投资30%当前金贝。对嘛，就得冲一冲！那么你要采用哪种投资策略呢？	[91011201, 91011202, 91011203]	
920101				True	1	920101	投资大亨	投资大亨	搏一搏，单车变摩托！冲一冲，爱拼才会赢！现在进行金贝投资，在下个季度就能获得回报！面对这次一飞冲天（或是冲天之后脸着地）的机会，你的选择是：	[92010101, 92010102, 92010103]	
920102				True	1		投资大亨	投资大亨	经过仔细计算投资，你怀着期待的心情离开了这里，等待下个季度的好消息吧。	[92010201]	
920103				True	1		投资大亨	投资大亨	你的直觉告诉你这种地方就是骗人的，赶紧离开了。	[92010301]	
920111	2			True	1		投资大亨	投资大亨	你选择了投资50000金贝。小赌怡情，不是不行。那么你要采用哪种投资策略呢？	[92011101, 92011102, 92011103]	
920112	2			True	1		投资大亨	投资大亨	你选择了投资40%当前金贝。对嘛，就得冲一冲！那么你要采用哪种投资策略呢？	[92011201, 92011202, 92011203]	
930101				True	1	930101	投资大亨	投资大亨	搏一搏，单车变摩托！冲一冲，爱拼才会赢！现在进行金贝投资，在下个季度就能获得回报！面对这次一飞冲天（或是冲天之后脸着地）的机会，你的选择是：	[93010101, 93010102, 93010103]	
930102				True	1		投资大亨	投资大亨	经过仔细计算投资，你怀着期待的心情离开了这里，等待下个季度的好消息吧。	[93010201]	
930103				True	1		投资大亨	投资大亨	你的直觉告诉你这种地方就是骗人的，赶紧离开了。	[93010301]	
930111	2			True	1		投资大亨	投资大亨	你选择了投资150000金贝。小赌怡情，不是不行。那么你要采用哪种投资策略呢？	[93011101, 93011102, 93011103]	
930112	2			True	1		投资大亨	投资大亨	你选择了投资50%当前金贝。对嘛，就得冲一冲！那么你要采用哪种投资策略呢？	[93011201, 93011202, 93011203]	
940101				True	1	940101	投资大亨	投资大亨	搏一搏，单车变摩托！冲一冲，爱拼才会赢！现在进行金贝投资，在下个季度就能获得回报！面对这次一飞冲天（或是冲天之后脸着地）的机会，你的选择是：	[94010101, 94010102, 94010103]	
940102				True	1		投资大亨	投资大亨	经过仔细计算投资，你怀着期待的心情离开了这里，等待下个季度的好消息吧。	[94010201]	
940103				True	1		投资大亨	投资大亨	你的直觉告诉你这种地方就是骗人的，赶紧离开了。	[94010301]	
940111	2			True	1		投资大亨	投资大亨	你选择了投资150000金贝。小赌怡情，不是不行。那么你要采用哪种投资策略呢？	[94011101, 94011102, 94011103]	
940112	2			True	1		投资大亨	投资大亨	你选择了投资50%当前金贝。对嘛，就得冲一冲！那么你要采用哪种投资策略呢？	[94011201, 94011202, 94011203]	
10					1		新手事件	新手指引	这里有些许金贝，作为你的起步资源吧	[1001]	
11					1		新手事件	新手指引	建议多卖点<color=#a46800>椰子</color>，信我，稳赚！	[1101]	
12					30		打灰之路漫漫	“炼气”打灰	打灰之路的起点，该境界可以一口气打下三根木桩还不喘气！	[1201]	
1201					30		打灰之路漫漫	“筑基”打灰	经过多季修炼，你的打灰境界提升了，现在可以徒手同时搬运半吨砖块，俨然已正式迈上打灰之路。	[120101]	
1202					30		打灰之路漫漫	“金丹”打灰	灰力内敛成丹，打灰境界突破成功，现在你抬手便可打入百根钢柱！	[120201]	
1203					30		打灰之路漫漫	“元婴”打灰	境界提升，体内灰力可外放，挥手便可完成百吨水泥的搅拌。	[120301]	
1204					30		打灰之路漫漫	“化神”打灰	苦修数季，打灰境界进入了首个里程碑，现在你可调动空气中的灰力，再也不用担心续航问题！	[120401]	
1205					30		打灰之路漫漫	“炼虚”打灰	你对空气中灰力掌控更加娴熟，不费吹灰之力即可在片刻间完成数座大山的隧道建造。	[120501]	
1206					30		打灰之路漫漫	“合体”打灰	在往复打灰中，你开始逐步领悟灰力的生成原理，可凭空手搓出部分高浓度的灰力。	[120601]	
1207					30		打灰之路漫漫	“大乘”打灰	修行打灰之路数载，你成功掌握了灰力生成的法则，从此踏入打灰之路的巅峰，顷刻间便能移山填海，造万栋高楼。	[120701]	
1208					30		打灰之路漫漫	“渡劫”打灰	打灰之路的终点，此刻的你一指就能破碎星辰，但你隐隐感到这并不是终点，你还能继续提升！	[120801]	
1209					30		打灰之路漫漫	打灰仙人	数万载后，你成功找到宇宙内的空间节点，一举破碎虚空而去！	[120901]	
1210					30		打灰之路漫漫	返璞归真	“喂，那边那个，午休结束了，赶紧把这些砖搬到岛上去。”	[121001]	
13					30		废品站	废品站	在W形的岛屿上，你见到了一个废品站，站里只有一名陈旧的回收机器人在处理堆积的垃圾。它听说在两极岛上有高温岩浆，想委托你勘察那边的情况，方便它前往建立分站，事成后它会给与你一定报酬。	[1301]	
1301					30		废品站	废品站	经过一番勘察，你告知机器人那边的环境情况。为了支付报酬，它从旁边已经损坏的保险箱内拿出了一张建筑图纸交给了你。	[1302]	
14					30		授课中心	授课中心	花费一些金贝，就能学习到很多经验哦！	[1401]	
1401					30		授课中心	授课中心	嗯，你的水平提升了，还要继续的话，要涨价了哦！	[1402]	
10100					3		新店开张	新店开张	苏菲亚和常羽前来商量难题，阿迪莱海岛分店已经开张了一段日子，但是前来光顾的客人依旧寥寥无几。希望你能想个办法，帮助店铺在这一带打响知名度。	[1010001, 1010002]	
10101					3		新店开张	新店开张	"""你的决策很成功,在一番网络宣传之后,店内外挤满了前来探店的旅客。但是这些前来旅游的旅客也很注重网络上的评价,为了维护海岛分店的“甄选好店”认证,常羽又不得不另外花时间做了很多九龙小吃作为赠品,分派给这些旅客。一段时间的忙活后,你俩都累翻了。"""	[1010101]	
10102					3		新店开张	新店开张	你选择了薄利多销的策略，以维护在本地人之中的口碑。这个方案十分成功，阿迪莱海岛分店很快就成为了本地人口中的良心好店，每天都有很多老食客前来持续光顾。但这些本地人也对价格十分敏感，为了维持住成本又不至于积压存货，苏菲亚每天都操碎了心。一段时间的忙活后，你俩都累翻了。	[1010201]	
10201					3	10201	新店经营	新店经营	过了一段时间后，苏菲亚和常羽再次来找你商量。上次你给出的解决方案虽然很奏效，但是按照店里现有的人手，再这样下去几天，所有人都要累趴下了。为了救店员们于水火，他们希望你能再提出一个锦囊妙计。	[1020101, 1020102]	
10202					3		新店经营	新店经营	"""你选择了迎难而上，扩大经营规模，并且新招了一批店员。虽然和新员工磨合的过程很辛苦，但是克服了艰难的时期之后,确实为店内带来了更多的收益。苏菲亚很满意你提出的这个方案。"""	[1020201]	
10203					3		新店经营	新店经营	你认为大家都应该休息一段时间，整理好状况后再作打算。一番好好休整之后，众人发现采取重新排班，轮流上工的模式，确实能有效地提高工作效率。这样一来，你们没有增加任何额外支出就解决了这个难题，苏菲亚这几天的心情看上去相当好。	[1020301]	
10301					3	10301	走上正轨	走上正轨	海岛分店的运营渐上轨道，但是本地商会的几个代表却找上了你们。他们以“有碍本地产业发展”为由，要求你们每个月另外缴纳一笔扶持基金，才能继续在这里开店。对此，你的回应是……	[1030101, 1030102, 1030103]	
10302					3		走上正轨	走上正轨	你们表示无法接受如此荒谬的理由，宁愿换个地开店。虽然搬迁花费了不少资金，但是你没有让那些商会代表们的阴谋得逞。	[1030201]	
10303					3		走上正轨	走上正轨	虽然这种敲诈很让人窝火，但是考虑到分店刚站稳脚跟，先保住店面才是最重要的。你们不情愿地缴纳了一笔扶持基金。	[1030301]	
10304					3		走上正轨	走上正轨	你将阿迪莱海岛分店的经营实绩详细地列了出来，证明分店并没有妨碍本地商户发展，反而为这里带来了巨大客流，带动了周边的发展。海岛的其他店家纷纷声援你们，怒斥他们少管闲事，前来敲诈的商会代表们只好灰溜溜地走了。常羽和苏菲亚看到这件事能如此妥善地解决，都对你投来了惊叹的目光。	[1030401]	
10401					3		提升名气	提升名气	随着海岛分店的生意蒸蒸日上，原来的店铺面积有点不太够用了，于是你们找来卡列尼娜帮忙，希望能帮忙扩建一下店面。卡列尼娜痛快地答应了下来，但她表示手上的材料不太够，需要你帮忙收集一下建材。	[1040101, 1040102]	
10402					3		提升名气	提升名气	你和卡列尼娜一起到海边收集了一些<color=#a46800>椰子</color>和<color=#a46800>木材</color>作为建材。浪潮不停拍打着海岸，炫目的阳光令人差点睁不开眼睛。在海滩忙活了一下午之后，你和卡列尼娜都晒黑了一些，但她看起来并没有生气，还反而有点开心。	[1040201]	
10403					3		提升名气	提升名气	你和卡列尼娜一起到山上收集了一些老木作为建材。热带雨林中蚊虫很多，你只忙活了一下午，就被咬得满身大包，不过好在还是采集到了足够的材料。	[1040301]	
10501					3	10501	提升名气	提升名气	你和卡列尼娜把收集来的建材做了一番处理，加工成了适合成为房梁的柱子。开始动工前，她来咨询你的意见，新店面要装修成什么风格。	[1050101, 1050102]	
10502					3		提升名气	提升名气	“真的吗……？算了，你说这个方案比较吸睛，卡列尼娜听到请求之后表情有点为难，但是还是按照你的意见，把分店的新店面装修成了一间巨大的公主房。	[1050201]	
10503					3		提升名气	提升名气	“对吧，说起海边小店，还是符合大众认知的热带印象装修最适合了！”你俩一拍即合，一起联手将分店装修成了浓烈的热带风情风格，游客也很喜欢这个设计，新店面很快就成了海边著名的打卡点。	[1050301]	
10601					3	10601	梦幻店面	梦幻店面	没过多久，建在海边的梦幻公主房就引起了不少社交媒体用户的注意。一位知名摄影师联系了你们，希望你们能关闭一天店铺，给他作为摄影棚使用。当然这次摄影活动是无偿的，他不会给你们提供任何资金。	[1060101, 1060102, 1060103]	
10602					3		梦幻店面	梦幻店面	那位摄影师给你们拍摄了不少效果精美的宣传照，而卡列尼娜和你也作为这座房间的设计者而名声大噪，越来越多人过来这边打卡了。但是，每当有人当着卡列尼娜的面夸奖这间公主房，她脸上都会露出微妙的神情。	[1060201]	
10603					3		梦幻店面	梦幻店面	你委婉地表示不太想承受关闭店铺带来的损失，摄影师表示理解，遗憾地离开了。	[1060301]	
10604					3		梦幻店面	梦幻店面	你给摄影师介绍了一个更适合拍照的位置，他去探索了一番之后，发现果然景色绝美，所言不虚。作为回报，他在自己的个人社交账号上发表了一篇探店笔记，在里面不遗余力地夸奖了你们的店铺，你们成了全网知名的“网红店”。	[1060401]	
10701					3	10701	寻常店面	寻常店面	没过多久，阿迪莱分店成为了海岛上著名的打卡地点，一个网络频道想给你们做一期专题采访，这需要关闭一天店铺。当然这次采访活动是无偿的，他不会给你们提供任何资金。	[1070101, 1070102, 1070103]	
10702					3		寻常店面	寻常店面	这个频道给你们拍摄了一期精美的介绍节目，而卡列尼娜和你也作为店面的设计者而名声大噪，越来越多人前来这边游玩了。虽然卡列尼娜嘴上没有承认，但是看得出她对自己的成果相当满意，接下来几天跟你说话的时候都率直多了。	[1070201]	
10703					3		寻常店面	寻常店面	你委婉地表示不太想承受关闭店铺带来的损失，对接人表示理解，遗憾地离开了。	[1070301]	
10704					3		寻常店面	寻常店面	你反过来向他们提议，既然都要关闭一天店铺了，不如叫上店里所有工作的人出镜，而且你还知道有一个地点景色绝美，很适合进行户外采访。频道采纳了你的建议，最后的拍摄成果非常好，网友都称赞这里真是一间富有人情味的小店，前来探店的人更多了。	[1070401]	
10801					3		铺设管线	铺设管线	店面在进行了扩建之后吸引了众多新客，但是后勤的物资补给开始渐渐跟不上了，为了优化运输管线，你们找到了相关经验丰富的艾拉作为参谋。艾拉在进行了一番评估后，提议最好自行建设物流网络，以保证后续的后勤物资供给，并询问你要不要联合本地商会一起铺设，如果有本地人的支持，应该会事半功倍。	[1080101, 1080102]	
10802					3		铺设管线	铺设管线	考虑到这个本地商会之前的敲诈做派，你们感觉还是单独行动比较安全，决定还是先独立建设物流网络了。	[1080201]	
10803					3		铺设管线	铺设管线	你不计前嫌，去询问了那个曾经打算敲诈你们的商会是否要一起共用物流网络。商会的代表没想到你会如此大度，惭愧中跟你们袒露了一个事实：因为这座海岛远离大陆，交通不便，所以他们才想巧立名目收费这种办法来维持商会的运转。如果这个物流网络真的能建立成功，他们发誓将不会再做这种瞒骗的勾当，而且也会把之前敲诈的钱财还给那些商户。	[1080301]	
10901					3	10901	独立建设	独立建设	在艾拉的主导下，物流网络的铺设进度很快就过半了。一天，本地商会的几个代表带着一些礼物登门拜访，原来是过来道歉并希望你们能让本地商会加入这个网络的。他们惭愧地跟你们袒露了一些事：因为这座海岛远离大陆，交通不便，所以他们才想巧立名目收费这种办法来维持商会的运转。如果这个物流网络真的能建立成功，他们发誓将不会再做这种瞒骗的勾当，而且也会把之前敲诈的钱财还给那些商户。	[1090101, 1090102]	
10902					3		独立建设	独立建设	你委婉地表达了这个项目暂时没有邀请合作伙伴的打算，他们的表情有些尴尬，但是这也是由于他们之前的自作自受，于是很快就又识趣地离开了。艾拉在听你诉说完来龙去脉之后，也认为项目在当下阶段不适宜再扩张人员规模了，当下稳定地推进建设进度比较重要。	[1090201]	
10903					3		独立建设	独立建设	你大度地答应了他们的请求，并当天就将商会代表们介绍给了艾拉认识。艾拉看到有新合作伙伴加入很高兴，表示自己正忙得猫咪的爪子都想借来用，你能带来几个新战力真是再好不过了。	[1090301]	
11001					3	11001	联合建设	联合建设	周围的商户得知你们跟本地的商户联合铺设物流网络，都争先恐后地跑上门拜托你和艾拉，希望能在落成后让他们也使用这条贸易路线。原来，多年来海岛的经济发展都受限于交通不便，他们能希望凭借这个机会突破原有的限制，摆脱海岛内部的内卷困境。	[1100101, 1100102]	
11002					3		联合建设	联合建设	"""你衡量了一番，认为让本地商户也使用这条路线能靠过路费收回一定的成本，便同意了这个提议，商户们都非常激动地感谢了你。""""没想到你算账居然这么精明，让你来做负责人真是找对人了！""""艾拉听你说完来龙去脉之后，对你比起了一个象征着赞扬的大拇指。"""	[1100201]	
11003					3		联合建设	联合建设	你思考了一番，考虑到并不太清楚这些商户的底细，现阶段也不好再节外生枝，还是拒绝了这个提议。商户们只得遗憾地离开了。	[1100301]	
11101					3	11101	独立建设完成	独立建设完成	运输线路建成后，海岛上的物资运输变得方便多了，为了酬谢你这段时间来的辛劳，艾拉举办了一个小小的庆祝晚宴，邀请了店里的所有人一起来参与。在宴会上，所有人都玩得很尽兴。	[1110101]	
11102					3		独立建设完成	独立建设完成	你们尽兴地玩了一段时间，后来，艾拉在宴会上玩累了，拉着你到海边散心，你们相伴着金黄色的落日，倾听着往复不断的潮声，度过了一段宁静而温馨的时间。	[1110201]	
11103					3	11103	联合建设完成	联合建设完成	运输线路建成后，海岛上的物资运输变得方便多了，而且在你的协助下，海岛上不少商户也用上了这条路线，他们也从中得到了不少利益。某一天，这些商户们来邀请你们，他们给你和艾拉举办一个答谢宴，用以酬谢你们建设了这么一条便利的管线。在酬谢宴会上，你好像看到了一道熟悉的身影从宴会上偷偷溜走了……	[1110301, 1110302]	
11104					3		联合建设完成	联合建设完成	聚会上过于混乱，你自知来不及追上那道身影，于是便置之不理了。后来，艾拉在宴会上玩累了，拉着你到海边散心，你们相伴着金黄色的落日，倾听着往复不断的潮声，度过了一段宁静而温馨的时间。	[1110401]	
11105					3		联合建设完成	联合建设完成	你根据铺设线路的时候记下的路线，抄一条小路追上了那道身影，他居然是那个曾经来敲诈你们的商会代表。原来，他自觉自己没有资格参加这个答谢宴，于是打算趁着大家都在庆祝的时候，偷偷把商会之前敲诈回来的“扶持基金”放回到各人的店里。他再次感谢了你们为这座海岛作出的一切改变，然后跟你告别离开了。	[1110501]	
11201					3		新帮手，登场！	新帮手，登场！	“冒险之旅怎么少得了七实呢，指挥官！七实也来帮忙啦！”七实突然出现在大家面前，还带上了她的机械朋友们，要在海岛分店大展身手。七实和她的机械朋友们都是非常能干的大力士，需要好好考虑一下给她们分配什么任务。	[1120101, 1120102]	
11202					3		新帮手，登场！	新帮手，登场！	你想到，如果有几个机械人在街头揽客，一定能成为很好的宣传话题，于是便拜托七实去进行街头宣传。“要把大家都聚集起来是吧，七实明白了！”七实对你比了个耶，踩着滑轮鞋滑走了。	[1120201]	
11203					3		新帮手，登场！	新帮手，登场！	考虑到机械人们的运输效率肯定比普通人高，你拜托了七实她们去搜集一些分店里用得到的材料。“去山上和海边收集材料是吧，七实明白了！”七实对你比了个耶，踩着滑轮鞋滑走了。	[1120301]	
11301					3	11301	超级宣传糕手	超级宣传糕手	七实的宣传策略十分奏效，没过几天，前来海岛分店光顾的客人就翻了好几番。但是令你意想不到的是，这些新增的客人居然都是机械体客人，它们总是被普通商店用“不便接待”为理由拒之门外，但七实却告诉它们这里很欢迎机械体的造访，让它们感觉自己找到了归宿。	[1130101, 1130102]	
11302					3		超级宣传糕手	超级宣传糕手	你和七实提出要不要单独再开辟一个分店供机械体客人们造访，但她觉得没有必要。七实认为，虽然你的出心是好的，但这么做反而会让机械体客人们有距离感，其实不必特地为它们而费心，按普通的方式接待它们就可以了。	[1130201]	
11303					3		超级宣传糕手	超级宣传糕手	店内的机械体客人越来越多，但是人类店员却无法很好地理解它们的需求，你找到了七实，希望她能给你支个招。她的回答也很爽快，既然如此，那就多招几个机械体店员好了，你想了想，这个方法确实可行。	[1130301]	
11401					3	11401	超级收集糕手	超级收集糕手	过了一段时间，店里有几个陌生的机械体找上门来。原来它们看到了七实和几个机械朋友在海岛上工作的样子，想着也许你们也能收留它们。这几个陌生的机械体自述，它们自从被人类遗弃之后，已经在海岸边流浪了很多年，如今只想找到一个可以落脚的归宿，因此它们愿意免费给店内帮忙，不收取任何工钱。	[1140101, 1140102]	
11402					3		超级收集糕手	超级收集糕手	多收留几个机械体，做点好事也不错，反正店里确实也需要人手帮忙。你答应了下来，于是那几个机械体便成为了分店的店员。	[1140201]	
11403					3		超级收集糕手	超级收集糕手	你表示拒绝，然后加上了一句，它们没必要觉得自己不应该拿工资，你会根据它们的实际工作表现支付报酬。没想到会听到如此温暖的话，机械体们已经破破烂烂的摄像眼下面流出了清澈的冷却液。	[1140301]	
