Id	FightEventId	Name	Description	Icon	Star	ConsumeCounts
20806	90902	伤害强化Ⅰ	队伍成员的所有伤害增加15%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22041.png	1	[70, 700]
20807	93309	生命增幅Ⅲ	队伍成员的生命上限增加7500	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	3	[80, 800]
20808	93378	暗伤强化Ⅰ	队伍成员的暗系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22022.png	1	[70, 700]
20809	93314	攻击锐化Ⅲ	队伍成员每次攻击额外附加300点物理伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32101.png	3	[80, 800]
20810	96104	伤害减免Ⅲ	队伍成员获得20%伤害减免	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12141.png	3	[80, 800]
20901	93309	生命增幅Ⅲ	队伍成员的生命上限增加7500	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	3	[80, 800]
20902	93315	攻击锐化Ⅳ	队伍成员每次攻击额外附加600点物理伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32101.png	4	[100, 1000]
20903	120302	超算缩减Ⅳ	队伍成员的超算冷却时间减少2秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13021.png	4	[100, 1000]
20904	93329	激光暴动Ⅹ	每隔10秒将呼叫卫星向目标发射超能光束，对目标范围造成6000点真实伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32141.png	10	[220, 2200]
20905	93370	冰伤强化Ⅱ	队伍成员的冰系伤害增加40%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21231.png	2	[70, 700]
20906	93380	暗伤强化Ⅱ	队伍成员的暗系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22022.png	2	[70, 700]
20907	93375	雷伤强化Ⅱ	队伍成员的雷系伤害增加20%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21222.png	2	[70, 700]
20908	93202	护盾辅助Ⅳ	进入战斗后每15秒获得生命值10%的护盾，护盾不可累加	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32021.png	4	[100, 1000]
20909	120216	闪避强化Ⅱ	队伍成员的闪避值恢复速度提升50%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	2	[70, 700]
20910	93348	信号强化Ⅲ	每隔10秒将恢复3个随机信号球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png	3	[80, 800]
21001	93311	生命增幅Ⅳ	队伍成员的生命上限增加10000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	4	[130, 1300]
21002	93202	护盾辅助Ⅳ	进入战斗后每15秒获得生命值10%的护盾，护盾不可累加	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32021.png	4	[130, 1300]
21003	96102	回复辅助Ⅴ	队伍成员每秒回复1.5%的生命值	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22001.png	5	[160, 1600]
21004	90903	QTE暴动Ⅴ	每次三消触发QTE时，会触发两个场下角色的QTE	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png	5	[160, 1600]
21005	93370	冰伤强化Ⅱ	队伍成员的冰系伤害增加40%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21231.png	2	[100, 1000]
21006	93360	物伤强化Ⅱ	队伍成员的物理伤害增加40%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21252.png	2	[100, 1000]
21007	93365	火伤强化Ⅱ	队伍成员的火系伤害增加40%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21212.png	2	[100, 1000]
21008	93344	天下无双Ⅹ	队伍成员的单消和二消将视为三消	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33303.png	10	[300, 3000]
21009	93348	信号强化Ⅲ	每隔10秒将恢复3个随机信号球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png	3	[110, 1100]
21010	120216	闪避强化Ⅱ	队伍成员的闪避值恢复速度提升50%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	2	[100, 1000]
21101	93390	治疗暴动Ⅴ	治疗溢出转化为200%的伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22080.png	5	[180, 1800]
21102	120302	超算缩减Ⅳ	队伍成员的超算冷却时间减少2秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13021.png	4	[150, 1500]
21103	90903	QTE暴动Ⅴ	每次三消触发QTE时，会触发两个场下角色的QTE	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png	5	[180, 1800]
21104	120107	QTE缩减Ⅰ	队伍成员的qte冷却时间减少3秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21161.png	1	[120, 1200]
21105	93348	信号强化Ⅲ	每隔10秒将恢复3个随机信号球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png	3	[140, 1400]
21106	93311	生命增幅Ⅳ	队伍成员的生命上限增加10000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	4	[150, 1500]
21107	81051	闪避增幅Ⅱ	队伍成员闪避上限增加1000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	2	[120, 1200]
21108	93314	攻击锐化Ⅲ	队伍成员每次攻击额外附加300点物理伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32101.png	3	[140, 1400]
21109	93202	护盾辅助Ⅳ	进入战斗后每15秒获得生命值10%的护盾，护盾不可累加	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32021.png	4	[150, 1500]
21110	90705	必杀缩减Ⅳ	队伍成员的能量每5秒额外增加10点	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13031.png	4	[150, 1500]
21111	96106	必杀狂热Ⅲ	队伍成员释放必杀技能后，获得10秒的霸体效果和额外伤害加成增加20%。	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21012.png	3	[140, 1400]
21201	90404	护盾暴动Ⅳ	队伍成员进入战斗后获得可抵消1次伤害的护盾，护盾每10秒恢复1次	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21023.png	4	[150, 1500]
21202	93344	天下无双Ⅹ	队伍成员的单消和二消将视为三消	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33303.png	10	[300, 3000]
21203	93370	冰伤强化Ⅱ	队伍成员的冰系伤害增加40%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21231.png	2	[120, 1200]
21204	93311	生命增幅Ⅳ	队伍成员的生命上限增加10000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	4	[150, 1500]
21205	90903	QTE暴动Ⅴ	每次三消触发QTE时，会同时触发两个场下角色的QTE	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png	5	[180, 1800]
21206	120216	闪避强化Ⅱ	队伍成员的闪避值恢复速度提升50%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	2	[120, 1200]
21207	93348	信号强化Ⅲ	每隔10秒将恢复3个随机信号球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png	3	[140, 1400]
21208	75016	连击暴动Ⅴ	连击每达到20下，立刻随机获得同色的三颗球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22070.png	5	[180, 1800]
21209	120302	超算缩减Ⅳ	队伍成员的超算冷却时间减少2秒	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13021.png	4	[150, 1500]
21210	96104	伤害减免Ⅲ	队伍成员获得20%伤害减免	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12141.png	3	[140, 1400]
21211	90705	必杀缩减Ⅳ	队伍成员的能量每5秒额外增加10点	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13031.png	4	[150, 1500]
21301	93344	天下无双Ⅹ	队伍成员的单消和二消将视为三消	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33303.png	10	[420, 4200]
21302	96105	唯我独尊Ⅹ	队伍成员连续消除同种信号球时，获得10%额外伤害加成，持续15秒，无叠加上限	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22060.png	10	[420, 4200]
21303	93348	信号强化Ⅲ	每隔10秒将恢复3个随机信号球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png	3	[160, 1600]
21304	93311	生命增幅Ⅳ	队伍成员的生命上限增加10000	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	4	[180, 1800]
21305	75016	连击暴动Ⅴ	连击每达到20下，立刻随机获得同色的三颗球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22070.png	5	[200, 2000]
21306	90903	QTE暴动Ⅴ	每次三消触发QTE时，会触发两个场下角色的QTE	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png	5	[200, 2000]
21307	96104	伤害减免Ⅲ	队伍成员获得20%伤害减免	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12141.png	3	[160, 1600]
21308	93323	闪避强化Ⅳ	队伍成员的闪避值恢复速度提升100%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	4	[140, 1400]
21309	93370	冰伤强化Ⅱ	队伍成员的冰系伤害增加40%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21231.png	2	[140, 1400]
21310	93380	暗伤强化Ⅱ	队伍成员的暗系伤害增加40%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22022.png	2	[140, 1400]
21311	93360	物伤强化Ⅱ	队伍成员的物理伤害增加40%	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21252.png	2	[140, 1400]
21312	90705	必杀缩减Ⅳ	队伍成员的能量每5秒额外增加10点	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13031.png	4	[180, 1800]
