Id	MoldId	FightType	ClearCost	RewardDropId	EventId	AfterEventId	PunishEffectGroup	Name	PanelName	Icon	BlockIcon	HeadIcon	Desc	NextFightId	NextFightCondition
14018	1414	2		11018				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	完成区域目标分数		
15001	501	1		11014				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭危险目标		
15002	503	1		11014				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭大量危险目标		
15003	504	1		11014				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	完成区域目标分数		
15004	511	1		11014				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭危险目标		
15005	513	1		11014				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭大量危险目标		
15006	514	1		11014				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	完成区域目标分数		
15007	521	1		11014				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭危险目标		
15008	523	1		11014				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭大量危险目标		
15009	524	1		11014				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	完成区域目标分数		
15011	1501	2		11019				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	消灭危险目标		
15012	1502	2		11019				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	存活一定时间		
15013	1503	2		11019				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	消灭大量危险目标		
15014	1504	2		11019				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	完成区域目标分数		
15015	1511	2		11019				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	消灭危险目标		
15016	1512	2		11019				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	存活一定时间		
15017	1513	2		11019				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	消灭大量危险目标		
15018	1514	2		11019				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	完成区域目标分数		
16001	601	1		11015				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭危险目标		
16002	603	1		11015				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭大量危险目标		
16003	604	1		11015				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	完成区域目标分数		
16004	611	1		11015				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭危险目标		
16005	613	1		11015				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭大量危险目标		
16006	614	1		11015				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	完成区域目标分数		
16007	621	1		11015				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭危险目标		
16008	623	1		11015				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭大量危险目标		
16009	624	1		11015				低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	完成区域目标分数		
16011	1601	2		11020				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	消灭危险目标		
16012	1602	2		11020				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	存活一定时间		
16013	1603	2		11020				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	消灭大量危险目标		
16014	1604	2		11020				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	完成区域目标分数		
16015	1611	2		11020				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	消灭危险目标		
16016	1612	2		11020				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	存活一定时间		
16017	1613	2		11020				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	消灭大量危险目标		
16018	1614	2		11020				高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	完成区域目标分数		
16019	1613	2						高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	17	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	当前回合每1点剩余行动点将在下回合转化为100银币。<color=#DC143C>银币不足时，尝试保留行动点至下一天吧。</color>		
16020	1613	2						高危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	17	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	受山谷环境的影响，只能使用岗哨塔击败目标。\n<color=#DC143C>建造其他建筑可能导致无法清理危险区域，谨慎地选择行动吧。</color>		
31001	504	4				31220		黑色高塔		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	黑雾笼罩的高塔，可能与戒指有关		
21001	50701	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
21002	50701	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
21003	50701	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
21004	50701	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
21005	50701	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
21006	50701	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
21007	50701	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
21008	50701	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
21009	50701	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
22001	50702	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
22002	50702	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
22003	50702	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
22004	50702	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
22005	50702	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
22006	50702	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
22007	50702	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
22008	50702	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
22009	50702	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
23001	50703	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
23002	50703	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
23003	50703	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
23004	50703	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
23005	50703	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
23006	50703	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
23007	50703	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
23008	50703	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
23009	50703	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
24001	50704	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
24002	50704	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
24003	50704	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
24004	50704	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
24005	50704	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
24006	50704	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
24007	50704	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
24008	50704	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
24009	50704	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
25001	50705	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
25002	50705	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
25003	50705	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
25004	50705	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
25005	50705	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
25006	50705	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
25007	50705	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
25008	50705	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
25009	50705	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
26001	50706	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
26002	50706	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
26003	50706	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
26004	50706	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
26005	50706	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
26006	50706	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
26007	50706	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
26008	50706	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
26009	50706	1		11002				库洛洛		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	看起来是杂鱼，但实力可是“超强”的！		
42002	203	1						战马瑞恩		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	消灭大量危险目标		
41001	101	1						低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭危险目标		
41002	103	1						低危区		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	消灭大量危险目标		
41003	50601	1						忠诚守卫		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	11	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon12.png	忠诚守卫事件战斗		
51001	51001	4						寒境曙光-塔防		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	寒境曙光-塔防		
51002	51002	4						寒境曙光-飞行		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	寒境曙光-飞行		
51003	51003	4						寒境曙光-雪球		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	寒境曙光-雪球		
51004	51004	4						寒境曙光-捕捉		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	寒境曙光-捕捉		
51005	51005	4						寒境曙光-冲锋		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	2	Assets/Product/Texture/Image/UiTheatre4/UiTheatre4GridEventIcon01.png	寒境曙光-冲锋		
