Id	Type	NextEvent	NextEventGroup	OptionGroupId	FightId	RewardId	EffectGroupId	RoleIcon	RoleName	RoleContent	RoleEffect	ConfirmContent	IsEnd	IsForcePlay	BgAsset	StoryId	Name	Icon	BlockIcon	Title	TitleContent	Desc	UnOpenDesc
30180	1	30181										穿过			Assets/Product/Texture/Image/BgStory/BgStory576.jpg		捉迷藏	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	捉迷藏		在探索回程的路上，巡逻队走进了一个已经经过很多次的旧时代城楼废墟。这个废墟刚好位于巡逻路线的必经之路上，众人已经对它相当熟悉。	她曾在此处。
30181	1	30182						Assets/Product/Texture/Image/RoleStory/TatianaNormal016.png	塔季扬娜	真是奇怪啊……这堵墙，怎么感觉好像换了个位置？		查看司州			Assets/Product/Texture/Image/BgStory/BgStory576.jpg		捉迷藏	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	捉迷藏		但奇怪的是，这次全部人却都在里面迷失了方向，无论怎么走，都走不出这座高墙和塔楼构筑而成的迷宫。	她曾在此处。
30182	1	30183					1401	Assets/Product/Texture/Image/RoleStory/TatianaNormal011.png	塔季扬娜	等，等等，啊————		传送执行			Assets/Product/Texture/Image/BgStory/BgStory576.jpg		捉迷藏	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	捉迷藏		塔季扬娜伸手推了一下那堵覆满雪霜的墙，那堵墙居然像有生命一般，在手掌抚上的那一刻紧紧攀上了她的手心，牵引着她整个人往前倒去。	她曾在此处。
30183	1							Assets/Product/Texture/Image/RoleStory/TatianaNormal014.png	塔季扬娜	好像被那堵墙带到了一个奇怪的地方……既然已经和大队失去联系，也只能继续四处搜索着看看了。		四处看看			Assets/Product/Texture/Image/BgStory/BgStory575.jpg		捉迷藏	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	捉迷藏		原本熟悉的雪地和冰原消失无踪，取而代之的是一片荒芜的废墟。	她曾在此处。
30200	1	30201						Assets/Product/Texture/Image/RoleStory/V2140girlNormal04.png	？？？	“谢谢你找到我，里面的东西就全部交给你了。再见啦，我也要继续去找爸爸妈妈咯。”		试着回话			Assets/Product/Texture/Image/BgStory/BgStory575.jpg		捉迷藏	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	捉迷藏		在打开高墙深处的箱子后，萦绕于废墟内的雾气渐渐散去，一个稚气的声音从墙内的空间传出，如银铃般清脆悦耳。	她曾在此处。
30201	1	30203										接过玩偶			Assets/Product/Texture/Image/BgStory/BgStory575.jpg		捉迷藏	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	捉迷藏		浓雾尽数消散，塔季扬娜试着向这道声音搭话，但是没有再传来回复。\n\n当和边境公社成员们集合的时候，他们回报，在这座废墟里面发现了一个干净的玩偶，在一片残破之中唯有这个人偶和周边格格不入。	她曾在此处。
30203	3					[12051]						离开			Assets/Product/Texture/Image/BgStory/BgStory575.jpg		捉迷藏	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	捉迷藏		接过这个玩偶，翻转过来，只见它的后背上绣着一串稚嫩的字迹：“爸爸妈妈，我永远爱你们，阿琳娜。”	她曾在此处。
30221	1	30222										查看四周			Assets/Product/Texture/Image/BgStory/BgStory778.jpg		废弃设施	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	废弃设施		众人发现了一个废弃的军武库，里面堆满了无数曾经象征着力量和征服的武器，但是如今它们已经生满铁锈，无人问津。	一处旧时代的残迹。
30222	2			30222								决定			Assets/Product/Texture/Image/BgStory/BgStory778.jpg		废弃设施	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	废弃设施		经过一番仔细清查，发现这座军武库不知为何设置了两扇保险门，保险门之间用巧妙的机关勾连，只能通过炸弹炸开其中一扇，炸弹启动后另一扇就会被落石堵死。	一处旧时代的残迹。
30230	1							Assets/Product/Texture/Image/RoleStory/DimianfangweinvNormal01.png	公社成员	报告，前面发现了一个新通道。		前往查看			Assets/Product/Texture/Image/BgStory/BgStory568.jpg		废弃设施	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	废弃设施		众人炸开了左边的门，破损的门后露出了一个黑漆漆的圆洞，内里似乎另有一番天地。	一处旧时代的残迹。
30240	3					[12043, 12044, 12045]						离开			Assets/Product/Texture/Image/BgStory/BgStory778.jpg		废弃设施	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	废弃设施		众人炸开了右边的门，破损的门后依然是另一堵墙。搜索了一番，没有再发现什么可用的线索，于是带着军武库里残余的物资返回了。	一处旧时代的残迹。
30250	2			30250								决定			Assets/Product/Texture/Image/BgStory/BgStory924.jpg		忠诚守卫	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	忠诚守卫		在幽深的洞穴里面探索了一段不短的距离，手电筒照射到的铁门上赫然出现了一串字迹凌乱的大字，是某人在匆忙间用油漆刷上去的。\n\n“快回头！否则小命不保！”	“我铭记，我遵守。”
30260	3					[14026]						离开			Assets/Product/Texture/Image/BgStory/BgStory778.jpg		忠诚守卫	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	忠诚守卫		这个警告看上去实在不祥，大家认为没有必要再冒险，于是带着军武库里残余的物资返回了。	“我铭记，我遵守。”
30271	1	30272						Assets/Product/Texture/Image/RoleStory/V200ghNormal02.png	机械守卫	发现……入侵者……开始……排除……		迎战守卫			Assets/Product/Texture/Image/BgStory/BgStory869.jpg		忠诚守卫	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	忠诚守卫		踏入黑暗之后，一开始众人都以为门后似乎一无所有，但渐渐，一股奇异的震动不断从前方传来，让人几乎不能维持站立。\n\n沉重的老旧机械守卫从幽暗的角落中闻声苏醒，操纵着屠戮的武器向它侦查到的“入侵者们”走来。	“我铭记，我遵守。”
30272	4	30280			41003							迎战守卫			Assets/Product/Texture/Image/BgStory/BgStory869.jpg		忠诚守卫	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	忠诚守卫		踏入黑暗之后，一开始众人都以为门后似乎一无所有，但渐渐，一股奇异的震动不断从前方传来，让人几乎不能维持站立。\n\n沉重的老旧机械守卫从幽暗的角落中闻声苏醒，操纵着屠戮的武器向它侦查到的“入侵者们”走来。	“我铭记，我遵守。”
30280	1	30290						Assets/Product/Texture/Image/RoleStory/V200ghNormal02.png	机械守卫	……		搜查附近		1	Assets/Product/Texture/Image/BgStory/BgStory869.jpg		忠诚守卫	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	忠诚守卫		“请你们……不要……带走……这里的武器……”\n“这片土地……已经……再也经不起战争了……”\n机械守卫的遗言还没有说完，便因为能源衰竭，彻底停止了运作。	“我铭记，我遵守。”
30290	1	30291						Assets/Product/Texture/Image/RoleStory/TatianaNormal014.png	塔季扬娜	这座军武库的管理者，还真是性格扭曲啊。		继续			Assets/Product/Texture/Image/BgStory/BgStory869.jpg		忠诚守卫	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	忠诚守卫		一番搜索后，众人发现机械守卫的外壳上，刻着某个早因为内战而消亡的北境小国印记。\n\n“因为不想引发下一场战争，所以就要杀死所有进入这里的人吗……”	“我铭记，我遵守。”
30291	3					[14025]		Assets/Product/Texture/Image/RoleStory/TatianaNormal012.png	塔季扬娜	……		离开			Assets/Product/Texture/Image/BgStory/BgStory869.jpg		忠诚守卫	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	忠诚守卫		“放心，我会向你证明，我们不会滥用这些力量，而是会将它变成保护我们的壁垒。”\n但是这句简短的感想，恐怕是再也无法传递给这位机械守卫的主人了。	“我铭记，我遵守。”
30300	1	30301										劝阻			Assets/Product/Texture/Image/BgStory/Bgstory95.png		奔赴战场	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	奔赴战场		有人汇报营地附近的雪林里面出现了一只凶猛的“雪怪”，虽然根据调查显示，它就是一只普通的棕熊身上沾了些雪，但是狩猎之魂被激发出来的极地人们都已经热血沸腾了，纷纷要求报名去单独迎战那只“雪怪”。	没有时间为……的离去……
30301	2			30301				Assets/Product/Texture/Image/RoleStory/TatianaNormal014.png	塔季扬娜	你们这是自讨苦吃。		决定			Assets/Product/Texture/Image/BgStory/BgStory732.jpg		奔赴战场	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	奔赴战场		在几番劝阻都无效之后，塔季扬娜只得勉为其难同意他们可以轮流单独去挑战这只棕熊。一时之间，公社内部沸腾着热血的气氛，每个人都想第一个成为打败“雪怪”的勇士。	没有时间为……的离去……
30310	3					[14021]		Assets/Product/Texture/Image/RoleStory/ShihuangzhenanNormal01.png	罗布	根本不是对手。		离开			Assets/Product/Texture/Image/BgStory/BgStory731.jpg		奔赴战场	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	奔赴战场		几天之后，罗布带着少量物资垂头丧气地回来了，他表示那只棕熊太强了，自己完全不是它的对手。	没有时间为……的离去……
30311	3					[14022]		Assets/Product/Texture/Image/RoleStory/JiaoguanNormal02.png	亚历克谢	下次，我还想再战一次！		离开			Assets/Product/Texture/Image/BgStory/BgStory731.jpg		奔赴战场	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	奔赴战场		几天之后，亚历克谢回来了，他表示那只棕熊太强了，自己不是它的对手，但是经过这场战斗，他的作战经验也获得了不小的提升。	没有时间为……的离去……
30320	2			30320					公会成员	这次会赢的！！！		决定			Assets/Product/Texture/Image/BgStory/BgStory733.jpg		奔赴战场Ⅱ	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	奔赴战场Ⅱ		过了一段时间之后，公社内部又开始有人提起那只徘徊在雪林里的“雪怪”。他们又再次慷概激昂地纷纷表示，自己要接替落败的同伴去奔赴战场。	没有时间为……的离去……
30330	1							Assets/Product/Texture/Image/RoleStory/V230slsNormal02.png	乔治	让我去吧，我要和它战斗，我已经受够在这里的繁文缛节了！		离开			Assets/Product/Texture/Image/BgStory/BgStory733.jpg		奔赴战场Ⅱ	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	奔赴战场Ⅱ		塔季扬娜表示这场闹剧是时候中止了，派出再多的人去让这只棕熊修理也毫无意义。众人虽然心有不甘，但是不得不接受了自己斗不过这只怪物的结果。	没有时间为……的离去……
30340	3					[14023]		Assets/Product/Texture/Image/RoleStory/V230slsNormal02.png	乔治	太强了，根本赢不了……		离开			Assets/Product/Texture/Image/BgStory/Bgstory95.png		奔赴战场Ⅱ	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	奔赴战场Ⅱ		公社派出了水管工乔治前去迎战雪怪，但不消几天，他也丧志而归。乔治表示：“对不起，它实在是太强了，很遗憾我没能让它尽兴。”	没有时间为……的离去……
30370	1	30371						Assets/Product/Texture/Image/RoleStory/TatianaNormal013.png	塔季扬娜	应该会赢吧？		继续			Assets/Product/Texture/Image/BgStory/BgStory812.jpg		奔赴战场Ⅲ	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	奔赴战场Ⅲ		公社内部对雪怪传闻的执着实在是太不同寻常了，塔季扬娜表示已经对此忍无可忍，接下来这次决战无论结果如何，她都会亲自出手帮忙捕猎这只棕熊。	没有时间为……的离去……
30371	1	30372						Assets/Product/Texture/Image/RoleStory/V280npcNormal04.png	阿图尔	终于轮到我打雪怪了吗，我要上了！		参加决战			Assets/Product/Texture/Image/BgStory/Bgstory105.png		奔赴战场Ⅲ	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	奔赴战场Ⅲ		在大决战开始的那天，公社去了一半的人，全部都围在了雪林旁边，目睹着最后一个挑战雪怪的人——阿图尔——会得到怎样的结果。	没有时间为……的离去……
30372	1	30381						Assets/Product/Texture/Image/RoleStory/IceArchernomal.png	塔季扬娜	啧，所以我才一直强调事情闹大了会很麻烦啊……！		准备战斗			Assets/Product/Texture/Image/BgStory/Bgstory105.png		奔赴战场Ⅲ	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	奔赴战场Ⅲ		然后，在大决战刚刚要开始的时候，天公不作美，雪林中突然冒出了一群随声而来的感染体，将前来围观决战的社员们团团围住了。	没有时间为……的离去……
30381	4	30390			505							进战斗			Assets/Product/Texture/Image/BgStory/Bgstory105.png		奔赴战场Ⅲ	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	奔赴战场Ⅲ			没有时间为……的离去……
30390	1	30392							公会成员	虽然但是，我们还是赢了！！！		查看棕熊		1	Assets/Product/Texture/Image/BgStory/Bgstory105.png		奔赴战场Ⅲ	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	奔赴战场Ⅲ		一场混战结束后，众人在收拾残骸的时候发现，那只曾经让无数人记挂的棕熊，已经在不知道什么时候就被解决了。	没有时间为……的离去……
30392	2			30392				Assets/Product/Texture/Image/RoleStory/TatianaNormal013.png	塔季扬娜	所以我不是早说了，这事儿根本就没那么复杂，多派几个人出去早就解决了！		决定			Assets/Product/Texture/Image/BgStory/Bgstory105.png		奔赴战场Ⅲ	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	奔赴战场Ⅲ		阿图尔：“怎么会是……这样的结局，岂不是会显得我的执念很可笑吗？”	没有时间为……的离去……
30400	3					[14024]		Assets/Product/Texture/Image/RoleStory/TatianaNormal016.png	塔季扬娜	……随便你们吧，怎样都好，拜托你们别来第二次就行……		休息			Assets/Product/Texture/Image/BgStory/BgStory731.jpg		奔赴战场Ⅲ	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	奔赴战场Ⅲ		但是众人还是执着地选择平分了那只棕熊的牙齿和皮毛，因为最后大家决定，将铲除这只雪怪算作全部人的功勋。	没有时间为……的离去……
30410	1	30411										大扫除！			Assets/Product/Texture/Image/BgStory/BgStory544.jpg		大扫除	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	大扫除		今日的天气十分晴朗，众人决定不出行，留在营地内对各座临时建筑进行一次彻底的扫除。	公社是我家。
30411	2			30411				Assets/Product/Texture/Image/RoleStory/TatianaNormal012.png	塔季扬娜	没办法了，那么多临时建筑也不好全留着，趁这个机会拆掉一些规划不当的拦路虎们吧。		执行			Assets/Product/Texture/Image/BgStory/BgStory544.jpg		大扫除	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	大扫除		营地内的建筑风格和建材都各不相同，一部分由船上卸下的材料搭成，但更多的是就地取材，也导致在清扫的时候非常棘手。	公社是我家。
30412	3					[12055]		Assets/Product/Texture/Image/RoleStory/TatianaNormal018.png	塔季扬娜	前方的区域，以后再来清理吧。		离开			Assets/Product/Texture/Image/BgStory/BgStory544.jpg		大扫除	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	大扫除		清扫花费了很多时间，但是因为营地周边堆积的废弃建材太多，从外围开始清扫并没有太大成效。	公社是我家。
30413	1	30414										清点物资			Assets/Product/Texture/Image/BgStory/BgStory544.jpg		大扫除	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	大扫除		从营地中心开始清理堵塞道路的废弃建材，很快就清出了一条可供一辆马车通过的小路。\n\n甚至还发现了不少堆积在营地角落里的可用物资。	公社是我家。
30414	1						1405	Assets/Product/Texture/Image/RoleStory/TatianaNormal013.png	塔季扬娜	马铃薯，番茄罐头，木柴……喂，怎么有人把坏掉的锄头扔这里了，这儿又不是垃圾桶！		离开			Assets/Product/Texture/Image/BgStory/BgStory544.jpg		大扫除	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	大扫除		这条道路虽然很快恢复了干净整洁，但看来以后还是要时不时来检查一下营地附近，防止随地大小扔的案件重现。	公社是我家。
30420	1	30421										查看			Assets/Product/Texture/Image/BgStory/BgStory568.jpg		朋友	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	朋友		跋涉在雪原之上的巡逻队发现了一个陌生的求助信号，众人赶到信号发出的地点，发现被困在雪洞中的居然是一个陌生的基亚兰塔人。	“再会了！在下次再见吧！”
30421	1	30422						Assets/Product/Texture/Image/RoleStory/QishiqianzhuanNpc02.png	基亚兰塔人	拜托了……我愿意在之后的一生付出一切代价偿还你们，救救我吧！		继续			Assets/Product/Texture/Image/BgStory/BgStory568.jpg		朋友	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	朋友		在认出来者是公社成员的瞬间，他也露出了无法自抑的惊讶神情，其中也掺杂着一些惭愧，他并没有忘记基亚兰塔过去对边境公社所做的事。	“再会了！在下次再见吧！”
30422	2			30422								决定			Assets/Product/Texture/Image/BgStory/BgStory568.jpg		朋友	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	朋友		巡逻队的成员们神情各异，更多人的表情是麻木。\n\n因为那个基亚兰塔人腿上的伤口正在发出溃烂的臭味。即使勉强带着他回去，也恐怕活不了多久。	“再会了！在下次再见吧！”
30423	1	30424						Assets/Product/Texture/Image/RoleStory/TatianaNormal014.png	塔季扬娜	抱歉，我们没办法再多照顾一个人了，不然我们也会有危险。这里是一些食物和燃料，希望你能撑到下一队救援队到来……		继续			Assets/Product/Texture/Image/BgStory/BgStory568.jpg		朋友	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	朋友		男人眼睛里刚刚燃起的光芒瞬间又静静地熄灭了下去，但是他没有提出更多的哀求，而是沉默地接受了这份馈赠。	“再会了！在下次再见吧！”
30424	1							Assets/Product/Texture/Image/RoleStory/QishiqianzhuanNpc02.png	基亚兰塔人	谢谢你们，你们还愿意给我提供帮助，我已经很感激了。		离开			Assets/Product/Texture/Image/BgStory/BgStory568.jpg		朋友	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	朋友		男人眼睛里刚刚燃起的光芒瞬间又静静地熄灭了下去，但是他没有提出更多的哀求，而是沉默地接受了这份馈赠。	“再会了！在下次再见吧！”
30425	1							Assets/Product/Texture/Image/RoleStory/TatianaNormal014.png	塔季扬娜	抱歉，我们没办法再多照顾一个人了，不然我们也会有危险。这里是一些食物和燃料，希望你能撑到下一队救援队到来……		离开			Assets/Product/Texture/Image/BgStory/BgStory568.jpg		朋友	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	朋友		没有人主动接腔，因为众人都目睹着男人的动作越来越缓慢。说完上面那句话没多久之后，他就彻底倒在雪洞里面一动不动了。\n\n“要是我们早来点就好了，可能还能救下他。”离开雪洞的时候，有人这样低声自言自语了一句，然后顺手关闭了那个男人放在地上的信号发射装置。	“再会了！在下次再见吧！”
30426	1	30427						Assets/Product/Texture/Image/RoleStory/TatianaNormal014.png	塔季扬娜	这个雪洞太深了，我们身上携带的装备不足，现在没办法拉你出来。		询问			Assets/Product/Texture/Image/BgStory/BgStory568.jpg		朋友	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	朋友		众人走近了一些，衡量了一下雪洞的大小。	“再会了！在下次再见吧！”
30427	1	30428						Assets/Product/Texture/Image/RoleStory/QishiqianzhuanNpc02.png	基亚兰塔人	我，我带了一个装置，叫“晚钟Ⅹ型”，肯定是在我摔下去的时候落在雪洞附近了。它身上有用以固定攀爬绳索的模块，求你们了，只要找到它我就能出来。		答应			Assets/Product/Texture/Image/BgStory/BgStory568.jpg		朋友	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	朋友		众人走近了一些，衡量了一下雪洞的大小。	“再会了！在下次再见吧！”
30428	1	30429						Assets/Product/Texture/Image/RoleStory/TatianaNormal019.png	塔季扬娜	好，我先去试试找一下那个装置。		出发寻找	1		Assets/Product/Texture/Image/BgStory/BgStory568.jpg		朋友	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	朋友		留下一个社员照顾这个男人之后，塔季扬娜顺着积雪崩塌的痕迹开始搜索他嘴里提到的那个装置。	“再会了！在下次再见吧！”
30429	2			30429				Assets/Product/Texture/Image/RoleStory/TatianaNormal019.png	塔季扬娜	好，我先去试试找一下那个装置。		决定			Assets/Product/Texture/Image/BgStory/BgStory568.jpg		朋友	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	朋友		留下一个社员照顾这个男人之后，塔季扬娜顺着积雪崩塌的痕迹开始搜索他嘴里提到的那个装置。	“再会了！在下次再见吧！”
30430	1	30431						Assets/Product/Texture/Image/RoleStory/TatianaNormal014.png	塔季扬娜	带他回去吧，等他恢复好之后，再通知基亚兰塔港那边的人来接他。		继续			Assets/Product/Texture/Image/BgStory/BgStory568.jpg		朋友	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	朋友		在“晚钟Ⅹ”型装置的辅助下，这个虚弱的男人从雪洞里被拉了出来。	“再会了！在下次再见吧！”
30431	1	30432						Assets/Product/Texture/Image/RoleStory/QishiqianzhuanNpc02.png	基亚兰塔人	……谢谢你们！这份恩情我一定会详细报告执政官，让他好好地答谢你们的。		继续			Assets/Product/Texture/Image/BgStory/BgStory568.jpg		朋友	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	朋友		在“晚钟Ⅹ”型装置的辅助下，这个虚弱的男人从雪洞里被拉了出来。	“再会了！在下次再见吧！”
30432	1	30433						Assets/Product/Texture/Image/RoleStory/XiaojiqirenNormal01.png	晚钟Ⅹ型	谢谢你们！陌生人！		继续			Assets/Product/Texture/Image/BgStory/BgStory568.jpg		朋友	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	朋友		在“晚钟Ⅹ”型装置的辅助下，这个虚弱的男人从雪洞里被拉了出来。	“再会了！在下次再见吧！”
30433	3					[12050]	1406	Assets/Product/Texture/Image/RoleStory/TatianaNormal013.png	塔季扬娜	这就不必了，我并不是看在你是基亚兰塔人的份上才救你的，你也不用对我们作出什么补偿，这也是我们跟你们的区别。		离开			Assets/Product/Texture/Image/BgStory/BgStory568.jpg		朋友	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	朋友		塔季扬娜别过了头，紧抿着下唇，语气冰冷而坚定。	“再会了！在下次再见吧！”
30434	1	30435										按下电源键			Assets/Product/Texture/Image/BgStory/BgStory573.jpg		晚钟	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	晚钟		顺着积雪崩塌的痕迹往下找寻，几十步的距离之外，就发现了摔在雪地上的一个合金装置。\n\n这个名为“晚钟Ⅹ型”的装置看上去和平常使用的机械大相径庭，外观上比起说是一个工具，更像是某种仿生动物。	“再会了！在下次再见吧！”
30435	1	30436						Assets/Product/Texture/Image/RoleStory/XiaojiqirenNormal01.png	晚钟Ⅹ型	你好，陌生的人类们，我有什么可以帮忙的？		询问			Assets/Product/Texture/Image/BgStory/BgStory573.jpg		晚钟	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	晚钟		按下电源键之后，它还是顺利启动了。	“再会了！在下次再见吧！”
30436	1	30437						Assets/Product/Texture/Image/RoleStory/TatianaNormal014.png	塔季扬娜	咳，你的主人……被困在雪洞里了，能跟随我一起去解救他吗？		继续			Assets/Product/Texture/Image/BgStory/BgStory573.jpg		晚钟	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	晚钟		按下电源键之后，它还是顺利启动了。	“再会了！在下次再见吧！”
30437	1	30438						Assets/Product/Texture/Image/RoleStory/XiaojiqirenNormal01.png	晚钟Ⅹ型	当然！我乐意至极。不过我没有贮存可供在这里导航的路线，因为我是在基亚兰塔港被制造的，你可以拉着我行动吗？		同意			Assets/Product/Texture/Image/BgStory/BgStory573.jpg		晚钟	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	晚钟		晚钟Ⅹ型释放出一截牵引绳。	“再会了！在下次再见吧！”
30438	3					[12037, 12038, 12039]		Assets/Product/Texture/Image/RoleStory/TatianaNormal015.png	塔季扬娜	…………这种感觉，怎么有点像牵着雪地犬。		前往营救			Assets/Product/Texture/Image/BgStory/BgStory573.jpg		晚钟	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	晚钟		晚钟Ⅹ型释放出一截牵引绳。	“再会了！在下次再见吧！”
30445	2			30445								前往作战			Assets/Product/Texture/Image/BgStory/Bgstory3.jpg		机械蠕虫	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	机械蠕虫		巡逻队在路过一个旧时代岗哨堡垒的时候，不慎触发了警报，一只黄金时代制造的巨大机械蠕虫从冰封地底之下钻出，紧紧追着他们不放。	“再会了！在下次再见吧！”
30446	4	30447			501							进入战斗			Assets/Product/Texture/Image/BgStory/Bgstory3.jpg		机械蠕虫	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	机械蠕虫		对战“机械蠕虫”！	“再会了！在下次再见吧！”
30447	1	30448										检查痕迹		1	Assets/Product/Texture/Image/BgStory/Bgstory3.jpg		机械蠕虫	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	机械蠕虫		一场苦斗之后，众人勉强解决了这只机械蠕虫。\n\n有通晓机械原理之人对它的内存进行了检查，发现不久之前曾有人对这只机械蠕虫发出过停止运作的指令，但是由于执行系统损毁，这个指令并没有得到运行。	“再会了！在下次再见吧！”
30448	3					[12216]						离开			Assets/Product/Texture/Image/BgStory/Bgstory3.jpg		机械蠕虫	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	机械蠕虫		从运行记录判断，应该是曾有人因为担心这匹旧时代机械会不慎伤人，才特意作出了这番举动。但如今看来，他的努力是徒劳了。	“再会了！在下次再见吧！”
30449	1	30450						Assets/Product/Texture/Image/RoleStory/QishiqianzhuanNpc02.png	基亚兰塔人	启动我带来的装置，快！		启动晚钟Ⅹ			Assets/Product/Texture/Image/BgStory/Bgstory3.jpg		机械蠕虫	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	机械蠕虫		激烈的交战中，一个似曾相识的男人驾驶着载具从远处赶来，急刹扬起的漫天风雪暂时遮住了机械蠕虫的视线，为巡逻队一行争取到了宝贵的时间。	“再会了！在下次再见吧！”
30450	4	30451			501							进入战斗			Assets/Product/Texture/Image/BgStory/Bgstory3.jpg		机械蠕虫	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	机械蠕虫		对战“机械蠕虫”！	“再会了！在下次再见吧！”
30451	1	30452						Assets/Product/Texture/Image/RoleStory/QishiqianzhuanNpc02.png	塔格	之前没来得及介绍，我是基亚兰塔港的机械工程师塔格，是为了永久关闭这个堡垒的警报才来这边的，谢谢你们上次在路上的搭救。		表达谢意		1	Assets/Product/Texture/Image/BgStory/Bgstory3.jpg		机械蠕虫	Assets/Product/Texture/Atlas/UiBabelTower/UiBabelTowerIconDetails.png	7	机械蠕虫		一场苦斗之后，众人勉强和“晚钟Ⅹ型”一起解决了这只机械蠕虫。	“再会了！在下次再见吧！”
