Id	BornMagic	SubSkillId	Ability	Icon	Name	Description	DesLinkCharacterSkillId	Account
2434001	[512286]				绛緅覆潮	攻击力增加5%。		
2435001	[512283]				构筑崩析	空属性伤害提高10%。		新手过渡
2436001	[512279]				形态抹消	攻击力提高10%。三消或残月值达到上限释放碎月后，下次任意消判定为3消。残月值的获取效率提升50%。		攻击强化
2444001	[512297]				重力激荡	攻击力增加5%。		
2445001	[512298]				逾越禁阻	火属性伤害提高10%。		新手过渡
2446001	[512299]				矗立辉壁	攻击力提高10%。钢焰冲击的基础伤害提高60%。耗尽红色信号球时，释放钢焰冲击和精准格挡会立刻恢复1个红色信号球。赤焱燎原所附加的易燃积蓄值提升40%。		攻击强化
2454001	[522076]				六幺令	攻击力增加5%。		
2455001	[522077]				霓裳引	物理伤害提高10%。		新手过渡
2456001	[522075]				南柯一阙	攻击力提高10%。由含英·檀心施加的透甲之击效果增加20%。连续释放瑶碧华琚的伤害提升叠加上限增至3次。触发凤尾龙香时额外获得50藏锋值。		攻击强化
2464001	[512305]				归定尘埃	攻击力增加5%。		
2465001	[512304]				荷鲁斯之眼	冰属性伤害提高10%。		新手过渡
2466001	[512303]				微梦淞弥	攻击力提高10%。驰风瞬击、弹雨曳霜及骤雪凌空基础伤害翻倍。		攻击强化
2474001	[512309]				裂梏解限	攻击力增加5%。		
2475001	[512308]				黯渊幽魄	火属性伤害提高10%。		新手过渡
2476001	[512306]				煌誓永焰	攻击力提高10%。释放必杀-协行锐斩后回复3颗信号球。进入焰雷形态时，触发未冷却的超算空间。		攻击强化
2484001	[512315]				奋迅闪华	攻击力增加5%。		
2485001	[512316]				霹雳濯秽	雷属性伤害提高10%。		新手过渡
2486001	[512317]				霆霓归湮	攻击力提高10%。在虚境和御境状态，释放夜途冲-止会获得30点心流。在悟境状态下，镜御雷流-夜途冲和镜御雷流-镜返基础伤害提升50%		攻击强化
2494001	[512322]				夜游	攻击力增加5%。		
2495001	[512321]				光佑前路	雷属性伤害提高10%。		新手过渡
2496001	[512319]				升华全能斩	攻击力提高10%。超量值提升坠星崩殛基础伤害效果翻倍。炽化分离基础伤害翻倍。		攻击强化
2504001	[512332]				寂境存无	攻击力增加5%。		
2505001	[512334]				祈冀往归	空属性伤害提高10%。		新手过渡
2506001	[512336]				万即为一	攻击力提高10%。释放必杀-初源真姿后立即获得3颗信号球，每次入场最多获得6颗。观测纪行触发的元素减抗/增伤效果提升10%。		攻击强化
2514001	[512338]				蔽血	攻击力增加5%。		
2515001	[512341]				明昼之影	暗属性伤害提高10%。		新手过渡
2516001	[512344]				终末与新篇	攻击力提高10%。释放揭幕于梦深时，若牌阶不低于B阶，获得12点必杀能量。		攻击强化
2524001	[512242]				璃梦流痕	攻击力增加5%。		
2525001	[512241]				朝洄暮曲	物理伤害提高10%。		新手过渡
2526001	[512353]				永续和鸣	攻击力提高10%。音刃延鸣获得音符的基础伤害加成后，下一次流韵穿刺也将获得同等的基础伤害加成。释放必杀-序雨倾幕后，获得3个信号球，每次入场最多获得6个。		攻击强化
2534001	[512372]				集星	攻击力增加5%		
2535001	[512370]				涣形蚀骸	暗属性伤害提升10%		
2536001	[512366]				彼岸循生	攻击力提高10%，每消耗3颗集束球时返还1颗，映射锁链和迸流助燃的额外伤害加成提高20%		
2544001	[512374]				堕辰	攻击力增加5%。		
2545001	[512375]				焚空	火属性伤害提高10%。		新手过渡
2546001	[512376]				不熄炽焰	攻击力提高10%。炙锋灼空基础伤害翻倍。		攻击强化
2555001	[512361]				破裂次元	攻击力增加5%，暴击伤害增加10%。		新手过渡
2556001	[512364]				斩离光暗之剑	暴击伤害增加30%。释放Sin Devil Trigger 时，触发未冷却的超算空间。斩意获取效率翻倍。		攻击强化
2565001	[512383]				焚魔	火属性伤害提高10%。		新手过渡
2566001	[512385]				融汇人魔之剑	攻击力提高10%。释放真魔人·撼地狂焰或真魔人·最终审判后，获得一枚信号球，并将剩余真魔人值转换为魔人值，每转换30点，额外获得一枚信号球，转换超过60点时，获得6点魔具能量。		攻击强化
2574001	[512392]				诛罚	攻击力增加5%。		
2575001	[512391]				终裁降临	暗属性伤害提高10%。		
2576001	[512389]				长曙晦尽	攻击力提高10%。每消耗3点戒律值，获得1枚信号球，每次入场通过这种方式最多可获得12枚信号球。		
2584001	[512400]				正音	攻击力增加5%。		
2585001	[512399]				蜕茧无言	物理伤害提高10%。		
2586001	[512398]				破塑沉疴	攻击力提高10%。狂厄期间必杀能量的额外消耗速度减半。		
2594001	[620996]				贯焰冲	攻击力增加5%。		
2595001	[620997]				龙魂突	物理伤害提高10%。		新手过渡
2596001	[620998]				天穹破碎	攻击力提高10%。重锋、贯诛获得的复燃层数翻倍。每次入场首次释放重锋可额外获得25点肃恶值。		攻击强化
2604001	[512401]				飞翎	攻击力增加5%。		
2605001	[512402]				浮池	雷属性伤害提高10%。		新手过渡
2606001	[512403]				生灵空游	攻击力提高10%。千芒一刹及晓梦寻光造成的伤害提升50%。释放必杀-镜映新生时，获得2枚信号球；若释放时拥有12层玲珑心，额外获得1枚信号球。		攻击强化
2614001	[512423]				灵动星球	攻击力增加5%。		
2615001	[512420]				颗粒音游	冰属性伤害提高10%。		新手过渡
2616001	[512418]				新维度朋克	攻击力提高10%。数域空间内，额外伤害加成提升35%，未携带曝闪印记时，布偶熊·骇影释放必杀-数域空间·势垒裂隙时根据记录的霓虹球颜色数目获得1/2/3次后台必杀充能效果，其他角色每次释放必杀时，布偶熊·骇影获得75必杀能量，最多获取三次。切换入场时，如果必杀能量充足，则自动释放数域空间·新维度展开。如果布偶熊·骇影携带曝闪印记进入战斗，脉噪声贯通额外伤害加成提升100%。		攻击强化
2624001	[512429]				余震系统	攻击力增加5%。		
2625001	[512430]				幻象增强器	暗属性伤害提高10%。		新手过渡
2626001	[512431]				第三型统合	攻击力提高10%。双身肃转的基础伤害提升100%，罪痕印刻强化增伤效果提升50%。		攻击强化
2634001	[512450]				临界收割	攻击力增加5%。		
2635001	[512451]				腐梦萦挥	空属性伤害提高10%。		新手过渡
2636001	[512452]				浸夜引渡	攻击力提高10%。群鸟效果翻倍，绞刑幽灵额外伤害提升100%。		攻击强化
2644001	[512460]				伐空尘浊	攻击力增加5%。		
2645001	[512461]				释焰推烬	火属性伤害提高10%。		新手过渡
2646001	[512462]				泛熠殆灼	攻击力提高10%，必杀-熔心旭燃基础伤害翻倍，释放必杀-熔心旭燃后获得3枚信号球（不落日每次入场最多触发两次）。		攻击强化
2654001	[512468]				苦道	攻击力增加5%。		
2655001	[512467]				残响	冰属性伤害提高10%。		新手过渡
2656001	[512465]				孤航	攻击力提高10%。每次入场时可以获得刃意。入场或释放必杀后获得刃痕，有刃痕时释放满蓄力的源响或终声获得一组信号球，每次入场最多以此方式获得6颗信号球。		攻击强化
