Id	AttribId	AttribDes1	AttribDes2	ItemId	ItemCount	ItemCrystalId	ItemCrystalCount	AwarenessAttrDesc	AwarenessAttrValue
3026017	{1: 40260174, 2: 40260175}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70171, 70172]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036017	{1: 40360174, 2: 40360175}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70171, 70172]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046017	{1: 40460174, 2: 40460175}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70171, 70172]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056017	{1: 40560174, 2: 40560175}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70171, 70172]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066017	{1: 40660174, 2: 40660175}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70171, 70172]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016018	{1: 40160184, 2: 40160185}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70181, 70182]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026018	{1: 40260184, 2: 40260185}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70181, 70182]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036018	{1: 40360184, 2: 40360185}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70181, 70182]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046018	{1: 40460184, 2: 40460185}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70181, 70182]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056018	{1: 40560184, 2: 40560185}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70181, 70182]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066018	{1: 40660184, 2: 40660185}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70181, 70182]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016019	{1: 40160194, 2: 40160195}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70191, 70192]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026019	{1: 40260194, 2: 40260195}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70191, 70192]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036019	{1: 40360194, 2: 40360195}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70191, 70192]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046019	{1: 40460194, 2: 40460195}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70191, 70192]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056019	{1: 40560194, 2: 40560195}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70191, 70192]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066019	{1: 40660194, 2: 40660195}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70191, 70192]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016020	{1: 40160204, 2: 40160205}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70201, 70202]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026020	{1: 40260204, 2: 40260205}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70201, 70202]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036020	{1: 40360204, 2: 40360205}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70201, 70202]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046020	{1: 40460204, 2: 40460205}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70201, 70202]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056020	{1: 40560204, 2: 40560205}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70201, 70202]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066020	{1: 40660204, 2: 40660205}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70201, 70202]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016021	{1: 40160214, 2: 40160215}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70211, 70212]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026021	{1: 40260214, 2: 40260215}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70211, 70212]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036021	{1: 40360214, 2: 40360215}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70211, 70212]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046021	{1: 40460214, 2: 40460215}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70211, 70212]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056021	{1: 40560214, 2: 40560215}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70211, 70212]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066021	{1: 40660214, 2: 40660215}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70211, 70212]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016022	{1: 40160224, 2: 40160225}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70221, 70222]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026022	{1: 40260224, 2: 40260225}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70221, 70222]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036022	{1: 40360224, 2: 40360225}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70221, 70222]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046022	{1: 40460224, 2: 40460225}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70221, 70222]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056022	{1: 40560224, 2: 40560225}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70221, 70222]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066022	{1: 40660224, 2: 40660225}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70221, 70222]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016023	{1: 40160234, 2: 40160235}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70231, 70232]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026023	{1: 40260234, 2: 40260235}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70231, 70232]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036023	{1: 40360234, 2: 40360235}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70231, 70232]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046023	{1: 40460234, 2: 40460235}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70231, 70232]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056023	{1: 40560234, 2: 40560235}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70231, 70232]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066023	{1: 40660234, 2: 40660235}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70231, 70232]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016024	{1: 40160244, 2: 40160245}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70241, 70242]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026024	{1: 40260244, 2: 40260245}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70241, 70242]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036024	{1: 40360244, 2: 40360245}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70241, 70242]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046024	{1: 40460244, 2: 40460245}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70241, 70242]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056024	{1: 40560244, 2: 40560245}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70241, 70242]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066024	{1: 40660244, 2: 40660245}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70241, 70242]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016025	{1: 40160254, 2: 40160255}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70251, 70252]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026025	{1: 40260254, 2: 40260255}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70251, 70252]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036025	{1: 40360254, 2: 40360255}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70251, 70252]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046025	{1: 40460254, 2: 40460255}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70251, 70252]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056025	{1: 40560254, 2: 40560255}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70251, 70252]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066025	{1: 40660254, 2: 40660255}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70251, 70252]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016026	{1: 40160264, 2: 40160265}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70261, 70262]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026026	{1: 40260264, 2: 40260265}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70261, 70262]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036026	{1: 40360264, 2: 40360265}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70261, 70262]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046026	{1: 40460264, 2: 40460265}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70261, 70262]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056026	{1: 40560264, 2: 40560265}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70261, 70262]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066026	{1: 40660264, 2: 40660265}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70261, 70262]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016027	{1: 40160274, 2: 40160275}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70271, 70272]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026027	{1: 40260274, 2: 40260275}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70271, 70272]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036027	{1: 40360274, 2: 40360275}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70271, 70272]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046027	{1: 40460274, 2: 40460275}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70271, 70272]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056027	{1: 40560274, 2: 40560275}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70271, 70272]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066027	{1: 40660274, 2: 40660275}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70271, 70272]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016028	{1: 40160284, 2: 40160285}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70281, 70282]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026028	{1: 40260284, 2: 40260285}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70281, 70282]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036028	{1: 40360284, 2: 40360285}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70281, 70282]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046028	{1: 40460284, 2: 40460285}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70281, 70282]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056028	{1: 40560284, 2: 40560285}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70281, 70282]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066028	{1: 40660284, 2: 40660285}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70281, 70282]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016029	{1: 40160294, 2: 40160295}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70291, 70292]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026029	{1: 40260294, 2: 40260295}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70291, 70292]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036029	{1: 40360294, 2: 40360295}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70291, 70292]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046029	{1: 40460294, 2: 40460295}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70291, 70292]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056029	{1: 40560294, 2: 40560295}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70291, 70292]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066029	{1: 40660294, 2: 40660295}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70291, 70292]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016030	{1: 40160304, 2: 40160305}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70301, 70302]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026030	{1: 40260304, 2: 40260305}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70301, 70302]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036030	{1: 40360304, 2: 40360305}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70301, 70302]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046030	{1: 40460304, 2: 40460305}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70301, 70302]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056030	{1: 40560304, 2: 40560305}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70301, 70302]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066030	{1: 40660304, 2: 40660305}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70301, 70302]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016031	{1: 40160314, 2: 40160315}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70311, 70312]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026031	{1: 40260314, 2: 40260315}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70311, 70312]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036031	{1: 40360314, 2: 40360315}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70311, 70312]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046031	{1: 40460314, 2: 40460315}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70311, 70312]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056031	{1: 40560314, 2: 40560315}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70311, 70312]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066031	{1: 40660314, 2: 40660315}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70311, 70312]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016032	{1: 40160324, 2: 40160325}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70321, 70322]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026032	{1: 40260324, 2: 40260325}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70321, 70322]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036032	{1: 40360324, 2: 40360325}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']	[1, 79991, 79992, 70321, 70322]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046032	{1: 40460324, 2: 40460325}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70321, 70322]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056032	{1: 40560324, 2: 40560325}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70321, 70322]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066032	{1: 40660324, 2: 40660325}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']	[1, 79991, 79992, 70321, 70322]	[50000, 9, 3, 6, 1]	[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016033	{1: 40160334, 2: 40160335}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026033	{1: 40260334, 2: 40260335}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036033	{1: 40360334, 2: 40360335}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046033	{1: 40460334, 2: 40460335}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
