Id	Type	Site	Quality	Star	WeaponSkillId	Priority	DefaultLock	CharacterId	SuitId	CharacterType	Name	LogName	Description	NeedFirstShow	RecommendCharacterId	OverrunNoShow
2364001	36		4	4	2364001	2364001					噬雷	4星爪刃 噬雷	参照掠食动物的爪子设计的切割类武器。由于使用方式大幅度偏离人类战斗的思维，因此只有寥寥无几的构造体得以适配。			
2365001	36		5	5	2365001	2365001					三重奏	5星爪刃 三重奏	为适配21号充满野性的战斗风格而设计的专属武装。三根强化后的能量爪刃能轻松撕毁一切障碍。			
2366001	36		6	6	2366001	2366001					玛纳加尔姆	6星爪刃 玛纳加尔姆	如同寄宿着一头凶恶猛兽，一旦挥舞便会发出刺耳嗥叫的爪刃。刀刃闪烁着冰冷的光芒，像是一只离群的孤狼，正借着破碎的月光研磨利爪。		1221003	
2374001	37		4	4	2374001	2374001					黄金之心	4星机械臂 黄金之心	以特殊合金铸造的超固体锻层组装，能承受高温高压的机械臂。关于构造体武器性的问题，这件武器本身就是最好的回答。			
2375001	37		5	5	2375001	2375001					FPT-II改	5星机械臂 FPT-II改	采用红黑配色，流线型的外壳设计的机械臂。应武器使用者的要求加装了额外的排气和整流系统，以此最大限度地发挥这副武器的性能。			
2376001	37		6	6	2376001	2376001					赤红咆哮	6星机械臂 赤红咆哮	工程学和暴力美学结合的极致，诺克提本人认为最“趁手”的武器。在这副机械臂里流淌着的费米子，反复地在微观层面制造着湮灭，即便是静止不动，也能听到那来自红色核心深处的轰鸣与咆哮，那诉说着爆燃和毁灭的渴望。不过诺克提自己并不在意这些，只要武器足够猛就够了。		1251002	
2384001	38		4	4	2384001	2384001					环礁	4星异刃戟 环礁	设计灵感源于海边的礁石。不规则的刃身让招式变幻莫测。很少有人能使用好这把武器。			
2385001	38		5	5	2385001	2385001					逆行交点	5星异刃戟 逆行交点	阴云密布，暴雨倾盆，刀光划破雨幕，显出武器真容——银白色涂装，轻薄的刃身，但没人会怀疑它的优雅与致命。			
2386001	38		6	6	2386001	2386001					墨提斯	6星异刃戟 墨提斯	拉弥亚在亚特兰蒂斯看过一些书籍，书上说海神的武器是三叉戟，持有三叉戟的人可以拥有统领大海的力量，甚至可以带回海中的死者。当然传说只是传说，拉弥亚只是从海中捡起破旧的武器，利用帕弥什的力量把它改造成了现在的样子。		1271003	
2395001	39		5	5	2395001	2395001					黑岩巨炮	5星刃炮 黑岩巨炮	能够在一秒内发射出20发岩石子弹，也能变换成巨大剑刃的形态。		1281002	
2396001	39		6	6	2396001	2396001					★黑岩巨炮	6星刃炮 ★黑岩巨炮	如岩石一般的外表和构造——就像它的主人一样来历不明。		1281002	
2404001	40		4	4	2404001	2404001					漆色渡鸦	4星拓刀 漆色渡鸦	新型的军用复合金属的又一次验证，保证韧性和强度的情况下，将武器的重量降到最低，泛用性极强。		1081004	
2405001	40		5	5	2405001	2405001					苍白羽赫	5星拓刀 苍白羽赫	更换单分子振动刀片后，作战效能提高显著，代价是放弃部分武器稳定度，换句话说，这变相增加了对使用者握力的要求。为了弥补这个缺憾，握把处的重新设计也是亮点之一，通过贴合人体工学的设计，能够尽可能减少挥舞武器时产生的不必要抖动。		1081004	
2406001	40		6	6	2406001	2406001					暗夜猎隼	6星拓刀 暗夜猎隼	最大程度强化武器的杀伤威力，又要适用于不同的作战环境，最好的办法是让使用者背上四把乃至五把不同的武器吗？当然不是，而是将这些武器融为一体。这是史无前例的多功能多形态设计，造价高昂，使用逻辑复杂，没有量产可能，只赋予强者。		1081004	
2414001	41		4	4	2414001	2414001					翠墨雀凌	4星长剑 翠墨雀凌	采用新式合金打造的长剑，剑锋锐利而剑身修长，配色主要为简黑与墨绿，依据图纸设计的量产型武器。		1521004	
2415001	41		5	5	2415001	2415001					鸿浩锋羽	5星长剑 鸿浩锋羽	拥有极致华美的外表，光是剑身的花纹雕琢就具备足够的复杂度。刻意为之的结构设计能够完美平衡灵活性与杀伤力，是专为君王打造的武器。		1521004	
2416001	41		6	6	2416001	2416001					铭钥阙影	6星长剑 铭钥阙影	此剑铸金为刃合玉为骨，经三家名匠手，取其华而集其长。采先进制动机关，可开关切换形态，攻则迅疾威猛，如罡风凌草。                                                      ——不只是适配王者的武器，更是一柄通往万世铭的钥匙。		1521004	
2424001	42		4	4	2424001	2424001					PESW-II改	4星战术耳机 PESW-II改	试作型军用耳机，搭载了第二代通讯协议框架，在高速运算和电子攻防方面具有相对优势，拥有可靠的续航能力，能够适应不同的作战场合。		1291002	
2425001	42		5	5	2425001	2425001					白夜噪点	5星战术耳机 白夜噪点	采用第三代通信协议架构的便携式计算机，不仅能作为电子战的战术终端，同时拥有高规格的防火墙。除此之外，正如它的外形所示，本身是真实的头戴式耳机，搭载了军用级别的单元，负责音频分析之余，也实时监测环境情报，麻雀虽小，五脏俱全。		1291002	
2426001	42		6	6	2426001	2426001					骇客锐音	6星战术耳机 骇客锐音	加装了增幅型干涉装置和微型主动雷达，能对靠近的目标进行侦测和追踪，并对可疑讯号进行记录。高速信道和拟态防火墙确保了武器的攻防一体，兼顾电子战效率的同时，又消除了近距离作战时的情报误差。无论从哪个方面看，都远远超出设计初衷，与它可爱的外观相去甚远。		1291002	
2434001	43		4	4	2434001	2434001					再临	4星月轮 再临	这是一份跨越了无数逆境，从红潮中凝聚而成的全新力量。它的形态虽然还尚显稚嫩，但是已经初具了能让整个世界都为之动摇的锐光。		1171004	
2435001	43		5	5	2435001	2435001					黯月摧朽	5星月轮 黯月摧朽	推枯折腐，朽燃木生。只有绝对的毁灭才能带来真正的新生，而任何人都无法阻拦变革的脚步已经到来——她从不畏惧变化带来的代价。		1171004	
2436001	43		6	6	2436001	2436001					律条重塑	6星月轮 律条重塑	无论是怎样的法则，都将不能成为它的枷锁。将所视之物全部崩毁，重构，然后又一瞬间在掌中捏碎，如同孩童搬弄积木一样的随心所欲正是它力量的真实姿态，一切的律条都要在指尖抬起的瞬间尽数重塑。		1171004	
2444001	44		4	4	2444001	2444001					标准型战术旋棍	4星战术旋棍 标准型战术旋棍	专门为支援部队研发，无比注重稳定性的标准型量产标准武装。兼具简单易懂的使用方式和任何人都能轻易操作的便捷结构，使得它可以适用于大部分救援行动。		1301002	
2445001	44		5	5	2445001	2445001					不毁玓光	5星战术旋棍 不毁玓光	在标准型战术旋棍成功的设计经验上，进一步精准控制成本后迭代出来的特化型武装。旋棍内部装载的能量护盾系统经过了成百上千次压力测试，以确保它在各种极端环境下都能为使用者抵挡住致命一击。		1301002	
2446001	44		6	6	2446001	2446001					塞斯特斯	6星战术旋棍 塞斯特斯	空中花园的武装研发部门在得到了充足预算后，自信满满地交出的诚意之作。在这件武装上使用了大量先进而精巧的工艺，以确保它能应对任何重压的考验。同时，它也是一件强大的凶器，其中蕴含的强大破坏力足以把任何斗胆挡在前面的敌人化为齑粉。		1301002	
2454001	45		4	4	2454001	2454001					塞上秋	4星琵琶 塞上秋	九龙记载中有一首名词，叫作《明妃曲》。马上琵琶行万里，汉宫长有隔生春——当黄沙将断弦都埋没，再至梅子黄时，却无人再看红了樱桃，绿了芭蕉。		1241003	
2455001	45		5	5	2455001	2455001					月上海棠	5星琵琶 月上海棠	怀抱碧春来，盈如鹊踏枝。上弦惊楼月，下弦满棠边。静待夜中，一曲《霓裳》惊九天。		1241003	
2456001	45		6	6	2456001	2456001					鹏游蝶梦	6星琵琶 鹏游蝶梦	黄粱缥缈，庄生梦蝶，眼前景色究竟是真实存在着，亦或仅是镜花水月、空中楼阁。蝶随音起，梦由心生，待弹奏完词的这一阙，再去深究苦乐与虚实吧。		1241003	
2464001	46		4	4	2464001	2464001					落膛之时	4星左轮手枪 落膛之时	被特意强调了不要出现过于复杂的装饰设计，因为携带的时候会很麻烦，最最重要的是——会影响万事随时随地可能出现的就地休眠。		1211003	
2465001	46		5	5	2465001	2465001					故魂永息	5星左轮手枪 故魂永息	秉持“命中的前提是找到良好的视距”这一原则，拥有不输狙击枪的高精瞄准性能。使用者对它寄予了别样的期望，希望能做到像某个远古时代的传说之物那样，不止是捍卫生者的平安，更能保护已死魂灵在通往永生的路上不受伤害，愿逝者安息。		1211003	
2466001	46		6	6	2466001	2466001					明瞳续昼	6星左轮手枪 明瞳续昼	经过多次测试调整后保证了极致的枪弹速度，又按万事的建议加强了无人机的辅助性能，在快速出击的同时也保证了火力的精准爆发。被追问原因时，他的回复是因为不想出现速度和力量缺失其一的状况，避免遗憾重演。		1211003	
2474001	47		4	4	2474001	2474001					试作型LB-疾光	4星光纹太刀 试作型LB-疾光	根据军部最新订单制作的试作型兵器，刀茎嵌有光纹核心，外壳刃体由高熵合金打造，削铁如泥。原用于测试光纹技术的强度支撑阈值，因成品质量远超预期，正式服役列装。		1021006	
2475001	47		5	5	2475001	2475001					雾隐冥光	5星光纹太刀 雾隐冥光	经历了无数的生死鏖战，少女将每场战斗目睹到的技艺都铭记于心，每次挥刀时，那些来自历史的回响便会提醒着她：属于她的战斗仍将继续，为了那些仍在战斗的人，为了那些无法再战斗的人。		1021006	
2476001	47		6	6	2476001	2476001					拂晓炎翎	6星光纹太刀 拂晓炎翎	灰扬烬燃，金乌涤暗。不论深渊如何晦暗，红莲之火依旧会盛放破晓的辉光，不论未来的路上有着怎样的阻碍，少女也一定会乘着希望振翅凯旋，就像她约定的那样。		1021006	
2484001	48		4	4	2484001	2484001					夜行罗刹	4星动力臂组 夜行罗刹	以军用机械臂为基础试制的新型兵器，采用超固体锻层工艺，适应多种作战环境，显著提升了单兵技战术上限。不论是军事作战，亦或是民间商用，该技术模型都有着广阔的前景。		1311002	
2485001	48		5	5	2485001	2485001					祓世御雷	5星动力臂组 祓世御雷	“往古有夜，风高絮舞，云霭蔽月，魑魅夜行。忽闻惊雷破雾，有权现驾电而来，着袈裟锡杖，飒沓杖鸣，霍闪刹那，有如万军铁骑，邪魅皆散。是为祓世御雷，于兹迄今，传颂不衰。”——《御园志异抄》		1311002	
2486001	48		6	6	2486001	2486001					擎殛明王	6星动力臂组 擎殛明王	薄冰陌路，踽踽独行，归乡人背负着岁月枷梏，如一萍孤舟，再行至迷宫尽头。阔别千秋，花香馥郁依旧，万华虚实陆离，这一次，她抓住了刹那电光，降下万钧霆霓，糜灭万般幻孽。		1311002	
2494001	49		4	4	2494001	2494001					试作型盾斧 ZL-07	4星盾斧 试作型盾斧 ZL-07	采用制式合金材料打造的盾斧，攻防兼备，实现了多形态自由切换，但因重量问题没有被批准量产。		1051005	
2495001	49		5	5	2495001	2495001					ZL-09改 辉扬	5星盾斧 ZL-09改 辉扬	白金配色与它战斗时迸发的辉光，一如黄金时代机甲动画的辉煌色彩。去战场上举起“辉扬”，去开拓另一条尚未褪去光芒的道路吧。		1051005	
2496001	49		6	6	2496001	2496001					隧星盛耀	6星盾斧 隧星盛耀	完美复刻少女天马行空想象的传奇神武，每个部件都可以延伸出一套闪瞎人眼的组合技。它的目标是斩断一切无聊的东西，比如孤独与悲伤，即便是“不可更改”的命运，也必将被它斩裂。		1051005	
2504001	50		4	4	2504001	2504001					未元探钥	4星钥杖 未元探钥	用以穿越未知空间的钥型探测仪，该原型机可以使用几乎无法达到的算力探索不可观测宇宙。		1321003	
2505001	50		5	5	2505001	2505001					寰映星键	5星钥杖 寰映星键	在不断膨胀的宇宙中，它触碰着光也无法抵达的领域，这把“钥匙”承载着难以统计的信息，如倒影映射着寰宇间的一切灭亡和新生。		1321003	
2506001	50		6	6	2506001	2506001					伊始与终焉之权	6星钥杖 伊始与终焉之权	终点本身也已经穷尽，尘埃从诞生到归于湮灭，这柄权杖如命运本身一般无法预测，它所创造和毁灭的界限已无法根据空间和时间尺度进行判断。		1321003	
2514001	51		4	4	2514001	2514001					瑰夜绮影	4星月伞 瑰夜绮影	外观设计参考了黄金时代某知名犯罪电影中女主角的手持伞刃。在战斗上具备一定的实用价值，但过于笨重的伞柄使它只能陈列于收藏家的展柜之中。		1331003	
2515001	51		5	5	2515001	2515001					璃昼谜魇	5星月伞 璃昼谜魇	相较于前作，低密度材料制成的伞柄使其成为了真正意义上的“武器”。为昭示工艺的迭代升级，伞面也被替换为了低调的半透明白色。		1331003	
2516001	51		6	6	2516001	2516001					繁宵蜃景之哀	6星月伞 繁宵蜃景之哀	在莉莉丝通过的试炼后，由升格网络辅助重构的武器。奢华的铂金纹饰上附着高浓度帕弥什镀层，使其成为优雅而犀利的杀敌道具。		1331003	
2524001	52		4	4	2524001	2524001					凝诗	4星弦剑 凝诗	由科学理事会设计的试作型弦剑，配套的压制装置也兼具入门级乐器的功能。当弦剑被当作琴弓拉起的时候，战场上便会响起一股清澈的萦鸣。		1531005	
2525001	52		5	5	2525001	2525001					月桂之冠	5星弦剑 月桂之冠	由科学理事会打造的升级型弦剑，强化了能和压制装置配合，作为“指挥棒”使用的合奏机能。当每次弦剑顶端的流光在空中划过，压制装置便会跟随使用者的命令演奏出交响乐团般的和声。		1531005	
2526001	52		6	6	2526001	2526001					奥菲厄斯的摇篮	6星弦剑 奥菲厄斯的摇篮	由艺术协会和科学理事会联合开发，以“献给将终生奉献给艺术之人”为概念打造的武器，但此武器在制作工艺和设计上和普通乐器并没有太大的区别。唯一的决定性差异便是，它使用了大量的惰性贵金属，保证即使在百年后，千年后，也能如今天一样发出清澈明亮的音色。		1531005	
2534001	53		4	4	2534001	2534001					泛用型MK-2	4星聚能剑炮 泛用型MK-2	由莱博维茨公司设计制造的泛用型聚能剑炮，被广泛配给到武装人员手上。		1341002	
2535001	53		5	5	2535001	2535001					翩行潜夜	5星聚能剑炮 翩行潜夜	由泛用型迭代而成。具备卓越的输出功率，并搭载了称得上是不计成本的智能瞄准模块。显然，莱博维茨认为使用者值得他们“支付”这个代价。		1341002	
2536001	53		6	6	2536001	2536001					终局裁决者	6星聚能剑炮 终局裁决者	由矩阵的算力辅助生成。即便日常仅以不到10%的功率输出，它依旧具备极其骇人的破坏力。没有敌人看到过它完全充能的样子，只因目睹接口聚能的下一个瞬间，他们便已成为了枪下亡魂。		1341002	
2544001	54		4	4	2544001	2544001					炽陨	4星双刃枪 炽陨	设计者参考了黄金时代古典故事中关于武神的传说，是少见的兼顾外观优雅和极致动能的良好适配方案，并能灵活适配不同的战场条件，迅速切换为长枪和双刀模式，让使用者可以兼顾近战远程的多样性要求。		1131004	
2545001	54		5	5	2545001	2545001					灼夜	5星双刃枪 灼夜	根据使用者的要求，设计者极大地强化了该武器的蓄能模块，并再次调节了握持部分和攻击部分的配重比。		1131004	
2546001	54		6	6	2546001	2546001					烬劫归墟	6星双刃枪 烬劫归墟	基于此前数次实战中的战场统计数据的卓越性，相关部门追加了比此前更多的预算，再度大幅升级了武器的外观涂装和充能模组，在该武器完成最终调试的那天，设计师如释重负地打开了一罐全糖的冰镇可乐。		1131004	
2555001	55		5	5	2555001	2555001					阎魔刀·影打	5星阎魔刀 阎魔刀·影打	与阎魔刀外观相似的宝刀，虽不具有阎魔刀分离一切的威力，但依然能够将眼前的敌人轻易斩断。		1351003	
2556001	55		6	6	2556001	2556001					阎魔刀	6星阎魔刀 阎魔刀	这是一柄强大的宝刀，可将恶魔与人分开。传言说这是维吉尔的父亲留给他的纪念物,也是他力量的来源。		1351003	
2565001	56		5	5	2565001	2565001					猎魔大剑	5星魔剑 猎魔大剑	仿制魔剑但丁制作的大剑，外形极其相似，制作时加入了蕴含魔力的材料，可以将火焰的力量增强。		1361003	
2566001	56		6	6	2566001	2566001					魔剑但丁	6星魔剑 魔剑但丁	是但丁使用自己的力量令武器相合，还是叛逆之刃自行所为，暂时还没有确定的答案，但无论如何，这柄魔剑已经是一把新的武器。		1361003	
2574001	57		4	4	2574001	2574001					殛罪	4星蛇腹剑 殛罪	可变形的剑身设计赋予了武器强大的性能，虽为泛用级量产型武器，但威力不容小觑。		1041005	
2575001	57		5	5	2575001	2575001					涤光裂夜	5星蛇腹剑 涤光裂夜	变形后的剑身每一格都可作为独立作战单元运转，在越严苛的作战条件下，它蕴含于其中的惊人性能越能体现得淋漓尽致。		1041005	
2576001	57		6	6	2576001	2576001					奥罗拉	6星蛇腹剑 奥罗拉	光洁，修长而优雅的外形，与致命，危险又压倒性的威力，在这件武器上达到了完美的平衡。当比安卡第一次将它握在手心的时候，其剑芯亮起的辉芒让人有如看到了天际初升的霞光。		1041005	
2584001	58		4	4	2584001	2584001					离裂	4星剪刀 离裂	按斜奏的要求保留了较为朴素的设计，没有添加过多装饰。熟悉的外形令她想起回忆中曾使用过的普通手剪，布料绵软柔和的触感仿佛还存于指尖——她仍记得那段缝剪衣物的平淡之梦。		1371002	
2585001	58		5	5	2585001	2585001					断脊	5星剪刀 断脊	在研发中以流畅度为第一导向不断优化，最终达成目前的绝佳效果。		1371002	
2586001	58		6	6	2586001	2586001					噬铰骨殇	6星剪刀 噬铰骨殇	稍显独特的配色是设计者最为满意的部分。“简洁干练又不失锋利！正是这样的设计才最完美。标新立异也没什么不好，不在意别人的眼光才能坚持做自己。”		1371002	
2594001	59		4	4	2594001	2594001					刺烬	4星骑枪 刺烬	比武用的角逐骑枪看起来华丽，其实用的是类似翼骑兵所使用的空心骑枪结构，手感兼顾沉稳和配重协调。		1381003	
2595001	59		5	5	2595001	2595001					辉穹	5星骑枪 辉穹	根据使用手感，大幅修改了重量和能量传导率。即使能够保持住平衡，骑枪本身沉重的重量仍是一个严苛的事实。想要驾驭好这种重骑枪，就必须进行更多的实战。		1381003	
2596001	59		6	6	2596001	2596001					怒霆敕天	6星骑枪 怒霆敕天	历经千百鏖战完成的究极体骑枪。能够让使用者高高跃起在空中，并在最高点改变自身姿态，利用自身的重量增加俯冲时的力量。		1381003	
2604001	60		4	4	2604001	2604001					试作型镜轮MW-03	4星悬浮镜轮 试作型镜轮MW-03	在丽芙新机体的基础上制作，将极昼机体使用的权杖迭代为悬浮的核心，同时在核心周围增添了可操控的飞刃。工程部队将这种试作新型武器命名为“连旋飞刃”。		1031005	
2605001	60		5	5	2605001	2605001					苍染之莲	5星悬浮镜轮 苍染之莲	连旋飞刃的完全版，增强了核心与使用者之间的链接，同时为飞刃实现了极致的轻量化，优化了远程与中近距离切割两种模式之间的衔接。		1031005	
2606001	60		6	6	2606001	2606001					空境悬海的涟漪	6星悬浮镜轮 空境悬海的涟漪	空中之莲，莲中之海，海上涟漪。将万千思绪揉碎在深邃的水镜中，被少女捧在手心，牵引起舞。		1031005	
2614001	61		4	4	2614001	2614001					月壤踏步	4星数码战靴 月壤踏步	苍白土壤，白色宇航员，于月壤上留下脚印。我们选择登月，非因其易，但因其艰。		1291003	
2615001	61		5	5	2615001	2615001					空岛电音	5星数码战靴 空岛电音	亮片灯球，喧闹街机，当啷游戏币。机械布偶，红白摇杆，蓝黑色秘密。空中童话，磁力电子乐，少女行徙在散场后的电音节。		1291003	
2616001	61		6	6	2616001	2616001					霓虹穿梭机	6星数码战靴 霓虹穿梭机	透明手柄，摇晃糖罐，气鼓鼓的粉色泡泡糖。踩踏飞行器，穿梭红蓝森林城市大厦，今夜放送第七大道最佳节目，欢迎收听布朗尼深夜电台。		1291003	
2624001	62		4	4	2624001	2624001					余震战戟	4星辉光战戟 余震战戟	早期机械战戟，内置小型能量核心，攻击时因机械共振产生“余震”效果，适配中近距离冲锋与压制，但本身没有多少合适的使用者，只有一小部分样品保留了下来。		1141004	
2625001	62		5	5	2625001	2625001					幻象型光戟	5星辉光战戟 幻象型光戟	彻底放弃人型适配性设计，戟身出力大幅提升，能量波动剧烈。因负荷远超常规武装上限，普通构造体意识海难以承受，仅极少数特殊构造体能稳定驾驭。		1141004	
2626001	62		6	6	2626001	2626001					幻象戟·统合	6星辉光战戟 幻象戟·统合	马尔库特专属配套的战术级武器，以“幻象型”为基底深度改装，完美适配机体机能。武器本身可作为统合阵列的核心支点，衔接仿生鲸等机械单位的能量链路，稳定区域内的统合效果。		1141004	
2634001	63		4	4	2634001	2634001					止殇	4星裁决镰刃 止殇	造型借鉴了神话中死神的武器，设计过程中更加入了渡鸦的变形要素。镰刃的研发工作，直到原型武器出厂前，都被视为不可能完成的任务。		1391003	
2635001	63		5	5	2635001	2635001					黯羽	5星裁决镰刃 黯羽	为了尽可能提高战力，算法组同事尝试将作战数据反向输送给镰刃中枢——辅助机摩利甘。事实证明，这个策略行之有效，也恐怖至极。		1391003	
2636001	63		6	6	2636001	2636001					旧日讣告	6星裁决镰刃 旧日讣告	黑夜和星空交融之刃，武器本身如同上帝造物般循于规律，羽刃生长在最合适的位置，合金支撑仿若骨骼造就。当你紧握它时，便会心房颤栗。		1391003	
2980201	2		4	4	2013001	100					沙利叶	展示武器沙利叶				
2980202	2		4	4	2013001	100					卢佩卡里亚	展示武器卢佩卡里亚				
2981101	11		4	4	2013001	100					冈格尼尔	展示武器冈格尼尔				
2981102	11		4	4	2013001	100					旌风雪冠	展示武器旌风雪冠				
2982001	2		4	4	2013001	100					朱桦	展示武器朱桦				
2981301	13		4	4	2013001	100					星瀚云渺	展示武器星瀚云渺				
2981401	14		4	4	2013001	100					八极	展示武器八极				
2980301	3		4	4	2013001	100					流光武器时装	婚纱武器				
2980401	4		4	4	2013001	100					比安卡武器时装	婚纱武器				
2981701	17		4	4	2013001	100					露娜武器时装	腐蚀增幅器				
2984001	2		4	4	2013001	100					粉樱	FPS武器				
2984002	2		4	4	2013001	100					紫鸢	FPS武器				
2984003	2		4	4	2013001	100					噬狼枪	FPS武器				
2991001	99		1	1	2991001	10000					武器强化素材	1星武器武器强化素材	强化泛用机体武器的专用强化套组，视其容量大小能给武器带来不同的提升。			
2992001	99		2	2	2992001	11000					武器强化素材	2星武器武器强化素材	强化泛用机体武器的专用强化套组，视其容量大小能给武器带来不同的提升。			
2993001	99		3	3	2993001	12000					武器强化素材	3星武器武器强化素材	强化泛用机体武器的专用强化套组，视其容量大小能给武器带来不同的提升。			
2994001	99		4	4	2994001	13000					武器强化素材	4星武器武器强化素材	强化泛用机体武器的专用强化套组，视其容量大小能给武器带来不同的提升。			
3911001	99	1	1	1		1000106			1901	1	意识强化素材	1星意识意识强化素材1号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3912001	99	1	2	2		1000206			1902	1	意识强化素材	2星意识意识强化素材1号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3913001	99	1	3	3		1000306			1903	1	意识强化素材	3星意识意识强化素材1号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3914001	99	1	4	4		1000406			1904	1	意识强化素材	4星意识意识强化素材1号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3915001	99	1	5	5		1000506			1905	1	意识强化素材	5星意识意识强化素材1号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3916001	99	1	6	6		1000606			1906	1	意识强化素材	6星意识意识强化素材1号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3921001	99	2	1	1		1000105			1901	1	意识强化素材	1星意识意识强化素材2号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3922001	99	2	2	2		1000205			1902	1	意识强化素材	2星意识意识强化素材2号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3923001	99	2	3	3		1000305			1903	1	意识强化素材	3星意识意识强化素材2号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3924001	99	2	4	4		1000405			1904	1	意识强化素材	4星意识意识强化素材2号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3925001	99	2	5	5		1000505			1905	1	意识强化素材	5星意识意识强化素材2号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3926001	99	2	6	6		1000605			1906	1	意识强化素材	6星意识意识强化素材2号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3931001	99	3	1	1		1000104			1901	1	意识强化素材	1星意识意识强化素材3号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3932001	99	3	2	2		1000204			1902	1	意识强化素材	2星意识意识强化素材3号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3933001	99	3	3	3		1000304			1903	1	意识强化素材	3星意识意识强化素材3号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3934001	99	3	4	4		1000404			1904	1	意识强化素材	4星意识意识强化素材3号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3935001	99	3	5	5		1000504			1905	1	意识强化素材	5星意识意识强化素材3号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3936001	99	3	6	6		1000604			1906	1	意识强化素材	6星意识意识强化素材3号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3941001	99	4	1	1		1000103			1901	1	意识强化素材	1星意识意识强化素材4号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3942001	99	4	2	2		1000203			1902	1	意识强化素材	2星意识意识强化素材4号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3943001	99	4	3	3		1000303			1903	1	意识强化素材	3星意识意识强化素材4号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3944001	99	4	4	4		1000403			1904	1	意识强化素材	4星意识意识强化素材4号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3945001	99	4	5	5		1000503			1905	1	意识强化素材	5星意识意识强化素材4号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3946001	99	4	6	6		1000603			1906	1	意识强化素材	6星意识意识强化素材4号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3951001	99	5	1	1		1000102			1901	1	意识强化素材	1星意识意识强化素材5号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3952001	99	5	2	2		1000202			1902	1	意识强化素材	2星意识意识强化素材5号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3953001	99	5	3	3		1000302			1903	1	意识强化素材	3星意识意识强化素材5号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3954001	99	5	4	4		1000402			1904	1	意识强化素材	4星意识意识强化素材5号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3955001	99	5	5	5		1000502			1905	1	意识强化素材	5星意识意识强化素材5号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3956001	99	5	6	6		1000602			1906	1	意识强化素材	6星意识意识强化素材5号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3961001	99	6	1	1		1000101			1901	1	意识强化素材	1星意识意识强化素材6号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3962001	99	6	2	2		1000201			1902	1	意识强化素材	2星意识意识强化素材6号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3963001	99	6	3	3		1000301			1903	1	意识强化素材	3星意识意识强化素材6号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3964001	99	6	4	4		1000401			1904	1	意识强化素材	4星意识意识强化素材6号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3965001	99	6	5	5		1000501			1905	1	意识强化素材	5星意识意识强化素材6号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3966001	99	6	6	6		1000601			1906	1	意识强化素材	6星意识意识强化素材6号位	提升意识芯片的强化套组，根据容量大小能给意识带来不同的提升。			
3012001		1	2	2		1201006			1201	1	梅尔妮	2星意识梅尔妮1号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的攻击力。			
3013001		1	3	3		1301006			1301	1	彼诺芙	3星意识彼诺芙1号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的近战攻击力。			
3013002		1	3	3		1304006			1304	1	帕芙莉	3星意识帕芙莉1号位	某位曾经存在的伟人的意识芯片，组合后能够提升泛用机体的远程攻击力。			
