Id	IconPath	ClearIconPath	WaferBagPath	Name	Description	SkillEffect	SkillDescription	SuitType	EquipIds	EquipType	RecommendCharacterId
1610	Assets/Product/Texture/Image/IconToolsSp/EFeilieteI01001Sp.png	Assets/Product/Texture/Image/IconTools/EFeilieteI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EFeilieteI01002.png	费列特二世	辅助能力强化Ⅰ	{2: 161002, 4: 161004}	{2: '治疗效果增加10%，受到治疗的友方单位物理伤害增加10%，防御增加10%，持续5秒。有8秒的冷却时间。', 4: '每次释放治疗效果会进行无人机充能，充能满后，下次治疗会清空充能召唤一个治疗无人机，治疗无人机自动跟随血量比例最低的队友。无人机的5米圆形范围内持续每秒恢复队友2%的最大生命值，该范围内增加物理伤害15%，持续5秒，有12秒的冷却时间。'}	7	{1: 3016010, 2: 3026010, 3: 3036010, 4: 3046010, 5: 3056010, 6: 3066010}	8	
1611	Assets/Product/Texture/Image/IconToolsSp/EGuiniweiI01001Sp.png	Assets/Product/Texture/Image/IconTools/EGuiniweiI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EGuiniweiI01002.png	桂尼	辅助能力强化Ⅱ	{2: 161102, 4: 161104}	{2: '治疗效果增加10%，使治疗目标全元素属性伤害、全元素属性抗性增加10%，持续5秒。有8秒的冷却时间。', 4: '每次释放治疗效果会进行无人机充能，充能满后，下次治疗会清空充能召唤一个元素属性无人机，治疗无人机自动跟随血量比例最低的队友，无人机的5米圆形范围持续每秒恢复队友2%的最大生命值，范围增加15%的全元素属性伤害，持续5秒，有12秒的冷却时间。'}	8	{1: 3016011, 2: 3026011, 3: 3036011, 4: 3046011, 5: 3056011, 6: 3066011}	8	
1612	Assets/Product/Texture/Image/IconToolsSp/EFeitelieI01001Sp.png	Assets/Product/Texture/Image/IconTools/EFeitelieI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EFeitelieI01002.png	腓特烈	闪避强化	{2: 161202, 4: 161204}	{2: '每次闪避增加15%移动速度和5%的额外伤害加成，持续5秒，最多可叠加3层，重复触发刷新持续时间。', 4: '角色触发超算空间时，使全场敌人速度减少20%，超算空间内/超维预演持续时间内额外伤害减免降低15%，持续4秒。有8秒的冷却时间。'}	6	{1: 3016012, 2: 3026012, 3: 3036012, 4: 3046012, 5: 3056012, 6: 3066012}	9	
1613	Assets/Product/Texture/Image/IconToolsSp/EManyinsitanI01001Sp.png	Assets/Product/Texture/Image/IconTools/EManyinsitanI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EManyinsitanI01002.png	芭斯隆	暗系强化	{2: 161302, 4: 161304}	{2: '攻击增加3%，暗属性伤害增加7%', 4: '额外伤害加成提升10%。攻击时使目标陷入侵蚀状态，期间目标的暗属性抗性降低15%，侵蚀状态持续8秒，对同一目标有10秒的冷却时间。攻击侵蚀目标时，会触发爆炸，造成600%暗属性伤害，对同一目标有6秒的冷却时间。'}	5	{1: 3016013, 2: 3026013, 3: 3036013, 4: 3046013, 5: 3056013, 6: 3066013}	5	
1614	Assets/Product/Texture/Image/IconToolsSp/EBadunI01001Sp.png	Assets/Product/Texture/Image/IconTools/EBadunI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EBadunI01002.png	巴顿	物理强化	{2: 161402, 4: 161404}	{2: '攻击增加3%，物理伤害增加7%。', 4: '额外伤害加成提升10%。攻击时使目标陷入刺伤状态，期间目标的物理抗性降低7%，刺伤状态持续8秒，对同一目标有10秒的冷却时间。攻击刺伤目标时，会触发爆炸，造成600%物理伤害，对同一目标有6秒的冷却时间。'}	1	{1: 3016014, 2: 3026014, 3: 3036014, 4: 3046014, 5: 3056014, 6: 3066014}	1	
1615	Assets/Product/Texture/Image/IconToolsSp/EZuwenyuanI01001Sp.png	Assets/Product/Texture/Image/IconTools/EZuwenyuanI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EZuwenyuanI01001.png	辰积原	冰系强化	{2: 161502, 4: 161504}	{2: '攻击增加3%，冰属性伤害增加7%', 4: '额外伤害加成提升10%。攻击时使目标陷入霜冻状态，期间目标的冰属性抗性降低15%，霜冻状态持续8秒，对同一目标有10秒的冷却时间。攻击霜冻目标时，会触发冰爆，造成600%冰属性伤害，对同一目标有6秒的冷却时间。'}	3	{1: 3016015, 2: 3026015, 3: 3036015, 4: 3046015, 5: 3056015, 6: 3066015}	3	
1616	Assets/Product/Texture/Image/IconToolsSp/EKeyaI01001Sp.png	Assets/Product/Texture/Image/IconTools/EKeyaI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EKeya01002.png	科亚	攻击强化	{2: 161602, 4: 161604, 6: 161606}	{2: '额外伤害提升10%。', 4: '每次出场获得20%必杀能量值，存在任意护盾时，消球技能伤害增加10%。', 6: '卡穆·狂犬在狂噬状态下，额外伤害提升10%及移速提升20%，消球技能对敌人造成伤害同时造成恐惧效果，敌人恐惧持续至狂噬状态结束。恐惧：降低目标攻击力10%，自身对目标造成额外伤害10%。'}	12	{1: 3016016, 2: 3026016, 3: 3036016, 4: 3046016, 5: 3056016, 6: 3066016}	7	1511003
1617	Assets/Product/Texture/Image/IconToolsSp/ELiewenhukeI01001Sp.png	Assets/Product/Texture/Image/IconTools/ELiewenhukeI01001.png	Assets/Product/Texture/Image/RoleWaferBag/ELiewenhukeI01001.png	列文虎克	物理辅助强化	{2: 161702, 4: 161704}	{2: '攻击增加3%，物理伤害增加7%', 4: '由罗塞塔·凛冽施加的透甲之击效果增加20%，攻击有透甲之击效果的目标时，造成的伤害增加5%'}	1	{1: 3016017, 2: 3026017, 3: 3036017, 4: 3046017, 5: 3056017, 6: 3066017}	1	1141003
1618	Assets/Product/Texture/Image/IconToolsSp/EWuanjunI01001Sp.png	Assets/Product/Texture/Image/IconTools/EWuanjunI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EWuanjunI01002.png	武安君	攻击强化	{2: 161802, 4: 161804, 6: 161806}	{2: '普通攻击额外伤害加成提高5%，物理伤害增加7%', 4: '横扫六合霸体效果额外延长2秒，持续期间内物理伤害增加15%', 6: '进入意志凝结状态时，获得24点能量值。释放必杀-龙枪乱舞时，立即获得三种颜色的信号球各一个。'}	12	{1: 3016018, 2: 3026018, 3: 3036018, 4: 3046018, 5: 3056018, 6: 3066018}	7	1521003
1619	Assets/Product/Texture/Image/IconToolsSp/ELemeiI01001Sp.png	Assets/Product/Texture/Image/IconTools/ELemeiI01001.png	Assets/Product/Texture/Image/RoleWaferBag/ELemeiI01002.png	勒梅	攻击强化	{2: 161902, 4: 161904}	{2: '暗属性伤害增加5%，攻击增加5%', 4: '进入湮灭状态后，暗属性伤害提高30%。终焉降临伤害提高30%。消除湮灭球后额外获得10点能量。'}	5	{1: 3016019, 2: 3026019, 3: 3036019, 4: 3046019, 5: 3056019, 6: 3066019}	5	1171003
1620	Assets/Product/Texture/Image/IconToolsSp/ELukeleiqiyaI01001Sp.png	Assets/Product/Texture/Image/IconTools/ELukeleiqiyaI01001.png	Assets/Product/Texture/Image/RoleWaferBag/ELukeleiqiyaI01002.png	卢克雷齐娅	雷系强化	{2: 162002, 4: 162004, 6: 162006}	{2: '雷属性伤害增加10%', 4: '触发和弦时，额外获得15点必杀能量值，并额外伤害加成提高10%，持续5秒', 6: '攻击被协奏影响的怪物时，额外伤害加成增加20%'}	12	{1: 3016020, 2: 3026020, 3: 3036020, 4: 3046020, 5: 3056020, 6: 3066020}	7	1531003
1621	Assets/Product/Texture/Image/IconToolsSp/EAikesupeiliI01001Sp.png	Assets/Product/Texture/Image/IconTools/EAikesupeiliI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EAikesupeiliI01002.png	埃克苏佩里	冰系强化				{1: 3016021, 2: 3026021, 3: 3036021, 4: 3046021, 5: 3056021, 6: 3066021}		
1622	Assets/Product/Texture/Image/IconToolsSp/ETifaI01001Sp.png	Assets/Product/Texture/Image/IconTools/ETifaI01001.png	Assets/Product/Texture/Image/RoleWaferBag/ETifaI01002.png	提法	雷系强化	{2: 162202, 4: 162204}	{2: '攻击增加5%，雷属性伤害增加5%', 4: '引枪追击伤害增加50%。胜光战旗会对伤害单位附加乱流干扰，持续2s，重复触发刷新持续时间。降雷坠基础伤害提高100%。'}	4	{1: 3016022, 2: 3026022, 3: 3036022, 4: 3046022, 5: 3056022, 6: 3066022}	4	1131003
1623	Assets/Product/Texture/Image/IconToolsSp/ENikeersenI01001Sp.png	Assets/Product/Texture/Image/IconTools/ENikeersenI01001.png	Assets/Product/Texture/Image/RoleWaferBag/ENikeersenI01002.png	杰克	火系强化	{2: 162302, 4: 162304, 6: 162306}	{2: '攻击增加5%，火属性伤害增加7%', 4: '普攻连段的额外伤害加成提高10%，获得的虚赝值提高10点。', 6: '每次出场额外获得30点大招能量。释放有效连段后，根据连段类型分别恢复50/75/100闪避值。焚烈球的额外伤害加成提高100%。释放必杀技后，攻击力增加5%，持续8秒。'}	12	{1: 3016023, 2: 3026023, 3: 3036023, 4: 3046023, 5: 3056023, 6: 3066023}	7	1541003
1624	Assets/Product/Texture/Image/IconToolsSp/EYilishabaiI01001Sp.png	Assets/Product/Texture/Image/IconTools/EYilishabaiI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EYilishabaiI01002.png	伊丽莎白	火系强化	{2: 162402, 4: 162404}	{2: '攻击增加5%，火属性伤害提高5%', 4: '任意宣誓额外伤害加成提高50%。丽芙·极昼携带时，全队成员释放3消时对目标释放纯白圣言，每秒造成丽芙·极昼攻击力3%的伤害，持续20秒，最多叠加5次。同时每秒为范围内的队友恢复攻击力15%的生命值，持续4秒。'}	2	{1: 3016024, 2: 3026024, 3: 3036024, 4: 3046024, 5: 3056024, 6: 3066024}	2	1031004
1625	Assets/Product/Texture/Image/IconToolsSp/EFanniI01001Sp.png	Assets/Product/Texture/Image/IconTools/EFanniI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EFanniI01002.png	萨贺芬	暗系强化	{2: 162502, 4: 162504}	{2: '攻击增加5%，暗属性伤害提高5%', 4: '任意重奏基础伤害提升100%。受到赛琳娜·幻奏治疗的友方单位获得暗属性伤害提高10%的暗质辐射效果，持续8秒，重复触发刷新持续时间。'}	5	{1: 3016025, 2: 3026025, 3: 3036025, 4: 3046025, 5: 3056025, 6: 3066025}	5	1531004
1626	Assets/Product/Texture/Image/IconToolsSp/EMaerkeI01001Sp.png	Assets/Product/Texture/Image/IconTools/EMaerkeI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EMaerkeI01002.png	玛尔珂	物理强化	{2: 162602, 4: 162604, 6: 162606}	{2: '物理伤害提高7%，普通攻击伤害增加5%', 4: '受击时触碰回旋龙厄将解除受击状态并将回旋龙厄再次投出，同时将清除红闪惩罚并恢复250点闪避值。', 6: '龙劲连击的基础伤害提高50%。触发龙劲连击第一击时，回旋龙厄将释放龙啸将敌人向蒲牢方向牵引并给予自身15%最大生命值的护盾，持续6秒。'}	12	{1: 3016026, 2: 3026026, 3: 3036026, 4: 3046026, 5: 3056026, 6: 3066026}	7	1551003
1627	Assets/Product/Texture/Image/IconToolsSp/EYounimeiteI01001Sp.png	Assets/Product/Texture/Image/IconTools/EYounimeiteI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EYounimeiteI01002.png	尤尼梅特	火系强化	{2: 162702, 4: 162704}	{2: '火属性伤害提高10%', 4: '“哎呀可惜~”/“简直完美！”/激燃冲角造成的基础伤害提高100%。七实·遥星之座的QTE技能对命中目标附加减少15%火属性抗性的灼热侵袭效果，持续8秒。'}	2	{1: 3016027, 2: 3026027, 3: 3036027, 4: 3046027, 5: 3056027, 6: 3066027}	2	1051004
1628	Assets/Product/Texture/Image/IconToolsSp/EAixiaI01001Sp.png	Assets/Product/Texture/Image/IconTools/EAixiaI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EAixiaI01002.png	艾夏	冰系强化	{2: 162802, 4: 162804, 6: 162806}	{2: '攻击增加5%，冰属性伤害增加7%', 4: '霜流淬刃-彻寒造成的基础伤害提高15%。', 6: '凛寒对封冻状态中的敌人造成的冰属性伤害提高200%'}	12	{1: 3016028, 2: 3026028, 3: 3036028, 4: 3046028, 5: 3056028, 6: 3066028}	7	1561003
1629	Assets/Product/Texture/Image/IconToolsSp/EBuenI01001Sp.png	Assets/Product/Texture/Image/IconTools/EBuenI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EBuenI01002.png	布恩	暗系强化	{2: 162902, 4: 162904}	{2: '暗属性伤害提高10%', 4: '卡列尼娜·辉晓动能值提供的星碎地平线基础伤害提升效果翻倍。跃升击及辉耀旋击基础伤害倍率翻倍。'}	5	{1: 3016029, 2: 3026029, 3: 3036029, 4: 3046029, 5: 3056029, 6: 3066029}	5	1071004
1630	Assets/Product/Texture/Image/IconToolsSp/EXueLaiI01001Sp.png	Assets/Product/Texture/Image/IconTools/EXueLaiI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EXueLaiI01002.png	雪莱	雷系强化	{2: 163002, 4: 163004, 6: 163006}	{2: '雷属性伤害提高10%。', 4: '三消及派生全程获得霸体；若释放三消、极限突破派生或强袭升华击的过程中受到伤害，将免疫该伤害，改为消耗等生命值比例的闪避值，若闪避值不足抵扣则无法免疫伤害。', 6: '极限突破派生和强袭升华击的基础伤害倍率翻倍。'}	12	{1: 3016030, 2: 3026030, 3: 3036030, 4: 3046030, 5: 3056030, 6: 3066030}	7	1571003
1631	Assets/Product/Texture/Image/IconToolsSp/EXialuodiI01001Sp.png	Assets/Product/Texture/Image/IconTools/EXialuodiI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EXialuodiI01002.png	夏洛蒂	物理强化	{2: 163102, 4: 163104}	{2: '普通攻击伤害提高5%，攻击力提高7%。', 4: '垂灯耀目基础伤害提高50%，残光剑影基础伤害提高100%。每次进入照域后，释放垂灯耀目时，将重新排列信号球。'}	1	{1: 3016031, 2: 3026031, 3: 3036031, 4: 3046031, 5: 3056031, 6: 3066031}	1	1041004
1632	Assets/Product/Texture/Image/IconToolsSp/ETulingI01001Sp.png	Assets/Product/Texture/Image/IconTools/ETulingI01001.png	Assets/Product/Texture/Image/RoleWaferBag/ETulingI01002.png	图灵	火系强化	{2: 163202, 4: 163204}	{2: '火属性伤害提高10%', 4: '超维劫击及必杀-界域崩解基础伤害提高100%。超维空间中每次释放超维劫击时，延长1秒超维空间的持续时间。'}	2	{1: 3016032, 2: 3026032, 3: 3036032, 4: 3046032, 5: 3056032, 6: 3066032}	2	1011004
1633	Assets/Product/Texture/Image/IconToolsSp/EYileinuoyaI01001Sp.png	Assets/Product/Texture/Image/IconTools/EYileinuoyaI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EYileinuoyaI01002.png	艾琳	冰系强化	{2: 163302, 4: 163304}	{2: '额外伤害加成增加5%，冰属性伤害提高5%', 4: '纯色·主题强调、混色·概念碰撞基础伤害提高50%。幻彩笔触基础伤害提升80%。'}	3	{1: 3016033, 2: 3026033, 3: 3036033, 4: 3046033, 5: 3056033, 6: 3066033}	3	1091003
1634	Assets/Product/Texture/Image/IconToolsSp/EDiseerI01001Sp.png	Assets/Product/Texture/Image/IconTools/EDiseerI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EDiseerI01002.png	狄瑟尔	雷系强化	{2: 163402, 4: 163404}	{2: '雷属性伤害提高10%', 4: '剑势的获取效率提高50%。不灭殛华的殛跃挑击基础伤害提高50%，必杀-囚影·浮世业火基础伤害提高80%。'}	4	{1: 3016034, 2: 3026034, 3: 3036034, 4: 3046034, 5: 3056034, 6: 3066034}	4	1021005
1635	Assets/Product/Texture/Image/IconToolsSp/EFulanI01001Sp.png	Assets/Product/Texture/Image/IconTools/EFulanI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EFulanI01002.png	弗兰	雷系强化	{2: 163502, 4: 163504}	{2: '雷属性伤害提高5%，额外伤害加成提高5%。', 4: '薄暮荧辉、彷林猎影基础伤害提高100%。超束解放基础伤害提升70%。'}	4	{1: 3016035, 2: 3026035, 3: 3036035, 4: 3046035, 5: 3056035, 6: 3066035}	4	1221003
1636	Assets/Product/Texture/Image/IconToolsSp/EXigenaI01001Sp.png	Assets/Product/Texture/Image/IconTools/EXigenaI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EXigenaI01002.png	希格娜	物理强化	{2: 163602, 4: 163604}	{2: '物理伤害提高5%，额外伤害加成提高5%。', 4: '合击·锁魂裁定及合击·碎魄之弓的基础伤害提升100%。回音为友方恢复生命值时，友方获得暴击伤害提高20%的深度穿透效果以及75%暴击几率，持续8秒，重新触发刷新持续时间。'}	1	{1: 3016036, 2: 3026036, 3: 3036036, 4: 3046036, 5: 3056036, 6: 3066036}	1	1261003
1637	Assets/Product/Texture/Image/IconToolsSp/EDekeduoI01001Sp.png	Assets/Product/Texture/Image/IconTools/EDekeduoI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EDekeduoI01002.png	德珂朵	暗系强化	{2: 163702, 4: 163704}	{2: '暗属性伤害提高10%。', 4: '潮涌球技能、溯汐球技能、必杀-沉渊终局基础伤害提高100%。释放必杀-沉渊终局后下场时每个队友主动释放必杀时拉弥亚会对敌人进行协同攻击，每次攻击造成倍率3000%的暗属性伤害，协同攻击在每次释放必杀-沉渊终局后下场最多触发3次。'}	5	{1: 3016037, 2: 3026037, 3: 3036037, 4: 3046037, 5: 3056037, 6: 3066037}	5	1271003
1638	Assets/Product/Texture/Image/IconToolsSp/EAlphonseI01001Sp.png	Assets/Product/Texture/Image/IconTools/EAlphonseI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EAlphonseI01002.png	阿尔冯斯	火系强化	{2: 163802, 4: 163804}	{2: '火属性伤害提高10%', 4: '热焰喷涌、热力侵蚀的基础伤害倍率提升100%。火力屏障会对伤害单位附加降低目标火属性抗性的灼热侵袭效果，持续8秒，重复触发刷新持续时间。'}	2	{1: 3016038, 2: 3026038, 3: 3036038, 4: 3046038, 5: 3056038, 6: 3066038}	2	1081004
1639	Assets/Product/Texture/Image/IconToolsSp/ELilianaI01001Sp.png	Assets/Product/Texture/Image/IconTools/ELilianaI01001.png	Assets/Product/Texture/Image/RoleWaferBag/ELilianaI01002.png	莉莉安娜	攻击强化	{2: 163902, 4: 163904, 6: 163906}	{2: '攻击提升5%，额外伤害提升5%', 4: '处于超算空间时，额外伤害提升10%', 6: '切换入场后，全元素属性伤害和物理伤害增加15%，持续8秒'}	12	{1: 3016039, 2: 3026039, 3: 3036039, 4: 3046039, 5: 3056039, 6: 3066039}	7	
1640	Assets/Product/Texture/Image/IconToolsSp/EJiboanI01001Sp.png	Assets/Product/Texture/Image/IconTools/EJiboanI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EJiboanI01002.png	姬伯安	冰系强化	{2: 164002, 4: 164004}	{2: '攻击提升5%，冰属性伤害提升5%', 4: '凝诀、飞霜、唤岳基础倍率提升100%。君临镇魄技能倍率翻倍。'}	12	{1: 3016040, 2: 3026040, 3: 3036040, 4: 3046040, 5: 3056040, 6: 3066040}	3	1521004
1641	Assets/Product/Texture/Image/IconToolsSp/ECleopatraI01001Sp.png	Assets/Product/Texture/Image/IconTools/ECleopatraI01001.png	Assets/Product/Texture/Image/RoleWaferBag/ECleopatraI01002.png	克娄帕特拉	空系强化	{2: 164102, 4: 164104}	{2: '空属性伤害提高10%', 4: '终月值获取效率提升100%。主序/终临期间，露娜·终焉获得30%额外伤害加成。'}	14	{1: 3016041, 2: 3026041, 3: 3036041, 4: 3046041, 5: 3056041, 6: 3066041}	6	1171004
1642	Assets/Product/Texture/Image/IconToolsSp/EChangwuziI01001Sp.png	Assets/Product/Texture/Image/IconTools/EChangwuziI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EChangwuziI01002.png	长梧子	物理系强化	{2: 164202, 4: 164204}	{2: '物理伤害提高10%', 4: '泛音球的基础伤害提升100%。由含英·檀心施加的透甲之击效果增加20%。退出月音之域时，领域将继续维持12秒，并对领域中的敌方单位每秒造成一次50%的物理伤害。'}	1	{1: 3016042, 2: 3026042, 3: 3036042, 4: 3046042, 5: 3056042, 6: 3066042}	1	1241003
1643	Assets/Product/Texture/Image/IconToolsSp/EListonI01001Sp.png	Assets/Product/Texture/Image/IconTools/EListonI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EListonI01002.png	利斯顿	冰系强化	{2: 164302, 4: 164304}	{2: '冰属性伤害提高10%', 4: '封冻区域造成伤害时，附加降低目标冰属性抗性的霜晶刻蚀效果，持续8秒，重复触发刷新持续时间。连发模式中，每次射击额外叠加一层致伤效果，致伤效果叠加上限提升至24层。释放破灭寒流时，每枚修正弹提供的基础伤害提升效果提升至10%。'}	12	{1: 3016043, 2: 3026043, 3: 3036043, 4: 3046043, 5: 3056043, 6: 3066043}	3	1211003
1644	Assets/Product/Texture/Image/IconToolsSp/EHeraclitusI01001Sp.png	Assets/Product/Texture/Image/IconTools/EHeraclitusI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EHeraclitusI01002.png	赫拉克利特	火系强化	{2: 164402, 4: 164404}	{2: '攻击增加5%，火属性伤害及电束伤害提高5%', 4: '辉光值的获取效率提升100%。 必杀-协行锐斩、必杀-蚀日彻曙的倍率翻倍。'}	2	{1: 3016044, 2: 3026044, 3: 3036044, 4: 3046044, 5: 3056044, 6: 3066044}	2	1021006
1645	Assets/Product/Texture/Image/IconToolsSp/EWildeI01001Sp.png	Assets/Product/Texture/Image/IconTools/EWildeI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EWildeI01002.png	王尔德	电束强化	{2: 164502, 4: 164504}	{2: '雷属性伤害提高5%，电束伤害提高10%', 4: '电暴鸣闪状态持续期间内，攻击力增加5%，电束伤害提高10%。'}	4	{1: 3016045, 2: 3026045, 3: 3036045, 4: 3046045, 5: 3056045, 6: 3066045}	10	
1646	Assets/Product/Texture/Image/IconToolsSp/EHerschellI01001Sp.png	Assets/Product/Texture/Image/IconTools/EHerschellI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EHerschellI01002.png	赫尔舍尔	雷系强化	{2: 164602, 4: 164604}	{2: '攻击增加5%，雷属性伤害及焚烧伤害提高5%', 4: '耀烬领域造成伤害时附带减抗效果，持续8秒。QTE持续伤害附带减抗效果，持续2秒。天宇贯星击及万兆碎星斩基础伤害翻倍，释放后获得两枚信号球，且优先凑齐三消球。'}	4	{1: 3016046, 2: 3026046, 3: 3036046, 4: 3046046, 5: 3056046, 6: 3066046}	4	1051005
1647	Assets/Product/Texture/Image/IconToolsSp/ESothothI01001Sp.png	Assets/Product/Texture/Image/IconTools/ESothothI01001.png	Assets/Product/Texture/Image/RoleWaferBag/ESothothI01002.png	索托斯	空系强化	{2: 164702, 4: 164704}	{2: '空属性伤害提高10%。', 4: '释放浮影归湮时，根据当前段数获得18/36/36/36/54点坍缩值。释放彼界浮象后立即获得150点浮影值。释放降维坍坠后，下一次必杀-寂灭绝罚的基础伤害提升100%。若自身是装甲型/破甲型，超维界域命中目标时会根据观测纪行附加对应元素的减抗效果；若自身是增幅型，超维界域存在期间会每秒恢复友方8%攻击力的生命值，并根据观测纪行为友方单位附加元素伤害提高效果。'}	14	{1: 3016047, 2: 3026047, 3: 3036047, 4: 3046047, 5: 3056047, 6: 3066047}	6	1321003
1648	Assets/Product/Texture/Image/IconToolsSp/EbarceloI01001Sp.png	Assets/Product/Texture/Image/IconTools/EbarceloI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EbarceloI01002.png	巴塞罗	暗系强化	{2: 164802, 4: 164804}	{2: '攻击增加7%，暗属性伤害及电束伤害提高3%', 4: '璀金璨梦之邀基础伤害翻倍。'}	5	{1: 3016048, 2: 3026048, 3: 3036048, 4: 3046048, 5: 3056048, 6: 3066048}	5	1331003
1649	Assets/Product/Texture/Image/IconToolsSp/EBuranaI01001Sp.png	Assets/Product/Texture/Image/IconTools/EBuranaI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EBuranaI01002.png	布兰	物理系强化	{2: 164902, 4: 164904}	{2: '攻击增加5%，物理伤害及覆冰伤害提高5%。SS升阶新增：释放流韵穿刺后，退场时视为已释放必杀-间岚啸鸣（无法减少杂噪层数）。', 4: '释放流韵穿刺时立即获得2个信号球。音刃延鸣、流韵穿刺、必杀-间岚啸鸣、必杀-徒花的终止符的伤害翻倍。'}	1	{1: 3016049, 2: 3026049, 3: 3036049, 4: 3046049, 5: 3056049, 6: 3066049}	1	1531005
1650	Assets/Product/Texture/Image/IconToolsSp/EKlenovaI01001Sp.png	Assets/Product/Texture/Image/IconTools/EKlenovaI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EKlenovaI01002.png	克涅诺娃	覆冰强化	{2: 165002, 4: 165004}	{2: '冰属性伤害提高5%，覆冰伤害提高10%', 4: '冰刺存续期间，攻击力增加5%，覆冰伤害提高10%。'}	4	{1: 3016050, 2: 3026050, 3: 3036050, 4: 3046050, 5: 3056050, 6: 3066050}	10	
1651	Assets/Product/Texture/Image/IconToolsSp/EHervorI01001Sp.png	Assets/Product/Texture/Image/IconTools/EHervorI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EHervorI01002.png	赫尔薇	火系强化	{2: 165102, 4: 165104}	{2: '攻击力提升5%，火属性及黯衍伤害提升5%', 4: '释放炙锋灼空后额外获得3个蓝球。消除一组红球延长绝焰的持续时间翻倍。'}	2	{1: 3016051, 2: 3026051, 3: 3036051, 4: 3046051, 5: 3056051, 6: 3066051}	2	1131004
1652	Assets/Product/Texture/Image/IconToolsSp/EJeanneI01001Sp.png	Assets/Product/Texture/Image/IconTools/EJeanneI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EJeanneI01002.png	让娜	暗系强化	{2: 165202, 4: 165204}	{2: '攻击力提升5%，暗属性及熠光伤害提升5%', 4: '断海伤害翻倍。释放链蚀时，每消耗1点戒律值，获得10层祝祷，若消耗9点戒律值，额外获得45层祝祷。'}	2	{1: 3016052, 2: 3026052, 3: 3036052, 4: 3046052, 5: 3056052, 6: 3066052}	5	1041005
1653	Assets/Product/Texture/Image/IconToolsSp/EKeatsI01001Sp.png	Assets/Product/Texture/Image/IconTools/EKeatsI01001.png	Assets/Product/Texture/Image/RoleWaferBag/EKeatsI01002.png	济慈	物理强化	{2: 165302, 4: 165304}	{2: '物理伤害及焚烧伤害提高5%，额外伤害加成提高5%。维罗妮卡为友方恢复生命值时，友方获得暴击伤害提高20%的深度穿透效果及75%的暴击率，持续8s，重复触发刷新持续时间。', 4: '重锋清空红色信号球时，除获得必杀能量外，每清空一颗红色信号球可以额外获得5点肃恶值。单次清空的红色信号球数量大于等于9颗时，第9颗开始后续每颗红色信号球可额外再获得5点肃恶值。掣烈焚棘、断域的基础伤害提升50%。正刑期间每消耗1点肃恶值，墟烬生的基础伤害增加0.5%，最多提升50%，退场或释放墟烬生后重置该提升效果。'}	1	{1: 3016053, 2: 3026053, 3: 3036053, 4: 3046053, 5: 3056053, 6: 3066053}	1	1381003
1654	Assets/Product/Texture/Image/IconToolsSp/ENatashaI01001Sp.png	Assets/Product/Texture/Image/IconTools/ENatashaI01001.png	Assets/Product/Texture/Image/RoleWaferBag/ENatashaI01002.png	娜塔莎	雷系强化	{2: 165402, 4: 165404}	{2: '攻击力提升5%，雷属性及黯衍伤害提升5%。', 4: '玲珑心的强化基础伤害效果翻倍。'}	4	{1: 3016054, 2: 3026054, 3: 3036054, 4: 3046054, 5: 3056054, 6: 3066054}	4	1031005
