Id	Name	Description	Icon	BuffType	Priority
600058	协同指挥I	队伍有三种职业时，增加玩家角色<color=#FF3300FF>10%</color>/20%/30%生命值上限	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon006.png	1	1
600059	协同指挥II	队伍有三种职业时，增加玩家角色10%/<color=#FF3300FF>20%</color>/30%生命值上限	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon006.png	1	2
600060	协同指挥III	队伍有三种职业时，增加玩家角色10%/20%/<color=#FF3300FF>30%</color>生命值上限	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon006.png	1	3
600061	护盾I	开场获得生命<color=#FF3300FF>10%</color>/20%/30%的护盾	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21161.png	1	1
600062	护盾II	开场获得生命10%/<color=#FF3300FF>20%</color>/30%的护盾	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21161.png	1	2
600063	护盾III	开场获得生命10%/20%/<color=#FF3300FF>30%</color>的护盾	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21161.png	1	3
600064	维修理论I	3消后受到的治疗效果提高<color=#FF3300FF>15%</color>/30%/45%，持续10秒	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon009.png	1	1
600065	维修理论II	3消后受到的治疗效果提高15%/<color=#FF3300FF>30%</color>/45%，持续10秒	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon009.png	1	2
600066	维修理论III	3消后受到的治疗效果提高15%/30%/<color=#FF3300FF>45%</color>，持续10秒	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon009.png	1	3
600067	机动升级I	成员的闪避值恢复速度提升<color=#FF3300FF>20%</color>/35%/50%	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon020.png	1	1
600068	机动升级II	成员的闪避值恢复速度提升20%/<color=#FF3300FF>35%</color>/50%	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon020.png	1	2
600069	机动升级III	成员的闪避值恢复速度提升20%/35%/<color=#FF3300FF>50%</color>	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon020.png	1	3
600070	机动学习I	闪避槽上限增加<color=#FF3300FF>400</color>/700/1000	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon021.png	1	1
600071	机动学习II	闪避槽上限增加400/<color=#FF3300FF>700</color>/1000	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon021.png	1	2
600072	机动学习III	闪避槽上限增加400/700/<color=#FF3300FF>1000</color>	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon021.png	1	3
600073	机动反击I	"""每次闪避增加15%移动速度和<color=#FF3300FF>3%</color>/4%/5%的全伤害，持续5秒,最多叠加5层"""	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	1	1
600074	机动反击II	"""每次闪避增加15%移动速度和3%/<color=#FF3300FF>4%</color>/5%的全伤害，持续5秒,最多叠加5层"""	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	1	2
600075	机动反击III	"""每次闪避增加15%移动速度和3%/4%/<color=#FF3300FF>5%</color>的全伤害，持续5秒,最多叠加5层"""	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	1	3
600076	强力I	角色攻击提升<color=#FF3300FF>300</color>/600/900	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon6.png	1	1
600077	强力II	角色攻击提升300/<color=#FF3300FF>600</color>/900	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon6.png	1	2
600078	强力III	角色攻击提升300/600/<color=#FF3300FF>900</color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon6.png	1	3
600079	全能I	角色攻击提升<color=#FF3300FF>50</color>/75/100点，受到的伤害降低15%	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon002.png	1	1
600080	全能II	角色攻击提升50/<color=#FF3300FF>75</color>/100点，受到的伤害降低15%	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon002.png	1	2
600081	全能III	角色攻击提升50/75/<color=#FF3300FF>100</color>点，受到的伤害降低15%	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon002.png	1	3
600082	远程瞄点I	攻击4米外的目标时，攻击造成额外<color=#FF3300FF>400</color>/800/1200点物理伤害	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon005.png	1	1
600083	远程瞄点II	攻击4米外的目标时，攻击造成额外400/<color=#FF3300FF>800</color>/1200点物理伤害	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon005.png	1	2
600084	远程瞄点III	攻击4米外的目标时，攻击造成额外400/800/<color=#FF3300FF>1200</color>点物理伤害	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon005.png	1	3
600085	绝境I	构造体每战败一个，则其他构造体角色额外伤害加成提升<color=#FF3300FF>10%</color>/20%/30%	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon011.png	1	1
600086	绝境II	构造体每战败一个，则其他构造体角色额外伤害加成提升10%/<color=#FF3300FF>20%</color>/30%	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon011.png	1	2
600087	绝境III	构造体每战败一个，则其他构造体角色额外伤害加成提升10%/20%/<color=#FF3300FF>30%</color>	Assets/Product/Texture/Image/IconAffixUnionKill/UiUnionKillBUFFIcon011.png	1	3
600088	近身攻势I	攻击4米内的目标时，攻击造成额外<color=#FF3300FF>400</color>/800/1200点物理伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10001.png	1	1
600089	近身攻势II	攻击4米内的目标时，攻击造成额外400/<color=#FF3300FF>800</color>/1200点物理伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10001.png	1	2
600090	近身攻势III	攻击4米内的目标时，攻击造成额外400/800/<color=#FF3300FF>1200</color>点物理伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10001.png	1	3
600091	焦耳I	每次普攻攻击额外附加<color=#FF3300FF>300</color>/600/900点火属性伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10042.png	1	1
600092	焦耳II	每次普攻攻击额外附加300/<color=#FF3300FF>600</color>/900点火属性伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10042.png	1	2
600093	焦耳III	每次普攻攻击额外附加300/600/<color=#FF3300FF>900</color>点火属性伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10042.png	1	3
600094	安培I	每次普攻攻击额外附加<color=#FF3300FF>300</color>/600/900点雷属性伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10043.png	1	1
600095	安培II	每次普攻攻击额外附加300/<color=#FF3300FF>600</color>/900点雷属性伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10043.png	1	2
600096	安培III	每次普攻攻击额外附加300/600/<color=#FF3300FF>900</color>点雷属性伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10043.png	1	3
600097	开尔文I	每次普攻攻击额外附加<color=#FF3300FF>300</color>/600/900点冰属性伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10045.png	1	1
600098	开尔文II	每次普攻攻击额外附加300/<color=#FF3300FF>600</color>/900点冰属性伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10045.png	1	2
600099	开尔文III	每次普攻攻击额外附加300/600/<color=#FF3300FF>900</color>点冰属性伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10045.png	1	3
600100	希沃特I	每次普攻攻击额外附加<color=#FF3300FF>300</color>/600/900点暗属性伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10044.png	1	1
600101	希沃特II	每次普攻攻击额外附加300/<color=#FF3300FF>600</color>/900点暗属性伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10044.png	1	2
600102	希沃特III	每次普攻攻击额外附加300/600/<color=#FF3300FF>900</color>点暗属性伤害	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10044.png	1	3
