Id	Name	FightEventId	CharacterId	SynthesisId	SynthesisCount	Capacity	Quality	Icon	ResolveId	ResolveCount	Exp	Description	IsShowInLibrary	Priority
18106021	重能·超频一	222605	1061002	18106022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	10	10	必杀后进入超算（同效果只生效最高）		2032
18106022	重能·超频一	222606	1061002	18106023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	30	30	必杀后进入超算，并恢复1个黄球（同效果只生效最高）		3032
18106023	重能·超频一	222607	1061002	18106024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	90	90	必杀后进入超算，并恢复2个黄球（同效果只生效最高）		4032
18106024	重能·超频一	222608	1061002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	300	270	必杀后进入超算，并恢复3个黄球（同效果只生效最高）	1	5032
18106031	重能·超频二	222609	1061002	18106032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	10	10	格挡成功时，额外恢复5点能量（同效果只生效最高）		2033
18106032	重能·超频二	222610	1061002	18106033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	30	30	格挡成功时，额外恢复10点能量（同效果只生效最高）		3033
18106033	重能·超频二	222611	1061002	18106034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	90	90	格挡成功时，额外恢复15点能量（同效果只生效最高）		4033
18106034	重能·超频二	222612	1061002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	300	270	格挡成功时，额外恢复20点能量（同效果只生效最高）	1	5033
18106041	重能·特种	222613	1061002			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	62803	300	270	黄球格挡敌人可以返还敌人消球数*1000%的伤害。[装甲型]：命中时使目标总抗性减少20%，持续5秒（同效果只生效最高）可解锁重能增幅	1	6034
18107011	爆裂·核心	222701	1071002	18107012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	10	10	远程炮击的攻击伤害增加50%（同效果只生效最高）		2034
18107012	爆裂·核心	222702	1071002	18107013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	30	30	远程炮击的攻击伤害增加100%（同效果只生效最高）		3034
18107013	爆裂·核心	222703	1071002	18107014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	90	90	远程炮击的攻击伤害增加150%（同效果只生效最高）		4034
18107014	爆裂·核心	222704	1071002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	300	270	远程炮击的攻击伤害增加200%（同效果只生效最高）	1	5034
18107021	爆裂·超频一	222705	1071002	18107022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	10	10	释放蓝球时，恢复5点能量（同效果只生效最高）		2035
18107022	爆裂·超频一	222706	1071002	18107023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	30	30	释放蓝球时，恢复10点能量（同效果只生效最高）		3035
18107023	爆裂·超频一	222707	1071002	18107024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	90	90	释放蓝球时，恢复15点能量（同效果只生效最高）		4035
18107024	爆裂·超频一	222708	1071002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	300	270	释放蓝球时，恢复20点能量（同效果只生效最高）	1	5035
18107031	爆裂·超频二	222709	1071002	18107032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	10	10	远程炮击结束进入超算（同效果只生效最高）		2036
18107032	爆裂·超频二	222710	1071002	18107033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	30	30	远程炮击结束进入超算，并获得1个蓝球（同效果只生效最高）		3036
18107033	爆裂·超频二	222711	1071002	18107034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	90	90	远程炮击结束进入超算，并获得2个蓝球（同效果只生效最高）		4036
18107034	爆裂·超频二	222712	1071002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	300	270	远程炮击结束进入超算，并获得3个蓝球（同效果只生效最高）	1	5036
18107041	爆裂·特种	222713	1071002			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	62803	300	270	远程炮击的攻击伤害增加200%（同效果只生效最高）可解锁爆裂增幅	1	6037
18108011	夜刃·核心	222801	1081002	18108012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	10	10	分身攻击伤害提升70%。释放必杀后可追加1次分身攻击（同效果只生效最高）		2037
18108012	夜刃·核心	222802	1081002	18108013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	30	30	分身攻击伤害提升150%。释放必杀后可追加1次分身攻击（同效果只生效最高）		3037
18108013	夜刃·核心	222803	1081002	18108014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	90	90	分身攻击伤害提升220%。释放必杀后可追加1次分身攻击（同效果只生效最高）		4037
18108014	夜刃·核心	222804	1081002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	300	270	分身攻击伤害提升300%。释放必杀后可追加1次分身攻击（同效果只生效最高）	1	5037
18108021	夜刃·超频一	222805	1081002	18108022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	10	10	必杀后进入超算（同效果只生效最高）		2038
18108022	夜刃·超频一	222806	1081002	18108023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	30	30	必杀后进入超算，并恢复1个黄球（同效果只生效最高）		3038
18108023	夜刃·超频一	222807	1081002	18108024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	90	90	必杀后进入超算，并恢复2个黄球（同效果只生效最高）		4038
18108024	夜刃·超频一	222808	1081002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	300	270	必杀后进入超算，并恢复3个黄球（同效果只生效最高）	1	5038
18108031	夜刃·超频二	222809	1081002	18108032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	10	10	三消后，额外获得5能量（同效果只生效最高）		2039
18108032	夜刃·超频二	222810	1081002	18108033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	30	30	三消后，额外获得10能量（同效果只生效最高）		3039
18108033	夜刃·超频二	222811	1081002	18108034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	90	90	三消后，额外获得15能量（同效果只生效最高）		4039
18108034	夜刃·超频二	222812	1081002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	300	270	三消后，额外获得20能量（同效果只生效最高）	1	5039
18108041	夜刃·特种	222813	1081002			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	62803	300	270	分身攻击伤害提升300%。释放必杀后可追加1次分身攻击（同效果只生效最高）可解锁夜刃增幅	1	6040
18109011	黎明·核心	222901	1021002	18109012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	10	10	必杀开启时在身边生成可以聚怪的巨大雷电区域，在该雷电区域内，黎明伤害提升50%（同效果只生效最高）		2040
18109012	黎明·核心	222902	1021002	18109013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	30	30	必杀开启时在身边生成可以聚怪的巨大雷电区域，在该雷电区域内，黎明伤害提升100%（同效果只生效最高）		3040
18109013	黎明·核心	222903	1021002	18109014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	90	90	必杀开启时在身边生成可以聚怪的巨大雷电区域，在该雷电区域内，黎明伤害提升150%（同效果只生效最高）		4040
18109014	黎明·核心	222904	1021002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	300	270	必杀开启时在身边生成可以聚怪的巨大雷电区域，在该雷电区域内，黎明伤害提升200%（同效果只生效最高）	1	5040
18109021	黎明·超频一	222905	1021002	18109022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	10	10	雷电区域造成伤害时，恢复3点能量（同效果只生效最高）		2041
18109022	黎明·超频一	222906	1021002	18109023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	30	30	雷电区域造成伤害时，恢复5点能量（同效果只生效最高）		3041
18109023	黎明·超频一	222907	1021002	18109024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	90	90	雷电区域造成伤害时，恢复7点能量（同效果只生效最高）		4041
18109024	黎明·超频一	222908	1021002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	300	270	雷电区域造成伤害时，恢复10点能量（同效果只生效最高）	1	5041
18109031	黎明·超频二	222909	1021002	18109032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	10	10	必杀后进入超算（同效果只生效最高）		2042
18109032	黎明·超频二	222910	1021002	18109033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	30	30	必杀后进入超算，并恢复1个黄球（同效果只生效最高）		3042
18109033	黎明·超频二	222911	1021002	18109034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	90	90	必杀后进入超算，并恢复2个黄球（同效果只生效最高）		4042
18109034	黎明·超频二	222912	1021002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	300	270	必杀后进入超算，并恢复3个黄球（同效果只生效最高）	1	5042
18109041	黎明·特种	222913	1021002			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	62803	300	270	必杀开启时在身边生成可以聚怪的巨大雷电区域，在该雷电区域内，黎明伤害提升200%（同效果只生效最高）可解锁黎明增幅	1	6043
18110011	流光·核心	223001	1031002	18110012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	10	10	被禁锢的敌人全属性抗性下降8%，禁锢伤害增加50%。[辅助型]：治疗后5秒全队伤害提升10%（同效果只生效最高）		2043
18110012	流光·核心	223002	1031002	18110013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	30	30	被禁锢的敌人全属性抗性下降12%，禁锢伤害增加100%。[辅助型]：治疗后5秒全队伤害提升20%（同效果只生效最高）		3043
18110013	流光·核心	223003	1031002	18110014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	90	90	被禁锢的敌人全属性抗性下降16%，禁锢伤害增加150%。[辅助型]：治疗后5秒全队伤害提升35%（同效果只生效最高）		4043
18110014	流光·核心	223004	1031002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	300	270	被禁锢的敌人全属性抗性下降20%，禁锢伤害增加200%。[辅助型]：治疗后5秒全队伤害提升50%（同效果只生效最高）	1	5043
18110021	流光·超频一	223005	1031002	18110022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	10	10	必杀后进入超算（同效果只生效最高）		2044
18110022	流光·超频一	223006	1031002	18110023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	30	30	必杀后进入超算，并恢复1个黄球（同效果只生效最高）		3044
18110023	流光·超频一	223007	1031002	18110024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	90	90	必杀后进入超算，并恢复2个黄球（同效果只生效最高）		4044
18110024	流光·超频一	223008	1031002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	300	270	必杀后进入超算，并恢复3个黄球（同效果只生效最高）	1	5044
18110031	流光·超频二	223009	1031002	18110032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	10	10	释放黄球后，额外恢复5点能量（同效果只生效最高）		2045
18110032	流光·超频二	223010	1031002	18110033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	30	30	释放黄球后，额外恢复10点能量（同效果只生效最高）		3045
18110033	流光·超频二	223011	1031002	18110034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	90	90	释放黄球后，额外恢复15点能量（同效果只生效最高）		4045
18110034	流光·超频二	223012	1031002			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	300	270	释放黄球后，额外恢复20点能量（同效果只生效最高）	1	5045
18110041	流光·特种	223013	1031002			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	62803	300	270	被禁锢的敌人全属性抗性下降20%，禁锢伤害增加200%。[辅助型]：治疗后5秒全队伤害提升50%（同效果只生效最高）可解锁流光增幅	1	6046
18111011	乱数·核心	223101	1011003	18111012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	10	10	黄球标记追加的射击伤害提升50%（同效果只生效最高）		2046
18111012	乱数·核心	223102	1011003	18111013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	30	30	黄球标记追加的射击伤害提升100%（同效果只生效最高）		3046
18111013	乱数·核心	223103	1011003	18111014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	90	90	黄球标记追加的射击伤害提升150%（同效果只生效最高）		4046
18111014	乱数·核心	223104	1011003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	300	270	黄球标记追加的射击伤害提升200%（同效果只生效最高）	1	5046
18111021	乱数·超频一	223105	1011003	18111022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	10	10	释放黄球后，回复1个蓝球（同效果只生效最高）		2047
18111022	乱数·超频一	223106	1011003	18111023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	30	30	释放黄球后，回复2个蓝球（同效果只生效最高）		3047
18111023	乱数·超频一	223107	1011003	18111024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	90	90	释放黄球后，回复3个蓝球（同效果只生效最高）		4047
18111024	乱数·超频一	223108	1011003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	300	270	释放黄球后，回复4个蓝球（同效果只生效最高）	1	5047
18111031	乱数·超频二	223109	1011003	18111032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	10	10	强化红球的伤害提升20%。释放蓝球后，回复1个红球（同效果只生效最高）		2048
18111032	乱数·超频二	223110	1011003	18111033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	30	30	强化红球的伤害提升50%。释放蓝球后，回复1个红球（同效果只生效最高）		3048
18111033	乱数·超频二	223111	1011003	18111034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	90	90	强化红球的伤害提升70%。释放蓝球后，回复2个红球（同效果只生效最高）		4048
18111034	乱数·超频二	223112	1011003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	300	270	强化红球的伤害提升100%。释放蓝球后，回复3个红球（同效果只生效最高）	1	5048
18111041	乱数·特种	223113	1011003			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	62803	300	270	黄球标记追加的射击伤害提升200%（同效果只生效最高）可解锁乱数增幅	1	6049
18112011	仰光·核心	223201	1031003	18112012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	10	10	治疗量溢出时，受治疗者增伤50%，持续5秒。[辅助型]：治疗后5秒全队伤害提升10%（同效果只生效最高）		2049
18112012	仰光·核心	223202	1031003	18112013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	30	30	治疗量溢出时，受治疗者增伤100%，持续5秒。[辅助型]：治疗后5秒全队伤害提升20%（同效果只生效最高）		3049
18112013	仰光·核心	223203	1031003	18112014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	90	90	治疗量溢出时，受治疗者增伤150%，持续5秒。[辅助型]：治疗后5秒全队伤害提升35%（同效果只生效最高）		4049
18112014	仰光·核心	223204	1031003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	300	270	治疗量溢出时，受治疗者增伤200%，持续5秒。[辅助型]：治疗后5秒全队伤害提升50%（同效果只生效最高）	1	5049
18112021	仰光·超频一	223205	1031003	18112022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	10	10	非必杀期间，光罚造成伤害时，都将额外获得20点能量（同效果只生效最高）		2050
18112022	仰光·超频一	223206	1031003	18112023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	30	30	非必杀期间，光罚造成伤害时，都将额外获得30点能量（同效果只生效最高）		3050
18112023	仰光·超频一	223207	1031003	18112024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	90	90	非必杀期间，光罚造成伤害时，都将额外获得40点能量（同效果只生效最高）		4050
18112024	仰光·超频一	223208	1031003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	300	270	非必杀期间，光罚造成伤害时，都将额外获得50点能量（同效果只生效最高）	1	5050
18112031	仰光·超频二	223209	1031003	18112032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	10	10	释放必杀后进入超算，回复1个蓝球（同效果只生效最高）		2051
18112032	仰光·超频二	223210	1031003	18112033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	30	30	释放必杀后进入超算，回复2个蓝球（同效果只生效最高）		3051
18112033	仰光·超频二	223211	1031003	18112034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	90	90	释放必杀后进入超算，回复3个蓝球（同效果只生效最高）		4051
18112034	仰光·超频二	223212	1031003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	300	270	释放必杀后进入超算，回复4个蓝球（同效果只生效最高）	1	5051
18112041	仰光·特种	223213	1031003			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	62803	300	270	治疗量溢出时，受治疗者增伤200%，持续5秒。[辅助型]：治疗后5秒全队伤害提升50%（同效果只生效最高）可解锁仰光增幅	1	6052
18113011	暗能·核心	223301	1061003	18113012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	10	10	暗影状态下，每有10%能量，获得5%额外伤害加成。[装甲型]：命中时使目标总抗性减少5%，持续5秒（同效果只生效最高）		2052
18113012	暗能·核心	223302	1061003	18113013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	30	30	暗影状态下，每有10%能量，获得12%额外伤害加成。[装甲型]：命中时使目标总抗性减少10%，持续5秒（同效果只生效最高）		3052
18113013	暗能·核心	223303	1061003	18113014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	90	90	暗影状态下，每有10%能量，获得19%额外伤害加成。[装甲型]：命中时使目标总抗性减少15%，持续5秒（同效果只生效最高）		4052
18113014	暗能·核心	223304	1061003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	300	270	暗影状态下，每有10%能量，获得26%额外伤害加成。[装甲型]：命中时使目标总抗性减少20%，持续5秒（同效果只生效最高）	1	5052
18113021	暗能·超频一	223305	1061003	18113022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	10	10	1、2、3消可额外获得1、2、3点能量（同效果只生效最高）		2053
18113022	暗能·超频一	223306	1061003	18113023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	30	30	1、2、3消可额外获得2、3、5点能量（同效果只生效最高）		3053
18113023	暗能·超频一	223307	1061003	18113024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	90	90	1、2、3消可额外获得3、5、7点能量（同效果只生效最高）		4053
18113024	暗能·超频一	223308	1061003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	300	270	1、2、3消可额外获得4、5、10点能量（同效果只生效最高）	1	5053
18113031	暗能·超频二	223309	1061003	18113032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	10	10	攻击获得1个随机信号球，4秒cd（同效果只生效最高）		2054
18113032	暗能·超频二	223310	1061003	18113033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	30	30	攻击获得1个随机信号球，3秒cd（同效果只生效最高）		3054
18113033	暗能·超频二	223311	1061003	18113034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	90	90	攻击获得1个随机信号球，2秒cd（同效果只生效最高）		4054
18113034	暗能·超频二	223312	1061003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	300	270	攻击获得1个随机信号球，1秒cd（同效果只生效最高）	1	5054
18113041	暗能·特种	223313	1061003			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	62803	300	270	暗影状态下，每有10%能量，获得80%额外伤害加成。[装甲型]：命中时使目标总抗性减少20%，持续5秒（同效果只生效最高）可解锁暗能增幅	1	6055
18114011	烬燃·核心	223401	1071003	18114012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	10	10	每有2%的热能，全伤害增加1%（同效果只生效最高）		2055
18114012	烬燃·核心	223402	1071003	18114013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	30	30	每有2%的热能，全伤害增加2%（同效果只生效最高）		3055
18114013	烬燃·核心	223403	1071003	18114014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	90	90	每有2%的热能，全伤害增加3%（同效果只生效最高）		4055
18114014	烬燃·核心	223404	1071003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	300	270	每有2%的热能，全伤害增加4%（同效果只生效最高）	1	5055
18114021	烬燃·超频一	223405	1071003	18114022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	10	10	热能状态下，每次消球额外增加2点能量（同效果只生效最高）		2056
18114022	烬燃·超频一	223406	1071003	18114023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	30	30	热能状态下，每次消球额外增加4点能量（同效果只生效最高）		3056
18114023	烬燃·超频一	223407	1071003	18114024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	90	90	热能状态下，每次消球额外增加6点能量（同效果只生效最高）		4056
18114024	烬燃·超频一	223408	1071003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	300	270	热能状态下，每次消球额外增加8点能量（同效果只生效最高）	1	5056
18114031	烬燃·超频二	223409	1071003	18114032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	10	10	必杀结束后，进入超算（同效果只生效最高）		2057
18114032	烬燃·超频二	223410	1071003	18114033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	30	30	必杀结束后，进入超算并恢复1个蓝色信号球（同效果只生效最高）		3057
18114033	烬燃·超频二	223411	1071003	18114034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	90	90	必杀结束后，进入超算并恢复2个蓝色信号球（同效果只生效最高）		4057
18114034	烬燃·超频二	223412	1071003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	300	270	必杀结束后，进入超算并恢复3个蓝色信号球（同效果只生效最高）	1	5057
18114041	烬燃·特种	223413	1071003			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	62803	300	270	每有2%的热能，全伤害增加4%（同效果只生效最高）可解锁烬燃增幅	1	6058
18115011	脉冲·核心	223501	1051003	18115012	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	10	10	必杀后提升过载伤害20%，可叠加5层。过载中断重置。[装甲型]：命中时使目标总抗性减少5%，持续5秒（同效果只生效最高）		2058
18115012	脉冲·核心	223502	1051003	18115013	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	30	30	必杀后提升过载伤害30%，可叠加5层。过载中断重置。[装甲型]：命中时使目标总抗性减少10%，持续5秒（同效果只生效最高）		3058
18115013	脉冲·核心	223503	1051003	18115014	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	90	90	必杀后提升过载伤害40%，可叠加5层。过载中断重置。[装甲型]：命中时使目标总抗性减少15%，持续5秒（同效果只生效最高）		4058
18115014	脉冲·核心	223504	1051003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	300	270	必杀后提升过载伤害50%，可叠加5层。过载中断重置。[装甲型]：命中时使目标总抗性减少20%，持续5秒（同效果只生效最高）	1	5058
18115021	脉冲·超频一	223505	1051003	18115022	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	10	10	一次必杀后触发的过载模式时长延长1秒（同效果只生效最高）		2059
18115022	脉冲·超频一	223506	1051003	18115023	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	30	30	一次必杀后触发的过载模式时长延长2秒（同效果只生效最高）		3059
18115023	脉冲·超频一	223507	1051003	18115024	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	90	90	一次必杀后触发的过载模式时长延长3秒（同效果只生效最高）		4059
18115024	脉冲·超频一	223508	1051003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	300	270	一次必杀后触发的过载模式时长延长4秒（同效果只生效最高）	1	5059
18115031	脉冲·超频二	223509	1051003	18115032	3	1	2	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	10	10	释放必杀后进入超算（同效果只生效最高）		2060
18115032	脉冲·超频二	223510	1051003	18115033	3	2	3	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	30	30	释放必杀后进入超算，且恢复1个红球（同效果只生效最高）		3060
18115033	脉冲·超频二	223511	1051003	18115034	3	4	4	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	90	90	释放必杀后进入超算，且恢复2个红球（同效果只生效最高）		4060
18115034	脉冲·超频二	223512	1051003			6	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	300	270	释放必杀后进入超算，且恢复3个红球（同效果只生效最高）	1	5060
18115041	脉冲·特种	223513	1051003			6	6	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	62803	300	270	必杀后提升过载伤害50%，可叠加5层。过载中断重置。[装甲型]：命中时使目标总抗性减少20%，持续5秒（同效果只生效最高）可解锁脉冲增幅	1	6061
