Id	Type	Level	Name	CharacterId	Quality	FightEventId	Icon	Description	Priority
209012	20901	2	黎明·核心Ⅱ	1021002	3	222902	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	必杀开启时在身边生成可以聚怪的巨大雷电区域，在该雷电区域内，黎明伤害提升100%	1158
209013	20901	3	黎明·核心Ⅲ	1021002	4	222903	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	必杀开启时在身边生成可以聚怪的巨大雷电区域，在该雷电区域内，黎明伤害提升150%	1159
209014	20901	4	黎明·核心Ⅳ	1021002	5	222904	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	必杀开启时在身边生成可以聚怪的巨大雷电区域，在该雷电区域内，黎明伤害提升200%	1160
209021	20902	1	黎明·超频一Ⅰ	1021002	2	222905	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	雷电区域造成伤害时，恢复3点能量	1161
209022	20902	2	黎明·超频一Ⅱ	1021002	3	222906	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	雷电区域造成伤害时，恢复5点能量	1162
209023	20902	3	黎明·超频一Ⅲ	1021002	4	222907	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	雷电区域造成伤害时，恢复7点能量	1163
209024	20902	4	黎明·超频一Ⅳ	1021002	5	222908	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	雷电区域造成伤害时，恢复10点能量	1164
209031	20903	1	黎明·超频二Ⅰ	1021002	2	222909	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	必杀后进入超算	1165
209032	20903	2	黎明·超频二Ⅱ	1021002	3	222910	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	必杀后进入超算，并恢复1个黄球	1166
209033	20903	3	黎明·超频二Ⅲ	1021002	4	222911	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	必杀后进入超算，并恢复2个黄球	1167
209034	20903	4	黎明·超频二Ⅳ	1021002	5	222912	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	必杀后进入超算，并恢复3个黄球	1168
210011	21001	1	流光·核心Ⅰ	1031002	2	223001	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	被禁锢的敌人全属性抗性下降8%，禁锢伤害增加50%。[辅助型]：治疗后5秒全队伤害提升10%	1169
210012	21001	2	流光·核心Ⅱ	1031002	3	223002	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	被禁锢的敌人全属性抗性下降12%，禁锢伤害增加100%。[辅助型]：治疗后5秒全队伤害提升20%	1170
210013	21001	3	流光·核心Ⅲ	1031002	4	223003	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	被禁锢的敌人全属性抗性下降16%，禁锢伤害增加150%。[辅助型]：治疗后5秒全队伤害提升35%	1171
210014	21001	4	流光·核心Ⅳ	1031002	5	223004	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	被禁锢的敌人全属性抗性下降20%，禁锢伤害增加200%。[辅助型]：治疗后5秒全队伤害提升50%	1172
210021	21002	1	流光·超频一Ⅰ	1031002	2	223005	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	必杀后进入超算	1173
210022	21002	2	流光·超频一Ⅱ	1031002	3	223006	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	必杀后进入超算，并恢复1个黄球	1174
210023	21002	3	流光·超频一Ⅲ	1031002	4	223007	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	必杀后进入超算，并恢复2个黄球	1175
210024	21002	4	流光·超频一Ⅳ	1031002	5	223008	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	必杀后进入超算，并恢复3个黄球	1176
210031	21003	1	流光·超频二Ⅰ	1031002	2	223009	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	释放黄球后，额外恢复5点能量	1177
210032	21003	2	流光·超频二Ⅱ	1031002	3	223010	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	释放黄球后，额外恢复10点能量	1178
210033	21003	3	流光·超频二Ⅲ	1031002	4	223011	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	释放黄球后，额外恢复15点能量	1179
210034	21003	4	流光·超频二Ⅳ	1031002	5	223012	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	释放黄球后，额外恢复20点能量	1180
211011	21101	1	乱数·核心Ⅰ	1011003	2	223101	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	黄球标记追加的射击伤害提升50%	1181
211012	21101	2	乱数·核心Ⅱ	1011003	3	223102	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	黄球标记追加的射击伤害提升100%	1182
211013	21101	3	乱数·核心Ⅲ	1011003	4	223103	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	黄球标记追加的射击伤害提升150%	1183
211014	21101	4	乱数·核心Ⅳ	1011003	5	223104	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	黄球标记追加的射击伤害提升200%	1184
211021	21102	1	乱数·超频一Ⅰ	1011003	2	223105	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	释放黄球后，回复1个蓝球	1185
211022	21102	2	乱数·超频一Ⅱ	1011003	3	223106	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	释放黄球后，回复2个蓝球	1186
211023	21102	3	乱数·超频一Ⅲ	1011003	4	223107	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	释放黄球后，回复3个蓝球	1187
211024	21102	4	乱数·超频一Ⅳ	1011003	5	223108	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	释放黄球后，回复4个蓝球	1188
211031	21103	1	乱数·超频二Ⅰ	1011003	2	223109	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	强化红球的伤害提升20%。释放蓝球后，回复1个红球	1189
211032	21103	2	乱数·超频二Ⅱ	1011003	3	223110	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	强化红球的伤害提升50%。释放蓝球后，回复1个红球	1190
211033	21103	3	乱数·超频二Ⅲ	1011003	4	223111	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	强化红球的伤害提升70%。释放蓝球后，回复2个红球	1191
211034	21103	4	乱数·超频二Ⅳ	1011003	5	223112	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	强化红球的伤害提升100%。释放蓝球后，回复3个红球	1192
212011	21201	1	仰光·核心Ⅰ	1031003	2	223201	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	治疗量溢出时，受治疗者增伤50%，持续5秒。[辅助型]：治疗后5秒全队伤害提升10%	1193
212012	21201	2	仰光·核心Ⅱ	1031003	3	223202	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	治疗量溢出时，受治疗者增伤100%，持续5秒。[辅助型]：治疗后5秒全队伤害提升20%	1194
212013	21201	3	仰光·核心Ⅲ	1031003	4	223203	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	治疗量溢出时，受治疗者增伤150%，持续5秒。[辅助型]：治疗后5秒全队伤害提升35%	1195
212014	21201	4	仰光·核心Ⅳ	1031003	5	223204	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	治疗量溢出时，受治疗者增伤200%，持续5秒。[辅助型]：治疗后5秒全队伤害提升50%	1196
212021	21202	1	仰光·超频一Ⅰ	1031003	2	223205	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	非必杀期间，光罚造成伤害时，都将额外获得20点能量	1197
212022	21202	2	仰光·超频一Ⅱ	1031003	3	223206	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	非必杀期间，光罚造成伤害时，都将额外获得30点能量	1198
212023	21202	3	仰光·超频一Ⅲ	1031003	4	223207	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	非必杀期间，光罚造成伤害时，都将额外获得40点能量	1199
212024	21202	4	仰光·超频一Ⅳ	1031003	5	223208	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	非必杀期间，光罚造成伤害时，都将额外获得50点能量	1200
212031	21203	1	仰光·超频二Ⅰ	1031003	2	223209	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	释放必杀后进入超算，回复1个蓝球	1201
212032	21203	2	仰光·超频二Ⅱ	1031003	3	223210	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	释放必杀后进入超算，回复2个蓝球	1202
212033	21203	3	仰光·超频二Ⅲ	1031003	4	223211	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	释放必杀后进入超算，回复3个蓝球	1203
212034	21203	4	仰光·超频二Ⅳ	1031003	5	223212	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	释放必杀后进入超算，回复4个蓝球	1204
213011	21301	1	暗能·核心Ⅰ	1061003	2	223301	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	暗影状态下，每有10%能量，获得5%额外伤害加成。[装甲型]：命中时使目标总抗性减少5%，持续5秒	1205
213012	21301	2	暗能·核心Ⅱ	1061003	3	223302	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	暗影状态下，每有10%能量，获得12%额外伤害加成。[装甲型]：命中时使目标总抗性减少10%，持续5秒	1206
213013	21301	3	暗能·核心Ⅲ	1061003	4	223303	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	暗影状态下，每有10%能量，获得19%额外伤害加成。[装甲型]：命中时使目标总抗性减少15%，持续5秒	1207
213014	21301	4	暗能·核心Ⅳ	1061003	5	223304	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	暗影状态下，每有10%能量，获得26%额外伤害加成。[装甲型]：命中时使目标总抗性减少20%，持续5秒	1208
213021	21302	1	暗能·超频一Ⅰ	1061003	2	223305	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	1、2、3消可额外获得1、2、3点能量	1209
213022	21302	2	暗能·超频一Ⅱ	1061003	3	223306	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	1、2、3消可额外获得2、3、5点能量	1210
213023	21302	3	暗能·超频一Ⅲ	1061003	4	223307	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	1、2、3消可额外获得3、5、7点能量	1211
213024	21302	4	暗能·超频一Ⅳ	1061003	5	223308	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	1、2、3消可额外获得4、5、10点能量	1212
213031	21303	1	暗能·超频二Ⅰ	1061003	2	223309	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	攻击可获得1个随机信号球，4秒cd	1213
213032	21303	2	暗能·超频二Ⅱ	1061003	3	223310	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	攻击可获得1个随机信号球，3秒cd	1214
213033	21303	3	暗能·超频二Ⅲ	1061003	4	223311	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	攻击可获得1个随机信号球，2秒cd	1215
213034	21303	4	暗能·超频二Ⅳ	1061003	5	223312	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	攻击可获得1个随机信号球，1秒cd	1216
214011	21401	1	烬燃·核心Ⅰ	1071003	2	223401	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	每有2%的热能，全伤害增加1%	1217
214012	21401	2	烬燃·核心Ⅱ	1071003	3	223402	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	每有2%的热能，全伤害增加2%	1218
214013	21401	3	烬燃·核心Ⅲ	1071003	4	223403	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	每有2%的热能，全伤害增加3%	1219
214014	21401	4	烬燃·核心Ⅳ	1071003	5	223404	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	每有2%的热能，全伤害增加4%	1220
214021	21402	1	烬燃·超频一Ⅰ	1071003	2	223405	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	热能状态下，每次消球额外增加2点能量	1221
214022	21402	2	烬燃·超频一Ⅱ	1071003	3	223406	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	热能状态下，每次消球额外增加4点能量	1222
214023	21402	3	烬燃·超频一Ⅲ	1071003	4	223407	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	热能状态下，每次消球额外增加6点能量	1223
214024	21402	4	烬燃·超频一Ⅳ	1071003	5	223408	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	热能状态下，每次消球额外增加8点能量	1224
214031	21403	1	烬燃·超频二Ⅰ	1071003	2	223409	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	必杀结束后，进入超算	1225
214032	21403	2	烬燃·超频二Ⅱ	1071003	3	223410	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	必杀结束后，进入超算并恢复1个蓝色信号球	1226
214033	21403	3	烬燃·超频二Ⅲ	1071003	4	223411	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	必杀结束后，进入超算并恢复2个蓝色信号球	1227
214034	21403	4	烬燃·超频二Ⅳ	1071003	5	223412	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	必杀结束后，进入超算并恢复3个蓝色信号球	1228
215011	21501	1	脉冲·核心Ⅰ	1051003	2	223501	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	必杀后提升过载伤害20%，可叠加5层。过载中断重置。[装甲型]：命中时使目标总抗性减少5%，持续5秒	1229
215012	21501	2	脉冲·核心Ⅱ	1051003	3	223502	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	必杀后提升过载伤害30%，可叠加5层。过载中断重置。[装甲型]：命中时使目标总抗性减少10%，持续5秒	1230
215013	21501	3	脉冲·核心Ⅲ	1051003	4	223503	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	必杀后提升过载伤害40%，可叠加5层。过载中断重置。[装甲型]：命中时使目标总抗性减少15%，持续5秒	1231
215014	21501	4	脉冲·核心Ⅳ	1051003	5	223504	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	必杀后提升过载伤害50%，可叠加5层。过载中断重置。[装甲型]：命中时使目标总抗性减少20%，持续5秒	1232
215021	21502	1	脉冲·超频一Ⅰ	1051003	2	223505	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	一次必杀后触发的过载模式时长延长1秒	1233
215022	21502	2	脉冲·超频一Ⅱ	1051003	3	223506	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	一次必杀后触发的过载模式时长延长2秒	1234
215023	21502	3	脉冲·超频一Ⅲ	1051003	4	223507	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	一次必杀后触发的过载模式时长延长3秒	1235
215024	21502	4	脉冲·超频一Ⅳ	1051003	5	223508	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	一次必杀后触发的过载模式时长延长4秒	1236
215031	21503	1	脉冲·超频二Ⅰ	1051003	2	223509	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	释放必杀后进入超算	1237
215032	21503	2	脉冲·超频二Ⅱ	1051003	3	223510	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	释放必杀后进入超算，且恢复1个红球	1238
215033	21503	3	脉冲·超频二Ⅲ	1051003	4	223511	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	释放必杀后进入超算，且恢复2个红球	1239
215034	21503	4	脉冲·超频二Ⅳ	1051003	5	223512	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	释放必杀后进入超算，且恢复3个红球	1240
216011	21601	1	深红之渊·核心Ⅰ	1021003	2	223601	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	剑气球暴击时，暴击伤害提升25%	1241
216012	21601	2	深红之渊·核心Ⅱ	1021003	3	223602	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	剑气球暴击时，暴击伤害提升50%	1242
216013	21601	3	深红之渊·核心Ⅲ	1021003	4	223603	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	剑气球暴击时，暴击伤害提升75%	1243
216014	21601	4	深红之渊·核心Ⅳ	1021003	5	223604	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	剑气球暴击时，暴击伤害提升100%	1244
216021	21602	1	深红之渊·超频一Ⅰ	1021003	2	223605	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	必杀技结束后进入超算并回复1个蓝球，且暴击率提升20%，持续5秒	1245
216022	21602	2	深红之渊·超频一Ⅱ	1021003	3	223606	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	必杀技结束后进入超算并回复1个蓝球，且暴击率提升30%，持续6秒	1246
216023	21602	3	深红之渊·超频一Ⅲ	1021003	4	223607	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	必杀技结束后进入超算并回复1个蓝球，且暴击率提升40%，持续7秒	1247
216024	21602	4	深红之渊·超频一Ⅳ	1021003	5	223608	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	必杀技结束后进入超算并回复1个蓝球，且暴击率提升55%，持续8秒	1248
216031	21603	1	深红之渊·超频二Ⅰ	1021003	2	223609	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	释放剑气球时，恢复2点能量	1249
216032	21603	2	深红之渊·超频二Ⅱ	1021003	3	223610	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	释放剑气球时，恢复4点能量	1250
216033	21603	3	深红之渊·超频二Ⅲ	1021003	4	223611	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	释放剑气球时，恢复6点能量	1251
216034	21603	4	深红之渊·超频二Ⅳ	1021003	5	223612	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	释放剑气球时，恢复9点能量	1252
217011	21701	1	夙星·核心Ⅰ	1081003	2	223701	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	化为暗影的攻击伤害提升50%	1253
217012	21701	2	夙星·核心Ⅱ	1081003	3	223702	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	化为暗影的攻击伤害提升100%	1254
217013	21701	3	夙星·核心Ⅲ	1081003	4	223703	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	化为暗影的攻击伤害提升150%	1255
217014	21701	4	夙星·核心Ⅳ	1081003	5	223704	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	化为暗影的攻击伤害提升200%	1256
217021	21702	1	夙星·超频一Ⅰ	1081003	2	223705	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	必杀结束后，回复1个红球，10秒内攻击力提升20%	1257
217022	21702	2	夙星·超频一Ⅱ	1081003	3	223706	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	必杀结束后，回复2个红球，10秒内攻击力提升30%	1258
217023	21702	3	夙星·超频一Ⅲ	1081003	4	223707	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	必杀结束后，回复3个红球，10秒内攻击力提升40%	1259
217024	21702	4	夙星·超频一Ⅳ	1081003	5	223708	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	必杀结束后，回复4个红球，10秒内攻击力提升50%	1260
217031	21703	1	夙星·超频二Ⅰ	1081003	2	223709	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	触发核心被动后，获得4点能量，10秒内攻击力提升20%	1261
217032	21703	2	夙星·超频二Ⅱ	1081003	3	223710	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	触发核心被动后，获得8点能量，10秒内攻击力提升30%	1262
217033	21703	3	夙星·超频二Ⅲ	1081003	4	223711	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	触发核心被动后，获得12点能量，10秒内攻击力提升40%	1263
217034	21703	4	夙星·超频二Ⅳ	1081003	5	223712	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	触发核心被动后，获得15点能量，10秒内攻击力提升50%	1264
218011	21801	1	溢彩·核心Ⅰ	1091002	2	223801	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	蓄力或必杀可触发队友QTE，且蓄力攻击伤害提升50%。[装甲型]：命中时使目标总抗性减少5%，持续5秒	1265
218012	21801	2	溢彩·核心Ⅱ	1091002	3	223802	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	蓄力或必杀可触发队友QTE，且蓄力攻击伤害提升100%。[装甲型]：命中时使目标总抗性减少10%，持续5秒	1266
218013	21801	3	溢彩·核心Ⅲ	1091002	4	223803	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	蓄力或必杀可触发队友QTE，且蓄力攻击伤害提升150%。[装甲型]：命中时使目标总抗性减少15%，持续5秒	1267
218014	21801	4	溢彩·核心Ⅳ	1091002	5	223804	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	蓄力或必杀可触发队友QTE，且蓄力攻击伤害提升200%。[装甲型]：命中时使目标总抗性减少20%，持续5秒	1268
218021	21802	1	溢彩·超频一Ⅰ	1091002	2	223805	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	蓄力攻击后进入超算	1269
218022	21802	2	溢彩·超频一Ⅱ	1091002	3	223806	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	蓄力攻击后进入超算，并获得1个蓝球	1270
218023	21802	3	溢彩·超频一Ⅲ	1091002	4	223807	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	蓄力攻击后进入超算，并获得2个蓝球	1271
218024	21802	4	溢彩·超频一Ⅳ	1091002	5	223808	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	蓄力攻击后进入超算，并获得3个蓝球	1272
218031	21803	1	溢彩·超频二Ⅰ	1091002	2	223809	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	释放三消时，额外获得4点能量	1273
218032	21803	2	溢彩·超频二Ⅱ	1091002	3	223810	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	释放三消时，额外获得8点能量	1274
218033	21803	3	溢彩·超频二Ⅲ	1091002	4	223811	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	释放三消时，额外获得12点能量	1275
218034	21803	4	溢彩·超频二Ⅳ	1091002	5	223812	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	释放三消时，额外获得15点能量	1276
219011	21901	1	真理·核心Ⅰ	1041003	2	223901	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	狙击状态下，普攻每箭伤害比上一箭提高20%，最多6次，退出狙击状态后重置	1277
219012	21901	2	真理·核心Ⅱ	1041003	3	223902	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	狙击状态下，普攻每箭伤害比上一箭提高40%，最多6次，退出狙击状态后重置	1278
219013	21901	3	真理·核心Ⅲ	1041003	4	223903	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	狙击状态下，普攻每箭伤害比上一箭提高60%，最多6次，退出狙击状态后重置	1279
219014	21901	4	真理·核心Ⅳ	1041003	5	223904	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	狙击状态下，普攻每箭伤害比上一箭提高80%，最多6次，退出狙击状态后重置	1280
219021	21902	1	真理·超频一Ⅰ	1041003	2	223905	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	三消伤害提高15%。狙击状态下，每4秒获得一组红三消	1281
219022	21902	2	真理·超频一Ⅱ	1041003	3	223906	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	三消伤害提高25%。狙击状态下，每4秒获得一组红三消	1282
219023	21902	3	真理·超频一Ⅲ	1041003	4	223907	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	三消伤害提高35%。狙击状态下，每4秒获得一组红三消	1283
219024	21902	4	真理·超频一Ⅳ	1041003	5	223908	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	三消伤害提高50%。狙击状态下，每4秒获得一组红三消	1284
219031	21903	1	真理·超频二Ⅰ	1041003	2	223909	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	狙击箭矢30%概率造成2次伤害，并获得一个蓝球	1285
219032	21903	2	真理·超频二Ⅱ	1041003	3	223910	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	狙击箭矢50%概率造成2次伤害，并获得一个蓝球	1286
219033	21903	3	真理·超频二Ⅲ	1041003	4	223911	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	狙击箭矢70%概率造成2次伤害，并获得一个蓝球	1287
219034	21903	4	真理·超频二Ⅳ	1041003	5	223912	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	狙击箭矢造成2次伤害，并获得一个蓝球	1288
220011	22001	1	银牙·核心Ⅰ	1111002	2	224001	Assets/Product/Texture/Image/RolePlayer/RoleHeadSufeiya4.png	拾取能量球时，对范围敌人造成70%额外伤害。[辅助型]：治疗后5秒全队伤害提升10%	1289
220012	22001	2	银牙·核心Ⅱ	1111002	3	224002	Assets/Product/Texture/Image/RolePlayer/RoleHeadSufeiya4.png	拾取能量球时，对范围敌人造成150%额外伤害。[辅助型]：治疗后5秒全队伤害提升20%	1290
220013	22001	3	银牙·核心Ⅲ	1111002	4	224003	Assets/Product/Texture/Image/RolePlayer/RoleHeadSufeiya4.png	拾取能量球时，对范围敌人造成220%额外伤害。[辅助型]：治疗后5秒全队伤害提升35%	1291
220014	22001	4	银牙·核心Ⅳ	1111002	5	224004	Assets/Product/Texture/Image/RolePlayer/RoleHeadSufeiya4.png	拾取能量球时，对范围敌人造成300%额外伤害。[辅助型]：治疗后5秒全队伤害提升50%	1292
220021	22002	1	银牙·超频一Ⅰ	1111002	2	224005	Assets/Product/Texture/Image/RolePlayer/RoleHeadSufeiya4.png	释放必杀时，额外掉落1个能量球	1293
220022	22002	2	银牙·超频一Ⅱ	1111002	3	224006	Assets/Product/Texture/Image/RolePlayer/RoleHeadSufeiya4.png	释放必杀时，额外掉落2个能量球	1294
220023	22002	3	银牙·超频一Ⅲ	1111002	4	224007	Assets/Product/Texture/Image/RolePlayer/RoleHeadSufeiya4.png	释放必杀时，额外掉落3个能量球	1295
220024	22002	4	银牙·超频一Ⅳ	1111002	5	224008	Assets/Product/Texture/Image/RolePlayer/RoleHeadSufeiya4.png	释放必杀时，额外掉落4个能量球	1296
220031	22003	1	银牙·超频二Ⅰ	1111002	2	224009	Assets/Product/Texture/Image/RolePlayer/RoleHeadSufeiya4.png	拾取能量球时，额外回复6点能量	1297
220032	22003	2	银牙·超频二Ⅱ	1111002	3	224010	Assets/Product/Texture/Image/RolePlayer/RoleHeadSufeiya4.png	拾取能量球时，额外回复9点能量	1298
220033	22003	3	银牙·超频二Ⅲ	1111002	4	224011	Assets/Product/Texture/Image/RolePlayer/RoleHeadSufeiya4.png	拾取能量球时，额外回复12点能量	1299
