Id	SkillKey	Name	Desc	ShortDesc	DescParams	Icon	ComboList	BuildTags	Level	Magics	Type	IsOutPool	SaveScore	Character	BuyPrice	SellPrice	IsOutWiki	WikiPriority	CostTL	CSMag	TLDam	Quality	KeyWordIds
10251102	1025110	汲能冲袭	· 获得{0}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序值</color>；\n· <color=#9B8015><Icon=IconAttack|45|45|0.5/>攻击</color>属性提升{1}点。	造成伤害并获得<color=#516797><Icon=IconOverClock|45|45|0.5/>超序值</color>与<color=#9B8015><Icon=IconAttack|45|45|0.5/>攻击</color>属性提升	['10', '25']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipTongyongFanyingzhuangjia.png	[1025110]		2	[10251100]	1		3000	3	20	10			30	25000	1	2	
10251103	1025110	汲能冲袭	· 获得{0}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序值</color>；\n· <color=#9B8015><Icon=IconAttack|45|45|0.5/>攻击</color>属性提升{1}点。	造成伤害并获得<color=#516797><Icon=IconOverClock|45|45|0.5/>超序值</color>与<color=#9B8015><Icon=IconAttack|45|45|0.5/>攻击</color>属性提升	['10', '35']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipTongyongFanyingzhuangjia.png	[1025110]		3	[10251100]	1		4500	3	20	10			30	30000	1	2	
10251104	1025110	汲能冲袭	· 获得{0}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序值</color>；\n· <color=#9B8015><Icon=IconAttack|45|45|0.5/>攻击</color>属性提升{1}点。	造成伤害并获得<color=#516797><Icon=IconOverClock|45|45|0.5/>超序值</color>与<color=#9B8015><Icon=IconAttack|45|45|0.5/>攻击</color>属性提升	['10', '35']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipTongyongFanyingzhuangjia.png	[1025110]		4	[10251100]	1		6000	3	20	10			30	30000	1	2	
10251105	1025110	汲能冲袭	· 获得{0}点<color=#516797><Icon=IconOverClock|45|45|0.5/>超序值</color>；\n· <color=#9B8015><Icon=IconAttack|45|45|0.5/>攻击</color>属性提升{1}点。	造成伤害并获得<color=#516797><Icon=IconOverClock|45|45|0.5/>超序值</color>与<color=#9B8015><Icon=IconAttack|45|45|0.5/>攻击</color>属性提升	['10', '35']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipTongyongFanyingzhuangjia.png	[1025110]		5	[10251100]	1		6000	3	20	10			30	30000	1	2	
10251111	1025111	坚意固守	· <color=#6F4877><Icon=IconStamina|45|45|0.5/>战意</color>属性>{0}点时（当前：{Attr:3}），额外获得{1}层<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color> 。	造成伤害，并根据<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意</color>属性获得<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>	['120', '1']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipTongyongFanyingzhuangjia.png	[1025111]	[17]	1	[10251110]	1		1500	3	20	10			25	18000	1	2	
10251112	1025111	坚意固守	· <color=#6F4877><Icon=IconStamina|45|45|0.5/>战意</color>属性>{0}点时（当前：{Attr:3}），额外获得{1}层<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color> 。	造成伤害，并根据<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意</color>属性获得<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>	['120', '1']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipTongyongFanyingzhuangjia.png	[1025111]	[17]	2	[10251110]	1		3000	3	20	10			25	22500	1	2	
10251113	1025111	坚意固守	· <color=#6F4877><Icon=IconStamina|45|45|0.5/>战意</color>属性>{0}点时（当前：{Attr:3}），额外获得{1}层<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color> 。	造成伤害，并根据<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意</color>属性获得<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>	['120', '1']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipTongyongFanyingzhuangjia.png	[1025111]	[17]	3	[10251110]	1		4500	3	20	10			25	27000	1	2	
10251114	1025111	坚意固守	· <color=#6F4877><Icon=IconStamina|45|45|0.5/>战意</color>属性>{0}点时（当前：{Attr:3}），额外获得{1}层<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color> 。	造成伤害，并根据<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意</color>属性获得<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>	['120', '1']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipTongyongFanyingzhuangjia.png	[1025111]	[17]	4	[10251110]	1		6000	3	20	10			25	27000	1	2	
10251115	1025111	坚意固守	· <color=#6F4877><Icon=IconStamina|45|45|0.5/>战意</color>属性>{0}点时（当前：{Attr:3}），额外获得{1}层<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color> 。	造成伤害，并根据<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意</color>属性获得<color=#516797><<Icon=IconBlock|45|45|0.5/>格挡></color>	['120', '1']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipTongyongFanyingzhuangjia.png	[1025111]	[17]	5	[10251110]	1		6000	3	20	10			25	27000	1	2	
10251121	1025112	迅击	· 恢复自身{0}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。\n· 此次技能若是<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>，额外造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>。	造成伤害，恢复<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>，若是<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>，额外造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>	['10']	Assets/Product/Texture/Image/IconSkill/QTE1.png	[1025112]	[13, 16]	1	[10251120]	1		1500	3	20	10			20	12000	1	2	
10251122	1025112	迅击	· 恢复自身{0}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。\n· 此次技能若是<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>，额外造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>。	造成伤害，恢复<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>，若是<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>，额外造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>	['10']	Assets/Product/Texture/Image/IconSkill/QTE1.png	[1025112]	[13, 16]	2	[10251120]	1		3000	3	20	10			20	15000	1	2	
10251123	1025112	迅击	· 恢复自身{0}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。\n· 此次技能若是<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>，额外造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>。	造成伤害，恢复<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>，若是<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>，额外造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>	['10']	Assets/Product/Texture/Image/IconSkill/QTE1.png	[1025112]	[13, 16]	3	[10251120]	1		4500	3	20	10			20	18000	1	2	
10251124	1025112	迅击	· 恢复自身{0}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。\n· 此次技能若是<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>，额外造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>。	造成伤害，恢复<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>，若是<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>，额外造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>	['10']	Assets/Product/Texture/Image/IconSkill/QTE1.png	[1025112]	[13, 16]	4	[10251120]	1		6000	3	20	10			20	18000	1	2	
10251125	1025112	迅击	· 恢复自身{0}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。\n· 此次技能若是<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>，额外造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>。	造成伤害，恢复<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>，若是<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>，额外造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>	['10']	Assets/Product/Texture/Image/IconSkill/QTE1.png	[1025112]	[13, 16]	5	[10251120]	1		6000	3	20	10			20	18000	1	2	
10252011	1025201	焰扬逐风	造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>时触发：\n· 造成{0}层<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>。	造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>时，造成伤害与<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>	['1']	Assets/Product/Texture/Image/IconSkill/QTE1.png	[1025201, 1025202]	[12, 13]	1	[10252010]	4		2000	3	20	10				5000	1	3	
10252012	1025201	焰扬逐风	造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>时触发：\n· 造成{0}层<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>。	造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>时，造成伤害与<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>	['1']	Assets/Product/Texture/Image/IconSkill/QTE1.png	[1025201, 1025202]	[12, 13]	2	[10252010]	4		4000	3	20	10				6500	1	3	
10252013	1025201	焰扬逐风	造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>时触发：\n· 造成{0}层<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>。	造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>时，造成伤害与<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>	['1']	Assets/Product/Texture/Image/IconSkill/QTE1.png	[1025201, 1025202]	[12, 13]	3	[10252010]	4		6000	3	20	10				8000	1	3	
10252014	1025201	焰扬逐风	造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>时触发：\n· 造成{0}层<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>。	造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>时，造成伤害与<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>	['1']	Assets/Product/Texture/Image/IconSkill/QTE1.png	[1025201, 1025202]	[12, 13]	4	[10252010]	4		8000	3	20	10				8000	1	3	
10252015	1025201	焰扬逐风	造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>时触发：\n· 造成{0}层<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>。	造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>时，造成伤害与<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>	['1']	Assets/Product/Texture/Image/IconSkill/QTE1.png	[1025201, 1025202]	[12, 13]	5	[10252010]	4		8000	3	20	10				8000	1	3	
10252021	1025202	焚灭	对手身上的<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>首次达到{0}层时触发：\n· 本次战斗内使用任意技能均将<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>。	对手<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>一定层数时，造成伤害并使后续技能<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>	['15']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuchuGuozaibiaoji.png	[1025205]	[12, 16]	1	[10252020]	4		2000	3	20	10				30000	1	3	
10252022	1025202	焚灭	对手身上的<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>首次达到{0}层时触发：\n· 本次战斗内使用任意技能均将<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>。	对手<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>一定层数时，造成伤害并使后续技能<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>	['15']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuchuGuozaibiaoji.png	[1025205]	[12, 16]	2	[10252020]	4		4000	3	20	10				40000	1	3	
10252023	1025202	焚灭	对手身上的<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>首次达到{0}层时触发：\n· 本次战斗内使用任意技能均将<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>。	对手<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>一定层数时，造成伤害并使后续技能<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>	['15']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuchuGuozaibiaoji.png	[1025205]	[12, 16]	3	[10252020]	4		6000	3	20	10				50000	1	3	
10252024	1025202	焚灭	对手身上的<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>首次达到{0}层时触发：\n· 本次战斗内使用任意技能均将<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>。	对手<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>一定层数时，造成伤害并使后续技能<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>	['15']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuchuGuozaibiaoji.png	[1025205]	[12, 16]	4	[10252020]	4		8000	3	20	10				50000	1	3	
10252025	1025202	焚灭	对手身上的<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>首次达到{0}层时触发：\n· 本次战斗内使用任意技能均将<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>。	对手<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>一定层数时，造成伤害并使后续技能<color=#B96716><Icon=IconCrit|45|45|0.5/>暴击</color>	['15']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuchuGuozaibiaoji.png	[1025205]	[12, 16]	5	[10252020]	4		8000	3	20	10				50000	1	3	
10252031	1025203	烬尘	对处于<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>状态的对手使用{0}次技能时触发：\n· 造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>。	对<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>对手使用多次技能时，造成伤害与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>	['3']	Assets/Product/Texture/Image/IconSkill/QTE1.png	[1025203, 1025204]	[12, 13]	1	[10252030]	4		1500	3	20	10				9000	1	2	
10252032	1025203	烬尘	对处于<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>状态的对手使用{0}次技能时触发：\n· 造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>。	对<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>对手使用多次技能时，造成伤害与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>	['3']	Assets/Product/Texture/Image/IconSkill/QTE1.png	[1025203, 1025204]	[12, 13]	2	[10252030]	4		3000	3	20	10				13500	1	2	
10252033	1025203	烬尘	对处于<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>状态的对手使用{0}次技能时触发：\n· 造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>。	对<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>对手使用多次技能时，造成伤害与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>	['3']	Assets/Product/Texture/Image/IconSkill/QTE1.png	[1025203, 1025204]	[12, 13]	3	[10252030]	4		4500	3	20	10				18000	1	2	
10252034	1025203	烬尘	对处于<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>状态的对手使用{0}次技能时触发：\n· 造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>。	对<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>对手使用多次技能时，造成伤害与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>	['3']	Assets/Product/Texture/Image/IconSkill/QTE1.png	[1025203, 1025204]	[12, 13]	4	[10252030]	4		6000	3	20	10				18000	1	2	
10252035	1025203	烬尘	对处于<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>状态的对手使用{0}次技能时触发：\n· 造成<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>。	对<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>对手使用多次技能时，造成伤害与<color=#487F3B><Icon=IconHitFly|45|45|0.5/>击飞</color>	['3']	Assets/Product/Texture/Image/IconSkill/QTE1.png	[1025203, 1025204]	[12, 13]	5	[10252030]	4		6000	3	20	10				18000	1	2	
10252041	1025204	翼斩烈灼	我方<color=#487F3B><Icon=IconLife|45|45|0.5/>生命值</color>首次低于{0}时触发：\n· 每有{1}点<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性（当前：{Attr:4}），扣除对手{2}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。	<color=#487F3B><Icon=IconLife|45|45|0.5/>生命值</color>低时， 造成伤害并根据<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性，扣除对手<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>	['20%', '10', '1']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipTongyongFanyingzhuangjia.png	[1025206, 1025207]		1	[10252040]	4		2000	3	40	20				10000	1	3	
10252042	1025204	翼斩烈灼	我方<color=#487F3B><Icon=IconLife|45|45|0.5/>生命值</color>首次低于{0}时触发：\n· 每有{1}点<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性（当前：{Attr:4}），扣除对手{2}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。	<color=#487F3B><Icon=IconLife|45|45|0.5/>生命值</color>低时， 造成伤害并根据<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性，扣除对手<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>	['20%', '10', '1']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipTongyongFanyingzhuangjia.png	[1025206, 1025207]		2	[10252040]	4		4000	3	40	20				15000	1	3	
10252043	1025204	翼斩烈灼	我方<color=#487F3B><Icon=IconLife|45|45|0.5/>生命值</color>首次低于{0}时触发：\n· 每有{1}点<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性（当前：{Attr:4}），扣除对手{2}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。	<color=#487F3B><Icon=IconLife|45|45|0.5/>生命值</color>低时， 造成伤害并根据<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性，扣除对手<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>	['20%', '10', '1']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipTongyongFanyingzhuangjia.png	[1025206, 1025207]		3	[10252040]	4		6000	3	40	20				20000	1	3	
10252044	1025204	翼斩烈灼	我方<color=#487F3B><Icon=IconLife|45|45|0.5/>生命值</color>首次低于{0}时触发：\n· 每有{1}点<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性（当前：{Attr:4}），扣除对手{2}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。	<color=#487F3B><Icon=IconLife|45|45|0.5/>生命值</color>低时， 造成伤害并根据<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性，扣除对手<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>	['20%', '10', '1']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipTongyongFanyingzhuangjia.png	[1025206, 1025207]		4	[10252040]	4		8000	3	40	20				20000	1	3	
10252045	1025204	翼斩烈灼	我方<color=#487F3B><Icon=IconLife|45|45|0.5/>生命值</color>首次低于{0}时触发：\n· 每有{1}点<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性（当前：{Attr:4}），扣除对手{2}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>。	<color=#487F3B><Icon=IconLife|45|45|0.5/>生命值</color>低时， 造成伤害并根据<color=#B96716><Icon=IconWrestle|45|45|0.5/>先机</color>属性，扣除对手<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>	['20%', '10', '1']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipTongyongFanyingzhuangjia.png	[1025206, 1025207]		5	[10252040]	4		8000	3	40	20				20000	1	3	
10252051	1025205	破风定序	释放【超算成功技能】后触发：\n· <color=#9B8015><Icon=IconAttack|45|45|0.5/>攻击</color>属性提升{0}点；\n· 获得{1}层<color=#B96716><<Icon=IconCrit|45|45|0.5/>暴击></color>。	释放【超算技】后，造成伤害，提升攻击并获得<color=#B96716><<Icon=IconCrit|45|45|0.5/>暴击></color>	['10', '1']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuxingJingzhungongji.png	[1025208]	[22, 16]	1	[10252050]	4		2000	3	40	20				10000	1	3	
10252052	1025205	破风定序	释放【超算成功技能】后触发：\n· <color=#9B8015><Icon=IconAttack|45|45|0.5/>攻击</color>属性提升{0}点；\n· 获得{1}层<color=#B96716><<Icon=IconCrit|45|45|0.5/>暴击></color>。	释放【超算技】后，造成伤害，提升攻击并获得<color=#B96716><<Icon=IconCrit|45|45|0.5/>暴击></color>	['10', '2']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuxingJingzhungongji.png	[1025208]	[22, 16]	2	[10252050]	4		4000	3	40	20				10000	1	3	
10252053	1025205	破风定序	释放【超算成功技能】后触发：\n· <color=#9B8015><Icon=IconAttack|45|45|0.5/>攻击</color>属性提升{0}点；\n· 获得{1}层<color=#B96716><<Icon=IconCrit|45|45|0.5/>暴击></color>。	释放【超算技】后，造成伤害，提升攻击并获得<color=#B96716><<Icon=IconCrit|45|45|0.5/>暴击></color>	['10', '3']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuxingJingzhungongji.png	[1025208]	[22, 16]	3	[10252050]	4		6000	3	40	20				10000	1	3	
10252054	1025205	破风定序	释放【超算成功技能】后触发：\n· <color=#9B8015><Icon=IconAttack|45|45|0.5/>攻击</color>属性提升{0}点；\n· 获得{1}层<color=#B96716><<Icon=IconCrit|45|45|0.5/>暴击></color>。	释放【超算技】后，造成伤害，提升攻击并获得<color=#B96716><<Icon=IconCrit|45|45|0.5/>暴击></color>	['10', '3']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuxingJingzhungongji.png	[1025208]	[22, 16]	4	[10252050]	4		8000	3	40	20				10000	1	3	
10252055	1025205	破风定序	释放【超算成功技能】后触发：\n· <color=#9B8015><Icon=IconAttack|45|45|0.5/>攻击</color>属性提升{0}点；\n· 获得{1}层<color=#B96716><<Icon=IconCrit|45|45|0.5/>暴击></color>。	释放【超算技】后，造成伤害，提升攻击并获得<color=#B96716><<Icon=IconCrit|45|45|0.5/>暴击></color>	['10', '3']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuxingJingzhungongji.png	[1025208]	[22, 16]	5	[10252050]	4		8000	3	40	20				10000	1	3	
10252061	1025206	龙炎猎阵	释放【拼刀成功技能】后触发：\n· 造成{0}层<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>。	释放【拼刀技】后，造成伤害与<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>	['3']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuxingJingzhungongji.png	[1025209, 1025210]	[21, 12]	1	[10252060]	4		2000	3	40	20				10000	1	3	
10252062	1025206	龙炎猎阵	释放【拼刀成功技能】后触发：\n· 造成{0}层<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>。	释放【拼刀技】后，造成伤害与<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>	['3']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuxingJingzhungongji.png	[1025209, 1025210]	[21, 12]	2	[10252060]	4		4000	3	40	20				13500	1	3	
10252063	1025206	龙炎猎阵	释放【拼刀成功技能】后触发：\n· 造成{0}层<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>。	释放【拼刀技】后，造成伤害与<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>	['3']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuxingJingzhungongji.png	[1025209, 1025210]	[21, 12]	3	[10252060]	4		6000	3	40	20				17000	1	3	
10252064	1025206	龙炎猎阵	释放【拼刀成功技能】后触发：\n· 造成{0}层<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>。	释放【拼刀技】后，造成伤害与<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>	['3']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuxingJingzhungongji.png	[1025209, 1025210]	[21, 12]	4	[10252060]	4		8000	3	40	20				17000	1	3	
10252065	1025206	龙炎猎阵	释放【拼刀成功技能】后触发：\n· 造成{0}层<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>。	释放【拼刀技】后，造成伤害与<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>	['3']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuxingJingzhungongji.png	[1025209, 1025210]	[21, 12]	5	[10252060]	4		8000	3	40	20				17000	1	3	
10252071	1025207	龙息复蓄	每造成{0}次攻击伤害时触发：\n· 每有{1}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>（当前：{Attr:3}），扣除{2}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>，造成{3}层<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>。	造成多次伤害后，造成伤害并消耗<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>造成<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>	['12', '40', '10', '1']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuxingJingzhungongji.png	[1025211]	[25, 12]	1	[10251603]	4		2000	3	40	20				15000	1	3	
10252072	1025207	龙息复蓄	每造成{0}次攻击伤害时触发：\n· 每有{1}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>（当前：{Attr:3}），扣除{2}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>，造成{3}层<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>。	造成多次伤害后，造成伤害并消耗<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>造成<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>	['12', '40', '10', '1']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuxingJingzhungongji.png	[1025211]	[25, 12]	2	[10251603]	4		4000	3	40	20				15000	1	3	
10252073	1025207	龙息复蓄	每造成{0}次攻击伤害时触发：\n· 每有{1}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>（当前：{Attr:3}），扣除{2}点<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>，造成{3}层<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>。	造成多次伤害后，造成伤害并消耗<color=#6F4877><Icon=IconStamina|45|45|0.5/>战意值</color>造成<color=#B96716><Icon=IconBurning|45|45|0.5/>灼烧</color>	['12', '40', '10', '1']	Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuxingJingzhungongji.png	[1025211]	[25, 12]	3	[10251603]	4		6000	3	40	20				15000	1	3	
