Id	CharacterId	StoryType	StoryName	StoryChapter	StoryBg	Priority	NewTime
224	1161002		主线·12·九龙环城	1012	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic12.png	224	
225	1161002	74	外篇旧闻·EX03·古铭遗章	2003	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicEX03.png	225	
226	1161002	108	好感度剧情	1161002	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	226	
227	1161002	77	间章旧闻·梦回初	1016001	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner16.png	227	
228	1161002		主线·17·湮灭残昼	1017	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic17.png	228	
229	1171003		主线·1·涂鸦艺术	1001	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic01.png	229	
230	1171003		主线·2·苦刑之旅	1002	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic02.png	230	
231	1171003		主线·3·终末展览	1003	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic03.png	231	
232	1171003		主线·4·遗忘黄沙	1004	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic04.png	232	
233	1171003		主线·5·破碎幻影	1005	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic05.png	233	
234	1171003		主线·6·合金浸染	1006	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic06.png	234	
235	1171003		主线·7·逆元坍塌	1007	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic07.png	235	
236	1171003		主线·8·噬暗	1008	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic08.png	236	
237	1171003	74	外篇旧闻·EX03·古铭遗章	2003	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicEX03.png	237	
238	1171003		主线·13·终焉福音	1013	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic13.png	238	
239	1171003	77	间章旧闻·虚妄的曙光	1017001	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner17.png	239	
240	1171003	108	好感度剧情	1171003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	240	
241	1171003	74	外篇旧闻·EX05·迷境刻痕	2005	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicEX05.png	241	
242	1171003		主线·19·空晓界限	1019	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic19.png	242	
243	1171004	96	主线·30·镜像星尘	1030	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic30.png	243	
244	1171004	108	好感度剧情	1171004	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	244	
245	1171004	96	主线·33·锈夜逐光	1033	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic33.png	245	
246	1531003		主线·9·黑星坠落	1009	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic09.png	246	
247	1531003	74	外篇旧闻·EX04·咏叹回声	2004	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicEX04.png	247	
248	1531003	77	间章旧闻·繁星谣	1018001	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner18.png	248	
249	1531003	108	好感度剧情	1531003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	249	
250	1531004	77	间章旧闻·生花奏	1018002	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner25.png	251	
251	1531004		主线·22·创绘映想	1022	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic22.png	253	
252	1531004	108	好感度剧情	1531004	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	252	
253	1531005	108	相约纪事·歌咏者之舞	1531005	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner29.png	254	
254	1531005	96	主线·34·梦赴光寥之乡	1034	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic34.png	255	
255	1211002	74	外篇旧闻·EX04·咏叹回声	2004	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicEX04.png	1	
256	1211002	77	间章旧闻·静滞长夜	1019001	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner19.png	2	
257	1211002	108	好感度剧情	1211002	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	3	
258	1211002		主线·14·视线囚笼	1014	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic14.png	4	
259	1211003	96	浮点纪实·ER08·暮往长离	2008	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicER08.png	5	
260	1211003	108	好感度剧情	1211003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	6	
261	1221002	77	间章旧闻·白色光谱	1020001	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner21.png	261	
262	1221002	74	外篇旧闻·EX05·迷境刻痕	2005	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicEX05.png	262	
263	1221002	108	好感度剧情	1221002	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	263	
264	1221003		主线·24·萦森歧路	1024	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic24.png	264	
265	1221003	108	好感度剧情	1221003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	265	
266	1541003		主线·1·涂鸦艺术	1001	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic01.png	266	
267	1541003		主线·2·苦刑之旅	1002	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic02.png	267	
268	1541003		主线·3·终末展览	1003	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic03.png	268	
269	1541003		主线·4·遗忘黄沙	1004	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic04.png	269	
270	1541003		主线·5·破碎幻影	1005	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic05.png	270	
271	1541003		主线·6·合金浸染	1006	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic06.png	271	
272	1541003		主线·7·逆元坍塌	1007	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic07.png	272	
273	1541003		主线·8·噬暗	1008	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic08.png	273	
274	1541003		主线·16·永夜胎动	1016	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic16.png	274	
275	1541003	77	间章旧闻·一出好戏	1021001	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner23.png	275	
276	1541003	108	好感度剧情	1541003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	276	
277	1541003		主线·19·空晓界限	1019	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic19.png	277	
278	1551003		主线·11·九龙夜航	1011	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic11.png	278	
279	1551003	76	浮点纪实·ER00·游云鲸梦	2000	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicSS18.png	281	
280	1551003	77	间章旧闻·悠夜蜉蝣	1022001	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner26.png	279	
281	1551003	108	好感度剧情	1551003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	280	
282	1551003		主线·28·络勾陈	1028	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic28.png	282	
283	1241002	77	间章旧闻·悠夜蜉蝣	1022001	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner26.png	283	
284	1241002	76	浮点纪实·ER04·浮英枕梦行	2004	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicER04.png	284	
285	1241002	108	好感度剧情	1241002	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	285	
286	1241002		主线·28·络勾陈	1028	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic28.png	286	
287	1241003	96	浮点纪实·ER07·云梁觅影	2007	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicER07.png	287	
288	1241003	108	好感度剧情	1241003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	288	
289	1561003		主线·18·曙星致意	1018	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic18.png	289	
290	1561003	76	浮点纪实·ER01·遥岸方舟	2001	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicER01.png	290	
291	1561003	108	好感度剧情	1561003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	291	
292	1561003	96	主线·32·遥行循星	1032	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic32.png	292	
293	1571003		主线·13·终焉福音	1013	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic13.png	293	
294	1571003		主线·17·湮灭残昼	1017	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic17.png	294	
295	1571003	76	浮点纪实·ER02·枯朽为灯	2002	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicER02.png	295	
296	1571003	108	好感度剧情	1571003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	296	
297	1571003		主线·26·摇篮游行	1026	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic26.png	297	
298	1571003	83	本我回廊·逆旅	100511	Assets/Product/Texture/Image/UiFubenUiCharacterTowerBanner/CharacterTowerBanner05.png	298	
299	1231002		主线·17·湮灭残昼	1017	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic17.png	299	
300	1231002		主线·20·烬海异途	1020	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic20.png	300	
301	1231002	76	浮点纪实·ER03·未语庭言	2003	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicER03.png	301	
302	1231002	108	好感度剧情	1231002	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	302	
303	1251002		主线·24·萦森歧路	1024	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic24.png	303	
304	1251002	76	浮点纪实·ER05·怒逐沉沙	2005	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicER05.png	304	
305	1251002	108	好感度剧情	1251002	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	305	
306	1261003		主线·22·创绘映想	1022	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic22.png	306	
307	1261003		主线·25·爝火长明	1025	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic25.png	307	
308	1261003	108	好感度剧情	1261003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	308	
309	1271003		主线·12·九龙环城	1012	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic12.png	309	
310	1271003		主线·13·终焉福音	1013	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic13.png	310	
311	1271003		主线·15·绝海星火	1015	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic15.png	311	
312	1271003		主线·26·摇篮游行	1026	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic26.png	312	
313	1271003	108	好感度剧情	1271003	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	313	
314	1271003	96	主线·30·镜像星尘	1030	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic30.png	314	
315	1291002		主线·19·空晓界限	1019	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic19.png	315	
316	1291002		主线·29·源解信标	1029	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic29.png	316	
317	1291002	108	好感度剧情	1291002	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	317	
318	1301002		主线·12·九龙环城	1012	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic12.png	318	
319	1301002		主线·13·终焉福音	1013	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic13.png	319	
320	1301002		主线·17·湮灭残昼	1017	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic17.png	320	
321	1301002		主线·21·刻命螺旋	1021	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic21.png	321	
322	1301002	96	浮点纪实·ER06·幽塔黎光	2006	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicER06.png	322	
323	1301002	108	好感度剧情	1301002	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	323	
324	1311002		主线·13·终焉福音	1013	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic13.png	324	
325	1311002	96	主线·30·镜像星尘	1030	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic30.png	325	
326	1311002	96	浮点纪实·ER09·晨昏庭影	2009	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicER09.png	326	
327	1311002	108	好感度剧情	1311002	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	327	
328	1321003	74	外篇旧闻·EX04·咏叹回声	2004	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicEX04.png	328	
329	1321003	76	浮点纪实·ER01·遥岸方舟	2001	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicER01.png	329	
330	1321003		主线·17·湮灭残昼	1017	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic17.png	330	
331	1321003		主线·26·摇篮游行	1026	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic26.png	331	
332	1321003	108	相约纪事·观测者俯瞰	1321003	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner27.png	332	
333	1321003	96	主线·33·锈夜逐光	1033	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic33.png	333	
334	1321003	96	主线·34·梦赴光寥之乡	1034	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic34.png	334	
335	1321003	96	主线·35·覆海离声	1035	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic35.png	335	
336	1321003	96	主线·36·溯梦归途	1036	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic36.png	336	
337	1331003		主线·23·凛桎鸣渊	1023	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic23.png	1	
338	1331003		主线·26·摇篮游行	1026	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic26.png	2	
339	1331003	108	相约纪事·叛狱者诡梦	1331003	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner28.png	3	
340	1331003	96	浮点纪实·ER10·醉狱谲笼	2010	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicER10.png	4	
341	1331003	96	浮点纪实·ER13·织奏序言	2013	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicER13.png	5	
342	1341002	96	浮点纪实·ER11·逐生复始	2011	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicER11.png	343	
343	1341002	108	好感度剧情	1341002	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	344	
344	1371002		主线·23·凛桎鸣渊	1023	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic23.png	344	
345	1371002	96	主线·33·锈夜逐光	1033	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic33.png	345	
346	1371002	96	浮点纪实·ER09·晨昏庭影	2009	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicER09.png	346	
347	1371002	96	浮点纪实·ER13·织奏序言	2013	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicER13.png	347	
348	1371002	108	好感度剧情	1371002	Assets/Product/Texture/Image/BgStory/BgStory730.jpg	348	
349	1381003	96	浮点纪实·ER07·云梁觅影	2007	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicER07.png	349	
350	1381003	96	浮点纪实·ER14·理想笼	2014	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicER14.png	350	
351	1381003	108	相约纪事·独行者回响	1381003	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner32.png	351	
352	1031005	96	主线·37·眠于厄寐之境	1037	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic37.png	352	
353	1511003		主线·1·涂鸦艺术	1001	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic01.png	1	
354	1511003		主线·2·苦刑之旅	1002	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic02.png	2	
355	1511003		主线·3·终末展览	1003	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic03.png	3	
356	1511003		主线·4·遗忘黄沙	1004	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic04.png	4	
357	1511003		主线·5·破碎幻影	1005	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic05.png	5	
358	1511003		主线·6·合金浸染	1006	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic06.png	6	
359	1511003		主线·7·逆元坍塌	1007	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic07.png	7	
360	1131002	74	外篇旧闻·EX01·湛蓝曙日	2001	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicEX01.png	3	
361	1291003	96	主线·38·推想视限	1038	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic38.png	361	
362	1291003	108	相约纪事·解惑者自苦	1291003	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner34.png	362	
363	1141004		主线·39·冬冕的凋亡	1039	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic39.png	217	
364	1141004	108	相约纪事·故去者言别	1141003	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner35.png	216	
365	1141003	99	多维演绎·寒境曙光		Assets/Product/Texture/Image/UiTheatre4/UiTheatre4MainBg1.png	215	
366	1531004	60	多维演绎·宣叙妄响		Assets/Product/Texture/Image/BgCg/Cg2401_4.jpg	250	
367	1341002	92	多维演绎·矩阵循生		Assets/Product/Texture/Image/UiTheatre3/UiTheatre3MainBg01.png	342	
368	1051003	74	外篇旧闻·EX02·重返极夜	2002	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicEX02.png	122	
369	1391003	105	时宇漫纪·神寂启示录		Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicTheatre5.png	3	
370	1391003		主线·40·更美好的明天	1040	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic40.png	1	
371	1391003	108	相约纪事·溯忆者寻乡	1391003	Assets/Product/Texture/Image/UiFubenPrequelBanner/PrequelBanner36.png	2	
372	1081004	105	时宇漫纪·神寂启示录		Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicTheatre5.png	18	
373	1211003	105	时宇漫纪·神寂启示录		Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicTheatre5.png	7	
374	1331003	105	时宇漫纪·神寂启示录		Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicTheatre5.png	6	
375	1131004	105	时宇漫纪·神寂启示录		Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPicTheatre5.png	12	
376	1061004		主线·40·更美好的明天	1040	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic39.png	2	45901
377	1061004		主线·40·更美好的明天	1040	Assets/Product/Texture/Image/UiFubenMainTabChapter/InstanceIconPic39.png	2	45901
