Id	MessageId	StepId	Duration	IsCanSkip	IsEndStep	Type	SpeakerId	Emoji	VideoImage	VideoId	PhotoRefId	Image	Text	NextStep
20140304			0.5	True		4							['█▆▃……▆▄……▅▄▅……██……▅▄……']	[20140305]
20140305			0.5	True		1	124						['谢谢你所做的一切。']	
20070101			0.5	True		1	128						['[PlayerName]，要和我一起去物流中心散步吗？']	[20070102]
20070102			0.5	True		1	128						['我记得你今天的日程安排显示有空。']	[20070103]
20070103			0.5	True		1	128						['……别多想，只是确保你每日的运动量达标。我等你过来。']	
20090101			0.5	True		1	115						['蒲公英的花期准备到了，不知道这一批能不能顺利开花呢？']	[20090102]
20090102			0.5	True		1	115						['啊，只是一些小烦恼，我一定会好好照料好她们的。']	[20090103]
20090103			0.5	True		1	115						['不过，等到花开的时候，指挥官要是也能在我身边就好了。']	
20140401			0.5	True		1	124						['只剩下我自己了……']	[20140402]
20140402			0.5	True		1	124						['我就在这里，来找我，我希望我们能单独聊一聊。']	
20140501			0.5	True		1	130						['很抱歉，我的发声元件损坏，只能以这种方式与你交流。']	[20140502]
20140502			0.5	True		1	130						['你很执着。如果你能解答我的三个疑问，我就跟你一起回去。']	[20140503]
20140503			0.5			3							['好。']	[20140504]
20140504			0.5	True		2	117						['好。']	[20140505]
20140505			0.5	True		1	130						['为什么有些人类说“我没事”的时候，极大概率其实“有事”？']	[20140506]
20140506			0.5			3							['他不想让别人担心。']	[20140507]
20140507			0.5	True		2	117						['他不想让别人担心。']	[20140508]
20140508			0.5	True		1	130						['这就是人类的情感吗……']	[20140509]
20140509			0.5	True		1	130						['为什么人类感到“心碎”却不进行医疗行为？']	[20140510]
20140510			0.5			3							['“心碎”只是一种夸张的形容。']	[20140511]
20140511			0.5	True		2	117						['“心碎”只是一种夸张的形容。']	[20140512]
20140512			0.5	True		1	130						['原来如此。']	[20140513]
20140513			0.5	True		1	130						['为什么大部分人类都会在闹钟响起后再睡一会儿？']	[20140514]
20140514			0.5			3							['因为大部分人都不想上班。']	[20140515]
20140515			0.5	True		2	117						['因为大部分人都不想上班。']	[20140516]
20140516			0.5	True		1	130						['我似乎懂了。']	[20140517]
20140517			0.5	True		1	130						['你解答了我的全部疑问，我跟你走。']	
