Id	Type	Title	Desc	ImageUrl	Weight	ShowCondition
70	20010	九龙古都	黄金时代九龙商会统辖整片辖区的首都。这里依海而建，水道纵横，高耸入云的九根龙子立柱与楼阁间交错的栈道是九龙商会的标志性建筑。繁荣这个词在黄金时代的九龙古都面前也显得黯然失色。\n与世界通用玩具公司达成合作之后成为最早普及机械与仿生人的城市之一，九龙众组成的九个部门分管商会的九项职能，支撑着商会运转。这一时期九龙商会的生产力与技术力得到极大的提升，但最终这一切都毁灭在帕弥什爆发后的战火之中。	Assets/Product/Texture/Image/BgUi/BgFightLoading25.jpg	30	
71	20011	异合生物	异合生物是帕弥什病毒在地球的生态体系下，模拟地球生物的进化历程，自红潮诞生的具备生物化倾向的帕弥什存在形式。\n人类尚未理解异合生物的具体进化机制，也无法确定其是否拥有类地球生物的生理现象，更不能解析它们生物化倾向的缘由。\n唯一可以通过观测确定的是，异合生物已经初步展露出了生成自己系统发育树的可能性，并且拥有觉醒自我意识的潜能。	Assets/Product/Texture/Image/BgUi/BgFightLoading26.jpg	30	
72	20011	格式塔	黄金时代的科学理事会集结全球精英人才共同研发的超级AI——格式塔。\n借由格式塔构建的公共服务网络为人类生活带来巨大的便利。\n同一时期，科学理事会在格式塔的帮助下对于星际航行的探索也获得显著进步。\n如今的格式塔正作为空中花园的最高管控AI为人类提供着帮助，但在无尽的岁月变迁后，格式塔似乎产生了一些新的推演。	Assets/Product/Texture/Image/BgUi/BgFightLoading29.jpg	30	
73	20011	帕弥什红潮	帕弥什红潮是异合生物诞生的温床。红潮吞噬并分解机械和生物，用其转化的能量作为养料，孕育了大量的帕弥什异合生物。\n异合生物在红潮的滋养下，模拟地球生命的存在形式，开始进行自我演化。\n原本这一缓慢的演化过程在一些外在因素的激化下逐渐加速，并最终在地表形成一定的规模。\n红潮展露出了特有的潮汐规律，不过红潮的“涨潮”和“退潮”跟天体引潮力无关，而是更趋近于一种生物的“捕食现象”。	Assets/Product/Texture/Image/BgUi/BgFightLoading30.jpg	30	
74	20012			Assets/Product/Texture/Image/BgUi/BgFightLoading27.jpg	30	
75	20012			Assets/Product/Texture/Image/BgUi/BgFightLoading28.jpg	30	
76	20013	突击鹰小队·其之一	执行部队下属的“突击鹰”是一支特殊的斥候队伍。\n不同于其他精英小队指挥官与构造体搭配的队伍配置，突击鹰小队的成员均为构造体。队长库洛姆装备的特化型逆元装置让他可以在队伍中代替指挥官的存在，每位成员都可以通过内部特制的通信信道来交流彼此情报。	Assets/Product/Texture/Image/BgUi/BgFightLoading31.jpg	30	
77	20013	突击鹰小队·其之二	突击鹰小队的成员都具有极强的单兵作战能力。比起整支队伍共同行动，更多时候他们都分散在世界各地，进行着最危险的斥候工作，当他们共同出现在同一个任务中时，往往意味着该任务已经处于极高的危险等级之中。\n随着时间的推移，这支队伍迎来了第四位挂靠在“突击鹰”旗下的“新同伴”。	Assets/Product/Texture/Image/BgUi/BgFightLoading31.jpg	30	
78	20014	特化机体·其之一	空中花园中期军用构造体开发计划下试验性机体类型的统称，现阶段特指借由“凛冬计划”获取的试验数据所针对研发的特化机体。\n与前期的军用构造体相比，特化机体在各方面都有着更加显著的提升，具有更加强大的性能与机动能力。	Assets/Product/Texture/Image/BgUi/BgFightLoading33.png	30	
79	20014	特化机体·其之二	由于研发特化机体的底层数据来源特殊，导致此类机体稳定适配意识海的难度较高，需要进行长期的测试链接与调试。\n若在调试完全之前强行投入使用则会出现不同程度的副作用，已知状况不限于记忆数据丢失、意识海偏移导致机体失控等。\n目前科学理事会一直在寻找改进机体，增加适配成功率的方法，并已于近期取得突破性进展。	Assets/Product/Texture/Image/BgUi/BgFightLoading33.png	30	
80	20014	代行者·其之一	升格者中的高位群体，具有与一般升格者相比更高的权限与更加强大的力量。\n代行者能够令感染帕弥什的构造体或机械体经历升格网络的“筛选”，授予通过首轮筛选的个体链接升格网络并使用帕弥什力量的权利。根据目前掌握的资料判断，只有代行者能够给予授格者链接升格网络的权限。	Assets/Product/Texture/Image/BgUi/BgFightLoading34.png	30	
81	20014	代行者·其之二	某种意义上来讲，代行者可以被看作由升格网络所选中，代为行使升格网络“筛选”任务的特殊升格者。通过分析与代行者的交战记录，可以确定代行者的战斗力，携带帕弥什浓度与威胁等级都要远高于一般升格者。\n对于代行者的产生原因和数量，人类目前知之甚少。或许还有更多代行者隐藏在黑暗中，怀抱着各自的目的，推行自己的计划。	Assets/Product/Texture/Image/BgUi/BgFightLoading34.png	30	
82	20015	伊甸级·空中花园	第一艘超光速宇宙移民舰“空中花园”的建设，曾是一项众望所归的世纪工程。\n而这次举全球之力的大协作，也将人类社会带入前所未有的“统一和进步”的黄金时代。\n病毒爆发之后，空中花园的建设被迫停止，并接纳了绝大多数逃往太空的幸存者。\n如今它作为人类夺回地球的起点，长期泊于弧形轨道船坞内，与派往地面的部队保持联系。	Assets/Product/Texture/Image/BgUi/BgFightLoading.jpg	30	
83	20015	感染体	感染体的类型包括但不限于电子设备设施，机械体，构造体……\n各感染体会根据其自身特性表现出诸如改造，增殖，破坏等不同行为，\n但最终目的都是为了更高效地消灭所有人类意识个体，\n且自身体内的帕弥什病毒浓度越高，攻击欲望就越强烈，破坏力也会越强。	Assets/Product/Texture/Image/BgUi/BgFightLoading2.jpg	30	
84	20016	零点能反应堆·其之一	根据量子力学的推论，真空中蕴藏着巨大的本底能量， 这一能量被称之为真空零点能，宇宙中遍布着这种能量。	Assets/Product/Texture/Image/BgUi/BgFightLoading35.png	30	
85	20016	零点能反应堆·其之二	黄金时代，人类为了实现超光速航行，建造了数座零点能反应堆。然而，在零点能的探索即将到达最后一步之前，帕弥什病毒以极高的密度从人类第一座零点能反应堆的真空腔体中现身，并蔓延了整个世界。\n不过，由于实验进度差异，或是实验方向的迥异，亚特兰蒂斯反应堆在第一座反应堆爆发了帕弥什后立刻停止了实验，调整了研究方向，并且保留到了今天。	Assets/Product/Texture/Image/BgUi/BgFightLoading35.png	30	
86	20017	人形生物体：男&女·其之一	自聚合母体中诞生的人形个体。\n无论是个体强度还是智能等级都远超常规。\n是已知异合生物中衍化程度最高，最为纯粹的帕弥什造物。	Assets/Product/Texture/Image/BgUi/BgFightLoading36.png	30	
87	20017	人形生物体：男&女·其之二	它们的出现仅仅只是一个信号。\n象征着帕弥什对人类的考验上升到了新的维度。\n也提醒着人类只要帕弥什仍存在于这颗星球，那么灾厄就永远不会褪去。	Assets/Product/Texture/Image/BgUi/BgFightLoading36.png	30	
88	20018	新年快乐！	恭贺新禧，新春快乐	Assets/Product/Texture/Image/BgUi/BgFightLoading39.png	30	
89	30001	映画晨星	映画晨星是昭明集团建造的一座大型电影主题水上乐园，它坐落在加勒比海的一座孤岛之上。\n映画晨星的建成离不开世界政府一项整合计划的支持。\n整个乐园处处洋溢着奢华的气息，巨大的鲨士碧儿仿生雕像更是它的标志性建筑。\n因为各种原因，映画晨星从未正式营业，直到升格者的到来，才打开了映画晨星紧闭的大门。	Assets/Product/Texture/Image/BgUi/BgFightLoading20.jpg	30	
90	40001			Assets/Product/Texture/Image/BgUi/BgLamiya.png	30	
91	40002	异聚塔·其之一	由无数高浓度的帕弥什病毒异聚而成的高塔，无法理解其形成的原因及过程。任何探测仪器均无法探知到其内部结构，甚至无法确保经由光学观测所得到的外结构形态的真实性。但是经由重力波探测结果推测，其内部或许存在无数经过折叠的时空，而这个现象会随着塔的高度不断增强，在最高处达到了顶峰。	Assets/Product/Texture/Image/BgUi/BgFightLoading44.png	30	
92	40002	异聚塔·其之二	而就在异聚塔最高处能够被称作“塔顶”的位置，曾被观测到以近乎红色可见光的波长发射出的电磁辐射，会污染所有接触到这道光芒的人类思维信标。尽管污染程度会视乎其思维信标强度而有所区别，但如果没有能够阻止其蔓延，当这片光芒最终覆盖地球之时，现存的所有人类都将陷入永恒的疯狂之中。	Assets/Product/Texture/Image/BgUi/BgFightLoading44.png	30	
93	40002			Assets/Product/Texture/Image/BgUi/BgFightLoading46.png	30	
94	40003	异聚塔·其之一	由无数高浓度的帕弥什病毒异聚而成的高塔，无法理解其形成的原因及过程。任何探测仪器均无法探知到其内部结构，甚至无法确保经由光学观测所得到的外结构形态的真实性。但是经由重力波探测结果推测，其内部或许存在无数经过折叠的时空，而这个现象会随着塔的高度不断增强，在最高处达到了顶峰。	Assets/Product/Texture/Image/BgUi/BgFightLoading44.png	30	
95	40003	异聚塔·其之二	而就在异聚塔最高处能够被称作“塔顶”的位置，曾被观测到以近乎红色可见光的波长发射出的电磁辐射，会污染所有接触到这道光芒的人类思维信标。尽管污染程度会视乎其思维信标强度而有所区别，但如果没有能够阻止其蔓延，当这片光芒最终覆盖地球之时，现存的所有人类都将陷入永恒的疯狂之中。	Assets/Product/Texture/Image/BgUi/BgFightLoading44.png	30	
96	40003	未元投影体	由无数维度的投影所集合而成的虚无形体。原本的它们既没有固定的躯壳，也没有统一的意识，却藉由异聚塔顶层的不断变动的因果律而交织在一起，将它们的极小部分力量投影到此处，向那试图叩响门扉的种族——那名为人类的生灵，作出询问。	Assets/Product/Texture/Image/BgUi/BgFightLoading45.png	30	
97	40004	冬季雪景		Assets/Product/Texture/Image/BgUi/BgFightLoading48.png	30	
98	40005	雪中猎者		Assets/Product/Texture/Image/BgUi/BgFightLoading49.png	30	
99	40006	梦		Assets/Product/Texture/Image/BgUi/BgFightLoading50.png	30	
100	40007	被囚禁的马里尤斯		Assets/Product/Texture/Image/BgUi/BgFightLoading51.png	30	
101	40008	奥菲利亚		Assets/Product/Texture/Image/BgUi/BgFightLoading52.png	30	
102	40009	骑士、死神与魔鬼		Assets/Product/Texture/Image/BgUi/BgFightLoading53.png	30	
103	40010	梦魇		Assets/Product/Texture/Image/BgUi/BgFightLoading54.png	30	
104	40011	梅杜萨之筏		Assets/Product/Texture/Image/BgUi/BgFightLoading55.png	30	
105	40012	圣罗马诺之战		Assets/Product/Texture/Image/BgUi/BgFightLoading56.png	30	
106	40013	雾海中的漫游者		Assets/Product/Texture/Image/BgUi/BgFightLoading57.png	30	
107	40014	现实主义者		Assets/Product/Texture/Image/BgUi/BgFightLoading58.png	30	
108	40015	记忆的永恒		Assets/Product/Texture/Image/BgUi/BgFightLoading59.png	30	
109	40016	无言的歌		Assets/Product/Texture/Image/BgUi/BgFightLoading60.png	30	
110	40017			Assets/Product/Texture/Image/BgUi/BgFightLoading67.png	30	
111	1901	联合指挥局	空中花园为了应对异常的帕弥什反应，于联合指挥局集结多名指挥官，共通商议作战策略、进行战术演练，通过协调众人之力，共同化解危机。	Assets/Product/Texture/Image/BgUi/BgFightLoadingUiGuildDorm01.png	30	
112	903	露记工房	噔噔咚！沉淀多时，露记携手九龙手作强势归来，满目琳琅不容错过！	Assets/Product/Texture/Image/BgUi/BgFightLoadingUiRestaurant.png	30	
113	904	摇曳之梦		Assets/Product/Texture/Image/BgUi/BgFightLoading65.png	30	
114	904	摇曳之梦		Assets/Product/Texture/Image/BgUi/BgFightLoading47.png	30	
115	905	静谧潜影		Assets/Product/Texture/Image/BgUi/BgFightLoading40.png	30	
116	905	静谧潜影		Assets/Product/Texture/Image/BgUi/BgFightLoading54.png	30	
117	906	陆离迷宫		Assets/Product/Texture/Image/BgUi/BgFightLoading61.png	30	
118	906	陆离迷宫		Assets/Product/Texture/Image/BgUi/BgFightLoading62.png	30	
119	906	陆离迷宫		Assets/Product/Texture/Image/BgUi/BgFightLoading35.png	30	
120	907	幽密深潭		Assets/Product/Texture/Image/BgUi/BgFightLoading55.png	30	
121	907	幽密深潭		Assets/Product/Texture/Image/BgUi/BgFightLoading58.png	30	
122	907	幽密深潭		Assets/Product/Texture/Image/BgUi/BgFightLoading21.jpg	30	
123	908	歧路异途		Assets/Product/Texture/Image/BgUi/BgFightLoading64.png	30	
124	908	歧路异途		Assets/Product/Texture/Image/BgUi/BgFightLoading67.png	30	
125	908	歧路异途		Assets/Product/Texture/Image/BgUi/BgFightLoading63.png	30	
126	909	迷雾高塔		Assets/Product/Texture/Image/BgUi/BgLiechefushua3.png	30	
127	10501	蓝焰少女	挑战者们跃跃欲试。	Assets/Product/Texture/Image/BgUi/BgFightLoading70.png	30	
128	10501	交错之魂	剑戟在不期而遇的幻想中合鸣。	Assets/Product/Texture/Image/BgUi/BgFightLoading71.png	30	
129	920	迷雾高塔		Assets/Product/Texture/Image/BgStory/BgStory711.jpg	30	
130	920	迷雾高塔		Assets/Product/Texture/Image/BgStory/Bgstory349.jpg	30	
131	921	歧路异途		Assets/Product/Texture/Image/BgStory/BgStory657.jpg	30	
132	921	歧路异途		Assets/Product/Texture/Image/BgStory/BgStory659.jpg	30	
133	921	歧路异途		Assets/Product/Texture/Image/BgStory/BgStory654.jpg	30	
134	922	幽密深潭		Assets/Product/Texture/Image/BgStory/BgStory904.jpg	30	
135	922	幽密深潭		Assets/Product/Texture/Image/BgStory/BgStory760.jpg	30	
136	922	幽密深潭		Assets/Product/Texture/Image/BgStory/BgStory903.jpg	30	
137	923	陆离迷宫		Assets/Product/Texture/Image/BgStory/BgStory785.jpg	30	
138	923	陆离迷宫		Assets/Product/Texture/Image/BgStory/Bgstory616.jpg	30	
139	923	陆离迷宫		Assets/Product/Texture/Image/BgStory/Bgstory614.jpg	30	
140	924	摇曳晚钟		Assets/Product/Texture/Image/BgStory/BgStory783.jpg	30	
141	924	摇曳晚钟		Assets/Product/Texture/Image/BgStory/BgStory830.jpg	30	
142	924	摇曳晚钟		Assets/Product/Texture/Image/BgStory/BgStory828.jpg	30	
143	925	虚妄梦乡		Assets/Product/Texture/Image/BgStory/BgStory802.jpg	30	
144	926	终焉彼岸		Assets/Product/Texture/Image/BgStory/BgStory800.jpg	30	
145	1041041	卧猫藏鼠		Assets/Product/Texture/Image/UiDlcMultiPlayer/UiDlcMultiPlayerLoadingBg01.png	30	
146	1051051	卧猫藏鼠		Assets/Product/Texture/Image/UiDlcMultiPlayer/UiDlcMultiPlayerLoadingBg02.png	30	
147	927	旧日港口	“摩西级”破冰船登陆的第一站，旧时代的贸易港口。曾经船影如梭，攘往熙来的港口，现在却成为了无数废弃货轮在此静默的坟场。	Assets/Product/Texture/Image/BgUi/BgFightLoading8.jpg	30	
148	928	雪域前线	边境公社成员在守林人的协助下建立的第一个聚居点，比邻着旧日港口和极地雪林，地势平坦，能通畅链接各地，是理想的临时驻扎地。	Assets/Product/Texture/Image/BgStory/Bgstory214.png	30	
149	928	雪域前线	边境公社成员在守林人的协助下建立的第一个聚居点，比邻着旧日港口和极地雪林，地势平坦，能通畅链接各地，是理想的临时驻扎地。	Assets/Product/Texture/Image/BgStory/Bgstory216.png	30	
150	929	极地雪林	高大的雪松和较低的帕弥什浓度，为生活在这里的动物们提供了遮蔽的护荫，也让此处成为了荒芜的雪原上少有的食物来源地。	Assets/Product/Texture/Image/BgUi/BgFightLoading23.jpg	30	
151	929	极地雪林	高大的雪松和较低的帕弥什浓度，为生活在这里的动物们提供了遮蔽的护荫，也让此处成为了荒芜的雪原上少有的食物来源地。	Assets/Product/Texture/Image/BgStory/BgStory699.jpg	30	
152	930	雪域冻土	新苏菲亚城附近的矿脉，从旧时代开始就是丰富的矿产资源产出地。但是极地严寒的气温使这里极难进行开采作业，只有在守林人的帮助下才能顺利在此开展挖掘工作。	Assets/Product/Texture/Image/BgUi/BgFightLoading48.png	30	
153	930	雪域冻土	新苏菲亚城附近的矿脉，从旧时代开始就是丰富的矿产资源产出地。但是极地严寒的气温使这里极难进行开采作业，只有在守林人的帮助下才能顺利在此开展挖掘工作。	Assets/Product/Texture/Image/BgStory/Bgstory218.png	30	
154	931	冰封废墟	旧日的繁华都市如今冰封在雪霜中，仅有少部分感染体还在其中徘徊，狩猎不慎进入这座死城的旅人。	Assets/Product/Texture/Image/BgStory/BgStory572.jpg	30	
155	931	冰封废墟	旧日的繁华都市如今冰封在雪霜中，仅有少部分感染体还在其中徘徊，狩猎不慎进入这座死城的旅人。	Assets/Product/Texture/Image/BgStory/BgStory575.jpg	30	
156	932	供能站地下	供能中心是新苏菲亚城为了接纳更多居民而构建的宏伟计划，预计在彻底落成后，能为全城输送足够三万人生活起居的能源。	Assets/Product/Texture/Image/BgStory/BgStory570.jpg	30	
157	933	废弃实验室	北极航线联合废弃的实验场所之一，昔日的用途和废弃原因均不明，现今已禁止无关人士进入。	Assets/Product/Texture/Image/BgStory/Bgstory225.png	30	
158	934	堡垒遗迹	旧时代的遗迹，曾经是某个北境小国的重要关口堡垒，在小国破灭之后便被遗弃，仅留下少数机械守卫看守此处。	Assets/Product/Texture/Image/BgUi/BgFightLoading77.png	30	
159	935	新苏菲亚城	守林人和边境公社共同建立的都市，别名“天赐之城”。这里平等地接纳所有居民，并坚信彼此信任和互助会成为人类跨越凛冬的力量。	Assets/Product/Texture/Image/BgStory/BgStory1010.jpg	30	
160	40018			Assets/Product/Texture/Image/BgUi/BgFightLoading78.png	30	
161	1061061	卧猫藏鼠		Assets/Product/Texture/Image/UiDlcMultiPlayer/UiDlcMultiPlayerLoadingBg03.png	30	
162	10101	酒神剧场	黄金时期中期，建造于法斯特市中心的大型娱乐建筑，内部不仅设置了可容纳上千位观众的歌剧院，还建有酒吧，旅店，餐馆等配套设施。在那个辉煌的年代，曾有数之不尽的璀璨巨星在此登上舞台，在鲜花和掌声的包围之中抵达艺术生涯的巅峰。	Assets/Product/Texture/Image/BgUi/BgFightLoading79.png	30	
163	1071062	卧猫藏鼠		Assets/Product/Texture/Image/UiDlcMultiPlayer/UiDlcMultiPlayerLoadingBg04.png	30	
