Id	ActivityId	Name	CostItemId	CostItemCount	IsFree	RewardId	Icon	BuyDesc	BuyDescCloudGame
94	32	基础情报			True		Assets/Product/Texture/Image/UIPassport/UIPassportShopBg3.png	<color=#000000>※6星意识碎片\n※</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※装备及辅助机强化素材</color>	
95	32	加密情报	5	30		800014	Assets/Product/Texture/Image/UIPassport/UIPassportShopBg2.png	<color=#000000>※累计获得</color><color=#0E70BD>辅助机研发券×2500</color>\n<color=#000000>※</color><color=#0E70BD>S级角色碎片自选</color><color=#000000>及辅助机突破材料\n※大量</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※购买后即送</color><color=#0E70BD>10</color><color=#000000>级评定等级</color>	
96	32	绝密情报	5	68		800015	Assets/Product/Texture/Image/UIPassport/UIPassportShopBg1.png	<color=#000000>※战术耳机涂装</color><color=#0E70BD>游春桃</color>\n<color=#000000>※累计获得</color><color=#0E70BD>活动角色研发券×2500</color>\n<color=#000000>※</color><color=#0E70BD>S级角色碎片自选</color><color=#000000>及大量</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※购买后即送</color><color=#0E70BD>10</color><color=#000000>级评定等级</color>	
97	33	基础情报			True		Assets/Product/Texture/Image/UIPassport/UIPassportShopBg3.png	<color=#000000>※6星意识碎片\n※</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※装备及辅助机强化素材</color>	
98	33	加密情报	5	30		800014	Assets/Product/Texture/Image/UIPassport/UIPassportShopBg2.png	<color=#000000>※累计获得</color><color=#0E70BD>辅助机研发券×2500</color>\n<color=#000000>※</color><color=#0E70BD>S级角色碎片自选</color><color=#000000>及辅助机突破材料\n※大量</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※购买后即送</color><color=#0E70BD>10</color><color=#000000>级评定等级</color>	
99	33	绝密情报	5	68		800015	Assets/Product/Texture/Image/UIPassport/UIPassportShopBg1.png	<color=#000000>※聚能剑炮涂装</color><color=#0E70BD>灵怪神谕</color>\n<color=#000000>※累计获得</color><color=#0E70BD>活动角色研发券×2500</color>\n<color=#000000>※</color><color=#0E70BD>S级角色碎片自选</color><color=#000000>及大量</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※购买后即送</color><color=#0E70BD>10</color><color=#000000>级评定等级</color>	
100	34	基础情报			True		Assets/Product/Texture/Image/UIPassport/UIPassportShopBg3.png	<color=#000000>※6星意识碎片\n※</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※装备及辅助机强化素材</color>	
101	34	加密情报	5	30		800014	Assets/Product/Texture/Image/UIPassport/UIPassportShopBg2.png	<color=#000000>※累计获得</color><color=#0E70BD>辅助机研发券×2500</color>\n<color=#000000>※</color><color=#0E70BD>S级角色碎片自选</color><color=#000000>及辅助机突破材料\n※大量</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※购买后即送</color><color=#0E70BD>10</color><color=#000000>级评定等级</color>	
102	34	绝密情报	5	68		800015	Assets/Product/Texture/Image/UIPassport/UIPassportShopBg1.png	<color=#000000>※光纹太刀涂装</color><color=#0E70BD>热刃鱼游</color>\n<color=#000000>※累计获得</color><color=#0E70BD>活动角色研发券×2500</color>\n<color=#000000>※</color><color=#0E70BD>S级角色碎片自选</color><color=#000000>及大量</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※购买后即送</color><color=#0E70BD>10</color><color=#000000>级评定等级</color>	
103	35	基础情报			True		Assets/Product/Texture/Image/UIPassport/UIPassportShopBg3.png	<color=#000000>※6星意识碎片\n※</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※装备及辅助机强化素材</color>	
104	35	加密情报	5	30		800014	Assets/Product/Texture/Image/UIPassport/UIPassportShopBg2.png	<color=#000000>※累计获得</color><color=#0E70BD>辅助机研发券×2500</color>\n<color=#000000>※</color><color=#0E70BD>S级角色碎片自选</color><color=#000000>及辅助机突破材料\n※大量</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※购买后即送</color><color=#0E70BD>10</color><color=#000000>级评定等级</color>	
105	35	绝密情报	5	68		800015	Assets/Product/Texture/Image/UIPassport/UIPassportShopBg1.png	<color=#000000>※双刃枪涂装</color><color=#0E70BD>九黎铭尊</color>\n<color=#000000>※累计获得</color><color=#0E70BD>活动角色研发券×2500</color>\n<color=#000000>※</color><color=#0E70BD>S级角色碎片自选</color><color=#000000>及大量</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※购买后即送</color><color=#0E70BD>10</color><color=#000000>级评定等级</color>	
106	36	基础情报			True		Assets/Product/Texture/Image/UIPassport/UIPassportShopBg3.png	<color=#000000>※6星意识碎片\n※</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※装备及辅助机强化素材</color>	
107	36	加密情报	5	30		800014	Assets/Product/Texture/Image/UIPassport/UIPassportShopBg2.png	<color=#000000>※累计获得</color><color=#0E70BD>辅助机研发券×2500</color>\n<color=#000000>※</color><color=#0E70BD>S级角色碎片自选</color><color=#000000>及辅助机突破材料\n※大量</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※购买后即送</color><color=#0E70BD>10</color><color=#000000>级评定等级</color>	
108	36	绝密情报	5	68		800015	Assets/Product/Texture/Image/UIPassport/UIPassportShopBg1.png	<color=#000000>※聚能剑炮涂装</color><color=#0E70BD>飞沫惹夏</color>\n<color=#000000>※累计获得</color><color=#0E70BD>活动角色研发券×2500</color>\n<color=#000000>※</color><color=#0E70BD>S级角色碎片自选</color><color=#000000>及大量</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※购买后即送</color><color=#0E70BD>10</color><color=#000000>级评定等级</color>	
109	37	基础情报			True		Assets/Product/Texture/Image/UIPassport/UIPassportShopBg3.png	<color=#000000>※6星意识碎片\n※</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※装备及辅助机强化素材</color>	
110	37	加密情报	5	30		800014	Assets/Product/Texture/Image/UIPassport/UIPassportShopBg2.png	<color=#000000>※累计获得</color><color=#0E70BD>辅助机研发券×2500</color>\n<color=#000000>※</color><color=#0E70BD>S级角色碎片自选</color><color=#000000>及辅助机突破材料\n※大量</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※购买后即送</color><color=#0E70BD>10</color><color=#000000>级评定等级</color>	
111	37	绝密情报	5	68		800015	Assets/Product/Texture/Image/UIPassport/UIPassportShopBg1.png	<color=#000000>※剪刀涂装</color><color=#0E70BD>蓝梭命剪</color>\n<color=#000000>※累计获得</color><color=#0E70BD>活动角色研发券×2500</color>\n<color=#000000>※</color><color=#0E70BD>S级角色碎片自选</color><color=#000000>及大量</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※购买后即送</color><color=#0E70BD>10</color><color=#000000>级评定等级</color>	
112	38	基础情报			True		Assets/Product/Texture/Image/UIPassport/UIPassportShopBg3.png	<color=#000000>※6星意识碎片\n※</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※装备及辅助机强化素材</color>	
113	38	加密情报	5	30		800014	Assets/Product/Texture/Image/UIPassport/UIPassportShopBg2.png	<color=#000000>※累计获得</color><color=#0E70BD>辅助机研发券×2500</color>\n<color=#000000>※</color><color=#0E70BD>S级角色碎片自选</color><color=#000000>及辅助机突破材料\n※大量</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※购买后即送</color><color=#0E70BD>10</color><color=#000000>级评定等级</color>	
114	38	绝密情报	5	68		800015	Assets/Product/Texture/Image/UIPassport/UIPassportShopBg1.png	<color=#000000>※琵琶涂装</color><color=#0E70BD>秋鉴月心</color>\n<color=#000000>※累计获得</color><color=#0E70BD>活动角色研发券×2500</color>\n<color=#000000>※</color><color=#0E70BD>S级角色碎片自选</color><color=#000000>及大量</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※购买后即送</color><color=#0E70BD>10</color><color=#000000>级评定等级</color>	
115	39	基础情报			True		Assets/Product/Texture/Image/UIPassport/UIPassportShopBg3.png	<color=#000000>※6星意识碎片\n※</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※装备及辅助机强化素材</color>	
116	39	加密情报	5	30		800014	Assets/Product/Texture/Image/UIPassport/UIPassportShopBg2.png	<color=#000000>※累计获得</color><color=#0E70BD>辅助机研发券×2500</color>\n<color=#000000>※</color><color=#0E70BD>S级角色碎片自选</color><color=#000000>及辅助机突破材料\n※大量</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※购买后即送</color><color=#0E70BD>10</color><color=#000000>级评定等级</color>	
117	39	绝密情报	5	68		833291	Assets/Product/Texture/Image/UIPassport/UIPassportShopBg1.png	<color=#000000>※封刃太刀涂装</color><color=#0E70BD>凛锋入夜</color>\n<color=#000000>※累计获得</color><color=#0E70BD>活动角色研发券×2500</color>\n<color=#000000>※</color><color=#0E70BD>S级角色碎片自选</color><color=#000000>及大量</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※购买后即送</color><color=#0E70BD>10</color><color=#000000>级评定等级</color>	<color=#000000>※赠送云游戏</color><color=#0E70BD>[21日畅玩卡]</color>\n（需在版本结束前登陆云游戏激活）
118	40	基础情报			True		Assets/Product/Texture/Image/UIPassport/UIPassportShopBg3.png	<color=#000000>※6星意识碎片\n※</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※装备及辅助机强化素材</color>	
119	40	加密情报	5	30		800014	Assets/Product/Texture/Image/UIPassport/UIPassportShopBg2.png	<color=#000000>※累计获得</color><color=#0E70BD>辅助机研发券×2500</color>\n<color=#000000>※</color><color=#0E70BD>S级角色碎片自选</color><color=#000000>及辅助机突破材料\n※大量</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※购买后即送</color><color=#0E70BD>10</color><color=#000000>级评定等级</color>	
120	40	绝密情报	5	68		833304	Assets/Product/Texture/Image/UIPassport/UIPassportShopBg1.png	<color=#000000>※骑枪涂装</color><color=#0E70BD>圣夜礼赞</color>\n<color=#000000>※累计获得</color><color=#0E70BD>活动角色研发券×2500</color>\n<color=#000000>※</color><color=#0E70BD>S级角色碎片自选</color><color=#000000>及大量</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※购买后即送</color><color=#0E70BD>10</color><color=#000000>级评定等级</color>	<color=#000000>※赠送云游戏</color><color=#0E70BD>[21日畅玩卡]</color>\n（需在版本结束前登陆云游戏激活）
121	41	基础情报			True		Assets/Product/Texture/Image/UIPassport/UIPassportShopBg3.png	<color=#000000>※6星意识碎片\n※</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※装备及辅助机强化素材</color>	
122	41	加密情报	5	30		800014	Assets/Product/Texture/Image/UIPassport/UIPassportShopBg2.png	<color=#000000>※累计获得</color><color=#0E70BD>辅助机研发券×2500</color>\n<color=#000000>※</color><color=#0E70BD>S级角色碎片自选</color><color=#000000>及辅助机突破材料\n※大量</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※购买后即送</color><color=#0E70BD>10</color><color=#000000>级评定等级</color>	
123	41	绝密情报	5	68		833305	Assets/Product/Texture/Image/UIPassport/UIPassportShopBg1.png	<color=#000000>※剪刀涂装</color><color=#0E70BD>剪春柳</color>\n<color=#000000>※累计获得</color><color=#0E70BD>活动角色研发券×2500</color>\n<color=#000000>※</color><color=#0E70BD>S级角色碎片自选</color><color=#000000>及大量</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※购买后即送</color><color=#0E70BD>10</color><color=#000000>级评定等级</color>	<color=#000000>※赠送云游戏</color><color=#0E70BD>[21日畅玩卡]</color>\n（需在版本结束前登陆云游戏激活）
124	42	基础情报			True		Assets/Product/Texture/Image/UIPassport/UIPassportShopBg3.png	<color=#000000>※6星意识碎片\n※</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※装备及辅助机强化素材</color>	
125	42	加密情报	5	30		800014	Assets/Product/Texture/Image/UIPassport/UIPassportShopBg2.png	<color=#000000>※累计获得</color><color=#0E70BD>辅助机研发券×2500</color>\n<color=#000000>※</color><color=#0E70BD>S级角色碎片自选</color><color=#000000>及辅助机突破材料\n※大量</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※购买后即送</color><color=#0E70BD>10</color><color=#000000>级评定等级</color>	
126	42	绝密情报	5	68		833308	Assets/Product/Texture/Image/UIPassport/UIPassportShopBg1.png	<color=#000000>※裁决镰刃涂装</color><color=#0E70BD>幽林巫祷</color>\n<color=#000000>※累计获得</color><color=#0E70BD>活动角色研发券×2500</color>\n<color=#000000>※</color><color=#0E70BD>S级角色碎片自选</color><color=#000000>及大量</color><color=#0E70BD>贸易凭据</color>\n<color=#000000>※购买后即送</color><color=#0E70BD>10</color><color=#000000>级评定等级</color>	<color=#000000>※赠送云游戏</color><color=#0E70BD>[21日畅玩卡]</color>\n（需在版本结束前登陆云游戏激活）
