Id	Disposeable	SingleDisposeable	RecordGroupId	Type	Param	Order	Name	Icon	IconR	MiniIcon	ConvertCardId	FightDes	QuickFightDes	ShowTag	MovieId
2021041	1		3	4	['ZX01612BA']	Story-01	危机四伏	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg3010Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg3010.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze02.png	2021021			1	
2021042	1		4	4	['FZ01605BB']	Story	血缘余音	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg3014Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg3014.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze02_2.png	2021021			1	
2021051	1		2	5	['2021051', '1', '400608']	Test-01	狂潮之源	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5011Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5011.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	2021021	检定剧情			
2021052	1		2	5	['2021052', '1', '0']	Test-02	战无不胜	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5011Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5011.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	2021021	封锁1			
2021053	1		2	5	['2021053', '1', '0']	Test-03	另辟蹊径	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5011Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5011.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	2021021	封锁2			
2021054	1		2	5	['2021054', '1', '0']	Test-04	拾取数据	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5011Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5011.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	2021021	封锁3			
2021055	1		2	5	['2021055', '1', '0']	Test-05	坍塌废墟	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5011Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5011.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	2021021	封锁4			
2021056		1		5	['2021056', '0', '0']	Trap-01	局部重灾区	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg8000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg8000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze05.png	2021021	陷阱牌1			
2021057		1		5	['2021057', '0', '0']	Trap-02	局部重灾区	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg8000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg8000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze05.png	2021021	陷阱牌2			
2021058		1		5	['2021058', '0', '0']	Trap-03	局部重灾区	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg8000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg8000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze05.png	2021021	陷阱牌3			
2021061	1		1	6	['400502']	Reward-01	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	2021021	奖励（道具1）			
2021062	1		1	6	['400510']	Reward-02	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	2021021	奖励（道具2）			
2021063	1		1	6	['400502']	Reward-03	贵重物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	2021021	奖励（封锁1）			
2021064	1		1	6	['400609']	Reward-04	贵重物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	2021021	奖励（封锁2）			
2021065	1		1	6	['400502']	Reward-05	贵重物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	2021021	奖励（封锁3）			
2021066	1		1	6	['400510']	Reward-06	贵重物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	2021021	奖励（封锁4）			
2021071		1		7	['2021021', '200', '2021061', '50', '2021091', '50']	???-01	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		2021021				
2021072		1		7	['2021021', '200', '2021061', '50', '2021091', '50']	???-02	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		2021021				
2021073		1		7	['2021021', '200', '2021061', '50', '2021091', '50']	???-03	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		2021021				
2021074		1		7	['2021021', '200', '2021061', '50', '2021091', '50']	???-04	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		2021021				
2021075		1		7	['2021021', '200', '2021061', '50', '2021091', '50']	???-05	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		2021021				
2021076		1		7	['2021021', '200', '2021061', '50', '2021091', '50']	???-06	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		2021021				
2021077		1		7	['2021021', '200', '2021061', '50', '2021091', '50']	???-07	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		2021021				
2021078		1		7	['2021021', '200', '2021061', '50', '2021091', '50']	???-08	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		2021021				
2021079		1		7	['2021021', '200', '2021061', '50', '2021091', '50']	???-09	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		2021021				
2021081				8	['2022', '1', '4']	Go-01	第2区域	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7009Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7009.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze07.png					
2021091		1		9	['6', '30200013', '400530', '2021031']	Fight-01	感染体狂潮	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	2021021	在此地游荡的感染体发出了怪异的叫声，向你们扑来。	目前的实力可以迅速解决这场战斗。		
2021092		1		9	['6', '30200014', '400530', '2021031']	Fight-02	感染体狂潮	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	2021021	在此地游荡的感染体发出了怪异的叫声，向你们扑来。	目前的实力可以迅速解决这场战斗。		
2021093		1		9	['6', '30200013', '400530', '2021031']	Fight-03	感染体狂潮	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	2021021	在此地游荡的感染体发出了怪异的叫声，向你们扑来。	目前的实力可以迅速解决这场战斗。		
2021094		1		9	['6', '30200014', '400530', '2021031']	Fight-04	感染体狂潮	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	2021021	在此地游荡的感染体发出了怪异的叫声，向你们扑来。	目前的实力可以迅速解决这场战斗。		
2021095		1		9	['6', '30200013', '400530', '2021031']	Fight-05	感染体狂潮	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	2021021	在此地游荡的感染体发出了怪异的叫声，向你们扑来。	目前的实力可以迅速解决这场战斗。		
2021096		1		9	['6', '30200014', '400530', '2021031']	Fight-06	感染体狂潮	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	2021021	在此地游荡的感染体发出了怪异的叫声，向你们扑来。	目前的实力可以迅速解决这场战斗。		
2021097		1		9	['6', '30200013', '400530', '2021031']	Fight-07	感染体狂潮	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	2021021	在此地游荡的感染体发出了怪异的叫声，向你们扑来。	目前的实力可以迅速解决这场战斗。		
2021098		1		9	['6', '30200014', '400530', '2021031']	Fight-08	感染体狂潮	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	2021021	在此地游荡的感染体发出了怪异的叫声，向你们扑来。	目前的实力可以迅速解决这场战斗。		
2021099		1		9	['6', '30200013', '400530', '2021031']	Fight-09	感染体狂潮	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	2021021	在此地游荡的感染体发出了怪异的叫声，向你们扑来。	目前的实力可以迅速解决这场战斗。		
2021101				10		Out	离开	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7008Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7008.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze09.png					
2022011				1		Danger zone	危险地区	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1012Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1012.png						
2022012				1		Danger zone	危险地区	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1013Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1013.png						
2022021				2		Security zone	安全通路	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2010Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2010.png						
2022022				2		Security zone	安全通路	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2010Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2010.png						
2022041	1		3	4	['ZX01614BA']	Story-01	旧日残影	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg3010Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg3010.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze02.png	2022021	文本剧情1		1	
2022042	1		3	4	['ZX01615BA']	Story-01	吹笛人	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg3010Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg3010.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze02.png	2022021	文本剧情2		1	
2022051	1		2	5	['2022051', '1', '0']	Test-01	杂乱脚印	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5011Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5011.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	2022021	检定剧情1			
2022052	1		2	5	['2022052', '1', '0']	Test-02	坍塌暗门	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5011Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5011.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	2022021	检定剧情2			
2022053	1		2	5	['2022053', '1', '0']	Test-01	通过暗门	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5011Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5011.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	2022021	封锁1-1			
2022054	1		2	5	['2022054', '1', '0']	Test-02	通过暗门	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5011Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5011.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	2022021	封锁1-2			
2022055	1		2	5	['2022055', '1', '0']	Test-03	通过暗门	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5011Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5011.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	2022021	封锁1-3			
2022056	1		2	5	['2022056', '1', '0']	Test-04	通过暗门	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5011Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5011.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	2022021	封锁1-4			
2022057	1		2	5	['2022057', '1', '0']	Test-05	数据芯片	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5011Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5011.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	2022021	封锁2-1			
2022058	1		2	5	['2022058', '1', '0']	Test-06	数据芯片	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5011Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5011.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	2022021	封锁2-2			
2022059	1		2	5	['2022059', '1', '0']	Test-07	数据芯片	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5011Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5011.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	2022021	封锁2-3			
2022851	1		2	5	['2022851', '1', '0']	Test-08	数据芯片	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5011Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5011.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	2022021	封锁2-4			
2022852	1		2	5	['2022852', '1', '0']	Test-09	数据芯片	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5011Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5011.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	2022021	封锁2-5			
2022853		1		5	['2022853', '0', '0']	Trap-01	局部重灾区	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg8000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg8000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze05.png	2022021	陷阱牌1			
2022854		1		5	['2022854', '0', '0']	Trap-02	局部重灾区	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg8000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg8000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze05.png	2022021	陷阱牌2			
2022855		1		5	['2022855', '0', '0']	Trap-03	局部重灾区	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg8000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg8000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze05.png	2022021	陷阱牌3			
2022061	1		1	6	['400502']	Reward-01	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	2022021	奖励（道具1）			
2022062	1		1	6	['400510']	Reward-02	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	2022021	奖励（道具2）			
2022063	1		1	6	['400502']	Reward-03	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	2022021	奖励（道具3）			
2022064	1		1	6	['400510']	Reward-04	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	2022021	奖励（道具4）			
2022065	1		1	6	['400611']	Reward-05	贵重物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	2022021	奖励（封锁1）			
2022066	1		1	6	['400612']	Reward-06	贵重物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	2022021	奖励（封锁2）			
2022071		1		7	['2022021', '200', '2022061', '50', '2022091', '50']	???-01	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		2022021				
2022072		1		7	['2022021', '200', '2022061', '50', '2022091', '50']	???-02	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		2022021				
2022073		1		7	['2022021', '200', '2022061', '50', '2022091', '50']	???-03	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		2022021				
2022074		1		7	['2022021', '200', '2022061', '50', '2022091', '50']	???-04	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		2022021				
2022075		1		7	['2022021', '200', '2022061', '50', '2022091', '50']	???-05	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		2022021				
2022076		1		7	['2022021', '200', '2022061', '50', '2022091', '50']	???-06	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		2022021				
2022077		1		7	['2022021', '200', '2022061', '50', '2022091', '50']	???-07	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		2022021				
2022078		1		7	['2022021', '200', '2022061', '50', '2022091', '50']	???-08	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		2022021				
2022079		1		7	['2022021', '200', '2022061', '50', '2022091', '50']	???-09	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		2022021				
2022081				8	['2022', '1', '2']	Go-01	第3区域	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7010Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7010.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze07.png					
2022091		1		9	['6', '30200015', '400530', '2022031']	Fight-01	感染体狂潮	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	2022021	在此地游荡的感染体发出了怪异的叫声，向你们扑来。	目前的实力可以迅速解决这场战斗。		
2022092		1		9	['6', '30200016', '400530', '2022031']	Fight-02	感染体狂潮	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	2022021	在此地游荡的感染体发出了怪异的叫声，向你们扑来。	目前的实力可以迅速解决这场战斗。		
2022093		1		9	['6', '30200015', '400530', '2022031']	Fight-03	感染体狂潮	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	2022021	在此地游荡的感染体发出了怪异的叫声，向你们扑来。	目前的实力可以迅速解决这场战斗。		
2022094		1		9	['6', '30200016', '400530', '2022031']	Fight-04	感染体狂潮	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	2022021	在此地游荡的感染体发出了怪异的叫声，向你们扑来。	目前的实力可以迅速解决这场战斗。		
2022095		1		9	['6', '30200015', '400530', '2022031']	Fight-05	感染体狂潮	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	2022021	在此地游荡的感染体发出了怪异的叫声，向你们扑来。	目前的实力可以迅速解决这场战斗。		
2022096		1		9	['6', '30200016', '400530', '2022031']	Fight-06	感染体狂潮	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	2022021	在此地游荡的感染体发出了怪异的叫声，向你们扑来。	目前的实力可以迅速解决这场战斗。		
2022097		1		9	['6', '30200015', '400530', '2022031']	Fight-07	感染体狂潮	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	2022021	在此地游荡的感染体发出了怪异的叫声，向你们扑来。	目前的实力可以迅速解决这场战斗。		
2022098		1		9	['6', '30200016', '400530', '2022031']	Fight-08	感染体狂潮	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	2022021	在此地游荡的感染体发出了怪异的叫声，向你们扑来。	目前的实力可以迅速解决这场战斗。		
2022099		1		9	['6', '30200015', '400530', '2022031']	Fight-09	感染体狂潮	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	2022021	在此地游荡的感染体发出了怪异的叫声，向你们扑来。	目前的实力可以迅速解决这场战斗。		
2022891		1		9	['6', '30200016', '400530', '2022031']	Fight-10	感染体狂潮	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	2022021	在此地游荡的感染体发出了怪异的叫声，向你们扑来。	目前的实力可以迅速解决这场战斗。		
2022892		1		9	['6', '30200015', '400530', '2022031']	Fight-11	感染体狂潮	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	2022021	在此地游荡的感染体发出了怪异的叫声，向你们扑来。	目前的实力可以迅速解决这场战斗。		
2022893		1		9	['6', '30200016', '400530', '2022031']	Fight-12	感染体狂潮	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	2022021	在此地游荡的感染体发出了怪异的叫声，向你们扑来。	目前的实力可以迅速解决这场战斗。		
2022894		1		9	['6', '30200015', '400530', '2022031']	Fight-13	感染体狂潮	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	2022021	在此地游荡的感染体发出了怪异的叫声，向你们扑来。	目前的实力可以迅速解决这场战斗。		
2022895		1		9	['6', '30200016', '400530', '2022031']	Fight-14	感染体狂潮	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	2022021	在此地游荡的感染体发出了怪异的叫声，向你们扑来。	目前的实力可以迅速解决这场战斗。		
