Id	Type	StageType	Desc	Params	Name	AreaIcon	CardIcon
91001	2		获得调查员-里	['1']	<color=#59f5ff>获得调查员 </color>	Assets/Product/Texture/Image/UiTRPG/UiTRPGExploreIconSafe01.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon03.png
91002	2		获得调查员-丽芙	['2']	<color=#59f5ff>获得调查员 </color>	Assets/Product/Texture/Image/UiTRPG/UiTRPGExploreIconSafe01.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon03.png
91004	4		获得调查员-未定	['4']	<color=#59f5ff>获得调查员 </color>	Assets/Product/Texture/Image/UiTRPG/UiTRPGExploreIconSafe01.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon03.png
211001	1		【唤心之日1】在【伊甸16-B休闲模块】<color=#f5b60b>2级区域</color>的探索中，激活【入侵者】事件。	['1033042']	支线：<color=#59f5ff>入侵者</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
211002	1		【唤心之日2】在【多米尼克纪念公园】<color=#f5b60b>2级区域</color>的探索中，激活【多线行动】事件。	['1043041']	支线：<color=#59f5ff>多线行动 </color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
211003	1		【唤心之日3】在【战术舰桥层】<color=#f5b60b>2级区域</color>的探索中，激活【诡局】事件。	['1052041']	支线：<color=#59f5ff>诡局 </color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
211004	1		【唤心之日4】在【战术舰桥层】<color=#f5b60b>2级区域</color>的探索中，激活【地球的支点】事件。	['1052042']	支线：<color=#59f5ff>地球的支点</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
211005	1		【唤心之日5】在【多米尼克纪念公园】<color=#f5b60b>3级区域</color>的探索中，激活【粗糙的痕迹】事件。	['1044043']	支线：<color=#59f5ff>粗糙的痕迹 </color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
211006	1		【唤心之日6】在【多米尼克纪念公园】<color=#f5b60b>3级区域</color>的探索中，激活【猫鼠游戏】事件。	['1044044']	支线：<color=#59f5ff>猫鼠游戏 </color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
212001	1		【无形棘刺1】在【战术舰桥层】<color=#f5b60b>2级区域</color>的探索中，激活【圣甲虫】事件。	['1052043']	支线：<color=#59f5ff>圣甲虫 </color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
212002	1		【无形棘刺2】在【议会外广场】<color=#f5b60b>2级区域</color>的探索中，激活【攀援】事件。	['1022041']	支线：<color=#59f5ff>攀援 </color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
212003	1		【无形棘刺3】在【多米尼克纪念公园】<color=#f5b60b>2级区域</color>的探索中，激活【“坏小子”】事件。	['1043042']	支线：<color=#59f5ff>“坏小子”</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
212004	1		【无形棘刺4】在【多米尼克纪念公园】<color=#f5b60b>3级区域</color>的探索中，激活【诱饵】事件。	['1044041']	支线：<color=#59f5ff>诱饵</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
212005	1		【无形棘刺5】在【多米尼克纪念公园】<color=#f5b60b>3级区域</color>的探索中深处，激活【疑问】事件。	['1044042']	支线：<color=#59f5ff>疑问</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
213001	1		【世界尽头1】在【议会外广场】<color=#f5b60b>2级区域</color>的探索中，激活【旅行者】事件。	['1033041']	支线：<color=#59f5ff>旅行者 </color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
213002	1		【世界尽头2】在【议会外广场】<color=#f5b60b>2级区域</color>的探索中，激活【“大天线”】事件。	['1022042']	支线：<color=#59f5ff>“大天线” </color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
213003	1		【世界尽头3】在【战术舰桥层】<color=#f5b60b>3级区域</color>的探索中，激活【对谈】事件。	['1053041']	支线：<color=#59f5ff>对谈</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
213004	1		【世界尽头4】在【议会外广场】<color=#f5b60b>3级区域</color>的探索中，激活【继续旅途】事件。	['1023041']	支线：<color=#59f5ff>继续旅途 </color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
231001	7		【记忆残响1】 前往【外侧废墟都市】在【支援部队】和布丽姬特聊聊【若琳】	['2130011']	支线：<color=#59f5ff>若琳</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
231002	1		【记忆残响2】前往【B01工业扇区】<color=#f5b60b>3级区域</color>找到【最后的礼物】事件	['3024041']	支线：<color=#59f5ff>最后的礼物</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
231003	7		【记忆残响3】 前往【外侧废墟都市】寻找【记忆残响】事件	['2130021']	支线：<color=#59f5ff>记忆残响</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
232001	1		【潮向1】 前往【核心区】<color=#f5b60b>动力室</color>深处找到【蔓延】事件	['3042042']	支线：<color=#59f5ff>蔓延</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
232002	1		【潮向2】前往【核心区】<color=#f5b60b>控制中枢</color>找到【涨潮】事件	['3043041']	支线：<color=#59f5ff>涨潮</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
232003	1		【潮向3】前往【B01连接长廊】<color=#f5b60b>4级区域</color>找到【猎物】事件	['3034041']	支线：<color=#59f5ff>猎物</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
232004	1		【潮向4】 前往【B01连接长廊】<color=#f5b60b>4级区域</color>深处找到【帷幕之外】事件	['3034042']	支线：<color=#59f5ff>帷幕之外</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
221001	1		【血缘余音1】前往【B区商业园区遗址】<color=#f5b60b>第2街区</color>找到【“素材”】事件	['2033043']	支线：<color=#59f5ff>“素材” </color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
221002	1		【血缘余音2】前往【B区商业园区遗址】<color=#f5b60b>第2街区</color>找到【血缘余音】事件	['2021042']	支线：<color=#59f5ff> 血缘余音</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
222001	1		【无声自我1】前往【C区废弃化工厂】<color=#f5b60b>作业区</color>找到【未知天堂】事件	['2042043']	支线：<color=#59f5ff> 未知天堂</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
222002	1		【无声自我2】前往【C区废弃化工厂】<color=#f5b60b>作业区</color>找到【从众效应】事件	['2042044']	支线：<color=#59f5ff>从众效应</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
222003	1		【无声自我3】前往【C区废弃化工厂】<color=#f5b60b>作业区</color>找到【燃尽一切】事件	['2042045']	支线：<color=#59f5ff>燃尽一切</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
222004	1		【无声自我4】 前往【C区废弃化工厂】<color=#f5b60b>作业区</color>找到【无声自我】事件	['2042046']	支线：<color=#59f5ff>无声自我</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
241001	1		【渎神1】前往【断片裂谷】<color=#f5b60b>开阔地</color>找到【背光】事件	['4024041']	支线：<color=#59f5ff>背光</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
241002	7		【渎神2】前往【地下连接区】找到【蚕食】事件	['13401']	支线：<color=#59f5ff>蚕食</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
242001	1		【池鱼1】前往【聚噬体左手】<color=#f5b60b>2级区域</color>找到【交易】事件	['4031042']	支线：<color=#59f5ff>交易</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
242002	1		【池鱼2】前往【聚噬体左手】<color=#f5b60b>2级区域</color>找到【条件】事件	['4032041']	支线：<color=#59f5ff>条件</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
243001	1		【信仰赞歌1】前往【聚噬体核心】<color=#f5b60b>2级区域</color>找到【“佳音” 】事件	['4041041']	支线：<color=#59f5ff> “佳音”</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
243002	1		【信仰赞歌2】前往【聚噬体核心】<color=#f5b60b>3级区域</color>找到【祈祷】事件	['4043041']	支线：<color=#59f5ff>祈祷</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
243003	1		【信仰赞歌3】前往【聚噬体核心】<color=#f5b60b>2级区域</color>找到【信仰赞歌】事件	['4042041']	支线：<color=#59f5ff>信仰赞歌</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
244001	1		【锲1】 前往【聚噬体核心】<color=#f5b60b>3级区域</color>找到【幕后】事件	['4043042']	支线：<color=#59f5ff>幕后</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
244002	1		【锲2】前往【聚噬体核心】<color=#f5b60b>2级区域</color>找到【计划】事件	['4042042']	支线：<color=#59f5ff>计划</color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
300001	4		从迷宫1-4获得神秘道具-秘密水晶	['61503']	<color=#59f5ff>物质获得 </color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
300002	5		在支线区交付神秘道具-秘密水晶	['61503']	<color=#59f5ff>物质交付 </color>	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
