Id	CharacterId	Name	Icon	StoryId	StageId	UnlockLv	ConditionDescript	SectionNumber	TaskId	ExtraDescript	Tips	StageDetailType	StageDetailParams
159	1161002	常羽·游麟·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HG11603BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
160	1161002	常羽·游麟·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage116100202.png	HG11604BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
161	1161002	常羽·游麟·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG11605BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
162	1161002	常羽·游麟·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage116100203.png	HG11606BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
163	1171003	露娜·银冕·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage117100301.png	HG11701BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
164	1171003	露娜·银冕·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage117100302.png	HG11702BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
165	1171003	露娜·银冕·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG11703BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
166	1171003	露娜·银冕·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG11704BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
167	1171003	露娜·银冕·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG11705BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
168	1171003	露娜·银冕·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HG11706BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
169	1171003	露娜·银冕·其之七	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage117100302.png	HG11707BA		7	信赖度<color=#C14F38>7</color>级解锁	7					
170	1171003	露娜·银冕·其之八	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage117100303.png	HG11708BA		8	信赖度<color=#C14F38>8</color>级解锁	8					
171	1211002	万事·明觉·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage121100201.png	HG11801BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
172	1211002	万事·明觉·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG11802BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
173	1211002	万事·明觉·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG11803BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
174	1211002	万事·明觉·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage121100202.png	HG11804BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
175	1211002	万事·明觉·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG11805BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
176	1211002	万事·明觉·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage121100203.png	HG11806BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
177	1531003	赛琳娜·岚音·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage153100301.png	HG11901BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
178	1531003	赛琳娜·岚音·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG11902BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
179	1531003	赛琳娜·岚音·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage06.png	HG11903BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
180	1531003	赛琳娜·岚音·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage153100302.png	HG11904BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
181	1531003	赛琳娜·岚音·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HG11905BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
182	1531003	赛琳娜·岚音·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage153100303.png	HG11906BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
183	1121003	库洛姆·荣光·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage112100301.png	HG12001BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
184	1121003	库洛姆·荣光·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG12002BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
185	1121003	库洛姆·荣光·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG12003BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
186	1121003	库洛姆·荣光·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage112100302.png	HG12004BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
187	1121003	库洛姆·荣光·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG12005BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
188	1121003	库洛姆·荣光·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage112100303.png	HG12006BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
189	1221002	21号·XXI·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage122100201.png	HG12101BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
190	1221002	21号·XXI·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG12102BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
191	1221002	21号·XXI·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage06.png	HG12103BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
192	1221002	21号·XXI·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage122100202.png	HG12104BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
193	1221002	21号·XXI·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HG12105BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
194	1221002	21号·XXI·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage122100203.png	HG12106BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
195	1131003	薇拉·绯耀·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage113100301.png	HG12201BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
196	1131003	薇拉·绯耀·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG12202BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
197	1131003	薇拉·绯耀·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG12203BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
198	1131003	薇拉·绯耀·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage113100302.png	HG12204BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
199	1131003	薇拉·绯耀·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG12205BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
200	1131003	薇拉·绯耀·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage113100303.png	HG12206BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
201	1541003	罗兰·戏炎·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage154100301.png	HG12301BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
202	1541003	罗兰·戏炎·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HG12302BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
203	1541003	罗兰·戏炎·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG12303BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
204	1541003	罗兰·戏炎·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage154100302.png	HG12304BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
205	1541003	罗兰·戏炎·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG12305BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
206	1541003	罗兰·戏炎·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage154100303.png	HG12306BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
207	1031004	丽芙·极昼·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage103100401.png	HG12401BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
208	1031004	丽芙·极昼·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG12402BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
209	1031004	丽芙·极昼·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG12403BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
210	1031004	丽芙·极昼·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage103100402.png	HG12404BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
211	1031004	丽芙·极昼·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG12405BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
212	1031004	丽芙·极昼·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG12406BA		5	信赖度<color=#C14F38>5</color>级解锁	6					
213	1031004	丽芙·极昼·其之七	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage103100403.png	HG12407BA		6	信赖度<color=#C14F38>6</color>级解锁	7					
214	1531004	赛琳娜·幻奏·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage153100401.png	HA12501BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
215	1531004	赛琳娜·幻奏·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage06.png	HA12502BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
216	1531004	赛琳娜·幻奏·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HA12503BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
217	1531004	赛琳娜·幻奏·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage153100402.png	HA12504BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
218	1531004	赛琳娜·幻奏·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HA12505BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
219	1531004	赛琳娜·幻奏·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage153100403.png	HA12506BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
220	1551003	蒲牢·华钟·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage155100301.png	HG12601BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
221	1551003	蒲牢·华钟·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG12602BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
222	1551003	蒲牢·华钟·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG12603BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
223	1551003	蒲牢·华钟·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage155100302.png	HG12604BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
224	1551003	蒲牢·华钟·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG12605BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
225	1551003	蒲牢·华钟·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage155100303.png	HG12606BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
226	1051004	七实·遥星之座·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage105100401.png	HG12701BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
227	1051004	七实·遥星之座·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage06.png	HG12702BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
228	1051004	七实·遥星之座·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HG12703BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
229	1051004	七实·遥星之座·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage105100402.png	HG12704BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
230	1051004	七实·遥星之座·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG12705BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
231	1051004	七实·遥星之座·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage105100403.png	HG12706BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
232	1561003	哈卡玛·隐星·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage156100301.png	HG12801BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
233	1561003	哈卡玛·隐星·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG12802BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
234	1561003	哈卡玛·隐星·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG12803BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
235	1561003	哈卡玛·隐星·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage156100302.png	HG12804BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
236	1561003	哈卡玛·隐星·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG12805BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
237	1561003	哈卡玛·隐星·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage156100303.png	HG12806BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
238	1071004	卡列尼娜·辉晓·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage107100401.png	HG12901BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
239	1071004	卡列尼娜·辉晓·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage06.png	HG12902BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
240	1071004	卡列尼娜·辉晓·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HG12903BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
241	1071004	卡列尼娜·辉晓·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage107100402.png	HG12904BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
242	1071004	卡列尼娜·辉晓·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG12905BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
243	1071004	卡列尼娜·辉晓·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage107100403.png	HG12906BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
244	1571003	诺安·逆旅·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage157100301.png	HG13001BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
245	1571003	诺安·逆旅·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG13002BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
246	1571003	诺安·逆旅·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG13003BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
247	1571003	诺安·逆旅·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage157100302.png	HG13004BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
248	1571003	诺安·逆旅·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG13005BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
249	1571003	诺安·逆旅·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage157100303.png	HG13006BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
250	1041004	比安卡·深痕·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage104100401.png	HG13101BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
251	1041004	比安卡·深痕·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage06.png	HG13102BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
252	1041004	比安卡·深痕·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HG13103BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
253	1041004	比安卡·深痕·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG13104BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
254	1041004	比安卡·深痕·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage104100402.png	HG13105BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
255	1041004	比安卡·深痕·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG13106BA		5	信赖度<color=#C14F38>5</color>级解锁	6					
256	1041004	比安卡·深痕·其之七	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage104100403.png	HG13107BA		6	信赖度<color=#C14F38>6</color>级解锁	7					
257	1231002	邦比娜塔·琉璃·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage123100201.png	HG13201BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
258	1231002	邦比娜塔·琉璃·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG13202BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
259	1231002	邦比娜塔·琉璃·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG13203BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
260	1231002	邦比娜塔·琉璃·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage123100202.png	HG13204BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
261	1231002	邦比娜塔·琉璃·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage06.png	HG13205BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
262	1231002	邦比娜塔·琉璃·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage123100203.png	HG13206BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
263	1011004	里·超刻·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage101100401.png	HG13301BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
264	1011004	里·超刻·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HG13302BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
265	1011004	里·超刻·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG13303BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
266	1011004	里·超刻·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage101100402.png	HG13304BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
267	1011004	里·超刻·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG13305BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
268	1011004	里·超刻·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage101100403.png	HG13306BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
269	1091003	艾拉·万华·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage109100301.png	HG13401BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
270	1091003	艾拉·万华·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG13402BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
271	1091003	艾拉·万华·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG13403BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
272	1091003	艾拉·万华·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage109100302.png	HG13404BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
273	1091003	艾拉·万华·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage06.png	HG13405BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
274	1091003	艾拉·万华·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage109100303.png	HG13406BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
275	1021005	露西亚·深红囚影·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage102100501.png	HG13501BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
276	1021005	露西亚·深红囚影·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HG13502BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
277	1021005	露西亚·深红囚影·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG13503BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
278	1021005	露西亚·深红囚影·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage102100502.png	HG13504BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
279	1021005	露西亚·深红囚影·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG13505BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
280	1021005	露西亚·深红囚影·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage102100503.png	HG13506BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
281	1241002	含英·清商·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage124100201.png	HG13601BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
282	1241002	含英·清商·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage124100202.png	HG13602BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
283	1241002	含英·清商·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG13603BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
284	1241002	含英·清商·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage124100203.png	HG13604BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
285	1241002	含英·清商·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage06.png	HG13605BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
286	1241002	含英·清商·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage124100204.png	HG13606BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
287	1221003	21号·森息·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage122100301.png	HG13701BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
288	1221003	21号·森息·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HG13702BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
289	1221003	21号·森息·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG13703BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
290	1221003	21号·森息·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage122100302.png	HG13704BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
291	1221003	21号·森息·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG13705BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
292	1221003	21号·森息·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage122100303.png	HG13706BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
293	1251002	诺克提·擎驱·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage125100201.png	HG13801BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
294	1251002	诺克提·擎驱·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG13802BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
295	1251002	诺克提·擎驱·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG13803BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
296	1251002	诺克提·擎驱·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage125100202.png	HG13804BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
297	1251002	诺克提·擎驱·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage06.png	HG13805BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
298	1251002	诺克提·擎驱·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage125100203.png	HG13806BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
299	1261003	亚里莎·回音·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage126100301.png	HG13901BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
300	1261003	亚里莎·回音·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage01.png	HG13902BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
301	1261003	亚里莎·回音·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG13903BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
302	1261003	亚里莎·回音·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage126100302.png	HG13904BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
303	1261003	亚里莎·回音·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG13905BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
304	1261003	亚里莎·回音·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage126100303.png	HG13906BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
305	1271003	拉弥亚·深谣·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage127100301.png	HG14001BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
306	1271003	拉弥亚·深谣·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage04.png	HG14002BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
307	1271003	拉弥亚·深谣·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage05.png	HG14003BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
308	1271003	拉弥亚·深谣·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage127100302.png	HG14004BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
309	1271003	拉弥亚·深谣·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG14005BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
310	1271003	拉弥亚·深谣·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage127100303.png	HG14006BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
311	1081004	渡边·尘铭·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage108100401.png	HG14101BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
312	1081004	渡边·尘铭·其之二	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage02.png	HG14102BA		2	信赖度<color=#C14F38>2</color>级解锁	2					
313	1081004	渡边·尘铭·其之三	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage03.png	HG14103BA		3	信赖度<color=#C14F38>3</color>级解锁	3					
314	1081004	渡边·尘铭·其之四	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage108100402.png	HG14104BA		4	信赖度<color=#C14F38>4</color>级解锁	4					
315	1081004	渡边·尘铭·其之五	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage06.png	HG14105BA		5	信赖度<color=#C14F38>5</color>级解锁	5					
316	1081004	渡边·尘铭·其之六	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage108100403.png	HG14106BA		6	信赖度<color=#C14F38>6</color>级解锁	6					
317	1521004	曲·启明·其之一	Assets/Product/Texture/Image/UiFavorability/UiFStoryStage152100401.png	HG14201BA		1	信赖度<color=#C14F38>1</color>级解锁	1					
