Id	Type	Name	Details	Desc	WorldDesc	Quality	Priority	Icon	SmallIcon	Coffee	Review	IsReDraw	DefaultNum	NpcId	IsShow	UseConditions	Tags	Effects	UnlockDesc
10003		点评员-莫瑞	本时段的座位+1<color=#35ce4e>（上限6）</color>；\n有<Icon=IconCafeRed/>入座时，<Icon=IconCafeReview/>+10<color=#35ce4e>（{1002}）</color>。	本时段的座位+1；\n有<Icon=IconCafeRed/>入座时，<Icon=IconCafeReview/>+10。	口味是重要的点评标准，不过更多顾客最在意的还是价格。	2		Assets/Product/Texture/Image/RoleStory/MoruiNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/MoruiNormal01.png					101062				[1000301, 1000302, 1000303, 1000304, 1000305, 1000306, 1000307, 1000199, 1000198, 1000799, 1000196]	
10004		点评员-莫瑞	本时段的座位+1<color=#35ce4e>（上限6）</color>；\n本时段消耗<Icon=IconCafeReview/>≥20时，<Icon=IconCafeCoffee/>+20<color=#35ce4e>（{1001}）</color>。	本时段的座位+1；\n本时段消耗<Icon=IconCafeReview/>≥20时，<Icon=IconCafeCoffee/>+20。	点评时品尝少量咖啡即可，嗯，不需要一口气全部喝完。	2		Assets/Product/Texture/Image/RoleStory/MoruiNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/MoruiNormal01.png					101013				[1000401, 1000402, 1000199, 1000198, 1000799, 1000196]	
10005		点评员-莫瑞	本时段的座位+1<color=#35ce4e>（上限6）</color>；\n入座座位≥4时，<Icon=IconCafeReview/>+10<color=#35ce4e>（{1002}）</color>。	本时段的座位+1；\n入座座位≥4时，<Icon=IconCafeReview/>+10。	甜点小食的评分似乎比咖啡正品的还要高。	2		Assets/Product/Texture/Image/RoleStory/MoruiNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/MoruiNormal01.png					101012				[1000501, 1000502, 1000199, 1000198, 1000799, 1000196]	
10006		点评员-莫瑞	本时段的座位+1<color=#35ce4e>（上限6）</color>；\n自身获得加成时，<Icon=IconCafeCoffee/>+20<color=#35ce4e>（{1001}）</color>。	本时段的座位+1；\n自身获得加成时，<Icon=IconCafeCoffee/>+20。	及时上新门店周边和手信也是提高评分的好办法。	2		Assets/Product/Texture/Image/RoleStory/MoruiNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/MoruiNormal01.png					101093				[1000601, 1000602, 1000199, 1000198, 1000799, 1000196]	
10007	-1	点评员-希波克拉底	任意单个时段获取的<Icon=IconCafeCoffee/>≥120时，通过考核；\n未通过考核时，全部时段结束后<Icon=IconCafeCoffee/>-100。	任意单个时段获取的<Icon=IconCafeCoffee/>≥120时，通过考核；\n未通过考核时，全部时段结束后<Icon=IconCafeCoffee/>-100。	再说一遍，我不会做出拿咖啡液体进行化验这种事。	1		Assets/Product/Texture/Image/RoleStory/XibokeladiNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/XibokeladiNormal01.png					101060		[2]	[8, 9, 3]	[1000710, 1000701, 1000702, 1000708]	
10008	-1	点评员-希波克拉底	任意时段结束持有的<Icon=IconCafeReview/>≥50时，通过考核；\n未通过考核时，全部时段结束后<Icon=IconCafeCoffee/>-100。	任意时段结束持有的<Icon=IconCafeReview/>≥50时，通过考核；\n未通过考核时，全部时段结束后<Icon=IconCafeCoffee/>-100。	点评出的榜单会被放进每一个生命之星工作人员的收藏夹。	1		Assets/Product/Texture/Image/RoleStory/XibokeladiNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/XibokeladiNormal01.png					101044		[2]	[8, 9, 3]	[1000810, 1000801, 1000802, 1000808]	
10009	-1	点评员-希波克拉底	无法入座；任意时段有8个顾客入座时，通过考核；否则全部时段结束时：<Icon=IconCafeCoffee/>-100。	无法入座；任意时段有8个顾客入座时，通过考核；否则全部时段结束时：<Icon=IconCafeCoffee/>-100。	一位尊贵的顾客，给钱的。	1		Assets/Product/Texture/Image/RoleStory/XibokeladiNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/XibokeladiNormal01.png					101029		[2]	[8, 3]	[1000901, 1000902, 1000908]	
10010		点评员-维多利亚诺曼	<Icon=IconCafeRed/>入座时，自身<Icon=IconCafeReview/>+20\n<Icon=IconCafePurp/>入座时，自身<Icon=IconCafeReview/>+10；\n时段4结束前未入座：<Icon=IconCafeCoffee/>-200。	<Icon=IconCafeRed/>入座时，自身<Icon=IconCafeReview/>+20\n<Icon=IconCafePurp/>入座时，自身<Icon=IconCafeReview/>+10；\n时段4结束前未入座：<Icon=IconCafeCoffee/>-200。	专注于高品质咖啡品鉴。	2		Assets/Product/Texture/Image/RoleStory/V2100wdlyNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2100wdlyNormal01.png		-80			101031			[1, 3]	[1001001, 1001012, 1001023, 1001034, 1001095, 1001096, 1001097, 1001094]	
10011		点评员-维多利亚诺曼	增加座位时，自身<Icon=IconCafeReview/>+10\n获得<Icon=IconCafeRed/>时，自身<Icon=IconCafeReview/>+10；时段4结束前未入座：<Icon=IconCafeCoffee/>-200。	增加座位时，自身<Icon=IconCafeReview/>+10\n获得<Icon=IconCafeRed/>时，自身<Icon=IconCafeReview/>+10；时段4结束前未入座：<Icon=IconCafeCoffee/>-200。	在点评时结合客户调研分析可不是小题大做。	2		Assets/Product/Texture/Image/RoleStory/V2100wdlyNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2100wdlyNormal01.png		-80			101050			[1, 3]	[2008101, 2008108, 2008115, 2008122, 2008193, 2008197, 2008199, 2008194]	
10022		点评员-维多利亚诺曼	入座6名顾客时，自身<Icon=IconCafeReview/>+30；\n单个时段内每获得20<Icon=IconCafeReview/>，自身<Icon=IconCafeReview/>+10；\n时段4结束前未入座：<Icon=IconCafeCoffee/>-200。	入座6名顾客时，自身<Icon=IconCafeReview/>+30；\n单个时段内每获得20<Icon=IconCafeReview/>，自身<Icon=IconCafeReview/>+10；\n时段4结束前未入座：<Icon=IconCafeCoffee/>-200。	常驻好评榜第一的咖啡商户......考虑接受诺曼集团的入资么？	2		Assets/Product/Texture/Image/RoleStory/V2100wdlyNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2100wdlyNormal01.png		-80			101010			[1, 3]	[1001101, 1001102, 1001103, 1001104, 1001117, 1001118, 1001119, 1001120, 1001113, 1001114, 1001193, 1001194]	
10012	-1	点评员-露西亚	每个时段首位<Icon=IconCafeRed/>入座时获得永久<Icon=IconCafeCoffee/>+5；\n时段1/2/3均有<Icon=IconCafeRed/>入座时，通过考核。	每个时段首位<Icon=IconCafeRed/>入座时获得永久<Icon=IconCafeCoffee/>+5；\n时段1/2/3均有<Icon=IconCafeRed/>入座时，通过考核。	不松懈也是战士必备的优秀素养。	1		Assets/Product/Texture/Image/RoleStory/V2150lxyNormal14.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2150lxyNormal14.png					101046		[2]	[8, 3, 9]	[1001202, 1001203, 1001204, 1001207, 1001297, 1001299]	
10013	-1	点评员-卡列尼娜	时段1/2/3结束时，若持有的<Icon=IconCafeReview/>≥75，后续时段中<Icon=IconCafeRed/>获得<Icon=IconCafeCoffee/>+30%。	时段1/2/3结束时，若持有的<Icon=IconCafeReview/>≥75，后续时段中<Icon=IconCafeRed/>获得<Icon=IconCafeCoffee/>+30%。	哼，就让我来测试一下你的能力。	1		Assets/Product/Texture/Image/RoleStory/KalieninaNomal06.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/KalieninaNomal03.png					101030		[2]	[8, 3, 9]	[1001301, 1001397, 1001399]	
10014	-1	点评员-比安卡	每个时段首次获得<Icon=IconCafeRed/>时，顾客+1；\n每个入座的<Icon=IconCafeRed/>可以使当前时段中所有入座顾客获得<Icon=IconCafeCoffee/>+10%。	每个时段首次获得<Icon=IconCafeRed/>时，顾客+1；\n每个入座的<Icon=IconCafeRed/>可以使当前时段中所有入座顾客获得<Icon=IconCafeCoffee/>+10%。	就算是这种时刻，也应该严格要求自己。	1		Assets/Product/Texture/Image/RoleStory/V3600BiankaNormal04.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V130bakNormal01.png					101094		[2]	[8, 3]	[1001401, 1001402, 1001409, 1001416, 1001423, 1001430, 1001437, 1001495, 1001492]	
10015	-1	点评员-露西亚	已通过考核，时段4首位<Icon=IconCafeRed/>入座时获得<Icon=IconCafeCoffee/>+50%。	已通过考核，时段4首位<Icon=IconCafeRed/>入座时获得<Icon=IconCafeCoffee/>+50%。	不松懈也是战士必备的优秀素养。	1		Assets/Product/Texture/Image/RoleStory/V2150lxyNormal14.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2150lxyNormal14.png					101048		[2]	[8]	[1001201]	
10016	-1	点评员-露西亚	未通过考核，无法获得<Icon=IconCafeRed/>的加成。	未通过考核，无法获得<Icon=IconCafeRed/>的加成。	不松懈也是战士必备的优秀素养。	1		Assets/Product/Texture/Image/RoleStory/V2150lxyNormal14.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2150lxyNormal14.png					101092		[2]	[8]		
10017	-1	点评员-卡列尼娜	已通过考核，可以使一位<Icon=IconCafeRed/>获得<Icon=IconCafeCoffee/>+30%。	已通过考核，可以使一位<Icon=IconCafeRed/>获得<Icon=IconCafeCoffee/>+30%。	哼，就让我来测试一下你的能力。	1		Assets/Product/Texture/Image/RoleStory/KalieninaNomal06.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/KalieninaNomal03.png					101083		[2]	[8, 3]	[1001314, 1001315, 1001399]	
10018	-1	点评员-卡列尼娜	未通过考核，时段4时无法获得<Icon=IconCafeReview/>总量加成。	未通过考核，时段4时无法获得<Icon=IconCafeReview/>总量加成。	哼，就让我来测试一下你的能力。	1		Assets/Product/Texture/Image/RoleStory/KalieninaNomal06.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/KalieninaNomal03.png					101086		[2]	[8]	[1001398, 1001299]	
10019	-1	点评员-比安卡	每个时段首次获得<Icon=IconCafeRed/>时，顾客+1<color=#35ce4e>（上限7）</color>；每个入座的<Icon=IconCafeRed/>使所有入座顾客<Icon=IconCafeCoffee/>+10%。	每个时段首次获得<Icon=IconCafeRed/>时，顾客+1；每个入座的<Icon=IconCafeRed/>使所有入座顾客<Icon=IconCafeCoffee/>+10%。	一位尊贵的顾客，给钱的。	1		Assets/Product/Texture/Image/RoleStory/V3600BiankaNormal04.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V130bakNormal01.png					101051		[2]	[8]	[1001401, 1001402, 1001409, 1001416, 1001423, 1001430, 1001437, 1001495, 1001493]	
10020	-1	点评员-比安卡	每个时段首次获得<Icon=IconCafeRed/>时，顾客+1<color=#35ce4e>（上限7）</color>；每个入座的<Icon=IconCafeRed/>使所有入座顾客<Icon=IconCafeCoffee/>+10%。	每个时段首次获得<Icon=IconCafeRed/>时，顾客+1；每个入座的<Icon=IconCafeRed/>使所有入座顾客<Icon=IconCafeCoffee/>+10%。	一位尊贵的顾客，给钱的。	1		Assets/Product/Texture/Image/RoleStory/V3600BiankaNormal04.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V130bakNormal01.png					101045		[2]	[8]	[1001401, 1001402, 1001409, 1001416, 1001423, 1001430, 1001437, 1001495, 1001494]	
10021	-1	点评员-比安卡	每个时段首次获得<Icon=IconCafeRed/>时，顾客+1<color=#35ce4e>（上限7）</color>；每个入座的<Icon=IconCafeRed/>使所有入座顾客<Icon=IconCafeCoffee/>+10%。	每个时段首次获得<Icon=IconCafeRed/>时，顾客+1；每个入座的<Icon=IconCafeRed/>使所有入座顾客<Icon=IconCafeCoffee/>+10%。	一位尊贵的顾客，给钱的。	1		Assets/Product/Texture/Image/RoleStory/V3600BiankaNormal04.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V130bakNormal01.png					101056		[2]	[8]	[1001401, 1001402, 1001409, 1001416, 1001423, 1001430, 1001437]	
11101		1号顾客				3	1110	Assets/Product/Texture/Image/RoleStory/YanjiuyuanNomal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/YanjiuyuanNomal01.png	12				101087					
11102		2号顾客				3	1100	Assets/Product/Texture/Image/RoleStory/BoshiNomal02.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/BoshiNomal02.png	10				101059					
11103		3号顾客				3	1090	Assets/Product/Texture/Image/RoleStory/XizhuangnanNormal03.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/XizhuangnanNormal03.png	8				101084					
11104		4号顾客				3	1080	Assets/Product/Texture/Image/RoleStory/GouzaotishibingnvNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/GouzaotishibingnvNormal01.png	15				101081					
11201		5号顾客				3	1070	Assets/Product/Texture/Image/RoleStory/V290npcNormal03.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V290npcNormal03.png	15	-5			101061					
11202		6号顾客				3	1060	Assets/Product/Texture/Image/RoleStory/V210yjyNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V210yjyNormal01.png	10	-5			101091					
11203		7号顾客				3	1050	Assets/Product/Texture/Image/RoleStory/V3000womanNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V3000womanNormal01.png	5	15			101057					
11204		8号顾客				3	1040	Assets/Product/Texture/Image/RoleStory/V3200airhostessNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V3200airhostessNormal01.png	5	5			101089					
11301		社交狂人	本时段的座位+1<color=#35ce4e>（上限6）</color>。	本时段的座位+1。	一个人来多没意思，至少也要带几个朋友啦。	3	1030	Assets/Product/Texture/Image/RoleStory/GongzuonvNomal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/GongzuonvNomal01.png	10	-5			101088				[11301]	
11302		好评的顾客				3	1020	Assets/Product/Texture/Image/RoleStory/YanjiuyuanNomal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/YanjiuyuanNomal01.png		10			101058					
11303		挑剔的顾客	入座座位4时，额外获得<Icon=IconCafeCoffee/>+15<color=#35ce4e>（{1001}）</color>。	入座座位4时，额外获得<Icon=IconCafeCoffee/>+15。	我的梦中情椅…	3	1010	Assets/Product/Texture/Image/RoleStory/KongzhonghuayuanrenleinanNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/KongzhonghuayuanrenleinanNormal01.png	15				101019				[11303]	
11304		3号顾客				3	1000	Assets/Product/Texture/Image/RoleStory/BoshiNomal02.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/BoshiNomal02.png	15				101090					
1210101		莱亚-1	入座座位1：<Icon=IconCafeReview/>+10\n入座座位2：<Icon=IconCafeCoffee/>+20\n入座座位3：本时段的座位+1<color=#35ce4e>（上限6）</color>。	入座座位1：<Icon=IconCafeReview/>+10\n入座座位2：<Icon=IconCafeCoffee/>+20\n入座座位3：本时段的座位+1。	莱亚宣传过的饮品会销量倍增。	3	990	Assets/Product/Texture/Image/RoleStory/V2140lyNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2140lyNormal01.png					101011				[1210101, 1210102, 1210103]	
1210102		1号顾客				3	980	Assets/Product/Texture/Image/RoleStory/XizhuangnanNormal03.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/XizhuangnanNormal03.png	15	-5			101028					
1210103		社交狂人	本时段的座位+1<color=#35ce4e>（上限6）</color>。	本时段的座位+1。	喝着咖啡聊天简直是人生享受！	3	970	Assets/Product/Texture/Image/RoleStory/GongzuonvNomal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/GongzuonvNomal01.png		-5			101047				[12103]	
1210104		西蒙	下一位座位的顾客不会消耗<Icon=IconCafeReview/>。	下一位座位的顾客不会消耗<Icon=IconCafeReview/>。	每次咖啡上新都会立即对他人安利新品。	3	960	Assets/Product/Texture/Image/RoleStory/XimengNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/XimengNormal01.png	10				101094				[12104]	
1210105		哈桑	持有<Icon=IconCafeReview/>为0时，<Icon=IconCafeReview/>+10<color=#35ce4e>（{1002}）</color>；\n不为0时，<Icon=IconCafeCoffee/>+15<color=#35ce4e>（{1001}）</color>。	持有<Icon=IconCafeReview/>为0时，<Icon=IconCafeReview/>+10；\n不为0时，<Icon=IconCafeCoffee/>+15。	感恩的心，感谢有议长提供帮助。	3	950	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/HasangNomal01.png					101081				[1210501, 1210502]	
1210106		莱亚-2	自身前每入座一位顾客，<Icon=IconCafeCoffee/>+5<color=#35ce4e>（{1399}）</color>。	自身前每入座一位顾客，<Icon=IconCafeCoffee/>+5。	“莱亚强烈推荐的店肯定不错！”	3	940	Assets/Product/Texture/Image/RoleStory/V2140lyNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2140lyNormal01.png					101090				[1210601]	
1210201		研究员-1	入座座位1时<Icon=IconCafeCoffee/>+30，使<color=#A81CDA>研究员-2</color>获得<Icon=IconCafeCoffee/>+10。	入座座位1时<Icon=IconCafeCoffee/>+30，使<color=#A81CDA>研究员-2</color>获得<Icon=IconCafeCoffee/>+10。	首先，要规范下流程。	4	990	Assets/Product/Texture/Image/RoleStory/YanjiuyuanNomal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/YanjiuyuanNomal01.png					101044				[1220101, 1220102]	
1210202		研究员-2	与<color=#A81CDA>研究员-3</color>同时入座时获得<Icon=IconCafeCoffee/>+10<Icon=IconCafeReview/>+5。	与<color=#A81CDA>研究员-3</color>同时入座时获得<Icon=IconCafeCoffee/>+10<Icon=IconCafeReview/>+5。	其次，要做好分工。	4	980	Assets/Product/Texture/Image/RoleStory/BoshiNomal02.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/BoshiNomal02.png					101060				[1220201, 1220203]	
1210203		研究员-3	与<color=#A81CDA>研究员-1</color>同时入座时，本时段的座位+1<color=#35ce4e>（上限6）</color>。	与<color=#A81CDA>研究员-1</color>同时入座时，本时段的座位+1。	最后，要懂得配合。	4	970	Assets/Product/Texture/Image/RoleStory/YanjiuyuanNormal03.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/YanjiuyuanNormal03.png	10	5			101093				[1220303]	
1210205		社交狂人	本时段的座位+1<color=#35ce4e>（上限6）</color>。	本时段的座位+1。	喝着咖啡聊天简直是人生享受！	4	950	Assets/Product/Texture/Image/RoleStory/GongzuonvNomal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/GongzuonvNomal01.png		-5			101089				[1220501]	
1210206		莱亚	自身前每入座一位顾客，<Icon=IconCafeCoffee/>+5<color=#35ce4e>（{1399}）</color>。	自身前每入座一位顾客，<Icon=IconCafeCoffee/>+5。	莱亚宣传过的饮品会销量倍增。	4	940	Assets/Product/Texture/Image/RoleStory/V2140lyNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2140lyNormal01.png		10			101049				[1220301]	
1210301	231	瑞贝卡-1	入座后，将未入座顾客都替换为其他顾客。	入座后，将未入座顾客都替换为其他顾客。	我说这些座位都写了黑野的名字，不满意？	4	990	Assets/Product/Texture/Image/RoleStory/RuibeikaNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/RuibeikaNormal01.png	30				101082				[1230101]	
1210303	233	瑞贝卡-2	本时段的座位+2<color=#35ce4e>（上限6）</color>；\n入座后，将未入座顾客都替换为其他顾客。	本时段的座位+2；\n入座后，将未入座顾客都替换为其他顾客。	别说几个座位，天花板掉下来一点灰都得姓黑野。	4	970	Assets/Product/Texture/Image/RoleStory/RuibeikaNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/RuibeikaNormal01.png					101058				[1230301, 1230302]	
1210305	235	瑞贝卡-3	入座后，将未入座顾客都替换为其他顾客。	入座后，将未入座顾客都替换为其他顾客。	我说这些座位都写了黑野的名字，不满意？	4	950	Assets/Product/Texture/Image/RoleStory/RuibeikaNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/RuibeikaNormal01.png		40			101045				[1230501]	
1210307		学者模样的顾客	自身之前只有1位顾客时，<Icon=IconCafeCoffee/>+20。	自身之前只有1位顾客时，<Icon=IconCafeCoffee/>+20。	第二还是很不错的。	4	930	Assets/Product/Texture/Image/RoleStory/V3000xuezheNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V3000xuezheNormal01.png	10				101083				[1230701]	
1210308		哈桑	持有<Icon=IconCafeReview/>≥30时，<Icon=IconCafeCoffee/>+30<color=#35ce4e>（{1001}）</color>。	持有<Icon=IconCafeReview/>≥30时，<Icon=IconCafeCoffee/>+30。	名人效应营销成功案例喜添一。	4	920	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/HasangNomal01.png					101086				[1230801]	
1210309		社交狂人	入座座位≥3时，本时段的座位+1<color=#35ce4e>（上限6）</color>。	入座座位≥3时，本时段的座位+1。	总觉得店里不够坐了，或许应该给店长提议扩建。	4	910	Assets/Product/Texture/Image/RoleStory/GongzuonvNomal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/GongzuonvNomal01.png	20				101013				[1230901]	
1210310		洛莎	将当前持有的<Icon=IconCafeReview/>转化为2倍的<Icon=IconCafeCoffee/><color=#35ce4e>（{1102}）</color>。	将当前持有的<Icon=IconCafeReview/>转化为2倍的<Icon=IconCafeCoffee/>。	在盈利营销领域竟也是不可多得的天才小姐。	4	900	Assets/Product/Texture/Image/RoleStory/V130lsNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V130lsNormal01.png					101031				[1231001]	
1210311		挑剔的顾客	入座座位≥4时，<Icon=IconCafeCoffee/>+30<color=#35ce4e>（{1001}）</color>。	入座座位≥4时，<Icon=IconCafeCoffee/>+30。	我的梦中情椅…	4	890	Assets/Product/Texture/Image/RoleStory/KongzhonghuayuanrenleinanNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/KongzhonghuayuanrenleinanNormal01.png					101056				[1231101]	
1210312		社交达人	入座座位2时，本时段的座位+2<color=#35ce4e>（上限6）</color>，将所有顾客替换为<color=#1C8FDA>社交达人的挚友</color>（<Icon=IconCafeCoffee/>+20）。	入座座位2时，本时段的座位+2，将所有顾客替换为<color=#1C8FDA>社交达人的挚友</color>（<Icon=IconCafeCoffee/>+20）。	拼桌？也要带几个朋友啦。	4	880	Assets/Product/Texture/Image/RoleStory/V3000womanNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V3000womanNormal01.png					101091				[1231201, 1231202]	
1210313	313	社交达人的挚友			看着不像吗？	3	870	Assets/Product/Texture/Image/RoleStory/V3000womanNormal02.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V3000womanNormal02.png	20				101029					
1310101		莱亚	与<color=#CC1C1C>露西亚</color>同时入座时，下个时段会再次获得本顾客。	与<color=#CC1C1C>露西亚</color>同时入座时，下个时段会再次获得本顾客。	下次让我来请客吧！	4	990	Assets/Product/Texture/Image/RoleStory/V2140lyNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2140lyNormal01.png	10				101011				[1310101, 1310102]	
1310102		西蒙	使下一位顾客永久获得<Icon=IconCafeCoffee/>+10。	使下一位顾客永久获得<Icon=IconCafeCoffee/>+10。	好喝爱喝多喝。	4	980	Assets/Product/Texture/Image/RoleStory/XimengNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/XimengNormal01.png		10			101059				[1310201]	
1310103		神秘的好心常客-1	自身获得加成时，需要的<Icon=IconCafeReview/>降低10。	自身获得加成时，需要的<Icon=IconCafeReview/>降低10。	超出预期！	4	970	Assets/Product/Texture/Image/RoleStory/V2170smanNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2170smanNormal01.png	20	-20			101047				[1310301]	
1310104		神秘的慷慨常客-1	自身获得加成时，使<color=#CC1C1C>露西亚</color>入座后永久获得<Icon=IconCafeCoffee/>+10。	自身获得加成时，使<color=#CC1C1C>露西亚</color>入座后永久获得<Icon=IconCafeCoffee/>+10。	慷慨到心情好的时候会给其他的客人请客。	4	960	Assets/Product/Texture/Image/RoleStory/V2170woldierNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2170woldierNormal01.png					101012				[1310401]	
1310105		神秘的慷慨常客-2	自身获得加成时，本时段的座位+1<color=#35ce4e>（上限6）</color>。	自身获得加成时，本时段的座位+1。	付费保留座位亦是常规操作。	4	950	Assets/Product/Texture/Image/RoleStory/V2170woldierNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2170woldierNormal01.png	10				101062				[1310501]	
1310106		神秘的好心常客-2	自身获得加成时，<Icon=IconCafeReview/>+10。	自身获得加成时，<Icon=IconCafeReview/>+10。	赞！太赞了！	4	940	Assets/Product/Texture/Image/RoleStory/V2170smanNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2170smanNormal01.png	10				101084				[1310601]	
1310107		学者模样的顾客	自身之前入座顾客≥3时，本时段的座位+1<color=#35ce4e>（上限6）</color>。	自身之前入座顾客≥3时，本时段的座位+1。	总觉得店里不够坐了，或许应该给店长提议扩建。	4	930	Assets/Product/Texture/Image/RoleStory/V3000xuezheNormal02.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V3000xuezheNormal02.png					101048				[1310701]	
1310108		蕾奥妮			喝一杯咖啡会有一个新的灵感诞生。	4	920	Assets/Product/Texture/Image/RoleStory/V270ranNormal04.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V270ranNormal04.png	15				101087					
1310109		神秘的慷慨常客-3	自身获得加成时，额外获得<Icon=IconCafeCoffee/>+15。	自身获得加成时，额外获得<Icon=IconCafeCoffee/>+15。	领到薪水当天就先充值一半给库洛洛咖啡。	4	910	Assets/Product/Texture/Image/RoleStory/V2170woldierNormal01.png	Assets/Product/Texture/Image/BigWorld/SkyGarden/UiSkyGardenCafe/V2170woldierNormal01.png	5				101092				[1320101]	
