Id	GroupId	Order	Type	Title	Text	Condition
8170013	81700	3	1	资料3	遍布病毒的导电线，可通过接触感染一切人类和生化机械，作战时也会被当束缚武器使用。	800003
8170021	81700	1	2	故事1	曾经为保护人类而战的提法，如今已被力量遮蔽了双眼，布满尖刺的外骨骼既是刺穿敌人的武器，也是折磨自身的刑具。	800004
8170022	81700	2	2	故事2	其诡异的外观单纯从视觉上就可以对意志力薄弱的构造体造成意识海的扰乱。	800004
8180011	81800	1	1	资料1	常在沙地中穿行，头部外壳十分坚硬，难以破坏。	800003
8180012	81800	2	1	资料2	坚硬的外壳并不覆盖全身，作战时可以根据这个弱点对其进行攻击。	800003
8180013	81800	3	1	资料3	体内遍布沾染了病毒的黑液，这是砂石被热熔化之后的产物。	800003
8180021	81800	1	2	故事	在机械复原风潮下，针对沙漠中失落文化的守护者进行机械复原的产物，特殊的身体结构让他们能够在沙地中移动自如，会撕碎未经许可就闯入沙漠的所有生物。	800004
8190011	81900	1	1	资料	不知来历的构造体，和露西亚一样使用长刀作为武器，但其经验和技术比露西亚要高上不少，所挥的每一刀都能给人切裂空间般的震慑感。	800003
8190021	81900	1	2	故事	似乎与露西亚有一定渊源，其余信息不明	800004
8215011	82150	1	1	资料	内藏多种重型火力武器，威胁巨大	800003
8215021	82150	1	2	故事	军用机器人，简陋的球形外壳下配备着大量的重火器，能够高效地扫荡战场。相对的，这样的兵器一旦被帕弥什感染，就会成为人类的噩梦。	800004
8701011	87010	1	1	资料	沙漠地区太阳能风能储能比较丰富，所以光能和风能产业和相关科技比较发达，武器原理以高效收集聚集光能或者光线，再释放出激光为主，风系技能来自于对气动力学的完美掌握	800003
8701021	87010	1	2	故事	是机械复原风潮下，针对失落的埃及文化进行机械复原的产物，人格表现被设定带有一些神性的感觉，给人高傲沉默的感觉，帕弥什病毒爆发之后，表现出了自认为作为神的责任感，开始给自己和自己所在的地方，进行武装化的防御改造	800004
8160011	81600	1	1	资料	升格者之一，擅长使用短枪和可变的链刀来扰乱战场。	800003
8160021	81600	1	2	故事	以玩闹的态度进行每一场战斗，但是实力极高，有单机毁灭过多支构造体小队的记录。	800004
8320011	83200	1	1	资料1	可以发射出形似长枪的能量射线，威力极大，但也有巨大负荷，使用一次后很长一段时间都无法再次释放。	800003
8320012	83200	2	1	资料2	背后的喷射装置能够让罗塞塔进行短距离的飞行以及短时间内浮空的能力，也能瞬间爆发出巨大推进力以此来快速接近目标。	800003
8320013	83200	3	1	资料3	喷射装置在未使用时折叠收缩在后半身的马身当中。	800003
8320021	83200	1	2	故事	银发的异人型构造体，隶属于摩尔曼斯克港南部的守林人组织，是组织的现任领袖，与角鲸——德雷克有着深厚的渊源，能够与德雷克进行交流。	800004
8741011	87410	1	1	资料	可以自由变形，任意分解，消失在空间站的任意部位，从空间站的任意部位出现	800003
8741021	87410	1	2	故事	寰宇重工生产的空间站高智能运算核心，拥有接近人类甚至高于人类的智能等级，记录着所有人类的知识和数据，可以通过数据实现自我学习和进化，被帕弥什感染后经过数据分析，杀死了空间站中的人类，将空间站变成游荡于太空中的巨大兵器，消灭接近空间站的任何人类意识生物	800004
8736011	87360	1	1	资料	可以自由变形，任意分解，消失在空间站的任意部位，从空间站的任意部位出现	800003
8736021	87360	1	2	故事	寰宇重工生产的空间站高智能运算核心，拥有接近人类甚至高于人类的智能等级，记录着所有人类的知识和数据，可以通过数据实现自我学习和进化，被帕弥什感染后经过数据分析，杀死了空间站中的人类，将空间站变成游荡于太空中的巨大兵器，消灭接近空间站的任何人类意识生物	800004
8340011	83400	1	1	资料1	车厢，大量车厢拼接在轨道异合体身上，形成厚厚的防御护甲	800003
8340012	83400	2	1	资料2	异化车轮，核心将永久列车的车轮与转化探针结合后形成的移动四肢，可以通过四肢感染机械，也可以通过四肢吸附于物体上，拥有极强的弹跳和移动能力，关节处配备着巨大的辅动器，减轻庞大身躯对四肢的压力	800003
8340013	83400	3	1	资料3	散热仓，核聚变反应堆的散热车厢，变成轨道异合体后庞大身躯对能量的消耗急剧提升，所以散热仓的运作也比以往更加剧烈，也因此成为了身体的薄弱部位	800003
8340014	83400	4	1	资料4	异合勘探单元，被拼接在自己身上的勘探单元，是轨道异合体的视觉系统	800003
8340015	83400	5	1	资料5	核聚变反应堆，本是列车的驱动装置，被轨道异合体加装到自身驱动全身行动	800003
8340021	83400	1	2	故事	空间站核心感染永久列车后利用列车的工业车厢对自身进行了维护改造，能看出明显的暴力拼接以及简陋的组装痕迹，迫于时间问题，组合工作并没有全部完成，仍然能看到无数修复单元在轨道异合体的身体各处快速移动	800004
8111011	81110	1	1	资料1	双足和支撑柱，让庞大的身体能够行动自如，移动速度快，能看到驱动的线路裸露在外	800003
8111012	81110	2	1	资料2	能够发出电流射线，伤害力十足	800003
8111021	81110	1	2	故事	曾经是城市内施工的大型工程器械，帕弥什病毒爆发初期，被人类民改军，改装后在战斗中使用，但只能在病毒过滤塔范围内行动，不能离开城市，否则就会被感染。	800004
8322011	83220	1	1	资料1	可以发射出形似长枪的能量射线，威力极大，但也有巨大负荷，使用一次后很长一段时间都无法再次释放。	800003
8322012	83220	2	1	资料2	背后的喷射装置能够让罗塞塔进行短距离的飞行以及短时间内浮空的能力，也能瞬间爆发出巨大推进力以此来快速接近目标。	800003
8322013	83220	3	1	资料3	喷射装置在未使用时折叠收缩在后半身的马身当中。	800003
8322021	83220	1	2	故事	银发的异人型构造体，隶属于摩尔曼斯克港南部的守林人组织，是组织的现任领袖，与角鲸——德雷克有着深厚的渊源，能够与德雷克进行交流。	800004
8310011	83100	1	1	资料	漆黑的构造体，攻击方式粗暴且迅捷，在你注意到他思考着他的来历时也许就已经被他的大剑一分为二。	800003
8310021	83100	1	2	故事	似乎与神威有一定渊源，其余信息不明	800004
8350011	83500	1	1	资料	■■■■	800000
8350012	83500	1	2	故事	■■■■	800000
8352011	83520	1	1	资料	■■■■	800000
8352012	83520	1	2	故事	■■■■	800000
8360011	83600	1	1	资料1	加百列作为升格者之一，擅长以强悍的机体物理性能碾压所有人。在战场上他就如同暴风一般，摧毁那些拦在他面前的敌人。	800003
8360012	83600	2	1	资料2	加百列的机体在自己的手上进行过多次改造与重构，不断突破机械躯体的束缚，并且这种改造直至现在也还在持续着。	800003
8360021	83600	1	2	故事1	虽然厌恶人类但是加百列并不排斥人类的文化，他会在空闲时间阅读各种类型的书籍，并将书本中所有的内容悉数做好批注。	800004
8360022	83600	2	2	故事2	与他粗犷的外在不符的是，加百列精通机械学并熟练掌握各种战术与计谋，认真思考战场上的每一步行动。	800004
83700011	837000	1	1	资料1	在世界各地的孩子与父母中大受欢迎，其形象由当年年少的昭明集团备受宠爱的小少爷昭明亲自设计，以至于在昭明企业主导的诸多游乐园中，都会把鲨士碧儿设置成主要景观之一。	800003
83700012	837000	2	1	资料2	在官方动画、电影和漫画中，她总是那个因为站出来反抗欺凌而被揍得很惨的角色。鲨士碧儿是一个百折不挠的好孩子，喜欢喝奶昔跟品尝美味的蜂蜜姜饼人。	800003
83700021	837000	1	2	故事1	世界通用玩具公司在黄金时代中期生产的服务用机器人，映画晨星的吉祥物，所以在映画晨星中随处可见她的形象。	800004
83700022	837000	2	2	故事2	映画晨星中存在着全世界最大，功能最齐全的一座鲨士碧儿仿生玩偶。平时她会保持雕像的模样伫立在广场上供游客参观，在当地桑巴期间，鲨士碧儿还会走下底座，与各位桑巴舞者一同游行，至少设计预期上是这样的。	800004
83700023	837000	3	2	故事3	命名出自黄金时代知名电影《亲吻比尔》	800004
83710011	837100	1	1	资料1	在世界各地的孩子与父母中大受欢迎，其形象由当年年少的昭明集团备受宠爱的小少爷昭明亲自设计，以至于在昭明企业主导的诸多游乐园中，都会把鲨士碧儿设置成主要景观之一。	800003
83710012	837100	2	1	资料2	在官方动画、电影和漫画中，她总是那个因为站出来反抗欺凌而被揍得很惨的角色。鲨士碧儿是一个百折不挠的好孩子，喜欢喝奶昔跟品尝美味的蜂蜜姜饼人。	800003
83710021	837100	1	2	故事1	世界通用玩具公司在黄金时代中期生产的服务用机器人，映画晨星的吉祥物，所以在映画晨星中随处可见她的形象。	800004
83710022	837100	2	2	故事2	映画晨星中存在着全世界最大，功能最齐全的一座鲨士碧儿仿生玩偶。平时她会保持雕像的模样伫立在广场上供游客参观，在当地桑巴期间，鲨士碧儿还会走下底座，与各位桑巴舞者一同游行，至少设计预期上是这样的。	800004
83710023	837100	3	2	故事3	命名出自黄金时代知名电影《亲吻比尔》	800004
8750011	87500	1	1	资料1	加百列作为升格者之一，擅长以强悍的机体物理性能碾压所有人。在战场上他就如同暴风一般，摧毁那些拦在他面前的敌人。	800003
8750012	87500	2	1	资料2	加百列的机体在自己的手上进行过多次改造与重构，不断突破机械躯体的束缚，并且这种改造直至现在也还在持续着。	800003
8750021	87500	1	2	故事1	虽然厌恶人类但是加百列并不排斥人类的文化，他会在空闲时间阅读各种类型的书籍，并将书本中所有的内容悉数做好批注。	800004
8750022	87500	2	2	故事2	与他粗犷的外在不符的是，加百列精通机械学并熟练掌握各种战术与计谋，认真思考战场上的每一步行动。	800004
9075011	90750	1	1	资料	具备飞行机能的雪鸮常见的攻击策略，是先飞到空中，然后向下进行冲击造成伤害或者冲散敌人的阵型。	800007
9075021	90750	1	2	故事	安博莉亚自行生产的战斗型仿生机械，为了适应侦察和骚扰的需要，使用了模拟雪鸮的外形和内部运动器件设计。	800008
9076011	90760	1	1	资料	专门为陆上战斗设计的枪械肢和强化过的四肢，让其具备作为地面战主力的战斗力。	800007
9076021	90760	1	2	故事	安博莉亚自行生产的战斗型仿生机械，为了适应陆上战斗的需要，使用了融合长耳兔的四肢结构和部分多地形适应的类人形设计。	800008
9077011	90770	1	1	资料1	集中了处理单元和动力单元的核心躯干连接着带有随动结构的附肢，同时承担了移动，姿态调整和战斗的功能。	800007
9077012	90770	2	1	资料2	核心躯干内隐藏了高能光束发射装置，可以使用高能光束发动出其不意的攻击。	800007
9077021	90770	1	2	故事	安博莉亚自行生产的战斗型仿生机械，为了适应快速生产和隐蔽的需要，使用了类似于海生物的造型和内部设计。	800008
9078011	90780	1	1	资料1	强化的四肢和瞬发储能机关能支撑极地熊巨大的躯体向前冲锋，以巨大的动能加强爪击和冲锋的效果。	800005
9078012	90780	2	1	资料2	因为型号有着更强大的处理器单元和能量供应系统，所以极地熊型号往往比一般仿生机械有着更强大的AI能力，部分调整得当的机型甚至能接近人类的认知水平。	800005
9078021	90780	1	2	故事	安博莉亚自行生产的战斗型仿生机械，基于黄金时代中期的一种仿生熊型机械制作，并增加了适应攻坚作战的强化肢体和脊椎框架，以便提供相当于装甲车级的冲击力。	800007
8380011	83800	1	1	资料	作为为了终结帕弥什灾难而制造出来的禁忌兵器，安博莉亚的身体上安装了大量可怖的利刃；不仅如此，凭借巨大的躯体提供的能量供应，安博莉亚还可以制造出足以侵蚀构造体装甲的能量场。	800003
8380021	83800	1	2	故事1	人类时期的安博莉亚被航线联合选作改造的实验品，被改造成用于对抗帕弥什的决战兵器。但在启动的同时，安博莉亚就失控暴走，在航线联合大肆破坏，最后在轰炸中失踪。而参与安博莉亚改造实验的相关者，也从此被打上了‘罪人’的头衔。	800004
8380022	83800	2	2	故事2	在巨大的机械躯体下的安博莉亚的内心已经被愤怒和仇恨所填充，她的一切行为只为了给航线联合造成更大的伤害和毁灭。	800004
9281011	92810	1	1	资料	因其于有着类似人类的身体结构，所以可以使用人类的武器。	800007
9281021	92810	1	2	故事1	九龙城内的一型通用战斗/安保用机体，有着一定程度的智能。	800008
9281022	92810	2	2	故事2	根据不同的型号有不同的偏向，部分型号甚至有与人类正常交流的能力。	800008
9279011	92790	1	1	资料	其战斗偏向于挥舞着长刀，使用硬桥硬马的攻势和敌人进行正面对抗。但是在正面强攻不成的情况下，也会使用各种阴险的招数。	800005
9279021	92790	1	2	故事1	高性能的战斗型机械体被感染后的产物，在继承了战斗性能的前提下，不管是在战术选择还是机体动力上都更为强化了。	800007
9279022	92790	2	2	故事2	其机体和动作的相关数据被改良之后，作为后世研究设计吊人 叁型的重要参考。	800007
9280011	92800	1	1	资料1	本来只是仆人的傀儡，在帕弥什感染之后的墨鸢操纵下变成了兼具攻击和掩护功能的难缠存在。	800005
9280012	92800	2	1	资料2	在傀儡的掩护下，墨鸢可以用轻灵的身法和诡异的机动力，从意想不到的方向对敌人发起致命一击。	800005
9280021	92800	1	2	故事	原九龙商会嘲风众的负责人，被帕弥什深度感染后的姿态。操纵着傀儡，轻灵机动的难缠角色。	800007
8390011	83900	1	1	资料	在强大的力量之下，露娜的攻击经常会表现出连带性和扩散性。即使是基于单体攻击的意图，也经常会造成范围性的打击效果。	800003
8390021	83900	1	2	故事1	升格者的首领之一，在升格网络和帕弥什的共同影响下，拥有压倒性的战斗力。	800004
8390022	83900	2	2	故事2	基于其升格者领袖的性质，露娜对帕弥什的控制力达到了恐怖的地步。利用其升格网络对帕弥什的控制，露娜甚至可以自由控制异聚化的各种兵器进行针对性的攻击。	800004
9083011	90830	1	1	资料	■■■■	800010
9083021	90830	1	2	故事	■■■■	800010
9085011	90850	1	1	资料	■■■■	800010
9085021	90850	1	2	故事	■■■■	800010
84100011	841000	1	1	资料	■■■■	800010
84100021	841000	1	2	故事	■■■■	800010
8400711	84007	1	1	资料	■■■■	800010
8400721	84007	1	2	故事	■■■■	800010
9286011	92860	1	1	资料	■■■■	800010
9286021	92860	1	2	故事	■■■■	800010
9088011	90880	1	1	资料	■■■■	800010
9088021	90880	1	2	故事	■■■■	800010
9287011	90870	1	1	资料	■■■■	800010
9287021	90870	1	2	故事	■■■■	800010
8420011	84200	1	1	资料	■■■■	800010
8420021	84200	1	2	故事	■■■■	800010
8421011	84210	1	1	资料	■■■■	800010
8421021	84210	1	2	故事	■■■■	800010
9090011	90900	1	1	资料	■■■■	800010
9090021	90900	1	2	故事	■■■■	800010
9091011	90910	1	1	资料	■■■■	800010
9091021	90910	1	2	故事	■■■■	800010
8430011	84300	1	1	资料	■■■■	800010
8430021	84300	1	2	故事	■■■■	800010
8431011	84310	1	1	资料	■■■■	800010
8431021	84310	1	2	故事	■■■■	800010
9093011	90930	1	1	资料	■■■■	800010
9093021	90930	1	2	故事	■■■■	800010
9089011	90890	1	1	资料	■■■■	800010
9089021	90890	1	2	故事	■■■■	800010
9094011	90940	1	1	资料	■■■■	800010
9094021	90940	1	2	故事	■■■■	800010
9095011	90950	1	1	资料	■■■■	800010
9095021	90950	1	2	故事	■■■■	800010
8440011	84400	1	1	资料	■■■■	800010
8440021	84400	1	2	故事	■■■■	800010
9096011	90960	1	1	资料	■■■■	800010
9096021	90960	1	2	故事	■■■■	800010
9097011	90970	1	1	资料	■■■■	800010
9097021	90970	1	2	故事	■■■■	800010
9098011	90980	1	1	资料	■■■■	800010
9098021	90980	1	2	故事	■■■■	800010
84500011	845000	1	1	资料	■■■■	800010
84500021	845000	1	2	故事	■■■■	800010
9301011	93010	1	1	资料	■■■■	800010
9301021	93010	1	2	故事	■■■■	800010
9302011	93020	1	1	资料	■■■■	800010
9302021	93020	1	2	故事	■■■■	800010
9099011	90990	1	1	资料	■■■■	800010
9099021	90990	1	2	故事	■■■■	800010
84600011	846000	1	1	资料	■■■■	800010
84600021	846000	1	2	故事	■■■■	800010
84610011	846100	1	1	资料	■■■■	800010
84610021	846100	1	2	故事	■■■■	800010
9303011	93030	1	1	资料	■■■■	800010
9303021	93030	1	2	故事	■■■■	800010
84710011	847100	1	1	资料	■■■■	800010
84710021	847100	1	2	故事	■■■■	800010
9305011	93050	1	1	资料	■■■■	800010
9305021	93050	1	2	故事	■■■■	800010
9306011	93060	1	1	资料	■■■■	800010
9306021	93060	1	2	故事	■■■■	800010
9307011	93070	1	1	资料	■■■■	800010
9307021	93070	1	2	故事	■■■■	800010
84810011	848100	1	1	资料	■■■■	800010
84810021	848100	1	2	故事	■■■■	800010
84820011	848200	1	1	资料	■■■■	800010
84820021	848200	1	2	故事	■■■■	800010
9308111	93081	1	1	资料	■■■■	800010
9308121	93081	1	2	故事	■■■■	800010
9311011	93110	1	1	资料	■■■■	800010
9311021	93110	1	2	故事	■■■■	800010
9310111	93101	1	1	资料	■■■■	800010
9310121	93101	1	2	故事	■■■■	800010
8490011	84900	1	1	资料	■■■■	800010
8490021	84900	1	2	故事	■■■■	800010
9314011	93140	1	1	资料	■■■■	800010
9314021	93140	1	2	故事	■■■■	800010
9313011	93130	1	1	资料	■■■■	800010
9313021	93130	1	2	故事	■■■■	800010
9312911	93129	1	1	资料	■■■■	800010
9312921	93129	1	2	故事	■■■■	800010
9316011	93160	1	1	资料	■■■■	800010
9316021	93160	1	2	故事	■■■■	800010
8220011	82200	1	1	资料	■■■■	800010
8220021	82200	1	2	故事	■■■■	800010
9317011	93170	1	1	资料	■■■■	800010
9317021	93170	1	2	故事	■■■■	800010
9318011	93180	1	1	资料	■■■■	800010
9318021	93180	1	2	故事	■■■■	800010
9319011	93190	1	1	资料	■■■■	800010
9319021	93190	1	2	故事	■■■■	800010
9323011	93230	1	1	资料	■■■■	800010
9323021	93230	1	2	故事	■■■■	800010
9322111	93221	1	1	资料	■■■■	800010
9322121	93221	1	2	故事	■■■■	800010
8510011	85100	1	1	资料	■■■■	800010
8510021	85100	1	2	故事	■■■■	800010
9324011	93240	1	1	资料	■■■■	800010
9324021	93240	1	2	故事	■■■■	800010
8530011	85300	1	1	资料	■■■■	800010
8530021	85300	1	2	故事	■■■■	800010
9325111	93251	1	1	资料	■■■■	800010
9325121	93251	1	2	故事	■■■■	800010
9329111	93291	1	1	资料	■■■■	800010
9329121	93291	1	2	故事	■■■■	800010
9330111	93301	1	1	资料	■■■■	800010
9330121	93301	1	2	故事	■■■■	800010
9331111	93311	1	1	资料	■■■■	800010
9331121	93311	1	2	故事	■■■■	800010
8540011	85400	1	1	资料	■■■■	800010
8540021	85400	1	2	故事	■■■■	800010
8550011	85500	1	1	资料	■■■■	800010
8550021	85500	1	2	故事	■■■■	800010
9333111	93331	1	1	资料	■■■■	800010
9333121	93331	1	2	故事	■■■■	800010
9334111	93341	1	1	资料	■■■■	800010
9334121	93341	1	2	故事	■■■■	800010
9332111	93321	1	1	资料	■■■■	800010
9332121	93321	1	2	故事	■■■■	800010
8555011	85550	1	1	资料	■■■■	800010
8555021	85550	1	2	故事	■■■■	800010
8556011	85560	1	1	资料	■■■■	800010
8556021	85560	1	2	故事	■■■■	800010
9335111	93351	1	1	资料	■■■■	800010
9335121	93351	1	2	故事	■■■■	800010
8535011	85350	1	1	资料	■■■■	800010
8535021	85350	1	2	故事	■■■■	800010
8536011	85360	1	1	资料	■■■■	800010
8536021	85360	1	2	故事	■■■■	800010
8172011	81720	1	1	资料	■■■■	800010
8172021	81720	1	2	故事	■■■■	800010
8546011	85460	1	1	资料	■■■■	800010
8546012	85460	1	2	故事	■■■■	800010
8547011	85470	1	1	资料	■■■■	800010
8547012	85470	1	2	故事	■■■■	800010
9336111	93361	1	1	资料	■■■■	800010
9336112	93361	1	2	故事	■■■■	800010
9337111	93371	1	1	资料	■■■■	800010
9337112	93371	1	2	故事	■■■■	800010
8557011	85570	1	1	资料	■■■■	800010
8557012	85570	1	2	故事	■■■■	800010
8192011	81920	1	1	资料	■■■■	800010
8192012	81920	1	2	故事	■■■■	800010
9338111	93381	1	1	资料	■■■■	800010
9338112	93381	1	2	故事	■■■■	800010
9339111	93391	1	1	资料	■■■■	800010
9339112	93391	1	2	故事	■■■■	800010
9341111	93411	1	1	资料	■■■■	800010
9341112	93411	1	2	故事	■■■■	800010
9344111	93441	1	1	资料	■■■■	800010
9344112	93441	1	2	故事	■■■■	800010
9340111	93401	1	1	资料	■■■■	800010
9340112	93401	1	2	故事	■■■■	800010
8562011	85620	1	1	资料	■■■■	800010
8562012	85620	1	2	故事	■■■■	800010
9343111	93431	1	1	资料	■■■■	800010
9343112	93431	1	2	故事	■■■■	800010
9342111	93421	1	1	资料	■■■■	800010
9342112	93421	1	2	故事	■■■■	800010
9350111	93501	1	1	资料	■■■■	800010
9350112	93501	1	2	故事	■■■■	800010
8230011	82300	1	1	资料	■■■■	800010
8230012	82300	1	2	故事	■■■■	800010
9347111	93471	1	1	资料	■■■■	800010
9347112	93471	1	2	故事	■■■■	800010
9351111	93511	1	1	资料	■■■■	800010
9351112	93511	1	2	故事	■■■■	800010
8334011	83340	1	1	资料	■■■■	800010
8334012	83340	1	2	故事	■■■■	800010
9305511	93055	1	1	资料	■■■■	800010
9305512	93055	1	2	故事	■■■■	800010
9347411	93474	1	1	资料	■■■■	800010
9347412	93474	1	2	故事	■■■■	800010
9354011	93540	1	1	资料	■■■■	800010
9354012	93540	1	2	故事	■■■■	800010
9349011	93490	1	1	资料	■■■■	800010
9349012	93490	1	2	故事	■■■■	800010
9348011	93480	1	1	资料	■■■■	800010
9348012	93480	1	2	故事	■■■■	800010
9355111	93551	1	1	资料	■■■■	800010
9355112	93551	1	2	故事	■■■■	800010
9356111	93561	1	1	资料	■■■■	800010
9356112	93561	1	2	故事	■■■■	800010
9353111	93531	1	1	资料	■■■■	800010
9353112	93531	1	2	故事	■■■■	800010
8313011	83130	1	1	资料	■■■■	800010
8313012	83130	1	2	故事	■■■■	800010
8496011	84960	1	1	资料	■■■■	800010
8496012	84960	1	2	故事	■■■■	800010
8235011	82350	1	1	资料	追寻着BLACK★ROCK SHOOTER来到 “回廊”世界的神秘少女，挥舞着一把造型奇特的巨大镰刀作为武器，与BLACK★ROCK SHOOTER展开过无数次战斗。	800000
8235012	82350	1	2	故事	■■■■	800010
9363111	93631	1	1	资料	■■■■	800010
9363112	93631	1	2	故事	■■■■	800010
9358011	93580	1	1	资料	■■■■	800010
9358012	93580	1	2	故事	■■■■	800010
9365111	93651	1	1	资料	■■■■	800010
9365112	93651	1	2	故事	■■■■	800010
9359011	93590	1	1	资料	■■■■	800010
9359012	93590	1	2	故事	■■■■	800010
8337011	83370	1	1	资料	■■■■	800010
8337012	83370	1	2	故事	■■■■	800010
8565011	85650	1	1	资料	■■■■	800010
8565012	85650	1	2	故事	■■■■	800010
8566011	85660	1	1	资料	■■■■	800010
8566012	85660	1	2	故事	■■■■	800010
9367111	93671	1	1	资料	■■■■	800010
9367112	93671	1	2	故事	■■■■	800010
8567011	85670	1	1	资料	■■■■	800010
8567012	85670	1	2	故事	■■■■	800010
8567111	85671	1	1	资料	■■■■	800010
8567112	85671	1	2	故事	■■■■	800010
9366111	93661	1	1	资料	■■■■	800010
9366112	93661	1	2	故事	■■■■	800010
8577011	85770	1	1	资料	■■■■	800010
8577012	85770	1	2	故事	■■■■	800010
9370111	93701	1	1	资料	■■■■	800010
9370112	93701	1	2	故事	■■■■	800010
9368111	93681	1	1	资料	■■■■	800010
9368112	93681	1	2	故事	■■■■	800010
8575011	85750	1	1	资料	■■■■	800010
8575012	85750	1	2	故事	■■■■	800010
9374111	93741	1	1	资料	■■■■	800010
9374112	93741	1	2	故事	■■■■	800010
9369111	93691	1	1	资料	■■■■	800010
9369112	93691	1	2	故事	■■■■	800010
8762011	87620	1	1	资料	■■■■	800010
8762012	87620	1	2	故事	■■■■	800010
8763011	87630	1	1	资料	■■■■	800010
8763012	87630	1	2	故事	■■■■	800010
9375111	93751	1	1	资料	■■■■	800010
9375112	93751	1	2	故事	■■■■	800010
9376111	93761	1	1	资料	■■■■	800010
9376112	93761	1	2	故事	■■■■	800010
9372111	93721	1	1	资料	■■■■	800010
9372112	93721	1	2	故事	■■■■	800010
8759011	87590	1	1	资料	■■■■	800010
8759012	87590	1	2	故事	■■■■	800010
8761111	87611	1	1	资料	■■■■	800010
8761112	87611	1	2	故事	■■■■	800010
8765011	87650	1	1	资料	■■■■	800010
8765012	87650	1	2	故事	■■■■	800010
9377111	93771	1	1	资料	■■■■	800010
9377112	93771	1	2	故事	■■■■	800010
8775011	87751	1	1	资料	■■■■	800010
8775012	87751	1	2	故事	■■■■	800010
8769011	87690	1	1	资料	■■■■	800010
8769012	87690	1	2	故事	■■■■	800010
8402011	84020	1	1	资料	■■■■	800010
8402012	84020	1	2	故事	■■■■	800010
8153011	81530	1	1	资料	■■■■	800010
8153012	81530	1	2	故事	■■■■	800010
9005111	90051	1	1	资料	■■■■	800010
9005112	90051	1	2	故事	■■■■	800010
8782011	87820	1	1	资料	■■■■	800010
8782012	87820	1	2	故事	■■■■	800010
8783011	87830	1	1	资料	■■■■	800010
8783012	87830	1	2	故事	■■■■	800010
8790111	87901	1	1	资料	■■■■	800010
8790112	87901	1	2	故事	■■■■	800010
8021011	80210	1	1	资料	■■■■	800010
8021012	80210	1	2	故事	■■■■	800010
8025011	80250	1	1	资料	■■■■	800010
8025012	80250	1	2	故事	■■■■	800010
8040011	80400	1	1	资料	■■■■	800010
8040012	80400	1	2	故事	■■■■	800010
8033011	80330	1	1	资料	■■■■	800010
8033012	80330	1	2	故事	■■■■	800010
8036011	80360	1	1	资料	■■■■	800010
8036012	80360	1	2	故事	■■■■	800010
8030011	80300	1	1	资料	■■■■	800010
8030012	80300	1	2	故事	■■■■	800010
9106111	91061	1	1	资料	■■■■	800010
9106112	91061	1	2	故事	■■■■	800010
9107111	91071	1	1	资料	■■■■	800010
9107112	91071	1	2	故事	■■■■	800010
9104111	91041	1	1	资料	■■■■	800010
9104112	91041	1	2	故事	■■■■	800010
8053011	80530	1	1	资料	■■■■	800010
8053012	80530	1	2	故事	■■■■	800010
8048011	80480	1	1	资料	■■■■	800010
8048012	80480	1	2	故事	■■■■	800010
8052011	80520	1	1	资料	■■■■	800010
8052012	80520	1	2	故事	■■■■	800010
9122011	91220	1	1	资料	■■■■	800010
9122012	91220	1	2	故事	■■■■	800010
8060011	80600	1	1	资料	■■■■	800010
8060012	80600	1	2	故事	■■■■	800010
8063011	80630	1	1	资料	■■■■	800010
8063012	80630	1	2	故事	■■■■	800010
8068011	80680	1	1	资料	■■■■	800010
8068012	80680	1	2	故事	■■■■	800010
8070011	80700	1	1	资料	■■■■	800010
8070012	80700	1	2	故事	■■■■	800010
8073111	8073	1	1	资料	■■■■	800010
8073112	8073	1	2	故事	■■■■	800010
8081111	8081	1	1	资料	■■■■	800010
8081112	8081	1	2	故事	■■■■	800010
8082111	8082	1	1	资料	■■■■	800010
8082112	8082	1	2	故事	■■■■	800010
