Id	StageId	GroupId	Order	Name	Bg	LockBg	Pv	UnLockTime	Condition	BgWidth	BgHigh	BgOffSetX	BgOffSetY
102129	15021419	2	129	骤明	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv129.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	10182		84602833	1280	720		
102131	15010303	2	130	对决	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv131.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	10185	2025/12/23 5:00	84600627	1280	720		
102132	15010312	2	131	镜像	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv133.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	10184	2025/12/23 5:00	84600636	1280	720		
102133	15010312	2	132	终结	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv132.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	10186	2025/12/23 5:00	84600636	1280	720		
102134	10350115	2	133	命途终点	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv134.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	10190		84103243	1280	720		
102135	10350123	2	134	“新篇”	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv135.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	10189		84103251	1280	720		
102136	15021501	2	135	裁剪	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv136.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	20005		84602853	1280	720		
102137	15021610	2	136	猎手	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv138.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	10192		84602875	1280	720		
102138	15021698	2	137	展翼	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv137.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	10193		84602879	1280	720		
102139	10360123	2	138	梦的深井	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv139.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	10194		84103287	1280	720		
102140	10360123	2	139	虚妄摇篮	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv140.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	10195		84103287	1280	720		
102141	10360123	2	140	苍白脊髓	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv141.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	10196		84103287	1280	720		
102142	10370207	2	141	属于某人的追猎	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv144.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	10199		84103296	1280	720		
102143	10370118	2	142	虚伪羽翼	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv142.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	10197		84103307	1280	720		
102144	10370118	2	143	尘世之风	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv143.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	10198		84103307	1280	720		
102145	10380120	2	144	逆转	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv148.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	10202		84330011	1280	720		
102146	10380122	2	145	冰心咆哮	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv149.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	10200		84330005	1280	720		
102147	10380122	2	146	最终统合	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv147.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	10201		84330005	1280	720		
103001	10010001	3	1	余晖	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv145.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	50001		84330000	1280	720		
103002	10010005	3	2	新危机	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv146.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	50002		84330001	1280	720		
102148	10390121	2	147	焚枝	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv150.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	10203		84103354	1280	720		
102149	15021723	2	148	还家	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv152.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	10205		84103387	1280	720		
102150	15021723	2	149	心溃	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv151.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	10204		84103387	1280	720		
102151	10400126	2	150	长路归航	Assets/Product/Texture/Image/UiArchivePv/UiArchivePv151.png	Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png	10206		84103415	1280	720		
