Id	ChapterId	Order	Name	SubName	Icon	DescTitle	Desc	Condition	UnLockTime	StoryId
132368	1026	15	洪流浮木	26_15			她呢喃着祷告的摇篮曲，在歌曲中呼唤着“神明”，可安抚孩子的，始终都只有母亲而已。	84102626		['ZX03915BA']
132369	1026	16	飘摇野草	26_16			溺水者祈盼着能在洪流中遇到一根浮木救下自己，可这里只有自身难保的野草。	84102627		['ZX03916BA']
132370	1026	17	顺流而下	26_17			她带着卵和武器还有成群结队的异合生物，一步一步向人类走去。	84102628		['ZX03917BA']
132371	1026	18	他的“猫”	26_18			如果这一切都在指向代行者冯·内古特的过去，真相会是新闻所呈现的这么简单吗？	84102630		['ZX03918EA']
132372	1026	19	余额不足	26_19			这个虚假的乌托邦，就要买不起明天了	84102632		['ZX03919BA']
132373	1026	20	面具融合	26_20			我要变成谁才能站在这里，变成谁才能不被围捕，变成谁才能不会暴露？	84102633		['ZX03920BA']
132374	1026	21	履约死亡	26_21			这样就足够了——他骗自己说。	84102635		['ZX03921BA', 'ZX03921EA']
132375	1026	22	最终棋盘	26_22			棋手安静地把自己所剩无几的生命放置在棋盘上，做好了最差的准备，开始下一回合。	84102636		['ZX03922BA']
132376	1026	23	互相道别	26_23			“我们并不属于相同层级。我在往上攀升时经过你的楼层，现在我在下降途中再次经过，但我想我不会再搭这部升降梯。所以，此时此刻就让我们相互道别。”	84102637		['ZX03923BA']
132377	1026	24	尸体游行	26_24			——即使此身已融入赤潮，我们仍将以死问路，以尸体游行。	84102638		['ZX03924BA']
132378	1026	25	寄愿繁星	26_26			她将那封无法寄给繁星的情书，通过歌声，通过泪水，寄给了繁星的倒影。	84102640		['ZX03926BA']
132379	1026	26	“931206”	26_27			数字还是字母？阴谋还是巧合？	84102641		['ZX03927BA']
132380	1027	1	葬礼	27_1			我们不会抛弃任何同胞，我们会坚守每一寸土地，我们会将希望之火传递到每一个需要的人手中。	84102704		['ZX04101BA']
132381	1027	2	黄金时代	27_2			人类的下一个目标，是群星！	84102705		['ZX04102BA']
132382	1027	3	起点	27_3				84102706		['ZX04103BA', 'ZX04103EA']
132383	1027	4	交错	27_4			人类在越过低谷进入全新的星际领域后，必将不断创造新的奇迹。	84102707		['ZX04104BA']
132384	1027	5	爆发前夜	27_5			敬明天。	84102708		['ZX04105BA']
132385	1027	6	真实之心	27_6				84102709		['ZX04106BA', 'ZX04106EA']
132386	1027	7	大转移	27_7			我们将在地月之间建立38万公里的战略纵深，这将成为帕弥什永远无法逾越的天堑。	84102710		['ZX04107BA']
132387	1027	8	格式塔危机I-管道	27_8				84102711		['ZX04108BA', 'ZX04108EA']
132388	1027	9	格式塔危机II-深井	27_9				84102712		['ZX04109BA', 'ZX04109EA']
132389	1027	10	轨道威胁I-飞蛾扑火	27_10			去夺取胜利吧，哪怕只是惨烈的胜利。	84102713		['ZX04110BA']
132390	1027	11	轨道威胁II-无名战士	27_11				84102714		['ZX04111BA', 'ZX04111EA']
132391	1027	12	轨道威胁III-伊甸行动	27_12				84102715		['ZX04112BA', 'ZX04112EA']
132392	1027	13	平庸者之死	27_13			这个时代已经不再需要一位平庸的政客，但我还可以为你们再做点什么。	84102716		['ZX04113BA']
132393	1027	14	动荡	27_14			为了不让军人沦为走狗，为了守护最后的荣耀。	84102717		['ZX04114BA']
132394	1027	15	大撤退	27_15			鹰喙发出最后的长鸣，回归了大地的怀抱。	84102718		['ZX04115BA']
132395	1027	16	遗忘者	27_16			不知不觉间，他们已经不再坚持最初的目标——寻找‘绿洲’。	84102719		['ZX04116BA']
132396	1027	17	致命礼物	27_17			有些事情并不会随着时间的流逝而消散，它只会越积越深，越积越沉，直到……成为不顾一切的执念。	84102720		['ZX04117BA']
132397	1027	18	苏醒	27_18				84102721		['ZX04118BA', 'ZX04118EA']
132398	1027	19	静默前线	27_19			现在……有人把你的根挖走了，你能原谅他们吗？	84102722		['ZX04119BA']
132399	1027	20	折尾	27_20				84102723		['ZX04120BA', 'ZX04120EA']
132400	1027	21	方向	27_21			如果我们都选择了逃避……那又有谁愿意改变它呢？	84102724		['ZX04121BA']
132401	1027	22	在那之后	27_22			你所做的，所积累的一切从来不是白费。	84102725		['ZX04122BA']
132402	1027	23	心念传递	27_24			他的手落了下去，带着未竟的话语，再也抬不起来了。	84102726		['ZX04124BA']
132403	1027	24	营救行动	27_25				84102727		['ZX04125BA']
132404	1027	25	轨道打击	27_26			摧毁他们的成就与历史，他们将真正地不复存在，如灰烬飘荡在虚空。	84102728		['ZX04126BA']
132405	1027	26	黄金回响	27_27			你就是我在这世上，真正打出的那颗子弹	84102729		['ZX04127BA']
132406	1027	27	葬碑于火	27_28				84102730		['ZX04128BA', 'ZX04128EA']
132407	1027	28	重塑脊梁	27_29			我相信，人类一定会再次在鲜花、绿草与蓝天下谈论科学、艺术与未来。	84102731		['ZX04129BA']
132408	1028	1	深井微澜	28_0				84102800		['ZX04200EA']
132409	1028	2	共犯	28_1			执行这项伟大计划的时候，人类的道德还没有堕落到如今这般低下的程度，因为那个时代真正令人怀念的不是秩序、富饶和安宁，而是那种进取的精神。	84102801		['ZX04201BA']
132410	1028	3	九龙的人们	28_2			老马早就已经在北十二道街的何家馆子预定了后天的酒席，专用来庆他八十岁的大寿。	84102802		['ZX04202BA']
132411	1028	4	迫近的危机	28_3				84102803		['ZX04203BA', 'ZX04203EA']
132412	1028	5	抉择	28_4			我们会尽一切办法，在九龙战斗到最后一刻。	84102804		['ZX04204BA']
132413	1028	6	向死之路	28_5				84102805		['ZX04205BA', 'ZX04205EA']
132414	1028	7	再会	28_6			这条宽阔而又看不到尽头的隧道里听不到任何抱怨，听不到任何低吟和哭诉，只有闪烁在每个人眼里的，无尽的怒火。	84102806		['ZX04206BA']
132415	1028	8	两束光芒	28_7				84102807		['ZX04207BA', 'ZX04207EA']
132416	1028	9	入此门者	28_8			很快就会结束了，‘首席’。	84102808		['ZX04208BA']
132417	1028	26	格式塔计划	28_25			和宇宙相比，我们是如此的渺小，脆弱，微不足道。但我们也是如今140亿年宇宙中唯一的成果，打着科学的火把，一点点往前走。	84102809		['ZX04209BA']
132418	1028	27	地狱	28_26			去吧，孩子。行我的旨意。	84102810		['ZX04210BA']
132419	1028	28	魔法与魔法师	28_27			只要给人们能够联合起来的信心，那我们必然能够走向联合。格式塔和科学理事会，就是提振人们信心的最好的强心剂。	84102811		['ZX04211BA']
132420	1028	29	问群星	28_28			我们衷心地希望，人类在群星间迈入下一个时代的时候，每个人都能够自豪地说出，我们以人类文明的名义，为这个时代写下第一个注脚。	84102812		['ZX04212BA']
132421	1028	30	炼狱	28_29			我再次强调，这只是一个故事。	84102813		['ZX04213BA']
132422	1028	31	孩子们	28_30			从人类第一次在山洞中探出头仰望星空到新视野号离开柯伊伯带，这是人类一直以来的梦想。	84102814		['ZX04214BA']
132423	1028	32	天堂	28_31			嘘，“他们”在这儿。	84102815		['ZX04215BA']
132424	1028	33	以撒	28_32			他无权杀死我<public class Gott ist tot>。	84102816		['ZX04216BA']
132425	1028	34	无冕之王	28_33			你现在知道我的故事了？	84102817		['ZX04217BA']
132426	1028	10	弃绝希望	28_9			六小时四十二分后，原联合共同体地表下方的万世铭古都将完全由帕弥什接管，至此，万世铭计划宣告失败。	84102818		['ZX04218BA']
132427	1028	11	宿命	28_10			宿命	84102819		['ZX04219BA', 'ZX04219EA']
132428	1028	12	弑君者	28_11			弑君者	84102820		['ZX04220BA', 'ZX04220EA']
132429	1028	13	铭箴	28_12				84102821		['ZX04221BA', 'ZX04221EA']
132430	1028	14	诔碑	28_13				84102822		['ZX04222BA', 'ZX04222EA']
132431	1028	15	各自的战场	28_14			代表着过去，现在和未来的三个天才般的头脑，在川流不息的数据中开始有条不紊的拨开围绕在华胥身边的迷雾。	84102823		['ZX04223BA']
132432	1028	16	作局者	28_15			曲，编号第5784221930，您已被确认为死亡，故而准许参加万世铭计划。	84102824		['ZX04224BA']
132433	1028	17	清与浊	28_16			而我们在当下做的很多事可能无法被理解，只有在更远的未来才会展现出意义。要向更远处看，曲。	84102825		['ZX04225BA']
132434	1028	18	明与晦	28_17			晚霞的余晖落入他深邃的眸子里，而那余晖，也一并将整个九龙揽入怀中。	84102826		['ZX04226BA']
132435	1028	19	灯火不灭	28_18			“我无法为九龙和这个世界留下一个更美好的明天。对不起。”	84102827		['ZX04227BA']
132436	1028	20	面具	28_19			为了九龙她可以毫不犹豫地撕扯、剪断这些丝线，她既然能做决定，就也承担得起后果。	84102828		['ZX04228BA']
132437	1028	21	展望未来之人	28_20			当然了，曲小姐。既然有了“代价”，那这就是必须要付出的“报偿”。	84102829		['ZX04229BA']
132438	1028	22	地狱与战争	28_21				84102830		['ZX04230BA', 'ZX04230EA']
132439	1028	23	炼狱与复仇	28_22			当它们的轻语在耳畔响起，整个世界<//炼狱>都将为你<//我>展开。	84102831		['ZX04231BA']
132440	1028	24	天堂与星火	28_23				84102832		['ZX04232BA', 'ZX04232EA']
132441	1028	25	复活	28_24			我无法允许自己迈入这样的时代。我也无法允许我的子民迈入这样的时代。	84102833		['ZX04233BA']
132442	1028	35	扣动扳机之人	28_34			我负责。	84102834		['ZX04234BA']
132443	1028	36	不论彼岸	28_35				84102835		['ZX04235BA', 'ZX04235EA']
132444	1028	37	王对王	28_36				84102836		['ZX04236EA']
132445	1028	38	络勾陈	28_37			陪我坐坐吧，“首席”。	84102837		['ZX04237BA']
132446	1029	1	厄潮	29_1			新生文明在枯败的生命中绽放，汇成猩红的对白。	84103001		['ZX04301BA', 'ZX04301EA']
132447	1029	2	黄金遗响	29_2			希望难道不应该存在于未来吗？	84103002		['ZX04302BA']
132448	1029	3	幸存者	29_3			我们有双手，我们有大脑，我们有载具，我们可以自己拯救自己，不需要谁来垂怜。	84103003		['ZX04303BA']
132449	1029	4	问题和答案	29_4			历史中的英雄，真的仍然能拯救现在这个时代吗？	84103004		['ZX04304BA', 'ZX04304EA']
132450	1029	5	单项选择	29_5			这里真是一个非常不错的聚居地，野草茂盛，周围有着丰沛的水资源，地形空旷，看起来很适合开辟新的农田。	84103005		['ZX04305BA']
132451	1029	6	他们三个	29_6			她不再是谁的追随者，谁的替代者，从现在开始，她只需要成为她自己。	84103006		['ZX04306BA']
132452	1029	7	信使计划	29_7			这一切，都好像是在赴一场盛大的宴会，一份无人知晓内容的菜单，正在按照不知是谁的计划，被源源不断地端上台面。	84103007		['ZX04307BA', 'ZX04307EA']
132453	1029	8	白鸽	29_8			他们将会是辉煌的引领者，黄金时代的光芒，将重新照耀在诺曼家族的家徽之上。	84103008		['ZX04308BA']
132454	1029	9	新生废墟	29_9			她把一枚雕刻成简陋方片的木币，轻轻放在了那名被感染的守卫机器人脚下。	84103009		['ZX04309EA']
132455	1029	10	旧时辉煌	29_10			他们目送着那些白色的研究员搭乘白色的载具，像白色的幽灵般，消失在了弥漫着薄雾的地平线后。	84103010		['ZX04310BA']
132456	1029	11	虚实引线	29_11			悬浮在投影中的结构图悄无声息地旋转着，仿佛在嘲笑着什么，又仿佛在悲悯着什么。	84103011		['ZX04311BA', 'ZX04311EA']
132457	1029	12	祈望	29_12			载具轰隆隆地启动，车窗前的两棵栽种在血清管中的绿芽，仍然再努力地向上生长。	84103012		['ZX04312BA']
132458	1029	13	异途无歌	29_13			天光照射进崎岖阴郁的异灾区，那朵热烈的玫瑰终于在阳光下绽放。	84103013		['ZX04313BA', 'ZX04313EA']
132459	1029	14	余烬星火	29_14			哪怕前方是无尽的黑暗，看不到一点光芒，人们也会咬着牙走下去，捧起燃烧的星火，抵御不可预知的未来。	84103014		['ZX04314BA']
132460	1029	15	文明的意志	29_15			也许其中一部分人已经遗忘初心，也许更多的人已经将地球视为历史，但总会有人记得，那是孕育出人类文明的，永远的家园。	84103015		['ZX04315BA', 'ZX04315EA']
132461	1029	16	守望	29_16			人们不应当全权将希望寄托在“传说”之上，即使格式塔被封存，即使多米尼克早已离开这个世界，人类也仍然在摸着石头，艰难地度过时间的河流。	84103016		['ZX04316BA']
132462	1029	17	‘墙’	29_17			他们迫不及待地想要在史书上写下光辉灿烂的一笔，写下“因由这个决议，人类的历史迈入了新的时代，新的篇章”。	84103017		['ZX04317BA']
132463	1029	18	黑匣	29_18			这个时代，需要的是为“明天”付出努力的所有生命。	84103018		['ZX04318BA']
132464	1030	1	终幕	30_1			来不及了。	84103101		['ZX04401BA']
132465	1030	2	噩梦	30_2			幻影缓缓转过身来，伸出双手，向她展示了一个赤色的噩梦，一个通过重筛的正确途径。	84103102		['ZX04402BA']
132466	1030	3	启程	30_3			噩梦般的经历仍自顾自与记忆深深纠缠在一起。	84103103		['ZX04403BA', 'ZX04403EA']
132467	1030	4	撕裂	30_4			帕弥什病毒用最粗暴的方式，从天空之上的花园里，撕下了一片花瓣。	84103104		['ZX04404BA']
132468	1030	5	汇流	30_5			漫长的束缚终于走到了尽头。	84103105		['ZX04405BA']
132469	1030	6	遗诗	30_6			这里早已不见那位英雄的影子，只留下了最后的嘱托。	84103106		['ZX04406BA']
132470	1030	7	寻找柯蕾多尔Ⅰ—先遣队	30_7			你们听过‘农夫和蛇’的故事吗？	84103107		['ZX04407BA']
132471	1030	8	寻找柯蕾多尔Ⅲ—主与客	30_9			各位特意前来，未能按照人类文明的礼节好好招待，还请见谅。	84103109		['ZX04409EA']
132472	1030	9	破局	30_10			我不会再视而不见了。	84103110		['ZX04410BA']
132473	1030	10	碎镜	30_11			她找到了她自己。	84103111		['ZX04411BA', 'ZX04411EA']
132474	1030	11	界外	30_12			有一个人成为了特例。	84103112		['ZX04412BA']
132475	1030	12	叩门	30_13			修改过去的机会就在眼前，如果真的有可能……	84103113		['ZX04413BA', 'ZX04413EA']
132476	1030	13	舍弃	30_14			毕竟……她的故事<//信息>是绝对不会消失的。	84103114		['ZX04414EA']
132477	1030	14	身与影	30_15			你又何尝不是……因为有无法磨灭的留恋，才会恨这个世界吗？！	84103115		['ZX04415BA', 'ZX04415EA']
132478	1030	15	窥见	30_16			无论镜子能映照多么浩瀚的星空，都会受到镜框的限制。	84103116		['ZX04416BA']
132479	1030	16	旧迹	30_17			如果还有下次合作，就轮到我来给你套上枷锁了，我保证。	84103117		['ZX04417BA']
132480	1031	1	噩梦余音	31_1			他们认为这场抗争最差的结局，也不过是有人被安葬在“英雄”的墓中，不能共同迈向劫后重生的世界。用牺牲换来了胜利而已。	84103118		['ZX04801BA']
132481	1031	2	时庭囚鸟	31_2			对那个代行者来说，这里，就是决战之地吗？	84103119		['ZX04802BA']
132482	1031	3	黄金时庭	31_3			它如同云中的琼台玉宇，绚烂宏伟，却又像是一整个辉煌时代的墓碑，空旷且寂寥。	84103120		['ZX04803BA', 'ZX04803EA']
132483	1031	4	灾厄织茧	31_4			承担着不同职责的人们汇聚在这里，一步一步迈向风暴。	84103121		['ZX04804BA']
132484	1031	5	终焉红蝶	31_5			当所有安慰和承诺都变得像个谎言，拥抱与触碰，便成了唯一能安慰彼此的方式。	84103122		['ZX04805BA']
132485	1031	6	沉没之城	31_6			她就是降临在我们那个时代，被多米尼克命名的第一个0号代行者。	84103123		['ZX04806BA']
132486	1031	7	朽木为舟	31_7			所有的解决途径都在崩解，如同在灭世的洪水中坐上了一艘由朽木搭建的方舟。	84103124		['ZX04807BA']
132487	1031	8	以何“成蝶”	31_8			以我。	84103125		['ZX04808BA']
132488	1031	9	记录：降临	31_9			这是另一个未来的0号代行者，与这个世界的柯蕾多尔诞生的记录。	84103126		['ZX04809BA']
132489	1031	10	记录：朽木	31_10			与另一个未来不同，她已经明白了朽木的价值，决定把朽木燃烧的火焰引到她的阻碍身上。	84103127		['ZX04810BA']
132490	1031	11	记录：英雄	31_11			英雄从自身的毁灭中捕获了一种原始的快乐。	84103128		['ZX04811BA', 'ZX04811EA']
132491	1031	12	记录：鳏夫	31_12			唯独那个最渴望牺牲的人活了下来，他从时间链上脱开，成为了一整个时代的鳏夫，为万千无果的理想守丧。	84103129		['ZX04812BA']
132492	1031	13	记录：收割	31_13			……不要死。	84103130		['ZX04813BA']
132493	1031	14	为何“成蝶”	31_14			因我身为朽木，却不甘只是朽烂。	84103131		['ZX04814BA']
132494	1031	15	长梦迷途	31_15			灰鸦小队的指挥官做了一个死去的梦。	84103132		['ZX04815BA']
132495	1031	16	循环死亡	31_16			没什么，和康斯塔雷耶发生的惨剧相似……	84103133		['ZX04816BA']
132496	1031	17	星球孵化	31_17			现在的地球文明对“门”来说，是一种低效的文明，应该被收割回收。	84103134		['ZX04817BA']
132497	1031	18	直到朝阳升起	31_18			就像我曾一遍又一遍呼唤你那样，也请你……呼唤我的名字吧。	84103135		['ZX04818BA']
132498	1031	19	寻找四叶草的阿呆蛙	31_19			四叶草不会带来奇迹，但寻找四叶草的旅途一定会带来奇迹。	84103136		['ZX04819BA']
132499	1031	20	通往星海的运河	31_20			我们还要经历多少这样正确的死，才能用伤口筑成通往星海的运河呢？	84103137		['ZX04820BA']
132500	1031	21	寻找明天	31_21			如果我们注定只有一方能找到明天，我希望是你。	84103138		['ZX04821BA']
132501	1031	22	长夜誓焰	31_22			唯独这件事，我绝不妥协！	84103139		['ZX04822BA']
132502	1031	23	何谓“成蝶”	31_23			你将被裁剪切割……只剩生命。	84103140		['ZX04823BA', 'ZX04823EA']
132503	1031	24	第五号屠宰场	31_24			“听我说：比利·皮尔格林从时间链上脱开了。”	84103141		['ZX04824BA']
132504	1031	25	最后的访谈	31_25			“我觉得，存在于生活中心最恐怖、最吓人或是最悲剧的伪善，就是那个无人敢碰的真相——人类不爱生命。”	84103142		['ZX04825BA']
132505	1031	26	“渡梦桥”	31_26			她找到了他们留下的桥。	84103143		['ZX04826BA']
132506	1031	27	红蝶归乡	31_27			一切消失之前，她再次想起了最初的起点——不是属于0号代行者的起点，而是属于柯蕾多尔的起点。	84103144		['ZX04827BA']
132507	1031	28	自杀流行病患者	31_28			“现在的主要行当，就是为了生活而献身。”	84103145		['ZX04828BA']
132508	1031	29	剪身成蝶	31_29			我们找到了奇迹的种子。	84103146		['ZX04829BA']
132509	1031	30	于晓光中……	31_30			最后，就在这里吧。	84103147		['ZX04830BA']
132510	1032	1	河流盛放鲜花	32_1			她看到那些过往。	84103148		['ZX05000BA']
132511	1032	2	不曾经历的未来	32_2			木门发出老旧的哀鸣，逆着光线，那个熟悉又不太熟悉的构造体出现在自己面前。	84103149		['ZX05001BA']
132512	1032	3	无法回转的终点	32_3			她漠然地坐在雪原的角落，狂风呼啸，异化红潮和雪花缠绕在一起，扭曲的纹路如同被腐蚀的大理石。	84103150		['ZX05002BA', 'ZX05002EA']
132513	1032	4	命运呼啸而来	32_4			暮色滴落血痕，人类和少女看着黄昏坠落，看着惨白月光掠上大地。	84103151		['ZX05003BA']
132514	1032	5	玫瑰在永冬盛放	32_5			是——很重要的东西噢！一定要记得！交给灰鸦指挥官！	84103152		['ZX05004BA']
132515	1032	6	孤城	32_6			她不再回答，剑气破空而来，斩断虚空的赤色阴影。	84103153		['ZX05005BA']
132516	1032	7	末日巡游	32_7			不管接下来究竟会发生什么事情，她都应该先带着这些同胞们避开肉眼可见的危险。	84103154		['ZX05006BA']
132517	1032	8	小星星	32_8			好啦！就让伟大的七实大人！来解决这里的灾难！	84103155		['ZX05007BA', 'ZX05007EA']
132518	1032	9	交织混境	32_9			无数个荒诞的“未来”交织在一起，嘲笑着她的无力。	84103156		['ZX05008BA']
132519	1032	10	“卡俄斯”	32_10			双目空洞，她直视着前方，像失去灵魂的人偶，只能凭借“本能”行动。	84103157		['ZX05009BA', 'ZX05009EA']
132520	1032	11	锚点	32_11			巨大的星舰低低掠过人类曾经居住的城市。	84103158		['ZX05010BA']
132521	1032	12	顺流而行	32_12			随着向北一路前行，空气中的寒意逐渐凝固在星舰的舷窗。	84103159		['ZX05011BA', 'ZX05011EA']
132522	1032	13	向着未知启航	32_13			空中花园要离开地球了，对吗？	84103160		['ZX05012BA']
132523	1032	14	废墟尽头	32_14			——现在的这个世界，是否还指向她曾经看到过的那些未来？	84103161		['ZX05013BA']
132524	1032	15	蛛丝	32_15			透明的蛛丝飘浮在大海中，犹豫一下就会稍纵即逝。	84103162		['ZX05014BA']
132525	1032	16	时间的长河	32_16			熟悉又陌生的声音透过无尽时间与空间，抵达少女的耳边。	84103163		['ZX05015BA']
132526	1032	17	特别出场	32_17			也许在之前，她已经被幻象欺骗过很多次，但不管多少次，她仍然会义无反顾地奔向指挥官。	84103164		['ZX05016BA', 'ZX05016EA']
132527	1032	18	向着更遥远的星空	32_18			接下来，请欣赏爱心社区的欢迎仪式——	84103165		['ZX05017BA']
132528	1032	19	被诅咒的智慧	32_19			赤红之塔终会降临，这片祥和的大地，流淌着黄金和烈酒的时代，也终将被浪潮淹没。	84103166		['ZX05018BA']
132529	1032	20	一切终将汇聚此时	32_20			漫天灿烂流星划过宇宙，繁茂河流无声孳生。	84103167		['ZX05019BA', 'ZX05019EA']
132530	1032	21	时钟正向前行	32_21			冗余的，过量的，积攒的信息层见错出地摞成高耸入云的尖塔。	84103168		['ZX05020BA']
132531	1032	22	轨迹	32_22			一切都按照命运的轨迹朝前运行着，小小的蝴蝶似乎没有掀起更大的波澜。	84103169		['ZX05021BA']
132532	1032	23	出发！	32_23			冲锋！~七实可以付出七实所有的一切——为了指挥官！	84103170		['ZX05022BA']
132533	1032	24	送给未来的礼物	32_24			闪烁着辉光的小星星递交到自己掌心。	84103171		['ZX05023BA']
132534	1032	25	离开之后	32_25			也许……她能够作为引子，点燃整个没有尽头的闭环。	84103172		['ZX05024BA']
132535	1033	1	岁月的歌	33_1			游吟歌者的指尖游走于琴弦，哼唱着平缓的叙事诗。	84103173		['ZX05100BA']
132536	1033	2	无止境的寒冬	33_2			敌人是冻结的岩石，敌人是融化的冰窟。	84103174		['ZX05101BA']
132537	1033	3	沉默于海底	33_3			平原上的褐与白已不见踪影。无云的天空之下，没有什么能抵挡赤色巨浪。	84103175		['ZX05102BA', 'ZX05102EA']
132538	1033	4	摇篮曲	33_4			歌声悠远而悲哀，就像是一场重演过千百遍的仪式一般，喧闹的营地就此安静。	84103176		['ZX05103BA']
132539	1033	5	风雪中	33_5			或许在命运长河的另一条支流里，她本可以享受更加坦然的未来。	84103177		['ZX05104BA']
132540	1033	6	浑浊月色	33_6			寒风吹落树梢的月光，这里已经没有人能听到露娜的声音。	84103178		['ZX05105BA', 'ZX05105EA']
132541	1033	7	丧钟	33_7			他们的故事，就这样迎来终局——像她曾经在升格网络中看到的那样。	84103179		['ZX05131BA']
132542	1033	8	“明天”	33_8			这是最后一批大墓碑聚集地留存的人类，在他们也抵达航天城之后，大墓碑聚集地将真正回归它的本名。	84103180		['ZX05106BA']
132543	1033	9	燃烧	33_9			赶紧放下我，然后滚回航天城。	84103181		['ZX05107BA']
132544	1033	10	伊什梅尔的寓言	33_10			当陈旧的故事被加入新变量，总会发生奇妙的反应，我乐于看见这些微小变化的出现。	84103182		['ZX05108EA']
132547	1033	11	大雪覆盖火光	33_11			跳跃着赤金色焰光的火把倏然点亮这片土地，接力棒一般被高高举起。	84103183		['ZX05109BA']
132548	1033	12	柴薪	33_12			我将以身入局，为人类文明带来新的柴薪。	84103184		['ZX05110BA']
132549	1033	13	另一种选择	33_13			或许，这会是你和这个文明的，另一种选择。	84103185		['ZX05111BA']
132550	1033	14	“高墙”	33_14			时间在此刻停滞，日光凝固在松林树梢，寒风也不再吹拂。是筑起高墙，还是进入更危险的前方？	84103186		['ZX05112BA']
132551	1033	15	星火燎原	33_15			那么……祝你一路顺风，灰鸦……	84103187		['ZX05113BA']
132552	1033	16	界限阶梯	33_16			她始终注视着这里。	84103188		['ZX05113EA']
132553	1033	17	螺旋之塔	33_17			无论是要成为观测者也好，或是要永远守在异聚塔中，等待沙漏流空也好，至少现在……休息一下吧。	84103189		['ZX05114BA']
132554	1033	18	“守墓人”	33_18			人类文明已经被帕弥什标记，无论是选择和我同行，亦或是返回海底，都不会比现状更加糟糕。	84103190		['ZX05115BA']
132555	1033	19	以死问路	33_19			——我们仍将以死问路，尸体游行	84103191		['ZX05116BA']
132556	1033	20	向死而生	33_20			人们以死问路，但总是企望着得以延续的生命，和身后的明天	84103192		['ZX05117BA']
132557	1033	21	再次“诞生”	33_21			她的完整度要超过我的想象，也许有些不一样的变故发生过。	84103193		['ZX05118BA']
132558	1033	22	孤影回廊	33_22			来吧，于镜前抬起头，告诉我——告诉我，灰鸦小队的指挥官，你到底是谁？	84103194		['ZX05119BA', 'ZX05119EA']
132559	1033	23	重现死亡	33_23			饶有兴趣地观察着仿佛蝴蝶标本般的代行者，柯蕾多尔突然对一切都失去了兴趣。	84103195		['ZX05120BA']
132560	1033	24	万物俯瞰	33_24			异聚塔堆积无数光年的“信息”源源不绝地被吸收进意识海，文明化作悲歌，哀戚地吟唱着最后的葬礼。	84103196		['ZX05121BA']
132561	1033	25	四翼白鸦	33_25			恢弘弧线组成形态各异的“建筑”，巨大四翼白鸦翱翔在城市中央。	84103197		['ZX05122BA', 'ZX05122EA']
132562	1033	26	时间中的热寂	33_26			热寂只是一个假说，它只存在于虚构中，是一种遥不可及的灾难，并不会真正的到来。	84103198		['ZX05123BA']
132563	1033	27	惩戒者	33_27			“惩戒者”，就是属于四翼白鸦的“0号代行者”。	84103199		['ZX05124BA']
132564	1033	28	双重螺旋	33_28			指挥官也在努力，七实也在努力了！这样下去——我们一定可以有最终胜利的那一天！	84103200		['ZX05125BA']
132565	1033	29	“湮灭”	33_29			混浊的意识海中，微弱的意志仿佛星火般缓缓燃烧——	84103201		['ZX05126BA']
132566	1033	30	齿轮	33_30			或许，这也需要她付出很大的代价，但这样的文明，值得拥有能够期许的未来。	84103202		['ZX05127BA', 'ZX05127EA']
132567	1033	31	来自星辰的礼物	33_31			携带着信息的逆行流星将划过向前翻动的书页，向着目的地疾驰而去。	84103203		['ZX05128BA']
132568	1033	32	破晓愿景	33_32			那么这一次……人类又将会做出怎样的选择？	84103204		['ZX05129BA']
132569	1033	33	露西亚	33_33			没关系，我们之后……我们之后还有很长很长的时间。	84103205		['ZX05130BA']
132570	1034	1	妄念	34_1			折磨我们的往往是虚妄，而不是真实。但某些时刻，二者兼而有之。	84103211		['ZX05301BA']
132571	1034	2	剧场行动	34_2			遗忘修饰生活，使其趋于完满美好，尽管那不一定是我们想要的。	84103212		['ZX05302BA', 'ZX05302EA']
132572	1034	3	直陈	34_3			用冷静去求证错谬，用理智剥解不谐。	84103213		['ZX05303BA']
132573	1034	4	主角	34_4			人生的绝大部分困难，都在于如何说服自己接受当下的荒诞。	84103214		['ZX05304BA']
132574	1034	5	无面	34_5			摩肩擦踵的人流会以世界为画布，为我勾勒你的眉眼。	84103215		['ZX05305BA']
132575	1034	6	窃时的人偶	34_6			初次见面，就是此刻被允许表达的所有了。	84103216		['ZX05306BA', 'ZX05306EA']
132576	1034	7	了解	34_7			一个人的模样，究竟源于自己的记忆，还是他人的认知。	84103217		['ZX05307BA']
132577	1034	8	搭档	34_8			一次轻描淡写的行动。	84103218		['ZX05308BA']
132578	1034	9	推理	34_9			从结果倒指因由。	84103219		['ZX05309BA']
132579	1034	10	启程	34_10			一切美好都才刚刚盛开，所有的浪漫都还来得及一步步发生。	84103220		['ZX05310BA']
132580	1034	11	余晖	34_11			即将发生什么前的短暂光阴，总是最动人。	84103221		['ZX05311BA']
132581	1034	12	中点	34_12			是中点，也是落幕。	84103222		['ZX05312BA', 'ZX05312EA']
132582	1034	13	返身	34_13			遗憾，连着胜利的喜悦一同扑空。	84103223		['ZX05313BA']
132583	1034	14	倒叙	34_14			没人喜欢这种写法，可作者不希望它被公之于众。	84103224		['ZX05314BA']
132584	1034	15	回响	34_15			我听见了……来自过去的声音。	84103225		['ZX05315BA']
