Id	PlatformType	ChannelId	KeepQRCode	ImagePlayerInfo	TextContent	KeepLink	TextPlayerInfo
98	2	94		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
99	3	94		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
100	4	94		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
101	5	94		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
102		94		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
103	1	136		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
104	2	136		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
105	3	136		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
106	4	136		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
107	5	136		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
108		136		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
109	1	147		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
110	2	147		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
111	3	147		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
112	4	147		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
113	5	147		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
114		147		邀请码{1}	（信标服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
115	1		True	邀请码{1}	（内网服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
116	2		True	邀请码{1}	（内网服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
117	3		True	邀请码{1}	（内网服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
118	4		True	邀请码{1}	（内网服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
119	5		True	邀请码{1}	（内网服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
120			True	邀请码{1}	（内网服）还有额外奖励~~点击链接查看更多版本情报，并且可以领取额外【兑换码】，戳：	True	《战双帕弥什》全新版本【曙星致意】已开启，春节福利活动同步上线，参与即得大量奖励！1月27日-2月10日回归且在【战线复归】活动内填写邀请码：【{1}】
