Id	CvId	Cvs	Timing	Text
130036301	130036	3		指挥官是死机了吗？
130036302	130036	3	2600	和旧电视一样拍一拍的话说不定能好吧……
130037301	130037	3		七实知道！这是“一二三木头人”游戏对吧？
130037302	130037	3	4000	这么说是七实负责当“鬼”吗？
130038301	130038	3		指挥官在思考着什么呢？
130038302	130038	3	3000	是想着七实的事情吗……
130038303	130038	3	5813	该不会之前的恶作剧被发现了吧！？
130040301	130040	3		凑近来看的话，指挥官的眼睛好漂亮啊
130040302	130040	3	4862	还能看到眼睛里小小的七实，现在七实就是指挥官眼里的一切~
130040303	130040	3	13481	可不准眨眼哦！因为说不定你一眨眼，七实就要消失了啦~
130042301	130042	3		指挥官还没做完工作吗……
130042302	130042	3	3271	七实已经困了啦……
130043301	130043	3		七实发现指挥官越来越超越人类的极限了……！
130043302	130043	3	4205	尤其在加班方面。
130045301	130045	3		来嘛，把工作暂停一下， 多看看七实不好吗？
130045302	130045	3	7803	七实可比工作有趣得多得多啦！
130048301	130048	3		早早早上好！指-挥-官
130048302	130048	3	3263	今天的-七实-是机器人-模式！
130049301	130049	3		指挥官快进来吧……
130049302	130049	3	2311	你问我为什么躲在桌子底下？
130049303	130049	3	4575	这个就不用在意了，等会如果看到超生气的卡列亲的话请告诉她七实还没来哦~
130050301	130050	3		早！上！好！指挥官！
130050302	130050	3	2291	渡边大叔告诉我，没有比在早上大吼更加能让人振奋精神的了~
130050303	130050	3	7299	指挥官也要一起吗？
130052301	130052	3		不管在之前有多少烦心的事情，只要看到指挥官七实就会变得很开心呢
130052302	130052	3	5437	指挥官你是会施展让七实高兴的法术吗？
130053301	130053	3		如果指挥官有窥视未来的能力但是只能看一件事的话，你会怎么选择呢？
130053302	130053	3	7665	如果是七实的话，会选择去看看未来的每一天里，待在这个熟悉的房间里，是不是都能等到指挥官的到来。
130057301	130057	3		空中花园的稳定器是坏掉了吗……
130057302	130057	3	3898	不过卡列亲告诉过我不能自己用手敲来修。
129001101	129001	1		哇……这里就是空中花园？
129001102	129001	1	5634	指挥官你知道要让它飞起来到底要花多少青蚨吗……
129001103	129001	1	11792	这、这是多少个零啊！？
129002101	129002	1		是错觉么……
129002102	129002	1	2490	感觉我好像变厉害了点。
129004101	129004	1		嗯，如果能够一直精进自身
129004102	129004	1	4520	那么无论是什么敌人也不用怕了吧。
129006101	129006	1		工欲善其事必先利其器
129006102	129006	1	8012	这可不能偷工减料哦。
129008101	129008	1		我要暂时作为领队吗……？
129008102	129008	1	4795	我明白了！
129009101	129009	1		嗯？我一直站在这里就行了吗？
129009102	129009	1	5082	为什么……？
129010101	129010	1		要负责整理数据吗……
129010102	129010	1	3340	这看起来好像很复杂的样子……
129010103	129010	1	6458	不过我会努力试试的！
129011101	129011	1		工作期间
129011102	129011	1	2233	感觉我们还是不要聊天比较好吧……
129012101	129012	1		指挥官的工作……
129012102	129012	1	2499	每天都要干些什么呀？
129013101	129013	1		现在我已经习惯这工作了
129013102	129013	1	4303	就算是之前最烦恼的算数也……
129013103	129013	1	8081	呜，抱歉，我说了大话……
129014101	129014	1		如果指挥官有需要帮忙的事情就尽管拜托我吧
129014102	129014	1	6154	别的不敢说，单论力气的话我还是很有自信的。
129015101	129015	1		在夜航船上，我的职责是保护那些想要好好过活的人们
129015102	129015	1	7803	现在就只需要保护你，这轻松多了。
129016101	129016	1		好像工作暂告一段落的样子……
129016102	129016	1	3345	要吃点糖果补充糖分吗？
129016103	129016	1	7447	丽芙她不知道为什么给了我很多呢……
129017101	129017	1		要不要休息一下？
129017102	129017	1	2291	虽然我还不累啦……
129017103	129017	1	6141	但如果指挥官想休息的话也可以吧
129017104	129017	1	9998	要来玩成语接龙吗？
129018101	129018	1		指挥官，你要一直待在我的身边，记得不要乱跑……
129018102	129018	1	5513	如果走丢了的话，很容易就会再也找不到回来的路了。
129019101	129019	1		指挥官你的衣服被勾破了……来来来快点脱下来，我帮你把破洞缝上吧！
129019102	129019	1	7780	报酬的话……
129019103	129019	1	12694	就要一句“蒲牢最棒！”好了。
129020101	129020	1		盘手、剑指，跳，转圈，嗯……
129020102	129020	1	9079	这是之前在船上曾经学习过的舞蹈，我想要重新练习一下
129020103	129020	1	17002	或许某天，我也能达到能表演给你看的水平呢，敬请期待吧！
129021101	129021	1		感觉空中花园也像是一艘承载着一切的大船——
129021102	129021	1	6866	人们离开，又回来，来来往往……
129021103	129021	1	12345	却也有离开了就再也无法回来的人
129021104	129021	1	16612	指挥官无论如何也一定要记得回来哦。
129022101	129022	1		指挥官，把手借给我一下下？
129022102	129022	1	5079	嗯嗯，你看，贴在一起的话就最能感受到指挥官的手是多么的温暖
129022103	129022	1	13886	上面那些大大小小的伤痕还会痛吗？
129022104	129022	1	18694	但既然伤口结成了伤疤，那就说明曾经的苦痛都已经过去了啦。
129023101	129023	1		我相信总有一天你的梦想会实现，大家都会平安无事地回到自己的家
129023102	129023	1	6020	到时候我就带着你，手牵着手一起乘着夜航船去到处拜访大家吧~
129024101	129024	1		……指挥官？
129024102	129024	1	2490	是这么叫的吗？
129026101	129026	1		指挥官
129026102	129026	1	1986	嗯，我记住啦。
129027101	129027	1		里面装的是什么……
129027102	129027	1	3666	嗯？不能摇的吗？？
129028101	129028	1		我这里可没什么好玩的东西……
129028102	129028	1	3824	要不一起掰手腕怎么样。
129032101	129032	1		“蒲牢”的职责是守护你，但是现在反而是受了你那么多的照顾……
129032102	129032	1	8521	这可不行，请让我多帮点忙吧！
129034101	129034	1		对了，我发现一件事情
129034102	129034	1	4431	和指挥官你在一起玩……不对，一起工作，好像总会特别开心！
129035101	129035	1		我会好好珍惜的……
129035102	129035	1	2097	用上等花梨木的匣子装起来怎么样？
129035103	129035	1	6454	开玩笑的……
129035104	129035	1	8600	呜……我可买不起啊……
129036101	129036	1		指挥官请你看看这……
129036102	129036	1	4397	指挥官？
129036103	129036	1	7617	咳嗯……
129036104	129036	1	9802	指——挥——官！
129037101	129037	1		睡着了啊
129037102	129037	1	3317	指挥官有时候真像个小孩子呢……
129037103	129037	1	9288	不过看着连我也有点困……困了……
129038101	129038	1		到底在看着哪里发呆啊……？
129038102	129038	1	3730	但如果是指挥官的话，会不会是某种冥想训练呢
129038103	129038	1	9804	我也来试试！
129039101	129039	1		指挥官时常绷着一根筋，感觉也就只有在睡着的时候才能放松一下……
129039102	129039	1	9869	但人类在这种地方睡着是会感冒的……我来给指挥官披上外套吧
129039103	129039	1	20615	嗯，这样起码就不用怕会着凉了。
129040101	129040	1		比起什么都有的高大厅堂，反而是这个看上去略显空旷的小房间里，更能让人放松……
129040102	129040	1	10533	这里除了指挥官你，挤一挤的话还能容下一个我，刚刚好~
129041101	129041	1		指挥官……
129041102	129041	1	2678	你工作的时间
129041103	129041	1	5079	是不是有点长过头了啊？
129042101	129042	1		“欲速则不达”
129042102	129042	1	2956	与其埋头工作，不如先来休息一下吧。
129043101	129043	1		这个玩偶呢，是一种叫“熊猫”的动物
129043102	129043	1	5170	虽然是很可爱……
129043103	129043	1	8053	但指挥官你可不能变成“熊猫眼”啊，快点给我去休息啦！
129044101	129044	1		肩膀僵硬的话，我来帮你捶捶肩吧？
129044102	129044	1	5857	放心吧，我一定会控制好力度的……
129044103	129044	1	12909	呃，指挥官你的表情……？
129044104	129044	1	16108	是我太用力了吗？！
129045101	129045	1		虽然我一点也不了解指挥官的工作有多重要
129045102	129045	1	5897	但如果你累倒下了的话，大家都会很伤心的……
129045103	129045	1	10684	尤其是我！
129046101	129046	1		指挥官你好
129046102	129046	1	3053	今天也准时到了啊。
129047101	129047	1		每次见到你那么努力去工作
129047102	129047	1	3817	我就会觉得自己也不能懒散呢。
129050101	129050	1		嗯，我先到了一会，所以把这桌面上乱七八糟的文件整理了一下
129050102	129050	1	7733	指挥官会不会不习惯呢？
129051101	129051	1		啊啊！那个玩偶不是别人的失物啦……是我放在那里的
129051102	129051	1	8693	我想说不定加点装饰的话……
129051103	129051	1	12504	可以么！？太好了~
129052101	129052	1		指挥官觉得我总是很有精神？
129052102	129052	1	3511	毕竟是重要的工作嘛……
129052103	129052	1	7452	而且，能见到指挥官，也是我每天到这里来的动力。
129053101	129053	1		指挥官来这边坐下！
129053102	129053	1	3602	锵锵！今天是蒲牢我负责秘书工作的第一百天哦，即将举行纪念大酬宾
129053103	129053	1	13431	今天指挥官就乖乖坐在这，什么都不用做，所有的事情都交给我吧……
129053104	129053	1	21356	诶！？我记错日期了！？
129053105	129053	1	26307	呜……不过没所谓啦，反正和指挥官在这里的每一天，都是值得纪念的一天，是吧！
129054101	129054	1		指挥官，你不在的时候
129054102	129054	1	2516	我也一直帮你保护着这里的一切，没有人敢乱动的。
129055101	129055	1		指挥官！快看我快看我
129055102	129055	1	3581	晃来晃去的样子像不像海里飘着的海草啊。
129094101	129094	1		指挥官，我觉得你差不多可以考考我了
129094102	129094	1	6763	考什么？嗯，我想想……
129094103	129094	1	13509	就例如考“指挥官的一百个隐藏小细节”吧，我很有信心能拿满分哦~
129095101	129095	1		俗话说礼物是谢意的代表
129095102	129095	1	4409	如果说这些礼物是代表我有帮助到指挥官，那我会感觉特别开心。
129096101	129096	1		以前我总觉得，只有握着武器的时候才能安心
129096102	129096	1	7678	但是现在，像这样握着指挥官的手，就好像能获得面对一切困难的勇气……
129096103	129096	1	18848	现在的我们，可是什么都能办到的！指挥官你说是不是啊？
129097101	129097	1		这份礼物，我想和指挥官你一起拆开
129097102	129097	1	4580	一份礼物只有一份快乐
129097103	129097	1	8735	但是与指挥官一起分享的话，就能变成双份的快乐，这是不是很划算啊~
129001201	129001	2		哇……这里就是空中花园？
129001202	129001	2	3387	指挥官你知道要让它飞起来到底要花多少青蚨吗……
129001203	129001	2	9139	这、这是多少个零啊！？
129002201	129002	2		是错觉么……
129002202	129002	2	1667	感觉我好像变厉害了点。
129004201	129004	2		嗯，如果能够一直精进自身
129004202	129004	2	3100	那么无论是什么敌人也不用怕了吧。
129005201	129005	2		不够强的话就愧对“蒲牢”之名了
129005202	129005	2	2636	所以招式还要再熟练一点！
129006201	129006	2		工欲善其事必先利其器
129006202	129006	2	2798	这可不能偷工减料哦。
129008201	129008	2		我要暂时作为领队吗……？
129008202	129008	2	2296	我明白了！
129009201	129009	2		嗯？我一直站在这里就行了吗？
129009202	129009	2	2886	为什么……？
129010201	129010	2		要负责整理数据吗……
129010202	129010	2	2288	这看起来好像很复杂的样子……
129010203	129010	2	5830	不过我会努力试试的！
129011201	129011	2		工作期间
129011202	129011	2	1435	感觉我们还是不要聊天比较好吧……
129012201	129012	2		指挥官的工作……
129012202	129012	2	1600	每天都要干些什么呀？
129013201	129013	2		现在我已经习惯这工作了
129013202	129013	2	2012	就算是之前最烦恼的算数也……
129013203	129013	2	4954	呜，抱歉，我说了大话……
129014201	129014	2		如果指挥官有需要帮忙的事情就尽管拜托我吧
129014202	129014	2	3400	别的不敢说，单论力气的话我还是很有自信的。
129015201	129015	2		在夜航船上，我的职责是保护那些想要好好过活的人们
129015202	129015	2	4498	现在就只需要保护你，这轻松多了。
129016201	129016	2		好像工作暂告一段落的样子……
129016202	129016	2	3492	要吃点糖果补充糖分吗？
129016203	129016	2	6918	丽芙她不知道为什么给了我很多呢……
129017201	129017	2		要不要休息一下？
129017202	129017	2	2062	虽然我还不累啦……但如果指挥官想休息的话也可以吧
129017203	129017	2	7496	要来玩成语接龙吗？
129018201	129018	2		指挥官，你要一直待在我的身边，记得不要乱跑……
129018202	129018	2	4217	如果走丢了的话，很容易就会再也找不到回来的路了。
129019201	129019	2		指挥官你的衣服被勾破了……来来来快点脱下来，我帮你把破洞缝上吧！
129019202	129019	2	6217	报酬的话……就要一句“蒲牢最棒！”好了。
129020201	129020	2		盘手、剑指，跳，转圈，嗯……
129020202	129020	2	7207	这是之前在船上曾经学习过的舞蹈，我想要重新练习一下
129020203	129020	2	14129	或许某天，我也能达到能表演给你看的水平呢，敬请期待吧！
129021201	129021	2		感觉空中花园也像是一艘承载着一切的大船——
129021202	129021	2	4977	人们离开，又回来，来来往往……却也有离开了就再也无法回来的人
129021203	129021	2	12479	指挥官无论如何也一定要记得回来哦。
129022201	129022	2		指挥官，把手借给我一下下？
129022202	129022	2	2341	嗯嗯，你看，贴在一起的话就最能感受到指挥官的手是多么的温暖
129022203	129022	2	9027	上面那些大大小小的伤痕还会痛吗？
129022204	129022	2	13709	但既然伤口结成了伤疤，那就说明曾经的苦痛都已经过去了啦。
129023201	129023	2		我相信总有一天你的梦想会实现
129023202	129023	2	3279	大家都会平安无事地回到自己的家
129023203	129023	2	6153	到时候我就带着你，手牵着手一起乘着夜航船去到处拜访大家吧~
129024201	129024	2		……指挥官？
129024202	129024	2	2087	是这么叫的吗？
129026201	129026	2		指挥官
129026202	129026	2	2067	嗯，我记住啦。
129027201	129027	2		里面装的是什么……
129027202	129027	2	1964	嗯？不能摇的吗？？
129028201	129028	2		我这里可没什么好玩的东西……
129028202	129028	2	2662	要不一起掰手腕怎么样。
129032201	129032	2		“蒲牢”的职责是守护你，但是现在反而是受了你那么多的照顾……
129032202	129032	2	5433	这可不行，请让我多帮点忙吧！
129034201	129034	2		对了，我发现一件事情
129034202	129034	2	2337	和指挥官你在一起玩……不对，一起工作，好像总会特别开心！
129035201	129035	2		我会好好珍惜的……用上等花梨木匣子装起来怎么样？
129035202	129035	2	5926	开玩笑的……呜……我可买不起啊……
129036201	129036	2		指挥官请你看看这……指挥官？
129036202	129036	2	8664	咳嗯……指——挥——官！
129037201	129037	2		睡着了啊，指挥官有时候真像个小孩子呢……
129037202	129037	2	6561	不过看着连我也有点困……困了……
129038201	129038	2		到底在看着哪里发呆啊……？
129038202	129038	2	3217	但如果是指挥官的话，会不会是某种冥想训练呢
129038203	129038	2	8569	我也来试试！
129039201	129039	2		指挥官时常绷着一根筋，感觉也就只有在睡着的时候才能放松一下……
129039202	129039	2	5662	但人类在这种地方睡着是会感冒的……我来给指挥官披上外套吧
129039203	129039	2	12092	嗯，这样起码就不用怕会着凉了。
129040201	129040	2		比起什么都有的高大厅堂，反而是这个看上去略显空旷的小房间里，更能让人放松……
129040202	129040	2	7097	这里除了指挥官你，挤一挤的话还能容下一个我，刚刚好~
129041201	129041	2		指挥官……你工作的时间
129041202	129041	2	3274	是不是有点长过头了啊？
129042201	129042	2		“欲速则不达”
129042202	129042	2	1590	与其埋头工作，不如先来休息一下吧。
129043201	129043	2		这个玩偶呢，是一种叫“熊猫”的动物
129043202	129043	2	3512	虽然是很可爱……但指挥官你可不能变成“熊猫眼”啊，快点给我去休息啦！
129044201	129044	2		肩膀僵硬的话，我来帮你捶捶肩吧？
129044202	129044	2	2631	放心吧，我一定会控制好力度的……
129044203	129044	2	6134	呃，指挥官你的表情……？
129044204	129044	2	9375	是我太用力了吗？！
129045201	129045	2		虽然我一点也不了解指挥官的工作有多重要
129045202	129045	2	4132	但如果你累倒下了的话，大家都会很伤心的……
129045203	129045	2	8754	尤其是我！
129046201	129046	2		指挥官你好
129046202	129046	2	1403	今天也准时到了啊。
129047201	129047	2		每次见到你那么努力去工作
129047202	129047	2	2507	我就会觉得自己也不能懒散呢。
129050201	129050	2		嗯，我先到了一会，所以把这桌面上乱七八糟的文件整理了一下
129050202	129050	2	5431	指挥官会不会不习惯呢？
129051201	129051	2		啊啊！那个玩偶不是别人的失物啦……是我放在那里的
129051202	129051	2	5321	我想说不定加点装饰的话……
129051203	129051	2	9053	可以么！？太好了~
129052201	129052	2		指挥官觉得我总是很有精神？
129052202	129052	2	2551	毕竟是重要的工作嘛……
129052203	129052	2	5555	而且，能见到指挥官，也是我每天到这里来的动力。
129053201	129053	2		指挥官来这边坐下！
129053202	129053	2	3289	锵锵！今天是蒲牢我负责秘书工作的第一百天哦
129053203	129053	2	7629	即将举行纪念大酬宾
129053204	129053	2	10186	今天指挥官就乖乖坐在这，什么都不用做，所有的事情都交给我吧……
129053205	129053	2	16021	诶！？我记错日期了！？
129053206	129053	2	18690	呜……不过没所谓啦，反正和指挥官在这里的每一天，都是值得纪念的一天，是吧！
129054201	129054	2		指挥官，你不在的时候
129054202	129054	2	2252	我也一直帮你保护着这里的一切，没有人敢乱动的。
129055201	129055	2		指挥官！快看我快看我
129055202	129055	2	2026	晃来晃去的样子像不像海里飘着的海草啊。
129094201	129094	2		指挥官，我觉得你差不多可以考考我了
129094202	129094	2	4601	考什么？嗯，我想想……
129094203	129094	2	9333	就例如考“指挥官的一百个隐藏小细节”吧，我很有信心能拿满分哦~
129095201	129095	2		俗话说礼物是谢意的代表
129095202	129095	2	3561	如果说这些礼物是代表我有帮助到指挥官，那我会感觉特别开心。
129096201	129096	2		以前我总觉得，只有握着武器的时候才能安心
129096202	129096	2	5092	但是现在，像这样握着指挥官的手，就好像能获得面对一切困难的勇气……
129096203	129096	2	13004	现在的我们，可是什么都能办到的！指挥官你说是不是啊？
129097201	129097	2		这份礼物，我想和指挥官你一起拆开
129097202	129097	2	3566	一份礼物只有一份快乐
129097203	129097	2	6320	但是与指挥官一起分享的话，就能变成双份的快乐，这是不是很划算啊~
129001301	129001	3		哇……这里就是空中花园？
129001302	129001	3	3630	指挥官你知道要让它飞起来到底要花多少青蚨吗……
129001303	129001	3	8168	这、这是多少个零啊！？
129002301	129002	3		是错觉么……
129002302	129002	3	2188	感觉我好像变厉害了点。
129004301	129004	3		嗯，如果能够一直精进自身
129004302	129004	3	3274	那么无论是什么敌人也不用怕了吧。
129005301	129005	3		不够强的话就愧对“蒲牢”之名了
129005302	129005	3	3194	所以招式还要再熟练一点！
129006301	129006	3		工欲善其事必先利其器
129006302	129006	3	3941	这可不能偷工减料哦。
129008301	129008	3		我要暂时作为领队吗……？
129008302	129008	3	2862	我明白了！
129010301	129010	3		要负责整理数据吗……
129010302	129010	3	3091	这看起来好像很复杂的样子……
129010303	129010	3	6151	不过我会努力试试的！
129013301	129013	3		现在我已经习惯这工作了
129013302	129013	3	2677	就算是之前最烦恼的算数也……
129013303	129013	3	5785	呜，抱歉，我说了大话……
129014301	129014	3		如果指挥官有需要帮忙的事情就尽管拜托我吧
129014302	129014	3	3942	别的不敢说，单论力气的话我还是很有自信的。
129015301	129015	3		在夜航船上，我的职责是保护那些想要好好过活的人们
129015302	129015	3	4601	现在就只需要保护你，这轻松多了。
129016301	129016	3		好像工作暂告一段落的样子……
129016302	129016	3	3495	要吃点糖果补充糖分吗？
129016303	129016	3	6292	丽芙她不知道为什么给了我很多呢……
129017301	129017	3		要不要休息一下？虽然我还不累啦……
129017302	129017	3	4199	但如果指挥官想休息的话也可以吧，要来玩成语接龙吗？
129018301	129018	3		指挥官，你要一直待在我的身边，记得不要乱跑……
129018302	129018	3	5182	如果走丢了的话，很容易就会再也找不到回来的路了。
129019301	129019	3		指挥官你的衣服被勾破了……
129019302	129019	3	2620	来来来快点脱下来，我帮你把破洞缝上吧！
129019303	129019	3	6119	报酬的话……就要一句“蒲牢最棒！”好了。
129020301	129020	3		盘手、剑指，跳，转圈
129020302	129020	3	4307	嗯……这是之前在船上曾经学习过的舞蹈，我想要重新练习一下
129020303	129020	3	9719	或许某天，我也能达到能表演给你看的水平呢，敬请期待吧！
129021301	129021	3		感觉空中花园也像是一艘承载着一切的大船——
129021302	129021	3	4772	人们离开，又回来，来来往往……
129021303	129021	3	9888	却也有离开了就再也无法回来的人
129021304	129021	3	14330	指挥官无论如何也一定要记得回来哦。
129022301	129022	3		指挥官，把手借给我一下下？
129022302	129022	3	3156	嗯嗯，你看，贴在一起的话就最能感受到指挥官的手是多么的温暖
129022303	129022	3	11298	上面那些大大小小的伤痕还会痛吗？
129022304	129022	3	16991	但既然伤口结成了伤疤，那就说明曾经的苦痛都已经过去了啦。
129023301	129023	3		我相信总有一天你的梦想会实现
129023302	129023	3	3335	大家都会平安无事地回到自己的家
129023303	129023	3	6801	到时候我就带着你，手牵着手一起乘着夜航船去到处拜访大家吧~
129024301	129024	3		……指挥官？
129024302	129024	3	2172	是这么叫的吗？
129027301	129027	3		里面装的是什么……
129027302	129027	3	2685	嗯？不能摇的吗？？
129028301	129028	3		我这里可没什么好玩的东西……
129028302	129028	3	2600	要不一起掰手腕怎么样。
129030301	129030	3		又见到你了
129030302	129030	3	1810	总感觉指挥官你也不是像大家说的那么忙嘛？
129032301	129032	3		“蒲牢”的职责是守护你
129032302	129032	3	2442	但是现在反而是受了你那么多的照顾…
129032303	129032	3	6717	这可不行，请让我多帮点忙吧！
129034301	129034	3		对了，我发现一件事情，和指挥官你在一起玩……
129034302	129034	3	4598	不对，一起工作，好像总会特别开心！
129035301	129035	3		我会好好珍惜的……
129035302	129035	3	2108	用上等花梨木的匣子装起来怎么样？
129035303	129035	3	5502	开玩笑的……呜……我可买不起啊……
129036301	129036	3		指挥官请你看看这……
129036302	129036	3	2807	指挥官？
129036303	129036	3	5503	咳嗯……指——挥——官！
129037301	129037	3		睡着了啊
129037302	129037	3	2054	指挥官有时候真像个小孩子呢……
129037303	129037	3	6426	不过看着连我也有点困……困了……
129038301	129038	3		到底在看着哪里发呆啊……？
129038302	129038	3	2301	但如果是指挥官的话，会不会是某种冥想训练呢
129038303	129038	3	8013	我也来试试！
129039301	129039	3		指挥官时常绷着一根筋，感觉也就只有在睡着的时候才能放松一下……
129039302	129039	3	6181	但人类在这种地方睡着是会感冒的……
129039303	129039	3	11042	我来给指挥官披上外套吧
129039304	129039	3	14237	嗯，这样起码就不用怕会着凉了。
129040301	129040	3		比起什么都有的高大厅堂
129040302	129040	3	3055	反而是这个看上去略显空旷的小房间里，更能让人放松……
129040303	129040	3	7892	这里除了指挥官你，挤一挤的话还能容下一个我
129040304	129040	3	12457	刚刚好~
129042301	129042	3		“欲速则不达”
129042302	129042	3	1758	与其埋头工作，不如先来休息一下吧。
129043301	129043	3		这个玩偶呢，是一种叫“熊猫”的动物
129043302	129043	3	3706	虽然是很可爱……
129043303	129043	3	6633	但指挥官你可不能变成“熊猫眼”啊
129043304	129043	3	10575	快点给我去休息啦！
129044301	129044	3		肩膀僵硬的话，我来帮你捶捶肩吧？
129044302	129044	3	4200	放心吧，我一定会控制好力度的……
129044303	129044	3	7472	呃，指挥官你的表情……？是我太用力了吗？！
129045301	129045	3		虽然我一点也不了解指挥官的工作有多重要
129045302	129045	3	4647	但如果你累倒下了的话，大家都会很伤心的……
129045303	129045	3	9767	尤其是我！
129049301	129049	3		你还没来之前，一个人等在这里有点无聊
129049302	129049	3	4323	总想找点什么事情做一下呢。
129050301	129050	3		嗯，我先到了一会，所以把这桌面上乱七八糟的文件整理了一下
129050302	129050	3	6063	指挥官会不会不习惯呢？
129051301	129051	3		啊啊！那个玩偶不是别人的失物啦……
129051302	129051	3	3443	是我放在那里的，我想说不定加点装饰的话……
129051303	129051	3	7195	可以么！？太好了~
129052301	129052	3		指挥官觉得我总是很有精神？
129052302	129052	3	3512	毕竟是重要的工作嘛……
129052303	129052	3	6455	而且，能见到指挥官，也是我每天到这里来的动力。
129053301	129053	3		指挥官来这边坐下！
129053302	129053	3	2355	锵锵！今天是蒲牢我负责秘书工作的第一百天哦
129053303	129053	3	7532	即将举行纪念大酬宾
129053304	129053	3	10301	今天指挥官就乖乖坐在这，什么都不用做，所有的事情都交给我吧……
129053305	129053	3	17193	诶！？我记错日期了！？
129053306	129053	3	20495	呜……不过没所谓啦，反正和指挥官在这里的每一天，都是值得纪念的一天，是吧！
129054301	129054	3		指挥官，你不在的时候，我也一直帮你保护着这里的一切
129054302	129054	3	5136	没有人敢乱动的。
129055301	129055	3		指挥官！快看我快看我
129055302	129055	3	2897	晃来晃去的样子像不像海里飘着的海草啊。
129094301	129094	3		指挥官，我觉得你差不多可以考考我了
129094302	129094	3	4403	考什么？
129094303	129094	3	6195	嗯，我想想……
129094304	129094	3	8434	就例如考“指挥官的一百个隐藏小细节”吧，我很有信心能拿满分哦~
129095301	129095	3		俗话说礼物是谢意的代表
129095302	129095	3	3472	如果说这些礼物是代表我有帮助到指挥官，那我会感觉特别开心。
129096301	129096	3		以前我总觉得，只有握着武器的时候才能安心
129096302	129096	3	5841	但是现在，像这样握着指挥官的手，就好像能获得面对一切困难的勇气……
129096303	129096	3	12434	现在的我们，可是什么都能办到的！
129096304	129096	3	16591	指挥官你说是不是啊？
129097301	129097	3		这份礼物，我想和指挥官你一起拆开
129097302	129097	3	3500	一份礼物只有一份快乐
129097303	129097	3	6291	但是与指挥官一起分享的话，就能变成双份的快乐
129097304	129097	3	10864	这是不是很划算啊~
126001101	126001	1		Hola　amigo！我是罗兰。
126001102	126001	1	4616	我出现在这里，你应该知道为什么吧?
126001103	126001	1	7990	哈哈，不，你当然不知道， 你什么都不知道。
126001104	126001	1	15280	无论如何，今天开始，我就随你使唤了
126001105	126001	1	18949	请多指教哦。
126003101	126003	1		晋升？用等级来给人戴上镣铐， 人类的兴趣可真奇特。
126003102	126003	1	9854	那么，作为能被分到这副高级镣铐的玩物，就让我期待期待你之后的做法吧。
126007101	126007	1		好好好，你的命令我都会严格执行。
126007102	126007	1	4354	不过，你可能得多多注意我有什么 小动作哦？
126010101	126010	1		我话说得太多了？
126010102	126010	1	3421	没问题，以后会控制。
126010103	126010	1	6396	只不过，嗯……以前也有人对我这么说过呢， 但是他已经……怎么样了呢？
126011101	126011	1		忠诚，真是个好词汇。
126011102	126011	1	3318	抛弃掉思考，把什么都交给别人，自己只要读读公文，听从命令就行，多轻松
126011103	126011	1	13550	哎呀？为什么这个表情？我只是在怀念我以前的一个“朋友”而已。
126012101	126012	1		Hola——
126012102	126012	1	4092	哈哈，不错的表情。
126012103	126012	1	7769	以前听我说出这话时候， 你可没什么好回忆吧？
126012104	126012	1	11122	不错，不错
126012105	126012	1	13489	从现在开始，你可能会有更多关于 这句话的回忆，还请期待哦。
126013101	126013	1		我在你面前可不会有隐瞒，有好奇的你大可问我，从升格网络的全部真相， 到我个人的诡怪兴趣都可以。
126013102	126013	1	14354	前提是，你真的能承担那个真相的代价
126013103	126013	1	19175	哈哈哈，开个玩笑。
126014101	126014	1		来玩个游戏如何？
126014102	126014	1	3171	想象一下这世界没有帕弥什，我们是被邪恶组织绑架欺骗的平民，现在休戚与共，约好了要一起逃出去。
126014103	126014	1	13166	想象完了吗？好，那现在就走出门外，重新面对现实吧。
126015101	126015	1		Hola　amigo！
126015102	126015	1	3507	哈哈，面具戴久了就容易长脸上。
126015103	126015	1	8582	以前用来伪装的口头禅， 现在一放松就会说出来了。
126015104	126015	1	13847	这样的弄臣，你会怎么看待呢？
126016101	126016	1		你听说过“诺尔莫团”吗？
126016102	126016	1	3904	黄金时代有一伙人，为了所谓理想， 罔顾他人甚至自己性命，造了不少乱。
126016103	126016	1	12113	你猜猜，我有没有参与其中呢——
126016104	126016	1	17511	哈哈，当然没有， 这只是我刚编的一个词。
126017101	126017	1		人类最擅长讲故事，我可读过不少。
126017102	126017	1	3394	明明是虚构的编纂，却因为寄托了作者的亲历或者妄想，就显得那么真实。
126017103	126017	1	10700	只要讲得够好，甚至能让别的人类把这虚构当做人生真理。不是吗？
126018101	126018	1		我说，空中花园这场收复地球的滑稽戏
126018102	126018	1	4601	我也看了太久。
126018103	126018	1	7821	主角们挣扎，堕落，疯狂， 可真有意思，也真是漫长。
126018104	126018	1	15114	漫长到把置之身外的观众都拉进戏里，不舍离去了啊。
126019101	126019	1		拥有活着的理由，我的愿望从未变过。
126019102	126019	1	7346	别人给我的理由，曾是某次演出， 又曾是升格网络。
126019103	126019	1	15369	但现在， 你竟然说我可以为自己找个理由？
126019104	126019	1	18539	对一个弄臣，这是何等残酷，何等……光荣啊。
126020101	126020	1		我读过那么多故事
126020102	126020	1	3207	其中乏味的多得是，但没有一个， 能像我的人生这么无聊。
126020103	126020	1	10048	可是，有你参与， 这烂故事居然还有那么点可看了。
