Id	Name	Subtitle	Desc	SimpleDesc	TypeDesc	Icon	Cd	BaseDamageLimit	Rate	AttribType	Tags	EntryName	EntryDesc	VideoConfigId	SecondSkill
301	Wandering Starburst	Sword Shield Mode	<b>[Wandering Starburst]</b> - <color=#ffdd93>Sword & Shield in Hand + Tap Basic Attack</color>\nAlternates between sword and shield attacks, dealing DMG.\n- Deals total DMG equal to 252% ATK.\n- Recovers 100 [Starcore Value] in total.\n- Recovers 24 Signature Energy in total.\n<b>[Lightning Cleave]</b> - <color=#ffdd93>Sword & Shield in Hand + [Starcore Value] Not Less Than 100 + Press and Hold Basic Attack</color>\nConsumes 100 [Starcore Value] to perform a jumping slash attack on enemies.\n- Deals total DMG equal to 63% ATK.\n- Recovers 6 Signature Energy in total.\n<b>[Starlit Slam]</b> - <color=#ffdd93>Airborne + Sword & Shield in Hand + Tap Basic Attack</color>\nFlips and raises the shield, unleashing a lightning strike and rapidly slamming into the ground to deal DMG.\n- Deals total DMG equal to 14% ATK.\n- Recovers 6 Signature Energy in total.\n	<b>[Wandering Starburst]</b> - <color=#ffdd93>Sword & Shield in Hand + Tap Basic Attack</color>\nAlternates between sword and shield attacks, dealing DMG.\n<b>[Lightning Cleave]</b> - <color=#ffdd93>Sword & Shield in Hand + [Starcore Value] No Less Than 100 + Press and Hold Basic Attack</color>\nConsumes 100 [Starcore Value] and unleashes a leap strike.\n<b>[Starlit Slam]</b> - <color=#ffdd93>Airborne + Sword & Shield in Hand + Tap Basic Attack</color>\nFlips and raises the shield, unleashing a lightning strike and rapidly slamming into the ground to deal DMG.	Basic Attack	Assets/Product/Texture/Image/UiFightDlc/FightSkillIconRelinkR5Yongyechao11.png		17205	25200	1	['Basic Attack DMG']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33108	[302]
302	Thunder Vortex	Shield Axe Mode	<b>[Thunder Vortex]</b> - <color=#ffdd93>Shield & Axe in Hand + Tap Basic Attack</color>\nAttacks using the Shield & Axe, dealing DMG.\n- Deals total DMG equal to 334% ATK.\n- Recovers 24 Signature Energy in total.\n- Recovers 200 Starcore Value in total.\n<b>[Thunderous Cleave]</b> - <color=#ffdd93>Airborne + Shield & Axe in Hand + Tap Basic Attack</color>\nDrags the Shield & Axe, spins around, then slams it down to deal DMG.\n- Deals total DMG equal to 28% ATK.\n- Recovers 6 Signature Energy in total.	<b>[Thunder Vortex]</b> - <color=#ffdd93>Shield Axe in Hand + Tap Basic Attack</color>\nAttacks using the Shield Axe, dealing DMG.\n<b>[Thunderous Cleave]</b> - <color=#ffdd93>Airborne + Shield Axe in Hand + Tap Basic Attack</color>\nDrags the Shield Axe, spins around, then slams it down to deal DMG.	Basic Attack	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Yongyechao12.png		22795	33400	1	['Basic Attack DMG']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33101	
303	Meteoric Doom		<b>[Class Skill]</b>\nAttacks reduce targets' Extra DMG Reduction by 10% for 5s.\nCharacter's own Extra DMG Reduction increases by 25%.\nWhen shielded, the character won't be stunned by enemies' basic attacks.\n<b>[Meteoric Doom]</b> - <color=#ffdd93>Shield & Axe in Hand + [Starcore Value] No Less Than 400 + Press and Hold Basic Attack</color>\nConsumes all [Starcore Value] to cast [Meteoric Doom].\n- Deals DMG equal to 317% ATK in total.\n- Recovers 15 Signature Energy in total.	<b>[Class Skill]</b>\nAttacks reduce targets' Extra DMG Reduction for 5s.\nCharacter's own Extra DMG Reduction increases.\nWhen shielded, the character won't be stunned by enemies' basic attacks.\n<b>[Meteoric Doom]</b> - <color=#ffdd93>Shield Axe in Hand + [Starcore Value] No Less Than 400 + Press and Hold Basic Attack</color>\nConsumes all [Starcore Value] to cast [Meteoric Doom].	Core Passive	Assets/Product/Texture/Image/IconSkill/R5Yongyechaohexin1.png		10389	31700	1	['Core DMG', 'DMG Immunity', 'Uninterruptible']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33105	
304	Comet Burst		<b>[Comet Burst]</b> - <color=#ffdd93>Sword & Shield in Hand + Tap Skill 1</color>\nBashes enemies with the shield and gains Shield, with the option to cast [Lightning Blade Slash] within a brief window.\n<b>[Lightning Blade Slash]</b> - <color=#ffdd93>After [Comet Burst] + Tap Skill 1</color>\nThe round shield extends serrated edges to continuously slash enemies and gains Shield. Casting the skill grants Shield and an 8s [Assault].\nAfter casting [Comet Burst] and [Lightning Blade Slash], gains Shield equal to 425 + 3.75% of the character's max HP and an 8s [Assault].\n[Assault]: Basic Attacks gain 30% DMG Bonus for the duration.\n- Deals DMG up to 124% ATK.\n- Recovers up to 16 Signature Energy.\n- Recovers up to 150 Starcore Value.\nShield lasts for 6s. Shield obtained by casting [Comet Burst] or [Lightning Blade Slash] can stack up to 2 times. Repeatedly gaining this Shield refreshes the current Shield value and duration.	<b>[Comet Burst]</b> - <color=#ffdd93>Sword & Shield in Hand + Tap Skill 1</color>\nBashes enemies with the shield and gains Shield, with the option to cast [Lightning Blade Slash] within a certain window.\n<b>[Lightning Blade Slash]</b> - <color=#ffdd93>After casting [Comet Burst] + Tap Skill 1</color>\nThe round shield extends serrated edges to continuously slash enemies. Gains Shield. After casting the skill, gains Shield and an 8s [Assault].\n- [Assault]: Basic Attacks gain DMG Bonus for the duration.	Core Skill 1	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Yongyechao21.png	10	6521	12400	1	['Skill DMG', 'Shield', 'DMG Buff']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33109	
305	Golden Roar		<b>[Golden Roar]</b> - <color=#ffdd93>Sword & Shield in Hand + Tap Skill 2</color>\nTakes a threatening stance, bursts with energy, and taunts enemies.\nAfter casting the skill, gains Shield equal to 1700 + 15% of the character's max HP and an 8s [Assault].\n[Assault]: Basic Attacks gain 30% DMG Bonus for the duration.\nShield lasts for 12s. Repeatedly gaining Shield from casting [Golden Roar] refreshes the current Shield value and duration.\n- Recovers 15 Signature Energy in total.\n- Recovers up to 50 Starcore Value.	<b>[Golden Roar]</b> - <color=#ffdd93>Sword & Shield in Hand + Tap Skill 2</color>\nTakes a threatening stance, bursts with energy, and taunts enemies. After casting the skill, gains Shield and an 8s [Assault].\n[Assault]: Basic Attacks gain DMG Bonus for the duration.	Core Skill 2	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Yongyechao31.png	10			1	['Taunt', 'Shield', 'DMG Buff']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33110	
306	Aetherstrike		<b>[Aetherstrike]</b> - <color=#ffdd93>Sword & Shield in Hand + Tap Skill 3</color>\nPerforms a spinning attack on enemies, combines weapons into Shield & Axe, and deals DMG.\n- Deals DMG equal to 110% ATK in total.\n- Recovers 10 Signature Energy in total.\nGrants the character [Assault] and [Resolved] for 15s.\n[Assault]: Grants 30% Basic Attack Amplification for the duration.\n[Resolved]: Supernova Burst deals bonus DMG equal to 59% ATK for the duration.\nWhen casting, gains Shield based on the character's current [Starcore Value].\n- Gains Shield up to 2850 + 25% of the character's max HP.\n- Shield lasts for 20s. Repeatedly gaining Shield from casting [Aetherstrike] refreshes the current Shield value and duration.\nTransformation does not clear the character's current [Starcore Value].\n<b>[Prismatic Thrust]</b> - <color=#ffdd93>Shield & Axe in Hand + Tap Skill 3</color>\nCharges at enemies, splits Shield & Axe back into Sword & Shield, and deals DMG.\n- Deals DMG equal to 46% ATK in total.\n- Recovers 10 Signature Energy in total.\nTransformation clears the current [Starcore Value] and grants Shield based on the cleared [Starcore Value].\n- Gains Shield up to 40% of the character's max HP.\n- Shield lasts for 20s. Repeatedly gaining Shield from casting [Prismatic Thrust] refreshes the current Shield value and duration.	<b>[Aetherstrike]</b> - <color=#ffdd93>Sword & Shield in Hand + Tap Skill 3</color>\nPerforms a spinning attack on enemies, combines weapons into Shield Axe, and deals DMG.\nGrants the character [Assault] and [Resolved] for 15s.\n[Assault]: Basic Attacks gain DMG Bonus for the duration.\n[Resolved]: Increases Supernova Burst's DMG.\nGains Shield based on the character's current [Starcore Value] when casting.\nTransformation does not clear the character's current [Starcore Value].\n<b>[Prismatic Thrust]</b> - <color=#ffdd93>Shield Axe in Hand + Tap Skill 3</color>\nCharges at enemies, splits Shield Axe back into Sword & Shield, and deals DMG.\nTransformation will clear the character's current [Starcore Value] and grant Shield based on the cleared [Starcore Value].	Core Skill 3	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Yongyechao41.png	15	5796	11000	1	['Skill DMG', 'Shield', 'DMG Buff']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33111	
307	Starlight Barrier	Sword Shield Mode	<b>[Gravity Launch]</b> - <color=#ffdd93>Drag joystick + Tap Dodge</color>\nNanami dodges in the target direction.\n- Becomes Invincible for 1.5s after a successful dodge\n<b>[Bulwark of Glimmer]</b> - <color=#ffdd93>Tap Dodge without moving joystick</color>\nWhen tapping the Dodge button without moving the joystick, triggers a defensive action. Provides 15% Extra DMG Reduction in the process.\nPress and hold Dodge to maintain the defensive state. When attacked in this state, consumes Dodge Gauge and blocks the attack.\nWhen hit during the defensive state, triggers Block and gains 25 [Starcore Value].\nUpon a successful block, gains 35% Extra DMG Reduction. Triggering a Perfect Block grants 45% Extra DMG Reduction.\nUpon a Perfect Block, gains Shield equal to 500 + 2% of the character's max HP. Repeatedly gaining this Shield refreshes the current Shield value.\n<b>[Thunder Plow]</b> - <color=#ffdd93>Trigger Block + Tap Basic Attack</color>\nUpon a successful block, tap Basic Attack to quickly switch to Shield Axe and launch an enhanced attack.\n- Deals DMG equal to 280% ATK in total.\n- Recovers 10 Signature Energy in total.	<b>[Gravity Launch]</b> - <color=#ffdd93>Drag joystick + Tap Dodge</color>\nNanami dodges in the target direction.\n- Becomes Invincible for 1.5s after a successful dodge\n<b>[Bulwark of Glimmer]</b> - <color=#ffdd93>Tap Dodge without moving joystick</color>\nWhen tapping the Dodge button without moving the joystick, triggers a defensive action. Provides DMG Reduction in the process.\nPress and hold Dodge to maintain the defensive state. When attacked in this state, consumes Dodge Gauge and blocks the attack.\nWhen hit during the defensive state, triggers Block and gains [Starcore Value].\nUpon a successful block, gains DMG Reduction. Triggering a Perfect Block grants additional DMG Reduction.\n<b>[Thunder Plow]</b> - <color=#ffdd93>Trigger Block + Tap Basic Attack</color>\nUpon a successful block, tap Basic Attack to quickly switch to Shield Axe and launch an enhanced attack.	Dodge/Block	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5YongyechaoTk.png		14700	14000	1	['Dodge Check', 'Block Check']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33113	[308]
308	Flare Stasis	Shield Axe Mode	<b>[Comet Stream]</b> - <color=#ffdd93>Move Joystick + Tap Dodge</color>\nNanami dodges in the target direction.\n- Becomes Invincible for 1.5s after a successful dodge.\n<b>[Lightstorm]</b> - <color=#ffdd93>Tap Dodge without moving joystick</color>\nWhen tapping the Dodge button without directional input, triggers a defensive action. Provides a certain amount of DMG Reduction during defensive state.\nPress and hold Dodge to maintain defensive state. When attacked while in defensive state, consumes some Dodge Energy and blocks the attack. Can perform consecutive blocks.\nWhen hit during defensive state, triggers Block and gains 50 [Starcore Value].\nWhen successfully blocking, gains 35% Extra DMG Reduction. Triggering a Perfect Block grants 45% Extra DMG Reduction.\nWhen successfully blocking, the next attack hit deals Extra DMG.\n- Deals Extra DMG equal to 120% ATK.	<b>[Comet Stream]</b> - <color=#ffdd93>Move Joystick + Tap Dodge</color>\nNanami dodges in the target direction.\n- Becomes Invincible for 1.5s after a successful dodge.\n[Lightstorm] - Tap Dodge without moving the joystick.\nWhen tapping the Dodge button without directional input, triggers a defensive action. Provides a certain amount of DMG Reduction during defensive state.\nPress and hold Dodge to maintain defensive state. When attacked while in defensive state, consumes some Dodge Energy and blocks the attack. Can perform consecutive blocks.\nWhen hit during defensive state, triggers Block and gains some [Starcore Value].\nWhen successfully blocking, gains DMG Reduction. Triggering a Perfect Block grants additional DMG Reduction.\nWhen successfully blocking, the next attack hit deals Extra DMG.	Dodge/Block	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5YongyechaoTk.png				1	['Dodge Check', 'Block Check']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33104	
309	Startrail Descent		<b>[Lightning Cleave]</b> - <color=#ffdd93>Enemy Imbalanced + Tap QTE + Hold Sword & Shield</color>\nFlips and leaps up, delivering an enhanced greatsword heavy strike that paralyzes enemies, dealing DMG.\n- Deals DMG equal to 800% ATK in total.\n- Restores 35 Ultimate Energy for the team.\n<b>[Lightning Descent]</b> - <color=#ffdd93>Enemy Imbalanced + Tap QTE + Hold Shield Axe</color>\nSwings the Shield Axe and descends from above, delivering a heavy strike that paralyzes enemies, dealing DMG.\n- Deals DMG equal to 800% ATK in total.\n- Restores 35 Ultimate Energy for the team.	<b>[Lightning Cleave]</b> - <color=#ffdd93>Enemy Imbalanced + Tap QTE + Hold Sword & Shield</color>\nFlips and leaps up, delivering an enhanced greatsword heavy strike that paralyzes enemies, dealing DMG.\n<b>[Lightning Descent]</b> - <color=#ffdd93>Enemy Imbalanced + Tap QTE + Hold Shield & Axe</color>\nSwings the Shield & Axe and descends from above, delivering a heavy strike that paralyzes enemies, dealing DMG.	Follow-Up Skill	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkPr.png		67200	80000	1	['Follow-Up DMG']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33106	
310	Cosmic Starpiercer		<b>[Cosmic Starpiercer]</b> - <color=#ffdd93>1000 Signature Energy + Hold Sword & Shield + Tap Signature</color>\nCombines weapons into a Shield & Axe and cleaves enemies, dealing DMG.\n- Deals total DMG equal to 1980% ATK.\n- Recovers 50 Ultimate Energy for the team.\n<b>[Starshard Slash]</b> - <color=#ffdd93>1000 Signature Energy + Hold Shield & Axe + Tap Signature</color>\nUses the Shield & Axe to cleave enemies, dealing DMG.\n- Deals total DMG equal to 2000% ATK.\n- Recovers 50 Ultimate Energy for the team.	<b>[Cosmic Starpiercer]</b> - <color=#ffdd93>1000 Signature Energy + Hold Sword & Shield + Tap Signature</color>\nCombines weapons into a Shield & Axe and cleaves enemies, dealing DMG.\n<b>[Starshard Slash]</b> - <color=#ffdd93>1000 Signature Energy + Hold Shield & Axe + Tap Signature</color>\nUses the Shield & Axe to cleave enemies, dealing DMG.	Signature	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Yongyechao51.png		280000	200000	1	['Signature DMG', 'DMG Immunity', 'Hyperlink Co-Strike']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33112	
311	Celestial Armor		<b>[Celestial Armor]</b> - <color=#ffdd93>100 Ultimate Points + Tap Character Portrait</color>\nConsumes Ultimate Points to provide the entire team with a shield equal to 90% max HP for 15s.	<b>[Celestial Armor]</b> - <color=#ffdd93>100 Ultimate Points + Tap Character Portrait</color>\nConsumes Ultimate Points to provide the entire team with a shield based on max HP.	Ultimate Skill	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5YongyechaoEx.png				1	['Shield']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33107	
501	Wandering Starburst	Sword Shield Mode	<b>[Wandering Starburst]</b> - <color=#ffdd93>Sword & Shield in Hand + Tap Basic Attack</color>\nAlternates between sword and shield attacks, gaining [Sharpness Value] and dealing DMG.\n- Deals total DMG equal to 235% ATK.\n- Recovers 100 [Sharpness Value] in total\n- Recovers 20 Signature Energy in total.\n<b>[Starlit Slam]</b> - <color=#ffdd93>Airborne + Hold Sword & Shield + Tap Basic Attack</color>\nFlips and raises the shield, unleashing a lightning strike and rapidly slamming into the ground to deal DMG.\n- Deals total DMG equal to 14% ATK.\n- Recovers 6 Signature Energy in total.	<b>[Wandering Starburst]</b> - <color=#ffdd93>Hold Sword & Shield + Tap Basic Attack</color>\nAlternates between sword and shield attacks, gaining [Sharpness Value] and dealing DMG.\n<b>[Starlit Slam]</b> - <color=#ffdd93>Airborne + Hold Sword & Shield + Tap Basic Attack</color>\nFlips and raises the shield, unleashing a lightning strike and rapidly slamming into the ground to deal DMG.	Basic Attack	Assets/Product/Texture/Image/UiFightDlc/FightSkillIconRelinkR5Yongyechao11.png		12816	23500	1	['Basic Attack DMG']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33108	[502]
502	Thunder Vortex	Shield Axe Mode	<b>[Thunder Vortex]</b> - <color=#ffdd93>Hold Shield & Axe + Tap Basic Attack</color>\nAttacks using the Shield & Axe, dealing DMG. If there is sufficient [Sharpness Value], consumes [Sharpness Value] when attacking to gain [Infinitas Value].\n- Deals total DMG equal to 308% ATK.\n- Recovers 20 Signature Energy in total.\n<b>[Thunderous Cleave]</b> - <color=#ffdd93>Airborne + Hold Shield & Axe + Tap Basic Attack</color>\nDrags the Shield & Axe, spins around, then slams it down to deal DMG.\n- Deals total DMG equal to 28% ATK.\n- Recovers 6 Signature Energy in total.	<b>[Thunder Vortex]</b> - <color=#ffdd93>Hold Shield Axe + Tap Basic Attack</color>\nAttacks using the Shield Axe, dealing DMG. If there is sufficient [Sharpness Value], consumes [Sharpness Value] when attacking to gain [Infinitas Value].\n<b>[Thunderous Cleave]</b> - <color=#ffdd93>Airborne + Hold Shield Axe + Tap Basic Attack</color>\nDrags the Shield Axe, spins around, then slams it down to deal DMG.	Basic Attack	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Yongyechao12.png		16823	30800	1	['Basic Attack DMG']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33101	
503	Meteoric Doom		<b>[Class Skill]</b>\nAttacks reduce targets' Extra DMG Reduction by 10% for 5s.\nCharacter's own Extra DMG Reduction increases by 25%.\nWhen shielded, the character won't be stunned by enemies' basic attacks.\n<b>[Meteoric Doom]</b> - <color=#ffdd93>Hold Shield & Axe + [Infinitas Value] Not Less Than 300 + Press and Hold Basic Attack</color>\nConsumes all [Infinitas Value] to cast [Meteoric Doom]. When casting [Meteoric Doom], deals extra DMG based on [Infinitas Value] consumed.\n- Deals DMG equal to up to 282% ATK.\n- Recovers 12 Signature Energy in total.\n[Sharpness Value] cap: 300\n[Infinitas Value] cap: 900\nWhen 600 [Infinitas Value] is consumed while casting [Meteoric Doom], deals an additional instance of DMG.\n- Deals total DMG equal to 237% ATK.\nWhen 900 [Infinitas Value] is consumed while casting [Meteoric Doom], creates an electric field that lasts for 5s, continuously dealing DMG to enemies within range. Electric field DMG triggers every 0.5s.\n- Deals 20% ATK as DMG each time.\n	<b>[Class Skill]</b>\nAttacks reduce targets' Extra DMG Reduction.\nCharacter's own Extra DMG Reduction increases.\nWhen shielded, the character won't be stunned by enemies' basic attacks.\n<b>[Meteoric Doom]</b> - <color=#ffdd93>Shield Axe in Hand + [Core Energy] No Less Than 300 + Press and Hold Basic Attack</color>\nConsumes all [Infinitas Value] to cast [Meteoric Doom]. When casting [Meteoric Doom], deals extra DMG based on [Infinitas Value] consumed.\nImmediately gains 300 [Infinitas Value] upon enemy Poise break.\nWhen 600 [Infinitas Value] is consumed while casting [Meteoric Doom], deals an additional instance of DMG.\nWhen 900 [Infinitas Value] is consumed while casting [Meteoric Doom], creates an electric field, continuously dealing DMG to enemies within range.	Core Mechanics	Assets/Product/Texture/Image/IconSkill/R5Yongyechaohexin1.png		21077	28200	1	['Core DMG', 'DMG Immunity', 'Uninterruptible']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33105	
504	Comet Burst	Sword Shield Mode	<b>[Comet Burst]</b> - <color=#ffdd93>Sword & Shield in Hand + Tap Skill 1</color>\nBashes enemies with the shield, with the option to cast [Lightning Blade Slash] within a certain window. Gains [Sharpness Value] after casting the skill.\n<b>[Lightning Blade Slash]</b> - <color=#ffdd93>After casting [Comet Burst] + Tap Skill 1</color>\nThe round shield extends serrated edges to continuously slash enemies. Gains [Sharpness Value] after casting the skill.\n- Deals DMG up to 173% ATK.\n- Recovers up to 12 Signature Energy.\n- Recovers up to 100 [Sharpness Value].\n	<b>[Comet Burst]</b> - <color=#ffdd93>Sword & Shield in Hand + Tap Skill 1</color>\nBashes enemies with the shield, with the option to cast [Lightning Blade Slash] within a certain window. Gains [Sharpness Value] after casting the skill.\n<b>[Lightning Blade Slash]</b> - <color=#ffdd93>After casting [Comet Burst] + Tap Skill 1</color>\nThe round shield extends serrated edges to continuously slash enemies. Gains [Sharpness Value] after casting the skill.	Core Skill 1	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Yongyechao61.png	12	8092	14800	1	['Skill DMG']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33109	[505]
505	Inferno Cyclone	Shield Axe Mode	<b>[Inferno Cyclone]</b> - <color=#ffdd93>Hold Shield & Axe + Press and Hold Skill 1</color>\nContinuously slashes enemies and deals DMG. Releasing Skill 1 immediately ends the current skill. Continuing to hold the skill transforms it into [Inferno Cyclone β].\n<b>[Inferno Cyclone β]</b> - <color=#ffdd93>Hold [Inferno Cyclone] Until It Ends + Press and Hold Skill 1</color>\nContinuously slashes enemies with the Shield & Axe, dealing DMG. Releasing Skill 1 immediately ends the current skill.\n- Deals DMG equal to up to 480% ATK.\n- Recovers up to 12 Signature Energy.\n- Recovers up to 150 [Infinitas Value].	<b>[Inferno Cyclone]</b> - <color=#ffdd93>Shield Axe in Hand + Press and Hold Skill 1</color>\nCharges toward enemies, continuously slashes them with the Shield Axe, and deals DMG. Releasing Skill 1 immediately ends the skill. Continuing to hold the skill transforms it into [Inferno Cyclone β].\n<b>[Inferno Cyclone β]</b> - <color=#ffdd93>Hold [Inferno Cyclone] Until It Ends + Press and Hold Skill 1</color>\nContinuously slashes enemies with the Shield Axe, dealing DMG. Releasing Skill 1 immediately ends the skill.	Core Skill 1	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Yongyechao71.png	15	26256	48000	1	['Skill DMG']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33116	
506	Thunderflare Storm	Sword Shield Mode	<b>[Thunderflare Storm]</b> - <color=#ffdd93>Sword & Shield in Hand + Tap Skill 2</color>\nPerforms a spinning slash against enemies, with the option to cast [Lightning Cleave] within a brief window. Gains [Sharpness Value] after casting the skill.\n<b>[Lightning Cleave]</b> - <color=#ffdd93>After casting [Thunderflare Storm] + Tap Skill 2</color>\nFlips and leaps up, delivering an enhanced greatsword heavy strike against enemies.\nGains [Sharpness Value] after casting the skill.\n- Deals DMG equal to up to 161% ATK.\n- Recovers up to 17 Signature Energy.\n- Recovers up to 100 [Sharpness Value].\nAfter casting the skill, all team characters gain a shield equal to 1140 + 10% of Mad Dissection's max HP. Shields gained from casting Thunderflare Storm/Lightning Cleave can stack, up to 2 times.\n- The shield lasts for 10s. Gaining this shield again refreshes both shield amount and duration.	<b>[Thunderflare Storm]</b> - <color=#ffdd93>Sword & Shield in Hand + Tap Skill 2</color>\nPerforms a spinning slash against enemies, with the option to cast [Lightning Cleave] within a brief window. \nCasting the skill grants all members Shield.\nGains [Sharpness Value] after casting the skill.\n<b>[Lightning Cleave]</b> - <color=#ffdd93>After casting [Thunderflare Storm] + Tap Skill 2</color>\nFlips and leaps up, delivering an enhanced greatsword heavy strike against enemies.\nGains [Sharpness Value] after casting the skill.	Core Skill 2	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Yongyechao81.png	10	8820	16100	1	['Skill DMG', 'Shield']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33119	[507]
507	Lightning Sweep	Shield Axe Mode	<b>[Lightning Sweep]</b> - <color=#ffdd93>Hold Shield & Axe + Tap Skill 2</color>\nPerforms a spinning slash against enemies, with the option to cast [Lightning Descent] within a brief window. Gains [Infinitas Value] after casting the skill.\n<b>[Lightning Descent]</b> - <color=#ffdd93>After casting [Lightning Sweep] + Tap Skill 2</color>\nSwings the Shield & Axe and descends from above, delivering a heavy strike against enemies, dealing DMG.\nGains [Infinitas Value] after casting the skill.\n- Deals DMG equal to up to 247% ATK.\n- Recovers up to 12 Signature Energy.\n- Recovers up to 150 [Infinitas Value].\nAfter casting the skill, all team characters gain a shield equal to 1140 + 10% of Mad Dissection's max HP. Shields gained from casting Lightning Sweep/Lightning Descent can stack, up to 2 times.\n- The shield lasts for 10s. Gaining this shield again refreshes both shield amount and duration.\n	<b>[Lightning Sweep]</b> - <color=#ffdd93>Shield Axe in Hand + Tap Skill 2</color>\nPerforms a spinning slash against enemies, with the option to cast [Lightning Descent] within a brief window.\nCasting the skill grants all members Shield.\nGains [Infinitas Value] after casting the skill.\n<b>[Lightning Descent]</b> - <color=#ffdd93>After casting [Lightning Sweep] + Tap Skill 2</color>\nSwings the Shield Axe and descends from above, delivering a heavy strike against enemies, dealing DMG.\nGains [Infinitas Value] after casting the skill.	Core Skill 2	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Yongyechao81.png	14	13481	25700	1	['Skill DMG', 'Shield']	['Mechanism 1', 'Mechanism 2']	['Mechanism 1 Description', 'Mechanism 2 Description']	33117	
