Id	Priority	UpProbability	UpProbabilityDesc	UpProbabilityPercent	Bg	ProbabilityBg	IsChangePos	IconPosX	IconPosY	IsChangeSize	IconWidth	IconHeight	IsChangeRot	RotZ	NewTimeId
1307	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1308	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1309	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1310	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1311	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1312	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1313	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1314	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1315	9940	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1316	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1317	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1318	10000	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1319	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1320	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1321	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1322	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1323	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1324	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1325	9940	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1326	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1327	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1328	10000	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1329	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1330	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1331	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1332	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1333	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1334	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1335	9940	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1336	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1337	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1338	10000	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1339	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1340	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1341	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1342	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1343	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1344	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1345	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1346	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1347	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1348	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1349	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1350	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1351	9940	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1352	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1353	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1354	10000	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1355	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1356	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1357	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1358	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1359	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1360	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1361	9940	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1362	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1363	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1364	10000	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1365	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1366	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1367	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1368	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1369	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1370	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1371	9940	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1372	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1373	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1374	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1375	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1376	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1377	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1378	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1379	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1380	9940	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1381	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1382	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1383	10000	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1384	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1385	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1386	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1387	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1388	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1389	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1390	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1391	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1392	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1393	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1394	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1395	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1396	9940	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1397	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1398	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1399	10000	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1400	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1401	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1402	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1403	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1404	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1405	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1406	9940	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1407	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1408	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1409	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1410	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1411	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1412	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1413	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1414	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1415	9940	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1416	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1417	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1418	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1419	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1420	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1421	10000	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1422	10000	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1423	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1424	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1425	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1426	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1427	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1428	10000	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1429	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1430	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1431	9970	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1432	9960	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1433	9950	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1434	9940	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1435	9930	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1436	9920	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1437	9910	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1438	10000	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1439	9990	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
1440	9980	<color=#26bbf9>占S级出率70%</color>	占S级出率	70%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
