Id	UiName	CharacterId	CameraName	PositionX	PositionY	PositionZ	RotationX	RotationY	RotationZ	FieldOfView
21061002	UiFavorabilityNew	1061002	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21111002	UiFavorabilityNew	1111002	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21221002	UiFavorabilityNew	1221002	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21211002	UiFavorabilityNew	1211002	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21131002	UiFavorabilityNew	1131002	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21051001	UiFavorabilityNew	1051001	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21091003	UiFavorabilityNew	1091003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21201003	UiFavorabilityNew	1201003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21041003	UiFavorabilityNew	1041003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21081003	UiFavorabilityNew	1081003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21071003	UiFavorabilityNew	1071003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21121003	UiFavorabilityNew	1121003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21011003	UiFavorabilityNew	1011003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21031003	UiFavorabilityNew	1031003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21171003	UiFavorabilityNew	1171003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21141003	UiFavorabilityNew	1141003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21021003	UiFavorabilityNew	1021003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21191003	UiFavorabilityNew	1191003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21531003	UiFavorabilityNew	1531003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21061003	UiFavorabilityNew	1061003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21221003	UiFavorabilityNew	1221003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21181003	UiFavorabilityNew	1181003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21131003	UiFavorabilityNew	1131003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21051003	UiFavorabilityNew	1051003	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21041004	UiFavorabilityNew	1041004	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21071004	UiFavorabilityNew	1071004	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21011004	UiFavorabilityNew	1011004	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21031004	UiFavorabilityNew	1031004	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21021004	UiFavorabilityNew	1021004	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21531004	UiFavorabilityNew	1531004	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21051004	UiFavorabilityNew	1051004	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
21021005	UiFavorabilityNew	1021005	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[173.2129, 158.233]	[0.0, 0.0]	[25.0, 25.0]
31031001	UiPhotograph	1031001	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31021001	UiPhotograph	1021001	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31091002	UiPhotograph	1091002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31231002	UiPhotograph	1231002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31041002	UiPhotograph	1041002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31161002	UiPhotograph	1161002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31081002	UiPhotograph	1081002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31561003	UiPhotograph	1561003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31241002	UiPhotograph	1241002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31071002	UiPhotograph	1071002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31511003	UiPhotograph	1511003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31121002	UiPhotograph	1121002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31011002	UiPhotograph	1011002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31031002	UiPhotograph	1031002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31541003	UiPhotograph	1541003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31021002	UiPhotograph	1021002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31571003	UiPhotograph	1571003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31551003	UiPhotograph	1551003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31521003	UiPhotograph	1521003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31061002	UiPhotograph	1061002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31111002	UiPhotograph	1111002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31221002	UiPhotograph	1221002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31211002	UiPhotograph	1211002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31131002	UiPhotograph	1131002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31051001	UiPhotograph	1051001	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31091003	UiPhotograph	1091003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31201003	UiPhotograph	1201003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31041003	UiPhotograph	1041003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31081003	UiPhotograph	1081003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31071003	UiPhotograph	1071003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31121003	UiPhotograph	1121003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31011003	UiPhotograph	1011003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31031003	UiPhotograph	1031003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31171003	UiPhotograph	1171003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31141003	UiPhotograph	1141003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31021003	UiPhotograph	1021003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31191003	UiPhotograph	1191003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31531003	UiPhotograph	1531003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31061003	UiPhotograph	1061003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31221003	UiPhotograph	1221003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31181003	UiPhotograph	1181003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31131003	UiPhotograph	1131003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31051003	UiPhotograph	1051003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31041004	UiPhotograph	1041004	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31071004	UiPhotograph	1071004	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31011004	UiPhotograph	1011004	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31031004	UiPhotograph	1031004	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31021004	UiPhotograph	1021004	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31531004	UiPhotograph	1531004	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31051004	UiPhotograph	1051004	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
31021005	UiPhotograph	1021005	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41031001	UiPhotographPortrait	1031001	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41021001	UiPhotographPortrait	1021001	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41091002	UiPhotographPortrait	1091002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41231002	UiPhotographPortrait	1231002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41041002	UiPhotographPortrait	1041002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41161002	UiPhotographPortrait	1161002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41081002	UiPhotographPortrait	1081002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41561003	UiPhotographPortrait	1561003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41241002	UiPhotographPortrait	1241002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41071002	UiPhotographPortrait	1071002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41511003	UiPhotographPortrait	1511003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41121002	UiPhotographPortrait	1121002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41011002	UiPhotographPortrait	1011002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41031002	UiPhotographPortrait	1031002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41541003	UiPhotographPortrait	1541003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41021002	UiPhotographPortrait	1021002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41571003	UiPhotographPortrait	1571003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41551003	UiPhotographPortrait	1551003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41521003	UiPhotographPortrait	1521003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41061002	UiPhotographPortrait	1061002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41111002	UiPhotographPortrait	1111002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41221002	UiPhotographPortrait	1221002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41211002	UiPhotographPortrait	1211002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41131002	UiPhotographPortrait	1131002	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41051001	UiPhotographPortrait	1051001	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41091003	UiPhotographPortrait	1091003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41201003	UiPhotographPortrait	1201003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41041003	UiPhotographPortrait	1041003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41081003	UiPhotographPortrait	1081003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41071003	UiPhotographPortrait	1071003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41121003	UiPhotographPortrait	1121003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41011003	UiPhotographPortrait	1011003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41031003	UiPhotographPortrait	1031003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41171003	UiPhotographPortrait	1171003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41141003	UiPhotographPortrait	1141003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41021003	UiPhotographPortrait	1021003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41191003	UiPhotographPortrait	1191003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41531003	UiPhotographPortrait	1531003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41061003	UiPhotographPortrait	1061003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41221003	UiPhotographPortrait	1221003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41181003	UiPhotographPortrait	1181003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41131003	UiPhotographPortrait	1131003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41051003	UiPhotographPortrait	1051003	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41041004	UiPhotographPortrait	1041004	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41071004	UiPhotographPortrait	1071004	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41011004	UiPhotographPortrait	1011004	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41031004	UiPhotographPortrait	1031004	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41021004	UiPhotographPortrait	1021004	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41531004	UiPhotographPortrait	1531004	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41051004	UiPhotographPortrait	1051004	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
41021005	UiPhotographPortrait	1021005	['CamNearMain']	[-3.5499]	[1.095]	[4.8559]	[-2.084]	[173.2129]	[0.0]	[25.0]
