Id	UiName	ModelName	CameraName	PositionX	PositionY	PositionZ	RotationX	RotationY	RotationZ	FieldOfView
1050	UiCharacter	QR4YongyechaoMd010011TX	['UiCamNearLv', 'UiCamNearGrade', 'UiCamNearQuality', 'UiCamNearSkill', 'UiCamNearEnhanceSkill', 'UiCamNearrExchange']	[0.1, -1.33, 0.07, 1.62, -0.4699, 0.1]	[0.61, 0.66, 0.61, 0.61, 0.6399, 0.61]	[-23.85, -23.76, -22.8199, -23.54, -23.51, -23.85]	[0.856, 1.7139, -1.557, 0.8149, 0.8439, 0.8389]	[0.0, 20.649, 0.0, -20.0, 12.835, -11.604]	[0.0, 0.3019, 0.0, 0.0, 0.1899, -0.172]	
1051	UiCharacter	QR2HakamaMd010011TX	['UiCamNearLv', 'UiCamNearGrade', 'UiCamNearQuality', 'UiCamNearSkill', 'UiCamNearEnhanceSkill', 'UiCamNearrExchange']	[0.1, -1.33, 0.07, 1.62, -0.4699, 0.1]	[0.61, 0.66, 0.61, 0.61, 0.6399, 0.61]	[-23.85, -23.76, -22.8199, -23.54, -23.51, -23.85]	[0.856, 1.7139, -1.557, 0.8149, 0.8439, 0.8389]	[0.0, 20.649, 0.0, -20.0, 12.835, -11.604]	[0.0, 0.3019, 0.0, 0.0, 0.1899, -0.172]	
1052	UiCharacter	QR4KalieninaMd010011TX	['UiCamNearLv', 'UiCamNearGrade', 'UiCamNearQuality', 'UiCamNearSkill', 'UiCamNearEnhanceSkill', 'UiCamNearrExchange']	[0.1, -1.33, 0.07, 1.62, -0.4699, 0.1]	[0.61, 0.66, 0.61, 0.61, 0.6399, 0.61]	[-23.85, -23.76, -22.8199, -23.54, -23.51, -23.85]	[0.856, 1.7139, -1.557, 0.8149, 0.8439, 0.8389]	[0.0, 20.649, 0.0, -20.0, 12.835, -11.604]	[0.0, 0.3019, 0.0, 0.0, 0.1899, -0.172]	
1053	UiCharacter	QR2NuoanMd010011TX	['UiCamNearLv', 'UiCamNearGrade', 'UiCamNearQuality', 'UiCamNearSkill', 'UiCamNearEnhanceSkill', 'UiCamNearrExchange']	[0.1, -1.33, 0.07, 1.62, -0.4699, 0.1]	[0.61, 0.66, 0.61, 0.61, 0.6399, 0.61]	[-23.85, -23.76, -22.8199, -23.54, -23.51, -23.85]	[0.856, 1.7139, -1.557, 0.8149, 0.8439, 0.8389]	[0.0, 20.649, 0.0, -20.0, 12.835, -11.604]	[0.0, 0.3019, 0.0, 0.0, 0.1899, -0.172]	
1054	UiCharacter	QR4BiankaMd010011TX	['UiCamNearLv', 'UiCamNearGrade', 'UiCamNearQuality', 'UiCamNearSkill', 'UiCamNearEnhanceSkill', 'UiCamNearrExchange']	[0.1, -1.33, 0.07, 1.62, -0.4699, 0.1]	[0.61, 0.66, 0.61, 0.61, 0.6399, 0.61]	[-23.85, -23.76, -22.8199, -23.54, -23.51, -23.85]	[0.856, 1.7139, -1.557, 0.8149, 0.8439, 0.8389]	[0.0, 20.649, 0.0, -20.0, 12.835, -11.604]	[0.0, 0.3019, 0.0, 0.0, 0.1899, -0.172]	
1055	UiCharacter	QR2BangbinataMd010011TX	['UiCamNearLv', 'UiCamNearGrade', 'UiCamNearQuality', 'UiCamNearSkill', 'UiCamNearEnhanceSkill', 'UiCamNearrExchange']	[0.1, -1.33, 0.07, 1.62, -0.4699, 0.1]	[0.61, 0.66, 0.61, 0.61, 0.6399, 0.61]	[-23.85, -23.76, -22.8199, -23.54, -23.51, -23.85]	[0.856, 1.7139, -1.557, 0.8149, 0.8439, 0.8389]	[0.0, 20.649, 0.0, -20.0, 12.835, -11.604]	[0.0, 0.3019, 0.0, 0.0, 0.1899, -0.172]	
1056	UiCharacter	QR4LiangMd010011TX	['UiCamNearLv', 'UiCamNearGrade', 'UiCamNearQuality', 'UiCamNearSkill', 'UiCamNearEnhanceSkill', 'UiCamNearrExchange']	[0.1, -1.33, 0.07, 1.62, -0.4699, 0.1]	[0.61, 0.66, 0.61, 0.61, 0.6399, 0.61]	[-23.85, -23.76, -22.8199, -23.54, -23.51, -23.85]	[0.856, 1.7139, -1.557, 0.8149, 0.8439, 0.8389]	[0.0, 20.649, 0.0, -20.0, 12.835, -11.604]	[0.0, 0.3019, 0.0, 0.0, 0.1899, -0.172]	
1057	UiCharacter	QR5LuxiyaMd010011TX	['UiCamNearLv', 'UiCamNearGrade', 'UiCamNearQuality', 'UiCamNearSkill', 'UiCamNearEnhanceSkill', 'UiCamNearrExchange']	[0.1, -1.33, 0.07, 1.62, -0.4699, 0.1]	[0.61, 0.66, 0.61, 0.61, 0.6399, 0.61]	[-23.85, -23.76, -22.8199, -23.54, -23.51, -23.85]	[0.856, 1.7139, -1.557, 0.8149, 0.8439, 0.8389]	[0.0, 20.649, 0.0, -20.0, 12.835, -11.604]	[0.0, 0.3019, 0.0, 0.0, 0.1899, -0.172]	
1058	UiCharacter	QR3AilaMd010011TX	['UiCamNearLv', 'UiCamNearGrade', 'UiCamNearQuality', 'UiCamNearSkill', 'UiCamNearEnhanceSkill', 'UiCamNearrExchange']	[0.1, -1.33, 0.07, 1.62, -0.4699, 0.1]	[0.61, 0.66, 0.61, 0.61, 0.6399, 0.61]	[-23.85, -23.76, -22.8199, -23.54, -23.51, -23.85]	[0.856, 1.7139, -1.557, 0.8149, 0.8439, 0.8389]	[0.0, 20.649, 0.0, -20.0, 12.835, -11.604]	[0.0, 0.3019, 0.0, 0.0, 0.1899, -0.172]	
1059	UiCharacter	QR2HanyingMd010011TX	['UiCamNearLv', 'UiCamNearGrade', 'UiCamNearQuality', 'UiCamNearSkill', 'UiCamNearEnhanceSkill', 'UiCamNearrExchange']	[0.1, -1.33, 0.07, 1.62, -0.4699, 0.1]	[0.61, 0.66, 0.61, 0.61, 0.6399, 0.61]	[-23.85, -23.76, -22.8199, -23.54, -23.51, -23.85]	[0.856, 1.7139, -1.557, 0.8149, 0.8439, 0.8389]	[0.0, 20.649, 0.0, -20.0, 12.835, -11.604]	[0.0, 0.3019, 0.0, 0.0, 0.1899, -0.172]	
1060	UiCharacter	QR3TwentyoneMd010011TX	['UiCamNearLv', 'UiCamNearGrade', 'UiCamNearQuality', 'UiCamNearSkill', 'UiCamNearEnhanceSkill', 'UiCamNearrExchange']	[0.1, -1.33, 0.07, 1.62, -0.4699, 0.1]	[0.61, 0.66, 0.61, 0.61, 0.6399, 0.61]	[-23.85, -23.76, -22.8199, -23.54, -23.51, -23.85]	[0.856, 1.7139, -1.557, 0.8149, 0.8439, 0.8389]	[0.0, 20.649, 0.0, -20.0, 12.835, -11.604]	[0.0, 0.3019, 0.0, 0.0, 0.1899, -0.172]	
2001	UiExhibitionInfo	R4YongyechaobotMd010011	['FarCamera', 'NearCamera']	[0.37, 0.37]	[1.09, 1.09]	[-27.5599, -27.5599]	[0.856, 0.856]	[0.0, 0.0]	[0.0, 0.0]	
2002	UiExhibitionInfo	R4YongyechaobotMd010021	['FarCamera', 'NearCamera']	[0.37, 0.37]	[1.09, 1.09]	[-27.5599, -27.5599]	[0.856, 0.856]	[0.0, 0.0]	[0.0, 0.0]	
2003	UiExhibitionInfo	R4YongyechaobotMd010031	['FarCamera', 'NearCamera']	[0.37, 0.37]	[1.09, 1.09]	[-27.5599, -27.5599]	[0.856, 0.856]	[0.0, 0.0]	[0.0, 0.0]	
2004	UiExhibitionInfo	R4YongyechaobotMd019321	['FarCamera', 'NearCamera']	[0.37, 0.37]	[1.09, 1.09]	[-27.5599, -27.5599]	[0.856, 0.856]	[0.0, 0.0]	[0.0, 0.0]	
2007	UiExhibitionInfo	R2HanyingMd010011	['NearMain', 'FarMain']	[0.4199, 0.4199]	[0.97, 0.97]	[-25.85, -25.85]	[0.856, 0.856]	[0.0, 0.0]	[0.0, 0.0]	
2008	UiExhibitionInfo	R2HanyingMd010021	['NearMain', 'FarMain']	[0.4199, 0.4199]	[0.97, 0.97]	[-25.85, -25.85]	[0.856, 0.856]	[0.0, 0.0]	[0.0, 0.0]	
2009	UiExhibitionInfo	R2HanyingMd010031	['NearMain', 'FarMain']	[0.4199, 0.4199]	[0.97, 0.97]	[-25.85, -25.85]	[0.856, 0.856]	[0.0, 0.0]	[0.0, 0.0]	
2010	UiExhibitionInfo	R3TwentyoneMd010011	['NearMain']	[0.1]	[1.12]	[-24.36]	[0.856]	[0.0]	[0.0]	
2011	UiExhibitionInfo	R3TwentyoneMd010021	['NearMain']	[0.1]	[1.12]	[-24.36]	[0.856]	[0.0]	[0.0]	
2012	UiExhibitionInfo	R3TwentyoneMd010031	['NearMain']	[0.1]	[1.12]	[-24.36]	[0.856]	[0.0]	[0.0]	
3001	UiRoomCharacter	R4YongyechaobotMd010011	['FarCamera', 'NearCamera']	[0.2199, 0.2199]	[1.25, 1.25]	[-26.0, -26.0]	[0.856, 0.856]	[0.0, 0.0]	[0.0, 0.0]	
3002	UiRoomCharacter	R4YongyechaobotMd010021	['FarCamera', 'NearCamera']	[0.2199, 0.2199]	[1.25, 1.25]	[-26.0, -26.0]	[0.856, 0.856]	[0.0, 0.0]	[0.0, 0.0]	
3003	UiRoomCharacter	R4YongyechaobotMd010031	['FarCamera', 'NearCamera']	[0.2199, 0.2199]	[1.25, 1.25]	[-26.0, -26.0]	[0.856, 0.856]	[0.0, 0.0]	[0.0, 0.0]	
3004	UiRoomCharacter	R4YongyechaobotMd019321	['FarCamera', 'NearCamera']	[0.2199, 0.2199]	[1.25, 1.25]	[-26.0, -26.0]	[0.856, 0.856]	[0.0, 0.0]	[0.0, 0.0]	
3005	UiRoomCharacter	R3WeilaMd019331	['FarCamera', 'NearCamera']	[0.1, 0.07]	[1.2999, 1.7]	[-23.85, -24.2]	[0.856, 13.2679]	[0.0, 0.0]	[0.0, 0.0]	
3006	UiRoomCharacter	R3KuluomuMd019011	['NearCamera']	[0.8199]	[1.0]	[-25.0]	[2.8199]	[-8.1099]	[0.5799]	
4001	UiBattleRoomRoleDetail	R4YongyechaobotMd010011	['FarCamera', 'NearCamera']	[0.2199, 0.2199]	[1.25, 1.25]	[-26.0, -26.0]	[0.856, 0.856]	[0.0, 0.0]	[0.0, 0.0]	
4002	UiBattleRoomRoleDetail	R4YongyechaobotMd010021	['FarCamera', 'NearCamera']	[0.2199, 0.2199]	[1.25, 1.25]	[-26.0, -26.0]	[0.856, 0.856]	[0.0, 0.0]	[0.0, 0.0]	
4003	UiBattleRoomRoleDetail	R4YongyechaobotMd010031	['FarCamera', 'NearCamera']	[0.2199, 0.2199]	[1.25, 1.25]	[-26.0, -26.0]	[0.856, 0.856]	[0.0, 0.0]	[0.0, 0.0]	
4004	UiBattleRoomRoleDetail	R4YongyechaobotMd019321	['FarCamera', 'NearCamera']	[0.2199, 0.2199]	[1.25, 1.25]	[-26.0, -26.0]	[0.856, 0.856]	[0.0, 0.0]	[0.0, 0.0]	
4005	UiBattleRoomRoleDetail	R3WeilaMd019331	['FarCamera', 'NearCamera']	[0.1, 0.07]	[1.2999, 1.7]	[-23.85, -24.2]	[0.856, 13.2679]	[0.0, 0.0]	[0.0, 0.0]	
4006	UiBattleRoomRoleDetail	R3KuluomuMd019011	['NearCamera']	[0.8199]	[1.0]	[-25.0]	[2.8199]	[-8.1099]	[0.5799]	
5001	UiBattleRoleRoom	R4YongyechaobotMd010011	['FarCamera', 'NearCamera']	[0.2199, 0.2199]	[1.25, 1.25]	[-26.0, -26.0]	[0.856, 0.856]	[0.0, 0.0]	[0.0, 0.0]	
5002	UiBattleRoleRoom	R4YongyechaobotMd010021	['FarCamera', 'NearCamera']	[0.2199, 0.2199]	[1.25, 1.25]	[-26.0, -26.0]	[0.856, 0.856]	[0.0, 0.0]	[0.0, 0.0]	
5003	UiBattleRoleRoom	R4YongyechaobotMd010031	['FarCamera', 'NearCamera']	[0.2199, 0.2199]	[1.25, 1.25]	[-26.0, -26.0]	[0.856, 0.856]	[0.0, 0.0]	[0.0, 0.0]	
5004	UiBattleRoleRoom	R4YongyechaobotMd019321	['FarCamera', 'NearCamera']	[0.2199, 0.2199]	[1.25, 1.25]	[-26.0, -26.0]	[0.856, 0.856]	[0.0, 0.0]	[0.0, 0.0]	
6001	UiFashion	R4YongyechaobotMd010011	['FashionCamNearMain', 'FashionCamNearest']	[0.55, 0.3]	[1.25, 1.5199]	[-27.54, -24.0]	[2.25, 0.0]	[0.0, 0.0]	[0.0, 0.0]	
6002	UiFashion	R4YongyechaobotMd010021	['FashionCamNearMain', 'FashionCamNearest']	[0.55, 0.3]	[1.25, 1.5199]	[-27.54, -24.0]	[2.25, 0.0]	[0.0, 0.0]	[0.0, 0.0]	
6003	UiFashion	R4YongyechaobotMd010031	['FashionCamNearMain', 'FashionCamNearest']	[0.55, 0.3]	[1.25, 1.5199]	[-27.54, -24.0]	[2.25, 0.0]	[0.0, 0.0]	[0.0, 0.0]	
6004	UiFashion	R4YongyechaobotMd019321	['FashionCamNearMain', 'FashionCamNearest']	[0.55, 0.3]	[1.25, 1.5199]	[-27.54, -24.0]	[2.25, 0.0]	[0.0, 0.0]	[0.0, 0.0]	
6005	UiFashion	R3WeilaMd019331	['FashionCamNearMain', 'FashionCamNearest']	[0.0, 0.0]	[1.6, 1.5]	[-24.35, -22.0]	[14.31, 14.31]	[2.7, 2.7]	[0.0, 0.0]	
6006	UiFashion	R3KuluomuMd019011	['FashionCamNearMain', 'FashionCamNearest']	[0.4799, 0.34]	[1.0, 1.48]	[-25.1, -23.1]	[2.8199, 2.8199]	[-1.71, -1.71]	[0.5799, 0.5799]	
7001	UiFavorabilityLineRoomCharacter	R4YongyechaobotMd010011	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
7002	UiFavorabilityLineRoomCharacter	R4YongyechaobotMd010021	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
7003	UiFavorabilityLineRoomCharacter	R4YongyechaobotMd010031	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
7004	UiFavorabilityLineRoomCharacter	R4YongyechaobotMd019321	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
7005	UiFavorabilityLineRoomCharacter	R3WeilaMd019331	['NearCamera']	[-0.23]	[1.6]	[-24.35]	[14.31]	[2.7]	[0.0]	
7006	UiFavorabilityLineRoomCharacter	R3KuluomuMd019011	['NearCamera']	[0.49]	[1.0]	[-25.1]	[2.8199]	[-4.5399]	[0.5799]	
8005	UiDoubleTowersRoom	R3WeilaMd019331	['UiNearCamera', 'UiFarCamera']	[0.2, 0.2]	[1.6, 1.6]	[-23.94, -23.94]	[14.31, 14.31]	[2.7, 2.7]	[0.0, 0.0]	
8006	UiDoubleTowersRoom	R3KuluomuMd019011	['UiNearCamera']	[0.4799]	[1.0]	[-25.1]	[2.8199]	[-1.71]	[0.5799]	
9005	UiFashionDetail	R3WeilaMd019331	['FashionCamNearMain', 'UiFarCamera']	[0.25, 0.0]	[1.83, 1.2999]	[-24.84, -22.0]	[14.31, 14.31]	[0.68, 2.7]	[0.0, 0.0]	
9006	UiFashionDetail	R3KuluomuMd019011	['FashionCamNearMain']	[0.4799]	[1.0]	[-25.1]	[2.8199]	[-1.71]	[0.5799]	
10061	UiMain	R2YongyechaoMd010011	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
10062	UiMain	R2YongyechaoMd010021	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
10063	UiMain	R2YongyechaoMd010031	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
10064	UiMain	R2YongyechaoMd019011	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
10065	UiMain	R3YongyechaoMd010011	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
10066	UiMain	R3YongyechaoMd010021	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
10067	UiMain	R3YongyechaoMd010031	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
10068	UiMain	R3YongyechaoMd019011	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
10069	UiMain	R3YongyechaoMd019071	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
10070	UiMain	R3YongyechaoMd019211	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
10071	UiMain	R3YongyechaoMd019271	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
10001	UiMain	R4YongyechaobotMd010011	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
10002	UiMain	R4YongyechaobotMd010021	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
10003	UiMain	R4YongyechaobotMd010031	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
10004	UiMain	R4YongyechaobotMd019321	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
10072	UiMain	R4YongyechaoMd010011	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
10073	UiMain	R4YongyechaoMd010021	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
10074	UiMain	R4YongyechaoMd010031	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
10075	UiMain	R4YongyechaoMd019321	['CamNearMain', 'CamNearMainEnter', 'CamNearMainChatEnter', 'CamNearMainRightMidSecondEnter']	[-3.5499, -3.5999, -3.5499, -2.46]	[1.095, 1.08, 1.095, 1.095]	[4.8559, 5.28, 4.8559, 4.4899]	[-2.084, -2.084, -2.084, -2.084]	[173.2129, 173.2129, 158.233, -163.0]	[0.0, 0.0, 0.0, 0.0]	[27.0, 27.0, 27.0, 27.0]
11061	UiFavorabilityNew	R2YongyechaoMd010011	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[176.5679, 158.233]	[0.0, 0.0]	[25.0, 25.0]
11062	UiFavorabilityNew	R2YongyechaoMd010021	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[176.5679, 158.233]	[0.0, 0.0]	[25.0, 25.0]
11063	UiFavorabilityNew	R2YongyechaoMd010031	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[176.5679, 158.233]	[0.0, 0.0]	[25.0, 25.0]
11064	UiFavorabilityNew	R2YongyechaoMd019011	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[176.5679, 158.233]	[0.0, 0.0]	[25.0, 25.0]
11065	UiFavorabilityNew	R3YongyechaoMd010011	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[176.5679, 158.233]	[0.0, 0.0]	[25.0, 25.0]
11066	UiFavorabilityNew	R3YongyechaoMd010021	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[176.5679, 158.233]	[0.0, 0.0]	[25.0, 25.0]
11067	UiFavorabilityNew	R3YongyechaoMd010031	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[176.5679, 158.233]	[0.0, 0.0]	[25.0, 25.0]
11068	UiFavorabilityNew	R3YongyechaoMd019011	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[176.5679, 158.233]	[0.0, 0.0]	[25.0, 25.0]
11069	UiFavorabilityNew	R3YongyechaoMd019071	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[176.5679, 158.233]	[0.0, 0.0]	[25.0, 25.0]
11070	UiFavorabilityNew	R3YongyechaoMd019211	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[176.5679, 158.233]	[0.0, 0.0]	[25.0, 25.0]
11071	UiFavorabilityNew	R3YongyechaoMd019271	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[176.5679, 158.233]	[0.0, 0.0]	[25.0, 25.0]
11001	UiFavorabilityNew	R4YongyechaobotMd010011	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[176.5679, 158.233]	[0.0, 0.0]	[25.0, 25.0]
11002	UiFavorabilityNew	R4YongyechaobotMd010021	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[176.5679, 158.233]	[0.0, 0.0]	[25.0, 25.0]
11003	UiFavorabilityNew	R4YongyechaobotMd010031	['CamNearMain', 'PanelCamNearrExchange']	[-3.5, -3.5499]	[1.095, 1.095]	[4.8559, 4.8559]	[-2.084, -2.084]	[176.5679, 158.233]	[0.0, 0.0]	[25.0, 25.0]
