Id	CharacterId	Quality	Phase	Name	Level	Intro	SkillId
143	1021006	4	3	明金焰羽	1	<color=#D91414>普攻-辉光绽空</color>的基础伤害提升<color=#D91414>100%</color>。入场后首次释放<color=#D91414>普攻-辉光碎羽</color>时获得<color=#D91414>40</color>必杀能量。释放<color=#D91414>必杀-协行锐斩</color>/<color=#D91414>必杀-蚀日彻曙</color>后，本场战斗中<color=#D91414>QTE-驱光散雾</color>的基础伤害提升<color=#D91414>1000%</color>。	102625
144	1021006	5		明金焰羽	2	入场后首次释放<color=#D91414>飞光续斩-烁影掠光</color>时立即获得<color=#D91414>辉光刻印</color>。<color=#D91414>辉光刻印</color>对<color=#D91414>必杀-协行锐斩</color>/<color=#D91414>必杀-蚀日彻曙</color>的基础伤害提升效果翻倍。每次释放<color=#D91414>普攻-绮晖狂舞</color>时额外获得<color=#D91414>6点必杀能量</color>。<color=#D91414>余烬燎原</color>状态期间，露西亚·誓焰的额外伤害提升<color=#D91414>100%</color>。	102625
145	1021006	5	3	白银誓愿	1	<color=#D91414>普攻-辉光绽空</color>、<color=#D91414>普攻-辉光碎羽</color>、<color=#D91414>普攻-绮晖狂舞</color>的额外伤害提升<color=#D91414>40%</color>	102626
146	1021006	5	6	白银誓愿	2	三消信号球技能及<color=#D91414>飞光续斩</color>的额外伤害提升<color=#D91414>40%</color>	102626
147	1021006	6		白银誓愿	3	<color=#D91414>必杀-协行锐斩</color>、<color=#D91414>必杀-蚀日彻曙</color>的额外伤害提升<color=#D91414>40%</color>	102626
148	1311002	3	5	溢电疾行	1	释放<color=#D91414>夜途冲-止</color>后获得1组红色信号球。	131224
149	1311002	4		溢电疾行	2	消除红球和黄球的基础伤害提升<color=#D91414>50%</color>，切换出场时获得30点<color=#D91414>心流</color>。	131224
150	1311002	4	3	结御鉴道	1	<color=#D91414>奥义·切</color>基础伤害提升100%。	131225
151	1311002	5		结御鉴道	2	每次出场时额外获得<color=#D91414>60</color>点<color=#D91414>心流</color>。如果释放<color=#D91414>镜御雷流-夜途冲</color>时消耗了2层<color=#D91414>照引</color>，本次释放<color=#D91414>夜途冲-止</color>会额外获得25点必杀能量。	131225
152	1311002	5	3	无想境	1	<color=#D91414>镜御雷流-夜途冲</color>和<color=#D91414>镜御雷流-镜返</color>额外伤害提升<color=#D91414>30%</color>。	131226
153	1311002	5	6	无想境	2	<color=#D91414>奥义·垒</color>、<color=#D91414>奥义·崩</color>、<color=#D91414>奥义·切</color>额外伤害提升<color=#D91414>40%</color>。	131226
154	1311002	6		无想境	3	<color=#D91414>振天霞闪</color>额外伤害提升<color=#D91414>20%</color>。	131226
155	1051005	3	5	超速律频	1	切换至盾斧、释放<color=#D91414>坠星崩殛</color>、<color=#D91414>炽化分离</color>、<color=#D91414>天宇贯星击</color>或<color=#D91414>万兆碎星斩</color>时，触发未冷却的QTE。	105524
156	1051005	4		超速律频	2	退场时自动使用QTE。释放<color=#D91414>红球/蓝球连段2</color>后，再次点击红/蓝球，可直接释放对应连段2。<color=#D91414>遥穹合斩</color>、<color=#D91414>红球/蓝球连段2</color>基础伤害提升<color=#D91414>60%</color>。<color=#D91414>流光</color>基础伤害提升<color=#D91414>100%</color>。<color=#D91414>烈轮焚冲</color>基础伤害提升<color=#D91414>110%</color>。若释放<color=#D91414>坠星崩殛</color>时，消耗了<color=#D91414>100</color>点<color=#D91414>星芒值</color>，额外获得<color=#D91414>50</color>点<color=#D91414>超量值</color>，该次<color=#D91414>坠星崩殛</color>基础伤害提升<color=#D91414>50%</color>。每次入场首次切换为盾斧时获得<color=#D91414>15</color>点必杀能量。	105524
157	1051005	4	3	炽焰流星	1	<color=#D91414>乱流干扰</color>及<color=#D91414>灼热侵袭</color>减抗效果提升<color=#D91414>10%</color>。<color=#D91414>坠星崩殛</color>基础伤害提升<color=#D91414>100%</color>，<color=#D91414>炽化分离</color>基础伤害提升<color=#D91414>60%</color>。<color=#D91414>烈轮焚冲</color>附加<color=#D91414>燃烧积蓄值</color>效率提升<color=#D91414>100%</color>。	105525
158	1051005	5		炽焰流星	2	<color=#D91414>乱流干扰</color>及<color=#D91414>灼热侵袭</color>减抗效果提升<color=#D91414>10%</color>。<color=#D91414>坠星崩殛</color>每消耗<color=#D91414>75</color>点<color=#D91414>超量值</color>，下次释放<color=#D91414>万兆碎星斩</color>基础伤害提升<color=#D91414>25%</color>，拆分盾斧时层数清空。目标每有<color=#D91414>5</color>层<color=#D91414>易燃层数</color>，释放<color=#D91414>天宇贯星击·燃烧</color>时，基础伤害提升<color=#D91414>16%</color>。每次入场，首次释放<color=#D91414>决胜轰解！</color>后获得<color=#D91414>100</color>点星芒值，首次释放<color=#D91414>流光</color>第四段额外获得<color=#D91414>16</color>点必杀能量。队伍中所有角色的切换冷却时间减少<color=#D91414>3</color>秒，无法与同类效果叠加。	105525
159	1051005	5	3	铸星机魂	1	<color=#D91414>坠星崩殛</color>额外伤害提升<color=#D91414>20%</color>。<color=#D91414>流光</color>额外伤害提升<color=#D91414>35%</color>。<color=#D91414>炽化分离</color>额外伤害提升<color=#D91414>100%</color>。	105526
160	1051005	5	6	铸星机魂	2	<color=#D91414>遥穹合斩</color>、<color=#D91414>红球/蓝球连段2</color>额外伤害提升<color=#D91414>100%</color>。<color=#D91414>烈轮焚冲</color>额外伤害提升<color=#D91414>50%</color>。	105526
161	1051005	6		铸星机魂	3	<color=#D91414>天宇贯星击</color>、<color=#D91414>万兆碎星斩</color>额外伤害提升<color=#D91414>40%</color>。	105526
162	1321003	3	5	启迪命骰	1	释放<color=#D91414>必杀-初源真姿/必杀-寂灭绝罚</color>、<color=#D91414>降维坍坠</color>时触发未冷却的QTE。	132324
163	1321003	4		启迪命骰	2	<color=#D91414>主宰形态</color>期间额外伤害提升<color=#D91414>30%</color>。<color=#D91414>必杀-初源真姿</color>所需必杀能量减少至<color=#D91414>12点</color>。<color=#D91414>浮象禁域</color>存在时，每次<color=#D91414>浮影归湮</color>都获得1颗信号球。	132324
164	1321003	4	3	命轮杼机	1	入场后首次释放<color=#D91414>众界余晖</color>时，获得<color=#D91414>180点坍缩值</color>和<color=#D91414>坍缩刻印</color>。<color=#D91414>必杀-寂灭绝罚</color>的基础伤害提升<color=#D91414>60%</color>。<color=#D91414>浮象禁域</color>存在时，每次释放<color=#D91414>浮影归湮</color>额外获得<color=#D91414>3点必杀能量</color>。根据<color=#D91414>观测纪行</color>触发的特殊能力效果提升。	132325
165	1321003	5		命轮杼机	2	<color=#D91414>坍缩值</color>的伤害增幅效果提升<color=#D91414>50%</color>。在第5段<color=#D91414>浮影归湮</color>过程中，可以输入一次三消信号球，额外造成一次<color=#D91414>1000%空属性伤害</color>并获得<color=#D91414>180点坍缩值</color>。根据<color=#D91414>观测纪行</color>触发的特殊能力效果提升。对稳态力场的基础伤害效率提升效果增加至<color=#D91414>150%</color>。	132325
166	1321003	5	3	造命诗笺	1	<color=#D91414>必杀-初源真姿</color>、<color=#D91414>必杀-寂灭绝罚</color>的额外伤害提升<color=#D91414>30%</color>。	132326
167	1321003	5	6	造命诗笺	2	<color=#D91414>浮影归湮</color>、信号球的额外伤害提升<color=#D91414>30%</color>。	132326
168	1321003	6		造命诗笺	3	<color=#D91414>降维坍坠</color>的额外伤害提升<color=#D91414>30%</color>。	132326
169	1331003	3	5	囚身樊笼的童话	1	释放<color=#D91414>夜幕之拥</color>、<color=#D91414>谜灯谲影</color>、<color=#D91414>揭幕于梦深</color>时，触发未冷却的QTE。	133324
170	1331003	4		囚身樊笼的童话	2	每通过<color=#D91414>欺身戏法</color>消耗一枚信号球，提高下次<color=#D91414>谜灯谲影</color>基础伤害，累计消耗<color=#D91414>1-3/4-9</color>枚时，每枚提升<color=#D91414>20%/3%</color>，最多提升至<color=#D91414>78%</color>，释放<color=#D91414>谜灯谲影</color>或<color=#D91414>揭幕于梦深</color>后清空强化效果。<color=#D91414>夜幕之拥</color>中每消耗<color=#D91414>1</color>枚黄色信号球，本次<color=#D91414>夜暮之拥-归于静寂</color>基础伤害提升<color=#D91414>20%</color>。	133324
171	1331003	4	3	撕裂真实的寓言	1	受到莉莉丝·谬影治疗的友方单位获得的<color=#D91414>暗质辐射</color>效果提升10%。若存在<color=#D91414>诡迹刻痕</color>，受到治疗的友方单位额外获得<color=#D91414>10%</color>的<color=#D91414>电镭激变</color>效果。<color=#D91414>欺身戏法</color>基础伤害提升<color=#D91414>120%</color>，<color=#D91414>夜暮之拥-惊昼</color>及<color=#D91414>夜暮之拥-徊于谜踪</color>基础伤害提升<color=#D91414>80%</color>。	133325
172	1331003	5		撕裂真实的寓言	2	全队切换入场时，重置QTE技能冷却时间。受到莉莉丝·谬影治疗的友方单位获得的<color=#D91414>暗质辐射</color>效果提升10%。若存在<color=#D91414>诡迹刻痕</color>，受到治疗的友方单位额外获得<color=#D91414>10%</color>的<color=#D91414>电镭激变</color>效果。释放<color=#D91414>揭幕于梦深</color>时，额外造成<color=#D91414>4</color>次<color=#D91414>190%</color>暗属性伤害，拥有<color=#D91414>诡迹刻痕</color>时转而造成<color=#D91414>70%</color>电束伤害；若释放时<color=#D91414>牌阶</color>达到<color=#D91414>C/B/A/S/SS</color>，额外造成<color=#D91414>3/4/5/6/8</color>次该伤害。	133325
173	1331003	5	3	濒临终末的狂想	1	<color=#D91414>谜灯谲影</color>、<color=#D91414>夜暮之拥-归于静寂</color>额外伤害提升<color=#D91414>50%</color>。	133326
174	1331003	5	6	濒临终末的狂想	2	<color=#D91414>欺身戏法</color>、<color=#D91414>夜暮之拥-惊昼</color>及<color=#D91414>夜暮之拥-徊于谜踪</color>额外伤害提升<color=#D91414>50%</color>。	133326
175	1331003	6		濒临终末的狂想	3	<color=#D91414>璀金璨梦之邀</color>额外伤害提升<color=#D91414>45%</color>。	133326
176	1531005	3	5	绚虹流律	1	释放<color=#D91414>普攻-音刃延鸣</color>、<color=#D91414>律调怒放</color>、<color=#D91414>必杀-间岚啸鸣</color>/<color=#D91414>必杀-徒花的终止符</color>时触发未冷却的QTE。切换入场后立即触发未冷却的QTE。	153524
177	1531005	4		绚虹流律	2	释放<color=#D91414>必杀-序雨倾幕</color>时，立即获得<color=#D91414>60律点</color>。释放<color=#D91414>律调怒放</color>后，每次释放<color=#D91414>协奏球</color>时，造成双倍伤害，直到退出<color=#D91414>无我状态</color>。<color=#D91414>必杀-间岚啸鸣</color>/<color=#D91414>必杀-徒花的终止符</color>基础伤害提升<color=#D91414>30%</color>。释放<color=#D91414>必杀-间岚啸鸣</color>/<color=#D91414>必杀-徒花的终止符</color>退场后，进入<color=#D91414>余响驻鸣</color>状态，每隔2s发动一次攻击造成2000%物理伤害，4次攻击后退出<color=#D91414>余响驻鸣</color>状态。	153524
178	1531005	4	3	星尘烁响	1	拥有<color=#D91414>60律点</color>时，<color=#D91414>协奏球</color>的<color=#D91414>变奏值</color>获取效率加倍。每消耗1点<color=#D91414>音符</color>，下次<color=#D91414>律调怒放</color>的基础伤害增加<color=#D91414>20%</color>，最高增加至<color=#D91414>100%</color>。释放<color=#D91414>必杀-间岚啸鸣</color>/<color=#D91414>必杀-徒花的终止符</color>后，本场战斗中QTE的基础伤害提升500%。	153525
179	1531005	5		星尘烁响	2	入场时立即获得1点<color=#D91414>音符</color>、<color=#D91414>12必杀能量</color>及1颗信号球。<color=#D91414>音符</color>上限将突破至<color=#D91414>5点</color>，消球后释放<color=#D91414>普攻-音刃延鸣</color>时，尽可能消耗最多6颗信号球转化为<color=#D91414>音符</color>。拥有<color=#D91414>4</color>/<color=#D91414>5</color>颗<color=#D91414>音符</color>时，对<color=#D91414>普攻-音刃延鸣</color>的基础伤害增加效果提升至<color=#D91414>300%</color>/<color=#D91414>600%</color>。<color=#D91414>余响驻鸣</color>状态期间，赛琳娜·希声的额外伤害提升100%。	153525
180	1531005	5	3	溯时为歌	1	<color=#D91414>必杀-间岚啸鸣</color>/<color=#D91414>必杀-徒花的终止符</color>的额外伤害提升<color=#D91414>60%</color>。	153526
181	1531005	5	6	溯时为歌	2	<color=#D91414>普攻-音刃延鸣</color>、<color=#D91414>律调怒放</color>的额外伤害提升<color=#D91414>30%</color>。	153526
182	1531005	6		溯时为歌	3	<color=#D91414>流韵穿刺</color>、<color=#D91414>协奏球</color>、信号球的额外伤害提升<color=#D91414>40%</color>。	153526
183	1341002	3	5	自主编码	1	释放<color=#D91414>恒量导源</color>时，唤醒未冷却的QTE	132224
184	1341002	4		自主编码	2	每次入场立即获得<color=#D91414>70点必杀能量</color>，进入<color=#D91414>全景拆分</color>状态期间，额外伤害加成提升30%。进入<color=#D91414>蓄力姿态</color>且<color=#D91414>集束球</color>耗尽时，每消耗<color=#D91414>10点负载值</color>可对蓄力技能强化1次	132224
185	1341002	4	3	深度拟合	1	三色信号球的蓄力技能伤害提升<color=#D91414>100%</color>，且触发极限闪避判定成功时获得<color=#D91414>30点负载值</color>	132225
186	1341002	5		深度拟合	2	每消耗一颗<color=#D91414>集束球</color>或<color=#D91414>10点负载值</color>，<color=#D91414>映射锁链</color>和<color=#D91414>迸流助燃</color>的基础伤害提升<color=#D91414>25%</color>，最高提升<color=#D91414>75%</color>。	132225
187	1341002	5	3	中枢递归	1	<color=#D91414>恒量导源</color>额外伤害加成提升<color=#D91414>100%</color>	132226
188	1341002	5	6	中枢递归	2	<color=#D91414>蓄载</color>和<color=#D91414>成焰</color>额外伤害加成提升<color=#D91414>70%</color>	132226
189	1341002	6		中枢递归	3	<color=#D91414>坼地逆罔</color>额外伤害加成提升<color=#D91414>40%</color>	132226
190	1131004	3	5	未烬于此	1	释放<color=#D91414>猎影战栗</color>、<color=#D91414>燃火熔魂</color>、<color=#D91414>刃旋瞬步</color>、<color=#D91414>斩反残掠</color>、<color=#D91414>炙锋灼空</color>时触发未冷却的QTE。	113424
191	1131004	4		未烬于此	2	蓝色信号球转换黄球信号球效率提升<color=#D91414>50%</color>，每消除<color=#D91414>一颗</color>蓝色信号球可产生<color=#D91414>一颗</color>黄色信号球。<color=#D91414>猎影战栗</color>满蓄力释放时可以自动消除现有的蓝球信号球，最多可以消除<color=#D91414>三颗</color>蓝色信号球。<color=#D91414>绝焰</color>持续时间内，<color=#D91414>炙锋灼空</color>随<color=#D91414>聚焰淬夜</color>清除的黄球数量<color=#D91414>1/2/3/4/5/6</color>额外造成<color=#D91414>1/1/2/2/3/3</color>次伤害。	113424
192	1131004	4	3	炎夜绝响	1	受到薇拉·灼惘治疗的友方单位获得的<color=#D91414>炙火淬炼</color>效果提升<color=#D91414>10%</color>。若<color=#D91414>黯衍层数大于等于1层</color>，受到薇拉·灼惘治疗的友方单位额外获得<color=#D91414>10%</color>的<color=#D91414>烬尘崩裂</color>效果。<color=#D91414>绝焰</color>持续时间内，<color=#D91414>斩反残掠</color>随<color=#D91414>聚焰淬夜</color>清除的黄球数量<color=#D91414>1/2/3/4/5/6</color>额外造成<color=#D91414>1/1/2/2/3/3</color>次伤害。	113425
193	1131004	5		炎夜绝响	2	全队切换入场时，重置QTE技能冷却时间。受到灼惘治疗的友方单位获得的<color=#D91414>炙火淬炼</color>效果提升<color=#D91414>10%</color>。<color=#D91414>黯衍层数大于等于1层</color>时受到灼惘治疗的友方单位额外获得<color=#D91414>10%</color>的<color=#D91414>烬尘崩裂</color>效果。<color=#D91414>每次入场</color>时，可额外获得<color=#D91414>3颗黄球</color>和<color=#D91414>10</color>点<color=#D91414>必杀能量</color>，首次进入<color=#D91414>终烈</color>时可额外获得<color=#D91414>10</color>点<color=#D91414>必杀能量</color>和<color=#D91414>30</color>点<color=#D91414>重燃湮火</color>。消除一组蓝球可额外获得<color=#D91414>12</color>点<color=#D91414>必杀能量</color>。<color=#D91414>绝焰</color>持续时间内，<color=#D91414>猎影战栗</color>、<color=#D91414>燃火熔魂</color>、<color=#D91414>刃旋瞬步</color>、<color=#D91414>斩反残掠</color>基础伤害提升<color=#D91414>50%</color>。	113425
194	1131004	5	3	赤华破鞘	1	<color=#D91414>绝焰</color>的增伤倍率提升<color=#D91414>50%</color>。	113426
195	1131004	5	6	赤华破鞘	2	<color=#D91414>猎影战栗</color>、<color=#D91414>燃火熔魂</color>、<color=#D91414>刃旋瞬步</color>、<color=#D91414>斩反残掠</color>的额外伤害提升<color=#D91414>50%</color>。	113426
196	1131004	6		赤华破鞘	3	<color=#D91414>聚焰淬夜</color>、<color=#D91414>炙锋灼空</color>的额外伤害提升<color=#D91414>50%</color>。	113426
197	1351003	3	5	葬光明于锋刃	1	释放<color=#D91414>Sin Devil Trigger</color>、<color=#D91414>次元斩·绝</color>时，唤起未冷却的QTE。	135324
198	1351003	4		葬光明于锋刃	2	切换入场时，恢复3个魔魂。真魔人状态下，维吉尔获得暴击伤害。释放<color=#D91414>次元斩·绝</color>并退场后，每隔2秒对周围的敌方单位发动一次攻击（最多四次），造成物理伤害。	135324
199	1351003	4	3	吾即为暴风迫临	1	真魔人分身的协同攻击获得额外伤害加成。释放<color=#D91414>次元斩·绝</color>后，本场战斗中<color=#D91414>QTE-次元斩·切落</color>的基础伤害提升。	135325
200	1351003	5		吾即为暴风迫临	2	每点斩意会使<color=#D91414>次元斩·绝</color>的基础伤害额外提升。<color=#D91414>次元斩·绝</color>每消耗1真意值额外追加真意斩伤害。	135325
201	1351003	5	3	Devil May Cry	1	必杀技以及<color=#D91414>次元斩·绝</color>消耗真意值所追加的伤害获得额外伤害加成。	135326
202	1351003	5	6	Devil May Cry	2	普通攻击，次元斩以及次元斩消耗真意值所追加的伤害获得额外伤害加成。	135326
203	1351003	6		Devil May Cry	3	真魔人状态下，维吉尔获得额外伤害加成。	135326
204	1361003	3	5	隐藏的温柔	1	释放<color=#D91414>真魔人</color>、<color=#D91414>炽热红夜·爆发</color>，或在满<color=#D91414>魔人值</color>时释放<color=#D91414>死亡剑舞</color>、<color=#D91414>真·升龙击</color>时，触发未冷却的QTE。	136324
205	1361003	4		隐藏的温柔	2	释放<color=#D91414>真魔人·撼地狂焰</color>、<color=#D91414>真魔人·最终审判</color>后，切换下场时，进入<color=#D91414>离场状态</color>，每隔<color=#D91414>2s</color>发动一次攻击，造成<color=#D91414>2000%</color>火属性伤害，<color=#D91414>4</color>次攻击后退出该状态。<color=#D91414>真魔人·幻影冲刺</color>、<color=#D91414>真魔人·炫光弹幕</color>、<color=#D91414>真魔人·影灭迹绝</color>基础伤害提升<color=#D91414>120%</color>。	136324
206	1361003	4	3	无朽的正义	1	释放<color=#D91414>真魔人·撼地狂焰</color>、<color=#D91414>真魔人·最终审判</color>后，本场战斗中QTE基础伤害提升<color=#D91414>1000%</color>。<color=#D91414>魔剑但丁</color>、<color=#D91414>浮士德</color>、<color=#D91414>巴洛克</color>基础伤害提升<color=#D91414>100%</color>。满<color=#D91414>魔人值</color>时释放<color=#D91414>死亡剑舞</color>、<color=#D91414>真·升龙击</color>基础伤害提升<color=#D91414>100%</color>。	136325
207	1361003	5		无朽的正义	2	<color=#D91414>离场状态</color>期间，但丁额外伤害提升100%。<color=#D91414>真魔人·撼地狂焰</color>、<color=#D91414>真魔人·最终审判</color>基础伤害提升<color=#D91414>1.7</color>倍，若释放时拥有<color=#D91414>燃火标记</color>，则提升为<color=#D91414>2.1</color>倍。	136325
208	1361003	5	3	Devil May Cry	1	<color=#D91414>魔剑但丁</color>、<color=#D91414>浮士德</color>、<color=#D91414>巴洛克</color>、满<color=#D91414>魔人值</color>时释放<color=#D91414>死亡剑舞</color>、<color=#D91414>真·升龙击</color>额外伤害提升70%。	136326
209	1361003	5	6	Devil May Cry	2	<color=#D91414>真魔人·幻影冲刺</color>、<color=#D91414>真魔人·炫光弹幕</color>、<color=#D91414>真魔人·影灭迹绝</color>额外伤害提升60%。	136326
210	1361003	6		Devil May Cry	3	<color=#D91414>真魔人</color>额外伤害提升40%。	136326
211	1041005	3	5	涤尘沐净	1	开启<color=#D91414>展渊领域</color>、释放<color=#D91414>噬穹</color>、<color=#D91414>碎穹</color>、<color=#D91414>影绞</color>、<color=#D91414>烬灭</color>时，激活未冷却的QTE。	104524
212	1041005	4		涤尘沐净	2	释放<color=#D91414>影绞</color>后，切换下场时，进入<color=#D91414>离场状态</color>，每隔<color=#D91414>2s</color>发动一次攻击，造成<color=#D91414>2000%</color>暗属性伤害，若释放<color=#D91414>影绞</color>时，<color=#D91414>祝祷</color>层数满，额外造成一次<color=#D91414>2000%</color>暗属性伤害，<color=#D91414>4</color>次攻击后退出该状态。入场首次释放<color=#D91414>噬穹</color>、<color=#D91414>碎穹</color>时，获得一组三消球。首次入场释放<color=#D91414>展渊</color>时，获得<color=#D91414>15</color>点必杀能量。每点<color=#D91414>展渊值</color>使本次<color=#D91414>展渊·倾晦</color>基础伤害提升<color=#D91414>15%</color>。<color=#D91414>剑舞</color>基础伤害提升<color=#D91414>80%</color>。	104524
213	1041005	4	3	烛定整襟	1	释放<color=#D91414>影绞</color>后，本场战斗中<color=#D91414>暮形态</color>QTE基础伤害提升<color=#D91414>1000%</color>。<color=#D91414>噬穹</color>期间，可额外输入一组信号球，根据消球数，使得本次<color=#D91414>噬穹·崩晦</color>基础伤害提升<color=#D91414>60%/120%/180%</color>。<color=#D91414>碎穹</color>期间，可额外输入一组信号球，使得本次<color=#D91414>碎穹·崩辉</color>基础伤害提升<color=#D91414>40%/80%/120%</color>。通过这种方式消耗的信号球，将在下次释放<color=#D91414>影绞</color>或<color=#D91414>烬灭</color>时返还。	104525
214	1041005	5		烛定整襟	2	<color=#D91414>离场状态</color>期间，比安卡·晖暮处于<color=#D91414>暮形态</color>时，额外伤害提升100%。每层<color=#D91414>祝祷</color>使得本次<color=#D91414>影绞</color>或<color=#D91414>烬灭</color>伤害提升<color=#D91414>0.009</color>倍，最高提升至<color=#D91414>1.35</color>倍。	104525
215	1041005	5	3	垂目聆谕	1	<color=#D91414>噬穹</color>额外伤害加成提升<color=#D91414>50%</color>。<color=#D91414>碎穹</color>额外伤害加成提升<color=#D91414>70%</color>。	104526
216	1041005	5	6	垂目聆谕	2	<color=#D91414>展渊领域</color>、<color=#D91414>展渊·倾晦</color>额外伤害加成提升<color=#D91414>70%</color>。<color=#D91414>剑舞</color>额外伤害加成提升<color=#D91414>70%</color>。	104526
217	1041005	6		垂目聆谕	3	<color=#D91414>影绞</color>、<color=#D91414>烬灭</color>额外伤害加成提升<color=#D91414>35%</color>。	104526
218	1371002	3	5	量幅定图	1	释放<color=#D91414>肆妄</color>和<color=#D91414>斩噬</color>时会唤醒未冷却的QTE，首次进入战斗时，立即获得1个信号球。	137224
219	1371002	4		量幅定图	2	释放<color=#D91414>敛锋</color>时信号球将按照三消规则重新排列，<color=#D91414>噬刻层</color>提供的额外伤害加成提升<color=#D91414>20%</color>。	137224
220	1371002	4	3	逆线裁影	1	释放<color=#D91414>敛锋</color>时消除三消信号球为<color=#D91414>狱铰</color>提供的额外伤害加成提升<color=#D91414>45%</color>，释放<color=#D91414>斩噬</color>后会返还一组三消信号球。	137225
221	1371002	5		逆线裁影	2	消耗至少<color=#D91414>31点裁刃值</color>释放<color=#D91414>狱铰</color>后会返还<color=#D91414>15</color>点<color=#D91414>裁刃值</color>，<color=#D91414>狱铰</color>的基础伤害提升<color=#D91414>75%</color>，<color=#D91414>凝念裂裁</color>成功消耗<color=#D91414>至少30点裁刃值</color>时会返还三个随机信号球，<color=#D91414>凝念裂裁</color>基础伤害提升<color=#D91414>100%</color>，<color=#D91414>狂厄</color>下每次消除红色信号球会额外获得<color=#D91414>12点</color>必杀能量。	137225
222	1371002	5	3	纫纺命纱	1	<color=#D91414>狱铰</color>额外伤害提升<color=#D91414>90%</color>，<color=#D91414>凝念裂裁</color>额外伤害提升<color=#D91414>80%</color>。	137226
223	1371002	5	6	纫纺命纱	2	<color=#D91414>断续迭斩</color>额外伤害提升<color=#D91414>60%</color>。	137226
224	1371002	6		纫纺命纱	3	<color=#D91414>斩噬</color>基础伤害提升<color=#D91414>100%</color>。	137226
225	1381003	3	5	炬烬余晖	1	释放<color=#D91414>断域</color>、<color=#D91414>墟烬生</color>时，激活未冷却的QTE。	138324
226	1381003	4		炬烬余晖	2	释放<color=#D91414>炽燃荒</color>时额外造成<color=#D91414>3</color>次伤害。每消耗三颗红球可以额外多转化为一颗白色信号球储存在二层球栏，每次入场释放<color=#D91414>轰流</color>时最多可将<color=#D91414>9</color>颗白色信号球转化为蓝色信号球。拥有<color=#D91414>烬痕</color>或<color=#D91414>灼视</color>时，焚烧状态下每秒额外造成<color=#D91414>1</color>次<color=#D91414>焚烧层数×50%</color>的焚烧伤害，该伤害会受<color=#D91414>烬痕</color>层数的影响（维罗妮卡·铮骨处于后台也会生效）。	138324
227	1381003	4	3	燃序同协	1	受到维罗妮卡·铮骨治疗的友方单位获得的<color=#D91414>超限力矩</color>效果提升<color=#D91414>10%</color>。队伍携带<color=#D91414>焚烧</color>效应时，受到维罗妮卡·铮骨治疗的友方单位额外获得<color=#D91414>10%</color>的<color=#D91414>炽怒扬威</color>效果。释放<color=#D91414>断域</color>后进入<color=#D91414>正刑</color>，<color=#D91414>轰流</color>、<color=#D91414>重锋</color>、有<color=#D91414>罪迹</color>时释放<color=#D91414>贯诛</color>的基础伤害提升<color=#D91414>100%</color>。	138325
228	1381003	5		燃序同协	2	全队切换入场时，重置QTE技能冷却时间。受到维罗妮卡治疗的友方单位获得的<color=#D91414>超限力矩</color>效果提升<color=#D91414>10%</color>。队伍携带<color=#D91414>焚烧</color>效应时，受到维罗妮卡治疗的友方单位额外获得<color=#D91414>10%</color>的<color=#D91414>炽怒扬威</color>效果。每次入场可获得<color=#D91414>24</color>点<color=#D91414>必杀能量</color>和<color=#D91414>100</color>点<color=#D91414>乱序值</color>。拥有<color=#D91414>烬痕</color>或<color=#D91414>灼视</color>时，焚烧状态下每秒额外造成<color=#D91414>2</color>次<color=#D91414>焚烧层数×50%</color>的焚烧伤害。维罗妮卡每消耗<color=#D91414>25</color>点<color=#D91414>肃恶值</color>，释放<color=#D91414>墟烬生</color>时可额外造成<color=#D91414>1</color>次伤害（最多额外造成<color=#D91414>4</color>次）。	138325
229	1381003	5	3	携炽穿光	1	<color=#D91414>断域</color>、<color=#D91414>掣烈焚棘</color>、<color=#D91414>重锋</color>额外伤害提升<color=#D91414>60%</color>。	138326
230	1381003	5	6	携炽穿光	2	有<color=#D91414>罪迹</color>的<color=#D91414>贯诛</color>、<color=#D91414>轰流</color>额外伤害提升<color=#D91414>40%</color>。	138326
231	1381003	6		携炽穿光	3	<color=#D91414>炽燃荒</color>、<color=#D91414>墟烬生</color>额外伤害提升<color=#D91414>30%</color>。	138326
232	1031005	3	5	昼火淬翼	1	释放<color=#D91414>天闪霆光</color>、<color=#D91414>晓梦寻光</color>及<color=#D91414>必杀-镜映新生</color>时，触发未冷却的QTE。	103524
233	1031005	4		昼火淬翼	2	每次入场时，获得<color=#D91414>4</color>枚<color=#D91414>飞刃</color>，首次释放<color=#D91414>天闪霆光</color>时获得<color=#D91414>24</color>必杀能量。<color=#D91414>天闪霆光</color>及<color=#D91414>镜刃球</color>基础伤害提升<color=#D91414>40%</color>。释放<color=#D91414>必杀-镜映新生</color>下场后，进入<color=#D91414>长天谐舞</color>，每隔<color=#D91414>2s</color>发动一次攻击，造成<color=#D91414>2000%</color>雷属性伤害；若释放<color=#D91414>必杀-镜映新生</color>时消耗了<color=#D91414>12层玲珑心</color>，额外造成一次<color=#D91414>2000%</color>雷属性伤害，<color=#D91414>4</color>次攻击后退出该状态。	103524
