Id	ModelPath	ModelType
Npc1MaleMd00003Hair03_Lod0	Assets/Product/Role/DlcRolePartsPrefab/BigWorld/Common/Hair/Npc1MaleMd00003Hair03_Lod0.prefab	Hair
Npc1MaleMd00003Hair04_Lod0	Assets/Product/Role/DlcRolePartsPrefab/BigWorld/Common/Hair/Npc1MaleMd00003Hair04_Lod0.prefab	Hair
Npc1MaleMd00003Hair05_Lod0	Assets/Product/Role/DlcRolePartsPrefab/BigWorld/Common/Hair/Npc1MaleMd00003Hair05_Lod0.prefab	Hair
Npc1MaleMd00003Hair06_Lod0	Assets/Product/Role/DlcRolePartsPrefab/BigWorld/Common/Hair/Npc1MaleMd00003Hair06_Lod0.prefab	Hair
Npc1MaleMd00004Hair_Lod0	Assets/Product/Role/DlcRolePartsPrefab/BigWorld/Common/Hair/Npc1MaleMd00004Hair_Lod0.prefab	Hair
Npc1MaleMd00005Hair01_Lod0	Assets/Product/Role/DlcRolePartsPrefab/BigWorld/Common/Hair/Npc1MaleMd00005Hair01_Lod0.prefab	Hair
Npc1MaleMd00005Hair02_Lod0	Assets/Product/Role/DlcRolePartsPrefab/BigWorld/Common/Hair/Npc1MaleMd00005Hair02_Lod0.prefab	Hair
Npc1MaleMd00005Hair03_Lod0	Assets/Product/Role/DlcRolePartsPrefab/BigWorld/Common/Hair/Npc1MaleMd00005Hair03_Lod0.prefab	Hair
Npc1MaleMd00006Hair01_Lod0	Assets/Product/Role/DlcRolePartsPrefab/BigWorld/Common/Hair/Npc1MaleMd00006Hair01_Lod0.prefab	Hair
Npc1MaleMd00006Hair02_Lod0	Assets/Product/Role/DlcRolePartsPrefab/BigWorld/Common/Hair/Npc1MaleMd00006Hair02_Lod0.prefab	Hair
Npc1MaleMd00006Hair03_Lod0	Assets/Product/Role/DlcRolePartsPrefab/BigWorld/Common/Hair/Npc1MaleMd00006Hair03_Lod0.prefab	Hair
Npc1MaleMd00007Hair01_Lod0	Assets/Product/Role/DlcRolePartsPrefab/BigWorld/Common/Hair/Npc1MaleMd00007Hair01_Lod0.prefab	Hair
Npc1MaleMd00007Hair02_Lod0	Assets/Product/Role/DlcRolePartsPrefab/BigWorld/Common/Hair/Npc1MaleMd00007Hair02_Lod0.prefab	Hair
Npc1MaleMd00008Hair01_Lod0	Assets/Product/Role/DlcRolePartsPrefab/BigWorld/Common/Hair/Npc1MaleMd00008Hair01_Lod0.prefab	Hair
Npc1MaleMd00009Hair_Lod0	Assets/Product/Role/DlcRolePartsPrefab/BigWorld/Common/Hair/Npc1MaleMd00009Hair_Lod0.prefab	Hair
