Id	StageDetailType	TransformCondition	TransformStageId	Ignore	UnlockCondition	ProgressConditions	ProgressGreyBg	ProgressBg	AchievementTpyes	AchievementNames	AchievementDescs	AchievementBriefDescs	AchievementUndoneDescs	VideoId	Specialorder	MonsterHeads	MonsterReplaceOrders	EffectPath
10350132	4								[1, 2, 3]	{1: '注定的选择', 2: '疏而不漏', 3: '险中求胜'}	{1: '月亮一千次坠落，这是注定的选择。', 2: '他们总会保护好她。', 3: '即使再险恶的战场，月亮都将高悬于天上。'}	{1: '<color=#989898>※再次战胜塞勒涅</color>', 2: '<color=#989898>※保护露娜的过程中露娜受到的伤害少于30%</color>', 3: '<color=#989898>※保护露娜的过程中露娜剩余血量小于5%</color>'}	{2: '<color=#989898>※保护露娜的过程中露娜受到的伤害少于30%</color>', 3: '<color=#989898>※保护露娜的过程中露娜剩余血量小于5%</color>'}					
10350133	1																	
10350134	1																	
10350135	5								[1, 2, 3, 3]	{1: '胜利者的结局', 2: '灰鸦，冲啊！', 3: '真实的宿命', 4: '丽芙会保护你'}	{1: '过去的无法否认，未来终将升起。', 2: '这就是灰鸦小队的羁绊！', 3: '无论故事怎样变化，真实的宿命都已然注定。', 4: '有丽芙在，不用担心。'}	{1: '<color=#989898>※再次击败冯·内古特</color>', 2: '<color=#989898>※被丽芙救起次数小于5次</color>', 3: '<color=#989898>※不死的情况下击败冯·内古特</color>', 4: '<color=#989898>※被丽芙救起次数大于10次</color>'}	{2: '<color=#989898>※被丽芙救起次数小于5次</color>', 3: '<color=#989898>※不死的情况下击败冯·内古特</color>', 4: '<color=#989898>※被丽芙救起次数大于10次</color>'}					
10350136	1																	
15021500	2													20005				
15021501	1																	
15021502	1																	
15021503	4								[1, 3, 3]	{1: '日暮途穷', 2: '叮咚', 3: '谜语人'}	{1: '昨日、藕断丝连', 2: '好听就是好琴', 3: '又不是说了就能明白的'}	{1: '<color=#989898>※完成关卡流程</color>', 2: '<color=#989898>※与钢琴完成交互</color>', 3: '<color=#989898>※与三名分身完成交互</color>'}	{2: '<color=#989898>※与钢琴完成交互</color>', 3: '<color=#989898>※与三名分身完成交互</color>'}			['Assets/Product/Texture/Image/Role/RoleHeadR2Xiezou1Q.png']	[2]	
15021504	4								[1]	{1: '逃脱结束'}	{1: '和？？？玩得开心吗？'}	{1: '<color=#989898>※完成关卡流程</color>'}						
15021505	1																	
15021506	4								[1, 3]	{1: '推理大师', 2: '剪了就是了'}	{1: '抽丝剥茧', 2: '废话少说'}	{1: '<color=#989898>※完成关卡流程</color>', 2: '<color=#989898>※选择不调查</color>'}	{2: '<color=#989898>※选择不调查</color>'}					
15021507	4								[3]	{1: '契诃夫之“门”'}	{1: '如果出现了一扇门，那它一定不能从这一侧打开'}	{1: '<color=#989898>※和那扇不能开的门交互5次以上</color>'}	{1: '<color=#989898>※和那扇不能开的门交互5次以上</color>'}					
15021597	4			True	1007132										A			
15021596	4			True	1007133				[1]	{1: '听话'}	{1: '情绪不是任务中应该出现的东西'}	{1: '<color=#989898>※完成关卡流程</color>'}			B			
15021508	4								[1]	{1: '梭影'}	{1: '裁开旧日，缝补裂痕'}	{1: '<color=#989898>※完成Ω结局（真结局）</color>'}				['Assets/Product/Texture/Image/Role/RoleHeadR2Xiezou1Q.png']	[2]	
15021509	1																	
15021510	1																	
15021511	1																	
15021512	1																	
15021513	1																	
15021514	4								[1]	{1: '谢幕'}	{1: '幕布落下才算结束'}	{1: '<color=#989898>※完成关卡流程</color>'}						
15021515	1																	
15021599	4								[1]	{1: '问候'}	{1: '如果再也不能见到你，祝你早安午安和晚安'}	{1: '<color=#989898>※完成关卡流程</color>'}						
15021598	4			True	1007134				[3]	{1: '很有精神'}	{1: '真得好好锻炼你了'}	{1: '<color=#989898>※完成和渡边教官的战斗</color>'}			A			
15021601	4																	
15021699	4			True	1007135				[1]	{1: '我能打十个'}	{1: '赢下这场比赛。'}	{1: '<color=#989898>※完成关卡流程</color>'}			A			
15021602	1																	
15021603	1																	
15021604	1																	
15021605	1																	
15021606	1																	
15021607	4								[1, 3]	{1: '并非加班', 2: '你在坚持什么'}	{1: '用加班的勤奋，掩盖跑路的真相。', 2: '一直走到最后吧。'}	{1: '<color=#989898>※完成关卡流程</color>', 2: '<color=#989898>※与不起眼的修理机工切磋。</color>'}	{2: '<color=#989898>※与不起眼的修理机工切磋。</color>'}					
15021608	4								[1]	{1: '维护之日'}	{1: '打破这处循环。'}	{1: '<color=#989898>※完成关卡流程</color>'}						
15021609	4																	
15021698	4			True	1007136				[1, 3, 2]	{1: '浴火展翼', 2: '离开这个鬼地方', 3: '未读的备忘'}	{1: '飞吧，维罗妮卡。', 2: '没有什么能阻碍你奔向自由的脚步。', 3: '尚未传递的心意。'}	{1: '<color=#989898>※完成关卡流程</color>', 2: '<color=#989898>※获得【霍克德-Ⅴ】机器人帮助</color>', 3: '<color=#989898>※在塞拉房间电脑上读到未送出的信</color>'}	{2: '<color=#989898>※获得【霍克德-Ⅴ】机器人帮助</color>', 3: '<color=#989898>※在塞拉房间电脑上读到未送出的信</color>'}		A			
15021610	5								[1, 3]	{1: '走向明天', 2: '终结使者'}	{1: '过往已埋于尘烟之下。', 2: '为一切划下终点。'}	{1: '<color=#989898>※完成关卡流程</color>', 2: '<color=#989898>※不重启通关关卡</color>'}	{2: '<color=#989898>※不重启通关关卡</color>'}					
15021611	1																	
15021612	1																	
15021613	1																	
15021614	1																	
10360101	1																	
10360102	1																	
10360103	1																	
10360104	4								[1]	{1: '异动初始'}	{1: '那真的是错觉吗？'}	{1: '<color=#989898>※完成关卡流程</color>'}						
10360105	1																	
10360106	1																	
10360107	1																	
10360108	1																	
10360109	1																	
10360110	1																	
10360111	1																	
10360112	4								[1, 1]	{1: '厄寐之境', 2: '“安全区”'}	{1: '这里怎么会出现异合生物……', 2: '安全区中空无一人。'}	{1: '<color=#989898>※完成关卡流程</color>', 2: '<color=#989898>※解锁第一个营地</color>'}						
10360113	1																	
10360114	1																	
10360115	1																	
10360116	1																	
10360117	1																	
10360118	1																	
10360119	1																	
10360120	4								[1, 3]	{1: '矿洞深处', 2: '尘封的过去'}	{1: '尘封的实验室安静地等待在这里。', 2: '他们……是谁？'}	{1: '<color=#989898>※完成关卡流程</color>', 2: '<color=#989898>※收集所有ECHO和信息</color>'}	{2: '<color=#989898>※收集所有ECHO和信息</color>'}					
10360121	4								[1, 2, 2, 3]	{1: '螺旋', 2: '“砰”', 3: '他们来过', 4: '第九个出口'}	{1: '这里曾经发生过一次爆炸。', 2: '那些异合生物“砰”地就不见了。', 3: '啮齿鼠小队来过这里。', 4: '发现异常，请回头。'}	{1: '<color=#989898>※通关螺旋矿洞</color>', 2: '<color=#989898>※使用落石砸死巡逻的怪物群</color>', 3: '<color=#989898>※解锁隐藏的篝火点</color>', 4: '<color=#989898>※成功通过循环矿洞</color>'}	{2: '<color=#989898>※使用落石砸死巡逻的怪物群</color>', 3: '<color=#989898>※解锁隐藏的篝火点</color>', 4: '<color=#989898>※成功通过循环矿洞</color>'}					
10360122	4								[1, 3]	{1: '前方是深渊', 2: '出色走位'}	{1: '是逃离，还是继续前进？', 2: '追来的是……墨利诺厄？'}	{1: '<color=#989898>※完成关卡流程</color>', 2: '<color=#989898>※最后逃亡流程死亡次数小于等于3次</color>'}	{2: '<color=#989898>※最后逃亡流程死亡次数小于等于3次</color>'}					
10360123	5								[1, 1, 2, 3]	{1: '无形无声之物', 2: '碎裂', 3: '伪装', 4: '蛛网难缚'}	{1: '爱是无形无声之物。', 2: '她的机体并不强健。', 3: '她的伪装并不出色。', 4: '她的蛛网已经无法束缚住这个世界。'}	{1: '<color=#989898>※完成关卡流程</color>', 2: '<color=#989898>※固定流程拼刀弹碎二阶段BOSS双手</color>', 3: '<color=#989898>※躲过一阶段BOSS假装虚弱的投技</color>', 4: '<color=#989898>※被BOSS的蛛网缠住次数少于5次</color>'}	{3: '<color=#989898>※躲过一阶段BOSS假装虚弱的投技</color>', 4: '<color=#989898>※被BOSS的蛛网缠住次数少于5次</color>'}					
10360223	4								[1, 2]	{1: '幕后', 2: '秘密武器！'}	{1: '这是哪里？', 2: '想要的话，就打开这个神秘的箱子！'}	{1: '<color=#989898>※进入该关卡获得</color>', 2: '<color=#989898>※在补给箱中获得丽芙的武器</color>'}	{2: '<color=#989898>※在补给箱中获得丽芙的武器</color>'}					
10360124	1																	
10360125	1																	
10370101	4								[1]	{1: '无尽周一'}	{1: '总要面对这一天。'}	{1: '<color=#989898>※完成关卡流程</color>'}						
10370102	4								[1]	{1: '下水道工程'}	{1: '总是会有一个秘密通道。'}	{1: '<color=#989898>※完成关卡流程</color>'}						
10370103	1																	
10370104	1																	
10370105	1																	
10370106	1																	
10370107	4																	
10370207	4			True	1007145				[1]	{1: '迷光街的亡灵'}	{1: '“我很乐意迎接死亡”'}	{1: '<color=#989898>※完成关卡流程</color>'}			A			
10370108	1																	
10370109	4								[1, 2]	{1: '真相只有一个！', 2: '侦探'}	{1: '当排除了一切不可能……', 2: '这是常识。'}	{1: '<color=#989898>※揭示案件的真相</color>', 2: '<color=#989898>※推理过程中错误不超过五次</color>'}	{2: '<color=#989898>※推理过程中错误不超过五次</color>'}					
10370110	1																	
10370111	4								[1, 1, 3]	{1: '陌生又熟悉的店员', 2: '漫无止境的伊利希恩', 3: 'The Teddy Show'}	{1: '今天也要有好心情。', 2: '既视感。', 3: '假如再也见不到你……'}	{1: '<color=#989898>※与熟悉的店员小姐对话</color>', 2: '<color=#989898>※完成关卡流程</color>', 3: '<color=#989898>※在最后一次循环过程中再次与熟悉的店员小姐对话</color>'}	{3: '<color=#989898>※在最后一次循环过程中再次与熟悉的店员小姐对话</color>'}					
10370112	1																	
10370113	1																	
10370114	1																	
10370115	1																	
10370116	1																	
10370117	1																	
10370118	5								[1, 3, 2]	{1: '撕裂天空！', 2: '链式反应', 3: '极意'}	{1: '面见真实吧，自缚者。', 2: '教科书般的操作。', 3: '战斗的极意，就是能够自在闪避。'}	{1: '<color=#989898>※击败伪·折翼鸟</color>', 2: '<color=#989898>※终局协议：交响期间，连续三次击溃无人机方阵。</color>', 3: '<color=#989898>※整场战斗中被无人机光束击中不超过5次。</color>'}	{2: '<color=#989898>※终局协议：交响期间，连续三次击溃无人机方阵。</color>', 3: '<color=#989898>※整场战斗中被无人机光束击中不超过5次。</color>'}					
10370119	1																	
10370120	1																	
10370121	1																	
10380101	4				1007222				[1, 1]	{1: '断桥作战', 2: '我不会失手'}	{1: '先将两军隔开，然后从长计议。', 2: '里的狙击永远及时。'}	{1: '<color=#989898>※完成关卡流程</color>', 2: '<color=#989898>※超刻狙击茯神</color>'}						
10380102	1				1007200													
10380103	1				1007201													
10380104	1				1007202													
10380105	4				1007223				[1, 3, 3]	{1: '冰心战争—始', 2: '极地尖峰', 3: '阵地联动'}	{1: '打响战争开始的第一枪。', 2: '这台机体不只是好看而已。', 3: '在需要的时候，里总会出手。'}	{1: '<color=#989898>※完成关卡流程</color>', 2: '<color=#989898>※5分钟内抵达最终区域并击败BOSS</color>', 3: '<color=#989898>※等到超刻的炮击支援</color>'}	{2: '<color=#989898>※5分钟内抵达最终区域并击败BOSS</color>', 3: '<color=#989898>※等到超刻的炮击支援</color>'}					
10380106	1				1007224													
10380107	1				1007205													
10380108	1				1007225													
10380109	1				1007207													
10380110	1				1007208													
10380111	4				1007226				[1]	{1: '风雪中的歌'}	{1: '这首歌述说的不仅是这极地。'}	{1: '<color=#989898>※完成关卡流程</color>'}				['Assets/Product/Texture/Image/RoleCharacter/V210zjNormal01.png']	[2]	
10380112	1				1007210													
10380113	1				1007211													
10380114	1				1007212													
10380115	1				1007227													
10380116	1				1007214													
10380117	1				1007215													
10380118	1				1007216													
10380119	1				1007217													
10380120	4				1007228				[1, 3, 3, 3]	{1: '一骑当千', 2: '踏破冰雪', 3: '鲸歌', 4: '狙击精英'}	{1: '人马合一，这就是无双的力量。', 2: '没有这铁蹄不能踏破的事物。', 3: '这永远是最温柔的声音。', 4: '你们都在射程范围内了。'}	{1: '<color=#989898>※完成关卡流程</color>', 2: '<color=#989898>※冲破所有冰墙</color>', 3: '<color=#989898>※跟德雷克打招呼</color>', 4: '<color=#989898>※超刻狙断两条铁链</color>'}	{2: '<color=#989898>※冲破所有冰墙</color>', 3: '<color=#989898>※跟德雷克打招呼</color>', 4: '<color=#989898>※超刻狙断两条铁链</color>'}					
10380121	1				1007219													
10380122	5				1007220				[1, 1, 2, 3]	{1: '冰心战争—结', 2: '统合的性能', 3: '明镜止水', 4: '世代交替'}	{1: '皇冠凋零，尘埃落定。', 2: '让你看看马尔库特的性能。', 3: '极光已经映照出了一切。', 4: '就此终结——统合的系谱！'}	{1: '<color=#989898>※正常击败扎克</color>', 2: '<color=#989898>※精准跳跃躲避过扎克的下段攻击</color>', 3: '<color=#989898>※完成5次或以上和boss的精准交互</color>', 4: '<color=#989898>※触发罗塞塔处决boss彩蛋</color>'}	{3: '<color=#989898>※完成5次或以上和boss的精准交互</color>', 4: '<color=#989898>※触发罗塞塔处决boss彩蛋</color>'}					
10380123	1				1007221													
10390101	4								[1, 2]	{1: '一个人的朝圣', 2: '创伤后应激障碍'}	{1: '荒寂故土之上，昨日重现。', 2: '烙印在她的灵魂上，刻骨铭心。'}	{1: '<color=#989898>※完成关卡流程</color>', 2: '<color=#989898>※涅缇娅PTSD发作后，成功注射镇定剂。</color>'}	{2: '<color=#989898>※涅缇娅PTSD发作后，成功注射镇定剂。</color>'}					
10390102	1																	
10390103	1																	
10390104	1																	
10390105	1																	
10390106	1																	
10390107	1																	
10390108	1																	
10390109	1																	
10390110	4								[1]	{1: '命运交叉的城堡'}	{1: '冬天会周而复始，但该相逢的人终会重逢。'}	{1: '<color=#989898>※完成关卡流程</color>'}						
10390111	1																	
10390112	1																	
10390113	1																	
10390114	1																	
10390115	1																	
10390116	1																	
10390117	4								[1, 2]	{1: '潜行者', 2: '阿迪莱的阴翳'}	{1: '灾厄卷携命运，呼啸而来。', 2: '浩劫的阴影之中，潜藏着无数密辛。'}	{1: '<color=#989898>※完成关卡流程</color>', 2: '<color=#989898>※阅读完毕关卡内所有文档。</color>'}	{2: '<color=#989898>※阅读完毕关卡内所有文档。</color>'}					
10390118	4								[1]	{1: '只有风暴才能……'}	{1: '即便竭尽全力，可灾难仍未告终。'}	{1: '<color=#989898>※完成关卡流程</color>'}				['Assets/Product/Texture/Image/RoleCharacter/V210zjNormal01.png']	[1]	
10390119	1																	
10390120	1																	
10390121	5								[1, 3]	{1: '永恒的记忆', 2: '折翼天使'}	{1: '迟到的真相，永远不会缺席。', 2: '折断岁月的监牢，解放新生。'}	{1: '<color=#989898>※完成关卡流程</color>', 2: '<color=#989898>※与玛格丽特成功拼刀一次。</color>'}	{2: '<color=#989898>※与玛格丽特成功拼刀一次。</color>'}					
10390122	1																	
10390123	1																	
