Id	GroupId	Type	Repeatable	StoryId	ConditionType	Params	Name	Icon	Desc
165	9	1	1		1	[999, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	去能量点获取数据芭
166	9	1	1		1	[999, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	去能量点获取数据芭
167	9	1	1		1	[999, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	去提升研究等级吧
168	9	1	1		1	[999, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	去提升研究等级吧
169	9	1	1		6	[7, 5]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	不知道该做什么的话，就用我们的方式，去降低各流派的占比吧，来，指挥官，拿好起爆器。
170	9	1	1		6	[7, 5]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	优先降低各流派占比，削弱大师们的影响力，后续情况会好处理很多。
171	9	1	1		7	[7, 7]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	下一步该怎么做的话，执行作品展览？我这里还有不少炸药……不是这个意思是指……要我使用重破锤吗？
172	9	1	1		7	[7, 7]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	指挥官，差不多该执行作品展览计划了，如果下一步不知道要做什么的话。
173	9	1	1		8	[7, 5]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	比起这样盯着我看，指挥官还有其它要做的事情吧？喏，颜料不够了。
174	9	1	1		8	[7, 5]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	指挥官，颜料的库存还足够吗？是不是该去几趟工坊了？
175	10	1	1		1	[1, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	这样一来，就算是理解了吧……不要笑指挥官，我真的已经理解了。
176	10	1	1		1	[3, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	炸药，炸药，我的炸药去哪里了……哦，指挥官，我是说流派等级提升了，嗯！
177	10	1	1		1	[5, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	听说，有位艺术家在展览前粉碎了自己的作品，要是我把他们都炸掉，是不是就能一口气超越他了呢？
178	10	1	1		3	[4, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	这些颜料的成分……这不是很合适吗？！做成炸药什么的。
179	10	1	1		3	[8, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	颜料都制成炸药了吗？很好，接下来该开始“作画”了。
180	10	1	1		2	[5, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	抨击有很多种形式，为什么不直接一点，例如……起爆？可以的吧指挥官？
181	10	1	1		4	[2]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	这些事情不应该都由指挥官来思考吗？真是的，就只帮你这一次哦。
182	10	1	1		4	[4]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	喂喂喂，指挥官可不要想着偷懒啊，什么最信赖我……什么的……那个……这真的是最后一次哦。
183	10	1	1		5	[8]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	指挥官，现在可不是犹豫的时候，早点完成任务一起返回营地吧。
184	10	1	1		5	[16]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	指挥官，是在发呆吗？还是在想什么事情？该不会是布偶熊那家伙又偷偷跟你说了什么吧？
185	10	1	1		1	[999, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	BOSS太凶，建议立即治疗
186	10	1	1		1	[999, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	BOSS太凶，建议立即治疗
187	10	1	1		1	[999, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	去能量点获取数据芭
188	10	1	1		1	[999, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	去能量点获取数据芭
189	10	1	1		1	[999, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	去提升研究等级吧
190	10	1	1		1	[999, 0]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	去提升研究等级吧
191	10	1	1		6	[10, 5]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	不知道该做什么的话，就用我们的方式，去降低各流派的占比吧，来，指挥官，拿好起爆器。
192	10	1	1		6	[10, 5]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	优先降低各流派占比，削弱大师们的影响力，后续情况会好处理很多。
193	10	1	1		7	[10, 7]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	下一步该怎么做的话，执行作品展览？我这里还有不少炸药……不是这个意思是指……要我使用重破锤吗？
194	10	1	1		7	[10, 7]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	指挥官，差不多该执行作品展览计划了，如果下一步不知道要做什么的话。
195	10	1	1		8	[10, 5]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	比起这样盯着我看，指挥官还有其它要做的事情吧？喏，颜料不够了。
196	10	1	1		8	[10, 5]	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	指挥官，颜料的库存还足够吗？是不是该去几趟工坊了？
197	11	1	1		1	[1, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	作品展览……度尔茜内娅不太能理解与艺术相关的事情。
198	11	1	1		1	[3, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	这就是作品展览吗？原来如此……
199	11	1	1		1	[5, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	这就是作品展览吗？原来如此……
200	11	1	1		3	[4, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	颜料……合格，看来工坊的生产装置并未受到影响。
201	11	1	1		3	[8, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	颜料……合格，看来工坊的生产装置并未受到影响。
202	11	1	1		2	[5, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	抨击系统已就绪，正在装填例文。
203	11	1	1		4	[2]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	正在收集指挥官的询问样本……
204	11	1	1		4	[4]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	正在收集指挥官的询问样本……
205	11	1	1		5	[8]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官？指挥官？是过载了吗……
206	11	1	1		5	[16]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官？指挥官？是过载了吗……
207	11	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	BOSS太凶，建议立即治疗
208	11	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	BOSS太凶，建议立即治疗
209	11	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	去能量点获取数据芭
210	11	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	去能量点获取数据芭
211	11	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	去提升研究等级吧
212	11	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	去提升研究等级吧
213	11	1	1		6	[7, 5]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官，优先降低各流派占比，减少各流派大师的影响力，是比较合理的选择。
214	11	1	1		6	[7, 5]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官，优先降低各流派占比，减少各流派大师的影响力，是比较合理的选择。
215	11	1	1		7	[7, 7]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官需要执行作品展览行动吗？可以有效提升对各个流派艺术的理解。
216	11	1	1		7	[7, 7]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官需要执行作品展览行动吗？可以有效提升对各个流派艺术的理解。
217	11	1	1		8	[7, 5]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官，工坊自动生产了一批新的颜料，建议优先前往那里。
218	11	1	1		8	[7, 5]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官，工坊自动生产了一批新的颜料，建议优先前往那里。
219	12	1	1		1	[1, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	作品展览……度尔茜内娅不太能理解与艺术相关的事情。
220	12	1	1		1	[3, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	这就是作品展览吗？原来如此……
221	12	1	1		1	[5, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	这就是作品展览吗？原来如此……
222	12	1	1		3	[4, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	颜料……合格，看来工坊的生产装置并未受到影响。
223	12	1	1		3	[8, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	颜料……合格，看来工坊的生产装置并未受到影响。
224	12	1	1		2	[5, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	抨击系统已就绪，正在装填例文。
225	12	1	1		4	[2]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	正在收集指挥官的询问样本……
226	12	1	1		4	[4]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	正在收集指挥官的询问样本……
227	12	1	1		5	[8]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官？指挥官？是过载了吗……
228	12	1	1		5	[16]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官？指挥官？是过载了吗……
229	12	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	BOSS太凶，建议立即治疗
230	12	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	BOSS太凶，建议立即治疗
231	12	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	去能量点获取数据芭
232	12	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	去能量点获取数据芭
233	12	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	去提升研究等级吧
234	12	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	去提升研究等级吧
235	12	1	1		6	[10, 5]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官，优先降低各流派占比，减少各流派大师的影响力，是比较合理的选择。
236	12	1	1		6	[10, 5]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官，优先降低各流派占比，减少各流派大师的影响力，是比较合理的选择。
237	12	1	1		7	[10, 7]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官需要执行作品展览行动吗？可以有效提升对各个流派艺术的理解。
238	12	1	1		7	[10, 7]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官需要执行作品展览行动吗？可以有效提升对各个流派艺术的理解。
239	12	1	1		8	[10, 5]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官，工坊自动生产了一批新的颜料，建议优先前往那里。
240	12	1	1		8	[10, 5]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官，工坊自动生产了一批新的颜料，建议优先前往那里。
241	13	1	1		1	[1, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	明明是这么危机的时刻，却还要执行这种行动……该说指挥官足够远虑呢还是……
242	13	1	1		1	[3, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	这也是没有办法的事情吧，必须要削弱那些大师的影响力才行。
243	13	1	1		1	[5, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	这也是没有办法的事情吧，必须要削弱那些大师的影响力才行。
244	13	1	1		3	[4, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	成功截取目标物资，准备撤退吧。
245	13	1	1		3	[8, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	成功截取目标物资，准备撤退吧。
246	13	1	1		2	[5, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	抨击？批评？无所谓，奏效就行。
247	13	1	1		4	[2]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	指挥官……我说过要人尽其用吧？
248	13	1	1		4	[4]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	指挥官……我说过要人尽其用吧？
249	13	1	1		5	[8]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	指挥官……这……很有趣吗？
250	13	1	1		5	[16]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	指挥官……这……很有趣吗？
251	13	1	1		1	[999, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	BOSS太凶，建议立即治疗
252	13	1	1		1	[999, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	BOSS太凶，建议立即治疗
253	13	1	1		1	[999, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	去能量点获取数据芭
254	13	1	1		1	[999, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	去能量点获取数据芭
255	13	1	1		1	[999, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	去提升研究等级吧
256	13	1	1		1	[999, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	去提升研究等级吧
257	13	1	1		6	[7, 5]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	降低各流派占比，削弱那些大师的影响力，应该是缓解当下局面的最优解了。
258	13	1	1		6	[7, 5]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	降低各流派占比，削弱那些大师的影响力，应该是缓解当下局面的最优解了。
259	13	1	1		7	[7, 7]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	这可不是靠射几箭或开几枪就能解决的问题，还是来执行作品展览行动吧。
260	13	1	1		7	[7, 7]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	这可不是靠射几箭或开几枪就能解决的问题，还是来执行作品展览行动吧。
261	13	1	1		8	[7, 5]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	工坊的运转停止了？不对，是新的颜料生产完毕了，指挥官，去稍微“借用”一下如何？
262	13	1	1		8	[7, 5]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	工坊的运转停止了？不对，是新的颜料生产完毕了，指挥官，去稍微“借用”一下如何？
263	14	1	1		1	[1, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	明明是这么危机的时刻，却还要执行这种行动……该说指挥官足够远虑呢还是……
264	14	1	1		1	[3, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	这也是没有办法的事情吧，必须要削弱那些大师的影响力才行。
265	14	1	1		1	[5, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	这也是没有办法的事情吧，必须要削弱那些大师的影响力才行。
266	14	1	1		3	[4, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	成功截取目标物资，准备撤退吧。
267	14	1	1		3	[8, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	成功截取目标物资，准备撤退吧。
268	14	1	1		2	[5, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	抨击？批评？无所谓，奏效就行。
269	14	1	1		4	[2]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	指挥官……我说过要人尽其用吧？
270	14	1	1		4	[4]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	指挥官……我说过要人尽其用吧？
271	14	1	1		5	[8]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	指挥官……这……很有趣吗？
272	14	1	1		5	[16]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	指挥官……这……很有趣吗？
273	14	1	1		1	[999, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	BOSS太凶，建议立即治疗
274	14	1	1		1	[999, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	BOSS太凶，建议立即治疗
275	14	1	1		1	[999, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	去能量点获取数据芭
276	14	1	1		1	[999, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	去能量点获取数据芭
277	14	1	1		1	[999, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	去提升研究等级吧
278	14	1	1		1	[999, 0]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	去提升研究等级吧
279	14	1	1		6	[10, 5]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	降低各流派占比，削弱那些大师的影响力，应该是缓解当下局面的最优解了。
280	14	1	1		6	[10, 5]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	降低各流派占比，削弱那些大师的影响力，应该是缓解当下局面的最优解了。
281	14	1	1		7	[10, 7]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	这可不是靠射几箭或开几枪就能解决的问题，还是来执行作品展览行动吧。
282	14	1	1		7	[10, 7]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	这可不是靠射几箭或开几枪就能解决的问题，还是来执行作品展览行动吧。
283	14	1	1		8	[10, 5]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	工坊的运转停止了？不对，是新的颜料生产完毕了，指挥官，去稍微“借用”一下如何？
284	14	1	1		8	[10, 5]	亚里沙	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png	工坊的运转停止了？不对，是新的颜料生产完毕了，指挥官，去稍微“借用”一下如何？
285	15	1	1		1	[1, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	作品展览，就拜托艾拉小姐了。
286	15	1	1		1	[3, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	艾拉小姐的作品来击溃其它流派吧。
287	15	1	1		1	[5, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	艾拉小姐的作品来击溃其它流派吧。
288	15	1	1		3	[4, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	在调色板战争中，颜料即为弹药。
289	15	1	1		3	[8, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	在调色板战争中，颜料即为弹药。
290	15	1	1		2	[5, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	不能只针对某一派系，必须要全面覆盖打击才行。
291	15	1	1		4	[2]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官是在征求度尔茜内娅的意见吗？我明白了。
292	15	1	1		4	[4]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官是在征求度尔茜内娅的意见吗？我明白了。
293	15	1	1		5	[8]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官？有什么是度尔茜内娅没有计算到的吗？
294	15	1	1		5	[16]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官？有什么是度尔茜内娅没有计算到的吗？
295	15	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	BOSS太凶，建议立即治疗
296	15	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	BOSS太凶，建议立即治疗
297	15	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	去能量点获取数据芭
298	15	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	去能量点获取数据芭
299	15	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	去提升研究等级吧
300	15	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	去提升研究等级吧
301	15	1	1		6	[7, 5]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	先去减少各流派占比，削减流派大师们的影响力，为计划的收尾阶段打好基础吧。
302	15	1	1		6	[7, 5]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	先去减少各流派占比，削减流派大师们的影响力，为计划的收尾阶段打好基础吧。
303	15	1	1		7	[7, 7]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	作品展览……嗯，度尔茜认为应该这样做。
304	15	1	1		7	[7, 7]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	作品展览……嗯，度尔茜认为应该这样做。
305	15	1	1		8	[7, 5]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	颜料不够的话，行动是无法继续下去的，指挥官，想办法获取更多的颜料吧。
306	15	1	1		8	[7, 5]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	颜料不够的话，行动是无法继续下去的，指挥官，想办法获取更多的颜料吧。
307	16	1	1		1	[1, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	作品展览，就拜托艾拉小姐了。
308	16	1	1		1	[3, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	艾拉小姐的作品来击溃其它流派吧。
309	16	1	1		1	[5, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	艾拉小姐的作品来击溃其它流派吧。
310	16	1	1		3	[4, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	在调色板战争中，颜料即为弹药。
311	16	1	1		3	[8, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	在调色板战争中，颜料即为弹药。
312	16	1	1		2	[5, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	不能只针对某一派系，必须要全面覆盖打击才行。
313	16	1	1		4	[2]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官是在征求度尔茜内娅的意见吗？我明白了。
314	16	1	1		4	[4]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官是在征求度尔茜内娅的意见吗？我明白了。
315	16	1	1		5	[8]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官？有什么是度尔茜内娅没有计算到的吗？
316	16	1	1		5	[16]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	指挥官？有什么是度尔茜内娅没有计算到的吗？
317	16	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	BOSS太凶，建议立即治疗
318	16	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	BOSS太凶，建议立即治疗
319	16	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	去能量点获取数据芭
320	16	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	去能量点获取数据芭
321	16	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	去提升研究等级吧
322	16	1	1		1	[999, 0]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	去提升研究等级吧
323	16	1	1		6	[10, 5]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	先去减少各流派占比，削减流派大师们的影响力，为计划的收尾阶段打好基础吧。
324	16	1	1		6	[10, 5]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	先去减少各流派占比，削减流派大师们的影响力，为计划的收尾阶段打好基础吧。
325	16	1	1		7	[10, 7]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	作品展览……嗯，度尔茜认为应该这样做。
326	16	1	1		7	[10, 7]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	作品展览……嗯，度尔茜认为应该这样做。
327	16	1	1		8	[10, 5]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	颜料不够的话，行动是无法继续下去的，指挥官，想办法获取更多的颜料吧。
328	16	1	1		8	[10, 5]	度尔茜内娅	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png	颜料不够的话，行动是无法继续下去的，指挥官，想办法获取更多的颜料吧。
