Id	GroupId	PositionId	Color	Name	Type	Icon	TipIcon	PointDesc	EffectDesc	Params
84	7	4	3	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyBlueTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点蓝色颜料，提升1级展览等级	[1, 7, 1]
85	7	5	3	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalBlueTips.png	降低蓝方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，蓝方大师等级-1，作品展览6级后，可将蓝方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1蓝色颜料，蓝方大师等级-2     <color=#00FFFF>压制：</color>彻底驳斥，大师不再提升等级	[1, 1, 1, 1]
86	7	6	3	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyBlueTips.png	获得蓝色颜料	每回合只能获取一次蓝色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点蓝色颜料	[1, 3, 3, 3, 4, 4, 5]
87	7	7	1	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalRedTips.png	降低红方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，红方大师等级-1，作品展览6级后，可将红方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1红色颜料，红方大师等级-2     <color=#00FFFF>压制：</color>彻底驳斥，大师不再提升等级	[1, 1, 1, 1]
88	7	8	1	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyRedTips.png	获得红色颜料	每回合只能获取一次红色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点红色颜料	[1, 3, 3, 3, 4, 4, 5]
89	7	9	1	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyRedTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点红色颜料，提升1级展览等级	[1, 7, 1]
90	7	10	1	核心区域	4	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossMiddleTips.png	康斯塔雷耶核心区域	偶尔会出现颜料，经过此区域可获取     <color=#00FFFF>注：</color>度尔茜技能触发时，此点位视作红方区域	
91	7		1	派系大师(红)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1SkaterboyMd010001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	超现实机械野兽派大师	击破阶段1后可进行作战	
92	7		2	派系大师(绿)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mb1XigeluenMd010001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossGreenTips.png	多维机械立体派大师	击破阶段1后可进行作战	
93	7		3	派系大师(蓝)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1ShengtangMd010001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossBlueTips.png	幻想机械印象派大师	击破阶段1后可进行作战	
94	7			隐藏大师	102	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1AolajiangMd010002.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	隐藏大师	触发特殊通关后可进行作战	
95	8	1	2	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyGreenTips.png	获得绿色颜料	每回合只能获取一次绿色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点绿色颜料	[1, 3, 3, 3, 4, 4, 5]
96	8	2	2	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalGreenTips.png	降低绿方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，绿方大师等级-1，作品展览6级后，可将绿方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1绿色颜料，绿方大师等级-2	[1, 1, 1, 1]
97	8	3	2	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyGreenTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点绿色颜料，提升1级展览等级	[1, 7, 1]
98	8	4	3	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyBlueTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点蓝色颜料，提升1级展览等级	[1, 7, 1]
99	8	5	3	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalBlueTips.png	降低蓝方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，蓝方大师等级-1，作品展览6级后，可将蓝方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1蓝色颜料，蓝方大师等级-2	[1, 1, 1, 1]
100	8	6	3	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyBlueTips.png	获得蓝色颜料	每回合只能获取一次蓝色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点蓝色颜料	[1, 3, 3, 3, 4, 4, 5]
101	8	7	1	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalRedTips.png	降低红方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，红方大师等级-1，作品展览6级后，可将红方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1红色颜料，红方大师等级-2	[1, 1, 1, 1]
102	8	8	1	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyRedTips.png	获得红色颜料	每回合只能获取一次红色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点红色颜料	[1, 3, 3, 3, 4, 4, 5]
103	8	9	1	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyRedTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点红色颜料，提升1级展览等级	[1, 7, 1]
104	8		1	派系大师(红)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1RobotarmorMd030001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	超现实机械野兽派大师	击破阶段1后可进行作战	
105	8		2	派系大师(绿)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1SuanyegongyiMd000001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossGreenTips.png	多维机械立体派大师	击破阶段1后可进行作战	
106	8		3	派系大师(蓝)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd004040.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossBlueTips.png	幻想机械印象派大师	击破阶段1后可进行作战	
107	8			隐藏大师	102	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	隐藏大师	触发特殊通关后可进行作战	
108	9	1	2	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyGreenTips.png	获得绿色颜料	每回合只能获取一次绿色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点绿色颜料	[1, 3, 3, 3, 4, 4, 5]
109	9	2	2	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalGreenTips.png	降低绿方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，绿方大师等级-1，作品展览6级后，可将绿方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1绿色颜料，绿方大师等级-2	[1, 1, 1, 1]
110	9	3	2	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyGreenTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点绿色颜料，提升1级展览等级	[1, 7, 1]
111	9	4	3	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyBlueTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点蓝色颜料，提升1级展览等级	[1, 7, 1]
112	9	5	3	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalBlueTips.png	降低蓝方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，蓝方大师等级-1，作品展览6级后，可将蓝方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1蓝色颜料，蓝方大师等级-2	[1, 1, 1, 1]
113	9	6	3	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyBlueTips.png	获得蓝色颜料	每回合只能获取一次蓝色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点蓝色颜料	[1, 3, 3, 3, 4, 4, 5]
114	9	7	1	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalRedTips.png	降低红方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，红方大师等级-1，作品展览6级后，可将红方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1红色颜料，红方大师等级-2	[1, 1, 1, 1]
115	9	8	1	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyRedTips.png	获得红色颜料	每回合只能获取一次红色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点红色颜料	[1, 3, 3, 3, 4, 4, 5]
116	9	9	1	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyRedTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点红色颜料，提升1级展览等级	[1, 7, 1]
117	9		1	派系大师(红)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1JiegouqiutuMd010001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	超现实机械野兽派大师	击破阶段1后可进行作战	
118	9		2	派系大师(绿)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1SuanyegongyiMd000001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossGreenTips.png	多维机械立体派大师	击破阶段1后可进行作战	
119	9		3	派系大师(蓝)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/Me1WuzangliuxingMd000001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossBlueTips.png	幻想机械印象派大师	击破阶段1后可进行作战	
120	9			隐藏大师	102	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	隐藏大师	触发特殊通关后可进行作战	
121	10	1	2	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyGreenTips.png	获得绿色颜料	每回合只能获取一次绿色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点绿色颜料	[1, 3, 3, 3, 4, 4, 5]
122	10	2	2	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalGreenTips.png	降低绿方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，绿方大师等级-1，作品展览6级后，可将绿方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1绿色颜料，绿方大师等级-2	[1, 1, 1, 1]
123	10	3	2	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyGreenTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点绿色颜料，提升1级展览等级	[1, 7, 1]
124	10	4	3	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyBlueTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点蓝色颜料，提升1级展览等级	[1, 7, 1]
125	10	5	3	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalBlueTips.png	降低蓝方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，蓝方大师等级-1，作品展览6级后，可将蓝方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1蓝色颜料，蓝方大师等级-2	[1, 1, 1, 1]
126	10	6	3	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyBlueTips.png	获得蓝色颜料	每回合只能获取一次蓝色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点蓝色颜料	[1, 3, 3, 3, 4, 4, 5]
127	10	7	1	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalRedTips.png	降低红方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，红方大师等级-1，作品展览6级后，可将红方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1红色颜料，红方大师等级-2	[1, 1, 1, 1]
128	10	8	1	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyRedTips.png	获得红色颜料	每回合只能获取一次红色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点红色颜料	[1, 3, 3, 3, 4, 4, 5]
129	10	9	1	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyRedTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点红色颜料，提升1级展览等级	[1, 7, 1]
130	10		1	派系大师(红)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1JiulongzhongyaziMd000001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	超现实机械野兽派大师	击破阶段1后可进行作战	
131	10		2	派系大师(绿)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd004060.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossGreenTips.png	多维机械立体派大师	击破阶段1后可进行作战	
132	10		3	派系大师(蓝)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd004020.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossBlueTips.png	幻想机械印象派大师	击破阶段1后可进行作战	
133	10			隐藏大师	102	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	隐藏大师	触发特殊通关后可进行作战	
134	11	1	2	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyGreenTips.png	获得绿色颜料	每回合只能获取一次绿色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点绿色颜料	[1, 3, 3, 3, 4, 4, 5]
135	11	2	2	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalGreenTips.png	降低绿方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，绿方大师等级-1，作品展览6级后，可将绿方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1绿色颜料，绿方大师等级-2	[1, 1, 1, 1]
136	11	3	2	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyGreenTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点绿色颜料，提升1级展览等级	[1, 7, 1]
137	11	4	3	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyBlueTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点蓝色颜料，提升1级展览等级	[1, 7, 1]
138	11	5	3	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalBlueTips.png	降低蓝方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，蓝方大师等级-1，作品展览6级后，可将蓝方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1蓝色颜料，蓝方大师等级-2	[1, 1, 1, 1]
139	11	6	3	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyBlueTips.png	获得蓝色颜料	每回合只能获取一次蓝色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点蓝色颜料	[1, 3, 3, 3, 4, 4, 5]
140	11	7	1	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalRedTips.png	降低红方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，红方大师等级-1，作品展览6级后，可将红方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1红色颜料，红方大师等级-2	[1, 1, 1, 1]
141	11	8	1	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyRedTips.png	获得红色颜料	每回合只能获取一次红色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点红色颜料	[1, 3, 3, 3, 4, 4, 5]
142	11	9	1	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyRedTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点红色颜料，提升1级展览等级	[1, 7, 1]
143	11		1	派系大师(红)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1TuziMd000002.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	超现实机械野兽派大师	击破阶段1后可进行作战	
144	11		2	派系大师(绿)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1OrphanMd030001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossGreenTips.png	多维机械立体派大师	击破阶段1后可进行作战	
145	11		3	派系大师(蓝)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd007040.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossBlueTips.png	幻想机械印象派大师	击破阶段1后可进行作战	
146	11			隐藏大师	102	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	隐藏大师	触发特殊通关后可进行作战	
147	12	1	2	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyGreenTips.png	获得绿色颜料	每回合只能获取一次绿色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点绿色颜料	[1, 3, 3, 3, 4, 4, 5]
148	12	2	2	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalGreenTips.png	降低绿方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，绿方大师等级-1，作品展览6级后，可将绿方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1绿色颜料，绿方大师等级-2	[1, 1, 1, 1]
149	12	3	2	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyGreenTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点绿色颜料，提升1级展览等级	[1, 7, 1]
150	12	4	3	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyBlueTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点蓝色颜料，提升1级展览等级	[1, 7, 1]
151	12	5	3	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalBlueTips.png	降低蓝方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，蓝方大师等级-1，作品展览6级后，可将蓝方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1蓝色颜料，蓝方大师等级-2	[1, 1, 1, 1]
152	12	6	3	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyBlueTips.png	获得蓝色颜料	每回合只能获取一次蓝色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点蓝色颜料	[1, 3, 3, 3, 4, 4, 5]
153	12	7	1	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalRedTips.png	降低红方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，红方大师等级-1，作品展览6级后，可将红方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1红色颜料，红方大师等级-2	[1, 1, 1, 1]
154	12	8	1	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyRedTips.png	获得红色颜料	每回合只能获取一次红色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点红色颜料	[1, 3, 3, 3, 4, 4, 5]
155	12	9	1	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyRedTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点红色颜料，提升1级展览等级	[1, 7, 1]
156	12	10	1	核心区域	4	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossMiddleTips.png	康斯塔雷耶核心区域	偶尔会出现颜料，经过此区域可获取     <color=#00FFFF>注：</color>度尔茜技能触发时，此点位视作红方区域	
157	12		1	派系大师(红)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1SuanyegongyiMd000001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	超现实机械野兽派大师	击破阶段1后可进行作战	
158	12		2	派系大师(绿)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1AolajiangMd010002.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossGreenTips.png	多维机械立体派大师	击破阶段1后可进行作战	
159	12		3	派系大师(蓝)	101	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1XiongrenMd000002.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossBlueTips.png	幻想机械印象派大师	击破阶段1后可进行作战	
160	12			隐藏大师	102	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	隐藏大师	触发特殊通关后可进行作战	
161	13	1	2	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyGreenTips.png	获得绿色颜料	每回合只能获取一次绿色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点绿色颜料	[1, 3, 3, 3, 4, 4, 5]
162	13	2	2	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalGreenTips.png	降低绿方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，绿方大师等级-1，作品展览6级后，可将绿方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1绿色颜料，绿方大师等级-2	[1, 1, 1, 1]
163	13	3	2	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyGreenTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点绿色颜料，提升1级展览等级	[1, 7, 1]
164	13	4	3	作品展览	1	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyBlueTips.png	提升该流派的理解！	<color=#00FFFF>展览：</color>消耗7点蓝色颜料，提升1级展览等级	[1, 7, 1]
165	13	5	3	艺术点评	2	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalBlueTips.png	降低蓝方大师的等级	<color=#00FFFF>议论：</color>消耗1行动点，蓝方大师等级-1，作品展览6级后，可将蓝方大师等级设置为1     <color=#00FFFF>瑕疵抨击：</color>消耗1行动点和1蓝色颜料，蓝方大师等级-2	[1, 1, 1, 1]
166	13	6	3	颜料工坊	3	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyBlueTips.png	获得蓝色颜料	每回合只能获取一次蓝色颜料     <color=#00FFFF>获取：</color>消耗1行动力，随机获得3~5点蓝色颜料	[1, 3, 3, 3, 4, 4, 5]
