Id	Name	Function	Describe	IsShowCourse	ImageAsset	TextGroupIds	SubIds
10046	迈锡尼协议	RpgTowerHelp	迈锡尼协议图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpRPG01.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpRPG02.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpRPG03.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpRPG04.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpRPG05.jpg']		
10047	协作成长	MentorSystemHelp	协作成长图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpMentor1.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpMentor2.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpMentor3.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpMentor4.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpMentor5.jpg']		
10048	希格露恩	Xigeluen	希格露恩战斗提示	1	['Assets/Product/Texture/Image/UiHelp/UiHelpBuweipohuai.png']		
10049	收藏品墙	CollectionWall	收藏品墙图文教学	1	['Assets/Product/Texture/Image/UiHelp/UiHelpCollectionWall01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCollectionWall02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCollectionWall03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCollectionWall04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCollectionWall05.png']		
10050	终焉福音	TRPGMainLine	【终焉福音】章节教学	1	['Assets/Product/Texture/Image/UiHelp/UiHelpTRPG1.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpTRPG2.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpTRPG3.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpTRPG4.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpTRPG5.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpTRPG6.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpTRPG7.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpTRPG8.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpTRPG9.jpg']		
10051	协作成长_奖励	MentorSystemRewardHelp	协作补给图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpMentor6.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpMentor7.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpMentor8.jpg']		
10052	协作成长_任务	MentorSystemTaskHelp	指导任务图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpMentor9.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpMentor10.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpMentor11.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpMentor12.jpg']		
10053	冰雪感蟹祭	SpecialTrain1	特训关4图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpSummerEpisodeWbsh1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSummerEpisodeWbsh2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSummerEpisodeWbsh3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSummerEpisodeWbsh4.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSummerEpisodeWbsh5.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSummerEpisodeWbsh6.png']		
10054	鱼骨松装点作战	ChristmasTree	圣诞树装扮图文	1	['Assets/Product/Texture/Image/UiHelp/UiHelpChristmas01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpChristmas02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpChristmas03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpChristmas04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpChristmas05.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpChristmas06.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpChristmas07.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpChristmas08.png']		
10055	雷奥妮试作工房	ComposeGameHelp	组合小游戏	1	['Assets/Product/Texture/Image/UiHelp/UiHelpYuanDan01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpYuanDan02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpYuanDan03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpYuanDan04.png']		
10101	文化纪战线	GuardCamp	文化纪战线	1	['Assets/Product/Texture/Image/UiHelp/UiHelpMoeWarYazhu01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMoeWarYazhu02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMoeWarYazhu03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMoeWarYazhu04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMoeWarYazhu05.png']		
10056	尼尔主界面	NierEnterHelp	尼尔主界面	1	['Assets/Product/Texture/Image/UiHelp/UiHelpNier1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpNier2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpNier3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpNier4.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpNier5.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpNier6.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpNier9.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpNier7.png']		
10057	尼尔角色界面	NierCharacterHelp	尼尔角色界面	1	['Assets/Product/Texture/Image/UiHelp/UiHelpNier5.png']		
10058	尼尔复刷关界面	NierRepeatHelp	尼尔复刷关界面	1	['Assets/Product/Texture/Image/UiHelp/UiHelpNier6.png']		
10059	尼尔主线关卡	NierLineChapterHelp	尼尔主线关卡	1	['Assets/Product/Texture/Image/UiHelp/UiHelpNier3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpNier4.png']		
10060	尼尔辅助机界面	NierWorkHelp	尼尔辅助机界面	1	['Assets/Product/Texture/Image/UiHelp/UiHelpNier9.png']		
10061	空想环廊界面	Micawberism Cloisters	空想环廊界面	1	['Assets/Product/Texture/Image/UiHelp/UiHelpPokemon01.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpPokemon02.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpPokemon03.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpPokemon04.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpPokemon05.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpPokemon06.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpPokemon07.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpPokemon08.jpg']		
10062	飒棋战阵	ChessPursuit	1、“飒棋战阵”一共持续五周，每周为一个玩法周期\n2、在一个玩法周期中，周一到周五为“演练期”，周末为“实战期”。演练期一共有3局玩法，每局玩法中指挥官只需要击杀主目标即可领取单局奖励，同时演练期每完成一局玩法，将会增加本周末实战期一定的初始货币数量；实战期分为泛用作战和精英作战模式，没有单局奖励，但是将按照指挥官击杀主目标所用的次数发放奖励\n3、在每局玩法中，指挥官需要首先在防御工事布置自己的驻扎部队，主目标在敌方回合将会沿着路线移动，每次经过防御工事，将会与驻扎部队发生战斗，每次战斗为限时战斗，战斗后将会根据战斗表现扣除主目标一定的血量，当经过若干次战斗后，主目标血量扣完死亡，本局玩法结束\n4、在指挥官回合，各位指挥官可以通过用货币购买并使用战术卡牌，加强驻扎部队或者控制主目标行动，从而影响整局玩法\n5、在玩法中，驻扎部队同主目标战斗单次扣除的血量会有一个上限，卓越的指挥官可开启实战期的精英作战模式，精英模式下单次对主目标造成的伤害无上限\n6、在某局玩法中，若所有的防御工事对主目标造成的伤害均达到了单次最大上限，那么可使用“压制”功能结算本局玩法，立刻击杀主目标	1	['Assets/Product/Texture/Image/UiHelp/UiHelpChessPursuit1.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpChessPursuit2.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpChessPursuit3.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpChessPursuit4.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpChessPursuit5.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpChessPursuit6.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpChessPursuit7.jpg', 'Assets/Product/Texture/Image/UiHelp/UiHelpChessPursuit8.jpg']		
10063	意识回收	UiBagHelp	1、意识回收可以将部分意识根据强化经验，转化为对应的算力碎片，用于意识强化时作为材料道具消耗\n\n2、满足以下条件的意识可以被玩家选中回收\n\n※意识品质≤5★\n※未强化、突破、共鸣\n※未被装备\n※未被预设在意识组合中\n※未被锁定\n\n3、可以通过手动或者系统自动标记预设回收的意识，标记后的意识将根据设置在若干天后回收\n\n4、指挥官可以通过自动回收设置来选择【获得时将自动标记的意识星级】及【回收标记意识的间隔】	2			
10064	抑制拟算	SimulatedCombat	抑制拟算图文教学	1	['Assets/Product/Texture/Image/UiHelp/UiHelpSimulatedCombat1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSimulatedCombat2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSimulatedCombat3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSimulatedCombat4.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSimulatedCombat5.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSimulatedCombat6.png']		
10065	宠物牛试玩	PetDemoHelp	宠物牛试玩的图文教学	1	['Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreview1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreview2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreview3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreview4.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreview5.png']		
10066	楹联曰韵	CoupletGame	对联小游戏	1	['Assets/Product/Texture/Image/UiHelp/UiHelpCouplet01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCouplet02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCouplet03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCouplet04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCouplet05.png']		
10067	随行支援单位	PartnerHelp	随行支援单位	1	['Assets/Product/Texture/Image/UiHelp/UiHelpPartner1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPartner2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPartner3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPartner4.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPartner5.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPartner6.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPartner7.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPartner8.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPartner9.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPartner10.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPartner11.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPartner14.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPartner12.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPartner13.png']		
10068	岁辞候福宠物关1	SpringFestivalStage1	岁辞候福宠物关1	1	['Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreview1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreview2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreview3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreview4.png']		
10069	岁辞候福宠物关2	SpringFestivalStage2	岁辞候福宠物关2	1	['Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreview5.png']		
10070	熹年集春活动	HelpCollectWord	熹年集春活动	1	['Assets/Product/Texture/Image/UiHelp/UiHelpCollectWord1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCollectWord2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCollectWord3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCollectWord4.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCollectWord5.png']		
10071	叩年祈运活动	HelpSmashEgg	叩年祈运活动	1	['Assets/Product/Texture/Image/UiHelp/UiHelpSmashEgg1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSmashEgg2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSmashEgg3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSmashEgg4.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSmashEgg5.png']		
10072	诺曼复兴战主界面	StrongholdMain	诺曼复兴战图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiStronghold01.png', 'Assets/Product/Texture/Image/UiHelp/UiStronghold02.png', 'Assets/Product/Texture/Image/UiHelp/UiStronghold03.png', 'Assets/Product/Texture/Image/UiHelp/UiStronghold04.png', 'Assets/Product/Texture/Image/UiHelp/UiStronghold05.png', 'Assets/Product/Texture/Image/UiHelp/UiStronghold06.png']		
10073	诺曼复兴战关卡界面	StrongholdFight	诺曼复兴战图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiStronghold01.png', 'Assets/Product/Texture/Image/UiHelp/UiStronghold02.png', 'Assets/Product/Texture/Image/UiHelp/UiStronghold03.png', 'Assets/Product/Texture/Image/UiHelp/UiStronghold04.png', 'Assets/Product/Texture/Image/UiHelp/UiStronghold05.png', 'Assets/Product/Texture/Image/UiHelp/UiStronghold06.png']		
10074	秩序的逆转	FingerGuessingGameHelp	秩序的逆转	1	['Assets/Product/Texture/Image/UiHelp/UiFingerGuessingFight06.png', 'Assets/Product/Texture/Image/UiHelp/UiFingerGuessingFight07.png', 'Assets/Product/Texture/Image/UiHelp/UiFingerGuessingFight08.png', 'Assets/Product/Texture/Image/UiHelp/UiFingerGuessingFight09.png', 'Assets/Product/Texture/Image/UiHelp/UiFingerGuessingFight10.png']		
10075	白靡之约图文教学	WhiteValentine2021Help	白靡之约图文教学	1	['Assets/Product/Texture/Image/UiHelp/WhiteValentine2021Help01.jpg', 'Assets/Product/Texture/Image/UiHelp/WhiteValentine2021Help02.jpg', 'Assets/Product/Texture/Image/UiHelp/WhiteValentine2021Help03.jpg', 'Assets/Product/Texture/Image/UiHelp/WhiteValentine2021Help04.jpg', 'Assets/Product/Texture/Image/UiHelp/WhiteValentine2021Help05.jpg', 'Assets/Product/Texture/Image/UiHelp/WhiteValentine2021Help06.jpg', 'Assets/Product/Texture/Image/UiHelp/WhiteValentine2021Help07.jpg', 'Assets/Product/Texture/Image/UiHelp/WhiteValentine2021Help08.jpg']		
10076	弈局算章活动规则	ScratchTicketHelp	1、40级以上指挥官可以参与此活动，每次开启游戏需要消耗一张弈局层析卡或弈局精析卡\n\n2、开始游戏后，九宫格内会随机分布1~9数字，同时会产出本局游戏的幸运数字\n\n3、指挥官需要在九宫格内选择一列对应的三个数字，使其累加的和等于幸运数字方能得到幸运奖励，否则得到安慰奖\n\n4、弈局简章中，最多能提前翻开九宫格内5个格子来辅助寻找答案；弈局彩章中则可翻开4个格子\n\n5、每次参加弈局简章可以获得材料或螺母；每次参加弈局彩章可获得50黑卡奖励\n\n6、活动结束后，未被消耗的活动道具将被转化成一定数量的螺母返还	2			
10077	伊甸文化纪	MoeWarVote	伊甸文化纪规则	1	['Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar4.png']		
10078	热度支援投票	MoeWarMatch	热度支援投票规则	1	['Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar5.png', 'Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar6.png', 'Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar7.png', 'Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar8.png', 'Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar9.png', 'Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar10.png']		
10079	文化纪筹备	MoeWar	文化纪筹备规则	1	['Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar11.png', 'Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar12.png', 'Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar13.png', 'Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar14.png', 'Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar15.png']		
10080	挑战积分说明	ReformScoreHelp	1、界限构解的每个关卡可各自根据改造内容提供挑战积分。\n2、系统将记录每个关卡的总挑战积分，指挥官的累计挑战积分达到相关的标准即可获得对应奖励。	2			
10081	界限构解	ReformHelp	界限构解图文教学	1	['Assets/Product/Texture/Image/UiHelp/UiHelpReform1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpReform2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpReform3.png']		
10082	骇入玩法	FubenHack	骇入玩法图文说明	1	['Assets/Product/Texture/Image/UiHelp/UiHelpHack1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpHack2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpHack3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpHack4.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpHack5.png']		
10083	极境统合	InvertCardGame	极境统合	3	['Assets/Product/Texture/Image/UiInvertCardGame/UiInvertCardHelp01.png', 'Assets/Product/Texture/Image/UiInvertCardGame/UiInvertCardHelp02.png', 'Assets/Product/Texture/Image/UiInvertCardGame/UiInvertCardHelp03.png', 'Assets/Product/Texture/Image/UiInvertCardGame/UiInvertCardHelp04.png', 'Assets/Product/Texture/Image/UiInvertCardGame/UiInvertCardHelp05.png']	[1008301, 1008302, 1008303, 1008304, 1008305]	
10084	捕梦遮网	MineSweepingGame	扫雷小游戏玩法规则	3	['Assets/Product/Texture/Image/UiSweep/UiSweepHelp01.png', 'Assets/Product/Texture/Image/UiSweep/UiSweepHelp02.png', 'Assets/Product/Texture/Image/UiSweep/UiSweepHelp03.png', 'Assets/Product/Texture/Image/UiSweep/UiSweepHelp04.png', 'Assets/Product/Texture/Image/UiSweep/UiSweepHelp05.png']	[1008401, 1008402, 1008403, 1008404, 1008405]	
10085	深歌远航	KillZoneMain	深歌远航图文教学	1	['Assets/Product/Texture/Image/UiHelp/UiHelpKillZone01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpKillZone02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpKillZone03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpKillZone04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpKillZone05.png']		
10086	夺宝谜粽	RpgMakerGame3		1	['Assets/Product/Texture/Image/UiHelp/UiHelpRpgMakerGame101.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRpgMakerGame201.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRpgMakerGame301.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRpgMakerGame401.png']		
10087	战略评定手册	Passport	战略评定手册	1	['Assets/Product/Texture/Image/UiHelp/UiHelpPassport01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPassport02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPassport03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPassport04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPassport05.png']		
10088	超级爬塔主界面	SuperTowerMainHelp	超级爬塔帮助 请前往HelpCourse 10088项配置相关帮助信息	1	['Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower4.png']		
10089	分光双星	CoupleCombat	分光双星玩法规则	1	['Assets/Product/Texture/Image/UiHelp/UiHelpCouple1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCouple2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCouple3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCouple4.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCouple5.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCouple6.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpCouple7.png']		
10090	好友系统黑名单	SocialBlack	1、拉黑指挥官后，将不再接收该指挥官的消息。\n\n2、若拉黑的指挥官为好友，则自动解除好友关系，并在双方好友列表中删除对方。\n\n3、若拉黑的指挥官为教官（学员），则需要先解除协作关系，才可以拉黑对方。\n\n4、需要先解除拉黑状态，才能重新申请好友，或重新建立协作。	2			
10091	超级爬塔背包界面	SuperTowerBagHelp	超级爬塔帮助 请前往HelpCourse 10088项配置相关帮助信息	1	['Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower11.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower12.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower13.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower14.png']		
10092	超级爬塔角色界面	SuperTowerCharaHelp	超级爬塔帮助 请前往HelpCourse 10088项配置相关帮助信息	1	['Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower15.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower16.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower17.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower18.png']		
10093	超级爬塔爬塔关卡界面	SuperTowerTierHelp	超级爬塔帮助 请前往HelpCourse 10088项配置相关帮助信息	1	['Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower5.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower6.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower7.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower8.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower9.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower10.png']		
10094	链合回路	SameColorGameHelp	链合回路图文说明	1	['Assets/Product/Texture/Image/UiHelp/UiHelpSameColor1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSameColor2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSameColor3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSameColor4.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSameColor5.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSameColor6.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSameColor7.png']		
10095	贯击鸣穹	LivWarmActivityHelp	贯击鸣穹图文	3	['Assets/Product/Texture/Image/UiLivWarmActivity/UiLivWarmActivityHelp01.png', 'Assets/Product/Texture/Image/UiLivWarmActivity/UiLivWarmActivityHelp02.png', 'Assets/Product/Texture/Image/UiLivWarmActivity/UiLivWarmActivityHelp03.png']	[1009501, 1009502, 1009503]	
10096	零落断音	LivWarmSoundsActivityHelp	音频解谜图文	1	['Assets/Product/Texture/Image/UiHelp/UiHelpLivSoundActivity01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpLivSoundActivity02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpLivSoundActivity03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpLivSoundActivity04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpLivSoundActivity05.png']		
10097	盛夏纪念日	SummerEpisodeHelpOld	盛夏纪念日图文	1	['Assets/Product/Texture/Image/UiHelp/UiHelpPhoto1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPhoto2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPhoto3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPhoto4.png']		
10098	超限乱斗Help	SuperSmashBrosHelp		1	['Assets/Product/Texture/Image/UiHelp/UiHelpSuperSmashBros01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSuperSmashBros02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSuperSmashBros03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSuperSmashBros04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSuperSmashBros05.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSuperSmashBros06.png']		
10099	羁绊积分	NewRegressionInvite	1、【并肩作战】活动开启期间，指挥官消耗的血清会以【10:1】的比例转化为羁绊积分值，每日可获得的积分值有上限；\n\n2、活动期间，活跃指挥官可通过邀请码邀请最多2名回归指挥官进行绑定，每名回归指挥官则只能与1名活跃指挥官进行绑定；\n\n3、与其他指挥官绑定后，绑定的指挥官获取的羁绊积分也会以同等比例分享给被绑定的指挥官。	2			
10100	舞乐晨星	DancingStarHelpOld	舞乐晨星图文	1	['Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainMusic1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainMusic2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainMusic3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainMusic4.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainMusic5.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainMusic6.png']		
10102	全境特遣·墟市猎商	AreaWarMain	协阵绎演	3	['Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp01.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp02.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp03.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp04.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp05.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp06.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp07.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp08.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp09.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp10.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp11.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp12.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp13.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp14.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp15.png', 'Assets/Product/Texture/Image/UiAreaWar/UiareawarHelp16.png']	[1023001, 1023002, 1023003, 1023004, 1023005, 1023006, 1023007, 1023008, 1023009, 1023010, 1023011, 1023012, 1023013, 1023014, 1023015, 1023016]	
