Id	Quality	Priority	Name	Description	WorldDescription	Icon	BigIcon	SkipIdParams	ModelTransId	ResonanceModelTransId1	ResonanceModelTransId2	ResonanceModelTransId3	ShopIcon
12280003	5	2803	道法万钧	霓裳系列——重破锤	以古卷为原型锻造，内蕴含不详之物，用符箓镇压。挥舞时锤随咒起，灵眸窥转，洞悉阴阳，万钧破魂，祛除一切不祥之气。	Assets/Product/Texture/Image/IconToolsSp/E3HammerMd040011Sp.png	Assets/Product/Texture/Image/IconTools/E3HammerMd040011.png	[80193]	[22870131]				Assets/Product/Texture/Image/IconCoating/IconCoating12280003.png
12290001	5	2901	折纸鸥歌	阔海秘闻系列——独域·释能剑	小时候，他总是幻想着手中的折纸变成了武器，让自己拥有反抗的力量。长大后，他又盼着世界上所有的武器都变成折纸，让纷争止于孩童的打闹。如今，武器涂装上这份易染血的纯白正在无声地提醒着使用者，不要忘记生命的沉重。	Assets/Product/Texture/Image/IconToolsSp/E3NuoanMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3NuoanMd020011.png	[80122]	[22970111, 22970112]				Assets/Product/Texture/Image/IconCoating/IconCoating12290001.png
12300001	5	3001	南十字星	游诗歌谣系列——剑杖	高悬于夜空的十字连星，昼光淡去之时，它将为迷途之人指引方向。	Assets/Product/Texture/Image/IconToolsSp/E3BigswordMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3BigswordMd020011.png	[80068, 80112]	[23070111]				Assets/Product/Texture/Image/IconCoating/IconCoatin12300001.png
12300002	5	3002	誓时雪	寰星之屿系列——剑杖	彼此的伤口交叠在一起，两人在永不停歇的大雪中交换了离别与相守的誓言。	Assets/Product/Texture/Image/IconToolsSp/E3BigswordMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3BigswordMd030011.png	[80085, 80130]	[23070211]				Assets/Product/Texture/Image/IconCoating/IconCoating12300002.png
12300003	5	3003	暮晓	放逐乐园系列——剑杖	灯薪不灭，火云阳焰撕开每一片浓夜。她亦深信，每一场缅怀都将带来晨曦。	Assets/Product/Texture/Image/IconToolsSp/E3BigswordMd040011Sp.png	Assets/Product/Texture/Image/IconTools/E3BigswordMd040011.png	[80160]	[23070311]				Assets/Product/Texture/Image/IconCoating/IconCoating12300003.png
12310001	5	3101	白羽幻梦	往昔重绽系列——螳螂刃	尽管脚下舞台不复存在，尽管观众席位空无一人，尽管每一次旋转都伴随着破碎与死亡，梦中的小小天鹅依然舞动着，为注视着她的珍重之人，献上祝福。	Assets/Product/Texture/Image/IconToolsSp/E3BangbinataMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3BangbinataMd020011.png	[80129]	[23170111, 23170112]				Assets/Product/Texture/Image/IconCoating/IconCoating12310001.png
12310002	5	3102	湛澈翩跹	新生活系列——螳螂刃	利刃揉碎在不温良的夜里。踮起脚尖，轻然跃起。等刀尖划破纸面，优雅至死不渝。	Assets/Product/Texture/Image/IconToolsSp/E3BangbinataMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3BangbinataMd030011.png	[80159]	[23170211, 23170212]				Assets/Product/Texture/Image/IconCoating/IconCoating12310002.png
12310003	5	3103	玲珑曼舞	新生活系列——螳螂刃	梦的最深处，舞曲已达高潮，琉璃澜漫，在华灯的照耀下流光溢彩。童话王国的小小观众们围着炉火，转动八音盒的发条，期待着下一幕的舞蹈。	Assets/Product/Texture/Image/IconToolsSp/E3BangbinataMd040011Sp.png	Assets/Product/Texture/Image/IconTools/E3BangbinataMd040011.png	[80206]	[23170311, 23170312]				Assets/Product/Texture/Image/IconCoating/IconCoating12310003.png
12320001	5	3201	悲怆奇迹	放逐乐园系列——复合兵装	即使过去被暗沉的旧血覆盖，猎人仍然紧握手中的武器。付出的代价无需任何人知晓，踏上血肉之躯堆砌的道路，子夜的尽头，他如约带来千万分之一的奇迹。	Assets/Product/Texture/Image/IconToolsSp/E3SuperliboxMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3SuperliboxMd030011.png	[80079]	[23270111, 23270112, 23270113]				Assets/Product/Texture/Image/IconCoating/IconCoating12320001.png
12320002	5	3202	悠游浅嬉	阔海秘闻系列——复合兵装	这套武器绝对是沙滩作战的利器，不管是什么样的攻势，都可以选用合理的方案反击。当然最让人惊叹的绝对是作为杀手锏的水炮。“即使是水枪战也要全力以赴。”	Assets/Product/Texture/Image/IconToolsSp/E3SuperliboxMd040011Sp.png	Assets/Product/Texture/Image/IconTools/E3SuperliboxMd040011.png	[80120]	[23270121, 23270122, 23270123]				Assets/Product/Texture/Image/IconCoating/IconCoating12320002.png
12330001	5	3301	走纸生华	地平线系列——光束铳枪	涂料填充，颜色预设，按动扳机，像素光点在笔尖跳跃……今天的少女比以往更加活跃，在名为战场的白纸上旋转不停，以刃为笔，恣意绘制心目中的图景。	Assets/Product/Texture/Image/IconToolsSp/E3BeamlanceMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3BeamlanceMd020011.png	[80235]	[23370111]				Assets/Product/Texture/Image/IconCoating/IconCoating12330001.png
12330002	5	3302	虹浪染彩	阔海秘闻系列——光束铳枪	海葵摇曳着粉嫩的裙摆，群鱼穿梭其间，留下一道道银色的轨迹，深海的洋流携带着岩石上斑斓的珊瑚，描绘出一条条流动的彩带——湛蓝仅为底层颜料，这片壮阔浩瀚，远非一色。	Assets/Product/Texture/Image/IconToolsSp/E3BeamlanceMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3BeamlanceMd030011.png	[80176]	[23370121]				Assets/Product/Texture/Image/IconCoating/IconCoating12330002.png
12340001	5	3401	青髓	霓裳系列——封刃太刀	青色兽骨制成的封刃太刀，在深渊中也能发出森然寒光。对于流徙的海客来说，它既是斩破牢笼的证明，也是必须背负的业障。	Assets/Product/Texture/Image/IconToolsSp/E3AlphaMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3AlphaMd020011.png	[80090, 80112]	[23470111]				Assets/Product/Texture/Image/IconCoating/IconCoating12340001.png
12340002	5	3402	星霆	新生活系列——封刃太刀	仿佛蕴含了群星雷霆怒火的封刃太刀，无法用常理解释的武器，当以无上觉悟握紧它时，雷声轰鸣，出鞘瞬间的苍蓝火焰甚至能照亮夜空。	Assets/Product/Texture/Image/IconToolsSp/E3AlphaMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3AlphaMd030011.png	[80127]	[23470121]				Assets/Product/Texture/Image/IconCoating/IconCoating12340002.png
12340003	5	3403	燃鳞	霓裳系列——封刃太刀	以秘传淬火之良技打造的封刃太刀，夹钢工艺在刃身铭下的波纹宛若龙翻偃舞。高熵合金刀鞘据说能够储存使用者外溢的能量，总是绽露着赫赫焰光。驾驭它便如攀上龙鳞，当有一刀可敌百万师的豪气。	Assets/Product/Texture/Image/IconToolsSp/E3AlphaMd040011Sp.png	Assets/Product/Texture/Image/IconTools/E3AlphaMd040011.png	[80148]	[23470131]				Assets/Product/Texture/Image/IconCoating/IconCoating12340003.png
12340004	5	3404	灼魍	寰星之屿系列——封刃太刀	钢铁以百鬼众魅作覆，让柄卷和目贯绝缘于疾雷。而锋刃之上，铭刻着杀伐决断：用掣电裁夺魍魉的命运，却永远不会被刀下阎罗攫取魂魄。刀主的意志，在星流霆击间恣意释出。	Assets/Product/Texture/Image/IconToolsSp/E3AlphaMd050011Sp.png	Assets/Product/Texture/Image/IconTools/E3AlphaMd050011.png	[80180]	[23470141]				Assets/Product/Texture/Image/IconCoating/IconCoating12340004.png
12340005	5	3405	凛锋入夜	放逐乐园系列——封刃太刀	凛冽的锋刃斩开月色，行过之处，皆为战场，刀鸣之声，照彻暗夜。	Assets/Product/Texture/Image/IconToolsSp/E3AlphaMd060011Sp.png	Assets/Product/Texture/Image/IconTools/E3AlphaMd060011.png	[80268, 80267]	[23470151]				Assets/Product/Texture/Image/IconCoating/IconCoating12340005.png
12350001	5	3501	青弦	霓裳系列——折扇	制琴师出身的九龙工匠应舞者之邀打造了这件折扇。沿边利锷散出割玉寒意，扇面上的潺水翩花却平添几分素雅。这份反差究竟是舞者的意趣，还是作为武器的制胜秘法？答案就藏在她狡黠的笑容中，你猜到了吗。	Assets/Product/Texture/Image/IconToolsSp/E3FanMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3FanMd020011.png	[80147]	[23570111]				Assets/Product/Texture/Image/IconCoating/IconCoating12350001.png
12360001	5	3601	执花斩风	霓裳系列——爪刃	专为应对诊治的需求，调整了输出功率的爪刃。视乎实际的使用情景，可以安然无恙地拿起一朵娇嫩的鲜花，也可以轻易地撕开碍事的绷带。	Assets/Product/Texture/Image/IconToolsSp/E3ClawMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3ClawMd020011.png	[80244]	[23670111, 23670112]				Assets/Product/Texture/Image/IconCoating/IconCoating12360001.png
12360002	5	3602	童梦轻挠	新生活系列——爪刃	在稚愿编织的乐园中获得的纪念品，每次挥舞，都能勾起笑意，轻触那份纯真的童趣。	Assets/Product/Texture/Image/IconToolsSp/E3ClawMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3ClawMd030011.png	[80179]	[23670121, 23670122]				Assets/Product/Texture/Image/IconCoating/IconCoating12360002.png
12370001	5	3701	星龙拳	霓裳系列——机械臂	取材于九龙传统铠甲，融合了最新引爆技术制成的动力拳套。具有十分灵活的机动性，既可以作为武器，也可以完全替代义肢使用。	Assets/Product/Texture/Image/IconToolsSp/E3ArmMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3ArmMd020011.png	[80141]	[23770111]				Assets/Product/Texture/Image/IconCoating/IconCoating12370001.png
12380001	5	3801	晨昏线	游诗歌谣系列——异刃戟	海平面上无数次的日出与日落，冷清的星与月，那是这个年代鲜有人看到的景色。少女喜欢这份独属于自己的静谧。	Assets/Product/Texture/Image/IconToolsSp/E3LamiyaMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3LamiyaMd020011.png	[80121, 80123]	[23870111]				Assets/Product/Texture/Image/IconCoating/IconCoating12380001.png
12380002	5	3802	寥光缀忆	寰星之屿系列——异刃戟	过往的记忆绽放芳华，海潮梦呓，呢喃破碎细语。宁愿溺于旧日愿想，拾捡寥寥追忆，也不敢睁开双眼，触碰瘦落世间。但倘若……倘若她向前伸出手。故事的起始点，失落在海面上的光芒，已经照射到她的身边。	Assets/Product/Texture/Image/IconToolsSp/E3LamiyaMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3LamiyaMd030011.png	[80152]	[23870121]				Assets/Product/Texture/Image/IconCoating/IconCoating12380002.png
12380003	5	3803	锦绣丹锋	霓裳系列——异刃戟	玉阙雕栏连海覆，丹心锦绣柱穹苍。艳鬐跹跹，碧琼怀央，奋袂挥斫，飘飖若赪尾游龙，奔突似雷硠罡潇。有道是：西瀛瑰奇，乾坤造妙，尽在七尺丹锋之内。	Assets/Product/Texture/Image/IconToolsSp/E3LamiyaMd040011Sp.png	Assets/Product/Texture/Image/IconTools/E3LamiyaMd040011.png	[80204]	[23870311]				Assets/Product/Texture/Image/IconCoating/IconCoating12380003.png
12400001	5	4001	焚祸灾轮	神寂启示录系列——拓刀	铭刻于此刀上早已不可知的古老语言，在游荡者手中发出轮转声响，这片被遗忘的土地上，追猎着孽物的钢刃将它所及之物送抵应往的轮回。	Assets/Product/Texture/Image/IconToolsSp/E3SabreMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3SabreMd030011.png	[80235]	[24070111]				Assets/Product/Texture/Image/IconCoating/IconCoating12400001.png
12410001	5	4101	永夜焚霜	放逐乐园系列——长剑	在漫长的时光里，一切事物都逐渐腐朽变色，只有这把漆黑的长剑一直陪伴着她。孑然走过这场漫长而孤独的旅途，她不需要任何的安慰和肯定，只需要确切握在手中的力量告诉她，她的选择并没有错。	Assets/Product/Texture/Image/IconToolsSp/E3JianMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3JianMd020011.png	[80136, 80137]	[24170111]				Assets/Product/Texture/Image/IconCoating/IconCoating12410001.png
12410002	5	4102	鸾霄羽落	霓裳系列——长剑	鸾舞霄汉，羽落人间。寒芒幽映，凝辉流转，剑身如画卷开展，光影勾勒出千秋悲欢。初观轻盈，似红袖飘摇；倏然回势，若锣鼓骤起。曲罢剑收，清鸣犹在，如折腔残韵回荡戏台四方，余意绵绵不绝。	Assets/Product/Texture/Image/IconToolsSp/E3JianMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3JianMd030011.png	[80244]	[24170211]				Assets/Product/Texture/Image/IconCoating/IconCoating12410002.png
12410003	5	4103	赤刃鸣金	霓裳系列——长剑	龙雀大环，刃鸣如凰。赤红的刀刃散发着喋血的危险，据《九龙秘典·神兵卷》载：“龙雀赤刃乃双生之魂所铸，兄殒则器裂，妹悟则归膺”，龙鳞雀羽淬星火，旧世新章一刀裁。	Assets/Product/Texture/Image/IconToolsSp/E3JianMd040011Sp.png	Assets/Product/Texture/Image/IconTools/E3JianMd040011.png	[80293]	[24170311]				Assets/Product/Texture/Image/IconCoating/IconCoating12410003.png
12420001	5	4201	不羁制造者	新生活系列——战术耳机	完全根据黄金时期原教旨主义调音标准还原的经典款耳机，音色通透，高频清澈水润，低频厚润饱满，音场开阔且具有强烈的线条感。什么？你说这个调音不对味？那一定是神经系统的活跃度还不够高，再去吧台那边领一杯螺丝起子口味电解液吧。	Assets/Product/Texture/Image/IconToolsSp/E3HeadsetMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3HeadsetMd020011.png	[80142]	[24270111]				Assets/Product/Texture/Image/IconCoating/IconCoating12420001.png
12420002	5	4202	澎浪合成器	阔海秘闻系列——战术耳机	防水聚合物耳罩保管着骇客的夏日绝技：120BPM的节拍在涌浪间回响，电子战模块释出的高频声波却能让目标的防火墙决堤。冲浪摇滚循环不停，让耳机的主人都不禁慨叹：This is true music!	Assets/Product/Texture/Image/IconToolsSp/E3HeadsetMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3HeadsetMd030011.png	[80188]	[24270211]				Assets/Product/Texture/Image/IconCoating/IconCoating12420002.png
12420003	5	4203	游春桃	霓裳系列——战术耳机	游春，粉霞晕染了初生的枝头，少女手捧春桃，在洒落的暖阳中	Assets/Product/Texture/Image/IconToolsSp/E3HeadsetMd040011Sp.png	Assets/Product/Texture/Image/IconTools/E3HeadsetMd040011.png	[80219]	[24270311]				Assets/Product/Texture/Image/IconCoating/IconCoating12420003.png
12430001	5	4301	染霜	圣誓系列——月轮	少女端坐王座，月华像磷光般，围绕在她的身边烁烁。高悬的星辉映衬出一双皎白身影，时过境迁，月旁已伴群星。	Assets/Product/Texture/Image/IconToolsSp/E3CircleMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3CircleMd020011.png	[80150, 80151]	[24370111, 24370112]				Assets/Product/Texture/Image/IconCoating/IconCoating12430001.png
12430002	5	4302	瀛鲤	阔海秘闻系列——月轮	无垠穹隆垂落于碧海湛天，群鱼游弋仿若跃升祭典。百川汇入旧梦汪洋，回环终而复始。瀛海深邃，洑水尾迹却明澈可辨。琉璃瞳孔的少女指尖轻触，波纹涟涟，万物谐鸣。	Assets/Product/Texture/Image/IconToolsSp/E3CircleMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3CircleMd030011.png	[80186]	[24370211, 24370212]				Assets/Product/Texture/Image/IconCoating/IconCoating12430002.png
12430003	5	4303	失乐裁断	放逐乐园系列——月轮	蝮蛇盘踞禁树，丰稔了放逐与衰亡。起舞吧，造生环星的伟力，使我们复原位，极乐福境失而复得。歌唱吧，上天的诗神，见证祂裁决公正，完成诗文中前无古人的创举。	Assets/Product/Texture/Image/IconToolsSp/E3CircleMd040011Sp.png	Assets/Product/Texture/Image/IconTools/E3CircleMd040011.png	[80203]	[24370311, 24370312]				Assets/Product/Texture/Image/IconCoating/IconCoating12430003.png
12430004	5	4304	狂欢霓虹	新生活系列——月轮	就让霓虹把这座城市颠倒，全部的天台和高楼都是上演今夜狂欢的舞台，少女驻足于其间，露出比满城夜色更灿烂的笑容。	Assets/Product/Texture/Image/IconToolsSp/E3CircleMd050011Sp.png	Assets/Product/Texture/Image/IconTools/E3CircleMd050011.png	[80272]	[24370411, 24370412]				Assets/Product/Texture/Image/IconCoating/IconCoating12430004.png
12440001	5	4401	安全义务	新生活系列——战术旋棍	齿轮校准、电路稳定、合金加固……每个崭新的清晨，热枕的少女都会细心调试这件装备。这不仅是她安全的保障，也是她对自己许下的承诺——保持最佳状态，随时准备向每一个需要帮助的人伸出援手。	Assets/Product/Texture/Image/IconToolsSp/E3TonfaMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3TonfaMd020011.png	[80170]	[24470111, 24470112]				Assets/Product/Texture/Image/IconCoating/IconCoating12440001.png
12440002	5	4402	变速节阀	地平线系列——战术旋棍	赛车破风而来，冲入维修站，选手专用的旋棍与车头精准嵌合，展开护盾将车身抬起，热浪翻腾之中，工作人员将预热的车胎换上，目送车手迎风重返赛道，全程仅用时1.86秒。	Assets/Product/Texture/Image/IconToolsSp/E3TonfaMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3TonfaMd030011.png	[80200]	[24470121, 24470122]				Assets/Product/Texture/Image/IconCoating/IconCoating12440002.png
12450001	5	4501	乐煌	霓裳系列——琵琶	微风拂过弦端，轻扬起千年的尘梦，古与今交织的话语，悄然在寂静中盛开。煌煌乐声，将历史的故事轻轻铺陈。	Assets/Product/Texture/Image/IconToolsSp/E3PipaMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3PipaMd020011.png	[80171]	[24570111, 24570112]				Assets/Product/Texture/Image/IconCoating/IconCoating12450001.png
12450002	5	4502	绣漪荷韵	阔海秘闻系列——琵琶	荷花池馆为品，蔷薇帘箔作弦。轮指轻拨，风来香满。枕欹清玉，扇动齐纨；秀漪戏鸳，把露荷翻。馥郁泻下，琼珠溢溅。一弹指顷，声涛撼浪却具化骨销形之力。外柔中刚，如是而已。	Assets/Product/Texture/Image/IconToolsSp/E3PipaMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3PipaMd030011.png	[80186]	[24570211, 24570212]				Assets/Product/Texture/Image/IconCoating/IconCoating12450002.png
12450003	5	4503	胭踏梅	霓裳系列——琵琶	梅香沐春，少女的身影如火般踏雪而来，为流云也染上春日的气息。春花也欲将绽放的时节，少女手中的丝弦停驻了这季节交织间的梦境，点下大地银装上的一抹胭红。	Assets/Product/Texture/Image/IconToolsSp/E3PipaMd040011Sp.png	Assets/Product/Texture/Image/IconTools/E3PipaMd040011.png	[80217]	[24570311, 24570312]				Assets/Product/Texture/Image/IconCoating/IconCoating12450003.png
12450004	5	4504	秋鉴月心	霓裳系列——琵琶	琴箱蜿蜒的木纹，浸染了千载月魄的清辉。当五指拂过冰弦，弦音裁开层云暗翳，澄澈天心。月声浩荡，吟鸣如露，浸润人间尘寰，涤荡浮埃。离乡者闻清音，魂牵故里桂影；羁旅客沐弦光，心泊玉宇琼楼。此间天地，琵琶并非丝竹之乐，乃是悬于苍穹的满月玉轮——弦动一刻，秋心昭昭。	Assets/Product/Texture/Image/IconToolsSp/E3PipaMd050011Sp.png	Assets/Product/Texture/Image/IconTools/E3PipaMd050011.png	[80265]	[24570411, 24570412]				Assets/Product/Texture/Image/IconCoating/IconCoating12450004.png
12460001	5	4601	玄鸱	霓裳系列——左轮手枪	这把武器由九龙巧匠之手铸就，锋刃与机巧并存，精湛技艺融入其中，尽显高妙。寒铁淬火，灵羽轻旋，每一次出击都蕴含着持有者的信念，将黑暗与隐患化作虚无。	Assets/Product/Texture/Image/IconToolsSp/E3RevolverMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3RevolverMd020011.png	[80178]	[24660111, 24660112, 0, 24660114]				Assets/Product/Texture/Image/IconCoating/IconCoating12460001.png
12460002	5	4602	银爵送葬	神寂启示录系列——左轮手枪	银弹贯穿头颅的那一刻，送葬者是否会感到一丝不舍。每颗骨钉都钉死一段未亡的旧梦。玫瑰在枪火中绽成墓志铭，尊贵的仇敌。死亡不过是时间的又一次篡改。	Assets/Product/Texture/Image/IconToolsSp/E3RevolverMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3RevolverMd030011.png	[80253]	[24660211, 24660212, 0, 24660214]				Assets/Product/Texture/Image/IconCoating/IconCoating12460002.png
12470001	5	4701	赫刃	往昔重绽系列——光纹太刀	黑金刀鞘荣华显耀，烈日冠冕煅烧星火的飞芒。礼仪性质的佩刀，或许距离硝烟很遥远；昔日战地的英武却尽浓缩于刀刃的那抹殷红，煊赫之气令出席典礼之人无不首肯称羡。	Assets/Product/Texture/Image/IconToolsSp/E3TachiaMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3TachiaMd020011.png	[80186, 80187]	[24770111, 24770112]				Assets/Product/Texture/Image/IconCoating/IconCoating12470001.png
12470002	5	4702	绯羽灼华	寰星之屿系列——光纹太刀	往后的年华，我想与你，去爱，去创造，去燃烧，去一同驱散绞缠行星的霜寒，而后回首，去耕耘我们亲手种下的春天。	Assets/Product/Texture/Image/IconToolsSp/E3TachiaMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3TachiaMd030011.png	[80220]	[24770211, 24770212]				Assets/Product/Texture/Image/IconCoating/IconCoating12470002.png
12470003	5	4703	热刃鱼游	阔海秘闻系列——光纹太刀	盐？该放多少？一瓶！胡椒粉，适量，适量是多少？刷上食用油……那样太慢了，泼上去也行吧？着、着火了！快灭火！……指挥官，抢救下来了。这次没有变成黑炭，鱼肉也熟了，很好吃的，请放心食用。	Assets/Product/Texture/Image/IconToolsSp/E3TachiaMd040011Sp.png	Assets/Product/Texture/Image/IconTools/E3TachiaMd040011.png	[80234]	[24770311, 24770312]				Assets/Product/Texture/Image/IconCoating/IconCoating12470003.png
12470004	5	4704	汐光曳漪	阔海秘闻系列——光纹太刀	当尘世喧嚣隐于夜色，幽蓝珀光自渊底中流转浮现。磷火幽荧点缀着无垠海面，若隐若现，引人凝眸忘返。少女涉水漫步，拖曳出涟漪尾迹，她缓缓伸手，冷焰微芒掠过指尖，如星尘挥洒，驱散了渊海的孤寂。	Assets/Product/Texture/Image/IconToolsSp/E3TachiaMd050011Sp.png	Assets/Product/Texture/Image/IconTools/E3TachiaMd050011.png	[80245]	[24770411, 24770412]				Assets/Product/Texture/Image/IconCoating/IconCoating12470004.png
12480001	5	4801	诡蜮赤魇	往昔重绽系列——动力臂组	血肉嵌合锻钢，挣断符箓，绛臂铮铮，罡风簌簌呼啸。祂攀附在少女身后，宛若狰狞饿狼，伺机扑向她的敌人，殛灭魍魉，大快朵颐。	Assets/Product/Texture/Image/IconToolsSp/E3PackMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3PackMd020011.png	[80192]	[24870111]				Assets/Product/Texture/Image/IconCoating/IconCoating12480001.png
12490001	5	4901	桃心勇者	新生活系列——盾斧	“黄金的白昼酣然入眠，街道辉煌明灭，又到了勇者执行公务的时间，她与桃心伙伴一起，飞跃在高楼大厦之间，将侵扰人世良宵的坏家伙们尽数拍回兔子洞——不许笑！这是七实想了好久的背景设定！”	Assets/Product/Texture/Image/IconToolsSp/E3SwordaxeMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3SwordaxeMd020011.png	[80198, 80199]	[24970111, 24970112, 24970113]				Assets/Product/Texture/Image/IconCoating/IconCoating12490001.png
12490002	5	4902	荒际猎烬	放逐乐园系列——盾斧	烈阳下的焦土炙热滚烫，狂风卷着黄尘咆哮，启芒星扛着无敌盾斧迎战大怪兽，呀嚯，斗了个三天三夜！结局呢？当然是坏家伙全被赶跑，沙暴彻底平息，荒野从此安宁。谢谢你，启芒星！	Assets/Product/Texture/Image/IconToolsSp/E3SwordaxeMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3SwordaxeMd030011.png	[80235]	[24970211, 24970212, 24970213]				Assets/Product/Texture/Image/IconCoating/IconCoating12490002.png
12490003	5	4903	霓染银河	地平线系列——盾斧	银河漫游之旅上难免会出现艰险困阻，这时候就需要一把宇宙合金斧子，只需轻轻一挥，就能把所有太空垃圾化作尘埃……好了，把挡在我们眼前的东西都通通砸碎吧！	Assets/Product/Texture/Image/IconToolsSp/E3SwordaxeMd040011Sp.png	Assets/Product/Texture/Image/IconTools/E3SwordaxeMd040011.png	[80280]	[24970311, 24970312, 24970313]				Assets/Product/Texture/Image/IconCoating/IconCoating12490003.png
12500001	5	5001	权视穹钥	游诗歌谣系列——钥杖	白翼粹美圣洁，覆裹螺旋的星冕，圣座睿智的权能在祂的光泽间翕跃，祂的绚烂照耀灵湾与星辰，祂是福泽与启迪的银匙，亦是通向至福乐土的诗。	Assets/Product/Texture/Image/IconToolsSp/E3KeywandMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3KeywandMd020011.png	[80204, 80205]	[25070111, 25070112]				Assets/Product/Texture/Image/IconCoating/IconCoating12500001.png
12500002	5	5002	雾蕴灵犀	霓裳系列——钥杖	不得识其真面目，只缘心有灵犀通。	Assets/Product/Texture/Image/IconToolsSp/E3KeywandMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3KeywandMd030011.png	[80244]	[25070211, 25070212]				Assets/Product/Texture/Image/IconCoating/IconCoating12500002.png
12500003	5	5003	永昼织誓	游诗歌谣系列——钥杖	在永夜降临之际，命运之主点燃不灭的烛火，她行走于黑暗的回廊，将昔日的荣耀和秘辛一同封存进长夜。她在流转的时光中守候，璀璨的宝冠似星辰般永不褪色，她等待着，等待着时光流转殆尽之前，那能解出她唇边神秘笑意的命定之人走向她的宝座。	Assets/Product/Texture/Image/IconToolsSp/E3KeywandMd040011Sp.png	Assets/Product/Texture/Image/IconTools/E3KeywandMd040011.png	[80271]	[25070311, 25070312]				Assets/Product/Texture/Image/IconCoating/IconCoating12500003.png
12510001	5	5101	浮嚣	新生活系列——月伞	迷雾笼罩的街灯闪烁，柔光与阴影交织，虚浮的城镇恍如梦境。理智的边界逐渐模糊，自我与本能在无声的旋律中共舞，喧嚣升腾，狂欢即将上演。	Assets/Product/Texture/Image/IconToolsSp/E3BrollyMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3BrollyMd020011.png	[80212]	[25170111]				Assets/Product/Texture/Image/IconCoating/IconCoating12510001.png
12510002	5	5102	绫罗冥伞	霓裳系列——月伞	月映竹柏间，冥舞乱龙蛇。蛊毒浓凝、洞堂湿濡。却看撑花若昂然蛇首，指起华散，鱼龙曼衍；雷动猋至，剜心刺髓。萋斐罗绣擎起伞幔，留那残丝织尽了断魂的戚哀。	Assets/Product/Texture/Image/IconToolsSp/E3BrollyMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3BrollyMd030011.png	[80229]	[25170211]				Assets/Product/Texture/Image/IconCoating/IconCoating12510002.png
12510003	5	5103	弊盗弥天	神寂启示录系列——月伞	伞骨擎起的荫蔽之下，纸醉金迷的蜃景正在疯长。她撑伞穿行于狂欢和哀嚎之间，戏蔑的目光将这众生诡相尽数纳下。所谓欺天之盗，从不在于银钱盈亏，而在于窃尽你贪婪的愚勇。	Assets/Product/Texture/Image/IconToolsSp/E3BrollyMd040011Sp.png	Assets/Product/Texture/Image/IconTools/E3BrollyMd040011.png	[80263]	[25170311]				Assets/Product/Texture/Image/IconCoating/IconCoating12510003.png
12520001	5	5201	桂鸢诗律	游诗歌谣系列——弦剑	桂木制成冠冕，酒神用一支鸢尾谱下岁月为题的乐句，诗曲颂唱，琴弦将遗憾与错误付诸于忍耐和恩慈。指针下，她的独唱穿过黑夜荆棘，叙说无言的思绪。	Assets/Product/Texture/Image/IconToolsSp/E3LyreswordMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3LyreswordMd020011.png	[80217, 80218]	[25270111, 25270112]				Assets/Product/Texture/Image/IconCoating/IconCoating12520001.png
