Id	Name	Repeatable	Type	Quality	UnlockConditionId	EffectGroupId	Description	WorldDesc	Icon	VisionId
114	处刑者的重刃		4	5		40114	攻击力<color=#dbb536>+30%</color>	打败远古文明遗留下的机械体后，所获得的重刃。并非常人所能挥动的武器，在神话时代的大战中，机械体是战争的主力军。	Assets/Product/Texture/Image/IconTools/E2ClaymoreMd060011.png	
115	量贩仿生秘血(小)	1	5	3		40068	直接获取<color=#dbb536>3</color>瓶仿生秘血(用于复活全队/重启关卡）	小瓶装的仿生秘血，鲨鲨特卖特供量贩装，可重复获取	Assets/Product/Texture/Image/UiInfestorExplore/NewEquip064.png	
116	量贩仿生秘血(中)	1	5	4		40069	直接获取<color=#dbb536>6</color>瓶仿生秘血(用于复活全队/重启关卡）	中瓶装的仿生秘血，鲨鲨特卖特供量贩装，可重复获取	Assets/Product/Texture/Image/UiInfestorExplore/NewEquip064.png	
117	量贩仿生秘血(大)	1	5	5		40070	直接获取<color=#dbb536>9</color>瓶仿生秘血(用于复活全队/重启关卡）	大瓶装的仿生秘血，鲨鲨特卖特供量贩装，可重复获取	Assets/Product/Texture/Image/UiInfestorExplore/NewEquip064.png	
118	星核		4	5		40115	战斗开始时获得<color=#dbb536>3组</color>3消球	从虚伪的夜空上坠落的陨星碎片。神话时代时，无名的英雄们曾在浩瀚的星夜中漂流，在孤独的宇宙里寻求着未知的可能性。	Assets/Product/Texture/Image/IconTools/IconActivityConsume2017001.png	
119	真知之药	1	6	3			猩红灵智<color=#dbb536>+8</color>	服用后能加深与世界联系的禁忌秘药。	Assets/Product/Texture/Image/IconTools/IconRougeItem035.png	1
120	解答之书	1	6	4			猩红灵智<color=#dbb536>+12</color>	阅读后能加深与世界联系的禁忌古籍。	Assets/Product/Texture/Image/IconTools/IconRougeItem036.png	2
121	超越之像	1	6	5			猩红灵智<color=#dbb536>+18</color>	持有后能加深与世界联系的禁忌雕像。	Assets/Product/Texture/Image/IconTools/IconRougeItem037.png	3
122	傲慢之印		7	5	1004045	40116	换人冷却<color=#dbb536>-50%</color>，换人后<color=#dbb536>10</color>秒全伤害加成<color=#dbb536>+30%</color>；<color=#d84740>出战位置-1</color>	不知来源的邪恶纹章，在获得力量的同时，也将吞噬你的理智	Assets/Product/Texture/Image/UiInfestorExplore/TBnewEquip001.png	
123	懒惰之印		7	5	1004045	40117	全伤害加成<color=#dbb536>+100%</color>，每秒获得1个球并回复<color=#dbb536>5%</color>生命值；<color=#d84740>无法主动切换角色</color>	不知来源的邪恶纹章，在获得力量的同时，也将吞噬你的理智	Assets/Product/Texture/Image/UiInfestorExplore/TBnewEquip002.png	
124	贪婪之印		7	5	1004045	40118	所有战斗额外产出一个随机收藏品宝箱；<color=#d84740>无法再获得姜饼</color>	不知来源的邪恶纹章，在获得力量的同时，也将吞噬你的理智	Assets/Product/Texture/Image/UiInfestorExplore/TBnewEquip003.png	
125	暴怒之印		7	5	1004045	40119	额外伤害加成<color=#dbb536>+60%</color>，最大生命值<color=#dbb536>+50%</color>；<color=#d84740>无法再获得秘血</color>	不知来源的邪恶纹章，在获得力量的同时，也将吞噬你的理智	Assets/Product/Texture/Image/UiInfestorExplore/TBnewEquip004.png	
126	暴食之印		7	5	1004045	40120	招募券的<color=#dbb536>招募次数+1</color>；<color=#d84740>招募时无法再进行刷新</color>	不知来源的邪恶纹章，在获得力量的同时，也将吞噬你的理智	Assets/Product/Texture/Image/UiInfestorExplore/TBnewEquip005.png	
127	脆刃之剑		7	4	1004045	40121	额外伤害加成<color=#dbb536>+50%</color>，所有<color=#d84740>敌人额外伤害加成+30%</color>	不知来源的邪恶纹章，在获得力量的同时，也将吞噬你的理智	Assets/Product/Texture/Image/UiInfestorExplore/TBnewEquip006.png	
128	鲜血转换		7	4	1004045	40122	每<color=#dbb536>7</color>秒随机获得<color=#dbb536>1组</color>3消球；每秒<color=#d84740>流失3%最大生命</color>	不知来源的邪恶纹章，在获得力量的同时，也将吞噬你的理智	Assets/Product/Texture/Image/UiInfestorExplore/TBnewEquip007.png	
129	供能偏移		7	4	1004045	40123	每秒获得<color=#dbb536>3</color>点必杀能量；<color=#d84740>普攻回复信号球效率减半</color>	不知来源的邪恶纹章，在获得力量的同时，也将吞噬你的理智	Assets/Product/Texture/Image/UiInfestorExplore/TBnewEquip008.png	
130	不动要塞		7	4	1004045	40124	额外伤害减免<color=#dbb536>+50%</color>；移动速度与闪避回复速度<color=#d84740>-50%</color>	不知来源的邪恶纹章，在获得力量的同时，也将吞噬你的理智	Assets/Product/Texture/Image/UiInfestorExplore/TBnewEquip009.png	
131	单独行动		7	4	1004045	40125	额外伤害加成<color=#dbb536>+80%</color>；QTE与换人<color=#d84740>冷却时间+50%</color>	不知来源的邪恶纹章，在获得力量的同时，也将吞噬你的理智	Assets/Product/Texture/Image/UiInfestorExplore/TBnewEquip010.png	
132	激越之红		7	3	1004045	40126	普攻额外伤害加成<color=#dbb536>+40%</color>；消球额外伤害加成<color=#d84740>-20%</color>；集齐三件正面加成翻倍	不知来源的邪恶纹章，在获得力量的同时，也将吞噬你的理智	Assets/Product/Texture/Image/UiInfestorExplore/TBnewEquip011.png	
133	静谧之蓝		7	3	1004045	40127	消球额外伤害加成<color=#dbb536>+40%</color>；必杀额外伤害加成<color=#d84740>-20%</color>；集齐三件正面加成翻倍	不知来源的邪恶纹章，在获得力量的同时，也将吞噬你的理智	Assets/Product/Texture/Image/UiInfestorExplore/TBnewEquip012.png	
134	漆黑之影		7	3	1004045	40128	必杀额外伤害加成<color=#dbb536>+40%</color>；普攻额外伤害加成<color=#d84740>-20%</color>；集齐三件正面加成翻倍	不知来源的邪恶纹章，在获得力量的同时，也将吞噬你的理智	Assets/Product/Texture/Image/UiInfestorExplore/TBnewEquip013.png	
135	先攻极化		7	3	1004045	40129	进攻、先锋型伤害加成<color=#dbb536>+40%</color>；装甲型伤害加成<color=#d84740>-20%</color>；集齐三件正面加成翻倍	不知来源的邪恶纹章，在获得力量的同时，也将吞噬你的理智	Assets/Product/Texture/Image/UiInfestorExplore/TBnewEquip014.png	
136	坚盾极化		7	3	1004045	40130	装甲型伤害加成<color=#dbb536>+40%</color>；辅助、增幅型伤害加成<color=#d84740>-20%</color>；集齐三件正面加成翻倍	不知来源的邪恶纹章，在获得力量的同时，也将吞噬你的理智	Assets/Product/Texture/Image/UiInfestorExplore/TBnewEquip015.png	
137	后援极化		7	3	1004045	40131	辅助、增幅型伤害<color=#dbb536>+40%</color>；进攻、先锋型伤害加成<color=#d84740>-20%</color>；集齐三件正面加成翻倍	不知来源的邪恶纹章，在获得力量的同时，也将吞噬你的理智	Assets/Product/Texture/Image/UiInfestorExplore/TBnewEquip016.png	
138	猩红残卷		7	5	1004045		让你感知到<color=#d84740>猩红灵智</color>	由匿迹已久的猩红教会代代相传的禁忌知识，如今只剩下残言片语。猩红教会自创立以来一直致力于研究猩红生物，认为其揭示了世界的本质。	Assets/Product/Texture/Image/IconTools/IconRougeItem030.png	5
139	无限暗之烙印		7	5	1004045		你获得了<color=#d84740>少女的认可</color>	由少女烙下的烙印，承载着某种智慧	Assets/Product/Texture/Image/IconTools/IconRougeItem031.png	
140	好喝的奶昔		7	4			可以用来吸引<color=#d84740>传说中的怪物</color>	用秘制方法调配而成的饮料，据说能吸引某个神话中的生物。	Assets/Product/Texture/Image/IconTools/IconRougeItem032.png	
141	友谊的证明！		7	5		40141	鲨鲨特卖中所有商品都将提供<color=#dbb536>100%</color>的优惠！	与某位传说中的生物战斗后被赠予的证明。正所谓不打不相识，拳头是能最深刻了解彼此的方式。	Assets/Product/Texture/Image/IconTools/IconRougeItem033.png	
142	教会枪饰		7	4		40142	攻击力<color=#dbb536>+20%</color>，全元素伤害加成<color=#dbb536>+40%</color>	教会骑士所使用的武器上曾缠绕的装饰。教会骑士是灾变后第一批探索世界的先驱者，枪饰象征着骑士过去所得到的的荣誉。	Assets/Product/Texture/Image/IconTools/IconRougeItem034.png	
143	无限光之烙印		7	5	1004045		你坚定了与<color=#d84740>猩红对抗的信念</color>	由人类重新铸造的烙印，承载着某种意志的光辉。	Assets/Product/Texture/Image/IconTools/IconRougeItem039.png	
