Id	Name	ChildComboId	EffectDescription	ConditionDesc	ConditionLevel	ConditionNum	IsDecay	EffectId	EffectValid	EffectTarget	Quality
3093	离群-3阶	309	每次换人永久提升<color=#dbb536>40%</color>额外伤害加成，最高叠加至<color=#dbb536>200%</color>\n并继承所有<color=#dbb536>2级</color>羁绊效果	离群成员总星级达 <color=#dbb536>6星</color>	6	1		[30091, 30092, 30093]	[3091, 3091, 3091]	[1, 1, 1]	5
3094	离群-4阶	309	换人后<color=#dbb536>进入超算</color>，获取<color=#dbb536>100</color>必杀能量与3组同色信号球\n并继承所有<color=#dbb536>3级</color>羁绊效果	离群成员总星级达 <color=#dbb536>8星</color>	8	1		[30091, 30092, 30093, 30094]	[3091, 3091, 3091, 3091]	[1, 1, 1, 1]	6
2111	往时鹭影-1阶	211	闪避上限增加<color=#dbb536>200点</color>；在进行<color=#dbb536>闪避动作</color>时释放<color=#dbb536>治愈脉冲</color>，对<color=#dbb536>半径6M</color>内的所有友方单位提供当前角色<color=#dbb536>25%</color>攻击力的治疗+<color=#dbb536>20%</color>的免伤效果，效果持续<color=#dbb536>4秒</color>，触发<color=#dbb536>冷却时间6秒</color>（不可叠加，重复触发重计冷却时间）	往时鹭影成员总星级达 <color=#dbb536>2星</color>	2	1		[20111]	[2111]	[1]	3
2112	往时鹭影-2阶	211	闪避上限增加<color=#dbb536>400点</color>；一阶段提供的治愈脉冲所有<color=#dbb536>效果/持续时间翻倍</color>，并且额外提供<color=#dbb536>50%</color>的额外伤害加成，<color=#dbb536>取消触发冷却</color>（不可叠加，重复触发重计冷却时间）	往时鹭影成员总星级达 <color=#dbb536>4星</color>	4	1		[20111, 20112]	[2111, 2111]	[1, 1]	4
2121	叠时共振-1阶	212	触发超算空间后，其他时间线的里将进行<color=#dbb536>1次支援打击</color>，每次打击造成<color=#dbb536>500%当前角色倍率</color>的伤害，并使受击单位<color=#dbb536>受到的伤害提升30%</color>，可叠加<color=#dbb536>2层</color>，持续时长无限。触发冷却时间3秒	叠时共振成员总星级达 <color=#dbb536>1星</color>	1	1		[20121]	[2121]	[1]	3
2122	叠时共振-2阶	212	触发超算空间后，其他时间线的里将进行<color=#dbb536>3次支援打击</color>，每次打击造成<color=#dbb536>500%当前角色倍率</color>的伤害，并使受击单位<color=#dbb536>受到的伤害提升30%</color>，可叠加<color=#dbb536>6层</color>，持续时长无限。触发冷却时间3秒	叠时共振成员总星级达 <color=#dbb536>2星</color>	2	1		[20122]	[2121]	[1]	4
2131	剑御雷鸣-1阶	213	进行闪避后，深红囚影将释放<color=#dbb536>剑气攻击支援</color>，造成<color=#dbb536>2000%当前角色倍率</color>的真实伤害，并在<color=#dbb536>6秒</color>内获得<color=#dbb536>50%</color>普攻额外伤害加成；冷却<color=#dbb536>12</color>秒	剑御雷鸣成员总星级达 <color=#dbb536>1星</color>	1	1		[20131]	[2132]	[1]	3
2132	剑御雷鸣-2阶	213	1级羁绊的剑气触发冷却降低至<color=#dbb536>8</color>秒；\n每次<color=#dbb536>剑气攻击支援</color>后，获得<color=#dbb536>20%</color>额外伤害加成，持续时间无限，最多可叠加至<color=#dbb536>100%</color>；\n并继承所有<color=#dbb536>1级</color>羁绊效果	剑御雷鸣成员总星级达 <color=#dbb536>2星</color>	2	1		[20131, 20132]	[2132, 2132]	[1, 1]	4
2141	九龙商会-1阶	214	在场角色每次进行<color=#dbb536>三消</color>时，自身<color=#dbb536>最大生命值都将提升3%</color>，最多可<color=#dbb536>叠加50次</color>	九龙商会成员总星级达 <color=#dbb536>2星</color>	2	1		[20141]	[2141]	[1]	3
2142	九龙商会-2阶	214	在场角色<color=#dbb536>每1000点最大生命值</color>，都将<color=#dbb536>提升7.5%造成的伤害</color>，最多可<color=#dbb536>叠加20次</color>	九龙商会成员总星级达 <color=#dbb536>4星</color>	4	1		[20141, 20142]	[2141, 2141]	[1, 1]	4
