Id	EventId	StepId	NextStepId	Type	FightNodeId	EffectGroupId	StepRewardItemType	StoryId	StepRewardItemId	StepRewardItemCount	OptionDesc	OptionDownDesc	OptionIcon	OptionType	OptionItemType	OptionItemId	OptionItemCount	OptionNextStepGroupId	OptionCondition	Title	TitleContent	RoleIcon	RoleName	RoleContent	EventDesc	ConfirmContent	BgAsset
64	119	1191	1192	1																谨听忠告	你遇到了一名幸存者		要塞深处	危险似乎越来越接近了	要塞中，某个没有巡逻机械出没的安全屋内，似乎已有一名先来的到访者——一名衣衫褴褛的男子颓废地依靠在墙壁上，神情憔悴，斗志尽失。	继续	Assets/Product/Texture/Image/BgStory/Bgstory409.jpg
65	119	1192	1193	1																谨听忠告	你遇到了一名幸存者		要塞深处	危险似乎越来越接近了	他见你初来乍到，便与你讲起这座要塞的历史——这是神话时代的大战遗留下的遗迹，也是承载着远古文明科技的硕大墓碑。无数秘密被重重机关所掩埋，唯有失去控制的智慧机械在要塞内游荡。	继续	Assets/Product/Texture/Image/BgStory/Bgstory409.jpg
66	119	1193		2							{1: '选择获得更多姜饼', 2: '选择招募更多同伴'}	{1: '5颗姜饼', 2: '招募同伴'}		{1: 3, 2: 3}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 11931, 2: 11932}		谨听忠告	你遇到了一名幸存者		要塞深处	危险似乎越来越接近了	男子秉承教会的旨意，前来发掘这座要塞之中的秘密，但这只远征队折戟沉沙，如今仅剩下他一人，他再也无力亲身探索要塞的深处，只得为不愿回头的后继者提供一些物质上的帮助。	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory409.jpg
67	119	1194		3			1		{1: 96119}	{1: 9}										谨听忠告	你接受了他的帮助		要塞深处	危险似乎越来越接近了	你取走了一些男子积攒下的姜饼，便朝着要塞的更深处离开了。	收集补给	Assets/Product/Texture/Image/BgStory/Bgstory409.jpg
68	119	1195		3			4		{1: 9001}	{1: 1}										谨听忠告	你接受了他的帮助		要塞深处	危险似乎越来越接近了	你从男子那儿得到了一些其他身处要塞之中探险者的情报，这似乎可以扩充你的队伍。	招募同伴	Assets/Product/Texture/Image/BgStory/Bgstory409.jpg
69	120	1201		2							{1: '用10颗姜饼购买“红泪滴吊坠”', 2: '用10颗姜饼购买“蓝泪滴吊坠”', 3: '表示自己有“玛琳之石”', 4: '表示自己没有宝石'}	{1: '10颗姜饼', 2: '10颗姜饼', 3: '玛琳之石', 4: '离开这里'}		{1: 1, 2: 1, 3: 2, 4: 3}	{1: 1, 2: 1, 3: 2, 4: 0}	{1: 96119, 2: 96119, 3: 96, 4: 0}	{1: 10, 2: 10, 3: 1, 4: 0}	{1: 12011, 2: 12012, 3: 12013, 4: 12014}		珠宝猎人	你遇到了珠宝猎人	Assets/Product/Texture/Image/RoleStory/TongyonggongzuorenyuanNormal01.png	珠宝猎人	嘿，我这里有些不太一样的东西，要来看看么	一名衣着严密的黑衣男子与你在堡垒中偶遇。他称自己是一名热衷于收藏并交换珍稀珠宝的探险家，正准备前往海底探寻未知的宝藏，并表示自己很乐意与你互通有无。	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory405.jpg
70	120	1202		3			2		{1: 101}	{1: 1}										珠宝猎人	你与珠宝猎人达成了交易	Assets/Product/Texture/Image/RoleStory/TongyonggongzuorenyuanNormal01.png	珠宝猎人	非常感谢，非常感谢，与你交易非常开心	你与黑衣男子达成了愉快的交易，并收下了他的红泪滴吊坠。	收下吊坠	Assets/Product/Texture/Image/BgStory/Bgstory405.jpg
71	120	1203		3			2		{1: 102}	{1: 1}										珠宝猎人	你与珠宝猎人达成了交易	Assets/Product/Texture/Image/RoleStory/TongyonggongzuorenyuanNormal01.png	珠宝猎人	非常感谢，非常感谢，与你交易非常开心	你与黑衣男子达成了愉快的交易，并收下了他的蓝泪滴吊坠。	收下吊坠	Assets/Product/Texture/Image/BgStory/Bgstory405.jpg
72	120	1204		3			2		{1: 101, 2: 102}	{1: 1, 2: 1}										珠宝猎人	你与珠宝猎人达成了交易	Assets/Product/Texture/Image/RoleStory/TongyonggongzuorenyuanNormal01.png	珠宝猎人	非常感谢，非常感谢，与你交易非常开心	你与黑衣男子达成了愉快的交易，并收下了他的红泪滴吊坠与蓝泪滴吊坠。	收下吊坠	Assets/Product/Texture/Image/BgStory/Bgstory405.jpg
73	120	1205		1		150005														珠宝猎人	你表示没有东西可供交换	Assets/Product/Texture/Image/RoleStory/TongyonggongzuorenyuanNormal01.png	珠宝猎人	没有啊。。。好吧。。。我要继续去寻找宝石了。。。	你表示没有可供交换的宝物，珠宝猎人失望的离开了	继续旅途	Assets/Product/Texture/Image/BgStory/Bgstory405.jpg
74	120	1206		2							{1: '同意交换', 2: '拒绝交换'}	{1: '进行交换', 2: '拒绝他'}		{1: 1, 2: 3}	{1: 2, 2: 0}	{1: 96, 2: 0}	{1: 1, 2: 0}	{1: 12061, 2: 12062}		珠宝猎人	珠宝猎人的眼睛闪闪发光	Assets/Product/Texture/Image/RoleStory/TongyonggongzuorenyuanNormal01.png	珠宝猎人	等等。。。这是。。我愿意用我所有的宝石与你交换！	男子对你手中持有的这枚戒指展现了浓厚的兴趣，并表示他愿意用自己手头所有的珠宝（红/蓝泪滴吊坠）来交换玛琳之石。	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory405.jpg
75	120	1207		2							{1: '同意交换', 2: '拒绝交换'}	{1: '进行交换', 2: '拒绝他'}		{1: 1, 2: 3}	{1: 2, 2: 0}	{1: 96, 2: 0}	{1: 1, 2: 0}	{1: 12071, 2: 12072}		珠宝猎人	珠宝猎人正在挽留你的决定	Assets/Product/Texture/Image/RoleStory/TongyonggongzuorenyuanNormal01.png	珠宝猎人	不愿意吗？我再加上这个宝石，这发誓这些真的是我的全部了	男子见你不为所动，急忙拦住你，声称自己可以额外在多提供一颗黄泪滴吊坠。	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory405.jpg
76	120	1208		3			2		{1: 101, 2: 102, 3: 103}	{1: 1, 2: 1, 3: 1}										珠宝猎人	珠宝猎人欣喜若狂	Assets/Product/Texture/Image/RoleStory/TongyonggongzuorenyuanNormal01.png	珠宝猎人	好好好，您愿意跟我交换就好。。非常感谢	黑衣男子虽然有些不舍，但最终还是和你达成了交易。	收下吊坠	Assets/Product/Texture/Image/BgStory/Bgstory405.jpg
77	120	1209		1		150005														珠宝猎人	珠宝猎人嚎啕大哭	Assets/Product/Texture/Image/RoleStory/TongyonggongzuorenyuanNormal01.png	珠宝猎人	不。。。。。您真的不再考虑一下了么。。别走啊。。别。。。	你拒绝了男子的劝诱，选择留下这枚宝石。	继续旅途	Assets/Product/Texture/Image/BgStory/Bgstory405.jpg
78	121	1211		2							{1: '取走诅咒的古籍', 2: '研究未解读的古籍', 3: '无视并离开'}	{1: '取走古籍', 2: '花费秘血', 3: '离开这里'}		{1: 3, 2: 1, 3: 3}	{1: 0, 2: 2, 3: 0}	{1: 0, 2: 104, 3: 0}	{1: 0, 2: 1, 3: 0}	{1: 12111, 2: 12112, 3: 12113}		名为“禁忌”的睿智	你进入了隐秘监牢		隐秘监牢	只有滴答的水声	你在隧道深处发现了一间隐蔽的监牢，一具已经腐烂多年的尸体正被镣铐拴在墙上。尸体的脚边落着一本散发着诅咒气息的古籍，上面似乎记载着某种古老语言的学习方法。	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory437.jpg
79	121	1212		3		150006	2		{1: 99}	{1: 1}										名为“禁忌”的睿智	你进入了隐秘监牢		隐秘监牢	你带上了被诅咒的力量	你取走了那本受诅咒的古籍，禁忌的知识能带来力量，但也需要付出相应的代价。	收下古籍	Assets/Product/Texture/Image/BgStory/Bgstory437.jpg
80	121	1213		3		150006	2		{1: 100}	{1: 1}										名为“禁忌”的睿智	你进入了隐秘监牢		隐秘监牢	你转化了被诅咒的力量	你静下心来，彻夜研究这本古籍中的知识，惊奇地发现，其中的语言正好能够解读学者赠送给你的古籍。你解开了古籍中的秘密，成功窥得无上睿智的一角。	转化古籍	Assets/Product/Texture/Image/BgStory/Bgstory437.jpg
81	121	1214		1																名为“禁忌”的睿智	你进入了隐秘监牢		隐秘监牢	只有滴答的水声	你深知和这些禁忌的智慧扯上关系并非上策，便匆匆离开了这里。	继续旅途	Assets/Product/Texture/Image/BgStory/Bgstory437.jpg
82	122	1221		2							{1: '直面它（进入艰难的战斗）', 2: '避开它'}			{1: 3, 2: 3}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 12211, 2: 12212}		处刑者	你发现了远处的威胁	Assets/Product/Texture/Image/RoleStory/WuzangNormal01.png	处刑者阿尔格雷翁	。。。侦测中。。。	远古文明遗留下的造物在要塞里徘徊，拥有自我智慧的机械挥舞着重型大剑，斩断一切试图通过此处的入侵者。	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory417.jpg
83	122	1222		5	70031															处刑者	你决定发起挑战	Assets/Product/Texture/Image/RoleStory/WuzangNormal01.png	处刑者阿尔格雷翁	。。。。已侦测到不明单位接近。。进入战斗状态。。。	这么危险的机械决不能再继续存在下去，是时候结束它的使命了	准备战斗！	Assets/Product/Texture/Image/BgStory/Bgstory417.jpg
84	122	1223		1																处刑者	你决定避开挑战	Assets/Product/Texture/Image/RoleStory/WuzangNormal01.png	处刑者阿尔格雷翁	。。。侦测中。。。未发现任何生命迹象。。。。	如此危险的机械，避开它应该是更好的选择	继续旅途	Assets/Product/Texture/Image/BgStory/Bgstory417.jpg
85	123	1231		2							{1: '使用3瓶秘血医治他', 2: '无视并离开此处'}	{1: '治疗他', 2: '离开此处'}		{1: 1, 2: 3}	{1: 1, 2: 0}	{1: 96120, 2: 0}	{1: 3, 2: 0}	{1: 12311, 2: 12312}		生还的战士	你遇到了奄奄一息的战士	Assets/Product/Texture/Image/RoleStory/ShibingNormal01.png	受伤的战士	能。。能救救我么。。。	一名负伤累累的战士倒在了隧道尽头的房间之中，从他的衣着判断，似乎是来自教会远征队的一员。如果不能得到医治，他恐怕支撑不了太长时间。	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory516.jpg
86	123	1232		2							{1: '鼓励他与自己同行', 2: '他返回地面养伤'}	{1: '进行招募', 2: '让他返回'}		{1: 3, 2: 3}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 12321, 2: 12322}		生还的战士	你救下了他	Assets/Product/Texture/Image/RoleStory/ShibingNormal01.png	受伤的战士	感谢你救了我一命，我给你讲述一下刚刚发生的事情吧。。。	你为那名侥幸活命的战士止血并包扎伤口，很快，他的伤势稳定下来，并跟你讲述他的遭遇。远征队在与守护者的战斗中被消灭殆尽，他在这片诡异的隧道之中不知徘徊了多久，却一直无法找到通往核心地带的道路。他劝告你不要再继续前进，因为深海的终焉并非凡人能触及的领域。	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory516.jpg
87	123	1233		1																生还的战士	你也没有办法	Assets/Product/Texture/Image/RoleStory/ShibingNormal01.png	受伤的战士	我明白，你也没有多余的补给了，去吧，不要管我了	战士的惨状让你触目惊心，可你也没有多余的物资帮助他，只能狠心离开了这里。	继续旅途	Assets/Product/Texture/Image/BgStory/Bgstory516.jpg
88	123	1234		3			4		{1: 9002}	{1: 1}										生还的战士	你选择了他	Assets/Product/Texture/Image/RoleStory/ShibingNormal01.png	受伤的战士	感谢你还能相信我的能力，我一定会全力战斗的	你认为战士丰富的经验能帮上忙，便劝说他再次和你一同潜入深海。战士没有犹豫，直接同意了你的请求。	招募同伴	Assets/Product/Texture/Image/BgStory/Bgstory516.jpg
89	123	1235		3			3		{1: 2}	{1: 1}										生还的战士	你选择了补给	Assets/Product/Texture/Image/RoleStory/ShibingNormal01.png	受伤的战士	如果你执意还要前进的话，从装备箱中挑一件吧，会帮上你的	你感谢战士的劝告，但你的脚步不可能在此停下。于是他将自己的装备托付给你，希望这些能为你多谋求一丝生机。	打开箱子	Assets/Product/Texture/Image/BgStory/Bgstory516.jpg
90	124	1241		2							{1: '获取医疗物资', 2: '拆解这台机器人'}	{1: '获得秘血', 2: '拆解他'}		{1: 3, 2: 3}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 12411, 2: 12412}		最终医疗	你遇到了一台医疗机器人	Assets/Product/Texture/Image/RoleStory/BoerpuNormal04.png	医疗机器人MK-1	您。是否。。需要医医。。疗协助。	前时代的商用医疗机器人在隧道中徘徊，内部储存的医疗物资似乎还剩几份，或者，你也可以将它拆解，看看里面有啥有用的玩意？	下定决心	Assets/Product/Texture/Image/BgStory/BgStory570.jpg
91	124	1242		3			1		{1: 96120}	{1: 3}										最终医疗	你接受了治疗	Assets/Product/Texture/Image/RoleStory/BoerpuNormal04.png	医疗机器人MK-1	电电电电能不足。。正在。。关机。。。。。	医疗机械在吐出医疗储备的同时，也耗尽了自己最后的电量。	收下补给	Assets/Product/Texture/Image/BgStory/BgStory570.jpg
92	124	1243		3			3		{1: 1}	{1: 1}										最终医疗	你拆解了机器人	Assets/Product/Texture/Image/RoleStory/BoerpuNormal04.png	医疗机器人MK-1	。。。。。。。。。。。。	你花了一些功夫将这台机器彻底拆解，发现了它的贮藏库	打开贮藏	Assets/Product/Texture/Image/BgStory/BgStory570.jpg
93	125	1251		2							{1: '拾起邀请函'}	{1: '进行招募'}		{1: 3}	{1: 0}	{1: 0}	{1: 0}	{1: 12511}		废弃圆桌	你闯入了不属于这里的地方		圆桌大厅	气氛庄严而又沉重	你误打误撞地打开了隧道内的一扇机关门。门内的布置和外界截然不同，巨大的圆桌置于房间中央，古朴而肃穆。这里似乎是所有离群者梦寐以求的起源与终焉，圆桌之上，最后的邀请函正等待着你打开。	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory529.jpg
94	125	1252		3			4		{1: 9001}	{1: 1}										废弃圆桌	你离开了不属于这里的地方		圆桌大厅	气氛庄严而又沉重	你我都不是孤身一人，渡厄者。——邀请函上留下了这样的字迹。	招募同伴	Assets/Product/Texture/Image/BgStory/Bgstory529.jpg
95	126	1261		2							{1: '取走姜饼', 2: '取走秘藏品'}	{1: '获得姜饼', 2: '获得秘藏品'}		{1: 3, 2: 3}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 12611, 2: 12612}		燃尽的营火	你找到了其他渡厄者的营地		废弃的营地	营火连一点火星都不再剩下	一簇早已燃烧殆尽的营火出现在隧道的一角，营火的主人似乎早已离开。但他留下了一些秘藏品和姜饼，并附有一张内容简洁明了的字条：留给下一个，以及下下一个。	下定决心	Assets/Product/Texture/Image/BgStory/BgStory568.jpg
96	126	1262		3			1		{1: 96119}	{1: 12}										燃尽的营火	你取走了物资		废弃的营地	你感受到了一丝丝的温暖	你遵从字条的叮嘱，取走了物资，并将秘藏品留给下一个可能来访的人。	收下物资	Assets/Product/Texture/Image/BgStory/BgStory568.jpg
97	126	1263		3			3		{1: 1}	{1: 1}										燃尽的营火	你取走了秘藏品		废弃的营地	你感受到了一丝丝的温暖	你遵从字条的叮嘱，取走了秘藏品，并将物资留给下一个可能来访的人。	选取秘藏品	Assets/Product/Texture/Image/BgStory/BgStory568.jpg
98	127	1271		2							{1: '取走作为祭品的秘血', 2: '取走作为祭品的刀剑', 3: '试着解读碑文（需激活灵智）'}	{1: '获得秘血', 2: '获得圣器', 3: '获得圣器'}		{1: 3, 2: 3, 3: 3}	{1: 0, 2: 0, 3: 0}	{1: 0, 2: 0, 3: 0}	{1: 0, 2: 0, 3: 0}	{1: 12711, 2: 12712, 3: 12713}	{3: 1005046}	破损的神碑	你发现了神秘的遗迹		神秘的遗迹	神秘而幽深	破损的神碑屹立在隧道深处，远古的碑文磨损得难以辨认。祭祀它的人早已不在，唯有不会被取走的祭品盛放在这幽深的一隅。	下定决心	Assets/Product/Texture/Image/BgStory/BgStory571.jpg
99	127	1272		3			1		{1: 96120}	{1: 5}										破损的神碑	你取走了祭坛的祭品		神秘的遗迹	是时候离开了	你取走了作为祭品的秘血，把它当作跨越了千年的馈赠吧。	收下物资	Assets/Product/Texture/Image/BgStory/BgStory571.jpg
100	127	1273		3			2		{1: 108}	{1: 1}										破损的神碑	你取走了祭坛的刀剑		神秘的遗迹	是时候离开了	你取走了作为祭品的刀剑，远古时期的铸剑技术与现在截然不同，想必它能发挥不同于寻常武器的作用。	选择圣器	Assets/Product/Texture/Image/BgStory/BgStory571.jpg
101	127	1274		3			7		{1: 6}	{1: 1}										破损的神碑	你取走了祭坛的刀剑		神秘的遗迹	是时候离开了	你试着解读神碑上的古老文字，辉煌一时的文明被突如其来的天灾所毁灭，时代的残章只得以这样的方式呈现在你的眼前，在这过程中，你似乎汲取到了一些思想	领悟灵智	Assets/Product/Texture/Image/BgStory/BgStory571.jpg
102	128	1281		2							{1: '接受烙印', 2: '拒绝并离开'}	{1: '获得诅咒', 2: '离开此处'}		{1: 3, 2: 3}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 12811, 2: 12812}		无之烙印	你发现了诡异的殿堂		诡异的殿堂	恶魔的雕像矗立于此	在与通往海底截然不同的另一条道路的尽头，一尊破败的恶魔雕像矗立于此，雕像手持永不会熄灭的烙铁，仿佛在等待着有人主动继承那被封存起来的禁忌烙印。	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory425.jpg
103	128	1282		3			2		{1: 94}	{1: 1}										无之烙印	你接受了烙印		诡异的殿堂	雕像变的赤红	你伸出左臂，让古老的诅咒在你的体内降临。永不磨灭的烙痕无时无刻不在灼烧着你的身体。你忍耐着痛苦，离开了这里	吸收烙印	Assets/Product/Texture/Image/BgStory/Bgstory425.jpg
104	128	1283		1																无之烙印	你拒绝了烙印		诡异的殿堂	此处不宜久留	柯蕾多尔阻止了你的举动，这份诅咒并不是像你这样的人能够承受的事物。	继续旅途	Assets/Product/Texture/Image/BgStory/Bgstory425.jpg
105	129	1291		2							{1: '使用3瓶秘血暴力获取宝石', 2: '将玛琳之石镶嵌到右眼中', 3: '什么也不做，离开这里'}	{1: '消耗秘血', 2: '镶嵌宝石', 3: '离开此处'}		{1: 1, 2: 2, 3: 3}	{1: 1, 2: 2, 3: 0}	{1: 96120, 2: 96, 3: 0}	{1: 3, 2: 1, 3: 0}	{1: 12911, 2: 12912, 3: 12913}		加冕者雕像	你观察到了雕像		加冕者雕像	屹立不动	穿过一处幽邃而漫长的隧道后，你看到一尊展现将受加冕者形象的雕像屹立在隧道的尽头。雕像的左眼镶嵌着一枚散发着夺目紫光的宝钻，右眼却像缺失了什么似的空无一物。你仔细确认之后，发现雕像内似乎暗藏着某种机关。	下定决心	Assets/Product/Texture/Image/BgStory/BgStory579.jpg
106	129	1292		3			2		{1: 98}	{1: 1}										加冕者雕像	你毁坏了雕像		加冕者雕像	屹立不动	你通过蛮力破坏了雕像的机关，但那也对宝石造成了一定损伤。	取下宝石	Assets/Product/Texture/Image/BgStory/BgStory579.jpg
107	129	1293		1																加冕者雕像	你离开了这里		加冕者雕像	屹立不动	你对这个雕像并不感兴趣，还是旅途更要紧	继续旅途	Assets/Product/Texture/Image/BgStory/BgStory579.jpg
108	129	1294		2							{1: '取回玛琳之石', 2: '拿取幽潮紫晶石'}	{1: '取回宝石', 2: '获取宝石'}		{1: 3, 2: 1}	{1: 0, 2: 2}	{1: 0, 2: 96}	{1: 0, 2: 1}	{1: 12941, 2: 12942}		加冕者雕像	雕像的暗槽凸显出来		加冕者雕像	暗槽在咔咔作响	一阵沉闷的声响之后，雕像内部的暗槽打开，你理解了雕像机关的机制，这意味着你要在左眼与右眼上镶嵌着的宝石中做出抉择。	下定决心	Assets/Product/Texture/Image/BgStory/BgStory579.jpg
109	129	1295		1		150009														加冕者雕像	雕像的暗槽收缩回去		加冕者雕像	暗槽在咔咔作响	你对这枚宝石似乎怀有一份莫名的留恋，便选择继续留下了它。	继续旅途	Assets/Product/Texture/Image/BgStory/BgStory579.jpg
110	129	1296		3			2		{1: 97}	{1: 1}										加冕者雕像	雕像的暗槽收缩回去		加冕者雕像	暗槽在咔咔作响	你似乎更喜欢那枚闪着紫光的宝钻，便选择将它拿走。	继续旅途	Assets/Product/Texture/Image/BgStory/BgStory579.jpg
111	130	1301		2							{1: '直面它（进入艰难的战斗）', 2: '避开它'}	{1: '进行挑战', 2: '离开此处'}		{1: 3, 2: 3}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 13011, 2: 13012}		名为“疯狂”的终末	你发现了远处的威胁	Assets/Product/Texture/Image/RoleStory/JiabailieNormal01.png	愚钝者·别西卜	知识。。。。我需要更多知识。。。	无数人在探求世界根源的路途上丧失了自我，眼前这位陷入癫狂的青年明显也是其中之一。	下定决心	Assets/Product/Texture/Image/BgStory/BgStory568.jpg
112	130	1302		5	70041															名为“疯狂”的终末	你决定发起挑战	Assets/Product/Texture/Image/RoleStory/JiabailieNormal01.png	愚钝者·别西卜	你。。。也想转化为我的知识么。。。	是时候终结这些畸形的罪孽了	准备战斗！	Assets/Product/Texture/Image/BgStory/BgStory568.jpg
113	130	1303		1																名为“疯狂”的终末	你发现了远处的威胁	Assets/Product/Texture/Image/RoleStory/JiabailieNormal01.png	愚钝者·别西卜	知识。。。。。知识。。。。。	未来的艰难困苦还是未知数，就不在这里冒风险了	继续旅途	Assets/Product/Texture/Image/BgStory/BgStory568.jpg
114	131	1311		2							{1: '放置10颗姜饼在祭坛之上', 2: '你对这些祭坛毫无兴趣'}	{1: '消耗姜饼', 2: '离开此处'}		{1: 1, 2: 3}	{1: 1, 2: 0}	{1: 96119, 2: 0}	{1: 10, 2: 0}	{1: 13111, 2: 13112}		猩红祭坛	你发现了奇怪的祭坛		血色祭坛	它渴求贡品	一座暗红色的祭坛摆放在博物馆的一角，祭坛的表面刻满了传说中各种猩红生物的浮雕。祭坛底部似乎暗藏机关，需要奉上些什么才能启动。	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory625.jpg
115	131	1312		3			3		{1: 2}	{1: 1}										猩红祭坛	你献上了贡品		血色祭坛	它已饱食	你为祭坛放上几枚钱币，底部的机关随之打开。原先被隐藏起来的祭品也随着机关转动摆放在你的面前。	收下祭品	Assets/Product/Texture/Image/BgStory/Bgstory625.jpg
116	131	1313		1																猩红祭坛	你离开了这里		血色祭坛	它亦空虚	你无视了这个气氛诡异的祭坛，转身离开。	继续旅途	Assets/Product/Texture/Image/BgStory/Bgstory625.jpg
117	132	1321		2							{1: '使用3瓶秘血补全画作', 2: '默默离开这里'}	{1: '消耗秘血', 2: '离开此处'}		{1: 1, 2: 3}	{1: 1, 2: 0}	{1: 96120, 2: 0}	{1: 3, 2: 0}	{1: 13211, 2: 13212}		另一片星空	你发现了空缺的星空		星空之墙	她亦残缺	博物馆的某个开阔的空间之内，巨大的壁画填满了整个穹顶。画上描绘着璀璨的星群与静谧的夜空，但那巨大天空似乎缺少了关键的一角。	下定决心	Assets/Product/Texture/Image/BgStory/BgStory590.jpg
118	132	1322		3			2		{1: 118}	{1: 1}										另一片星空	你用仿生秘血重新填补		星空之墙	她已完整	你用秘血代替颜料，将那缺损的天空补充完整。此时，画上的群星突然爆发出异样的光彩，穹顶裂开一片，从中落下一颗坠星的残骸。那似乎是某个不属于地上的外来文明留下的产物。	获得圣器	Assets/Product/Texture/Image/BgStory/BgStory590.jpg
119	132	1323		1																另一片星空	你离开了这里		星空之墙	她在哭泣	你认为自己没有能力修补如此宏伟的画作，便默默地离开了这里。	继续旅途	Assets/Product/Texture/Image/BgStory/BgStory590.jpg
120	133	1331		2							{1: '取走残留的姜饼', 2: '取走留下的邀请函'}	{1: '获得姜饼', 2: '进行招募'}		{1: 3, 2: 3}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 13311, 2: 13312}		猩红圣女	你发现了秘教礼堂		秘教礼堂	幽静而空虚	一间小小的礼堂被建在博物馆的深处，这里藏匿着古代祭祀猩红生物的禁忌密教。废弃的礼堂之中，身着绯红长袍的少女静静地瘫坐在椅子上，在此，密教的最后一名继承者也彻底断绝了生机。	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory622.jpg
121	133	1332		3			1		{1: 96119}	{1: 9}										猩红圣女	你取得了遗产		秘教礼堂	幽静而空虚	密教留下了规模不小的遗产，这虽然是笔不义之财，但也许你可以将其用在更为正确的地方。	收下姜饼	Assets/Product/Texture/Image/BgStory/Bgstory622.jpg
122	133	1333		3			4		{1: 9001}	{1: 1}										猩红圣女	你拿走了秘录		秘教礼堂	幽静而空虚	你取走了一份密教制成的目录，目录之上还附有整个深海区域的地图。博物馆的构造比你想象得要复杂广阔得多，而圆桌会的脚步也在最深处回荡。或许你能从某些地方找到尚未被猩红腐化的幸存者。	进行招募	Assets/Product/Texture/Image/BgStory/Bgstory622.jpg
123	134	1341		2							{1: '清理战场', 2: '搜寻四周'}	{1: '寻找秘藏', 2: '寻找同伴'}		{1: 3, 2: 3}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 0, 2: 0}	{1: 13411, 2: 13412}		战火的残余	你发现了战场的遗迹		战场遗迹	满是疮痍	在穿过一条逼仄的走廊之后，你忽然来到一处无比广阔的空间。这似乎是一座古战场的遗迹，无数猩红生物的尸首与机械的残骸混杂在一起，即使那场旷日的大战已结束了数千年，这副光景仍然触目惊心。	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory341.jpg
124	134	1342		3			3		{1: 1}	{1: 1}										战火的残余	你清理了战场		战场遗迹	满是疮痍	你探索了这片战争的遗迹，虽然这里已经沉寂了千年的时光，但似乎还是有不少东西能为你派上用场。	选择秘藏品	Assets/Product/Texture/Image/BgStory/Bgstory341.jpg
125	134	1343		3			4		{1: 9001}	{1: 1}										战火的残余	你尝试搜寻其他人的踪迹		战场遗迹	满是疮痍	你探索了这片古战场的周围，几位来自古老圆桌的探索者与你相逢，他们在遗迹附近搭建起了自己的营地，在厌倦了长达数十年的游荡之后，他们似乎也很乐意加入你的队伍。	招募同伴	Assets/Product/Texture/Image/BgStory/Bgstory341.jpg
126	135	1351		2							{1: '探索四周，看看有没有什么线索'}	{1: '寻找物资'}		{1: 3}	{1: 0}	{1: 0}	{1: 0}	{1: 13511}		被尘封的过去	你发现了巨大的遗骸		遗骸大厅	满是绝望	博物馆的深处，在一处异常宽阔的空间，由远古科技制造而成的机械遗骸矗立在此，那似乎是某个巨大建筑的一部分，可它的造型却又让人联想到神话时代，那艘英雄们乘坐的名为“伊甸”的船只。此时的它，就像要将那远古时候所有的传说彻底封存起来一般。静静地躺在这世界的最底端。	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory610.jpg
127	135	1352		3			1		{1: 96120}	{1: 4}										被尘封的过去	你无能为力		遗骸大厅	满是绝望	遗憾的是，你找不到进入那座遗骸的办法，仿佛它抗拒着来自后人的造访。无奈之下，你只得在遗骸四周搜寻自己想要的物资，随即离开。	收集物资	Assets/Product/Texture/Image/BgStory/Bgstory610.jpg
128	136	1361		2							{1: '收下馈赠'}	{1: '收下馈赠'}		{1: 3}	{1: 0}	{1: 0}	{1: 0}	{1: 13611}		在旅途结束之前……	她再度归来	Assets/Product/Texture/Image/RoleStory/V130mlnNormal05.png	柯蕾多尔	渡厄者。。旅途的终点近在咫尺。。请收下我的馈赠吧。。	漫长的旅途似乎马上就能看到终点，少女的使命也将随之结束。但在那之前，她仍希望为你奉上一份绵薄之力。	下定决心	Assets/Product/Texture/Image/BgStory/Bgstory624.jpg
129	136	1362		3			3		{1: 1}	{1: 1}										在旅途结束之前……	她短暂离去	Assets/Product/Texture/Image/RoleStory/V130mlnNormal04.png	柯蕾多尔	谢谢。。渡厄者。。	不管你最终到达何处，她都会在一旁见证你的结局。	收下馈赠	Assets/Product/Texture/Image/BgStory/Bgstory624.jpg
