Id	Name	Icon	SimpleDes	Des	StarLevel	AddScore	Condition	BuffIds	MutexId	TeamLimit	FightEventIds
103012302	薪火	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				50		[772593]			
103012303	闪现II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	发动瞬移接近目标，间隔一般			100		[760392]			
103013101	入侵I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附加少量持续伤害，伤害可触发其他伤害类型词缀			50		[760670]			
103013102	冻结I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带冰属性伤害和减速效果，小概率冻结目标			50		[760451]			
103013103	闪现II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	发动瞬移接近目标，间隔一般			100		[760392]			
103013201	入侵I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附加少量持续伤害，伤害可触发其他伤害类型词缀			50		[760670]			
103013202	冻结I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带冰属性伤害和减速效果，小概率冻结目标			50		[760451]			
103013203	闪现II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	发动瞬移接近目标，间隔一般			100		[760392]			
103013301	入侵I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附加少量持续伤害，伤害可触发其他伤害类型词缀			50		[760670]			
103013302	冻结I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带冰属性伤害和减速效果，小概率冻结目标			50		[760451]			
103013303	闪现II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	发动瞬移接近目标，间隔一般			100		[760392]			
103021101	入侵I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附加少量持续伤害，伤害可触发其他伤害类型词缀			75		[760670]			
103021102	薪火	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[772593]			
103021103	闪现II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	发动瞬移接近目标，间隔一般			125		[760392]			
103021201	入侵I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附加少量持续伤害，伤害可触发其他伤害类型词缀			75		[760670]			
103021202	薪火	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[772593]			
103021203	闪现II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	发动瞬移接近目标，间隔一般			125		[760392]			
103021301	入侵I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附加少量持续伤害，伤害可触发其他伤害类型词缀			75		[760670]			
103021302	冻结I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带冰属性伤害和减速效果，小概率冻结目标			75		[760451]			
103021303	转移II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	发动瞬移远离目标，间隔一般			125		[760395]			
103022101	入侵I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附加少量持续伤害，伤害可触发其他伤害类型词缀			75		[760670]			
103022102	薪火	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[772593]			
103022103	闪现II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	发动瞬移接近目标，间隔一般			125		[760392]			
103022201	入侵I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附加少量持续伤害，伤害可触发其他伤害类型词缀			75		[760670]			
103022202	薪火	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[772593]			
103022203	闪现II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	发动瞬移接近目标，间隔一般			125		[760392]			
103022301	入侵I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附加少量持续伤害，伤害可触发其他伤害类型词缀			75		[760670]			
103022302	冻结I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带冰属性伤害和减速效果，小概率冻结目标			75		[760451]			
103022303	转移II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	发动瞬移远离目标，间隔一般			125		[760395]			
103023101	入侵I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附加少量持续伤害，伤害可触发其他伤害类型词缀			150		[760670]			
103023102	冻结I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带冰属性伤害和减速效果，小概率冻结目标			150		[760451]			
103023103	闪现II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	发动瞬移接近目标，间隔一般			200		[760392]			
103023201	入侵I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附加少量持续伤害，伤害可触发其他伤害类型词缀			150		[760670]			
103023202	冻结I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带冰属性伤害和减速效果，小概率冻结目标			150		[760451]			
103023203	闪现II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	发动瞬移接近目标，间隔一般			200		[760392]			
103023301	统领I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				150		[760331]			
103023302	护盾I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				150		[760241]			
103023303	暴走I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				200		[760251]			
104011101	火焰I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带火伤，小概率点燃目标，造成持续伤害			50		[760431]			
104011102	闭环II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				50		[760302]			
104011103	电盾I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	受击时，小概率朝攻击者所处位置召雷			75	97393	[760351]			
104011201	火焰I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带火伤，小概率点燃目标，造成持续伤害			50		[760431]			
104011202	闭环II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				50		[760302]			
104011203	电盾I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	受击时，小概率朝攻击者所处位置召雷			75		[760351]			
104011301	火焰I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带火伤，小概率点燃目标，造成持续伤害			50		[760431]			
104011302	闭环II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				50		[760302]			
104011303	电盾I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	受击时，小概率朝攻击者所处位置召雷			75		[760351]			
104012101	火焰I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带火伤，小概率点燃目标，造成持续伤害			50		[760431]			
104012102	闭环II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				50		[760302]			
104012103	电盾I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	受击时，小概率朝攻击者所处位置召雷			75		[760351]			
104012201	火焰I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带火伤，小概率点燃目标，造成持续伤害			50		[760431]			
104012202	闭环II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				50		[760302]			
104012203	电盾I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	受击时，小概率朝攻击者所处位置召雷			75		[760351]			
104012301	火焰I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带火伤，小概率点燃目标，造成持续伤害			50		[760431]			
104012302	闭环II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				50		[760302]			
104012303	电盾I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	受击时，小概率朝攻击者所处位置召雷			75		[760351]			
104013101	火焰I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带火伤，小概率点燃目标，造成持续伤害			50		[760431]			
104013102	入侵I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附加少量持续伤害，伤害可触发其他伤害类型词缀			50		[760670]			
104013103	祝福I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[760311]			
104013201	火焰I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带火伤，小概率点燃目标，造成持续伤害			50		[760431]			
104013202	入侵I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附加少量持续伤害，伤害可触发其他伤害类型词缀			50		[760670]			
104013203	祝福I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[760311]			
104014101	火焰I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带火伤，小概率点燃目标，造成持续伤害			50		[760431]			
104014102	入侵I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附加少量持续伤害，伤害可触发其他伤害类型词缀			50		[760670]			
104014103	祝福I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[760311]			
104014201	火焰I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带火伤，小概率点燃目标，造成持续伤害			50		[760431]			
104014202	入侵I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附加少量持续伤害，伤害可触发其他伤害类型词缀			50		[760670]			
104014203	祝福I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[760311]			
104021101	炸弹I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[760261]			
104021102	劣化I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[760630]			
104021103	祝福I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				125		[760311]			
104021201	炸弹I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[760261]			
104021202	劣化I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[760630]			
104021203	祝福I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				125		[760311]			
104022101	炸弹I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[760261]			
104022102	劣化I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[760630]			
104022103	祝福I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				125		[760311]			
104022201	炸弹I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[760261]			
104022202	劣化I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[760630]			
104022203	祝福I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				125		[760311]			
104023101	迅捷II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				100		[760212]			
104023102	统领II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				100		[760332]			
104023103	不动	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				200		[760221]			
104023201	迅捷II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				100		[760212]			
104023202	统领II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				100		[760332]			
104023203	不动	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				200		[760221]			
105011101	抗红	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[778052]			
105011102	暴走I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[760251]			
105011103	炎盾	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	生成环绕炎球，被触碰时对敌方造成伤害并恢复自身血量			60	97394	[712005]			
105011201	抗红	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[778052]			
105011202	暴走I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[760251]			
105011203	炎盾	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	生成环绕炎球，被触碰时对敌方造成伤害并恢复自身血量			60		[712005]			
105011301	抗红	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[778052]			
105011302	暴走I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[760251]			
105011303	炎盾	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	生成环绕炎球，被触碰时对敌方造成伤害并恢复自身血量			60		[712005]			
105012101	抗蓝	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[778053]			
105012102	暴走I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[760251]			
105012103	炎盾	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	生成环绕炎球，被触碰时对敌方造成伤害并恢复自身血量			60		[712005]			
105012201	抗蓝	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[778053]			
105012202	暴走I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[760251]			
105012203	炎盾	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	生成环绕炎球，被触碰时对敌方造成伤害并恢复自身血量			60		[712005]			
105012301	抗蓝	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[778053]			
105012302	暴走I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[760251]			
105012303	炎盾	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	生成环绕炎球，被触碰时对敌方造成伤害并恢复自身血量			60		[712005]			
105013101	抗黄	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[778054]			
105013102	隐身I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	每隔一段时间会进入隐身状态			40		[760381]			
105013103	霜盾	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	受到伤害降低，受到普通攻击时降低攻击者移速			60		[712004]			
105013201	抗黄	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[778054]			
105013202	隐身I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	每隔一段时间会进入隐身状态			40		[760381]			
105013203	霜盾	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	受到伤害降低，受到普通攻击时降低攻击者移速			60		[712004]			
105014101	抗黄	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[778054]			
105014102	隐身I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	每隔一段时间会进入隐身状态			40		[760381]			
105014103	霜盾	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	受到伤害降低，受到普通攻击时降低攻击者移速			60		[712004]			
105014201	抗黄	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[778054]			
105014202	隐身I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	每隔一段时间会进入隐身状态			40		[760381]			
105014203	霜盾	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	受到伤害降低，受到普通攻击时降低攻击者移速			60		[712004]			
105021101	抗红	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[778052]			
105021102	隐身I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	每隔一段时间会进入隐身状态			75		[760381]			
105021103	霜盾	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	受到伤害降低，受到普通攻击时降低攻击者移速			125		[712004]			
105021201	抗红	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[778052]			
105021202	隐身I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	每隔一段时间会进入隐身状态			75		[760381]			
105021203	霜盾	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	受到伤害降低，受到普通攻击时降低攻击者移速			125		[712004]			
105021301	抗红	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[778052]			
105021302	隐身I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	每隔一段时间会进入隐身状态			75		[760381]			
105021303	霜盾	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	受到伤害降低，受到普通攻击时降低攻击者移速			125		[712004]			
105022101	抗蓝	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[778053]			
105022102	暴走I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[760251]			
105022103	炎盾	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	生成环绕炎球，被触碰时对敌方造成伤害并恢复自身血量			125		[712005]			
105022201	抗蓝	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[778053]			
105022202	暴走I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[760251]			
105022203	炎盾	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	生成环绕炎球，被触碰时对敌方造成伤害并恢复自身血量			125		[712005]			
105023101	抗黄	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[778054]			
105023102	暴走I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[760251]			
105023103	炎盾	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	生成环绕炎球，被触碰时对敌方造成伤害并恢复自身血量			125		[712005]			
105023201	抗黄	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[778054]			
105023202	暴走I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[760251]			
105023203	炎盾	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	生成环绕炎球，被触碰时对敌方造成伤害并恢复自身血量			125		[712005]			
105031101	祝福II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[760312]			
105031102	隐身I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	每隔一段时间会进入隐身状态			75		[760381]			
105031103	庇护	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	每过一段时间给自身和周边友方单位添加护盾			125		[772595]			
105031201	祝福II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[760312]			
105031202	隐身I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	每隔一段时间会进入隐身状态			75		[760381]			
105031203	庇护	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	每过一段时间给自身和周边友方单位添加护盾			125		[772595]			
105032101	抗红	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				150		[778052]			
105032102	抗蓝	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				150		[778053]			
105032103	抗黄	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				150		[778054]			
105032201	抗红	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				150		[778052]			
105032202	抗蓝	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				150		[778053]			
105032203	抗黄	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				150		[778054]			
106011101	迅捷III	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[760213]			
106011102	祝福II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760312]			
106011103	射线I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760421]			
106011104	护盾II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				80	97395	[760242]			
106011201	迅捷III	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[760213]			
106011202	祝福II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760312]			
106011203	射线I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760421]			
106011204	护盾II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				80		[760242]			
106011301	迅捷III	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[760213]			
106011302	祝福II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760312]			
106011303	射线I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760421]			
106011304	护盾II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				80		[760242]			
106012101	迅捷III	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[760213]			
106012102	祝福II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760312]			
106012103	射线I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760421]			
106012104	护盾II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				80		[760242]			
106012201	迅捷III	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[760213]			
106012202	祝福II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760312]			
106012203	射线I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760421]			
106012204	护盾II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				80		[760242]			
106012301	迅捷III	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[760213]			
106012302	祝福II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760312]			
106012303	射线I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760421]			
106012304	护盾II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				80		[760242]			
106013101	迅捷III	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[760213]			
106013102	雷鸣II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带雷伤，小概率造成引雷效果			60		[760492]			
106013103	黑洞I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760411]			
106013104	壁垒II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	基于生命值获得少量护盾，护盾存在期间免疫受击			80		[760282]			
106013201	迅捷III	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[760213]			
106013202	雷鸣II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带雷伤，小概率造成引雷效果			60		[760492]			
106013203	黑洞I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760411]			
106013204	壁垒II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	基于生命值获得少量护盾，护盾存在期间免疫受击			80		[760282]			
106013301	迅捷III	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[760213]			
106013302	雷鸣II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带雷伤，小概率造成引雷效果			60		[760492]			
106013303	黑洞I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760411]			
106013304	壁垒II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	基于生命值获得少量护盾，护盾存在期间免疫受击			80		[760282]			
106021101	迅捷III	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[760213]			
106021102	祝福II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760312]			
106021103	射线I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760421]			
106021104	护盾II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				80		[760242]			
106021201	迅捷III	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[760213]			
106021202	祝福II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760312]			
106021203	射线I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760421]			
106021204	护盾II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				80		[760242]			
106021301	迅捷III	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[760213]			
106021302	祝福II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760312]			
106021303	射线I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760421]			
106021304	护盾II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				80		[760242]			
106022101	迅捷III	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[760213]			
106022102	祝福II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760312]			
106022103	射线I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760421]			
106022104	护盾II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				80		[760242]			
106022201	迅捷III	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[760213]			
106022202	祝福II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760312]			
106022203	射线I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760421]			
106022204	护盾II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				80		[760242]			
106022301	迅捷III	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				40		[760213]			
106022302	祝福II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760312]			
106022303	射线I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				60		[760421]			
106022304	护盾II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				80		[760242]			
106023101	迅捷III	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				50		[760213]			
106023102	雷鸣II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带雷伤，小概率造成引雷效果			75		[760492]			
106023103	黑洞I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[760411]			
106023104	壁垒II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	基于生命值获得少量护盾，护盾存在期间免疫受击			100		[760282]			
106023201	迅捷III	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				50		[760213]			
106023202	雷鸣II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带雷伤，小概率造成引雷效果			75		[760492]			
106023203	黑洞I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[760411]			
106023204	壁垒II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	基于生命值获得少量护盾，护盾存在期间免疫受击			100		[760282]			
106023301	迅捷III	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				50		[760213]			
106023302	雷鸣II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带雷伤，小概率造成引雷效果			75		[760492]			
106023303	黑洞I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[760411]			
106023304	壁垒II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	基于生命值获得少量护盾，护盾存在期间免疫受击			100		[760282]			
106024101	迅捷III	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				50		[760213]			
106024102	雷鸣II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带雷伤，小概率造成引雷效果			75		[760492]			
106024103	黑洞I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[760411]			
106024104	壁垒II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	基于生命值获得少量护盾，护盾存在期间免疫受击			100		[760282]			
106024201	迅捷III	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				50		[760213]			
106024202	雷鸣II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带雷伤，小概率造成引雷效果			75		[760492]			
106024203	黑洞I	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				75		[760411]			
106024204	壁垒II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	基于生命值获得少量护盾，护盾存在期间免疫受击			100		[760282]			
106024301	迅捷III	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png				50		[760213]			
106024302	雷鸣II	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	攻击附带雷伤，小概率造成引雷效果			75		[760492]			
