Id	SubId	Des
1140112	[114011201, 114011202, 114011203, 114011204, 114011204, 114011204, 114011204, 114011204, 114011204]	烟粉 壹型a
1140113	[114011301, 114011302, 114011303, 114011304, 114011304, 114011304, 114011304, 114011304, 114011304]	九龙众 睚眦a
1140121	[114012101, 114012102, 114012103, 114012104, 114012104, 114012104, 114012104, 114012104, 114012104]	烟粉 壹型b
1140122	[114012201, 114012202, 114012203, 114012204, 114012204, 114012204, 114012204, 114012204, 114012204]	墨鸢b
1150111	[115011101, 115011102, 115011103, 115011104, 115011104, 115011104, 115011104, 115011104, 115011104]	Courier-M a
1150112	[115011201, 115011202, 115011203, 115011204, 115011204, 115011204, 115011204, 115011204, 115011204]	Deporter-R a
1150113	[115011301, 115011302, 115011303, 115011304, 115011304, 115011304, 115011304, 115011304, 115011304]	波普尔a
1150121	[115012101, 115012102, 115012103, 115012104, 115012104, 115012104, 115012104, 115012104, 115012104]	Courier-M b
1150122	[115012201, 115012202, 115012203, 115012204, 115012204, 115012204, 115012204, 115012204, 115012204]	Deporter-R b
1150123	[115012301, 115012302, 115012303, 115012304, 115012304, 115012304, 115012304, 115012304, 115012304]	波普尔b
1150131	[115013101, 115013102, 115013103, 115013104, 115013104, 115013104, 115013104, 115013104, 115013104]	Courier-M c
1150132	[115013201, 115013202, 115013203, 115013204, 115013204, 115013204, 115013204, 115013204, 115013204]	Deporter-R c
1150133	[115013301, 115013302, 115013303, 115013304, 115013304, 115013304, 115013304, 115013304, 115013304]	波普尔c
1150141	[115014101, 115014102, 115014103, 115014104, 115014104, 115014104, 115014104, 115014104, 115014104]	树怪d
1150142	[115014201, 115014202, 115014203, 115014204, 115014204, 115014204, 115014204, 115014204, 115014204]	Deporter-R d
1150143	[115014301, 115014302, 115014303, 115014304, 115014304, 115014304, 115014304, 115014304, 115014304]	精灵d
1150151	[115015101, 115015102, 115015103, 115015104, 115015104, 115015104, 115015104, 115015104, 115015104]	树怪e
1150152	[115015201, 115015202, 115015203, 115015204, 115015204, 115015204, 115015204, 115015204, 115015204]	Deporter-R e
1150153	[115015301, 115015302, 115015303, 115015304, 115015304, 115015304, 115015304, 115015304, 115015304]	精灵e
1150211	[115021101, 115021102, 115021103, 115021104, 115021104, 115021104, 115021104, 115021104, 115021104]	Deporter-R f
1150212	[115021201, 115021202, 115021203, 115021204, 115021204, 115021204, 115021204, 115021204, 115021204]	波普尔f
1150213	[115021301, 115021302, 115021303, 115021304, 115021304, 115021304, 115021304, 115021304, 115021304]	长耳兔f
1150221	[115022101, 115022102, 115022103, 115022104, 115022104, 115022104, 115022104, 115022104, 115022104]	Deporter-R g
1150222	[115022201, 115022202, 115022203, 115022204, 115022204, 115022204, 115022204, 115022204, 115022204]	波普尔g
1150223	[115022301, 115022302, 115022303, 115022304, 115022304, 115022304, 115022304, 115022304, 115022304]	长耳兔g
1150231	[115023101, 115023102, 115023103, 115023104, 115023104, 115023104, 115023104, 115023104, 115023104]	Deporter-R h
1150232	[115023201, 115023202, 115023203, 115023204, 115023204, 115023204, 115023204, 115023204, 115023204]	波普尔h
1150233	[115023301, 115023302, 115023303, 115023304, 115023304, 115023304, 115023304, 115023304, 115023304]	长耳兔h
1160111	[116011101, 116011102, 116011103, 116011104, 116011104, 116011104, 116011104, 116011104, 116011104]	异聚液压a
1160112	[116011201, 116011202, 116011203, 116011204, 116011204, 116011204, 116011204, 116011204, 116011204]	异合分解单元a
1160113	[116011301, 116011302, 116011303, 116011304, 116011304, 116011304, 116011304, 116011304, 116011304]	信使a
1160121	[116012101, 116012102, 116012103, 116012104, 116012104, 116012104, 116012104, 116012104, 116012104]	异合火力单元b
1160122	[116012201, 116012202, 116012203, 116012204, 116012204, 116012204, 116012204, 116012204, 116012204]	异聚哨戒机炮b
1160123	[116012301, 116012302, 116012303, 116012304, 116012304, 116012304, 116012304, 116012304, 116012304]	自律警卫b
1160131	[116013101, 116013102, 116013103, 116013104, 116013104, 116013104, 116013104, 116013104, 116013104]	异合火力单元c
1160132	[116013201, 116013202, 116013203, 116013204, 116013204, 116013204, 116013204, 116013204, 116013204]	异聚哨戒机炮c
1160133	[116013301, 116013302, 116013303, 116013304, 116013304, 116013304, 116013304, 116013304, 116013304]	自律警卫c
1160211	[116021101, 116021102, 116021103, 116021104, 116021104, 116021104, 116021104, 116021104, 116021104]	异合分解单元d
1160212	[116021201, 116021202, 116021203, 116021204, 116021204, 116021204, 116021204, 116021204, 116021204]	信使d
1160213	[116021301, 116021302, 116021303, 116021304, 116021304, 116021304, 116021304, 116021304, 116021304]	重型收割机d
1160221	[116022101, 116022102, 116022103, 116022104, 116022104, 116022104, 116022104, 116022104, 116022104]	异合分解单元e
1160222	[116022201, 116022202, 116022203, 116022204, 116022204, 116022204, 116022204, 116022204, 116022204]	信使e
1160223	[116022301, 116022302, 116022303, 116022304, 116022304, 116022304, 116022304, 116022304, 116022304]	自律警卫e
1160311	[116031101, 116031102, 116031103, 116031104, 116031104, 116031104, 116031104, 116031104, 116031104]	罗兰
1160312	[116031201, 116031202, 116031203, 116031204, 116031204, 116031204, 116031204, 116031204, 116031204]	卡穆
1170111	[117011101, 117011102, 117011103, 117011104, 117011104, 117011104, 117011104, 117011104, 117011104]	阿枪a
1170112	[117011201, 117011202, 117011203, 117011204, 117011204, 117011204, 117011204, 117011204, 117011204]	类人a
1170113	[117011301, 117011302, 117011303, 117011304, 117011304, 117011304, 117011304, 117011304, 117011304]	吊人a
1170121	[117012101, 117012102, 117012103, 117012104, 117012104, 117012104, 117012104, 117012104, 117012104]	阿枪b
1170122	[117012201, 117012202, 117012203, 117012204, 117012204, 117012204, 117012204, 117012204, 117012204]	类人b
1170123	[117012301, 117012302, 117012303, 117012304, 117012304, 117012304, 117012304, 117012304, 117012304]	吊人b
1170131	[117013101, 117013102, 117013103, 117013104, 117013104, 117013104, 117013104, 117013104, 117013104]	阿枪c
1170132	[117013201, 117013202, 117013203, 117013204, 117013204, 117013204, 117013204, 117013204, 117013204]	类人c
1170133	[117013301, 117013302, 117013303, 117013304, 117013304, 117013304, 117013304, 117013304, 117013304]	吊人c
1170211	[117021101, 117021102, 117021103, 117021104, 117021104, 117021104, 117021104, 117021104, 117021104]	类人d
1170212	[117021201, 117021202, 117021203, 117021204, 117021204, 117021204, 117021204, 117021204, 117021204]	吊人d
1170213	[117021301, 117021302, 117021303, 117021304, 117021304, 117021304, 117021304, 117021304, 117021304]	圣堂守卫d
1170221	[117022101, 117022102, 117022103, 117022104, 117022104, 117022104, 117022104, 117022104, 117022104]	类人e
1170222	[117022201, 117022202, 117022203, 117022204, 117022204, 117022204, 117022204, 117022204, 117022204]	吊人e
1170223	[117022301, 117022302, 117022303, 117022304, 117022304, 117022304, 117022304, 117022304, 117022304]	圣堂守卫e
1170311	[117031101, 117031102, 117031103, 117031104, 117031104, 117031104, 117031104, 117031104, 117031104]	如日天
1170312	[117031201, 117031202, 117031203, 117031204, 117031204, 117031204, 117031204, 117031204, 117031204]	武藏
1180111	[118011101, 118011102, 118011103, 118011104, 118011104, 118011104, 118011104, 118011104, 118011104]	异聚液压a
1180112	[118011201, 118011202, 118011203, 118011204, 118011204, 118011204, 118011204, 118011204, 118011204]	执行者a
1180113	[118011301, 118011302, 118011303, 118011304, 118011304, 118011304, 118011304, 118011304, 118011304]	太阿壹型a
1180121	[118012101, 118012102, 118012103, 118012104, 118012104, 118012104, 118012104, 118012104, 118012104]	异聚液压b
1180122	[118012201, 118012202, 118012203, 118012204, 118012204, 118012204, 118012204, 118012204, 118012204]	执行者b
1180131	[118013101, 118013102, 118013103, 118013104, 118013104, 118013104, 118013104, 118013104, 118013104]	异聚液压c
1180132	[118013201, 118013202, 118013203, 118013204, 118013204, 118013204, 118013204, 118013204, 118013204]	执行者c
1180211	[118021101, 118021102, 118021103, 118021104, 118021104, 118021104, 118021104, 118021104, 118021104]	执行者d
1180212	[118021201, 118021202, 118021203, 118021204, 118021204, 118021204, 118021204, 118021204, 118021204]	太阿壹型d
1180221	[118022101, 118022102, 118022103, 118022104, 118022104, 118022104, 118022104, 118022104, 118022104]	不明构造体α
1180222	[118022201, 118022202, 118022203, 118022204, 118022204, 118022204, 118022204, 118022204, 118022204]	曲
1190111	[119011101, 119011102, 119011103, 119011104, 119011104, 119011104, 119011104, 119011104, 119011104]	蛸
1190112	[119011201, 119011202, 119011203, 119011204, 119011204, 119011204, 119011204, 119011204, 119011204]	母体
1200111	[120011101, 120011102, 120011103, 120011104, 120011104, 120011104, 120011104, 120011104, 120011104]	喷涂机械
1200112	[120011201, 120011202, 120011203, 120011204, 120011204, 120011204, 120011204, 120011204, 120011204]	蔷薇之剑
1200211	[120021101, 120021102, 120021103, 120021104, 120021104, 120021104, 120021104, 120021104, 120021104]	马基雅维利
1200212	[120021201, 120021202, 120021203, 120021204, 120021204, 120021204, 120021204, 120021204, 120021204]	塞壬
