Id	Type	ShowType	Title	Img	OpenStoryLineContentId	ShowConditionId	ConnectClueIds	LockDesc	UnlockDesc	CompleteDesc	ThinkDesc	ScriptId	StoryId	Index
7102	2	2	她走过的路	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	700			尚未收集到该线索	随着不断探索，我开始发现，这个假象和回忆构建成的世界是由涅缇娅的回忆组成的。	随着不断探索，我开始发现，这个假象和回忆构建成的世界是由涅缇娅的回忆组成的。				104
7103	2	2	无形的边界	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	700			尚未收集到该线索	在这里似乎只有事件周围的场景是清晰的，尝试脱离时，一眨眼又会回到中心地带。	在这里似乎只有事件周围的场景是清晰的，尝试脱离时，一眨眼又会回到中心地带。				105
7104	2	2	无梦症	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	700			尚未收集到该线索	恶魔无法做梦，烬土边疆的居民常用捕梦网来分辨出恶魔，但也有少部分人天生患有无梦症。	恶魔无法做梦，烬土边疆的居民常用捕梦网来分辨出恶魔，但也有少部分人天生患有无梦症。				101
7105	2	2	水仙平原	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	700			尚未收集到该线索	在烬土边疆流传着往世的善良之人灵魂都会在水仙平原上重遇的传说。	在烬土边疆流传着往世的善良之人灵魂都会在水仙平原上重遇的传说。				102
7200	1	1	涅缇娅的过往	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto02.png	704			尚未收集到该线索	从涅缇娅的过往中，或许可以窥见她的性格本质与行动倾向，以及对这些产生影响的可能性。	从往事看来，涅缇娅既非绝对的邪恶，也非彻底的良善。实际上，那些曾在她生命中出现的人，都对她的认知造成了影响。		7200		200
7201	2	2	精致的花环	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	704			尚未收集到该线索	孩子为了感谢涅缇娅数月的悉心教导，亲手制作的谢礼。	孩子为了感谢涅缇娅数月的悉心教导，亲手制作的谢礼。				201
7202	2	2	捕梦网	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	704			尚未收集到该线索	被狂热的捕魔队用于搜查人群中的恶魔，也引发了他们与涅缇娅所在的村子的冲突。	被狂热的捕魔队用于搜查人群中的恶魔，也引发了他们与涅缇娅所在的村子的冲突。				202
7203	2	2	与她相遇的人类们	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	704			尚未收集到该线索	涅缇娅身为“魔女”的时候与她邂逅的各位人类，其中有着纯洁善良的少女，也有着胸怀理想的英雄。	涅缇娅身为“魔女”的时候与她邂逅的各位人类，其中有着纯洁善良的少女，也有着胸怀理想的英雄。				206
7204	2	2	钢铁军团的报道	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	704			尚未收集到该线索	一份陈旧的报道。头条是《钢铁军团总帅灰鸦神秘失踪，有多人指出之前曾目击其与恶魔女子同行》。	一份陈旧的报道。头条是《钢铁军团总帅灰鸦神秘失踪，有多人指出之前曾目击其与恶魔女子同行》。				204
7205	2	2	审判庭	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	704			尚未收集到该线索	圣堂建立的审查罪行的机构，被判定有罪之人将会在此被处以极刑。	圣堂建立的审查罪行的机构，被判定有罪之人将会在此被处以极刑。				205
7300	1	1	涅缇娅的目的	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto02.png	709			尚未收集到该线索	往事改变了涅缇娅的行为风格，在那之后，她定下了如今的目的与立场。	涅缇娅想要成为新世界的神，以重塑三界的规则，塑造一个绝对公平的世界。		7300	RG01404BA	300
7301	2	2	重塑三界的权柄	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	709			尚未收集到该线索	涅缇娅因为同时夺取死亡大君和枢机主神的权能，因此获得了足以重塑三界的超越性力量。	涅缇娅意图利用万事的提灯，辅助死亡大君复活后又用枢机主神的力量将其诛杀，从而获得二者的权柄。				303
7302	2	2	“灰鸦”之死	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	709			尚未收集到该线索	三十年前，身为钢铁军团总帅的“灰鸦”被恶魔领主汉帕刺杀，葬身于无名的花海平原。	三十年前，身为钢铁军团总帅的“灰鸦”被恶魔领主汉帕刺杀，葬身于无名的花海平原。				302
7303	2	2	无辜的枉死者	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	709			尚未收集到该线索	涅缇娅生活过的村庄里曾不乏对她示好的良善之人，但在灾变发生之后被圣堂判为和恶魔勾结，均被天使判处极刑。	涅缇娅生活过的村庄里曾不乏对她示好的良善之人，但在灾变发生之后被圣堂判为和恶魔勾结，均被天使判处极刑。				301
7304	2	2	诡魇客栈	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	709			尚未收集到该线索	涅缇娅所建立的客栈，在各种隐蔽的传闻下，逐渐成为了意图摧毁圣堂的反抗者们的落脚点，也利于她进行活动。	涅缇娅所建立的客栈，在各种隐蔽的传闻下，逐渐成为了意图摧毁圣堂的反抗者们的落脚点，也利于她进行活动。				306
7305	2	2	大君的任务	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	709			尚未收集到该线索	死亡大君曾与涅缇娅达成了一笔交易，她因此得到了“告死渡鸦”的名号和必须不断为大君收割灵魂的使命。	死亡大君曾与涅缇娅达成了一笔交易，她因此得到了“告死渡鸦”的名号和必须不断为大君收割灵魂的使命。				305
7306	2	2	曾经的领主	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	709			尚未收集到该线索	摩利甘曾是恶魔领主，因为帮助涅缇娅找到死亡大君而被收回了身份和所有过往的记忆，如今与她共同行动。	摩利甘曾是恶魔领主，因为帮助涅缇娅找到死亡大君而被收回了身份和所有过往的记忆，如今与她共同行动。				304
