ItemId	ItemType	OrbColor	OrbGroup	ItemTier	ItemName	ItemDesc	UnlockProgressionNodeId	Icon	SkillId	SaveSkillNote	ItemMagic	Tags
74	1	2	19	2	磁弹速射Ⅱ	后续<color=#3ACC3B>3</color>次普攻会额外攻击，重复触发叠加普攻次数，至多叠加<color=#3ACC3B>99</color>次。额外攻击伤害=普攻伤害<color=#3ACC3B>*50%。</color>\n-被动效果：蓝球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R2lilan1.png	502921	503004	505822	['信号球', '普攻增益']
75	1	2	19	3	磁弹速射Ⅲ	后续<color=#3ACC3B>7</color>次普攻会额外攻击，重复触发叠加普攻次数，至多叠加<color=#3ACC3B>99</color>次。额外攻击伤害=普攻伤害<color=#3ACC3B>*50%。</color>\n-被动效果：蓝球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R2lilan1.png	502921	503004	505823	['信号球', '普攻增益']
76	1	2	19	4	磁弹速射Ⅳ	后续<color=#3ACC3B>7</color>次普攻会额外攻击，重复触发叠加普攻次数，至多叠加<color=#3ACC3B>99</color>次。额外攻击伤害=普攻伤害<color=#3ACC3B>*125%。</color>\n-被动效果：蓝球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R2lilan1.png	502921	503004	505824	['信号球', '普攻增益']
77	1	2	20	1	疗愈粒子Ⅰ	召唤棋子，为周围范围内角色回复生命值。棋子持续<color=#3ACC3B>10</color>秒，生命值回复<color=#3ACC3B>=2。</color>		Assets/Product/Texture/Image/IconSkill/R1lifulan1.png	502922	503004	505821	['信号球', '召唤物', '生命回复']
78	1	2	20	2	疗愈粒子Ⅱ	召唤棋子，为周围范围内角色回复生命值。棋子持续<color=#3ACC3B>10</color>秒，生命值回复<color=#3ACC3B>=2。</color>\n-被动效果：蓝球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R1lifulan1.png	502922	503004	505822	['信号球', '召唤物', '生命回复']
79	1	2	20	3	疗愈粒子Ⅲ	召唤棋子，为周围范围内角色回复生命值。棋子持续<color=#3ACC3B>10</color>秒，生命值回复<color=#3ACC3B>=3。</color>\n-被动效果：蓝球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R1lifulan1.png	502922	503004	505823	['信号球', '召唤物', '生命回复']
80	1	2	20	4	疗愈粒子Ⅳ	召唤棋子，为周围大范围内角色回复生命值并提升速度。棋子持续<color=#3ACC3B>10</color>秒，生命值回复<color=#3ACC3B>=3</color>，速度提升<color=#3ACC3B>=25%。</color>\n-被动效果：蓝球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R1lifulan1.png	502922	503004	505824	['信号球', '召唤物', '生命回复']
81	1	3	21	1	引力信标Ⅰ	短暂延迟后，以角色当前位置为圆心小范围吸引敌人。		Assets/Product/Texture/Image/IconSkill/R4Kalieninahuang1.png	502923	503005	505831	['信号球', '近距离', '控制能力']
82	1	3	21	2	引力信标Ⅱ	短暂延迟后，以角色当前位置为圆心小范围吸引敌人。\n-被动效果：黄球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R4Kalieninahuang1.png	502923	503005	505832	['信号球', '近距离', '控制能力']
83	1	3	21	3	引力信标Ⅲ	短暂延迟后，以角色当前位置为圆心大范围吸引敌人。\n-被动效果：黄球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R4Kalieninahuang1.png	502923	503005	505833	['信号球', '近距离', '控制能力']
84	1	3	21	4	引力信标Ⅳ	短暂延迟后，以角色当前位置为圆心大范围吸引敌人。释放后，<color=#3ACC3B>5</color>秒内，角色获得<color=#3ACC3B>+5</color>护甲。\n-被动效果：黄球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R4Kalieninahuang1.png	502923	503005	505834	['信号球', '近距离', '控制能力']
85	1	3	22	1	豁免空间Ⅰ	短暂进入超算空间，定身所有怪物<color=#3ACC3B>0.5</color>秒。		Assets/Product/Texture/Image/IconSkill/R2lifuhuang1.png	502924	503005	505831	['信号球', '控制能力']
86	1	3	22	2	豁免空间Ⅱ	短暂进入超算空间，定身所有怪物<color=#3ACC3B>0.5</color>秒。\n-被动效果：黄球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R2lifuhuang1.png	502924	503005	505832	['信号球', '控制能力']
87	1	3	22	3	豁免空间Ⅲ	短暂进入超算空间，定身所有怪物<color=#3ACC3B>1</color>秒。\n-被动效果：黄球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R2lifuhuang1.png	502924	503005	505833	['信号球', '控制能力']
88	1	3	22	4	豁免空间Ⅳ	短暂进入超算空间，定身所有怪物<color=#3ACC3B>1</color>秒。释放后，<color=#3ACC3B>3</color>秒内，怪物获得<color=#DB1D1A>-3</color>护甲。\n-被动效果：黄球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R2lifuhuang1.png	502924	503005	505834	['信号球', '控制能力']
89	1	3	23	1	高能侵袭Ⅰ	立即回复<color=#3ACC3B>1</color>次冲刺充能。		Assets/Product/Texture/Image/IconSkill/R3shenweihuang1.png	502925	503005	505831	['信号球', '冲刺能力']
90	1	3	23	2	高能侵袭Ⅱ	立即回复<color=#3ACC3B>1</color>次冲刺充能。\n-被动效果：黄球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R3shenweihuang1.png	502925	503005	505832	['信号球', '冲刺能力']
91	1	3	23	3	高能侵袭Ⅲ	立即回复<color=#3ACC3B>3</color>次冲刺充能。\n-被动效果：黄球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R3shenweihuang1.png	502925	503005	505833	['信号球', '冲刺能力']
92	1	3	23	4	高能侵袭Ⅳ	立即回复<color=#3ACC3B>3</color>次冲刺充能。\n-被动效果：黄球掉落概率<color=#3ACC3B>+25%。</color>冲刺后，<color=#3ACC3B>5</color>秒内角色获得射程<color=#3ACC3B>+8</color>，重复触发刷新持续时间。		Assets/Product/Texture/Image/IconSkill/R3shenweihuang1.png	502925	503005	505834	['信号球', '冲刺能力']
93	1	3	24	1	近卫反击Ⅰ	持续时间内，角色获得击退提升，重复触发刷新持续时间。持续<color=#3ACC3B>5</color>秒，击退<color=#3ACC3B>+1。</color>		Assets/Product/Texture/Image/IconSkill/R3Luosaitahuang1.png	502926	503005	505831	['信号球', '控制能力']
94	1	3	24	2	近卫反击Ⅱ	持续时间内，角色获得击退提升，重复触发刷新持续时间。持续<color=#3ACC3B>5</color>秒，击退<color=#3ACC3B>+1。</color>\n-被动效果：黄球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R3Luosaitahuang1.png	502926	503005	505832	['信号球', '控制能力']
95	1	3	24	3	近卫反击Ⅲ	持续时间内，角色获得击退提升，重复触发刷新持续时间。持续<color=#3ACC3B>7</color>秒，击退<color=#3ACC3B>+2。</color>\n-被动效果：黄球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R3Luosaitahuang1.png	502926	503005	505833	['信号球', '控制能力']
96	1	3	24	4	近卫反击Ⅳ	持续时间内，角色获得击退提升，重复触发刷新持续时间。持续<color=#3ACC3B>9</color>秒，击退<color=#3ACC3B>+3。</color>\n-被动效果：黄球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R3Luosaitahuang1.png	502926	503005	505834	['信号球', '控制能力']
97	1	3	25	1	侵蚀切割Ⅰ	召唤棋子，降低周围范围内敌人的护甲。棋子持续<color=#3ACC3B>10</color>秒，小范围内护甲降低<color=#3ACC3B>2。</color>		Assets/Product/Texture/Image/IconSkill/R2yongyechaohuang1.png	502927	503005	505831	['信号球', '召唤物']
98	1	3	25	2	侵蚀切割Ⅱ	召唤棋子，降低周围范围内敌人的护甲。棋子持续<color=#3ACC3B>10</color>秒，小范围内护甲降低<color=#3ACC3B>2。</color>\n-被动效果：黄球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R2yongyechaohuang1.png	502927	503005	505832	['信号球', '召唤物']
99	1	3	25	3	侵蚀切割Ⅲ	召唤棋子，降低周围范围内敌人的护甲。棋子持续<color=#3ACC3B>10</color>秒，小范围内护甲降低<color=#3ACC3B>3。</color>\n-被动效果：黄球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R2yongyechaohuang1.png	502927	503005	505833	['信号球', '召唤物']
100	1	3	25	4	侵蚀切割Ⅳ	召唤棋子，降低周围范围内敌人的护甲。棋子持续<color=#3ACC3B>10</color>秒，中等范围内护甲降低<color=#3ACC3B>3。</color>\n-被动效果：黄球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R2yongyechaohuang1.png	502927	503005	505834	['信号球', '召唤物']
101	1	3	26	1	掠影机动Ⅰ	<color=#3ACC3B>10</color>秒内，角色停止移动时大幅提升闪避，重复触发刷新持续时间。闪避<color=#3ACC3B>+15%。</color>		Assets/Product/Texture/Image/IconSkill/R4Lianghuang1.png	502928	503005	505831	['信号球', '站桩能力', '闪避提升']
102	1	3	26	2	掠影机动Ⅱ	<color=#3ACC3B>10</color>秒内，角色停止移动时大幅提升闪避，重复触发刷新持续时间。闪避<color=#3ACC3B>+15%。</color>\n-被动效果：黄球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R4Lianghuang1.png	502928	503005	505832	['信号球', '站桩能力', '闪避提升']
103	1	3	26	3	掠影机动Ⅲ	<color=#3ACC3B>10</color>秒内，角色停止移动时大幅提升闪避，重复触发刷新持续时间。闪避<color=#3ACC3B>+25%。</color>\n-被动效果：黄球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R4Lianghuang1.png	502928	503005	505833	['信号球', '站桩能力', '闪避提升']
104	1	3	26	4	掠影机动Ⅳ	-被动效果：黄球掉落概率<color=#3ACC3B>+25%</color>，角色停止移动时闪避<color=#3ACC3B>+25%</color>，射程<color=#3ACC3B>+5。</color>		Assets/Product/Texture/Image/IconSkill/R4Lianghuang1.png	502928	503005	505834	['信号球', '站桩能力', '闪避提升']
105	1	3	27	1	不动明王Ⅰ	<color=#3ACC3B>10</color>秒内，角色停止移动时大幅提升护甲，重复触发刷新持续时间。护甲<color=#3ACC3B>+4。</color>		Assets/Product/Texture/Image/IconSkill/R2shenweihuang1.png	502929	503005	505831	['信号球', '站桩能力', '护甲提升']
106	1	3	27	2	不动明王Ⅱ	<color=#3ACC3B>10</color>秒内，角色停止移动时大幅提升护甲，重复触发刷新持续时间。护甲<color=#3ACC3B>+4。</color>\n-被动效果：黄球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R2shenweihuang1.png	502929	503005	505832	['信号球', '站桩能力', '护甲提升']
107	1	3	27	3	不动明王Ⅲ	<color=#3ACC3B>10</color>秒内，角色停止移动时大幅提升护甲，重复触发刷新持续时间。护甲<color=#3ACC3B>+6。</color>\n-被动效果：黄球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R2shenweihuang1.png	502929	503005	505833	['信号球', '站桩能力', '护甲提升']
108	1	3	27	4	不动明王Ⅳ	-被动效果：黄球掉落概率<color=#3ACC3B>+25%</color>，角色停止移动时护甲<color=#3ACC3B>+6</color>，生命偷取概率<color=#3ACC3B>+3%。</color>		Assets/Product/Texture/Image/IconSkill/R2shenweihuang1.png	502929	503005	505834	['信号球', '站桩能力', '护甲提升']
109	1	3	28	1	光羽飞散Ⅰ	召唤棋子，持续随机生成信号球。棋子持续<color=#3ACC3B>5</color>秒，每次生成<color=#3ACC3B>1</color>个随机信号球。		Assets/Product/Texture/Image/IconSkill/R4Lifuhuang1.png	502930	503005	505831	['信号球', '召唤物', '信号球增益']
110	1	3	28	2	光羽飞散Ⅱ	召唤棋子，持续随机生成信号球。棋子持续<color=#3ACC3B>5</color>秒，每次生成<color=#3ACC3B>1</color>个随机信号球。\n-被动效果：黄球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R4Lifuhuang1.png	502930	503005	505832	['信号球', '召唤物', '信号球增益']
111	1	3	28	3	光羽飞散Ⅲ	召唤棋子，持续随机生成信号球。棋子持续<color=#3ACC3B>5</color>秒，每次生成<color=#3ACC3B>2</color>个随机信号球。\n-被动效果：黄球掉落概率<color=#3ACC3B>+25%。</color>		Assets/Product/Texture/Image/IconSkill/R4Lifuhuang1.png	502930	503005	505833	['信号球', '召唤物', '信号球增益']
112	1	3	28	4	光羽飞散Ⅳ	召唤棋子，持续随机生成信号球，并持续降低中等范围内敌人的速度。棋子持续<color=#3ACC3B>5</color>秒，每次生成<color=#3ACC3B>2</color>个随机信号球。\n-被动效果：黄球掉落概率<color=#3ACC3B>+25%</color>。降低速度数值：<color=#DB1D1A>-50</color>速度。		Assets/Product/Texture/Image/IconSkill/R4Lifuhuang1.png	502930	503005	505834	['信号球', '召唤物', '信号球增益']
113	2			1	阿呆蛙玩偶	普攻伤害加成<Icon=IconBasicAttackDmg|39|39/> <color=#3ACC3B>+30%</color>\n闪避<Icon=IconDodgeRate|39|39/> <color=#DB1D1A>-2%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon3.png			746902	['道具', '伤害能力']
114	2			1	阿呆蛙钥匙扣	普攻伤害加成<Icon=IconBasicAttackDmg|39|39/> <color=#3ACC3B>+20%</color>\n攻速加成<Icon=IconBasicAttackSpeedRate|39|39/> <color=#3ACC3B>+8%</color>\n最大生命值<Icon=IconMaxHP|39|39/> <color=#DB1D1A>-3</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon47.png			746905	['道具', '伤害能力']
115	2			1	儿童餐刀叉	信号球伤害加成<Icon=IconSignalOrbsDmg|39|39/> <color=#3ACC3B>+18%</color>\n闪避<Icon=IconDodgeRate|39|39/> <color=#DB1D1A>-1%</color>\n速度<Icon=IconMoveSpeed|39|39/> <color=#DB1D1A>-1%</color>\n<color=#b8ae95>——“来一份儿童套餐”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon79.png			746909	['道具', '伤害能力']
116	2			1	玩具弩	信号球伤害加成<color=#3ACC3B>+12%</color>\n攻速加成<Icon=IconBasicAttackSpeedRate|39|39/> <color=#3ACC3B>+8%</color>\n冲刺充能<Icon=IconDashLimitNum|39|39/> <color=#DB1D1A>-5%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon4.png			746913	['道具', '伤害能力']
117	2			1	光属性勇者之剑	普攻伤害加成<Icon=IconBasicAttackDmg|39|39/> <color=#3ACC3B>+20%</color>\n信号球伤害加成<Icon=IconSignalOrbsDmg|39|39/> <color=#3ACC3B>+12%</color>\n护甲<Icon=IconArmor|39|39/> <color=#DB1D1A>-1</color>\n<color=#b8ae95>——“刀形态”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon84.png			746917	['道具', '伤害能力']
118	2			1	橙汁	暴击<Icon=IconCritRate|39|39/> <color=#3ACC3B>+6%</color>\n最大生命值<Icon=IconMaxHP|39|39/> <color=#DB1D1A>-3</color>\n<color=#b8ae95>——“血清容器款”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon48.png			746921	['道具', '伤害能力']
119	2			1	无限弹匣	暴击<Icon=IconCritRate|39|39/> <color=#3ACC3B>+4%</color>\n信号球伤害加成<Icon=IconSignalOrbsDmg|39|39/> <color=#3ACC3B>+12%</color>\n速度<Icon=IconMoveSpeed|39|39/> <color=#DB1D1A>-2.5%</color>\n<color=#b8ae95>——“拯救换弹癌”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon33.png			746924	['道具', '伤害能力']
120	2			1	黄油松饼	幸运<Icon=IconLuck|39|39/> <color=#3ACC3B>+6</color>\n冲刺充能<Icon=IconDashLimitNum|39|39/> <color=#DB1D1A>-5%</color>\n<color=#b8ae95>——“松弛，躺平”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon92.png			746928	['道具', '幸运提升']
121	2			1	碱水面包	最大生命值<Icon=IconMaxHP|39|39/> <color=#3ACC3B>+8</color>\n射程<Icon=IconBasicAttackRange|39|39/> <color=#DB1D1A>-1</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon64.png			746931	['道具', '生存能力']
122	2			1	甜甜创可贴	最大生命值<Icon=IconMaxHP|39|39/> <color=#3ACC3B>+5</color>\n护甲<Icon=IconArmor|39|39/> <color=#3ACC3B>+1</color>\n普攻伤害加成<Icon=IconBasicAttackDmg|39|39/> <color=#DB1D1A>-13%</color>\n<color=#b8ae95>——“更多时候被用作多巴胺系饰品”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon51.png			746934	['道具', '生存能力']
123	2			1	“鲨碧”汽水	生命偷取效率<Icon=IconLifestealRate|39|39/> <color=#3ACC3B>+1.5%</color>\n信号球伤害加成<Icon=IconSignalOrbsDmg|39|39/> <color=#DB1D1A>-8%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon73.png			746938	['道具', '生存能力']
124	2			1	黄油甜甜圈	闪避<Icon=IconDodgeRate|39|39/> <color=#3ACC3B>+4%</color>\n幸运<Icon=IconLuck|39|39/> <color=#3ACC3B>+4</color>\n攻速加成<Icon=IconBasicAttackSpeedRate|39|39/> <color=#DB1D1A>-5%</color>\n<color=#b8ae95>——“超大一圈，甜度满满”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon94.png			746941	['道具', '生存能力', '幸运提升']
125	2			1	猫耳沙发	最大生命值<Icon=IconMaxHP|39|39/> <color=#3ACC3B>+8</color>\n速度<Icon=IconMoveSpeed|39|39/> <color=#DB1D1A>-2.5%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon38.png			746945	['道具', '生存能力']
126	2			1	螺母	最大生命值<Icon=IconMaxHP|39|39/> <color=#3ACC3B>+5</color>\n护甲<Icon=IconArmor|39|39/> <color=#3ACC3B>+1</color>\n冲刺充能<Icon=IconDashLimitNum|39|39/> <color=#DB1D1A>-5%</color>\n<color=#b8ae95>——“比心比心~”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon60.png			746948	['道具', '生存能力']
127	2			1	1.5个蛋	护甲<Icon=IconArmor|39|39/> <color=#3ACC3B>+2</color>\n速度<Icon=IconMoveSpeed|39|39/> <color=#DB1D1A>-2.5%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon59.png			746952	['道具', '生存能力']
128	2			1	一条裙子	闪避<Icon=IconDodgeRate|39|39/> <color=#3ACC3B>+2%</color>\n最大生命值<Icon=IconMaxHP|39|39/> <color=#DB1D1A>-3</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon26.png			746955	['道具', '生存能力']
129	2			1	另一条裙子	闪避<Icon=IconDodgeRate|39|39/> <color=#3ACC3B>+3%</color>\n速度<Icon=IconMoveSpeed|39|39/> <color=#3ACC3B>+4%</color>\n护甲<Icon=IconArmor|39|39/> <color=#DB1D1A>-1</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon27.png			746958	['道具', '生存能力']
130	2			1	巧克力树莓挞	生命偷取效率<Icon=IconLifestealRate|39|39/> <color=#3ACC3B>+1.5%</color>\n护甲<Icon=IconArmor|39|39/> <color=#DB1D1A>-1</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon30.png			746962	['道具', '生存能力']
131	2			1	黄油汉堡	幸运<Icon=IconLuck|39|39/> <color=#3ACC3B>+6</color>\n普攻伤害加成<Icon=IconBasicAttackDmg|39|39/> <color=#DB1D1A>-5%</color>\n信号球伤害加成<Icon=IconSignalOrbsDmg|39|39/> <color=#DB1D1A>-3%</color>\n<color=#b8ae95>——“什么叫你的工作是在汉堡胚上划十字？”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon93.png			746965	['道具', '幸运提升']
132	2			1	红豆泥	普攻伤害加成<Icon=IconBasicAttackDmg|39|39/> <color=#3ACC3B>+30%</color>\n信号球伤害加成<Icon=IconSignalOrbsDmg|39|39/> <color=#DB1D1A>-8%</color>\n<color=#b8ae95>——“红豆哟~”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon69.png			746969	['道具', '伤害能力']
133	2			1	黝黑	信号球伤害加成<Icon=IconSignalOrbsDmg|39|39/> <color=#3ACC3B>+18%</color>\n普攻伤害加成<Icon=IconBasicAttackDmg|39|39/> <color=#DB1D1A>-13%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon13.png			746972	['道具', '伤害能力']
134	2			1	研磨美味	信号球伤害加成<Icon=IconSignalOrbsDmg|39|39/> <color=#3ACC3B>+12%</color>\n攻速加成<Icon=IconBasicAttackSpeedRate|39|39/> <color=#3ACC3B>+8%</color>\n暴击<Icon=IconCritRate|39|39/> <color=#DB1D1A>-3%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon78.png			746975	['道具', '伤害能力']
135	2			1	桂花糕	暴击<Icon=IconCritRate|39|39/> <color=#3ACC3B>+6%</color>\n攻速加成<Icon=IconBasicAttackSpeedRate|39|39/> <color=#DB1D1A>-5%</color>\n<color=#b8ae95>——“只是用彩带捆起来的糕点\n不会爆炸”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon52.png			746979	['道具', '伤害能力']
136	2			1	清洁套装	最大生命值<Icon=IconMaxHP|39|39/> <color=#3ACC3B>+5</color>\n信号球伤害加成<Icon=IconSignalOrbsDmg|39|39/> <color=#3ACC3B>+12%</color>\n幸运<Icon=IconLuck|39|39/> <color=#DB1D1A>-3</color>\n<color=#b8ae95>——“保持店面整洁的好帮手”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon40.png			746982	['道具', '生存能力', '伤害能力']
137	2			2	淡奶油泡芙	攻速加成<Icon=IconBasicAttackSpeedRate|39|39/> <color=#3ACC3B>+25%</color>\n击退<Icon=IconBasicAttackKnockback|39|39/> <color=#DB1D1A>-1</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon68.png			747600	['道具', '伤害能力']
138	2			2	解暑西瓜汁	红球掉落概率<Icon=IconRedOrbsAttackDropRate|39|39/> <color=#3ACC3B>+20%</color>\n闪避<Icon=IconDodgeRate|39|39/> <color=#DB1D1A>-2%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon55.png			747603	['道具', '伤害能力']
139	2			2	草莓铜锣烧	红球掉落概率<Icon=IconRedOrbsAttackDropRate|39|39/> <color=#3ACC3B>+15%</color>\n信号球伤害加成<Icon=IconSignalOrbsDmg|39|39/> <color=#3ACC3B>+25%</color>\n最大生命值<Icon=IconMaxHP|39|39/> <color=#DB1D1A>-4</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon75.png			747606	['道具', '伤害能力']
140	2			2	未装填弹壳	暴击<Icon=IconCritRate|39|39/> <color=#3ACC3B>+10%</color>\n速度<Icon=IconMoveSpeed|39|39/> <color=#DB1D1A>-3%</color>\n<color=#b8ae95>——“填充星星”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon32.png			747610	['道具', '伤害能力']
141	2			2	鲨赛克瓷砖	射程<Icon=IconBasicAttackRange|39|39/> <color=#3ACC3B>+2</color>\n攻速加成<Icon=IconBasicAttackSpeedRate|39|39/> <color=#3ACC3B>+17.5%</color>\n护甲<Icon=IconArmor|39|39/> <color=#DB1D1A>-1</color>	13	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon1.png			747613	['道具', '伤害能力']
142	2			2	发射星星	射程<Icon=IconBasicAttackRange|39|39/> <color=#3ACC3B>+2</color>\n信号球伤害加成<Icon=IconSignalOrbsDmg|39|39/> <color=#3ACC3B>+25%</color>\n幸运<Icon=IconLuck|39|39/> <color=#DB1D1A>-3</color>	13	Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon41.png			747617	['道具', '伤害能力']
143	2			2	手持火箭筒	暴击<Icon=IconCritRate|39|39/> <color=#3ACC3B>+7.5%</color>\n射程<Icon=IconBasicAttackRange|39|39/> <color=#3ACC3B>+2</color>\n速度<Icon=IconMoveSpeed|39|39/> <color=#DB1D1A>-3%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon86.png			747621	['道具', '伤害能力']
144	2			2	黄油热狗卷	幸运<Icon=IconLuck|39|39/> <color=#3ACC3B>+15</color>\n生命偷取效率<Icon=IconLifestealRate|39|39/> <color=#DB1D1A>-1</color>\n<color=#b8ae95>——“卷不动了”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon96.png			747625	['道具', '幸运提升']
145	2			2	绝对静摩擦	最大生命值<Icon=IconMaxHP|39|39/> <color=#3ACC3B>+10</color>\n护甲<Icon=IconArmor|39|39/> <color=#3ACC3B>+1</color>\n红球掉落概率<Icon=IconRedOrbsAttackDropRate|39|39/> <color=#DB1D1A>-5%</color>\n<color=#b8ae95>——“源自分离与融合的力量”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon24.png			747628	['道具', '生存能力']
146	2			2	莓莓芭菲	黄球掉落概率<Icon=IconYellowOrbsAttackDropRate|39|39/> <color=#3ACC3B>+12.5%</color>\n蓝球掉落概率<Icon=IconBlueOrbsAttackDropRate|39|39/> <color=#3ACC3B>+12.5%</color>\n红球掉落概率<Icon=IconRedOrbsAttackDropRate|39|39/> <color=#DB1D1A>-5%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon72.png			747685	['道具', '生存能力']
147	2			2	“冰鲨”	击退<Icon=IconBasicAttackKnockback|39|39/> <color=#3ACC3B>+2</color>\n黄球掉落概率<Icon=IconYellowOrbsAttackDropRate|39|39/> <color=#3ACC3B>+15%</color>\n普攻伤害加成<Icon=IconBasicAttackDmg|39|39/> <color=#DB1D1A>-12%</color>\n<color=#b8ae95>——“店长倾情推荐”</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon5.png			747632	['道具', '生存能力']
148	2			2	奶油华夫饼	击退<Icon=IconBasicAttackKnockback|39|39/> <color=#3ACC3B>+3</color>\n信号球伤害加成<Icon=IconSignalOrbsDmg|39|39/> <color=#DB1D1A>-9%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon81.png			747636	['道具', '生存能力']
149	2			2	红嘤	普攻伤害加成<Icon=IconBasicAttackDmg|39|39/> <color=#3ACC3B>+35%</color>\n 攻速加成<Icon=IconBasicAttackSpeedRate|39|39/> <color=#3ACC3B>+17.5%</color>\n信号球伤害加成<Icon=IconSignalOrbsDmg|39|39/> <color=#DB1D1A>-9%</color>		Assets/Product/Texture/Image/UiPBR/PBRItemsIcon/PBRItemsIcon22.png			747639	['道具', '伤害能力']
