SpawnGroupId	SpawnId
606006	[60600601, 60600602, 60600603, 60600604, 60600605]
606007	[60600701, 60600702, 60600703, 60600704, 60600705]
606008	[60600801, 60600802, 60600803, 60600804, 60600805]
606009	[60600901, 60600902, 60600903, 60600904, 60600905]
606010	[60601001, 60601002, 60601003, 60601004, 60601005]
606011	[60601101, 60601102, 60601103, 60601104, 60601105]
606012	[60601201, 60601202, 60601203, 60601204, 60601205]
606013	[60601301, 60601302, 60601303, 60601304, 60601305]
606014	[60601401, 60601402, 60601403, 60601404, 60601405]
606015	[60601501, 60601502, 60601503, 60601504, 60601505]
607001	[60700101, 60700102, 60700103, 60700104, 60700105]
607002	[60700201, 60700202, 60700203, 60700204, 60700205]
607003	[60700301, 60700302, 60700303, 60700304, 60700305]
607004	[60700401, 60700402, 60700403, 60700404, 60700405]
607005	[60700501, 60700502, 60700503, 60700504, 60700505]
607006	[60700601, 60700602, 60700603, 60700604, 60700605]
607007	[60700701, 60700702, 60700703, 60700704, 60700705]
607008	[60700801, 60700802, 60700803, 60700804, 60700805]
607009	[60700901, 60700902, 60700903, 60700904, 60700905]
607010	[60701001, 60701002, 60701003, 60701004, 60701005]
607011	[60701101, 60701102, 60701103, 60701104, 60701105]
607012	[60701201, 60701202, 60701203, 60701204, 60701205]
607013	[60701301, 60701302, 60701303, 60701304, 60701305]
607014	[60701401, 60701402, 60701403, 60701404, 60701405]
607015	[60701501, 60701502, 60701503, 60701504, 60701505]
608001	[60800101, 60800102, 60800103, 60800104, 60800105]
608002	[60800201, 60800202, 60800203, 60800204, 60800205]
608003	[60800301, 60800302, 60800303, 60800304, 60800305]
608004	[60800401, 60800402, 60800403, 60800404, 60800405]
608005	[60800501, 60800502, 60800503, 60800504, 60800505]
608006	[60800601, 60800602, 60800603, 60800604, 60800605]
608007	[60800701, 60800702, 60800703, 60800704, 60800705]
608008	[60800801, 60800802, 60800803, 60800804, 60800805]
608009	[60800901, 60800902, 60800903, 60800904, 60800905]
608010	[60801001, 60801002, 60801003, 60801004, 60801005]
608011	[60801101, 60801102, 60801103, 60801104, 60801105]
608012	[60801201, 60801202, 60801203, 60801204, 60801205]
608013	[60801301, 60801302, 60801303, 60801304, 60801305]
608014	[60801401, 60801402, 60801403, 60801404, 60801405]
608015	[60801501, 60801502, 60801503, 60801504, 60801505]
609001	[60900101, 60900102, 60900103, 60900104, 60900105]
609002	[60900201, 60900202, 60900203, 60900204, 60900205]
609003	[60900301, 60900302, 60900303, 60900304, 60900305]
609004	[60900401, 60900402, 60900403, 60900404, 60900405]
609005	[60900501, 60900502, 60900503, 60900504, 60900505]
609006	[60900601, 60900602, 60900603, 60900604, 60900605]
609007	[60900701, 60900702, 60900703, 60900704, 60900705]
609008	[60900801, 60900802, 60900803, 60900804, 60900805]
609009	[60900901, 60900902, 60900903, 60900904, 60900905]
609010	[60901001, 60901002, 60901003, 60901004, 60901005]
609011	[60901101, 60901102, 60901103, 60901104, 60901105]
609012	[60901201, 60901202, 60901203, 60901204, 60901205]
609013	[60901301, 60901302, 60901303, 60901304, 60901305]
609014	[60901401, 60901402, 60901403, 60901404, 60901405]
609015	[60901501, 60901502, 60901503, 60901504, 60901505]
609016	[60901601, 60901602, 60901603, 60901604, 60901605]
609017	[60901701, 60901702, 60901703, 60901704, 60901705]
609018	[60901801, 60901802, 60901803, 60901804, 60901805]
609019	[60901901, 60901902, 60901903, 60901904, 60901905]
609020	[60902001, 60902002, 60902003, 60902004, 60902005]
610001	[61000101, 61000102, 61000103, 61000104, 61000105]
610002	[61000201, 61000202, 61000203, 61000204, 61000205]
610003	[61000301, 61000302, 61000303, 61000304, 61000305]
610004	[61000401, 61000402, 61000403, 61000404, 61000405]
610005	[61000501, 61000502, 61000503, 61000504, 61000505]
610006	[61000601, 61000602, 61000603, 61000604, 61000605]
610007	[61000701, 61000702, 61000703, 61000704, 61000705]
610008	[61000801, 61000802, 61000803, 61000804, 61000805]
610009	[61000901, 61000902, 61000903, 61000904, 61000905]
610010	[61001001, 61001002, 61001003, 61001004, 61001005]
610011	[61001101, 61001102, 61001103, 61001104, 61001105]
610012	[61001201, 61001202, 61001203, 61001204, 61001205]
610013	[61001301, 61001302, 61001303, 61001304, 61001305]
610014	[61001401, 61001402, 61001403, 61001404, 61001405]
610015	[61001501, 61001502, 61001503, 61001504, 61001505]
610016	[61001601, 61001602, 61001603, 61001604, 61001605]
610017	[61001701, 61001702, 61001703, 61001704, 61001705]
610018	[61001801, 61001802, 61001803, 61001804, 61001805]
610019	[61001901, 61001902, 61001903, 61001904, 61001905]
610020	[61002001, 61002002, 61002003, 61002004, 61002005]
611001	[61100101, 61100102, 61100103, 61100104, 61100105]
611002	[61100201, 61100202, 61100203, 61100204, 61100205]
611003	[61100301, 61100302, 61100303, 61100304, 61100305]
611004	[61100401, 61100402, 61100403, 61100404, 61100405]
611005	[61100501, 61100502, 61100503, 61100504, 61100505]
611006	[61100601, 61100602, 61100603, 61100604, 61100605]
611007	[61100701, 61100702, 61100703, 61100704, 61100705]
611008	[61100801, 61100802, 61100803, 61100804, 61100805]
611009	[61100901, 61100902, 61100903, 61100904, 61100905]
611010	[61101001, 61101002, 61101003, 61101004, 61101005]
611011	[61101101, 61101102, 61101103, 61101104, 61101105]
611012	[61101201, 61101202, 61101203, 61101204, 61101205]
611013	[61101301, 61101302, 61101303, 61101304, 61101305]
611014	[61101401, 61101402, 61101403, 61101404, 61101405]
611015	[61101501, 61101502, 61101503, 61101504, 61101505]
611016	[61101601, 61101602, 61101603, 61101604, 61101605]
611017	[61101701, 61101702, 61101703, 61101704, 61101705]
611018	[61101801, 61101802, 61101803, 61101804, 61101805]
611019	[61101901, 61101902, 61101903, 61101904, 61101905]
611020	[61102001, 61102002, 61102003, 61102004, 61102005]
612001	[61200101, 61200102, 61200103, 61200104, 61200105]
612002	[61200201, 61200202, 61200203, 61200204, 61200205]
612003	[61200301, 61200302, 61200303, 61200304, 61200305]
612004	[61200401, 61200402, 61200403, 61200404, 61200405]
612005	[61200501, 61200502, 61200503, 61200504, 61200505]
612006	[61200601, 61200602, 61200603, 61200604, 61200605]
612007	[61200701, 61200702, 61200703, 61200704, 61200705]
612008	[61200801, 61200802, 61200803, 61200804, 61200805]
612009	[61200901, 61200902, 61200903, 61200904, 61200905]
612010	[61201001, 61201002, 61201003, 61201004, 61201005]
612011	[61201101, 61201102, 61201103, 61201104, 61201105]
612012	[61201201, 61201202, 61201203, 61201204, 61201205]
612013	[61201301, 61201302, 61201303, 61201304, 61201305]
612014	[61201401, 61201402, 61201403, 61201404, 61201405]
612015	[61201501, 61201502, 61201503, 61201504, 61201505]
612016	[61201601, 61201602, 61201603, 61201604, 61201605]
612017	[61201701, 61201702, 61201703, 61201704, 61201705]
612018	[61201801, 61201802, 61201803, 61201804, 61201805]
612019	[61201901, 61201902, 61201903, 61201904, 61201905]
612020	[61202001, 61202002, 61202003, 61202004, 61202005]
701001	[70100101, 70100102, 70100103, 70100104]
701002	[70100201, 70100202, 70100203, 70100204]
701003	[70100301, 70100302, 70100303, 70100304]
701004	[70100401, 70100402, 70100403, 70100404]
701005	[70100501, 70100502, 70100503, 70100504]
702001	[70200101, 70200102, 70200103, 70200104]
702002	[70200201, 70200202, 70200203, 70200204]
702003	[70200301, 70200302, 70200303, 70200304]
702004	[70200401, 70200402, 70200403, 70200404]
702005	[70200501, 70200502, 70200503, 70200504]
702006	[70200601, 70200602, 70200603, 70200604]
702007	[70200701, 70200702, 70200703, 70200704]
702008	[70200801, 70200802, 70200803, 70200804]
703001	[70300101, 70300102, 70300103, 70300104]
703002	[70300201, 70300202, 70300203, 70300204]
703003	[70300301, 70300302, 70300303, 70300304]
703004	[70300401, 70300402, 70300403, 70300404]
703005	[70300501, 70300502, 70300503, 70300504, 70300505]
703006	[70300601, 70300602, 70300603, 70300604, 70300605]
703007	[70300701, 70300702, 70300703, 70300704]
703008	[70300801, 70300802, 70300803, 70300804]
703009	[70300901, 70300902, 70300903, 70300904, 70300905]
703010	[70301001, 70301002, 70301003, 70301004, 70301005]
704001	[70400101, 70400102, 70400103, 70400104, 70400105]
704002	[70400201, 70400202, 70400203, 70400204, 70400205]
704003	[70400301, 70400302, 70400303, 70400304, 70400305]
704004	[70400401, 70400402, 70400403, 70400404, 70400405]
704005	[70400501, 70400502, 70400503, 70400504, 70400505]
704006	[70400601, 70400602, 70400603, 70400604, 70400605, 70400606]
704007	[70400701, 70400702, 70400703, 70400704, 70400705, 70400706]
704008	[70400801, 70400802, 70400803, 70400804, 70400805, 70400806]
704009	[70400901, 70400902, 70400903, 70400904, 70400905, 70400906]
704010	[70401001, 70401002, 70401003, 70401004, 70401005]
705001	[70500101, 70500102, 70500103, 70500104, 70500105]
705002	[70500201, 70500202, 70500203, 70500204, 70500205]
705003	[70500301, 70500302, 70500303, 70500304, 70500305]
705004	[70500401, 70500402, 70500403, 70500404, 70500405]
705005	[70500501, 70500502, 70500503, 70500504, 70500505]
705006	[70500601, 70500602, 70500603, 70500604, 70500605]
705007	[70500701, 70500702, 70500703, 70500704, 70500705, 70500706]
705008	[70500801, 70500802, 70500803, 70500804, 70500805, 70500806]
705009	[70500901, 70500902, 70500903, 70500904, 70500905, 70500906]
705010	[70501001, 70501002, 70501003, 70501004, 70501005, 70501006]
706001	[70600101, 70600102, 70600103, 70600104, 70600105, 70600106]
706002	[70600201, 70600202, 70600203, 70600204, 70600205, 70600206]
706003	[70600301, 70600302, 70600303, 70600304, 70600305, 70600306]
706004	[70600401, 70600402, 70600403, 70600404, 70600405, 70600406]
706005	[70600501, 70600502, 70600503, 70600504, 70600505, 70600506]
706006	[70600601, 70600602, 70600603, 70600604, 70600605, 70600606]
706007	[70600701, 70600702, 70600703, 70600704, 70600705, 70600706, 70600707]
706008	[70600801, 70600802, 70600803, 70600804, 70600805, 70600806, 70600807]
706009	[70600901, 70600902, 70600903, 70600904, 70600905, 70600906, 70600907]
706010	[70601001, 70601002, 70601003, 70601004, 70601005, 70601006, 70601007]
706011	[70601101, 70601102, 70601103, 70601104, 70601105, 70601106, 70601107]
706012	[70601201, 70601202, 70601203, 70601204, 70601205, 70601206, 70601207]
706013	[70601301, 70601302, 70601303, 70601304, 70601305, 70601306, 70601307]
707001	[70700101, 70700102, 70700103, 70700104]
707002	[70700201, 70700202, 70700203, 70700204]
707003	[70700301, 70700302, 70700303, 70700304]
707004	[70700401, 70700402, 70700403, 70700404]
707005	[70700501, 70700502, 70700503, 70700504]
707006	[70700601, 70700602, 70700603, 70700604, 70700605]
707007	[70700701, 70700702, 70700703, 70700704, 70700705]
707008	[70700801, 70700802, 70700803, 70700804, 70700805]
707009	[70700901, 70700902, 70700903, 70700904, 70700905]
707010	[70701001, 70701002, 70701003, 70701004, 70701005]
707011	[70701101, 70701102, 70701103, 70701104, 70701105, 70701106]
707012	[70701201, 70701202, 70701203, 70701204, 70701205, 70701206]
707013	[70701301, 70701302, 70701303, 70701304, 70701305, 70701306]
707014	[70701401, 70701402, 70701403, 70701404, 70701405, 70701406]
707015	[70701501, 70701502, 70701503, 70701504, 70701505, 70701506]
708001	[70800101, 70800102, 70800103, 70800104, 70800105]
708002	[70800201, 70800202, 70800203, 70800204, 70800205]
708003	[70800301, 70800302, 70800303, 70800304, 70800305]
708004	[70800401, 70800402, 70800403, 70800404, 70800405]
708005	[70800501, 70800502, 70800503, 70800504, 70800505]
708006	[70800601, 70800602, 70800603, 70800604, 70800605, 70800606]
708007	[70800701, 70800702, 70800703, 70800704, 70800705, 70800706]
708008	[70800801, 70800802, 70800803, 70800804, 70800805, 70800806]
708009	[70800901, 70800902, 70800903, 70800904, 70800905, 70800906]
708010	[70801001, 70801002, 70801003, 70801004, 70801005, 70801006]
708011	[70801101, 70801102, 70801103, 70801104, 70801105, 70801106]
708012	[70801201, 70801202, 70801203, 70801204, 70801205, 70801206]
708013	[70801301, 70801302, 70801303, 70801304, 70801305, 70801306]
708014	[70801401, 70801402, 70801403, 70801404, 70801405, 70801406]
708015	[70801501, 70801502, 70801503, 70801504, 70801505, 70801506]
709001	[70900101, 70900102, 70900103, 70900104, 70900105, 70900106]
709002	[70900201, 70900202, 70900203, 70900204, 70900205, 70900206]
709003	[70900301, 70900302, 70900303, 70900304, 70900305, 70900306]
709004	[70900401, 70900402, 70900403, 70900404, 70900405, 70900406]
709005	[70900501, 70900502, 70900503, 70900504, 70900505, 70900506]
709006	[70900601, 70900602, 70900603, 70900604, 70900605, 70900606]
709007	[70900701, 70900702, 70900703, 70900704, 70900705, 70900706]
709008	[70900801, 70900802, 70900803, 70900804, 70900805, 70900806]
709009	[70900901, 70900902, 70900903, 70900904, 70900905, 70900906]
709010	[70901001, 70901002, 70901003, 70901004, 70901005, 70901006]
709011	[70901101, 70901102, 70901103, 70901104, 70901105, 70901106, 70901107]
709012	[70901201, 70901202, 70901203, 70901204, 70901205, 70901206, 70901207]
709013	[70901301, 70901302, 70901303, 70901304, 70901305, 70901306, 70901307]
709014	[70901401, 70901402, 70901403, 70901404, 70901405, 70901406, 70901407]
709015	[70901501, 70901502, 70901503, 70901504, 70901505, 70901506, 70901507]
709016	[70901601, 70901602, 70901603, 70901604, 70901605, 70901606, 70901607, 70901608]
709017	[70901701, 70901702, 70901703, 70901704, 70901705, 70901706, 70901707, 70901708]
709018	[70901801, 70901802, 70901803, 70901804, 70901805, 70901806, 70901807, 70901808]
709019	[70901901, 70901902, 70901903, 70901904, 70901905, 70901906, 70901907, 70901908]
709020	[70902001, 70902002, 70902003, 70902004, 70902005, 70902006, 70902007, 70902008]
710001	[71000101, 71000102, 71000103, 71000104]
710002	[71000201, 71000202, 71000203, 71000204]
710003	[71000301, 71000302, 71000303, 71000304]
710004	[71000401, 71000402, 71000403, 71000404]
710005	[71000501, 71000502, 71000503, 71000504]
710006	[71000601, 71000602, 71000603, 71000604]
710007	[71000701, 71000702, 71000703, 71000704]
710008	[71000801, 71000802, 71000803, 71000804]
710009	[71000901, 71000902, 71000903, 71000904]
710010	[71001001, 71001002, 71001003, 71001004]
710011	[71001101, 71001102, 71001103, 71001104]
710012	[71001201, 71001202, 71001203, 71001204]
710013	[71001301, 71001302, 71001303, 71001304]
710014	[71001401, 71001402, 71001403, 71001404]
710015	[71001501, 71001502, 71001503, 71001504]
710016	[71001601, 71001602, 71001603, 71001604]
710017	[71001701, 71001702, 71001703, 71001704]
710018	[71001801, 71001802, 71001803, 71001804]
710019	[71001901, 71001902, 71001903, 71001904]
710020	[71002001, 71002002, 71002003, 71002004]
711001	[71100101, 71100102, 71100103, 71100104, 71100105, 71100106]
711002	[71100201, 71100202, 71100203, 71100204, 71100205, 71100206]
711003	[71100301, 71100302, 71100303, 71100304, 71100305, 71100306]
711004	[71100401, 71100402, 71100403, 71100404, 71100405, 71100406]
711005	[71100501, 71100502, 71100503, 71100504, 71100505, 71100506]
711006	[71100601, 71100602, 71100603, 71100604, 71100605, 71100606]
711007	[71100701, 71100702, 71100703, 71100704, 71100705, 71100706]
711008	[71100801, 71100802, 71100803, 71100804, 71100805, 71100806]
711009	[71100901, 71100902, 71100903, 71100904, 71100905, 71100906, 71100907]
711010	[71101001, 71101002, 71101003, 71101004, 71101005, 71101006, 71101007]
711011	[71101101, 71101102, 71101103, 71101104, 71101105, 71101106, 71101107]
711012	[71101201, 71101202, 71101203, 71101204, 71101205, 71101206, 71101207]
711013	[71101301, 71101302, 71101303, 71101304, 71101305, 71101306, 71101307]
711014	[71101401, 71101402, 71101403, 71101404, 71101405, 71101406, 71101407]
711015	[71101501, 71101502, 71101503, 71101504, 71101505, 71101506, 71101507]
711016	[71101601, 71101602, 71101603, 71101604, 71101605, 71101606, 71101607]
711017	[71101701, 71101702, 71101703, 71101704, 71101705, 71101706]
711018	[71101801, 71101802, 71101803, 71101804, 71101805, 71101806]
711019	[71101901, 71101902, 71101903, 71101904, 71101905, 71101906]
711020	[71102001, 71102002, 71102003, 71102004, 71102005, 71102006]
712001	[71200101, 71200102, 71200103, 71200104, 71200105, 71200106]
712002	[71200201, 71200202, 71200203, 71200204, 71200205, 71200206]
712003	[71200301, 71200302, 71200303, 71200304, 71200305, 71200306]
712004	[71200401, 71200402, 71200403, 71200404, 71200405, 71200406]
712005	[71200501, 71200502, 71200503, 71200504, 71200505, 71200506]
712006	[71200601, 71200602, 71200603, 71200604, 71200605, 71200606]
712007	[71200701, 71200702, 71200703, 71200704, 71200705, 71200706]
712008	[71200801, 71200802, 71200803, 71200804, 71200805, 71200806]
712009	[71200901, 71200902, 71200903, 71200904, 71200905, 71200906]
712010	[71201001, 71201002, 71201003, 71201004, 71201005, 71201006]
712011	[71201101, 71201102, 71201103, 71201104, 71201105, 71201106, 71201107]
712012	[71201201, 71201202, 71201203, 71201204, 71201205, 71201206, 71201207]
712013	[71201301, 71201302, 71201303, 71201304, 71201305, 71201306, 71201307]
712014	[71201401, 71201402, 71201403, 71201404, 71201405, 71201406, 71201407]
712015	[71201501, 71201502, 71201503, 71201504, 71201505, 71201506, 71201507]
712016	[71201601, 71201602, 71201603, 71201604, 71201605, 71201606, 71201607, 71201608]
712017	[71201701, 71201702, 71201703, 71201704, 71201705, 71201706, 71201707, 71201708]
712018	[71201801, 71201802, 71201803, 71201804, 71201805, 71201806, 71201807, 71201808]
712019	[71201901, 71201902, 71201903, 71201904, 71201905, 71201906, 71201907, 71201908]
712020	[71202001, 71202002, 71202003, 71202004, 71202005, 71202006, 71202007, 71202008]
801001	[80100101, 80100102, 80100103, 80100104, 80100105]
801002	[80100201, 80100202, 80100203, 80100204, 80100205]
801003	[80100301, 80100302, 80100303, 80100304, 80100305]
801004	[80100401, 80100402, 80100403, 80100404, 80100405]
801005	[80100501, 80100502, 80100503, 80100504, 80100505]
802001	[80200101, 80200102, 80200103, 80200104]
802002	[80200201, 80200202, 80200203, 80200204]
802003	[80200301, 80200302, 80200303, 80200304]
802004	[80200401, 80200402, 80200403, 80200404]
802005	[80200501, 80200502, 80200503, 80200504]
802006	[80200601, 80200602, 80200603, 80200604]
802007	[80200701, 80200702, 80200703, 80200704]
802008	[80200801, 80200802, 80200803]
803001	[80300101, 80300102, 80300103, 80300104]
803002	[80300201, 80300202, 80300203, 80300204]
803003	[80300301, 80300302, 80300303, 80300304]
803004	[80300401, 80300402, 80300403, 80300404]
803005	[80300501, 80300502, 80300503, 80300504]
803006	[80300601, 80300602, 80300603, 80300604]
803007	[80300701, 80300702, 80300703, 80300704]
803008	[80300801, 80300802, 80300803, 80300804]
803009	[80300901, 80300902, 80300903, 80300904]
803010	[80301001, 80301002, 80301003, 80301004]
804001	[80400101, 80400102, 80400103, 80400104, 80400105]
804002	[80400201, 80400202, 80400203, 80400204, 80400205]
804003	[80400301, 80400302, 80400303, 80400304, 80400305]
804004	[80400401, 80400402, 80400403, 80400404, 80400405]
804005	[80400501, 80400502, 80400503, 80400504, 80400505]
804006	[80400601, 80400602, 80400603, 80400604, 80400605]
804007	[80400701, 80400702, 80400703, 80400704, 80400705]
804008	[80400801, 80400802, 80400803, 80400804, 80400805]
804009	[80400901, 80400902, 80400903, 80400904, 80400905, 80400906]
804010	[80401001, 80401002, 80401003, 80401004, 80401005, 80401006]
805001	[80500101, 80500102, 80500103, 80500104, 80500105]
805002	[80500201, 80500202, 80500203, 80500204, 80500205]
805003	[80500301, 80500302, 80500303, 80500304, 80500305]
805004	[80500401, 80500402, 80500403, 80500404, 80500405]
805005	[80500501, 80500502, 80500503, 80500504, 80500505]
805006	[80500601, 80500602, 80500603, 80500604, 80500605]
805007	[80500701, 80500702, 80500703, 80500704, 80500705, 80500706]
805008	[80500801, 80500802, 80500803, 80500804, 80500805, 80500806]
805009	[80500901, 80500902, 80500903, 80500904, 80500905, 80500906]
805010	[80501001, 80501002, 80501003, 80501004, 80501005, 80501006]
806001	[80600101, 80600102, 80600103, 80600104, 80600105, 80600106, 80600107]
806002	[80600201, 80600202, 80600203, 80600204, 80600205, 80600206, 80600207]
806003	[80600301, 80600302, 80600303, 80600304, 80600305, 80600306, 80600307]
806004	[80600401, 80600402, 80600403, 80600404, 80600405, 80600406, 80600407]
806005	[80600501, 80600502, 80600503, 80600504, 80600505, 80600506, 80600507]
806006	[80600601, 80600602, 80600603, 80600604, 80600605, 80600606, 80600607]
806007	[80600701, 80600702, 80600703, 80600704, 80600705, 80600706, 80600707]
806008	[80600801, 80600802, 80600803, 80600804, 80600805, 80600806, 80600807]
806009	[80600901, 80600902, 80600903, 80600904, 80600905, 80600906, 80600907, 80600908]
806010	[80601001, 80601002, 80601003, 80601004, 80601005, 80601006, 80601007, 80601008]
806011	[80601101, 80601102, 80601103, 80601104, 80601105, 80601106, 80601107, 80601108]
806012	[80601201, 80601202, 80601203, 80601204, 80601205, 80601206, 80601207, 80601208]
806013	[80601301, 80601302, 80601303]
807001	[80700101, 80700102, 80700103, 80700104, 80700105]
807002	[80700201, 80700202, 80700203, 80700204]
807003	[80700301, 80700302, 80700303, 80700304, 80700305]
807004	[80700401, 80700402, 80700403, 80700404]
807005	[80700501, 80700502, 80700503, 80700504, 80700505]
807006	[80700601, 80700602, 80700603, 80700604]
807007	[80700701, 80700702, 80700703, 80700704, 80700705]
807008	[80700801, 80700802, 80700803, 80700804]
807009	[80700901, 80700902, 80700903, 80700904, 80700905]
807010	[80701001, 80701002, 80701003, 80701004]
807011	[80701101, 80701102, 80701103, 80701104, 80701105]
807012	[80701201, 80701202, 80701203, 80701204]
807013	[80701301, 80701302, 80701303, 80701304, 80701305]
807014	[80701401, 80701402, 80701403, 80701404, 80701405]
807015	[80701501, 80701502, 80701503, 80701504, 80701505]
808001	[80800101, 80800102, 80800103, 80800104, 80800105]
808002	[80800201, 80800202, 80800203, 80800204, 80800205]
808003	[80800301, 80800302, 80800303, 80800304, 80800305]
808004	[80800401, 80800402, 80800403, 80800404, 80800405]
808005	[80800501, 80800502, 80800503, 80800504, 80800505]
808006	[80800601, 80800602, 80800603, 80800604, 80800605]
808007	[80800701, 80800702, 80800703, 80800704, 80800705]
808008	[80800801, 80800802, 80800803, 80800804, 80800805]
808009	[80800901, 80800902, 80800903, 80800904, 80800905]
808010	[80801001, 80801002, 80801003, 80801004, 80801005]
808011	[80801101, 80801102, 80801103, 80801104, 80801105]
808012	[80801201, 80801202, 80801203, 80801204, 80801205]
808013	[80801301, 80801302, 80801303, 80801304, 80801305]
808014	[80801401, 80801402, 80801403, 80801404, 80801405, 80801406]
808015	[80801501, 80801502, 80801503, 80801504, 80801505, 80801506]
809001	[80900101, 80900102, 80900103, 80900104, 80900105]
809002	[80900201, 80900202, 80900203, 80900204, 80900205]
809003	[80900301, 80900302, 80900303, 80900304, 80900305]
809004	[80900401, 80900402, 80900403, 80900404, 80900405]
809005	[80900501, 80900502, 80900503, 80900504, 80900505]
809006	[80900601, 80900602, 80900603, 80900604, 80900605]
809007	[80900701, 80900702, 80900703, 80900704, 80900705]
809008	[80900801, 80900802, 80900803, 80900804, 80900805]
809009	[80900901, 80900902, 80900903, 80900904, 80900905]
809010	[80901001, 80901002, 80901003, 80901004, 80901005]
809011	[80901101, 80901102, 80901103, 80901104, 80901105]
809012	[80901201, 80901202, 80901203, 80901204, 80901205]
809013	[80901301, 80901302, 80901303, 80901304, 80901305]
809014	[80901401, 80901402, 80901403, 80901404]
809015	[80901501, 80901502, 80901503, 80901504]
809016	[80901601, 80901602, 80901603, 80901604, 80901605]
809017	[80901701, 80901702, 80901703, 80901704, 80901705]
809018	[80901801, 80901802, 80901803, 80901804, 80901805]
809019	[80901901, 80901902, 80901903, 80901904, 80901905]
809020	[80902001, 80902002, 80902003, 80902004, 80902005]
810001	[81000101, 81000102, 81000103, 81000104, 81000105, 81000106]
810002	[81000201, 81000202, 81000203, 81000204, 81000205, 81000206]
810003	[81000301, 81000302, 81000303, 81000304, 81000305, 81000306]
810004	[81000401, 81000402, 81000403, 81000404, 81000405, 81000406]
810005	[81000501, 81000502, 81000503, 81000504, 81000505, 81000506]
810006	[81000601, 81000602, 81000603, 81000604, 81000605, 81000606]
810007	[81000701, 81000702, 81000703, 81000704, 81000705, 81000706]
810008	[81000801, 81000802, 81000803, 81000804, 81000805, 81000806]
810009	[81000901, 81000902, 81000903, 81000904, 81000905, 81000906]
810010	[81001001, 81001002, 81001003, 81001004, 81001005, 81001006]
810011	[81001101, 81001102, 81001103, 81001104, 81001105, 81001106]
810012	[81001201, 81001202, 81001203, 81001204, 81001205, 81001206]
810013	[81001301, 81001302, 81001303, 81001304, 81001305, 81001306]
810014	[81001401, 81001402, 81001403, 81001404, 81001405, 81001406]
810015	[81001501, 81001502, 81001503, 81001504, 81001505, 81001506]
810016	[81001601, 81001602, 81001603, 81001604, 81001605, 81001606]
810017	[81001701, 81001702, 81001703, 81001704, 81001705, 81001706]
810018	[81001801, 81001802, 81001803, 81001804, 81001805, 81001806]
810019	[81001901, 81001902, 81001903, 81001904, 81001905, 81001906]
810020	[81002001, 81002002, 81002003, 81002004, 81002005, 81002006]
811001	[81100101, 81100102, 81100103, 81100104, 81100105]
811002	[81100201, 81100202, 81100203, 81100204, 81100205]
811003	[81100301, 81100302, 81100303, 81100304, 81100305]
811004	[81100401, 81100402, 81100403, 81100404, 81100405]
811005	[81100501, 81100502, 81100503, 81100504, 81100505]
811006	[81100601, 81100602, 81100603, 81100604, 81100605]
811007	[81100701, 81100702, 81100703, 81100704, 81100705]
811008	[81100801, 81100802, 81100803, 81100804, 81100805]
811009	[81100901, 81100902, 81100903, 81100904, 81100905]
811010	[81101001, 81101002, 81101003, 81101004, 81101005]
811011	[81101101, 81101102, 81101103, 81101104, 81101105]
811012	[81101201, 81101202, 81101203, 81101204, 81101205]
811013	[81101301, 81101302, 81101303, 81101304]
811014	[81101401, 81101402, 81101403, 81101404]
811015	[81101501, 81101502, 81101503, 81101504]
811016	[81101601, 81101602, 81101603, 81101604]
811017	[81101701, 81101702, 81101703, 81101704, 81101705]
811018	[81101801, 81101802, 81101803, 81101804, 81101805]
811019	[81101901, 81101902, 81101903, 81101904, 81101905]
811020	[81102001, 81102002, 81102003, 81102004, 81102005]
812001	[81200101, 81200102, 81200103, 81200104, 81200105]
812002	[81200201, 81200202, 81200203, 81200204, 81200205]
812003	[81200301, 81200302, 81200303, 81200304, 81200305]
812004	[81200401, 81200402, 81200403, 81200404, 81200405]
812005	[81200501, 81200502, 81200503, 81200504, 81200505, 81200506]
812006	[81200601, 81200602, 81200603, 81200604, 81200605]
812007	[81200701, 81200702, 81200703, 81200704, 81200705]
812008	[81200801, 81200802, 81200803, 81200804, 81200805]
812009	[81200901, 81200902, 81200903, 81200904, 81200905, 81200906]
812010	[81201001, 81201002, 81201003, 81201004, 81201005]
812011	[81201101, 81201102, 81201103, 81201104, 81201105]
812012	[81201201, 81201202, 81201203, 81201204, 81201205]
812013	[81201301, 81201302, 81201303, 81201304, 81201305, 81201306]
812014	[81201401, 81201402, 81201403, 81201404, 81201405]
812015	[81201501, 81201502, 81201503, 81201504, 81201505]
812016	[81201601, 81201602, 81201603, 81201604, 81201605]
812017	[81201701, 81201702, 81201703, 81201704, 81201705]
812018	[81201801, 81201802, 81201803, 81201804, 81201805]
812019	[81201901, 81201902, 81201903, 81201904, 81201905]
812020	[81202001, 81202002, 81202003, 81202004, 81202005]
