Id	Note	TemplateId	StageId	Weight	Mode	ModeParams	TimeLimit	MonsterGroupId	GroupOrder	IsQubitStage	QubitMonsterGroup	QubitValue	QubitEquipBoxGroup	QubitItemBoxGroup	QubitGoldGroup	FightEventIds	SuggestAbility	ExtraWaveGroupId	ExtraWaveRate	ExtraWaveTime	BaseHp
37172	第三章-困难生存-中段-α线量子值困难保底	3717	30062824	100	2	[60]		[371221]	1		[1371111, 1371111]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251402, 2251406, 2251214]					2977538
37181	第三章-困难生存-后段-α线量子值困难保底	3718	30062825	100	2	[60]		[371311]	1		[1371111, 1371111]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251402, 2251406, 2251214]					2977538
37182	第三章-困难生存-后段-α线量子值困难保底	3718	30062825	100	2	[60]		[371321]	1		[1371111, 1371111]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251402, 2251406, 2251214]					2977538
38161	第三章-保卫萝卜-前段-α线量子值困难保底	3816	30062817	100	5	[200, 30, 500]		[381111]	1		[1381311, 1381311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251402, 2251406]		131	500	30	496256
38162	第三章-保卫萝卜-前段-α线量子值困难保底	3816	30062822	100	5	[200, 30, 500]		[381121]	1		[1381311, 1381311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251402, 2251406]		132	500	30	496256
38171	第三章-保卫萝卜-中段-α线量子值困难保底	3817	30062823	100	5	[200, 30, 500]		[381211]	1		[1381311, 1381311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251402, 2251406]		131	500	30	496256
38172	第三章-保卫萝卜-中段-α线量子值困难保底	3817	30062824	100	5	[200, 30, 500]		[381221]	1		[1381311, 1381311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251402, 2251406]		132	500	30	496256
38181	第三章-保卫萝卜-后段-α线量子值困难保底	3818	30062825	100	5	[200, 30, 500]		[381311]	1		[1381311, 1381311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251402, 2251406]		131	500	30	496256
38182	第三章-保卫萝卜-后段-α线量子值困难保底	3818	30062825	100	5	[200, 30, 500]		[381321]	1		[1381311, 1381311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251402, 2251406]		132	500	30	496256
39161	第三章-困难伤害-前段-α线量子值困难保底	3916	30062817	100	4	[2977538]		[391111]	1		[1391121, 1391121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251402, 2251406]					5955075
39162	第三章-困难伤害-前段-α线量子值困难保底	3916	30062822	100	4	[2977538]		[391121]	1		[1391121, 1391121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251402, 2251406]					5955075
39171	第三章-困难伤害-中段-α线量子值困难保底	3917	30062823	100	4	[2977538]		[391211]	1		[1391121, 1391121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251402, 2251406]					5955075
39172	第三章-困难伤害-中段-α线量子值困难保底	3917	30062824	100	4	[2977538]		[391221]	1		[1391121, 1391121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251402, 2251406]					5955075
39181	第三章-困难伤害-后段-α线量子值困难保底	3918	30062825	100	4	[2977538]		[391311]	1		[1391121, 1391121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251402, 2251406]					5955075
39182	第三章-困难伤害-后段-α线量子值困难保底	3918	30062825	100	4	[2977538]		[391321]	1		[1391121, 1391121]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251402, 2251406]					5955075
41211	第四章-普通刷怪-前段	4121	30062813	100	1	[0, 30]		[412111, 412112]	2		[1412221, 1412221]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251403, 2251406]		141	300	30	10757512
41212	第四章-普通刷怪-前段	4121	30062813	100	1	[0, 30]		[412121, 412122]	2		[1412221, 1412221]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251403, 2251406]		142	300	30	10757512
41213	第四章-普通刷怪-前段	4121	30062813	100	1	[0, 30]		[412131, 412132]	2		[1412221, 1412221]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251403, 2251406]		141	300	30	10757512
41214	第四章-普通刷怪-前段	4121	30062813	100	1	[0, 30]		[412141, 412142]	2		[1412221, 1412221]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251403, 2251406]		141	300	30	10757512
41221	第四章-普通刷怪-中段	4122	30062826	100	1	[0, 30]		[412211, 412212]	2		[1412221, 1412221]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251403, 2251406]		142	300	30	10757512
41222	第四章-普通刷怪-中段	4122	30062826	100	1	[0, 30]		[412221, 412222]	2		[1412221, 1412221]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251403, 2251406]		141	300	30	10757512
41223	第四章-普通刷怪-中段	4122	30062826	100	1	[0, 30]		[412231, 412232]	2		[1412221, 1412221]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251403, 2251406]		142	300	30	10757512
41224	第四章-普通刷怪-中段	4122	30062826	100	1	[0, 30]		[412241, 412242]	2		[1412221, 1412221]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251403, 2251406]		141	300	30	10757512
41311	第四章-普通刷怪-后段	4131	30062827	100	1	[0, 30, 60]		[413111, 413112, 413113]	2		[1412221, 1412221]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251403, 2251406]		142	300	30	7171675
41312	第四章-普通刷怪-后段	4131	30062827	100	1	[0, 30, 60]		[413121, 413122, 413123]	2		[1412221, 1412221]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251403, 2251406]		141	300	30	7171675
41313	第四章-普通刷怪-后段	4131	30062827	100	1	[0, 30, 60]		[413131, 413132, 413133]	2		[1412221, 1412221]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251403, 2251406]		142	300	30	7171675
41314	第四章-普通刷怪-后段	4131	30062827	100	1	[0, 30, 60]		[413141, 413142, 413143]	2		[1412221, 1412221]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251403, 2251406]		141	300	30	7171675
43111	第四章-普通割草-前段	4311	30062813	100	3	[20]		[431111]	1		[1431321, 1431321]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251403, 2251406]		142	300	30	3585838
43112	第四章-普通割草-前段	4311	30062813	100	3	[20]		[431121]	1		[1431321, 1431321]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251403, 2251406]		141	300	30	3585838
43121	第四章-普通割草-中段	4312	30062826	100	3	[20]		[431211]	1		[1431321, 1431321]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251403, 2251406]		142	300	30	3585838
43122	第四章-普通割草-中段	4312	30062826	100	3	[20]		[431221]	1		[1431321, 1431321]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251403, 2251406]		141	300	30	3585838
43131	第四章-普通割草-后段	4313	30062827	100	3	[20]		[431311]	1		[1431321, 1431321]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251403, 2251406]		142	300	30	3585838
43132	第四章-普通割草-后段	4313	30062827	100	3	[20]		[431321]	1		[1431321, 1431321]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251403, 2251406]		142	300	30	3585838
44111	第四章-普通伤害-前段	4411	30062813	100	4	[21515025]		[441111]	1		[1431222, 1431222]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251403, 2251406]					43030050
44112	第四章-普通伤害-前段	4411	30062813	100	4	[21515025]		[441121]	1		[1431222, 1431222]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251403, 2251406]					43030050
44121	第四章-普通伤害-中段	4412	30062826	100	4	[21515025]		[441211]	1		[1431222, 1431222]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251403, 2251406]					43030050
44122	第四章-普通伤害-中段	4412	30062826	100	4	[21515025]		[441221]	1		[1431222, 1431222]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251403, 2251406]					43030050
44131	第四章-普通伤害-后段	4413	30062827	100	4	[21515025]		[441311]	1		[1431222, 1431222]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251403, 2251406]					43030050
44132	第四章-普通伤害-后段	4413	30062827	100	4	[21515025]		[441321]	1		[1431222, 1431222]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251403, 2251406]					43030050
45321	第四章-竞速奖励-中段	4532	30062826	100	6	[60, 1, 5]		[463211]	1		[1463113, 1463113]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251403, 2251406]					32272536
45322	第四章-竞速奖励-中段	4532	30062826	100	6	[60, 1, 5]		[463221]	1		[1463113, 1463113]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251403, 2251406]					32272536
45323	第四章-竞速奖励-中段	4532	30062826	100	6	[60, 1, 5]		[463231]	1		[1463113, 1463113]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251403, 2251406]					32272536
45331	第四章-竞速奖励-后段	4533	30062827	100	6	[60, 1, 5]		[463311]	1		[1463113, 1463113]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251403, 2251406]					32272536
45332	第四章-竞速奖励-后段	4533	30062827	100	6	[60, 1, 5]		[463321]	1		[1463113, 1463113]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251403, 2251406]					32272536
45333	第四章-竞速奖励-后段	4533	30062827	100	6	[60, 1, 5]		[463331]	1		[1463113, 1463113]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251403, 2251406]					32272536
46311	第四章-困难刷怪-前段	4631	30062813	100	1	[0, 30, 60]		[463111, 463112, 463113]	2		[1463223, 1463223]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		141	500	30	10757512
46312	第四章-困难刷怪-前段	4631	30062813	100	1	[0, 30, 60]		[463121, 463122, 463123]	2		[1463223, 1463223]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		142	500	30	10757512
46313	第四章-困难刷怪-前段	4631	30062813	100	1	[0, 30, 60]		[463131, 463132, 463133]	2		[1463223, 1463223]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		141	500	30	10757512
46321	第四章-困难刷怪-中段	4632	30062826	100	1	[0, 30, 60]		[463211, 463212, 463213]	2		[1463223, 1463223]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		142	500	30	10757512
46322	第四章-困难刷怪-中段	4632	30062826	100	1	[0, 30, 60]		[463221, 463222, 463223]	2		[1463223, 1463223]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		141	500	30	10757512
46323	第四章-困难刷怪-中段	4632	30062826	100	1	[0, 30, 60]		[463231, 463232, 463233]	2		[1463223, 1463223]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		142	500	30	10757512
46331	第四章-困难刷怪-后段	4633	30062827	100	1	[0, 30, 60]		[463311, 463312, 463313]	2		[1463223, 1463223]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		142	500	30	10757512
46332	第四章-困难刷怪-后段	4633	30062827	100	1	[0, 30, 60]		[463321, 463322, 463323]	2		[1463223, 1463223]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		141	500	30	10757512
46333	第四章-困难刷怪-后段	4633	30062827	100	1	[0, 30, 60]		[463331, 463332, 463333]	2		[1463223, 1463223]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		142	500	30	10757512
47111	第四章-困难生存-前段	4711	30062813	100	2	[60]		[471111]	1		[1471311, 1471311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406, 2251214]					32272538
47112	第四章-困难生存-前段	4711	30062813	100	2	[60]		[471121]	1		[1471311, 1471311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406, 2251214]					32272538
47121	第四章-困难生存-中段	4712	30062826	100	2	[60]		[471211]	1		[1471311, 1471311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406, 2251214]					32272538
47122	第四章-困难生存-中段	4712	30062826	100	2	[60]		[471221]	1		[1471311, 1471311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406, 2251214]					32272538
47131	第四章-困难生存-后段	4713	30062827	100	2	[60]		[471311]	1		[1471311, 1471311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406, 2251214]					32272538
47132	第四章-困难生存-后段	4713	30062827	100	2	[60]		[471321]	1		[1471311, 1471311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406, 2251214]					32272538
48111	第四章-保卫萝卜-前段	4811	30062813	100	5	[200, 30, 500]		[481111]	1		[1481321, 1481321]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		131	500	30	5378756
48112	第四章-保卫萝卜-前段	4811	30062813	100	5	[200, 30, 500]		[481121]	1		[1481321, 1481321]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		132	500	30	5378756
48121	第四章-保卫萝卜-中段	4812	30062826	100	5	[200, 30, 500]		[481211]	1		[1481321, 1481321]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		131	500	30	5378756
48122	第四章-保卫萝卜-中段	4812	30062826	100	5	[200, 30, 500]		[481221]	1		[1481321, 1481321]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		132	500	30	5378756
48131	第四章-保卫萝卜-后段	4813	30062827	100	5	[200, 30, 500]		[481311]	1		[1481321, 1481321]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		131	500	30	5378756
48132	第四章-保卫萝卜-后段	4813	30062827	100	5	[200, 30, 500]		[481321]	1		[1481321, 1481321]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		132	500	30	5378756
49111	第四章-困难伤害-前段	4911	30062813	100	4	[32272538]		[491111]	1		[1491311, 1491311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]					64545075
49112	第四章-困难伤害-前段	4911	30062813	100	4	[32272538]		[491121]	1		[1491311, 1491311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]					64545075
49121	第四章-困难伤害-中段	4912	30062826	100	4	[32272538]		[491211]	1		[1491311, 1491311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]					64545075
49122	第四章-困难伤害-中段	4912	30062826	100	4	[32272538]		[491221]	1		[1491311, 1491311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]					64545075
49131	第四章-困难伤害-后段	4913	30062827	100	4	[32272538]		[491311]	1		[1491311, 1491311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]					64545075
49132	第四章-困难伤害-后段	4913	30062827	100	4	[32272538]		[491321]	1		[1491311, 1491311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]					64545075
46361	第四章-困难刷怪-前段-α线量子值困难保底	4636	30062813	100	1	[0, 30, 60]		[463111, 463112, 463113]	2		[1463223, 1463223]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		141	500	30	10757512
46362	第四章-困难刷怪-前段-α线量子值困难保底	4636	30062813	100	1	[0, 30, 60]		[463121, 463122, 463123]	2		[1463223, 1463223]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		142	500	30	10757512
46363	第四章-困难刷怪-前段-α线量子值困难保底	4636	30062813	100	1	[0, 30, 60]		[463131, 463132, 463133]	2		[1463223, 1463223]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		141	500	30	10757512
46371	第四章-困难刷怪-中段-α线量子值困难保底	4637	30062826	100	1	[0, 30, 60]		[463211, 463212, 463213]	2		[1463223, 1463223]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		142	500	30	10757512
46372	第四章-困难刷怪-中段-α线量子值困难保底	4637	30062826	100	1	[0, 30, 60]		[463221, 463222, 463223]	2		[1463223, 1463223]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		141	500	30	10757512
46373	第四章-困难刷怪-中段-α线量子值困难保底	4637	30062826	100	1	[0, 30, 60]		[463231, 463232, 463233]	2		[1463223, 1463223]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		142	500	30	10757512
46381	第四章-困难刷怪-后段-α线量子值困难保底	4638	30062827	100	1	[0, 30, 60]		[463311, 463312, 463313]	2		[1463223, 1463223]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		142	500	30	10757512
46382	第四章-困难刷怪-后段-α线量子值困难保底	4638	30062827	100	1	[0, 30, 60]		[463321, 463322, 463323]	2		[1463223, 1463223]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		141	500	30	10757512
46383	第四章-困难刷怪-后段-α线量子值困难保底	4638	30062827	100	1	[0, 30, 60]		[463331, 463332, 463333]	2		[1463223, 1463223]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		142	500	30	10757512
47161	第四章-困难生存-前段-α线量子值困难保底	4716	30062813	100	2	[60]		[471111]	1		[1471311, 1471311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406, 2251214]					32272538
47162	第四章-困难生存-前段-α线量子值困难保底	4716	30062813	100	2	[60]		[471121]	1		[1471311, 1471311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406, 2251214]					32272538
47171	第四章-困难生存-中段-α线量子值困难保底	4717	30062826	100	2	[60]		[471211]	1		[1471311, 1471311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406, 2251214]					32272538
47172	第四章-困难生存-中段-α线量子值困难保底	4717	30062826	100	2	[60]		[471221]	1		[1471311, 1471311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406, 2251214]					32272538
47181	第四章-困难生存-后段-α线量子值困难保底	4718	30062827	100	2	[60]		[471311]	1		[1471311, 1471311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406, 2251214]					32272538
47182	第四章-困难生存-后段-α线量子值困难保底	4718	30062827	100	2	[60]		[471321]	1		[1471311, 1471311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406, 2251214]					32272538
48161	第四章-保卫萝卜-前段-α线量子值困难保底	4816	30062813	100	5	[200, 30, 500]		[481111]	1		[1481321, 1481321]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		131	500	30	5378756
48162	第四章-保卫萝卜-前段-α线量子值困难保底	4816	30062813	100	5	[200, 30, 500]		[481121]	1		[1481321, 1481321]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		132	500	30	5378756
48171	第四章-保卫萝卜-中段-α线量子值困难保底	4817	30062826	100	5	[200, 30, 500]		[481211]	1		[1481321, 1481321]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		131	500	30	5378756
48172	第四章-保卫萝卜-中段-α线量子值困难保底	4817	30062826	100	5	[200, 30, 500]		[481221]	1		[1481321, 1481321]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		132	500	30	5378756
48181	第四章-保卫萝卜-后段-α线量子值困难保底	4818	30062827	100	5	[200, 30, 500]		[481311]	1		[1481321, 1481321]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		131	500	30	5378756
48182	第四章-保卫萝卜-后段-α线量子值困难保底	4818	30062827	100	5	[200, 30, 500]		[481321]	1		[1481321, 1481321]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]		132	500	30	5378756
49161	第四章-困难伤害-前段-α线量子值困难保底	4916	30062813	100	4	[32272538]		[491111]	1		[1491311, 1491311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]					64545075
49162	第四章-困难伤害-前段-α线量子值困难保底	4916	30062813	100	4	[32272538]		[491121]	1		[1491311, 1491311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]					64545075
49171	第四章-困难伤害-中段-α线量子值困难保底	4917	30062826	100	4	[32272538]		[491211]	1		[1491311, 1491311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]					64545075
49172	第四章-困难伤害-中段-α线量子值困难保底	4917	30062826	100	4	[32272538]		[491221]	1		[1491311, 1491311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]					64545075
49181	第四章-困难伤害-后段-α线量子值困难保底	4918	30062827	100	4	[32272538]		[491311]	1		[1491311, 1491311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]					64545075
49182	第四章-困难伤害-后段-α线量子值困难保底	4918	30062827	100	4	[32272538]		[491321]	1		[1491311, 1491311]	['2|30', '2|60']		[1001, 1003]	[103, 104]	[2251401, 2251403, 2251406]					64545075
51311	第五章-普通刷怪-前段	5131	30062828	100	1	[0, 30, 60]		[513111, 513112, 513113]	2		[1564222, 1564222]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]		151	100	30	14053387
51312	第五章-普通刷怪-前段	5131	30062828	100	1	[0, 30, 60]		[513121, 513122, 513123]	2		[1564222, 1564222]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]		152	400	30	14053387
51313	第五章-普通刷怪-前段	5131	30062828	100	1	[0, 30, 60]		[513131, 513132, 513133]	2		[1564222, 1564222]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251404, 2251407]		151	100	30	14053387
51321	第五章-普通刷怪-前段	5132	30062828	100	1	[0, 30, 60]		[513211, 513212, 513213]	2		[1564222, 1564222]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]		152	400	30	14053387
51322	第五章-普通刷怪-前段	5132	30062828	100	1	[0, 30, 60]		[513221, 513222, 513223]	2		[1564222, 1564222]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]		151	100	30	14053387
51323	第五章-普通刷怪-前段	5132	30062828	100	1	[0, 30, 60]		[513231, 513232, 513233]	2		[1564222, 1564222]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251404, 2251407]		152	400	30	14053387
51411	第五章-普通刷怪-中段	5141	30062829	100	1	[0, 20, 40, 60]		[514111, 514112, 514113, 514114]	2		[1564222, 1564222]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]		151	100	30	10540040
51412	第五章-普通刷怪-中段	5141	30062829	100	1	[0, 20, 40, 60]		[514121, 514122, 514123, 514124]	2		[1564222, 1564222]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]		152	400	30	10540040
51413	第五章-普通刷怪-中段	5141	30062829	100	1	[0, 20, 40, 60]		[514131, 514132, 514133, 514134]	2		[1564222, 1564222]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251404, 2251407]		151	100	30	10540040
51421	第五章-普通刷怪-中段	5142	30062829	100	1	[0, 20, 40, 60]		[514211, 514212, 514213, 514214]	2		[1564222, 1564222]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]		152	400	30	10540040
51422	第五章-普通刷怪-中段	5142	30062829	100	1	[0, 20, 40, 60]		[514221, 514222, 514223, 514224]	2		[1564222, 1564222]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]		151	100	30	10540040
51423	第五章-普通刷怪-中段	5142	30062829	100	1	[0, 20, 40, 60]		[514231, 514232, 514233, 514234]	2		[1564222, 1564222]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251404, 2251407]		152	400	30	10540040
51431	第五章-普通刷怪-中段	5143	30062829	100	1	[0, 20, 40, 60]		[514311, 514312, 514313, 514314]	2		[1564222, 1564222]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]		151	100	30	10540040
51432	第五章-普通刷怪-中段	5143	30062829	100	1	[0, 20, 40, 60]		[514321, 514322, 514323, 514324]	2		[1564222, 1564222]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]		152	400	30	10540040
51433	第五章-普通刷怪-中段	5143	30062829	100	1	[0, 20, 40, 60]		[514331, 514332, 514333, 514334]	2		[1564222, 1564222]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251404, 2251407]		151	100	30	10540040
51441	第五章-普通刷怪-后段	5144	30062831	100	1	[0, 20, 40, 60]		[514411, 514412, 514413, 514414]	2		[1564222, 1564222]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]		152	400	30	10540040
51442	第五章-普通刷怪-后段	5144	30062831	100	1	[0, 20, 40, 60]		[514421, 514422, 514423, 514424]	2		[1564222, 1564222]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]		151	100	30	10540040
51443	第五章-普通刷怪-后段	5144	30062831	100	1	[0, 20, 40, 60]		[514431, 514432, 514433, 514434]	2		[1564222, 1564222]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251404, 2251407]		152	400	30	10540040
51451	第五章-普通刷怪-后段	5145	30062831	100	1	[0, 20, 40, 60]		[514511, 514512, 514513, 514514]	2		[1564222, 1564222]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]		151	100	30	10540040
51452	第五章-普通刷怪-后段	5145	30062831	100	1	[0, 20, 40, 60]		[514521, 514522, 514523, 514524]	2		[1564222, 1564222]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]		152	400	30	10540040
51453	第五章-普通刷怪-后段	5145	30062831	100	1	[0, 20, 40, 60]		[514531, 514532, 514533, 514534]	2		[1564222, 1564222]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251404, 2251407]		151	100	30	10540040
53111	第五章-普通割草-前段	5311	30062828	100	3	[20]		[531111]	1		[1531311, 1531311]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]		152	400	30	7026693
53112	第五章-普通割草-前段	5311	30062828	100	3	[20]		[531121]	1		[1531311, 1531311]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]		151	100	30	7026693
53113	第五章-普通割草-前段	5311	30062828	100	3	[20]		[531131]	1		[1531311, 1531311]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251404, 2251407]		152	400	30	7026693
53121	第五章-普通割草-中段	5312	30062829	100	3	[20]		[531211]	1		[1531311, 1531311]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]		151	100	30	7026693
53122	第五章-普通割草-中段	5312	30062829	100	3	[20]		[531221]	1		[1531311, 1531311]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]		152	400	30	7026693
53123	第五章-普通割草-中段	5312	30062829	100	3	[20]		[531231]	1		[1531311, 1531311]	['2|30', '2|60']		[1002]	[103]	[2251401, 2251404, 2251407]		151	100	30	7026693
53131	第五章-普通割草-后段	5313	30062831	100	3	[20]		[531311]	1		[1531311, 1531311]	['2|30', '2|60']		[1001, 1002]		[2251401, 2251404, 2251407]		152	400	30	7026693
