Id	Name	ObtainMaxCount	Type	Quality	UnlockConditionId	EffectGroupId	Description	WorldDesc	Icon	ExpireTime	BgType	IsFireItem	FireNum	DiffcultId
9012	<color=#CC68C1>锐利的宝剑</color>	1	6	4		99005	β熵值<color=#b73a3a>+6点</color>	救下了挑战者师徒，从勇者之剑那里取得的宝物。	Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem038.png		2			
9013	<color=#CC68C1>白银的狼符</color>	1	6	4	1020295	99005	β熵值<color=#b73a3a>+6点</color>	由于误会而杀死了白狼，这是它最后剩下的东西。	Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem036.png		2			
9014	<color=#CC68C1>荧光的狐玉</color>	1	4	4	1020296	99004	α熵值<color=#4a70b9>+6点</color>	夜晚中摇曳的鬼火化成的圆润狐玉。	Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem039.png		1			
9015	<color=#CC68C1>火鸟的羽毛</color>	1	4	4	1020297	99004	α熵值<color=#4a70b9>+6点</color>	传说中能够实现任何愿望的火鸟脱落的羽毛。	Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem040.png		1			
9016	<color=#FC8B1E>天使的形骸</color>	1	4	5		99006	α熵值<color=#4a70b9>+8点</color>	撒旦眼中的天使堕入凡间的残躯。	Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem041.png		1			
9017	<color=#CC68C1>“眼珠”</color>	2	6	4	1020301	99017	受到伤害时，移动速度<color=#b73a3a>-30%</color>	布满血丝的眼珠，并非来自人类，而是某种不可名状生物的肉块，你能感到来自深渊的视线……	Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem027.png		2			
9018	<color=#CC68C1>新型G720频闪灯</color>	2	6	4	1020304	99018	工坊重铸次数<color=#0DD7C3>+1</color>	改进款战术频闪灯B型，结实耐用，续航优秀，是军队的特制化装备之一。	Assets/Product/Texture/Image/IconTools/ItGift0307.png		2			
9019	<color=#FC8B1E>修女的发簪</color>	1	6	5	1020305	99019	单次受到的伤害不会超过最大生命值的<color=#0DD7C3>40%</color>	来自混沌修女的祭器，用来约束自身狂躁的力量，具有屏蔽幻觉的作用。	Assets/Product/Texture/Image/IconTools/E3RingMd010011.png		2			
9020	<color=#CC68C1>忤逆之刃</color>	1	6	4	1020306	99020	敌方生命值<color=#0DD7C3>高于50%</color>时，敌方攻击力<color=#0DD7C3>-30%</color>	深渊教团用来处决叛徒的行刑工具之一，忤逆之刃。据说是撒旦中意的凶器，代表着对伊甸园的亵渎和对地狱的无限忠诚。	Assets/Product/Texture/Image/IconTools/E2LamiyaMd010011.png		2			
9021	<color=#CC68C1>忤逆长钉</color>	1	6	4	1020307	99021	敌方生命值<color=#0DD7C3>低于50%</color>时，敌方受到伤害<color=#0DD7C3>+50%</color>	深渊教团用来处决叛徒的行刑工具之一，忤逆长钉。据说是撒旦中意的凶器，代表着对伊甸园的亵渎和对地狱的无限忠诚。	Assets/Product/Texture/Image/IconTools/E3A2Md010011.png		2			
9022	<color=#FC8B1E>机巧智核</color>	1	6	5	1020308	99022	造成伤害时，额外造成<color=#0DD7C3>1000%</color>攻击力的所有<color=#0DD7C3>6种</color>属性伤害，冷却4秒	奉行反机械异端的深渊教团，却拥有一位机械体教主，这是驱动教主行动的机巧核心，据说是某种黑魔法与炼金术结合的产物，或许有着收藏的价值……	Assets/Product/Texture/Image/IconTools/IconPokemonHexinmokuai01.png		2			
9023	<color=#CC68C1>血液样本</color>	1	6	4	1020309	99023	立即获得<color=#0DD7C3>500</color>算力单元	记载着食人魔基因片段的血液样本，注入人类体内会诱发变异，同时也会短暂增加体能、肌肉强度和骨骼韧性。	Assets/Product/Texture/Image/IconTools/IconAreaWar03.png		2			
9024	<color=#CC68C1>博物馆工作证</color>	1	6	4	1020310	99024	受到攻击时，治疗所有成员<color=#0DD7C3>5%</color>最大生命值，冷却<color=#0DD7C3>2</color>秒	博物馆的工作证，来自某位权限极高的女管理员。	Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem034.png		2			
9025	<color=#CC68C1>未确认福音·I</color>	1	6	4	1020311	99025	进入超算时，移动速度<color=#0DD7C3>+50%</color>，最高<color=#0DD7C3>+500%</color>	「虚空的使者带来丰饶的愿景。」	Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem030.png		2			
9026	<color=#CC68C1>未确认福音·II</color>	1	6	4	1020312	99026	进入超算时，获得最大生命值<color=#0DD7C3>20%</color>的护盾，持续<color=#0DD7C3>10</color>秒	「爱憎的黄昏，隐匿着残缺的希望。」	Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem031.png		2			
9027	<color=#CC68C1>未确认福音·III</color>	1	6	4	1020313	99027	进入超算时，攻击力<color=#0DD7C3>+30%</color>，最高<color=#0DD7C3>+120%</color>	「推开通往真实之门，必经历，必受难，也必从中复苏。」	Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem032.png		2			
9028	<color=#FC8B1E>未确认福音·IV</color>	1	6	5	1020314	99028	进入超算时，对敌方造成已损失生命值<color=#0DD7C3>20%</color>的真实伤害，冷却<color=#0DD7C3>12</color>秒	「未确认福音为伪书，跟随指引将入地狱。」	Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem033.png		2			
9029	<color=#FC8B1E>水晶西洋棋</color>	1	6	5	1020315	99029	可在【天台扭蛋机】进行作弊	代表着胜利者荣耀的西洋棋纪念品。	Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem035.png		2			
9030	<color=#FC8B1E>聚能装置</color>	1	6	5	1020316	99030	QTE伤害<color=#0DD7C3>+4000%</color>	洁塔薇持有的射线武器的聚能装置，驱动和运作的原理未知，没有任何数据库记载或收录过，替代成本极高的部件。	Assets/Product/Texture/Image/IconTools/IconActivityConsume2026001.png		2			
9031	<color=#ff6767>高维投影仪-终</color>	1	6	6	1020371	99031	<color=#ff6767>无法复原代码的神秘残片</color>	通过未知手段开启了高维投影仪的全部功能，允许使用者进行跨空间跳跃。	Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem044.png		2			
9032	<color=#ff6767>中枢邀请函</color>	1	6	6	1020372	99032	<color=#ff6767>无法复原代码的神秘残片</color>	来自高位权限的邀请函，接受者将向着矩阵的终点前进，直到终焉。	Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem045.png		2			
9033	<color=#FC8B1E>时空印章</color>	1	4	6	1020373	99033	<color=#4a70b9>无法复原代码的神秘残片</color>	根据特别协议在矩阵端脑区生成的防伪程序，用来验证高级证书的有效性。	Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem046.png		1			
9034	<color=#ff6767>节点坐标</color>	1	4	6	1020374		<color=#ff6767>无法复原代码的神秘残片</color>	根据数据流分析得出的矩阵特异点，也是用来衔接不同拟态世界的关键节点。	Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem042.png		1			
9035	<color=#FC8B1E>双色秘钥</color>	1	4	6	1020375	99034	<color=#4a70b9>无法复原代码的神秘残片</color>	由分散于两个世界的秘钥合并而成的最终秘钥，是开启中枢的钥匙。	Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem043.png		1			
9036	<color=#ff6767>裁决者-试做型</color>	1	6	6	1020376	99035	<color=#ff6767>无法复原代码的神秘残片</color>	从中枢汲取能量的高位武器，对中枢防御系统具有分离效果，代号「女武神之泪」。	Assets/Product/Texture/Image/UiTheatre3/Theatre3SpecialItem047.png		2			
9037	<color=#ff6767>黑色骰子</color>	1	6	4	1020386	99036	每10秒，强化下一次攻击，额外造成<color=#0DD7C3>10%-30%</color>的真实伤害	神秘古卷系统的奖品，给予思考者的奖励，同时，也是一把钥匙。	Assets/Product/Texture/Image/IconTools/IconActivityConsume2007002.png		2			
9038	<color=#ff6767>稳态指针</color>	1	6	4	1020387	99037	每10秒，恢复自身<color=#0DD7C3>10%-30%</color>最大生命值	矩阵内存在的特殊标记符，用来提供特定数据传输管道。	Assets/Product/Texture/Image/IconTools/IconActivityRPG02.png		2			
9039	<color=#ff6767>高维锚点</color>	1	6	5	1020385	99038	获得6个进阶型手提电视	记载着分布于世界各处的算力枢纽坐标，使用后能尽可能收集资源。	Assets/Product/Texture/Image/IconTools/IconConsumeShop001.png		2			
9100	<color=#CC68C1>招募协议</color>	999	5	4		11002	招募能量<color=#0DD7C3>+2</color>	遗落于世界各处的神秘代码残片，能获得中额招募能量。	Assets/Product/Texture/Image/UiTheatre3/Theatre3Item051.png		2			
9101	<color=#CC68C1>负荷拓展</color>	999	5	4		11005	套装容量<color=#0DD7C3>+2</color>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3Item052.png		2			
10001	<color=#FC8B1E>鲨店贵宾</color>	1	1	5		110001	商店购买商品时，有<color=#0DD7C3>50%</color>概率额外获得一个随机藏品\n\n<size=22><color=#0DD7C3>造成伤害+20%</color></size>\n<size=22><color=#b73a3a>受到伤害+5%</color></size><size=22><color=#b73a3a>、β熵值+5</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem001.png		2			
10002	<color=#FC8B1E>羁绊之力</color>	1	1	5		110002	每存在<color=#0DD7C3>1</color>点<color=#0DD7C3>已经使用</color>的招募能量，攻击 <color=#0DD7C3>+12%</color>\n\n<size=22><color=#0DD7C3>造成伤害+20%</color></size>\n<size=22><color=#b73a3a>受到伤害+5%</color></size><size=22><color=#b73a3a>、β熵值+5</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem002.png		2			
10003	<color=#FC8B1E>相位荡涤</color>	1	1	5		110003	每点熵值提供攻击 <color=#0DD7C3>+1.5%</color>\n\n<size=22><color=#0DD7C3>造成伤害+20%</color></size>\n<size=22><color=#b73a3a>受到伤害+5%</color></size><size=22><color=#b73a3a>、β熵值+5</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem003.png		2			
10004	<color=#FC8B1E>相位超限</color>	1	1	5		110004	总熵值 <color=#0DD7C3>不小于60</color>点，攻击 <color=#0DD7C3>+100%</color>，防御 <color=#0DD7C3>+1000</color>\n\n<size=22><color=#0DD7C3>造成伤害+20%</color></size>\n<size=22><color=#b73a3a>受到伤害+5%</color></size><size=22><color=#b73a3a>、β熵值+5</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem004.png		2			
10005	<color=#FC8B1E>相位干涉</color>	1	1	5		110005	每场战斗后，两条路线熵值各<color=#0DD7C3>+2</color>\n\n<size=22><color=#0DD7C3>造成伤害+20%</color></size>\n<size=22><color=#b73a3a>受到伤害+5%</color></size><size=22><color=#b73a3a>、β熵值+5</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem005.png		2			
10006	<color=#FC8B1E>天降甘霖</color>	1	1	5		110006	立即获得<color=#0DD7C3>3</color>个进阶型手提电视\n\n<size=22><color=#0DD7C3>造成伤害+20%</color></size>\n<size=22><color=#b73a3a>受到伤害+5%</color></size><size=22><color=#b73a3a>、β熵值+5</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem006.png		2			
10007	<color=#FC8B1E>相位疾走</color>	1	1	5		110007	闪避时，所有成员回复<color=#0DD7C3>10%</color>最大生命值\n\n<size=22><color=#0DD7C3>造成伤害+20%</color></size>\n<size=22><color=#b73a3a>受到伤害+5%</color></size><size=22><color=#b73a3a>、β熵值+5</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem007.png		2			
10008	<color=#FC8B1E>相位护甲</color>	1	1	5		110008	进入战斗时，获得相当于<color=#0DD7C3>100%</color>最大生命值的护盾值\n\n<size=22><color=#0DD7C3>造成伤害+20%</color></size>\n<size=22><color=#b73a3a>受到伤害+5%</color></size><size=22><color=#b73a3a>、β熵值+5</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem008.png		2			
10009	<color=#FC8B1E>相位轰炸</color>	1	1	5		110009	造成伤害时，附加伤害值<color=#0DD7C3>100%</color>的真实伤害，有<color=#0DD7C3>0.5</color>秒冷却时间\n\n<size=22><color=#0DD7C3>造成伤害+20%</color></size>\n<size=22><color=#b73a3a>受到伤害+5%</color></size><size=22><color=#b73a3a>、β熵值+5</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem009.png		2			
10010	<color=#FC8B1E>相位侵蚀</color>	1	1	5		110010	造成<color=#0DD7C3>2/3/4/5/6</color>种属性伤害时，攻击<color=#0DD7C3>+100/150/200/250/300%</color>，持续10秒\n\n<size=22><color=#0DD7C3>造成伤害+20%</color></size>\n<size=22><color=#b73a3a>受到伤害+5%</color></size><size=22><color=#b73a3a>、β熵值+5</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem010.png		2			
10011	<color=#CC68C1>高光时刻</color>	1	2	4		110011	超算空间内，额外伤害加成<color=#0DD7C3>+80%</color>\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem011.png		2			
10012	<color=#CC68C1>好戏开场</color>	1	2	4		110012	超算空间内，所有敌人属性抗性<color=#0DD7C3>-40%</color>\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem012.png		2			
10013	<color=#CC68C1>工匠执照</color>	1	2	4		110013	休整节点内，装备交换次数<color=#0DD7C3>+1</color>\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem013.png		2			
10014	<color=#CC68C1>致命赌徒</color>	1	2	4		110014	<color=#0DD7C3>扭蛋机事件</color>出现概率提升\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem014.png		2			
10015	<color=#CC68C1>贴地飞行</color>	1	2	4		110015	闪避后移动速度<color=#0DD7C3>+400%</color>，持续5秒\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem015.png		2			
10016	<color=#CC68C1>超额反馈</color>	1	2	4		110016	额外伤害加成<color=#0DD7C3>+60%</color>\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem016.png		2			
10017	<color=#CC68C1>怒血暴袭</color>	1	2	4		110017	受到伤害后，额外伤害加成<color=#0DD7C3>+40%</color>，最高<color=#0DD7C3>+80%</color>\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem017.png		2			
10018	<color=#CC68C1>疾走增益</color>	1	2	4		110018	闪避后，额外伤害加成<color=#0DD7C3>+30%</color>，持续5秒，最高<color=#0DD7C3>+90%</color>\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem018.png		2			
10019	<color=#CC68C1>惯性荡涤</color>	1	2	4		110019	两条路线<color=#0DD7C3>熵值相等</color>时，攻击<color=#0DD7C3>+100%</color>\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem019.png		2			
10020	<color=#CC68C1>净化曙光</color>	1	2	4		110020	α路线<color=#0DD7C3>熵值不小于30</color>时，生命<color=#0DD7C3>+30%</color>\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem020.png		2			
10021	<color=#CC68C1>深渊兆星</color>	1	2	4		110021	β路线<color=#0DD7C3>熵值不小于30</color>时，额外伤害加成<color=#0DD7C3>+70%</color>\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem021.png		2			
10022	<color=#CC68C1>幸运馅饼</color>	1	2	4		110022	立即获得<color=#0DD7C3>1</color>个进阶型手提电视\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem022.png		2			
10023	<color=#CC68C1>红蓝奖券</color>	1	2	4		110023	立即获得<color=#0DD7C3>1</color>个实验型手提电视与<color=#0DD7C3>1</color>个稳固型手提电视\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem023.png		2			
10024	<color=#CC68C1>绊足锁链</color>	1	2	4		110024	受到伤害时，该敌人行动速度<color=#0DD7C3>-50%</color>，持续<color=#0DD7C3>3</color>秒\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem024.png		2			
10025	<color=#CC68C1>虚空护甲</color>	1	2	4		110025	进入战斗时，获得相当于<color=#0DD7C3>50%</color>最大生命值的护盾值\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem025.png		2			
10026	<color=#CC68C1>印记伤痕</color>	1	2	4		110026	造成伤害时，附加伤害值<color=#0DD7C3>20%</color>的同属性伤害，有<color=#0DD7C3>1</color>秒冷却时间\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem026.png		2			
10027	<color=#CC68C1>多态入侵</color>	1	2	4		110027	造成超过<color=#0DD7C3>2/3/4/5/6</color>种属性伤害时，全属性伤害<color=#0DD7C3>+40/80/120/160/200%</color>，持续10秒\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem027.png		2			
10028	<color=#CC68C1>特化疫苗</color>	1	2	4		110028	对<color=#0DD7C3>正量化/逆量化</color>状态下的敌人，造成伤害<color=#0DD7C3>+50%</color>\n\n<size=22><color=#0DD7C3>造成伤害+10%</color></size>\n<size=22><color=#b73a3a>受到伤害+3%</color></size><size=22><color=#b73a3a>、β熵值+2</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的攻击加成。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem028.png		2			
10029	<color=#3E70BB>高速组件R</color>	1	3	3		110029	闪避后移动速度<color=#0DD7C3>+200%</color>，持续5秒\n\n<size=22><color=#0DD7C3>造成伤害+5%</color></size>\n<size=22><color=#b73a3a>受到伤害+1%</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem029.png		2			
10030	<color=#3E70BB>超算组件B</color>	1	3	3		110030	超算空间内，所有敌人属性抗性<color=#0DD7C3>-20%</color>\n\n<size=22><color=#0DD7C3>造成伤害+5%</color></size>\n<size=22><color=#b73a3a>受到伤害+1%</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem030.png		2			
10031	<color=#3E70BB>附伤组件A</color>	1	3	3		110031	额外伤害加成<color=#0DD7C3>+30%</color>\n\n<size=22><color=#0DD7C3>造成伤害+5%</color></size>\n<size=22><color=#b73a3a>受到伤害+1%</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem031.png		2			
10032	<color=#3E70BB>越权组件H</color>	1	3	3		110032	受到伤害后，额外伤害加成<color=#0DD7C3>+15%</color>，最高<color=#0DD7C3>+45%</color>\n\n<size=22><color=#0DD7C3>造成伤害+5%</color></size>\n<size=22><color=#b73a3a>受到伤害+1%</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem032.png		2			
10033	<color=#3E70BB>高速组件N</color>	1	3	3		110033	闪避后，获得相当于<color=#0DD7C3>20%</color>最大生命值的护盾值，持续<color=#0DD7C3>8秒</color>，冷却16秒\n\n<size=22><color=#0DD7C3>造成伤害+5%</color></size>\n<size=22><color=#b73a3a>受到伤害+1%</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem033.png		2			
10034	<color=#3E70BB>惯性护甲U</color>	1	3	3		110034	<color=#0DD7C3>停止移动</color>时，获得<color=#0DD7C3>霸体</color>与<color=#0DD7C3>+30%</color>额外伤害减免，移动后失效\n\n<size=22><color=#0DD7C3>造成伤害+5%</color></size>\n<size=22><color=#b73a3a>受到伤害+1%</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem034.png		2			
10035	<color=#3E70BB>高速组件Z</color>	1	3	3		110035	闪避后，额外伤害减免<color=#0DD7C3>+30%</color>，持续<color=#0DD7C3>5秒</color>\n\n<size=22><color=#0DD7C3>造成伤害+5%</color></size>\n<size=22><color=#b73a3a>受到伤害+1%</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem035.png		2			
10036	<color=#3E70BB>缘分礼盒</color>	1	3	3		110036	立即获得<color=#0DD7C3>1</color>个试用型手提电视\n\n<size=22><color=#0DD7C3>造成伤害+5%</color></size>\n<size=22><color=#b73a3a>受到伤害+1%</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem036.png		2			
10037	<color=#3E70BB>高速组件M</color>	1	3	3		110037	闪避后，回复自身<color=#0DD7C3>2%</color>最大生命值\n\n<size=22><color=#0DD7C3>造成伤害+5%</color></size>\n<size=22><color=#b73a3a>受到伤害+1%</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem037.png		2			
10038	<color=#3E70BB>超算组件A</color>	1	3	3		110038	受到伤害后，<color=#0DD7C3>进入超算空间</color>，有10秒冷却时间\n\n<size=22><color=#0DD7C3>造成伤害+5%</color></size>\n<size=22><color=#b73a3a>受到伤害+1%</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem038.png		2			
10039	<color=#3E70BB>固态护甲P</color>	1	3	3		110039	进入战斗时，获得相当于<color=#0DD7C3>20%</color>最大生命值的护盾值\n\n<size=22><color=#0DD7C3>造成伤害+5%</color></size>\n<size=22><color=#b73a3a>受到伤害+1%</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem039.png		2			
10040	<color=#3E70BB>附伤组件P</color>	1	3	3		110040	造成伤害时，附加伤害值<color=#0DD7C3>10%</color>的物理伤害，有<color=#0DD7C3>1</color>秒冷却时间\n\n<size=22><color=#0DD7C3>造成伤害+5%</color></size>\n<size=22><color=#b73a3a>受到伤害+1%</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem040.png		2			
10041	<color=#3E70BB>附伤组件T</color>	1	3	3		110041	造成伤害时，附加伤害值<color=#0DD7C3>10%</color>的雷属性伤害，有<color=#0DD7C3>1</color>秒冷却时间\n\n<size=22><color=#0DD7C3>造成伤害+5%</color></size>\n<size=22><color=#b73a3a>受到伤害+1%</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem041.png		2			
10042	<color=#3E70BB>附伤组件I</color>	1	3	3		110042	造成伤害时，附加伤害值<color=#0DD7C3>10%</color>的冰属性伤害，有<color=#0DD7C3>1</color>秒冷却时间\n\n<size=22><color=#0DD7C3>造成伤害+5%</color></size>\n<size=22><color=#b73a3a>受到伤害+1%</color></size>	遗落于世界各处的神秘代码残片，能获得特殊的效果。	Assets/Product/Texture/Image/UiTheatre3/Theatre3DlcItem042.png		2			
