Id	EquipName	Level	AttType	SuitId	BaseAttFightEventIds	BaseAttDesc	EffectDesc	EffectGroupId	Icon	TraitName	TraitDesc	StoryDesc	UseType	PosType	GlobalFightEventIds	SimpleEffectDesc	RecordDamage	QubitEffectGroupId	QubitEffectDesc	QubitSampleEffectDesc	QubitTraitName	QubitTraitDesc	QubitGlobalFightEventIds
1501	伏尔泰·I	1		15	[2251097]	['成长', '生命值']	· 战斗结算时，最大生命值上限<color=#4a70b9>+300</color>（单局演算内永久累计）{0}	20151	Assets/Product/Texture/Image/IconToolsSp/EFuertaiI01001Sp.png				2	1		· 战斗结算时，局内永久提高固定生命值		21151	· 战斗结算时，最大生命值上限<color=#17f5cf>+450</color>（单局演算内永久累计）{0}	· 战斗结算时，局内永久提高固定生命值			
1502	伏尔泰·II	1		15	[2251098]	['成长', '攻击']	· 战斗结算时，攻击力<color=#4a70b9>+200</color>（单局演算内永久累计）{0}	20152	Assets/Product/Texture/Image/IconToolsSp/EFuertaiI02001Sp.png				2	2		· 战斗结算时，局内永久提高固定攻击力		21152	· 战斗结算时，攻击力<color=#17f5cf>+300</color>（单局演算内永久累计）{0}	· 战斗结算时，局内永久提高固定攻击力			
1503	伏尔泰·III	1		15	[2251098]	['成长', '算力单元']	· 战斗结算时，获取的【算力单元】数量<color=#4a70b9>+10</color>（单局演算内永久累计）{0}	20153	Assets/Product/Texture/Image/IconToolsSp/EFuertaiI03001Sp.png	['算力单元']	['· 演算中用于【战斗内重启】和【鲨士多】购物的货币']		2	3		· 战斗结算时，获取的【<u>算力单元</u>】数量永久增加		21153	· 战斗结算时，获取的【算力单元】数量<color=#17f5cf>+20</color>（单局演算内永久累计）{0}	· 战斗结算时，获取的【<u>算力单元</u>】数量永久增加	['算力单元']	['· 演算中用于【战斗内重启】和【鲨士多】购物的货币']	
1601	希格娜·I	1		16	[2251097]	['持续伤害']	· 敌方入场时，获得<color=#4a70b9>10</color>层【<u>中毒</u>】	20161	Assets/Product/Texture/Image/IconToolsSp/EXigenaI01001Sp.png	['中毒']	['· 中毒状态下，每秒受到角色攻击力<color=#4a70b9>600%</color>的真实伤害，上限<color=#4a70b9>30</color>层，持续<color=#4a70b9>5</color>秒（重复获取时刷新，每层伤害独立计算）']		2	1	[2251061]	· 敌方入场时，获得【<u>中毒</u>】		21161	· 敌方入场时，获得<color=#17f5cf>20</color>层【<u>中毒</u>】	· 敌方入场时，获得【<u>中毒</u>】	['剧毒']	['· 剧毒状态下，每秒受到角色攻击力<color=#17f5cf>600%</color>的真实伤害，上限<color=#17f5cf>30</color>层']	[2253035]
1602	希格娜·II	1		16	[2251098]	['持续伤害']	· 超算时，以自身为中心生成毒圈，持续<color=#4a70b9>5</color>秒，处在圈内的所有敌方，每秒获得<color=#4a70b9>1</color>层【<u>中毒</u>】	20162	Assets/Product/Texture/Image/IconToolsSp/EXigenaI02001Sp.png	['中毒']	['· 中毒状态下，每秒受到角色攻击力<color=#4a70b9>600%</color>的真实伤害，上限<color=#4a70b9>30</color>层，持续<color=#4a70b9>5</color>秒（重复获取时刷新，每层伤害独立计算）']		2	2		· 超算时生成毒圈，持续期间，圈内所有敌方定期获得【<u>中毒</u>】		21162	· 超算时，以自身为中心生成毒圈，持续<color=#17f5cf>10</color>秒，处在圈内的所有敌方，每秒获得<color=#17f5cf>1</color>层【<u>中毒</u>】	· 超算时生成毒圈，持续期间，圈内所有敌方定期获得【<u>中毒</u>】	['剧毒']	['· 剧毒状态下，每秒受到角色攻击力<color=#17f5cf>600%</color>的真实伤害，上限<color=#17f5cf>30</color>层']	
1603	希格娜·III	1		16	[2251098]	['持续伤害']	· 造成伤害时，对敌施加<color=#4a70b9>1</color>层【<u>中毒</u>】，冷却<color=#4a70b9>0.5</color>秒	20163	Assets/Product/Texture/Image/IconToolsSp/EXigenaI03001Sp.png	['中毒']	['· 中毒状态下，每秒受到角色攻击力<color=#4a70b9>600%</color>的真实伤害，上限<color=#4a70b9>30</color>层，持续<color=#4a70b9>5</color>秒（重复获取时刷新，每层伤害独立计算）']		2	3		· 造成伤害时，对敌施加【<u>中毒</u>】		21163	· 造成伤害时，对敌施加<color=#17f5cf>2</color>层【<u>中毒</u>】，冷却<color=#17f5cf>0.5</color>秒	· 造成伤害时，对敌施加【<u>中毒</u>】	['剧毒']	['· 剧毒状态下，每秒受到角色攻击力<color=#17f5cf>600%</color>的真实伤害，上限<color=#17f5cf>30</color>层']	
1701	德珂朵·I	1		17	[2251097]	['背水', '攻击']	· 战斗开始时，消耗<color=#b73a3a>20%</color>最大生命值，攻击力<color=#4a70b9>+60%</color>\n· 生命值低于<color=#b73a3a>80%</color>时，每降低<color=#b73a3a>10%</color>，攻击力<color=#4a70b9>+5%</color>，叠加上限<color=#4a70b9>40%</color>	20251	Assets/Product/Texture/Image/IconToolsSp/EDekeduoI01001Sp.png				2	1		· 战斗开始时，消耗生命值获得攻击加成\n· 当前生命值越低，攻击加成越高		21251	· 战斗开始时，消耗<color=#b73a3a>30%</color>最大生命值，攻击力<color=#17f5cf>+70%</color>\n· 生命值低于<color=#b73a3a>70%</color>时，每降低<color=#b73a3a>10%</color>，攻击力<color=#17f5cf>+10%</color>，叠加上限<color=#17f5cf>70%</color>	· 战斗开始时，消耗生命值获得攻击加成\n· 当前生命值越低，攻击加成越高			
1702	德珂朵·II	1		17	[2251098]	['背水', '减伤']	· 战斗开始时，消耗<color=#b73a3a>20%</color>最大生命值，伤害减免<color=#4a70b9>+8%</color>\n· 生命值低于<color=#b73a3a>80%</color>时，每降低<color=#b73a3a>10%</color>，伤害减免<color=#4a70b9>+1.5%</color>，叠加上限<color=#4a70b9>12%</color>	20252	Assets/Product/Texture/Image/IconToolsSp/EDekeduoI02001Sp.png				2	2		· 战斗开始时，消耗生命值获得伤害减免\n· 当前生命值越低，伤害减免越高		21252	· 战斗开始时，消耗<color=#b73a3a>20%</color>最大生命值，伤害减免<color=#17f5cf>+10%</color>\n· 生命值低于<color=#b73a3a>70%</color>时，每降低<color=#b73a3a>10%</color>，伤害减免<color=#17f5cf>+2%</color>，叠加上限<color=#17f5cf>14%</color>	· 战斗开始时，消耗生命值获得伤害减免\n· 当前生命值越低，伤害减免越高			
1703	德珂朵·III	1		17	[2251098]	['护盾']	· 当前生命值低于<color=#b73a3a>50%</color>时，每<color=#4a70b9>10</color>秒获得一个已损失生命值<color=#4a70b9>40%</color>的护盾，持续<color=#4a70b9>8</color>秒	20253	Assets/Product/Texture/Image/IconToolsSp/EDekeduoI03001Sp.png				2	3		· 当前生命值较低时，定期获得护盾		21253	· 当前生命值低于<color=#b73a3a>50%</color>时，每<color=#17f5cf>10</color>秒获得一个已损失生命值<color=#17f5cf>55%</color>的护盾，持续<color=#17f5cf>8</color>秒	· 当前生命值较低时，定期获得护盾			
1801	莫扎特·I	1		18	[2251097]	['单段爆发', '治疗']	· 三消单段伤害，超过敌方<color=#4a70b9>1%</color>最大生命值时，额外造成<color=#4a70b9>1</color>次伤害值<color=#4a70b9>120%</color>的真实伤害\n· 未超过时，记录伤害值并恢复<color=#4a70b9>4%</color>最大生命值，冷却<color=#4a70b9>1</color>秒（记录值在触发后清除）	20261	Assets/Product/Texture/Image/IconToolsSp/EMozateI01001Sp.png				2	1		· 三消单段伤害达标时，额外造成真实伤害\n· 未达标时，记录伤害并恢复少量生命值		21261	· 三消单段伤害，超过敌方<color=#17f5cf>1%</color>最大生命值时，额外造成<color=#17f5cf>1</color>次伤害值<color=#17f5cf>150%</color>的真实伤害\n· 未超过时，记录伤害值并恢复<color=#17f5cf>5%</color>最大生命值，冷却<color=#17f5cf>1</color>秒（记录值在触发后清除）	· 三消单段伤害达标时，额外造成真实伤害\n· 未达标时，记录伤害并恢复少量生命值			
1802	莫扎特·II	1		18	[2251098]	['单段爆发', '治疗']	· 普攻单段伤害，超过敌方<color=#4a70b9>2%</color>最大生命值时，额外造成<color=#4a70b9>1</color>次伤害值<color=#4a70b9>120%</color>的真实伤害\n· 未超过时，记录伤害值并恢复<color=#4a70b9>2%</color>最大生命值，冷却<color=#4a70b9>1</color>秒（记录值在触发后清除）	20262	Assets/Product/Texture/Image/IconToolsSp/EMozateI02001Sp.png				2	2		· 普攻单段伤害达标时，额外造成真实伤害\n· 未达标时，记录伤害并恢复少量生命值		21262	· 普攻单段伤害，超过敌方<color=#17f5cf>2%</color>最大生命值时，额外造成<color=#17f5cf>1</color>次伤害值<color=#17f5cf>150%</color>的真实伤害\n· 未超过时，记录伤害值并恢复<color=#17f5cf>3%</color>最大生命值，冷却<color=#17f5cf>1</color>秒（记录值在触发后清除）	· 普攻单段伤害达标时，额外造成真实伤害\n· 未达标时，记录伤害并恢复少量生命值			
1803	莫扎特·III	1		18	[2251098]	['单段爆发', '治疗']	· 必杀单段伤害，超过敌方<color=#4a70b9>5%</color>最大生命值时，额外造成<color=#4a70b9>1</color>次伤害值<color=#4a70b9>120%</color>的真实伤害\n· 未超过时，记录伤害值并恢复<color=#4a70b9>5%</color>最大生命值，冷却<color=#4a70b9>2</color>秒（记录值在触发后清除）	20263	Assets/Product/Texture/Image/IconToolsSp/EMozateI03001Sp.png				2	3		· 必杀单段伤害达标时，额外造成真实伤害\n· 未达标时，记录伤害并恢复少量生命值		21263	· 必杀单段伤害，超过敌方<color=#17f5cf>5%</color>最大生命值时，额外造成<color=#17f5cf>1</color>次伤害值<color=#17f5cf>150%</color>的真实伤害\n· 未超过时，记录伤害值并恢复<color=#17f5cf>6%</color>最大生命值，冷却<color=#17f5cf>2</color>秒（记录值在触发后清除）	· 必杀单段伤害达标时，额外造成真实伤害\n· 未达标时，记录伤害并恢复少量生命值			
1901	卢克雷齐娅·I	1		19	[2251097]	['位移', '护盾']	· 每位移<color=#4a70b9>3m</color>，恢复<color=#4a70b9>1%</color>最大生命值（溢出生命值转化为护盾，转化上限为最大生命值<color=#4a70b9>30%</color>）	20331	Assets/Product/Texture/Image/IconToolsSp/ELukeleiqiyaI01001Sp.png				2	1		· 每位移一段距离，恢复固定比例生命值（部分溢出值将转化为护盾）		21331	· 每位移<color=#17f5cf>3m</color>，恢复<color=#17f5cf>2%</color>最大生命值（溢出生命值转化为护盾，转化上限为最大生命值<color=#17f5cf>100%</color>）	· 每位移一段距离，恢复固定比例生命值（部分溢出值将转化为护盾）			
1902	卢克雷齐娅·II	1		19	[2251098]	['位移', '附加伤害']	· 每位移<color=#4a70b9>3m</color>，下次攻击附带攻击力*<color=#4a70b9>（累计位移距离*50）%</color>的属性伤害（基于当前角色属性）\n· 累计位移距离上限<color=#4a70b9>500m</color>	20332	Assets/Product/Texture/Image/IconToolsSp/ELukeleiqiyaI02001Sp.png				2	2		· 每位移一段距离，下次攻击附带额外属性伤害		21332	· 每位移<color=#17f5cf>3m</color>，下次攻击附带攻击力*<color=#17f5cf>（累计位移距离*100）%</color>的属性伤害（基于当前角色属性）\n· 累计位移距离上限<color=#17f5cf>1000m</color>	· 每位移一段距离，下次攻击附带额外属性伤害			
1903	卢克雷齐娅·III	1		19	[2251098]	['位移', '增伤']	· 每位移<color=#4a70b9>3m</color>，额外伤害加成<color=#4a70b9>+30%</color>，叠加上限<color=#4a70b9>150%</color>	20333	Assets/Product/Texture/Image/IconToolsSp/ELukeleiqiyaI03001Sp.png				2	3		· 每位移一段距离，获得额外伤害加成		21333	· 每位移<color=#17f5cf>3m</color>，额外伤害加成<color=#17f5cf>+40%</color>，叠加上限<color=#17f5cf>200%</color>	· 每位移一段距离，获得额外伤害加成			
2001	艾夏·I	1		20	[2251097]	['招募能量', '增伤']	· 每存在<color=#4a70b9>1点</color>未使用的招募能量，额外伤害加成<color=#4a70b9>+20%</color>\n· 队伍套装上限<color=#4a70b9>+1</color>	20301	Assets/Product/Texture/Image/IconToolsSp/EAixiaI01001Sp.png				2	1		· 未使用的招募能量越多，额外伤害加成越高 \n· 队伍套装上限提高		21301	· 每存在<color=#17f5cf>1点</color>未使用的招募能量，额外伤害加成<color=#17f5cf>+40%</color>\n· 队伍套装上限<color=#17f5cf>+1</color>	· 未使用的招募能量越多，额外伤害加成越高 ·\n 队伍套装上限提高			
2002	艾夏·II	1		20	[2251098]	['招募能量', '生命值']	· 每存在<color=#4a70b9>1点</color>未使用的招募能量，生命值<color=#4a70b9>+20%</color>\n· 队伍套装上限<color=#4a70b9>+1</color>	20302	Assets/Product/Texture/Image/IconToolsSp/EAixiaI02001Sp.png				2	2		· 未使用的招募能量越多，生命值加成越高 \n· 队伍套装上限提高		21302	· 每存在<color=#17f5cf>1点</color>未使用的招募能量，生命值<color=#17f5cf>+25%</color>\n· 队伍套装上限<color=#17f5cf>+1</color>	· 未使用的招募能量越多，生命值加成越高 ·\n 队伍套装上限提高			
2003	艾夏·III	1		20	[2251098]	['招募能量', '增伤']	· 每存在<color=#4a70b9>1点</color>未使用的招募能量，敌人受到的属性伤害<color=#4a70b9>+10%</color>\n· 队伍套装上限<color=#4a70b9>+1</color>	20303	Assets/Product/Texture/Image/IconToolsSp/EAixiaI03001Sp.png				2	3		· 未使用的招募能量越多，敌人受到的属性伤害越高 \n· 队伍套装上限提高		21303	· 每存在<color=#17f5cf>1点</color>未使用的招募能量，敌人受到的属性伤害<color=#17f5cf>+15%</color>\n· 队伍套装上限<color=#17f5cf>+1</color>	· 未使用的招募能量越多，敌人受到的属性伤害越高 ·\n 队伍套装上限提高			
2101	雪莱·I	1		21	[2251097]	['召唤物', '攻击']	· 作战时，召唤一名助战【<u>机械</u>】（已被其他部位召唤时则机械等级<color=#4a70b9>+5</color>）\n· 【<u>机械</u>】生成攻击光环，范围内角色攻击力<color=#4a70b9>+（机械等级*10）%</color>	20321	Assets/Product/Texture/Image/IconToolsSp/EXueLaiI01001Sp.png	['机械']	['· 机械跟随角色作战，战中阵亡时无法复活\\n· 机械攻击力和生命值随等级提高\\n· 战斗结算时，机械等级<color=#4a70b9>+1</color>，上限<color=#4a70b9>30</color>级']		2	1		· 作战时，召唤一名助战【<u>机械</u>】\n · 【<u>机械</u>】生成攻击光环，光环内角色获得攻击力加成		21321	· 作战时，召唤一名助战【<u>机械</u>】（已被其他部位召唤时则机械等级<color=#4a70b9>+5</color>）\n· 【<u>机械</u>】携带攻击光环，范围内角色攻击力<color=#4a70b9>+（机械等级*15）%</color>	· 作战时，召唤一名助战【<u>机械</u>】\n · 【<u>机械</u>】获得攻击光环，光环内角色获得攻击力加成	['机械']	['· 机械跟随角色作战，战中阵亡时无法复活\\n· 机械攻击力和生命值随等级提高\\n· 战斗结算时，机械等级<color=#4a70b9>+1</color>，上限<color=#4a70b9>30</color>级']	
2102	雪莱·II	1		21	[2251098]	['召唤物', '分摊伤害']	· 作战时，召唤一名助战【<u>机械</u>】（已被其他部位召唤时则机械等级<color=#4a70b9>+5</color>）\n· 【<u>机械</u>】生成防御光环，分摊范围内角色受到伤害的<color=#4a70b9>（机械等级*1）%</color>	20322	Assets/Product/Texture/Image/IconToolsSp/EXueLaiI02001Sp.png	['机械']	['· 机械跟随角色作战，战中阵亡时无法复活\\n· 机械攻击力和生命值随等级提高\\n· 战斗结算时，机械等级<color=#4a70b9>+1</color>，上限<color=#4a70b9>30</color>级']		2	2		· 作战时，召唤一名助战【<u>机械</u>】\n· 【<u>机械</u>】生成防御光环，分摊光环内角色受到的伤害		21322	· 作战时，召唤一名助战【<u>机械体</u>】（已被其他部位召唤时则【<u>机械体</u>】等级<color=#17f5cf>+5</color>）\n· 【<u>机械体</u>】携带防御光环，分摊范围内角色受到伤害的<color=#17f5cf>（【<u>机械体</u>】等级*2）%</color>	· 作战时，召唤一名助战【<u>机械</u>】（已被其他部位召唤时则机械等级<color=#4a70b9>+5</color>）\n· 【<u>机械</u>】携带防御光环，分摊范围内角色受到伤害的<color=#4a70b9>（机械等级*2）%</color>	['机械']	['· 机械跟随角色作战，战中阵亡时无法复活\\n· 机械攻击力和生命值随等级提高\\n· 战斗结算时，机械等级<color=#4a70b9>+1</color>，上限<color=#4a70b9>30</color>级']	
2103	雪莱·III	1		21	[2251098]	['召唤物', '自我修复']	· 作战时，召唤一名助战【<u>机械</u>】（已被其他部位召唤时则机械等级<color=#4a70b9>+5</color>）\n· 【<u>机械</u>】生命值低于<color=#4a70b9>30%</color>时，停止行动并进入修复状态（免疫伤害并持续恢复生命值，期间光环失效）	20323	Assets/Product/Texture/Image/IconToolsSp/EXueLaiI03001Sp.png	['机械']	['· 机械跟随角色作战，战中阵亡时无法复活\\n· 机械攻击力和生命值随等级提高\\n· 战斗结算时，机械等级<color=#4a70b9>+1</color>，上限<color=#4a70b9>30</color>级']		2	3		· 作战时，召唤一名助战【<u>机械</u>】\n · 【<u>机械</u>】生命值较低时会进行自我修复（修复期间光环失效）		21323	· 作战时，召唤一名助战【<u>机械</u>】（已被其他部位召唤时则机械等级<color=#4a70b9>+5</color>）\n· 【<u>机械</u>】免疫伤害	· 作战时，召唤一名助战【<u>机械</u>】\n · 【<u>机械</u>】免疫伤害	['机械']	['· 机械跟随角色作战，战中阵亡时无法复活\\n· 机械攻击力和生命值随等级提高\\n· 战斗结算时，机械等级<color=#4a70b9>+1</color>，上限<color=#4a70b9>30</color>级']	
2201	武安君·I	1		22	[2251097]	['护盾']	· 造成伤害时，获得<color=#4a70b9>10%</color>最大生命值的护盾，叠加上限为<color=#4a70b9>100%</color>最大生命值，护盾持续<color=#4a70b9>5</color>秒（重复获取时刷新）	20311	Assets/Product/Texture/Image/IconToolsSp/EWuanjunI01001Sp.png				2	1		· 造成伤害时获得护盾		21311	· 造成伤害时，获得<color=#17f5cf>15%</color>最大生命值的护盾，叠加上限为<color=#17f5cf>150%</color>最大生命值，护盾持续<color=#17f5cf>5</color>秒（重复获取时刷新）	· 造成伤害时获得护盾			
2202	武安君·II	1		22	[2251098]	['护盾', '附加伤害']	· 造成伤害时，消耗<color=#b73a3a>30%</color>护盾值对周边敌人造成消耗值*<color=#4a70b9>4500%</color>的属性伤害（基于当前角色属性），冷却<color=#4a70b9>2</color>秒	20312	Assets/Product/Texture/Image/IconToolsSp/EWuanjunI02001Sp.png				2	2		· 消耗部分护盾造成额外属性伤害		21312	· 造成伤害时，消耗<color=#b73a3a>50%</color>护盾值对周边敌人造成消耗值*<color=#17f5cf>9000%</color>的属性伤害（基于当前角色属性），冷却<color=#17f5cf>2</color>秒	· 消耗部分护盾造成额外属性伤害			
2203	武安君·III	1		22	[2251098]	['护盾', '受击']	· 受到伤害时，对周围敌人造成护盾值*<color=#4a70b9>5000%</color>的属性伤害（基于当前角色属性），冷却<color=#4a70b9>2</color>秒	20313	Assets/Product/Texture/Image/IconToolsSp/EWuanjunI03001Sp.png				2	3		· 受到伤害时，基于护盾值对敌人造成额外伤害		21313	· 受到伤害时，对周围敌人造成护盾值*<color=#17f5cf>10000%</color>的属性伤害（基于当前角色属性），冷却<color=#17f5cf>2</color>秒	· 受到伤害时，基于护盾值对敌人造成额外伤害			
2301	克娄帕特拉·I	1	6	23	[2251097]	['空属性', '增伤']	· 造成伤害时，空属性伤害<color=#4a70b9>+15%</color>，叠加上限<color=#4a70b9>30%</color>，持续<color=#4a70b9>15</color>秒（重复获取时刷新）	20291	Assets/Product/Texture/Image/IconToolsSp/ECleopatraI01001Sp.png				1	1		· 造成伤害时，获得空属性伤害加成		21291	· 造成伤害时，空属性伤害<color=#17f5cf>+15%</color>，叠加上限<color=#17f5cf>50%</color>，持续<color=#17f5cf>15</color>秒（重复获取时刷新）	· 造成伤害时，获得空属性伤害加成			
2302	克娄帕特拉·II	1	6	23	[2251098]	['空属性', '附加伤害']	· 造成伤害时，附加攻击力<color=#4a70b9>720%</color>的空属性伤害，冷却时间<color=#4a70b9>1</color>秒	20292	Assets/Product/Texture/Image/IconToolsSp/ECleopatraI02001Sp.png				1	2		· 造成伤害时，额外附加空属性伤害		21292	· 造成伤害时，附加攻击力<color=#17f5cf>1080%</color>的空属性伤害，冷却时间<color=#17f5cf>1</color>秒	· 造成伤害时，额外附加空属性伤害			
2303	克娄帕特拉·III	1	6	23	[2251098]	['空属性', '减抗']	· 造成伤害时，敌方空属性抗性<color=#4a70b9>-30%</color>，持续<color=#4a70b9>15</color>秒（重复获取时刷新）	20293	Assets/Product/Texture/Image/IconToolsSp/ECleopatraI03001Sp.png				1	3		· 造成伤害时，降低敌方空属性抗性		21293	· 造成伤害时，敌方空属性抗性<color=#17f5cf>-40%</color>，持续<color=#17f5cf>15</color>秒（重复获取时刷新）	· 造成伤害时，降低敌方空属性抗性			
5001	艾琳·I	1		50	[2251097]	['QTE']	· 造成伤害时（包含QTE），敌方的额外伤害减免<color=#4a70b9>-50%</color>，持续<color=#4a70b9>8</color>秒	20171	Assets/Product/Texture/Image/IconToolsSp/EYileinuoyaI01001Sp.png				3	1		· 造成伤害后，一定时间内大幅降低敌方的额外伤害减免		21171	· 造成伤害时（包含QTE），敌方的额外伤害减免<color=#17f5cf>-70%</color>，持续<color=#17f5cf>8</color>秒	· 造成伤害后，一定时间内大幅降低敌方的额外伤害减免			
5002	艾琳·II	1		50	[2251098]	['QTE', '超算']	· QTE出场时，触发超算和另一角色的QTE，冷却<color=#4a70b9>8</color>秒	20172	Assets/Product/Texture/Image/IconToolsSp/EYileinuoyaI02001Sp.png				3	2		· QTE出场时，触发超算和另一角色的QTE，冷却<color=#4a70b9>8</color>秒		21172	· QTE出场时，触发超算和另一角色的QTE，冷却<color=#17f5cf>5</color>秒	· QTE出场时，触发超算和另一角色的QTE，冷却<color=#17f5cf>5</color>秒			
5101	黎塞留·I	1		51	[2251097]	['治疗', '增伤']	· 治疗目标时，目标获得额外伤害加成<color=#4a70b9>+60%</color>，持续<color=#4a70b9>8</color>秒	20181	Assets/Product/Texture/Image/IconToolsSp/ELisailiuI01001Sp.png				3	1		· 治疗目标时，短时间内提高目标的大量额外伤害加成		21181	· 治疗目标时，目标获得额外伤害加成<color=#17f5cf>+100%</color>，持续<color=#17f5cf>8</color>秒	· 治疗目标时，短时间内提高目标的大量额外伤害加成			
5102	黎塞留·II	1		51	[2251098]	['信号球', '闪避值']	· 治疗目标时，目标随机获得<color=#4a70b9>1</color>组<color=#4a70b9>3</color>消球与<color=#4a70b9>500</color>点闪避值，冷却<color=#4a70b9>3</color>秒	20182	Assets/Product/Texture/Image/IconToolsSp/ELisailiuI02001Sp.png				3	2		· 治疗目标时，目标获得<color=#4a70b9>3</color>消球和闪避值，冷却<color=#4a70b9>3</color>秒		21182	· 治疗目标时，目标随机获得<color=#17f5cf>2</color>组<color=#17f5cf>3</color>消球与<color=#17f5cf>500</color>点闪避值，冷却<color=#17f5cf>3</color>秒	· 治疗目标时，目标获得<color=#17f5cf>3</color>消球和闪避值，冷却<color=#17f5cf>3</color>秒			
5201	艾克·I	1		52	[2251097]	['轮切', '必杀能量']	· 切换出场时，必杀能量<color=#4a70b9>+100%</color>，<color=#4a70b9>10</color>秒后清空自身必杀能量	20191	Assets/Product/Texture/Image/IconToolsSp/EAikeI01001Sp.png				3	1		· 切换出场时获得大量必杀能量，一段时间后移除		21191	· 切换出场时，必杀能量和必杀伤害<color=#17f5cf>+100%</color>，<color=#17f5cf>10</color>秒后清空自身必杀能量和必杀伤害加成	· 切换出场时获得大量必杀能量和必杀伤害加成，一段时间后移除			
5202	艾克·II	1		52	[2251098]	['轮切', '增伤']	· 切换出场时，额外伤害加成<color=#4a70b9>+100%</color>并获得<color=#4a70b9>5</color>组<color=#4a70b9>3</color>消球，<color=#4a70b9>10</color>秒后清空该效果	20192	Assets/Product/Texture/Image/IconToolsSp/EAikeI02001Sp.png				3	2		· 切换出场时获得大量额外伤害加成和多组信号球，一段时间后移除		21192	· 切换出场时，额外伤害加成<color=#17f5cf>+200%</color>并获得<color=#17f5cf>5</color>组<color=#17f5cf>3</color>消球，<color=#17f5cf>10</color>秒后清空该效果	· 切换出场时获得大量额外伤害加成和多组信号球，一段时间后移除			
5301	爱芙·I	1		53	[2251097]	['后台增益', '必杀能量']	· 释放必杀技时，后台角色获得当前角色消耗值<color=#4a70b9>50%</color>的必杀能量	20201	Assets/Product/Texture/Image/IconToolsSp/EAifuI01001Sp.png				3	1		· 释放必杀技时，后台角色获得部分当前角色消耗的必杀能量		21201	· 释放必杀技时，后台角色获得当前角色消耗值<color=#17f5cf>50%</color>的必杀能量并提高等额的能量上限	· 释放必杀技时，后台角色获得部分当前角色消耗的必杀能量并提高等额的能量上限			
5302	爱芙·II	1		53	[2251098]	['轮切']	· 出场和离场时，触发超算	20202	Assets/Product/Texture/Image/IconToolsSp/EAifuI02001Sp.png				3	2		· 出场和离场时，触发超算		21202	· 出场和离场时，触发超算和QTE	· 出场和离场时，触发超算和QTE			
5401	伊丽莎白·I	1		54	[2251097]	['场上增益']	· 处于后台时，为场上的角色提供自身<color=#4a70b9>50%</color>攻击力和生命值的加成	20211	Assets/Product/Texture/Image/IconToolsSp/EYilishabaiI01001Sp.png				3	1		· 处于后台时，为场上角色提供攻击力和生命值加成（基于自身属性值）		21211	· 处于后台时，为场上的角色提供自身<color=#17f5cf>100%</color>攻击力和生命值的加成	· 处于后台时，为场上角色提供攻击力和生命值加成（基于自身属性值）			
5402	伊丽莎白·II	1		54	[2251098]	['分摊伤害']	· 处于后台时，分摊场上角色受到伤害的<color=#4a70b9>50%</color>，自身生命值低于<color=#b73a3a>20%</color>后失效	20212	Assets/Product/Texture/Image/IconToolsSp/EYilishabaiI02001Sp.png				3	2		· 处于后台时，为场上角色分摊部分伤害		21212	· 处于后台时，分摊场上角色受到伤害的<color=#17f5cf>70%</color>，自身生命值低于<color=#b73a3a>10%</color>后失效	· 处于后台时，为场上角色分摊部分伤害			
5501	尤尼梅特·I	1		55	[2251097]	['职业增益']	· 队伍内，每存在<color=#4a70b9>1</color>个职业不同的角色，全队攻击力和生命值<color=#4a70b9>+30%</color>，叠加上限<color=#4a70b9>60%</color>	20221	Assets/Product/Texture/Image/IconToolsSp/EYounimeiteI01001Sp.png				3	1		· 队伍内不同职业角色越多，全队攻击力和生命值加成越高		21221	· 队伍内，每存在<color=#17f5cf>1</color>个职业不同的角色，全队攻击力和生命值<color=#17f5cf>+40%</color>，叠加上限<color=#17f5cf>80%</color>	· 队伍内不同职业角色越多，全队攻击力和生命值加成越高			
5502	尤尼梅特·II	1		55	[2251098]	['职业增益']	· 队伍内，每存在<color=#4a70b9>1</color>个职业不同的角色，全队每秒获得<color=#4a70b9>2</color>点必杀能量，叠加上限<color=#4a70b9>4</color>点	20222	Assets/Product/Texture/Image/IconToolsSp/EYounimeiteI02001Sp.png				3	2		· 队伍内不同职业角色越多，全队每秒获得必杀能量越高		21222	· 队伍内，每存在<color=#17f5cf>1</color>个职业不同的角色，全队每秒获得<color=#17f5cf>3</color>点必杀能量，叠加上限<color=#17f5cf>6</color>点	· 队伍内不同职业角色越多，全队每秒获得必杀能量越高			
5601	爱丽丝·I	1		56	[2251097]	['燃血', '附加伤害']	· 出场（含QTE）时，消耗<color=#b73a3a>45%</color>最大生命值，对场上的所有敌方造成攻击力<color=#4a70b9>（消耗值*4）%</color>属性伤害（基于当前角色属性，生命值不足时，不触发效果）\n· 处于后台时，每秒恢复<color=#4a70b9>10%</color>最大生命值	20231	Assets/Product/Texture/Image/IconToolsSp/EAliceI01001Sp.png				3	1		· 出场（含QTE）时，消耗生命值对场上所有敌方造成属性伤害\n· 处于后台时，持续恢复生命值		21231	· 出场（含QTE）时，消耗<color=#b73a3a>45%</color>最大生命值，对场上的所有敌方造成攻击力<color=#17f5cf>（消耗值*6）%</color>属性伤害（基于当前角色属性，生命值不足时，不触发效果）\n· 处于后台时，每秒恢复<color=#17f5cf>10%</color>最大生命值	· 出场（含QTE）时，消耗生命值对场上所有敌方造成属性伤害\n· 处于后台时，持续恢复生命值			
