Id	NpcId	Level	BuffLevel	BuffIds	Note
12704	93313	421	[1, 1, 1, 1]	[746446, 764976, 712002, 764694]	意识聚合宿体
12705	90930	333	[1, 1, 1, 1]	[746446, 764976, 712002, 764694]	萤灯鱼
12706	90900	293	[1, 1, 1, 1]	[746446, 764976, 712002, 764694]	蛸
12707	93553	651	[1, 1, 1, 1]	[746446, 764976, 712002, 764694]	“海仙女”
12801	93030	288	[1, 1, 1]	[746446, 764976, 764694]	类人
12802	93553	728	[1, 1, 1]	[746446, 764976, 764694]	“海仙女”
12803	93313	805	[1, 1, 1]	[746446, 764976, 764694]	意识聚合宿体
12804	90950	465	[1, 1, 1]	[746446, 764976, 764694]	构解囚徒
12805	93303	301	[1, 1, 1]	[746446, 764976, 764694]	仿钳宿体
12806	93293	421	[1, 1, 1]	[746446, 764976, 764694]	赤礁宿体
12807	90930	333	[1, 1, 1]	[746446, 764976, 764694]	萤灯鱼
12808	90900	362	[1, 1, 1]	[746446, 764976, 764694]	蛸
12809	93050	238	[1, 1, 1]	[746446, 764976, 764694]	构造体士兵（女）
12810	93050	238	[1, 1, 1]	[746446, 764976, 764694]	构造体士兵（女）
12901	93513	421	[1, 1, 1]	[746446, 764976, 764694]	异合巨象
12902	90340	333	[1, 1, 1]	[746446, 764976, 764694]	禁卫
12903	93313	667	[1, 1, 1]	[746446, 764976, 764694]	意识聚合宿体
12904	91032	260	[1, 1, 1]	[746446, 764976, 764694]	超究极扳手十四帝
12905	96160	260	[1, 1, 1, 1]	[746446, 764976, 764694, 781682]	萝卜装置
13101	90460	192	[1, 1, 1]	[746446, 764976, 764694]	深海潜伏者
13102	90480	485	[1, 1, 1]	[746446, 764976, 764694]	异聚哨戒机炮
13103	90490	536	[1, 1, 1]	[746446, 764976, 764694]	异聚空中监视器
13104	90470	340	[1, 1, 1]	[746446, 764976, 764694]	异聚液压
13105	90600	201	[1, 1, 1]	[746446, 764976, 764694]	异合分解单元
13106	90620	281	[1, 1, 1]	[746446, 764976, 764694]	异合火力单元
13107	90610	242	[1, 1, 1]	[746446, 764976, 764694]	异合修复单元
13108	90970	159	[1, 1, 1]	[746446, 764976, 764694]	M4-医疗机
13109	93563	276	[1, 1, 1]	[746446, 764976, 764694]	深渊天使
13110	90890	171	[1, 1, 1]	[746446, 764976, 764694]	感染构造体
13111	93533	311	[1, 1, 1]	[746446, 764976, 764694]	巨齿海葵
13112	90960	445	[1, 1, 1]	[746446, 764976, 764694]	贝雅
13113	93303	445	[1, 1, 1]	[746446, 764976, 764694]	仿钳宿体
13114	93293	445	[1, 1, 1]	[746446, 764976, 764694]	赤礁宿体
13115	90930	387	[1, 1, 1]	[746446, 764976, 764694]	萤灯鱼
13116	90900	387	[1, 1, 1]	[746446, 764976, 764694]	蛸
13301	90480	243	[1, 1, 1]	[746446, 764976, 764694]	异聚哨戒机炮
13302	90480	268	[1, 1, 1]	[746446, 764976, 764694]	异聚空中监视器
13303	90490	121	[1, 1, 1]	[746446, 764976, 764694]	异聚液压
13304	90470	156	[1, 1, 1]	[746446, 764976, 764694]	异合分解单元
13305	90620	194	[1, 1, 1]	[746446, 764976, 764694]	异合火力单元
13306	90610	194	[1, 1, 1]	[746446, 764976, 764694]	异合修复单元
13307	90970	194	[1, 1, 1]	[746446, 764976, 764694]	M4-医疗机
13308	90960	194	[1, 1, 1]	[746446, 764976, 764694]	贝雅
13309	90370	288	[1, 1, 1, 1]	[746446, 764976, 764694, 781681]	遗迹勘探者
13310	90220	428	[1, 1, 1, 1]	[746446, 764976, 764694, 781681]	遗迹挖掘者
13311	90910	805	[1, 1, 1, 1]	[746446, 764976, 764694, 781681]	齿轮
13312	90990	465	[1, 1, 1, 1]	[746446, 764976, 764694, 781681]	先锋冲浪者
13313	93070	510	[1, 1, 1, 1]	[746446, 764976, 764694, 781681]	圣堂守卫
13314	90630	651	[1, 1, 1, 1]	[746446, 764976, 764694, 781681]	异合勘探单元
13401	90390	281	[1, 1, 1]	[746446, 764976, 764694]	重型收割机
13402	90990	445	[1, 1, 1]	[746446, 764976, 764694]	先锋冲浪者
13403	93433	445	[1, 1, 1]	[746446, 764976, 764694]	拟原生物
13404	91032	260	[1, 1, 1]	[746446, 764976, 764694]	超究极扳手十四帝
13601	90370	288	[1, 1, 1]	[746446, 764976, 764694]	遗迹勘探者
13602	90220	428	[1, 1, 1]	[746446, 764976, 764694]	遗迹挖掘者
13603	90910	805	[1, 1, 1]	[746446, 764976, 764694]	齿轮
13604	90990	465	[1, 1, 1]	[746446, 764976, 764694]	先锋冲浪者
13605	93070	510	[1, 1, 1]	[746446, 764976, 764694]	圣堂守卫
13606	90630	651	[1, 1, 1]	[746446, 764976, 764694]	异合勘探单元
13607	90460	301	[1, 1, 1]	[746446, 764976, 764694]	深海潜伏者
13608	90480	421	[1, 1, 1]	[746446, 764976, 764694]	异聚哨戒机炮
13609	90490	333	[1, 1, 1]	[746446, 764976, 764694]	异聚空中监视器
13610	90470	293	[1, 1, 1]	[746446, 764976, 764694]	异聚液压
13611	90600	362	[1, 1, 1]	[746446, 764976, 764694]	异合分解单元
13612	90620	238	[1, 1, 1]	[746446, 764976, 764694]	异合火力单元
13613	90610	414	[1, 1, 1]	[746446, 764976, 764694]	异合修复单元
13614	90970	256	[1, 1, 1]	[746446, 764976, 764694]	M4-医疗机
13701	90370	400	[1, 1, 1, 1]	[746446, 764976, 712002, 764694]	遗迹勘探者
13702	90220	286	[1, 1, 1, 1]	[746446, 764976, 712002, 764694]	遗迹挖掘者
13703	90910	301	[1, 1, 1, 1]	[746446, 764976, 712002, 764694]	齿轮
13704	90990	421	[1, 1, 1, 1]	[746446, 764976, 712002, 764694]	先锋冲浪者
13705	93070	333	[1, 1, 1, 1]	[746446, 764976, 712002, 764694]	圣堂守卫
13706	90620	293	[1, 1, 1, 1]	[746446, 764976, 712002, 764694]	异合火力单元
13707	90480	238	[1, 1, 1, 1]	[746446, 764976, 712002, 764694]	异聚哨戒机炮
13801	90370	288	[1, 1, 1]	[746446, 764976, 764694]	遗迹勘探者
13802	90220	428	[1, 1, 1]	[746446, 764976, 764694]	遗迹挖掘者
13803	90910	805	[1, 1, 1]	[746446, 764976, 764694]	齿轮
13804	90990	465	[1, 1, 1]	[746446, 764976, 764694]	先锋冲浪者
13805	90630	301	[1, 1, 1]	[746446, 764976, 764694]	异合勘探单元
13806	90600	421	[1, 1, 1]	[746446, 764976, 764694]	异合分解单元
13807	90620	333	[1, 1, 1]	[746446, 764976, 764694]	异合火力单元
13808	90480	362	[1, 1, 1]	[746446, 764976, 764694]	异聚哨戒机炮
13809	90460	238	[1, 1, 1]	[746446, 764976, 764694]	深海潜伏者
13901	90990	421	[1, 1, 1]	[746446, 764976, 764694]	先锋冲浪者
13902	90910	333	[1, 1, 1]	[746446, 764976, 764694]	齿轮
13903	90220	432	[1, 1, 1]	[746446, 764976, 764694]	遗迹挖掘者
13904	93070	667	[1, 1, 1]	[746446, 764976, 764694]	圣堂守卫
13905	91032	260	[1, 1, 1]	[746446, 764976, 764694]	超究极扳手十四帝
13906	96160	260	[1, 1, 1, 1]	[746446, 764976, 764694, 781682]	萝卜装置
14101	93383	192	[1, 1, 1]	[746446, 764936, 764694]	意识实验体A
14102	93393	485	[1, 1, 1]	[746446, 764936, 764694]	意识实验体B
14103	93182	536	[1, 1, 1]	[746446, 764936, 764694]	Nalasr-E
14104	93192	340	[1, 1, 1]	[746446, 764936, 764694]	Heal-Z
14105	93232	201	[1, 1, 1]	[746446, 764936, 764694]	Courier-M
14106	93223	281	[1, 1, 1]	[746446, 764936, 764694]	Deporter-R
14107	90750	242	[1, 1, 1]	[746446, 764936, 764694]	空7-雪鸮
14108	90760	159	[1, 1, 1]	[746446, 764936, 764694]	陆3-长耳兔
14109	90770	276	[1, 1, 1]	[746446, 764936, 764694]	海5-灯乌贼
14110	93373	171	[1, 1, 1]	[746446, 764936, 764694]	雕像侍者
14111	90620	311	[1, 1, 1]	[746446, 764936, 764694]	异合火力单元
14112	90610	445	[1, 1, 1]	[746446, 764936, 764694]	异合修复单元
14113	90970	445	[1, 1, 1]	[746446, 764936, 764694]	M4-医疗机
14114	93020	445	[1, 1, 1]	[746446, 764936, 764694]	SSG-游曳者
14301	93383	243	[1, 1, 1]	[746446, 764936, 764694]	意识实验体A
14302	93383	268	[1, 1, 1]	[746446, 764936, 764694]	意识实验体B
14303	93393	121	[1, 1, 1]	[746446, 764936, 764694]	Nalasr-E
14304	93182	156	[1, 1, 1]	[746446, 764936, 764694]	Heal-Z
14305	93232	194	[1, 1, 1]	[746446, 764936, 764694]	Courier-M
14306	93223	281	[1, 1, 1]	[746446, 764936, 764694]	Deporter-R
14307	90770	276	[1, 1, 1]	[746446, 764936, 764694]	海5-灯乌贼
14308	93373	171	[1, 1, 1]	[746446, 764936, 764694]	雕像侍者
14309	90740	288	[1, 1, 1, 1]	[746446, 764936, 764694, 781681]	阿茂
14310	90780	728	[1, 1, 1, 1]	[746446, 764936, 764694, 781681]	陆1-极地熊
14311	93170	805	[1, 1, 1, 1]	[746446, 764936, 764694, 781681]	命运之轮
14312	90420	465	[1, 1, 1, 1]	[746446, 764936, 764694, 781681]	武藏陆型
14313	90980	510	[1, 1, 1, 1]	[746446, 764936, 764694, 781681]	PK43型“警长”
14314	93363	651	[1, 1, 1, 1]	[746446, 764936, 764694, 781681]	机械亚种
14401	90780	281	[1, 1, 1]	[746446, 764936, 764694]	陆1-极地熊
14402	90420	445	[1, 1, 1]	[746446, 764936, 764694]	武藏陆型
14403	93170	445	[1, 1, 1]	[746446, 764936, 764694]	命运之轮
14404	91032	260	[1, 1, 1]	[746446, 764936, 764694]	超究极扳手十四帝
14601	90740	288	[1, 1, 1]	[746446, 764936, 764694]	阿茂
14602	90780	728	[1, 1, 1]	[746446, 764936, 764694]	陆1-极地熊
14603	93170	805	[1, 1, 1]	[746446, 764936, 764694]	命运之轮
14604	90420	465	[1, 1, 1]	[746446, 764936, 764694]	武藏陆型
14605	90980	510	[1, 1, 1]	[746446, 764936, 764694]	PK43型“警长”
14606	93363	651	[1, 1, 1]	[746446, 764936, 764694]	机械亚种
14607	93383	301	[1, 1, 1]	[746446, 764936, 764694]	意识实验体A
14608	93393	421	[1, 1, 1]	[746446, 764936, 764694]	意识实验体B
14609	90750	333	[1, 1, 1]	[746446, 764936, 764694]	空7-雪鸮
14610	90760	293	[1, 1, 1]	[746446, 764936, 764694]	陆3-长耳兔
14611	90770	362	[1, 1, 1]	[746446, 764936, 764694]	海5-灯乌贼
14612	93373	238	[1, 1, 1]	[746446, 764936, 764694]	雕像侍者
14613	90620	414	[1, 1, 1]	[746446, 764936, 764694]	异合火力单元
14614	90970	256	[1, 1, 1]	[746446, 764936, 764694]	M4-医疗机
14621	81200	256	[1, 1, 1]	[746446, 764936, 764694]	武藏玖型
14622	81500	256	[1, 1, 1]	[746446, 764936, 764694]	喷涂机械
14623	81800	256	[1, 1, 1]	[746446, 764936, 764694]	瓦沙克
14624	83100	256	[1, 1, 1]	[746446, 764936, 764694]	卡穆
14701	90740	465	[1, 1, 1, 1]	[746446, 764936, 712002, 764694]	阿茂
14702	93170	651	[1, 1, 1, 1]	[746446, 764936, 712002, 764694]	命运之轮
14703	90980	301	[1, 1, 1, 1]	[746446, 764936, 712002, 764694]	PK43型“警长”
14704	90760	421	[1, 1, 1, 1]	[746446, 764936, 712002, 764694]	陆3-长耳兔
14705	93363	333	[1, 1, 1, 1]	[746446, 764936, 712002, 764694]	机械亚种
14706	90970	293	[1, 1, 1, 1]	[746446, 764936, 712002, 764694]	M4-医疗机
14801	90740	288	[1, 1, 1]	[746446, 764936, 764694]	阿茂
14802	93170	728	[1, 1, 1]	[746446, 764936, 764694]	命运之轮
14803	90980	805	[1, 1, 1]	[746446, 764936, 764694]	PK43型“警长”
14804	90760	465	[1, 1, 1]	[746446, 764936, 764694]	陆3-长耳兔
14805	93363	301	[1, 1, 1]	[746446, 764936, 764694]	机械亚种
14806	90970	421	[1, 1, 1]	[746446, 764936, 764694]	M4-医疗机
14807	90420	333	[1, 1, 1]	[746446, 764936, 764694]	武藏陆型
14808	90770	362	[1, 1, 1]	[746446, 764936, 764694]	海5-灯乌贼
14809	90970	238	[1, 1, 1]	[746446, 764936, 764694]	M4-医疗机
14901	90980	421	[1, 1, 1]	[746446, 764936, 764694]	PK43型“警长”
14902	93170	333	[1, 1, 1]	[746446, 764936, 764694]	命运之轮
14903	93363	667	[1, 1, 1]	[746446, 764936, 764694]	机械亚种
14904	91032	260	[1, 1, 1]	[746446, 764936, 764694]	超究极扳手十四帝
14905	96160	260	[1, 1, 1, 1]	[746446, 764936, 764694, 781682]	萝卜装置
15101	93653	192	[1, 1, 1]	[746446, 764936, 764694]	编队士兵
15102	93582	485	[1, 1, 1]	[746446, 764936, 764694]	烛影
15103	93473	536	[1, 1, 1]	[746446, 764936, 764694]	诡匿暗杀者
15104	93482	340	[1, 1, 1]	[746446, 764936, 764694]	极光守卫者
15105	90380	201	[1, 1, 1]	[746446, 764936, 764694]	构造体
15106	90670	242	[1, 1, 1]	[746446, 764936, 764694]	烟粉 壹型
15107	90660	159	[1, 1, 1]	[746446, 764936, 764694]	吊人 叁型
15108	90690	276	[1, 1, 1]	[746446, 764936, 764694]	禄存
15109	90700	171	[1, 1, 1]	[746446, 764936, 764694]	至尊
15110	90750	311	[1, 1, 1]	[746446, 764936, 764694]	空7-雪鸮
15111	90760	445	[1, 1, 1]	[746446, 764936, 764694]	陆3-长耳兔
15112	90770	445	[1, 1, 1]	[746446, 764936, 764694]	海5-灯乌贼
15113	93020	445	[1, 1, 1]	[746446, 764936, 764694]	SSG-游曳者
15114	93010	445	[1, 1, 1]	[746446, 764936, 764694]	DB02-洁霸
15115	93542	445	[1, 1, 1]	[746446, 764936, 764694]	极光 地面堡垒
15301	93653	243	[1, 1, 1]	[746446, 764936, 764694]	编队士兵
15302	93653	268	[1, 1, 1]	[746446, 764936, 764694]	烛影
15303	93582	121	[1, 1, 1]	[746446, 764936, 764694]	诡匿暗杀者
15304	93473	156	[1, 1, 1]	[746446, 764936, 764694]	DB02-洁霸
15305	93482	194	[1, 1, 1]	[746446, 764936, 764694]	极光守卫者
15306	90750	311	[1, 1, 1]	[746446, 764936, 764694]	空7-雪鸮
15307	90670	242	[1, 1, 1]	[746446, 764936, 764694]	烟粉 壹型
15308	90440	288	[1, 1, 1, 1]	[746446, 764936, 764694, 781681]	自律警卫
15309	90450	728	[1, 1, 1, 1]	[746446, 764936, 764694, 781681]	极地机兵
15310	93353	805	[1, 1, 1, 1]	[746446, 764936, 764694, 781681]	精英构造体
15311	90790	465	[1, 1, 1, 1]	[746446, 764936, 764694, 781681]	骁卫壹型
15312	90430	510	[1, 1, 1, 1]	[746446, 764936, 764694, 781681]	武藏玖型
15313	93592	651	[1, 1, 1, 1]	[746446, 764936, 764694, 781681]	堡垒重装兵
15401	93542	281	[1, 1, 1]	[746446, 764936, 764694]	极光 地面堡垒
15402	90450	445	[1, 1, 1]	[746446, 764936, 764694]	极地机兵
15403	93353	445	[1, 1, 1]	[746446, 764936, 764694]	精英构造体
15404	91032	260	[1, 1, 1]	[746446, 764936, 764694]	超究极扳手十四帝
15601	90440	288	[1, 1, 1]	[746446, 764936, 764694]	自律警卫
15602	90450	728	[1, 1, 1]	[746446, 764936, 764694]	极地机兵
15603	93353	805	[1, 1, 1]	[746446, 764936, 764694]	精英构造体
15604	90790	465	[1, 1, 1]	[746446, 764936, 764694]	骁卫壹型
15605	90430	510	[1, 1, 1]	[746446, 764936, 764694]	武藏玖型
15606	93592	651	[1, 1, 1]	[746446, 764936, 764694]	堡垒重装兵
15607	90870	301	[1, 1, 1]	[746446, 764936, 764694]	雅斯贝尔斯
15608	90380	421	[1, 1, 1]	[746446, 764936, 764694]	构造体
15609	90660	333	[1, 1, 1]	[746446, 764936, 764694]	吊人 叁型
15610	90690	293	[1, 1, 1]	[746446, 764936, 764694]	禄存
15611	90700	362	[1, 1, 1]	[746446, 764936, 764694]	至尊
15612	93020	238	[1, 1, 1]	[746446, 764936, 764694]	SSG-游曳者
15613	93653	414	[1, 1, 1]	[746446, 764936, 764694]	编队士兵
15614	93482	256	[1, 1, 1]	[746446, 764936, 764694]	极光守卫者
15621	837000	256	[1, 1, 1]	[746446, 764936, 764694]	白鲨碧
15622	837100	256	[1, 1, 1]	[746446, 764936, 764694]	黑鲨碧
15623	81600	256	[1, 1, 1]	[746446, 764936, 764694]	罗兰
15624	81900	256	[1, 1, 1]	[746446, 764936, 764694]	白毛
15701	90430	465	[1, 1, 1, 1]	[746446, 764936, 712002, 764694]	武藏玖型
15702	93353	651	[1, 1, 1, 1]	[746446, 764936, 712002, 764694]	精英构造体
15703	90440	301	[1, 1, 1, 1]	[746446, 764936, 712002, 764694]	自律警卫
15704	90380	421	[1, 1, 1, 1]	[746446, 764936, 712002, 764694]	构造体
15705	90660	333	[1, 1, 1, 1]	[746446, 764936, 712002, 764694]	吊人 叁型
15706	90700	293	[1, 1, 1, 1]	[746446, 764936, 712002, 764694]	至尊
15801	90430	288	[1, 1, 1]	[746446, 764936, 764694]	武藏玖型
15802	93353	728	[1, 1, 1]	[746446, 764936, 764694]	精英构造体
15803	90440	805	[1, 1, 1]	[746446, 764936, 764694]	自律警卫
15804	90380	465	[1, 1, 1]	[746446, 764936, 764694]	构造体
15805	90660	301	[1, 1, 1]	[746446, 764936, 764694]	吊人 叁型
15806	90700	421	[1, 1, 1]	[746446, 764936, 764694]	至尊
15807	90690	333	[1, 1, 1]	[746446, 764936, 764694]	禄存
15808	90450	362	[1, 1, 1]	[746446, 764936, 764694]	极地机兵
15809	93653	238	[1, 1, 1]	[746446, 764936, 764694]	编队士兵
15901	90430	421	[1, 1, 1]	[746446, 764936, 764694]	武藏玖型
15902	93592	333	[1, 1, 1]	[746446, 764936, 764694]	堡垒重装兵
15903	90870	667	[1, 1, 1]	[746446, 764936, 764694]	雅斯贝尔斯
15904	91032	260	[1, 1, 1]	[746446, 764936, 764694]	超究极扳手十四帝
15905	96160	260	[1, 1, 1, 1]	[746446, 764936, 764694, 781682]	萝卜装置
16101	93563	259	[1, 1, 1, 1]	[746446, 764936, 715899, 764694]	深渊天使
16102	93533	259	[1, 1, 1, 1]	[746446, 764936, 715899, 764694]	巨齿海葵
16103	90460	192	[1, 1, 1, 1]	[746446, 764936, 715899, 764694]	深海潜伏者
16104	90930	536	[1, 1, 1, 1]	[746446, 764936, 715899, 764694]	萤灯鱼
16105	93383	281	[1, 1, 1, 1]	[746446, 764936, 715899, 764694]	意识实验体A
16106	93393	1539	[1, 1, 1, 1]	[746446, 764936, 715899, 764694]	意识实验体B
16107	93653	261	[1, 1, 1, 1]	[746446, 764936, 715899, 764694]	编队士兵
16108	90380	220	[1, 1, 1, 1]	[746446, 764936, 715899, 764694]	构造体
16109	93482	291	[1, 1, 1, 1]	[746446, 764936, 715899, 764694]	极光守卫者
16601	90430	288	[1, 1, 1, 1]	[746446, 764936, 715899, 764694]	武藏玖型
16602	90440	281	[1, 1, 1, 1]	[746446, 764936, 715899, 764694]	自律警卫
16603	90740	325	[1, 1, 1, 1]	[746446, 764936, 715899, 764694]	阿茂
16604	93170	465	[1, 1, 1, 1]	[746446, 764936, 715899, 764694]	命运之轮
16605	90910	421	[1, 1, 1, 1]	[746446, 764936, 715899, 764694]	齿轮
16606	93070	333	[1, 1, 1, 1]	[746446, 764936, 715899, 764694]	圣堂守卫
16607	93030	557	[1, 1, 1, 1]	[746446, 764936, 715899, 764694]	类人
16608	93553	263	[1, 1, 1, 1]	[746446, 764936, 715899, 764694]	“海仙女”
16609	90950	361	[1, 1, 1, 1]	[746446, 764936, 715899, 764694]	构解囚徒
19011	90920	100	[1, 1, 1]	[746446, 764987, 715899]	害怕的库罗罗
19012	91032	260	[1, 1, 1]	[746446, 764987, 715899]	超究极扳手十四帝
19021	90920	100	[1, 1, 1]	[746446, 764987, 715899]	害怕的库罗罗
19022	91032	260	[1, 1, 1]	[746446, 764987, 715899]	超究极扳手十四帝
19031	90920	100	[1, 1, 1]	[746446, 764987, 715899]	害怕的库罗罗
19032	91032	260	[1, 1, 1]	[746446, 764987, 715899]	超究极扳手十四帝
19041	90920	100	[1, 1, 1]	[746446, 764987, 715899]	害怕的库罗罗
19042	91032	260	[1, 1, 1]	[746446, 764987, 715899]	超究极扳手十四帝
19051	90920	100	[1, 1, 1]	[746446, 764987, 715899]	害怕的库罗罗
19052	91032	260	[1, 1, 1]	[746446, 764987, 715899]	超究极扳手十四帝
