Id	EventId	StepId	NextStepId	Type	FightNodeId	WorkShopId	EffectGroupId	StoryId	StepRewardItemType	StepRewardItemId	StepRewardItemCount	OptionGroupId	Title	TitleContent	RoleIcon	RoleName	RoleContent	RoleEffect	EventDesc	ConfirmContent	BgAsset
169	1012	101204		2								101204	栩栩如生	真实的眼泪					女人什么也没说，平静地转身离开。飘起的斗篷短暂遮蔽了你的视线，那幅画作也像是变魔术般随之消失。空缺的画框倒映着你与洁塔薇的身影，你们似乎成为了画中人。此外，你还注意到墙上钉着一张泛黄的纸片。	决定	Assets/Product/Texture/Image/BgStory/BgStory683.jpg
170	1012	101205	101206	1									栩栩如生	真实的眼泪	Assets/Product/Texture/Image/RoleStory/CibeizheNormal03.png	？？？	小小的礼物。		女人点点头，似乎认同了你的观点。她从衣袖中掏出一张纸条，轻轻递到你手中，之后便头也不回地离开了这里。	查看纸条	Assets/Product/Texture/Image/BgStory/BgStory683.jpg
171	1012	101206		3					2	{1: 2010}	{1: 1}		栩栩如生	真实的眼泪					“分开虚无之海的光将抵达另一个彼岸。”\n\n                                                           ——《智械福音·II》	离开	Assets/Product/Texture/Image/BgStory/BgStory683.jpg
172	1012	101207		3					2	{1: 2009}	{1: 1}		栩栩如生	真实的眼泪					“两个迷途的灵魂，一个没有未来，一个稚弱无力。”\n\n                                                           ——《智械福音·I》	离开	Assets/Product/Texture/Image/BgStory/BgStory683.jpg
173	1012	101208		3					2	{1: 2011}	{1: 1}		栩栩如生	真实的眼泪					神秘女人早已不见踪影，但你在地上找到了她遗失的物件，那是一张孤儿院的工作证。	离开	Assets/Product/Texture/Image/BgStory/BgStory683.jpg
174	2001	200101	200102	1									洁塔薇的游戏						来到庭院内，这里耸立着大量气质诡谲的废弃玩偶，正当你观察四周时，牵着你手的洁塔薇突然松开跑走。	追上她	Assets/Product/Texture/Image/BgStory/BgStory639.jpg
175	2001	200102	200103	1									洁塔薇的游戏		Assets/Product/Texture/Image/RoleStory/V260qyNormal01.png	洁塔薇	闭上眼数十个数，不能作弊哦......		她想与你进行一场捉迷藏游戏	答应	Assets/Product/Texture/Image/BgStory/BgStory639.jpg
176	2001	200103		2								200103	洁塔薇的游戏						计时结束后，你睁开眼环顾四周。	决定	Assets/Product/Texture/Image/BgStory/BgStory639.jpg
177	2001	200104	200107	1									洁塔薇的游戏						熊布偶的背部被撕开掏空，里面的空间容纳得下一个成人，但洁塔薇没在里面或许之前有人在这藏过东西，你伸手探向布偶的内部。	摸索	Assets/Product/Texture/Image/BgStory/BgStory639.jpg
178	2001	200105	200108	1									洁塔薇的游戏						护士人形苍白的嘴唇被用口红涂上了鲜艳的红，会是洁塔薇的杰作吗？你轻轻抚摸了一下布满尘埃的唇，伸手探向护士服的口袋。	摸索	Assets/Product/Texture/Image/BgStory/BgStory639.jpg
179	2001	200106		3					4	{1: 6}	{1: 1}		洁塔薇的游戏		Assets/Product/Texture/Image/RoleStory/V260qyNormal01.png	洁塔薇	哼哼，被你发现了......		洁塔薇从背后拿出了作为奖励的礼品盒	一起离开	Assets/Product/Texture/Image/BgStory/BgStory639.jpg
180	2001	200107	200109	3					3	{1: 1}	{1: 1}		洁塔薇的游戏							回头	Assets/Product/Texture/Image/BgStory/BgStory639.jpg
181	2001	200108	200109	3					1	{1: 96189}	{1: 200}		洁塔薇的游戏							回头	Assets/Product/Texture/Image/BgStory/BgStory639.jpg
182	2001	200109		1									洁塔薇的游戏		Assets/Product/Texture/Image/RoleStory/V260qyNormal02.png	洁塔薇	哼哼，看来是我赢了......		洁塔薇正站在你的背后	一起离开	Assets/Product/Texture/Image/BgStory/BgStory639.jpg
183	2002	200201		2								200201	贫困收藏家		Assets/Product/Texture/Image/RoleStory/TongyongShihuangzheNormal02.png	收藏家	……		你在博物馆里找到独自一人鉴赏名画的男人，他声称自己曾是位收藏家，由于热衷买画，目前囊中羞涩，急需用钱，或许能与你交换一些东西。	决定	Assets/Product/Texture/Image/BgStory/BgStory684.jpg
184	2002	200202		3					4	{1: 6}	{1: 1}		贫困收藏家		Assets/Product/Texture/Image/RoleStory/TongyongShihuangzheNormal02.png	收藏家	……		你抱着试试看的心态施舍给他一些钱，艺术家从他的行李箱里拿出了一台精致的手提电视。	取走	Assets/Product/Texture/Image/BgStory/BgStory684.jpg
185	2002	200203		1									贫困收藏家		Assets/Product/Texture/Image/RoleStory/TongyongShihuangzheNormal02.png	收藏家	……		你对贫穷的收藏家毫无兴趣，更不相信他能拿出真正有价值的东西，你拒绝了男人的请求。	离开	Assets/Product/Texture/Image/BgStory/BgStory684.jpg
186	2003	200301	200302	1									步履蹒跚	逝去的阴暗	Assets/Product/Texture/Image/RoleStory/CaifaNormal02.png	？？？	……		你和洁塔薇在孤儿院里看见了一个步履蹒跚的老人，他拄着拐杖。经过你们身前时没有留下脚步声。	跟上他	Assets/Product/Texture/Image/BgStory/BgStory636.jpg
187	2003	200302		2								200302	步履蹒跚	逝去的阴暗	Assets/Product/Texture/Image/RoleStory/V260qyNormal01.png	洁塔薇	诶！老头幽灵~		老人幽灵般的身影在二楼的保险柜前停留了片刻，随后便消失在走廊尽头的储物间里。	决定	Assets/Product/Texture/Image/BgStory/BgStory636.jpg
188	2003	200303	200304	1									步履蹒跚	逝去的阴暗					保险柜里放着许多信封，大多是领养家庭寄来的感谢信，人们赞叹院长出色的美德，但这之中也混着一封匿名的威胁信。	查看信封	Assets/Product/Texture/Image/BgStory/BgStory636.jpg
189	2003	200304	200305	1									步履蹒跚	逝去的阴暗	Assets/Product/Texture/Image/RoleStory/V260qyNormal04.png	洁塔薇	这里好像还有暗格？		你小心翼翼地打开那封信，阅读了其中一段。\n「院长，我知道你靠着孩子们发了大财……不想被人知道，就给我点好处。」	打开暗格	Assets/Product/Texture/Image/BgStory/BgStory636.jpg
190	2003	200305		3					4	{1: 4}	{1: 1}		步履蹒跚	逝去的阴暗					里面存放着一把生锈的手枪和一盒补给	取走补给	Assets/Product/Texture/Image/BgStory/BgStory636.jpg
191	2003	200306	200307	1									步履蹒跚	逝去的阴暗					储物间上了锁，你与洁塔薇强行打开门，屋子里堆满了孤儿院工作人员与孩子们的合照。	检查房间	Assets/Product/Texture/Image/BgStory/BgStory754.jpg
192	2003	200307	200308	1									步履蹒跚	逝去的阴暗	Assets/Product/Texture/Image/RoleStory/V260qyNormal04.png	洁塔薇	墙纸后面好像是空心的。		洁塔薇盯着照片墙观察了许久，似乎发现了一些端倪。	撕开墙纸	Assets/Product/Texture/Image/BgStory/BgStory754.jpg
193	2003	200308		3					1	{1: 96189}	{1: 200}		步履蹒跚	逝去的阴暗					墙面上的伪装壁纸被撕开后，大量的财物倾泻而下，里面堆满了珠宝和各种值钱的东西。	离开	Assets/Product/Texture/Image/BgStory/BgStory754.jpg
194	2004	200401	200402	1									动物坟场	此处安葬者					你们来到孤儿院前的一处动物坟场，这里曾被用来安葬死去的小动物，每个冢上都写着对应动物的名字。	查看周围	Assets/Product/Texture/Image/BgStory/BgStory824.jpg
195	2004	200402		2								200402	动物坟场	此处安葬者	Assets/Product/Texture/Image/RoleStory/V260qyNormal06.png	洁塔薇	这里好可怕，还是快点走吧……		你发现一座冢的旁边，有金属尖角露在地表，下面似乎埋了东西。	决定	Assets/Product/Texture/Image/BgStory/BgStory824.jpg
196	2004	200403	200404	1									动物坟场	此处安葬者					清理泥土后，你发现下面埋着一个生锈的铁盒，里面放着一本日记，看起来是孤儿院工作人员写的。\n「我要把它们藏起来，谁也别想找到，它们都是我的，永远是我的！」	搜索周边	Assets/Product/Texture/Image/BgStory/BgStory824.jpg
197	2004	200404		2								200404	动物坟场	此处安葬者					洁塔薇在附近发现了几个可疑的地方。	决定	Assets/Product/Texture/Image/BgStory/BgStory824.jpg
198	2004	200405		2								200405	动物坟场	此处安葬者	Assets/Product/Texture/Image/RoleStory/V260qyNormal06.png	洁塔薇	可怜的小猫咪……		在坟场的一角，你们找到了几根猫的骸骨。	决定	Assets/Product/Texture/Image/BgStory/BgStory824.jpg
199	2004	200406		3					4	{1: 2}	{1: 1}		动物坟场	此处安葬者					将它们安葬后，回去的路上，天空逐渐变得晴朗。\n在坟场的出口，你与洁塔薇意外捡到了一个不知谁人遗留的黑色礼盒。	离开	Assets/Product/Texture/Image/BgStory/BgStory823.jpg
200	2004	200407		3					1	{1: 96189}	{1: 100}		动物坟场	此处安葬者					持续搜索许久后，你们仅收获了一些芯片，雨势越来越大，你只好放弃搜索，准备离开。	离开	Assets/Product/Texture/Image/BgStory/BgStory824.jpg
201	2004	200408		3					1	{1: 96189}	{1: 200}		动物坟场	此处安葬者	Assets/Product/Texture/Image/RoleStory/V260qyNormal04.png	洁塔薇	是自杀还是谋杀呢？		洁塔薇从后院挖出了比想象中大得多的骸骨，你断定这是人类的骨架。骸骨的脖子上挂着一条金链，上面刻着老院长的名字。你想不出他出现在这里的原因，或许这并非是一次自然死亡。	离开	Assets/Product/Texture/Image/BgStory/BgStory824.jpg
202	2004	200409		3					4	{1: 4}	{1: 1}		动物坟场	此处安葬者	Assets/Product/Texture/Image/RoleStory/V260qyNormal01.png	洁塔薇	日志里写的应该就是这个东西吧。		井内的水已经枯竭，你从水井的底部捞上来了一个沉甸甸的黑盒。	离开	Assets/Product/Texture/Image/BgStory/BgStory824.jpg
203	2004	200410		1									动物坟场	此处安葬者					这里的环境让人感到不安，你决定听从洁塔薇的建议，加快脚步离开了这里。	离开	Assets/Product/Texture/Image/BgStory/BgStory824.jpg
204	2005	200501	200502	1									洁塔薇的食材						在起雾的森林中，你和洁塔薇不幸迷失方向。即将筋疲力竭时，你们偶然发现了一间林中小屋。幸运的是，屋内有烹饪用的厨具，洁塔薇提议在这里用餐后再出发，她对自己的厨艺十分自信，自告奋勇要做饭给你吃。	寻找食材	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
205	2005	200502	200503	1									洁塔薇的食材						你统计了一下食材，这里有过期的盐和米，变质的醋和味精，加上不知被洁塔薇从哪挖来的蘑菇和野果，以及一只自投罗网的病恹恹野兔。	等待	Assets/Product/Texture/Image/BgStory/BgStory731.jpg
206	2005	200503		2								200503	洁塔薇的食材		Assets/Product/Texture/Image/RoleStory/V260qyNormal02.png	洁塔薇	哒啦啦，菜上齐了，快吃吧！		等待一段时间后，洁塔薇从厨房端出了三盘热菜，热情地邀请你依次进行品尝。	决定	Assets/Product/Texture/Image/BgStory/BgStory731.jpg
207	2005	200504		3					4	{1: 4}	{1: 1}		洁塔薇的食材		Assets/Product/Texture/Image/RoleStory/V260qyNormal01.png	洁塔薇	天选者，你为什么在地上滚？		你感到胃部传来撕心裂肺的绞痛，蜷着身体在地上滚了好几圈，意外撞倒了身旁的陈旧花瓶，一个黑色铁盒从碎裂的瓶身内掉落。	离开	Assets/Product/Texture/Image/BgStory/BgStory731.jpg
208	2005	200505	200506	1									洁塔薇的食材		Assets/Product/Texture/Image/RoleStory/V260qyNormal07.png	洁塔薇	？？？		食用后，你看见五颜六色的小人在天花板跳舞，随后失去知觉。醒来时，映入眼帘的是满脸惊慌失措、正对你进行着各种急救的洁塔薇。	起身	Assets/Product/Texture/Image/BgStory/BgStory731.jpg
209	2005	200506		3					1	{1: 96189}	{1: 200}		洁塔薇的食材		Assets/Product/Texture/Image/RoleStory/V260qyNormal06.png	洁塔薇	呜呜呜，还以为你醒不来了呢。		看到你安然起身后，洁塔薇逐渐镇定了下来。为表歉意，她交给了你一些偷偷私藏的芯片。	离开	Assets/Product/Texture/Image/BgStory/BgStory731.jpg
210	2005	200507		3					4	{1: 3}	{1: 1}		洁塔薇的食材		Assets/Product/Texture/Image/RoleStory/V260qyNormal01.png	洁塔薇	还不错吧		你吃了这些蔬菜，你还活着，而且感觉味道不错。为表彰你的勇气，洁塔薇送给了你一个精致的礼盒。	离开	Assets/Product/Texture/Image/BgStory/BgStory731.jpg
211	2011	201101		2								201101	善意诱导	可疑的治疗	Assets/Product/Texture/Image/RoleStory/V210yjyNormal02.png	医生	……		你遇到了坐在长椅上悠闲地喂鸽子的男人，戴着眼镜的他声称自己曾是孤儿院的心理医生，能够帮助你战胜心魔，询问你是否拿到过胶囊。	决定	Assets/Product/Texture/Image/BgStory/BgStory638.jpg
212	2011	201102	201106	1									善意诱导	可疑的治疗	Assets/Product/Texture/Image/RoleStory/V210yjyNormal02.png	医生	……		男人将目光转向了你身后的洁塔薇，他为你提供了一个预言\n「失去洞察真相之眼的你将亲手葬送这位女孩」。	质问他	Assets/Product/Texture/Image/BgStory/BgStory638.jpg
213	2011	201103		2								201102	善意诱导	可疑的治疗	Assets/Product/Texture/Image/RoleStory/V210yjyNormal02.png	医生	……		男人浑身颤抖着笑了起来，之后，他取出了一杯水，询问你是否愿意面对这个世界的真相。	决定	Assets/Product/Texture/Image/BgStory/BgStory638.jpg
214	2011	201104		1									善意诱导	可疑的治疗					你分不清男人是医生还是病人，你只是无法排除对方在水里下毒的可能性，你拒绝男人并离开了这里。	离开	Assets/Product/Texture/Image/BgStory/BgStory638.jpg
215	2011	201105		3					4	{1: 2}	{1: 1}		善意诱导	可疑的治疗					吃下胶囊后，你并没经历胃绞痛或者剧烈的晕眩，什么也没发生。你感到男人在愚弄你，带着洁塔薇离开了这里。	离开	Assets/Product/Texture/Image/BgStory/BgStory638.jpg
216	2011	201106		3					1	{1: 96189}	{1: 150}		善意诱导	可疑的治疗					男人什么也没回答，往你手中塞了些东西，便离开了。	离开	Assets/Product/Texture/Image/BgStory/BgStory638.jpg
217	2012	201201	201202	1									迷失之馆	孤独的孩童					洁塔薇在孤儿院里找到了一个男孩，他因为迷路被困在这里，靠过期食物顽强活过了一周。	询问他	Assets/Product/Texture/Image/BgStory/BgStory636.jpg
218	2012	201202		2								201202	迷失之馆	孤独的孩童	Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal01.png	男孩	……		男孩声称与姐姐走失，希望你们帮他找到姐姐，这样他就能回家。	决定	Assets/Product/Texture/Image/BgStory/BgStory636.jpg
219	2012	201203		3					3	{1: 1}	{1: 1}		迷失之馆	孤独的孩童					虽然这附近有很多野兽，你还是答应男孩的请求，留下食物后，便和洁塔薇便出门替他寻找姐姐。	离开	Assets/Product/Texture/Image/BgStory/BgStory636.jpg
220	2012	201204		1									迷失之馆	孤独的孩童					这附近有很多野兽出没，你不会为了帮男孩找姐姐犯险，你告诉男孩他可以跟你们回到城镇，但男孩拒绝了你的建议。	离开	Assets/Product/Texture/Image/BgStory/BgStory636.jpg
221	2013	201301	201302	1									野性之森	昆虫爱好者					你和洁塔薇穿过孤儿院前的森林，四周都是野兽的叫声。	继续前行	Assets/Product/Texture/Image/BgStory/BgStory539.jpg
222	2013	201302		2								201302	野性之森	昆虫爱好者	Assets/Product/Texture/Image/RoleStory/TongyongNanmingirlNormal01.png	女孩	路过的好心人，我和自己的弟弟走丢了，你们看见过我弟弟吗…		你们走走停停，遇见了正在收集昆虫样本的小女孩。	决定	Assets/Product/Texture/Image/BgStory/BgStory539.jpg
223	2013	201303	201306	1									野性之森	昆虫爱好者	Assets/Product/Texture/Image/RoleStory/TongyongNanmingirlNormal01.png	女孩	谢谢		你将被困在孤儿院的男童的信息告诉了捕虫女孩，她感谢你们涉险来找她，并将跟随着你们回去 。	带她回去	Assets/Product/Texture/Image/BgStory/BgStory539.jpg
224	2013	201304	201305	1									野性之森	昆虫爱好者	Assets/Product/Texture/Image/RoleStory/TongyongNanmingirlNormal01.png	女孩	……		女孩告诉你这叫鹿角虫，是一种十分罕见的昆虫，据说能换许多钱她为了给弟弟筹钱上学才冒险进入森林。	带她回去	Assets/Product/Texture/Image/BgStory/BgStory539.jpg
225	2013	201305		3					1	{1: 96189}	{1: 150}		野性之森	昆虫爱好者						出发	Assets/Product/Texture/Image/BgStory/BgStory539.jpg
226	2013	201306		3					3	{1: 1}	{1: 1}		野性之森	昆虫爱好者						出发	Assets/Product/Texture/Image/BgStory/BgStory539.jpg
227	2014	201401	201402	1									亚人少女	失控的造物					进入孤儿院时，你感受到了异样的杀气，两道迅疾的身影从你身侧闪过。猩红眼的紫发女孩挥舞着野兽般的利爪，与另外一位手持蝴蝶刀的灰发男孩缠斗在一起。	原地观察	Assets/Product/Texture/Image/BgStory/BgStory792.jpg
228	2014	201402		2								201402	亚人少女	失控的造物	Assets/Product/Texture/Image/RoleStory/V260qyNormal08.png	洁塔薇	快闪开！		你不清楚两人为何交战，你似乎在哪见过两人，但完全回忆不起来，甚至光是去想就会感到头疼。\n很快，紫发少女的利爪洞穿了男孩的胸膛，男孩倒下后的片刻，她就朝你扑了过来。	决定	Assets/Product/Texture/Image/BgStory/BgStory792.jpg
229	2014	201403	201404	1									亚人少女	失控的造物					紫发少女的速度要快过你，那根本不是人类该有的力量。她扼住你的脖子，张开血盆大口，望着对方的面容，你突然想起一件事。\n\n——你曾在「未来」见过这个少女还是人类时的模样。	继续	Assets/Product/Texture/Image/BgStory/BgStory792.jpg
230	2014	201404	201405	1									亚人少女	失控的造物	Assets/Product/Texture/Image/RoleStory/CibeizheNormal03.png	？？？	一件小小的礼物。		就在你快要失去意识时，远处袭来的红色射线洞穿了紫发少女的额头，你因此从窒息的边缘恢复过来。抬起头，阁楼上是一位神秘女子离去的背影，她悠然地举着右手，一张纸片从她的指尖滑落下来。	查看纸条	Assets/Product/Texture/Image/BgStory/BgStory792.jpg
231	2014	201405		3					2	{1: 2012}	{1: 1}		亚人少女	失控的造物					“甜美的果实，不会通往真实的伊甸。”\n\n                                                           ——《智械福音·III》	离开	Assets/Product/Texture/Image/BgStory/BgStory792.jpg
232	2014	201406		3					2	{1: 2015}	{1: 1}		亚人少女	失控的造物					千钧一发之时，你躲开了对方的袭击，带着洁塔薇快速离开了现场。甩掉紫发少女后，你发现自己手里抓着对方身上披着的毛毯。这不算你的战利品，但你从里面摸出了一管不明血清。	离开	Assets/Product/Texture/Image/BgStory/BgStory792.jpg
233	2014	201407		2								201407	亚人少女	失控的造物	Assets/Product/Texture/Image/RoleStory/CibeizheNormal03.png	？？？	你是否带了我丢的东西？		在你出示工作证后，紫发少女突然停下了进攻，她望着那张证件露出了恐惧的神情，转身便逃得不见踪迹。\n此时，身穿斗篷的神秘女人再次出现，她拾起紫发少女抖落在地的毛毯，掸了掸灰，披到了自己身上。	决定	Assets/Product/Texture/Image/BgStory/BgStory792.jpg
234	2014	201408		3					2	{1: 2017}	{1: 1}		亚人少女	失控的造物					神秘女人收下孤儿院的工作证，将另外一张实验室的工作证交到你手上，随后离开。	离开	Assets/Product/Texture/Image/BgStory/BgStory792.jpg
235	2014	201409		1									亚人少女	失控的造物					神秘女人没有多言，转身离开了这里。	离开	Assets/Product/Texture/Image/BgStory/BgStory792.jpg
236	3001	300101		2								300101	铁石心肠	非必要之恶					实验室的无菌室里，可怜的小白鼠被档案库的电源线捆住，洁塔薇提醒你，档案库里可能有你们需要的东西。	决定	Assets/Product/Texture/Image/BgStory/BgStory691.jpg
237	3001	300102		3					4	{1: 2}	{1: 1}		铁石心肠	非必要之恶					剪断电源线的一瞬间，档案库由于安全程序自动闭合，被你解救的小白鼠钻进了不起眼的墙缝，很快便推着什么东西回来。	离开	Assets/Product/Texture/Image/BgStory/BgStory691.jpg
238	3001	300103		3					3	{1: 1}	{1: 1}		铁石心肠	非必要之恶					伴随着小白鼠的惨叫，档案库大门缓缓打开，你与洁塔薇步入其中，找到若干个可用数据资料集。	离开	Assets/Product/Texture/Image/BgStory/BgStory691.jpg
239	3002	300201		2								300201	头号玩家	未确认迷宫					和洁塔薇来到了疑似休息区的设施前，那里有台游戏机，采用非侵入式脑机接口，每次通关都有奖品。	决定	Assets/Product/Texture/Image/BgStory/BgStory762.jpg
240	3002	300202	300204	1									头号玩家	未确认迷宫					那是个十分有趣的迷宫游戏，直到洁塔薇粗暴地拔出你的脑部连接器，你仍感到意犹未尽。	取走奖品	Assets/Product/Texture/Image/BgStory/BgStory762.jpg
241	3002	300203		3					1	{1: 96189}	{1: 200}		头号玩家	未确认迷宫					尽管你十分想试玩这台游戏机，考虑到其中存在的安全隐患，并没有在此多做停留。	离开	Assets/Product/Texture/Image/BgStory/BgStory762.jpg
242	3002	300204		3					4	{1: 4}	{1: 1}		头号玩家	未确认迷宫						离开	Assets/Product/Texture/Image/BgStory/BgStory762.jpg
243	3003	300301		2								300301	致命失误	裸露反应堆					路上，你们经过一座残破的实验设施，地上布满破碎的玻璃细屑，实验人员的白大褂挂在墙上，衣服的内侧是带血的实验日志。	决定	Assets/Product/Texture/Image/BgStory/Bgstory225.png
244	3003	300302	300303	1									致命失误	裸露反应堆		实验日志	……		「本想造了个反应堆玩玩，该死，我受到了过量辐射，保险柜里有点东西，去取吧，密码是1234」	取走东西	Assets/Product/Texture/Image/BgStory/Bgstory225.png
245	3003	300303		3					4	{1: 3}	{1: 1}		致命失误	裸露反应堆						赶紧离开	Assets/Product/Texture/Image/BgStory/Bgstory225.png
246	3003	300304		3					1	{1: 96189}	{1: 250}		致命失误	裸露反应堆					看来这里发生过可怕的事，多一事不如少一事，拿走有用的东西赶紧离开吧。	赶紧离开	Assets/Product/Texture/Image/BgStory/Bgstory225.png
247	3004	300401	300402	1									火灾现场	恰当的处理					你们进入一座实验设施，地上躺着被烧焦白大褂包裹着的尸体、半截香烟和大量的金属钠残块。	推测	Assets/Product/Texture/Image/BgStory/Bgstory351.jpg
248	3004	300402		2								300402	火灾现场	恰当的处理					这里似乎发生过什么不好的事，如果能从这起诡异的事故中得到线索，或许会有意外发现……	决定	Assets/Product/Texture/Image/BgStory/Bgstory351.jpg
249	3004	300403	300404	1									火灾现场	恰当的处理					毫无疑问，糊涂的研究员在实验室抽烟消遣时，触发了顶部的洒水系统，水流与实验室的金属钠发生反应，引发剧烈爆炸。	检查尸体	Assets/Product/Texture/Image/BgStory/Bgstory351.jpg
250	3004	300404		3					1	{1: 96189}	{1: 200}		火灾现场	恰当的处理					你发现尸体的手中拽着几页纸，上面记录着实验室的通风管道和暗道的位置。你突然联想到，眼前的这具尸体或许并非研究员，而是企图盗窃物资的小偷……\n他在入室成功后，得意洋洋地点了支烟放松，因此导致了惨剧。	离开	Assets/Product/Texture/Image/BgStory/Bgstory351.jpg
251	3004	300405	300406	1									火灾现场	恰当的处理					大量储存钠的实验室怎么可能安装喷水的防火装置。\n考虑到研究员有吸烟的习惯，甚至应该采用温感而非烟感的报警器。这起事件很可能是恶性杀人，种种的不寻常激励着你继续探索。	调查附近	Assets/Product/Texture/Image/BgStory/Bgstory351.jpg
252	3004	300406		3					4	{1: 4}	{1: 1}		火灾现场	恰当的处理					你在附近找到研究员隐藏起来的日记。\n\n「研究所人员的追杀愈发紧迫，好在重要的物资已提前转移到存放清洁工具的地下室，等我……」	离开	Assets/Product/Texture/Image/BgStory/Bgstory351.jpg
253	3011	301101	301102	1									灾厄无声	洞察真实之眼					你识破了实验室的全息陷阱，谨慎地绕开光怪陆离的各类精神干涉装置。	继续深入	Assets/Product/Texture/Image/BgStory/BgStory692.jpg
254	3011	301102	301103	1									灾厄无声	洞察真实之眼	Assets/Product/Texture/Image/RoleStory/V260qyNormal04.png	洁塔薇	……?		当你和洁塔薇步入螺旋楼梯顶部的隐藏空间时，你清晰地看见隐藏在洁塔薇身后的骇人怪物，可她却什么也没看见。	发出警告	Assets/Product/Texture/Image/BgStory/BgStory692.jpg
255	3011	301103		2								301103	灾厄无声	洞察真实之眼		无形怪物	……		或许是因为只有你吃了胶囊，你才能看见那个怪物。\n「只有你看得见的怪物，亦是你一个人的战斗」	决定	Assets/Product/Texture/Image/BgStory/BgStory692.jpg
256	3011	301104		4	70001								灾厄无声	洞察真实之眼		无形怪物	……			直面	Assets/Product/Texture/Image/BgStory/BgStory692.jpg
257	3011	301105		1									灾厄无声	洞察真实之眼					在洁塔薇诧异的目光中，你拉着她逃离了这里。	离开	Assets/Product/Texture/Image/BgStory/BgStory692.jpg
258	3012	301201	301202	1									无尽长廊	笔直的陷阱					你踏足脑科学研究所一处诡异的笔直长廊，你们沿着长廊不断走着，而长廊也随着你们的步伐不断延伸。	继续前进	Assets/Product/Texture/Image/BgStory/Bgstory59.jpg
259	3012	301202		2								301202	无尽长廊	笔直的陷阱					你找不到出口，而身边墙上挂着的巨幅油画你已经第三回见到，你明白有什么事情正重复发生着。	决定	Assets/Product/Texture/Image/BgStory/Bgstory59.jpg
260	3012	301203		3					2	{1: 2008}	{1: 1}		无尽长廊	笔直的陷阱					正如你所预料的，隐藏在油画背后的装置会播放特殊频段的声波，这种声波使人脑产生错觉，误以为环形长廊笔直延伸。	离开	Assets/Product/Texture/Image/BgStory/Bgstory59.jpg
261	3012	301204		3					1	{1: 96189}	{1: 200}		无尽长廊	笔直的陷阱					恭喜你，梦醒之时\n身体和灵魂都离开了那个诡异的长廊\n望着倚靠着你肩膀打盹的洁塔薇，你稍微松了口气。	离开	Assets/Product/Texture/Image/BgStory/BgStory789.jpg
262	3013	301301	301302	1									继承之物	孱弱的意志					你们在不起眼的角落中遇见了失去义肢的男人，他面色羞愧，对你娓娓道来。	聆听	Assets/Product/Texture/Image/BgStory/BgStory603.jpg
263	3013	301302		2								301302	继承之物	孱弱的意志	Assets/Product/Texture/Image/RoleStory/ZhongguochuanshangrenNormal02.png	失去义肢的男人	……		男人继承了师傅的机械臂前来讨伐怪物，却在临阵对决时狼狈而逃，最终连师傅的遗物也没能保住。	决定	Assets/Product/Texture/Image/BgStory/BgStory603.jpg
264	3013	301303		1									继承之物	孱弱的意志					你们离开了这个懦弱的男人，留他独自沉浸在悲伤中。\n「人需要面对自己选择的命运并接受相应的代价」	离开	Assets/Product/Texture/Image/BgStory/BgStory603.jpg
265	3013	301304		2								301304	继承之物	孱弱的意志	Assets/Product/Texture/Image/RoleStory/ZhongguochuanshangrenNormal02.png	失去义肢的男人	……		「强大、敏捷、残酷，却并非不可战胜，如果我当时更勇敢一些的话......」	决定	Assets/Product/Texture/Image/BgStory/BgStory603.jpg
266	3013	301305		3					2	{1: 2006}	{1: 1}		继承之物	孱弱的意志	Assets/Product/Texture/Image/RoleStory/ZhongguochuanshangrenNormal01.png	失去义肢的男人	……		男人深受鼓舞，他挣扎着从身后掏出带血的武器，这是他唯一剩下的东西，他希望将自己残存的战斗意志托付给你。	离开	Assets/Product/Texture/Image/BgStory/BgStory603.jpg
267	3013	301306		3					1	{1: 96189}	{1: 150}		继承之物	孱弱的意志					你知道自己的安慰聊胜于无，但你仍然给予了断臂男子温和的话语，希望他之后抛弃复仇的执念活下去。	离开	Assets/Product/Texture/Image/BgStory/BgStory603.jpg
268	3014	301401	301402	1									失败造物	食人魔之谜					你们在研究所里遇见了三个青年在寻求帮助。	上前询问	Assets/Product/Texture/Image/BgStory/BgStory648.jpg
269	3014	301402		2								301402	失败造物	食人魔之谜					为首的粉发女孩莉莉告诉你，他们中存在着由于实验失败而变成食人魔的家伙，但对方维持着人类模样，没有办法轻易分辨，或许你们能帮忙。	调查	Assets/Product/Texture/Image/BgStory/BgStory648.jpg
270	3014	301403	301406	3					1	{1: 96189}	{1: 150}		失败造物	食人魔之谜		洁塔薇	看上去不像坏人呢......		灰发的狼孩子穿着破旧的牛仔裤，赤裸的上半身依稀可见数道伤痕，你向他丢去食物，作为回礼，他从口袋中摸出了些许物资给你。	继续	Assets/Product/Texture/Image/BgStory/BgStory648.jpg
271	3014	301404	301406	3					3	{1: 1}	{1: 1}		失败造物	食人魔之谜		洁塔薇	感觉有些可疑，会是她吗？		你注意到紧握毛毯的紫发女孩，浑身打颤地蜷缩在纸箱旁，她的皮肤白皙，四肢纤细，依稀能见到血管，似乎很害怕陌生人。	继续	Assets/Product/Texture/Image/BgStory/BgStory648.jpg
