Id	Type	GoodsId
6013	2	[1051003]
6014	2	[1021003]
6015	2	[1041003]
6016	2	[1021004]
6017	2	[1141003]
6018	2	[1171003]
6019	2	[1121003]
6020	2	[1131003]
6021	2	[1031003]
6022	2	[1061003]
6023	2	[1011003]
6024	2	[1071003]
6025	2	[1051003]
6026	2	[1021003]
6027	2	[1041003]
6028	2	[1021004]
6029	2	[1141003]
6030	2	[1171003]
6031	2	[1121003]
6032	2	[1131003]
6033	2	[1031004]
6034	2	[1531004]
6035	2	[1051004]
6036	2	[1071004]
6037	2	[1041004]
6038	2	[1031003]
6039	2	[1061003]
6040	2	[1011003]
6041	2	[1071003]
6042	2	[1051003]
6043	2	[1021003]
6044	2	[1041003]
6045	2	[1021004]
6046	2	[1141003]
6047	2	[1171003]
6048	2	[1121003]
6049	2	[1131003]
6050	2	[1031004]
6051	2	[1531004]
6052	2	[1051004]
6053	2	[1071004]
6054	2	[1041004]
6055	2	[1011004]
6056	2	[1091003]
6057	2	[1021005]
6058	2	[1221003]
6059	2	[1261003]
6060	2	[1271003]
6061	2	[1021006]
6062	2	[1211003]
6063	2	[1241003]
6064	2	[1171004]
6065	2	[1521004]
6066	2	[1081004]
6067	2	[1271003]
6068	2	[1261003]
6069	2	[1221003]
6070	2	[1021005]
6071	2	[1091003]
6072	2	[1011004]
6073	2	[1041004]
6074	2	[1071004]
6075	2	[1051004]
6076	2	[1531004]
6077	2	[1031004]
6078	2	[1131003]
6079	2	[1121003]
6080	2	[1171003]
6081	2	[1141003]
6082	2	[1021004]
6083	2	[1041003]
6084	2	[1021003]
6085	2	[1051003]
6086	2	[1071003]
6087	2	[1061003]
6088	2	[1031003]
6089	2	[1011003]
6090	2	[1041005]
6091	2	[1131004]
6092	2	[1531005]
6093	2	[1331003]
6094	2	[1321003]
6095	2	[1051005]
6096	2	[1021006]
6097	2	[1211003]
6098	2	[1241003]
6099	2	[1171004]
6100	2	[1521004]
6101	2	[1081004]
6102	2	[1271003]
6103	2	[1261003]
6104	2	[1221003]
6105	2	[1021005]
6106	2	[1091003]
6107	2	[1011004]
6108	2	[1041004]
6109	2	[1071004]
6110	2	[1051004]
6111	2	[1531004]
6112	2	[1031004]
6113	2	[1131003]
6114	2	[1121003]
6115	2	[1171003]
6116	2	[1141003]
6117	2	[1021004]
6118	2	[1041003]
6119	2	[1021003]
6120	2	[1051003]
6121	2	[1071003]
6122	2	[1061003]
6123	2	[1031003]
6124	2	[1011003]
5500	2	[1191003]
5501	2	[1201003]
5502	2	[1191003]
5503	2	[1201003]
5504	2	[1181003]
5505	2	[1191003]
5506	2	[1201003]
5507	2	[1181003]
5508	2	[1281002]
6500	2	[1191003]
6501	2	[1201003]
6502	2	[1191003]
6503	2	[1201003]
6504	2	[1181003]
6505	2	[1191003]
6506	2	[1201003]
6507	2	[1181003]
5600	2	[2166001, 2165001]
5601	2	[2156001, 2155001]
5602	2	[2166001, 2165001]
5603	2	[2156001, 2155001]
5604	2	[2126001, 2125001]
5605	2	[2166001, 2165001]
5606	2	[2156001, 2155001]
5607	2	[2126001, 2125001]
5608	2	[1351003]
5609	2	[1361003]
5610	2	[1351003]
5611	2	[1361003]
7001	2	[16030000]
7002	2	[16030000]
7003	2	[16040000]
7004	2	[16040000]
7005	2	[16060000]
7006	2	[16060000]
7007	2	[16080000]
7008	2	[16080000]
7009	2	[16100000]
7010	2	[16100000]
7011	2	[16110000]
7012	2	[16110000]
7013	2	[16120000]
7014	2	[16120000]
7015	2	[16130000]
7016	2	[16130000]
7017	2	[16140000]
7018	2	[16140000]
7019	2	[16150000]
7020	2	[16150000]
7021	2	[16160000]
7022	2	[16160000]
7023	2	[16170000]
7024	2	[16170000]
7025	2	[16180000]
7026	2	[16180000]
7027	2	[16190000]
7028	2	[16190000]
7029	2	[16200000]
7030	2	[16200000]
7031	2	[16210000]
7032	2	[16210000]
7033	2	[16220000]
7034	2	[16220000]
7035	2	[16230000]
7036	2	[16230000]
7037	2	[16240000]
7038	2	[16240000]
7039	2	[16250000]
7040	2	[16250000]
7041	2	[16260000]
7042	2	[16260000]
7043	2	[16270000]
7044	2	[16270000]
7045	2	[16280000]
7046	2	[16280000]
7047	2	[16290000]
7048	2	[16290000]
7049	2	[16300000]
7050	2	[16310000]
7051	2	[16320000]
7052	2	[16320000]
7053	2	[16330000]
7054	2	[16330000]
7055	2	[16340000]
7056	2	[16350000]
7057	2	[16350000]
7058	2	[16360000]
7059	2	[16360000]
7060	2	[16370000]
7061	2	[16370000]
7062	2	[16380000]
7063	2	[16380000]
7064	2	[16390000]
7065	2	[16340000]
8001	2	[1031003]
8002	2	[1061003]
8003	2	[1011003]
8004	2	[1071003]
8005	2	[1051003]
8006	2	[1021003]
8007	2	[1041003]
8008	2	[1021004]
8009	2	[1141003]
8010	2	[1171003]
8011	2	[1121003]
8012	2	[1051004]
8013	2	[1531004]
8014	2	[1031004]
8015	2	[1131003]
8016	2	[1121003]
8017	2	[1171003]
8018	2	[1141003]
8019	2	[1021004]
8020	2	[1041003]
8021	2	[1021003]
8022	2	[1051003]
8023	2	[1071003]
8024	2	[1011003]
8025	2	[1061003]
8026	2	[1031003]
8027	2	[1021005]
8028	2	[1091003]
8029	2	[1011004]
8030	2	[1041004]
8031	2	[1071004]
8032	2	[1051004]
8033	2	[1531004]
8034	2	[1031004]
8035	2	[1131003]
8036	2	[1121003]
8037	2	[1171003]
8038	2	[1141003]
8039	2	[1021004]
8040	2	[1041003]
8041	2	[1021003]
8042	2	[1011003]
8043	2	[1061003]
8044	2	[1031003]
8045	2	[1051003]
8046	2	[1071003]
8047	2	[1171004]
8048	2	[1521004]
8049	2	[1081004]
8050	2	[1271003]
8051	2	[1261003]
8052	2	[1221003]
8053	2	[1021005]
8054	2	[1091003]
8055	2	[1011004]
8056	2	[1041004]
8057	2	[1071004]
8058	2	[1051004]
8059	2	[1531004]
8060	2	[1031004]
8061	2	[1131003]
8062	2	[1121003]
8063	2	[1171003]
8064	2	[1141003]
8065	2	[1021004]
8066	2	[1041003]
8067	2	[1021003]
8068	2	[1051003]
8069	2	[1071003]
8070	2	[1061003]
8071	2	[1031003]
8072	2	[1011003]
8073	2	[1531005]
8074	2	[1331003]
8075	2	[1321003]
8076	2	[1051005]
8077	2	[1021006]
8078	2	[1211003]
8079	2	[1241003]
8080	2	[1171004]
8081	2	[1521004]
8082	2	[1081004]
8083	2	[1271003]
8084	2	[1261003]
8085	2	[1221003]
8086	2	[1021005]
8087	2	[1091003]
8088	2	[1011004]
8089	2	[1041004]
8090	2	[1071004]
8091	2	[1051004]
8092	2	[1531004]
8093	2	[1031004]
8094	2	[1131003]
8095	2	[1121003]
8096	2	[1171003]
8097	2	[1141003]
8098	2	[1021004]
8099	2	[1041003]
8100	2	[1021003]
8101	2	[1051003]
8102	2	[1071003]
8103	2	[1061003]
8104	2	[1031003]
8105	2	[1011003]
8106	2	[1141004]
8107	2	[1291003]
8108	2	[1381003]
8109	2	[1041005]
8110	2	[1131004]
8111	2	[1531005]
8112	2	[1331003]
8113	2	[1321003]
8114	2	[1051005]
8115	2	[1021006]
8116	2	[1211003]
8117	2	[1241003]
8118	2	[1171004]
8119	2	[1521004]
8120	2	[1081004]
8121	2	[1271003]
8122	2	[1261003]
8123	2	[1221003]
8124	2	[1021005]
8125	2	[1091003]
8126	2	[1011004]
8127	2	[1041004]
8128	2	[1071004]
8129	2	[1051004]
8130	2	[1531004]
8131	2	[1031004]
8132	2	[1131003]
8133	2	[1121003]
8134	2	[1171003]
8135	2	[1141003]
8136	2	[1021004]
8137	2	[1041003]
8138	2	[1021003]
8139	2	[1051003]
8140	2	[1071003]
8141	2	[1061003]
8142	2	[1031003]
8143	2	[1011003]
8501	2	[1031003]
8502	2	[1061003]
8503	2	[1011003]
8504	2	[1071003]
8505	2	[1051003]
8506	2	[1021003]
8507	2	[1041003]
8508	2	[1021004]
8509	2	[1141003]
8510	2	[1171003]
8511	2	[1121003]
8512	2	[1051004]
8513	2	[1531004]
8514	2	[1031004]
8515	2	[1131003]
8516	2	[1121003]
8517	2	[1171003]
8518	2	[1141003]
8519	2	[1021004]
8520	2	[1041003]
8521	2	[1021003]
8522	2	[1051003]
8523	2	[1071003]
8524	2	[1011003]
8525	2	[1061003]
8526	2	[1031003]
8527	2	[1021005]
8528	2	[1091003]
8529	2	[1011004]
8530	2	[1041004]
8531	2	[1071004]
8532	2	[1051004]
8533	2	[1531004]
8534	2	[1031004]
8535	2	[1131003]
8536	2	[1121003]
8537	2	[1171003]
8538	2	[1141003]
8539	2	[1021004]
8540	2	[1041003]
8541	2	[1021003]
8542	2	[1011003]
8543	2	[1061003]
8544	2	[1031003]
8545	2	[1051003]
8546	2	[1071003]
8547	2	[1171004]
8548	2	[1521004]
8549	2	[1081004]
8550	2	[1271003]
8551	2	[1261003]
8552	2	[1221003]
8553	2	[1021005]
8554	2	[1091003]
8555	2	[1011004]
8556	2	[1041004]
8557	2	[1071004]
8558	2	[1051004]
8559	2	[1531004]
8560	2	[1031004]
8561	2	[1131003]
8562	2	[1121003]
8563	2	[1171003]
8564	2	[1141003]
8565	2	[1021004]
8566	2	[1041003]
8567	2	[1021003]
8568	2	[1051003]
8569	2	[1071003]
8570	2	[1061003]
8571	2	[1031003]
8572	2	[1011003]
8573	2	[1531005]
8574	2	[1331003]
8575	2	[1321003]
8576	2	[1051005]
8577	2	[1021006]
8578	2	[1211003]
8579	2	[1241003]
8580	2	[1171004]
8581	2	[1521004]
8582	2	[1081004]
8583	2	[1271003]
8584	2	[1261003]
8585	2	[1221003]
8586	2	[1021005]
8587	2	[1091003]
8588	2	[1011004]
8589	2	[1041004]
8590	2	[1071004]
8591	2	[1051004]
8592	2	[1531004]
8593	2	[1031004]
8594	2	[1131003]
8595	2	[1121003]
8596	2	[1171003]
8597	2	[1141003]
8598	2	[1021004]
8599	2	[1041003]
8600	2	[1021003]
8601	2	[1051003]
8602	2	[1071003]
8603	2	[1061003]
8604	2	[1031003]
8605	2	[1011003]
8606	2	[1141004]
8607	2	[1291003]
8608	2	[1381003]
8609	2	[1041005]
8610	2	[1131004]
8611	2	[1531005]
8612	2	[1331003]
8613	2	[1321003]
8614	2	[1051005]
8615	2	[1021006]
8616	2	[1211003]
8617	2	[1241003]
8618	2	[1171004]
8619	2	[1521004]
8620	2	[1081004]
8621	2	[1271003]
8622	2	[1261003]
8623	2	[1221003]
8624	2	[1021005]
8625	2	[1091003]
8626	2	[1011004]
8627	2	[1041004]
8628	2	[1071004]
8629	2	[1051004]
8630	2	[1531004]
8631	2	[1031004]
8632	2	[1131003]
8633	2	[1121003]
8634	2	[1171003]
8635	2	[1141003]
8636	2	[1021004]
8637	2	[1041003]
8638	2	[1021003]
8639	2	[1051003]
8640	2	[1071003]
8641	2	[1061003]
8642	2	[1031003]
8643	2	[1011003]
