Id	Type	Params	Formula	Desc
40062192	13108	[6500]		成员战斗力达到6500点
40062193	13108	[1800]		成员战斗力达到1800点
40062194	13108	[3500]		成员战斗力达到3500点
40062195	13108	[5000]		成员战斗力达到5000点
40062196	13108	[6500]		成员战斗力达到6500点
40062197	13108	[1800]		成员战斗力达到1800点
40062198	13108	[3500]		成员战斗力达到3500点
40062199	13108	[5000]		成员战斗力达到5000点
40062200	13108	[6500]		成员战斗力达到6500点
40062201	13108	[1800]		成员战斗力达到1800点
40062202	13108	[3500]		成员战斗力达到3500点
40062203	13108	[5000]		成员战斗力达到5000点
40062204	13108	[6500]		成员战斗力达到6500点
40062205	13108	[1800]		成员战斗力达到1800点
40062206	13108	[3500]		成员战斗力达到3500点
40062207	13108	[5000]		成员战斗力达到5000点
40062208	13108	[6500]		成员战斗力达到6500点
40062209	13108	[1800]		成员战斗力达到1800点
40062210	13108	[3500]		成员战斗力达到3500点
40062211	13108	[5000]		成员战斗力达到5000点
40062212	13108	[6500]		成员战斗力达到6500点
40062213	13108	[1800]		成员战斗力达到1800点
40062214	13108	[3500]		成员战斗力达到3500点
40062215	13108	[5000]		成员战斗力达到5000点
40062216	13108	[6500]		成员战斗力达到6500点
40062217	13108	[1800]		成员战斗力达到1800点
40062218	13108	[3500]		成员战斗力达到3500点
40062219	13108	[5000]		成员战斗力达到5000点
40062220	13108	[6500]		成员战斗力达到6500点
40062221	13108	[1800]		成员战斗力达到1800点
40062222	13108	[3500]		成员战斗力达到3500点
40062223	13108	[5000]		成员战斗力达到5000点
40062224	13108	[6500]		成员战斗力达到6500点
40062225	13108	[1800]		成员战斗力达到1800点
40062226	13108	[3500]		成员战斗力达到3500点
40062227	13108	[5000]		成员战斗力达到5000点
40062228	13108	[6500]		成员战斗力达到6500点
40062229	13108	[1800]		成员战斗力达到1800点
40062230	13108	[3500]		成员战斗力达到3500点
40062231	13108	[5000]		成员战斗力达到5000点
40062232	13108	[6500]		成员战斗力达到6500点
40062233	13108	[1800]		成员战斗力达到1800点
40062234	13108	[3500]		成员战斗力达到3500点
40062235	13108	[5000]		成员战斗力达到5000点
40062236	13108	[6500]		成员战斗力达到6500点
40062237	13108	[1800]		成员战斗力达到1800点
40062238	13108	[3500]		成员战斗力达到3500点
40062239	13108	[5000]		成员战斗力达到5000点
40062240	13108	[6500]		成员战斗力达到6500点
40062241	13108	[1800]		成员战斗力达到1800点
40062242	13108	[3500]		成员战斗力达到3500点
40062243	13108	[5000]		成员战斗力达到5000点
40062244	13108	[6500]		成员战斗力达到6500点
40062245	13108	[1800]		成员战斗力达到1800点
40062246	13108	[3500]		成员战斗力达到3500点
40062247	13108	[5000]		成员战斗力达到5000点
40062248	13108	[6500]		成员战斗力达到6500点
40062249	13108	[1800]		成员战斗力达到1800点
40062250	13108	[3500]		成员战斗力达到3500点
40062251	13108	[5000]		成员战斗力达到5000点
40062252	13108	[6500]		成员战斗力达到6500点
40062253	13108	[1800]		成员战斗力达到1800点
40062254	13108	[3500]		成员战斗力达到3500点
40062255	13108	[5000]		成员战斗力达到5000点
40062256	13108	[6500]		成员战斗力达到6500点
40062257	13108	[1800]		成员战斗力达到1800点
40062258	13108	[3500]		成员战斗力达到3500点
40062259	13108	[5000]		成员战斗力达到5000点
40062260	13108	[6500]		成员战斗力达到6500点
40062261	13108	[1800]		成员战斗力达到1800点
40062262	13108	[3500]		成员战斗力达到3500点
40062263	13108	[5000]		成员战斗力达到5000点
40062264	13108	[6500]		成员战斗力达到6500点
40062265	13108	[1800]		成员战斗力达到1800点
40062266	13108	[3500]		成员战斗力达到3500点
40062267	13108	[5000]		成员战斗力达到5000点
40062268	13108	[6500]		成员战斗力达到6500点
40062269	13108	[1800]		成员战斗力达到1800点
40062270	13108	[3500]		成员战斗力达到3500点
40062271	13108	[5000]		成员战斗力达到5000点
40062272	13108	[6500]		成员战斗力达到6500点
40062273	13108	[1800]		成员战斗力达到1800点
40062274	13108	[3500]		成员战斗力达到3500点
40062275	13108	[5000]		成员战斗力达到5000点
40062276	13108	[6500]		成员战斗力达到6500点
40062277	13108	[1800]		成员战斗力达到1800点
40062278	13108	[3500]		成员战斗力达到3500点
40062279	13108	[5000]		成员战斗力达到5000点
40062280	13108	[6500]		成员战斗力达到6500点
40062281	13108	[1800]		成员战斗力达到1800点
40062282	13108	[3500]		成员战斗力达到3500点
40062283	13108	[5000]		成员战斗力达到5000点
40062284	13108	[6500]		成员战斗力达到6500点
40062285	13108	[1800]		成员战斗力达到1800点
40062286	13108	[3500]		成员战斗力达到3500点
40062287	13108	[5000]		成员战斗力达到5000点
40062288	13108	[6500]		成员战斗力达到6500点
40062289	13108	[1800]		成员战斗力达到1800点
40062290	13108	[3500]		成员战斗力达到3500点
40062291	13108	[5000]		成员战斗力达到5000点
40062292	13108	[6500]		成员战斗力达到6500点
40062293	13108	[1800]		成员战斗力达到1800点
40062294	13108	[3500]		成员战斗力达到3500点
40062295	13108	[5000]		成员战斗力达到5000点
40062296	13108	[6500]		成员战斗力达到6500点
40062297	13108	[1800]		成员战斗力达到1800点
40062298	13108	[3500]		成员战斗力达到3500点
40062299	13108	[5000]		成员战斗力达到5000点
40062300	13108	[6500]		成员战斗力达到6500点
40063001	13109	[6, 12]		佩戴6星共鸣技能12个
40063002	13109	[6, 12]		佩戴6星共鸣技能12个
40063003	13109	[6, 12]		佩戴6星共鸣技能12个
40063004	13109	[6, 12]		佩戴6星共鸣技能12个
40063005	13109	[6, 12]		佩戴6星共鸣技能12个
40063006	13109	[6, 12]		佩戴6星共鸣技能12个
40063007	13109	[6, 12]		佩戴6星共鸣技能12个
40063008	13109	[6, 12]		佩戴6星共鸣技能12个
40063009	13109	[6, 12]		佩戴6星共鸣技能12个
40063010	13109	[6, 12]		佩戴6星共鸣技能12个
40063011	13109	[6, 12]		佩戴6星共鸣技能12个
40063012	13109	[6, 12]		佩戴6星共鸣技能12个
40063013	13109	[6, 12]		佩戴6星共鸣技能12个
40063014	13109	[6, 12]		佩戴6星共鸣技能12个
40063015	13109	[6, 12]		佩戴6星共鸣技能12个
40063016	13109	[6, 12]		佩戴6星共鸣技能12个
40063017	13109	[6, 12]		佩戴6星共鸣技能12个
40063018	13109	[6, 12]		佩戴6星共鸣技能12个
40063019	13109	[6, 12]		佩戴6星共鸣技能12个
40063020	13109	[6, 12]		佩戴6星共鸣技能12个
40063021	13109	[6, 12]		佩戴6星共鸣技能12个
40063022	13109	[6, 12]		佩戴6星共鸣技能12个
40063023	13109	[6, 12]		佩戴6星共鸣技能12个
40063024	13109	[6, 12]		佩戴6星共鸣技能12个
40063025	13109	[6, 12]		佩戴6星共鸣技能12个
40063026	13109	[6, 12]		佩戴6星共鸣技能12个
40063027	13109	[6, 12]		佩戴6星共鸣技能12个
40063028	13109	[6, 12]		佩戴6星共鸣技能12个
40063029	13109	[6, 12]		佩戴6星共鸣技能12个
40063030	13109	[6, 12]		佩戴6星共鸣技能12个
40063031	13109	[6, 12]		佩戴6星共鸣技能12个
40063032	13109	[6, 12]		佩戴6星共鸣技能12个
40063033	13109	[6, 12]		佩戴6星共鸣技能12个
40063034	13109	[6, 12]		佩戴6星共鸣技能12个
40063035	13109	[6, 12]		佩戴6星共鸣技能12个
40063036	13109	[6, 12]		佩戴6星共鸣技能12个
40063037	13109	[6, 12]		佩戴6星共鸣技能12个
40063038	13109	[6, 12]		佩戴6星共鸣技能12个
40063039	13109	[6, 12]		佩戴6星共鸣技能12个
40063040	13109	[6, 12]		佩戴6星共鸣技能12个
40063041	13109	[6, 12]		佩戴6星共鸣技能12个
40063042	13109	[6, 12]		佩戴6星共鸣技能12个
40063043	13109	[6, 12]		佩戴6星共鸣技能12个
40063044	13109	[6, 12]		佩戴6星共鸣技能12个
40063045	13109	[6, 12]		佩戴6星共鸣技能12个
40063046	13109	[6, 12]		佩戴6星共鸣技能12个
40063047	13109	[6, 12]		佩戴6星共鸣技能12个
40063048	13109	[6, 12]		佩戴6星共鸣技能12个
40064001	13118	[12]		佩戴超频共鸣技能12个
40064002	13118	[12]		佩戴超频共鸣技能12个
40064003	13118	[12]		佩戴超频共鸣技能12个
40064004	13118	[12]		佩戴超频共鸣技能12个
40064005	13118	[12]		佩戴超频共鸣技能12个
40064006	13118	[12]		佩戴超频共鸣技能12个
40064007	13118	[12]		佩戴超频共鸣技能12个
40064008	13118	[12]		佩戴超频共鸣技能12个
40064009	13118	[12]		佩戴超频共鸣技能12个
40064010	13118	[12]		佩戴超频共鸣技能12个
40064011	13118	[12]		佩戴超频共鸣技能12个
40064012	13118	[12]		佩戴超频共鸣技能12个
40064013	13118	[12]		佩戴超频共鸣技能12个
40064014	13118	[12]		佩戴超频共鸣技能12个
40064015	13118	[12]		佩戴超频共鸣技能12个
40064016	13118	[12]		佩戴超频共鸣技能12个
40064017	13118	[12]		佩戴超频共鸣技能12个
40064018	13118	[12]		佩戴超频共鸣技能12个
40064019	13118	[12]		佩戴超频共鸣技能12个
40064020	13118	[12]		佩戴超频共鸣技能12个
40064021	13118	[12]		佩戴超频共鸣技能12个
40064022	13118	[12]		佩戴超频共鸣技能12个
40064023	13118	[12]		佩戴超频共鸣技能12个
40064024	13118	[12]		佩戴超频共鸣技能12个
40064025	13118	[12]		佩戴超频共鸣技能12个
40064026	13118	[12]		佩戴超频共鸣技能12个
40064027	13118	[12]		佩戴超频共鸣技能12个
40064028	13118	[12]		佩戴超频共鸣技能12个
40064029	13118	[12]		佩戴超频共鸣技能12个
40064030	13118	[12]		佩戴超频共鸣技能12个
40064031	13118	[12]		佩戴超频共鸣技能12个
40064032	13118	[12]		佩戴超频共鸣技能12个
40064033	13118	[12]		佩戴超频共鸣技能12个
40064034	13118	[12]		佩戴超频共鸣技能12个
40064035	13118	[12]		佩戴超频共鸣技能12个
40064036	13118	[12]		佩戴超频共鸣技能12个
40064037	13118	[12]		佩戴超频共鸣技能12个
40064038	13118	[12]		佩戴超频共鸣技能12个
40064039	13118	[12]		佩戴超频共鸣技能12个
40064040	13118	[12]		佩戴超频共鸣技能12个
40064041	13118	[12]		佩戴超频共鸣技能12个
40064042	13118	[12]		佩戴超频共鸣技能12个
40064043	13118	[12]		佩戴超频共鸣技能12个
40064044	13118	[12]		佩戴超频共鸣技能12个
40064045	13118	[12]		佩戴超频共鸣技能12个
40064046	13118	[12]		佩戴超频共鸣技能12个
40064047	13118	[12]		佩戴超频共鸣技能12个
40064048	13118	[12]		佩戴超频共鸣技能12个
40006313	21101			是否领取月卡
40006314	21104			是否到了应该弹出月卡续购页面的日子
30020101	18111	[1, 1]		上阵人数限制为：1人
30020102	18111	[1, 1]		上阵人数限制为：1人
30020103	18111	[1, 1]		上阵人数限制为：1人
30020104	18111	[1, 1]		上阵人数限制为：1人
30020105	18111	[1, 1]		上阵人数限制为：1人
30020106	18111	[1, 1]		上阵人数限制为：1人
30020107	18111	[2, 1]		上阵人数限制为：2人
30020108	18111	[2, 1]		上阵人数限制为：2人
30020109	18111	[1, 1]		上阵人数限制为：1人
30020110	18111	[1, 1]		上阵人数限制为：1人
30020111	18111	[1, 1]		上阵人数限制为：1人
30020112	18111	[2, 1]		上阵人数限制为：2人
30020113	18111	[2, 1]		上阵人数限制为：2人
30020114	18111	[2, 1]		上阵人数限制为：2人
30020115	18111	[2, 1]		上阵人数限制为：2人
30020116	18111	[2, 1]		上阵人数限制为：2人
30020201	18111	[1, 1]		上阵人数限制为：1人
30020202	18111	[1, 1]		上阵人数限制为：1人
30020203	18111	[1, 1]		上阵人数限制为：1人
30020204	18111	[1, 1]		上阵人数限制为：1人
30020205	18111	[1, 1]		上阵人数限制为：1人
30020206	18111	[2, 1]		上阵人数限制为：2人
30020207	18111	[1, 1]		上阵人数限制为：1人
30020208	18111	[1, 1]		上阵人数限制为：1人
30020209	18111	[2, 1]		上阵人数限制为：2人
30020210	18111	[2, 1]		上阵人数限制为：2人
30020211	18111	[2, 1]		上阵人数限制为：2人
30020212	18111	[2, 1]		上阵人数限制为：2人
30020213	18111	[2, 1]		上阵人数限制为：2人
30020214	18111	[2, 1]		上阵人数限制为：2人
30020215	18111	[2, 1]		上阵人数限制为：2人
30020216	18111	[2, 1]		上阵人数限制为：2人
30020301	18111	[1, 1]		上阵人数限制为：1人
30020302	18111	[1, 1]		上阵人数限制为：1人
30020303	18111	[1, 1]		上阵人数限制为：1人
30020304	18111	[1, 1]		上阵人数限制为：1人
30020305	18111	[1, 1]		上阵人数限制为：1人
30020306	18111	[2, 1]		上阵人数限制为：2人
30020307	18111	[1, 1]		上阵人数限制为：1人
30020308	18111	[2, 1]		上阵人数限制为：2人
30020309	18111	[1, 1]		上阵人数限制为：1人
30020310	18111	[1, 1]		上阵人数限制为：1人
30020311	18111	[1, 1]		上阵人数限制为：1人
30020312	18111	[1, 1]		上阵人数限制为：1人
30020313	18111	[1, 1]		上阵人数限制为：1人
30020314	18111	[1, 1]		上阵人数限制为：1人
30020315	18111	[1, 1]		上阵人数限制为：1人
30020316	18111	[1, 1]		上阵人数限制为：1人
30020401	18111	[1, 1]		上阵人数限制为：1人
30020402	18111	[1, 1]		上阵人数限制为：1人
30020403	18111	[1, 1]		上阵人数限制为：1人
30020404	18111	[1, 1]		上阵人数限制为：1人
30020405	18111	[1, 1]		上阵人数限制为：1人
30020406	18111	[1, 1]		上阵人数限制为：1人
30020407	18111	[1, 1]		上阵人数限制为：1人
30020408	18111	[1, 1]		上阵人数限制为：1人
30020409	18111	[1, 1]		上阵人数限制为：1人
30020410	18111	[1, 1]		上阵人数限制为：1人
30020411	18111	[1, 1]		上阵人数限制为：1人
30020412	18111	[1, 1]		上阵人数限制为：1人
30020413	18111	[1, 1]		上阵人数限制为：1人
30020414	18111	[1, 1]		上阵人数限制为：1人
30020415	18111	[1, 1]		上阵人数限制为：1人
30020416	18111	[1, 1]		上阵人数限制为：1人
30000101	18111	[1, 2]		上阵人数至少为：1人
30000102	18111	[3, 1]		上阵人数限制为：3人
30000103	18111	[1, 1]		上阵人数限制为：1人
15020115	18111	[1, 1]		上阵人数限制为：1人
15020116	18111	[1, 1]		上阵人数限制为：1人
15020117	18111	[1, 1]		上阵人数限制为：1人
30062725	18111	[1, 1]		上阵人数限制为：1人
9001	10105	[10050304]		请先通关前置关卡【5-12】普通剧情
9002	10105	[11050106]		请先通关前置关卡【5-6】 隐藏剧情
9003	10105	[11070106]		请先通关前置关卡【7-6】隐藏剧情
9101	10105	[11030106]		请先通关前置关卡【3-6】隐藏剧情
9102	10105	[10060304]		请先通关前置关卡【6-12】普通剧情
9103	10105	[10080304]		请先通关前置关卡【8-12】普通剧情
9201	10105	[10030202]		请先通关前置关卡【3-6】普通剧情
9202	10105	[11020106]		请先通关前置关卡【2-6】隐藏剧情
9203	10105	[10070304]		请先通关前置关卡【7-12】普通剧情
9401	10105	[10040304]		请先通关前置关卡【4-12】普通剧情
9402	10105	[11040106]		请先通关前置关卡【4-6】隐藏剧情
9403	10105	[11060106]		请先通关前置关卡【6-6】隐藏剧情
9501	10101	[20]		指挥官等级达到20级开启
9502	10101	[30]		指挥官等级达到30级开启
9503	10101	[40]		指挥官等级达到40级开启
30100801	10102	[1021001]		解锁泛用机体-露西亚·红莲
30100802	10102	[1031001]		解锁泛用机体-丽芙·蚀暗
30100803	10102	[1051001]		解锁泛用机体-七实·风暴
30100804	10102	[1011002]		解锁泛用机体-里·异火
30100805	10102	[1071002]		解锁泛用机体-卡列尼娜·爆裂
30100806	10102	[1041002]		解锁泛用机体-比安卡·零度
30100807	10102	[1081002]		解锁泛用机体-渡边·夜刃
30100808	10102	[1061002]		解锁泛用机体-神威·重能
30100809	10102	[1021002]		解锁泛用机体-露西亚·黎明
30100810	10102	[1031002]		解锁泛用机体-丽芙·流光
30100811	10102	[1061003]		解锁泛用机体-神威·暗能
30100812	10102	[1031003]		解锁泛用机体-丽芙·仰光
30100813	10102	[1011003]		解锁泛用机体-里·乱数
30100814	10102	[1071003]		解锁泛用机体-卡列尼娜·烬燃
30100815	10102	[1051003]		解锁泛用机体-七实·脉冲
30100816	10102	[1021003]		解锁泛用机体-露西亚·深红之渊
30100817	10102	[1091002]		解锁泛用机体-艾拉·溢彩
30100818	10102	[1081003]		解锁泛用机体-渡边·夙星
30100819	10102	[1041003]		解锁泛用机体-比安卡·真理
30100820	10102	[1111002]		解锁泛用机体-苏菲亚·银牙
30100821	10102	[1121002]		解锁泛用机体-库洛姆·弧光
30100822	10102	[1021004]		解锁泛用机体-露西亚·鸦羽
30100823	10102	[1511003]		解锁独域机体-卡穆·狂犬
30100824	10102	[1131002]		解锁泛用机体-薇拉·瑰丽
30100825	10102	[1141003]		解锁泛用机体-罗塞塔·凛冽
30100826	10102	[1161002]		解锁泛用机体-常羽·游麟
30100827	10102	[1521003]		解锁独域机体-曲·雀翎
30100832	10102	[1171003]		解锁泛用机体-露娜·银冕
30100833	10102	[1201003]		解锁泛用机体-A2
30100834	10102	[1181003]		解锁泛用机体-2B
30100835	10102	[1191003]		解锁泛用机体-9S
30100836	10102	[1211002]		解锁泛用机体-万事·明觉
30100837	10102	[1531003]		解锁独域机体-赛琳娜·岚音
30100838	10102	[1121003]		解锁泛用机体-库洛姆·荣光
30100839	10102	[1221002]		解锁泛用机体-21号·XXI
30100840	10102	[1131003]		解锁泛用机体-薇拉·绯耀
30100841	10102	[1541003]		解锁独域机体-罗兰·戏炎
30100842	10102	[1031004]		解锁泛用机体-丽芙·极昼
30100843	10102	[1531004]		解锁泛用机体-赛琳娜·幻奏
555	10110	[1]		是否获得勋章1
556	10110	[2]		是否获得勋章2
557	10110	[3]		是否获得勋章3
558	10110	[4]		是否获得勋章4
559	10110	[5]		是否获得勋章5
888888	10101	[1]		指挥官等级到达1级
888889	10105	[10010101]		通关普通剧情1-1副本
888890	10101	[2]		指挥官等级到达2级
610001	11103	[1]		玩家已经领取全部首充奖励
610002	11103	[0]		玩家尚未领取全部首充奖励
601	11107	[1, 6, 1]		查询玩家是否拥有到达SSS+品质的B级以上角色
602	11107	[1, 6, 3]		查询玩家是否拥有到达SSS+品质的S级角色
603	11107	[1, 6, 3]		查询玩家是否拥有到达SSS+品质的S级角色
6110104	11105	[6110104]		已拥有该涂装
6110105	11105	[6110105]		已拥有该涂装
6610105	11105	[6610105]		已拥有该涂装
6810104	11105	[6810104]		已拥有该涂装
6610304	11105	[6610304]		已拥有该涂装
6110304	11105	[6110304]		已拥有该涂装
6710305	11105	[6710305]		已拥有该涂装
6710104	11105	[6710104]		已拥有该涂装
6710304	11105	[6710304]		已拥有该涂装
6410104	11105	[6410104]		已拥有该涂装
6610104	11105	[6610104]		已拥有该涂装
6210204	11105	[6210204]		已拥有该涂装
6110305	11105	[6110305]		已拥有该涂装
6210105	11105	[6210105]		已拥有该涂装
6310105	11105	[6310105]		已拥有该涂装
6310204	11105	[6310204]		已拥有该涂装
6310205	11105	[6310205]		已拥有该涂装
6210205	11105	[6210205]		已拥有该涂装
6210206	11105	[6210206]		已拥有该涂装
6510304	11105	[6510304]		已拥有该涂装
6510305	11105	[6510305]		已拥有该涂装
6310106	11105	[6310106]		已拥有该涂装
6310305	11105	[6310305]		已拥有该涂装
6510306	11105	[6510306]		已拥有该涂装
6510104	11105	[6510104]		已拥有该涂装
6310107	11105	[6310107]		已拥有该涂装
6210304	11105	[6210304]		已拥有该涂装
6210305	11105	[6210305]		已拥有该涂装
6810304	11105	[6810304]		已拥有该涂装
6810305	11105	[6810305]		已拥有该涂装
6910104	11105	[6910104]		已拥有该涂装
6910105	11105	[6910105]		已拥有该涂装
6610305	11105	[6610305]		已拥有该涂装
6710105	11105	[6710105]		已拥有该涂装
6410302	11105	[6410302]		已拥有该涂装
6410303	11105	[6410303]		已拥有该涂装
6410304	11105	[6410304]		已拥有该涂装
6000102	11105	[6000102]		已拥有该涂装
6000103	11105	[6000103]		已拥有该涂装
6000104	11105	[6000104]		已拥有该涂装
6000105	11105	[6000105]		已拥有该涂装
6000204	11105	[6000204]		已拥有该涂装
6000304	11105	[6000304]		已拥有该涂装
6000404	11105	[6000404]		已拥有该涂装
6000406	11105	[6000406]		已拥有该涂装
6000504	11105	[6000504]		已拥有该涂装
6000604	11105	[6000604]		已拥有该涂装
6000704	11105	[6000704]		已拥有该涂装
6000804	11105	[6000804]		已拥有该涂装
6210404	11105	[6210404]		已拥有该涂装
6310306	11105	[6310306]		已拥有该涂装
6110306	11105	[6110306]		已拥有该涂装
6710306	11105	[6710306]		已拥有该涂装
6210306	11105	[6210306]		已拥有该涂装
6000205	11105	[6000205]		已拥有该涂装
6610306	11105	[6610306]		已拥有该涂装
6410306	11105	[6410306]		已拥有该涂装
6210307	11105	[6210307]		已拥有该涂装
6000705	11105	[6000705]		已拥有该涂装
6000505	11105	[6000505]		已拥有该涂装
6001304	11105	[6001304]		已拥有该涂装
6001204	11105	[6001204]		已拥有该涂装
6001205	11105	[6001205]		已拥有该涂装
6001404	11105	[6001404]		已拥有该涂装
6410305	11105	[6410305]		已拥有该涂装
6000805	11105	[6000805]		已拥有该涂装
6001504	11105	[6001504]		已拥有该涂装
6001305	11105	[6001305]		已拥有该涂装
6210405	11105	[6210405]		已拥有该涂装
6510307	11105	[6510307]		已拥有该涂装
6001604	11105	[6001604]		已拥有该涂装
6001704	11105	[6001704]		已拥有该涂装
6001405	11105	[6001405]		已拥有该涂装
6001904	11105	[6001904]		已拥有该涂装
6710307	11105	[6710307]		已拥有该涂装
6710308	11105	[6710308]		已拥有该涂装
6002004	11105	[6002004]		已拥有该涂装
6610307	11105	[6610307]		已拥有该涂装
6410307	11105	[6410307]		已拥有该涂装
6002104	11105	[6002104]		已拥有该涂装
6110307	11105	[6110307]		已拥有该涂装
6002204	11105	[6002204]		已拥有该涂装
6002304	11105	[6002304]		已拥有该涂装
6001705	11105	[6001705]		已拥有该涂装
6002404	11105	[6002404]		已拥有该涂装
6810306	11105	[6810306]		已拥有该涂装
6002504	11105	[6002504]		已拥有该涂装
6001805	11105	[6001805]		已拥有该涂装
6001605	11105	[6001605]		已拥有该涂装
6002604	11105	[6002604]		已拥有该涂装
6002704	11105	[6002704]		已拥有该涂装
6002804	11105	[6002804]		已拥有该涂装
6000806	11105	[6000806]		已拥有该涂装
6001905	11105	[6001905]		已拥有该涂装
6002904	11105	[6002904]		已拥有该涂装
6002505	11105	[6002505]		已拥有该涂装
6002305	11105	[6002305]		已拥有该涂装
6002005	11105	[6002005]		已拥有该涂装
6310206	11105	[6310206]		已拥有该涂装
6001606	11105	[6001606]		已拥有该涂装
6003004	11105	[6003004]		已拥有该涂装
6210406	11105	[6210406]		已拥有该涂装
6003104	11105	[6003104]		已拥有该涂装
6003106	11105	[6003106]		已拥有该涂装
6003304	11105	[6003304]		已拥有该涂装
6001906	11105	[6001906]		已拥有该涂装
6002306	11105	[6002306]		已拥有该涂装
6002705	11105	[6002705]		已拥有该涂装
6003404	11105	[6003404]		已拥有该涂装
6001505	11105	[6001505]		已拥有该涂装
6002905	11105	[6002905]		已拥有该涂装
6002805	11105	[6002805]		已拥有该涂装
6003604	11105	[6003604]		已拥有该涂装
6003704	11105	[6003704]		已拥有该涂装
6001607	11105	[6001607]		已拥有该涂装
6003105	11105	[6003105]		已拥有该涂装
6003804	11105	[6003804]		已拥有该涂装
6000506	11105	[6000506]		已拥有该涂装
6001406	11105	[6001406]		已拥有该涂装
6310109	11105	[6310109]		已拥有该涂装
6903201	11105	[6903201]		已拥有该涂装
6000106	11105	[6000106]		已拥有该涂装
6000305	11105	[6000305]		已拥有该涂装
6000605	11105	[6000605]		已拥有该涂装
6003904	11105	[6003904]		已拥有该涂装
6002906	11105	[6002906]		已拥有该涂装
6003405	11105	[6003405]		已拥有该涂装
6004004	11105	[6004004]		已拥有该涂装
6002605	11105	[6002605]		已拥有该涂装
6002506	11105	[6002506]		已拥有该涂装
6004104	11105	[6004104]		已拥有该涂装
6003305	11105	[6003305]		已拥有该涂装
6004204	11105	[6004204]		已拥有该涂装
6002405	11105	[6002405]		已拥有该涂装
6004304	11105	[6004304]		已拥有该涂装
6004305	11105	[6004305]		已拥有该涂装
6004105	11105	[6004105]		已拥有该涂装
6003905	11105	[6003905]		已拥有该涂装
6002907	11105	[6002907]		已拥有该涂装
6004404	11105	[6004404]		已拥有该涂装
6002307	11105	[6002307]		已拥有该涂装
6004504	11105	[6004504]		已拥有该涂装
6003605	11105	[6003605]		已拥有该涂装
6004604	11105	[6004604]		已拥有该涂装
6003906	11105	[6003906]		已拥有该涂装
6003406	11105	[6003406]		已拥有该涂装
6002606	11105	[6002606]		已拥有该涂装
6004704	11105	[6004704]		已拥有该涂装
6004705	11105	[6004705]		已拥有该涂装
6003705	11105	[6003705]		已拥有该涂装
6004804	11105	[6004804]		已拥有该涂装
6003005	11105	[6003005]		已拥有该涂装
6003205	11105	[6003205]		已拥有该涂装
6004106	11105	[6004106]		已拥有该涂装
6003806	11105	[6003806]		已拥有该涂装
6004904	11105	[6004904]		已拥有该涂装
6005004	11105	[6005004]		已拥有该涂装
6005005	11105	[6005005]		已拥有该涂装
6004505	11105	[6004505]		已拥有该涂装
6002806	11105	[6002806]		已拥有该涂装
6003805	11105	[6003805]		已拥有该涂装
6004605	11105	[6004605]		已拥有该涂装
6003306	11105	[6003306]		已拥有该涂装
6005304	11105	[6005304]		已拥有该涂装
6004805	11105	[6004805]		已拥有该涂装
6004306	11105	[6004306]		已拥有该涂装
6003706	11105	[6003706]		已拥有该涂装
6004205	11105	[6004205]		已拥有该涂装
6005404	11105	[6005404]		已拥有该涂装
6005504	11105	[6005504]		已拥有该涂装
6005604	11105	[6005604]		已拥有该涂装
6004706	11105	[6004706]		已拥有该涂装
6004606	11105	[6004606]		已拥有该涂装
6003907	11105	[6003907]		已拥有该涂装
6002909	11105	[6002909]		已拥有该涂装
6005704	11105	[6005704]		已拥有该涂装
7000001	11105	[6005004, 6003605, 6004205, 6004706]		已拥有该系列涂装
6005804	11105	[6005804]		已拥有该涂装
6005904	11105	[6005904]		已拥有该涂装
6005405	11105	[6005405]		已拥有该涂装
6005305	11105	[6005305]		已拥有该涂装
6004506	11105	[6004506]		已拥有该涂装
6006004	11105	[6006004]		已拥有该涂装
7005804			770400&6005804	未拥有该涂装且通关1-12
7005405			770400&6005405	未拥有该涂装且通关1-12
7005305			770401&770402&6005305	未拥有该涂装并达到40级且通关1-8
7004506			770400&6004506	未拥有该涂装且通关1-12
30499	10101	[50]		指挥官等级到达50级
30500	11106	[6]		需通关前置噩梦关卡3-2终点站
30501	11106	[7]		需通关前置噩梦关卡3-3直觉系
30502	11106	[8]		需通关前置噩梦关卡3-4乐于助人
30503	11106	[9]		需通关前置噩梦关卡3-5擅闯私宅
30504	11106	[10]		需通关前置噩梦关卡3-6机关密布
30505	11106	[11]		需通关前置噩梦关卡3-7最后警告
30506	11106	[12]		需通关前置噩梦关卡3-8谨慎行事
30507	11106	[13]		需通关前置噩梦关卡3-10扭曲的爱好
30508	11106	[14]		需通关前置噩梦关卡3-11忠诚
30509	11106	[15]		需通关前置噩梦关卡3-12新的种子
30510	11106	[16]		需通关前置噩梦关卡4-1白夜出逃
30511	11106	[17]		需通关前置噩梦关卡4-2剿
30512	11106	[18]		需通关前置噩梦关卡4-3断链
30513	11106	[19]		需通关前置噩梦关卡4-4查克
30514	11106	[20]		需通关前置噩梦关卡4-5怒沙
30515	11106	[21]		需通关前置噩梦关卡4-6颤栗深潜
30516	11106	[22]		需通关前置噩梦关卡4-7遗忘者
30517	11106	[23]		需通关前置噩梦关卡4-8补强
30518	11106	[24]		需通关前置噩梦关卡4-9一夫当关
30519	11106	[25]		需通关前置噩梦关卡4-10寂夜
30520	11106	[26]		需通关前置噩梦关卡4-11噪尘
400000	22001	[688888, 1, 1, 1]		里在年禧红封中累计获得688888螺母
