StageId	ModelId	BossName	Score	BossLoseHpScore	LeftTimeScore	LeftHpScore	DifficultyType	DifficultyDesc	DifficultyDescEn	AutoFight	FightCharCount	PreFullScore	OpenCondition	BuffDetailsId	FeaturesId	ProposedLevel	SkillTitle	SkillDesc	AttackName
30000910	Mb1BraveMd010011	暴动	200000	80000	96000	24000	5	地狱	HELL		1						['随机弹幕', '弹幕', '急速散弹', '能量炮', '引力炸弹']	['在地图中释放多道激光弹幕，数量增加，且生成与移动位置随机', '在地图中释放多道激光弹幕', '朝正前方释放扇形的子弹，释放速度加快', '朝正前方释放一道威力巨大的能量光束', '炮弹会缓缓跟踪玩家，碰到玩家时爆炸']	
30000916	Mb1BraveMd010011	暴动	200000	80000	96000	24000	6	隐藏	HIDE		1		[420010]				['无尽', '随机弹幕', '弹幕', '急速散弹', '能量炮', '引力炸弹']	['战斗变为60秒连续挑战，时间内boss被击杀后将会重新出现并提升生命值。该模式下boss最多重新出现10次。', '在地图中释放多道激光弹幕，数量增加，且生成与移动位置随机', '在地图中释放多道激光弹幕', '朝正前方释放扇形的子弹，释放速度加快', '朝正前方释放一道威力巨大的能量光束', '炮弹会缓缓跟踪玩家，碰到玩家时爆炸']	
30000911	Mb1BraveMd010011	暴动	12500	5000	6000	1500	1	实验	TEST	True	1						['能量炮', '引力炸弹']	['朝正前方释放一道威力巨大的能量光束', '炮弹会缓缓跟踪玩家，碰到玩家时爆炸']	
30000912	Mb1BraveMd010011	暴动	25000	10000	12000	3000	2	精英	ELITES	True	1						['急速散弹', '能量炮', '引力炸弹']	['朝正前方释放扇形的子弹，释放速度加快', '朝正前方释放一道威力巨大的能量光束', '炮弹会缓缓跟踪玩家，碰到玩家时爆炸']	
30000913	Mb1BraveMd010011	暴动	50000	20000	24000	6000	3	骑士	KNIGHT	True	1						['弹幕', '急速散弹', '能量炮', '引力炸弹']	['在地图中释放多道激光弹幕', '朝正前方释放扇形的子弹，释放速度加快', '朝正前方释放一道威力巨大的能量光束', '炮弹会缓缓跟踪玩家，碰到玩家时爆炸']	
30000914	Mb1BraveMd010011	暴动	100000	40000	48000	12000	4	混沌	CHAOS		1						['随机弹幕', '弹幕', '急速散弹', '能量炮', '引力炸弹']	['在地图中释放多道激光弹幕，数量增加，且生成与移动位置随机', '在地图中释放多道激光弹幕', '朝正前方释放扇形的子弹，释放速度加快', '朝正前方释放一道威力巨大的能量光束', '炮弹会缓缓跟踪玩家，碰到玩家时爆炸']	
30000915	Mb1BraveMd010011	暴动	200000	80000	96000	24000	5	地狱	HELL		1						['随机弹幕', '弹幕', '急速散弹', '能量炮', '引力炸弹']	['在地图中释放多道激光弹幕，数量增加，且生成与移动位置随机', '在地图中释放多道激光弹幕', '朝正前方释放扇形的子弹，释放速度加快', '朝正前方释放一道威力巨大的能量光束', '炮弹会缓缓跟踪玩家，碰到玩家时爆炸']	
30000917	Mb1BraveMd010011	暴动	200000	80000	96000	24000	6	隐藏	HIDE		1		[420011]				['无尽', '随机弹幕', '弹幕', '急速散弹', '能量炮', '引力炸弹']	['战斗变为60秒连续挑战，时间内boss被击杀后将会重新出现并提升生命值。该模式下boss最多重新出现10次。', '在地图中释放多道激光弹幕，数量增加，且生成与移动位置随机', '在地图中释放多道激光弹幕', '朝正前方释放扇形的子弹，释放速度加快', '朝正前方释放一道威力巨大的能量光束', '炮弹会缓缓跟踪玩家，碰到玩家时爆炸']	
30001001	Mb1LuosaitarenMd000001	罗塞塔	12500	5000	6000	1500	1	实验	TEST	True	1				[3]		['战意', '跳跃', '贯通猛击', '猛突', '骑盾展开', '抗拒之环', '盘旋', '移动反击', '追踪飞弹', '风刃强袭']	['根据战斗难度，会改变每一个技能的出现频率', '罗塞塔高高跃起，在空中使用骑枪重重刺向目标', '罗塞塔用长枪向前突刺，命中目标后使用盾牌撞击敌人', '罗塞塔使用骑枪进行快速连续攻击', '罗塞塔掷出盾牌发动连续攻击', '罗塞塔发动连击，使用骑枪多次旋转横扫目标', '罗塞塔撞击敌人，随后展开推进装置飞向天空', '罗塞塔一边闪避移动一边释放一道风刃进行反击', '罗塞塔连续释放出数个飞弹追踪敌人', '罗塞塔挥舞武器发出数道风刃']	
30001002	Mb1LuosaitarenMd000001	罗塞塔	25000	10000	12000	3000	2	精英	ELITES	True	1				[3]		['战意', '跳跃', '贯通猛击', '猛突', '骑盾展开', '抗拒之环', '盘旋', '移动反击', '追踪飞弹', '风刃强袭']	['根据战斗难度，会改变每一个技能的出现频率', '罗塞塔高高跃起，在空中使用骑枪重重刺向目标', '罗塞塔用长枪向前突刺，命中目标后使用盾牌撞击敌人', '罗塞塔使用骑枪进行快速连续攻击', '罗塞塔掷出盾牌发动连续攻击', '罗塞塔发动连击，使用骑枪多次旋转横扫目标', '罗塞塔撞击敌人，随后展开推进装置飞向天空', '罗塞塔一边闪避移动一边释放一道风刃进行反击', '罗塞塔连续释放出数个飞弹追踪敌人', '罗塞塔挥舞武器发出数道风刃']	
30001003	Mb1LuosaitarenMd000001	罗塞塔	50000	20000	24000	6000	3	骑士	KNIGHT	True	1				[3]		['战意', '跳跃', '贯通猛击', '猛突', '骑盾展开', '抗拒之环', '盘旋', '移动反击', '追踪飞弹', '风刃强袭']	['根据战斗难度，会改变每一个技能的出现频率', '罗塞塔高高跃起，在空中使用骑枪重重刺向目标', '罗塞塔用长枪向前突刺，命中目标后使用盾牌撞击敌人', '罗塞塔使用骑枪进行快速连续攻击', '罗塞塔掷出盾牌发动连续攻击', '罗塞塔发动连击，使用骑枪多次旋转横扫目标', '罗塞塔撞击敌人，随后展开推进装置飞向天空', '罗塞塔一边闪避移动一边释放一道风刃进行反击', '罗塞塔连续释放出数个飞弹追踪敌人', '罗塞塔挥舞武器发出数道风刃']	
30001004	Mb1LuosaitarenMd000001	罗塞塔	100000	40000	48000	12000	4	混沌	CHAOS		1				[3]		['战意', '跳跃', '贯通猛击', '猛突', '骑盾展开', '抗拒之环', '盘旋', '移动反击', '追踪飞弹', '风刃强袭']	['根据战斗难度，会改变每一个技能的出现频率', '罗塞塔高高跃起，在空中使用骑枪重重刺向目标', '罗塞塔用长枪向前突刺，命中目标后使用盾牌撞击敌人', '罗塞塔使用骑枪进行快速连续攻击', '罗塞塔掷出盾牌发动连续攻击', '罗塞塔发动连击，使用骑枪多次旋转横扫目标', '罗塞塔撞击敌人，随后展开推进装置飞向天空', '罗塞塔一边闪避移动一边释放一道风刃进行反击', '罗塞塔连续释放出数个飞弹追踪敌人', '罗塞塔挥舞武器发出数道风刃']	
30001005	Mb1LuosaitarenMd000001	罗塞塔	200000	80000	96000	24000	5	地狱	HELL		1				[3]		['烧夷战术', '战意', '跳跃', '贯通猛击', '猛突', '骑盾展开', '抗拒之环', '盘旋', '移动反击', '追踪飞弹', '风刃强袭']	['预装的战术让boss学会如何 “改造”战场，处于被他改造过的战场之中会让人物不断受到额外伤害', '根据战斗难度，会改变每一个技能的出现频率', '罗塞塔高高跃起，在空中使用骑枪重重刺向目标', '罗塞塔用长枪向前突刺，命中目标后使用盾牌撞击敌人', '罗塞塔使用骑枪进行快速连续攻击', '罗塞塔掷出盾牌发动连续攻击', '罗塞塔发动连击，使用骑枪多次旋转横扫目标', '罗塞塔撞击敌人，随后展开推进装置飞向天空', '罗塞塔一边闪避移动一边释放一道风刃进行反击', '罗塞塔连续释放出数个飞弹追踪敌人', '罗塞塔挥舞武器发出数道风刃']	
30001011	Mb1LuosaitarenMd000001	罗塞塔	200000	80000	96000	24000	6	隐藏	HIDE		1		[420012]		[3]		['无尽', '烧夷战术', '战意', '跳跃', '贯通猛击', '猛突', '骑盾展开', '抗拒之环', '盘旋', '移动反击', '追踪飞弹', '风刃强袭']	['战斗变为60秒连续挑战，时间内boss被击杀后将会重新出现并提升生命值。该模式下boss最多重新出现10次。', '预装的战术让boss学会如何 “改造”战场，处于被他改造过的战场之中会让人物不断受到额外伤害', '根据战斗难度，会改变每一个技能的出现频率', '罗塞塔高高跃起，在空中使用骑枪重重刺向目标', '罗塞塔用长枪向前突刺，命中目标后使用盾牌撞击敌人', '罗塞塔使用骑枪进行快速连续攻击', '罗塞塔掷出盾牌发动连续攻击', '罗塞塔发动连击，使用骑枪多次旋转横扫目标', '罗塞塔撞击敌人，随后展开推进装置飞向天空', '罗塞塔一边闪避移动一边释放一道风刃进行反击', '罗塞塔连续释放出数个飞弹追踪敌人', '罗塞塔挥舞武器发出数道风刃']	
30001201	Mb1MelodyhuaxuMd10001	华胥	12500	5000	6000	1500	1	实验	TEST	True	1			[90012, 90013]			['开物', '渊源', '雷泽', '退闲']	['华胥双手合十，从意识海中引导出两只巨大的手掌拍向敌人', '华胥经过引导，在敌人脚下发动连续三次攻击并造成短暂的击飞效果', '华胥在敌人附近创造出7个圆形的雷电区域，对陷入其中的敌人造成伤害', '华胥挥舞手臂，对敌人释放中距离抓击']	
30001202	Mb1MelodyhuaxuMd10001	华胥	25000	10000	12000	3000	2	精英	ELITES	True	1			[90012, 90013]			['开物', '渊源', '雷泽', '退闲']	['华胥双手合十，从意识海中引导出两只巨大的手掌拍向敌人', '华胥经过引导，在敌人脚下发动连续三次攻击并造成短暂的击飞效果', '华胥在敌人附近创造出7个圆形的雷电区域，对陷入其中的敌人造成伤害', '华胥挥舞手臂，对敌人释放中距离抓击']	
30001203	Mb1MelodyhuaxuMd10001	华胥	50000	20000	24000	6000	3	骑士	KNIGHT	True	1			[90012, 90013]			['开物', '渊源', '雷泽', '退闲']	['华胥双手合十，从意识海中引导出两只巨大的手掌拍向敌人', '华胥经过引导，在敌人脚下发动连续三次攻击并造成短暂的击飞效果', '华胥在敌人附近创造出7个圆形的雷电区域，对陷入其中的敌人造成伤害', '华胥挥舞手臂，对敌人释放中距离抓击']	
30001204	Mb1MelodyhuaxuMd10001	华胥	100000	40000	48000	12000	4	混沌	CHAOS		1			[90012, 90013]			['开物', '渊源', '雷泽', '退闲']	['华胥双手合十，从意识海中引导出两只巨大的手掌拍向敌人', '华胥经过引导，在敌人脚下发动连续三次攻击并造成短暂的击飞效果', '华胥在敌人附近创造出7个圆形的雷电区域，对陷入其中的敌人造成伤害', '华胥挥舞手臂，对敌人释放中距离抓击']	
30001205	Mb1MelodyhuaxuMd10001	华胥	200000	80000	96000	24000	5	地狱	HELL		1			[90012, 90013]			['烧夷战术', '开物', '渊源', '雷泽', '退闲']	['预装的战术让boss学会如何 “改造”战场，处于被他改造过的战场之中会让人物不断受到额外伤害', '华胥双手合十，从意识海中引导出两只巨大的手掌拍向敌人', '华胥经过引导，在敌人脚下发动连续三次攻击并造成短暂的击飞效果', '华胥在敌人附近创造出7个圆形的雷电区域，对陷入其中的敌人造成伤害', '华胥挥舞手臂，对敌人释放中距离抓击']	
30001211	Mb1MelodyhuaxuMd10001	华胥	200000	80000	96000	24000	6	隐藏	HIDE		1		[420013]	[90012, 90013]			['无尽', '烧夷战术', '开物', '渊源', '雷泽', '退闲']	['战斗变为60秒连续挑战，时间内boss被击杀后将会重新出现并提升生命值。该模式下boss最多重新出现10次。', '预装的战术让boss学会如何 “改造”战场，处于被他改造过的战场之中会让人物不断受到额外伤害', '华胥双手合十，从意识海中引导出两只巨大的手掌拍向敌人', '华胥经过引导，在敌人脚下发动连续三次攻击并造成短暂的击飞效果', '华胥在敌人附近创造出7个圆形的雷电区域，对陷入其中的敌人造成伤害', '华胥挥舞手臂，对敌人释放中距离抓击']	
30001301	Mb1JiabailieMd000001	加百列	12500	5000	6000	1500	1	实验	TEST	True	1			[90014, 90015]			['信使', '惩戒', '训示', '洗礼', '燔仪', '巡礼', '威光']	['加百列冲向敌人，以突进对敌人造成伤害。', '加百列抡起手臂，从上至下重击，对敌人造成较大伤害。', '加百列抡起手臂打击敌人。', '加百列以手臂做出横扫，对范围内的敌人造成伤害。', '加百列自空中向地面俯冲，用带有爆燃装置的拳头重击地面造成范围伤害。', '加百列向敌人的方位发动多段瞬移，对攻击到的敌人造成伤害。', '加百列使用改造过的能量散射武器向锁定的敌人进行炮击，造成伤害。']	
30001302	Mb1JiabailieMd000001	加百列	25000	10000	12000	3000	2	精英	ELITES	True	1			[90014, 90015]			['信使', '惩戒', '训示', '洗礼', '燔仪', '巡礼', '威光']	['加百列冲向敌人，以突进对敌人造成伤害。', '加百列抡起手臂，从上至下重击，对敌人造成较大伤害。', '加百列抡起手臂打击敌人。', '加百列以手臂做出横扫，对范围内的敌人造成伤害。', '加百列自空中向地面俯冲，用带有爆燃装置的拳头重击地面造成范围伤害。', '加百列向敌人的方位发动多段瞬移，对攻击到的敌人造成伤害。', '加百列使用改造过的能量散射武器向锁定的敌人进行炮击，造成伤害。']	
30001303	Mb1JiabailieMd000001	加百列	50000	20000	24000	6000	3	骑士	KNIGHT	True	1			[90014, 90015]			['信使', '惩戒', '训示', '洗礼', '燔仪', '巡礼', '威光']	['加百列冲向敌人，以突进对敌人造成伤害。', '加百列抡起手臂，从上至下重击，对敌人造成较大伤害。', '加百列抡起手臂打击敌人。', '加百列以手臂做出横扫，对范围内的敌人造成伤害。', '加百列自空中向地面俯冲，用带有爆燃装置的拳头重击地面造成范围伤害。', '加百列向敌人的方位发动多段瞬移，对攻击到的敌人造成伤害。', '加百列使用改造过的能量散射武器向锁定的敌人进行炮击，造成伤害。']	
30001304	Mb1JiabailieMd000001	加百列	100000	40000	48000	12000	4	混沌	CHAOS		1			[90014, 90015]			['信使', '惩戒', '训示', '洗礼', '燔仪', '巡礼', '威光']	['加百列冲向敌人，以突进对敌人造成伤害。', '加百列抡起手臂，从上至下重击，对敌人造成较大伤害。', '加百列抡起手臂打击敌人。', '加百列以手臂做出横扫，对范围内的敌人造成伤害。', '加百列自空中向地面俯冲，用带有爆燃装置的拳头重击地面造成范围伤害。', '加百列向敌人的方位发动多段瞬移，对攻击到的敌人造成伤害。', '加百列使用改造过的能量散射武器向锁定的敌人进行炮击，造成伤害。']	
30001305	Mb1JiabailieMd000001	加百列	200000	80000	96000	24000	5	地狱	HELL		1			[90014, 90015]			['烧夷战术', '信使', '惩戒', '训示', '洗礼', '燔仪', '巡礼', '威光']	['预装的战术让boss学会如何 “改造”战场，处于被他改造过的战场之中会让人物不断受到额外伤害', '加百列冲向敌人，以突进对敌人造成伤害。', '加百列抡起手臂，从上至下重击，对敌人造成较大伤害。', '加百列抡起手臂打击敌人。', '加百列以手臂做出横扫，对范围内的敌人造成伤害。', '加百列自空中向地面俯冲，用带有爆燃装置的拳头重击地面造成范围伤害。', '加百列向敌人的方位发动多段瞬移，对攻击到的敌人造成伤害。', '加百列使用改造过的能量散射武器向锁定的敌人进行炮击，造成伤害。']	
30001311	Mb1JiabailieMd000001	加百列	200000	80000	96000	24000	6	隐藏	HIDE		1		[420014]	[90014, 90015]			['无尽', '烧夷战术', '信使', '惩戒', '训示', '洗礼', '燔仪', '巡礼', '威光']	['战斗变为60秒连续挑战，时间内boss被击杀后将会重新出现并提升生命值。该模式下boss最多重新出现10次。', '预装的战术让boss学会如何 “改造”战场，处于被他改造过的战场之中会让人物不断受到额外伤害', '加百列冲向敌人，以突进对敌人造成伤害。', '加百列抡起手臂，从上至下重击，对敌人造成较大伤害。', '加百列抡起手臂打击敌人。', '加百列以手臂做出横扫，对范围内的敌人造成伤害。', '加百列自空中向地面俯冲，用带有爆燃装置的拳头重击地面造成范围伤害。', '加百列向敌人的方位发动多段瞬移，对攻击到的敌人造成伤害。', '加百列使用改造过的能量散射武器向锁定的敌人进行炮击，造成伤害。']	
30300101	Me1SwordMd002001	武藏玖型	21000	7500	11250	2250	1	实验	TEST	True	1			[90000]			['喷射气刃', '瞬步']	['武藏玖型向敌人释放一道威力巨大的剑气', '武藏玖型向距离过远的敌人快速突进']	
30300102	Me1SwordMd002001	武藏玖型	42000	15000	22500	4500	2	精英	ELITES	True	1			[90000]			['心剑模式', '喷射气刃', '瞬步']	['武藏玖型隐藏自己，在地上留下残影，并向敌人释放剑风', '武藏玖型向敌人释放一道威力巨大的剑气', '武藏玖型向距离过远的敌人快速突进']	
30300103	Me1SwordMd002001	武藏玖型	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90000]			['全屏剑风', '心剑模式', '喷射气刃', '瞬步']	['武藏玖型围绕敌人，并向敌人释放大量剑气', '武藏玖型隐藏自己，在地上留下残影，并向敌人释放剑风', '武藏玖型向敌人释放一道威力巨大的剑气', '武藏玖型向距离过远的敌人快速突进']	
30300104	Me1SwordMd002001	武藏玖型	168000	60000	90000	18000	4	混沌	CHAOS		1			[90000]			['烧夷战术', '全屏剑风', '心剑模式', '喷射气刃', '瞬步']	['预装的战术让boss学会如何 “改造”战场，处于被他改造过的战场之中会让人物不断受到额外伤害', '武藏玖型围绕敌人，并向敌人释放大量剑气', '武藏玖型隐藏自己，在地上留下残影，并向敌人释放剑风', '武藏玖型向敌人释放一道威力巨大的剑气', '武藏玖型向距离过远的敌人快速突进']	
30300105	Me1SwordMd002001	武藏玖型	336000	120000	180000	36000	5	地狱	HELL		1			[90000]			['烧夷战术', '全屏剑风', '心剑模式', '喷射气刃', '瞬步']	['预装的战术让boss学会如何 “改造”战场，处于被他改造过的战场之中会让人物不断受到额外伤害', '武藏玖型围绕敌人，并向敌人释放大量剑气', '武藏玖型隐藏自己，在地上留下残影，并向敌人释放剑风', '武藏玖型向敌人释放一道威力巨大的剑气', '武藏玖型向距离过远的敌人快速突进']	
30300201	Mb1OrphanMd030001	喷涂机械	21000	7500	11250	2250	1	实验	TEST	True	1			[90001, 90002]			['喷发', '跳跃攻击', '喷射']	['朝敌人丢掷一枚可爆炸的冰冻弹', '用力坐向地面，造成范围伤害', '朝地面喷射冰面，冰面会对敌人造成持续伤害']	
30300202	Mb1OrphanMd030001	喷涂机械	42000	15000	22500	4500	2	精英	ELITES	True	1			[90001, 90002]			['跳砸', '喷发', '跳跃攻击', '喷射']	['连续坐向地面，造成范围伤害', '朝敌人丢掷一枚可爆炸的冰冻弹', '用力坐向地面，造成范围伤害', '朝地面喷射冰面，冰面会对敌人造成持续伤害']	
30300203	Mb1OrphanMd030001	喷涂机械	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90001, 90002]			['跳砸', '喷发', '跳跃攻击', '喷射']	['连续坐向地面，造成范围伤害', '朝敌人丢掷一枚可爆炸的冰冻弹', '用力坐向地面，造成范围伤害', '朝地面喷射冰面，冰面会对敌人造成持续伤害']	
30300204	Mb1OrphanMd030001	喷涂机械	168000	60000	90000	18000	4	混沌	CHAOS		1			[90001, 90002]			['烧夷战术', '喷射-增强', '跳砸', '喷发', '跳跃攻击', '援兵']	['预装的战术让boss学会如何 “改造”战场，处于被他改造过的战场之中会让人物不断受到额外伤害', '朝地面喷射冰面，冰面会对敌人造成持续伤害，冰面持续时间增长', '连续坐向地面，造成范围伤害', '朝敌人丢掷一枚可爆炸的冰冻弹', '用力坐向地面，造成范围伤害', '召唤出裂变原虫帮助自己进行战斗']	
30300205	Mb1OrphanMd030001	喷涂机械	336000	120000	180000	36000	5	地狱	HELL		1			[90001, 90002]			['烧夷战术', '喷射-增强', '跳砸', '喷发', '跳跃攻击', '援兵']	['预装的战术让boss学会如何 “改造”战场，处于被他改造过的战场之中会让人物不断受到额外伤害', '朝地面喷射冰面，冰面会对敌人造成持续伤害，冰面持续时间增长', '连续坐向地面，造成范围伤害', '朝敌人丢掷一枚可爆炸的冰冻弹', '用力坐向地面，造成范围伤害', '召唤出裂变原虫帮助自己进行战斗']	
30300301	Mb1LuolanMd010001	罗兰	21000	7500	11250	2250	1	实验	TEST	True	1			[90003, 90004]			['开枪', '踏步斩', '百烈脚']	['罗兰掏出自己的短猎枪，以子弹击飞敌人', '罗兰向前方跳跃，并横扫敌人', '罗兰抬腿打击敌人，命中后会造成多段伤害，并踢飞敌人']	
30300302	Mb1LuolanMd010001	罗兰	42000	15000	22500	4500	2	精英	ELITES	True	1			[90003, 90004]			['镰刀式', '开枪', '踏步斩', '百烈脚']	['罗兰朝正前方远距离甩动链刀，后接一道威力巨大的剑气', '罗兰掏出自己的短猎枪，以子弹击飞敌人', '罗兰向前方跳跃，并横扫敌人', '罗兰抬腿打击敌人，命中后会造成多段伤害，并踢飞敌人']	
30300303	Mb1LuolanMd010001	罗兰	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90003, 90004]			['镰刀式', '开枪', '踏步斩', '百烈脚']	['罗兰朝正前方远距离甩动链刀，后接一道威力巨大的剑气', '罗兰掏出自己的短猎枪，以子弹击飞敌人', '罗兰向前方跳跃，并横扫敌人', '罗兰抬腿打击敌人，命中后会造成多段伤害，并踢飞敌人']	
30300304	Mb1LuolanMd010001	罗兰	168000	60000	90000	18000	4	混沌	CHAOS		1			[90003, 90004]			['烧夷战术', '炸药桶', '空中飞人', '镰刀式', '开枪', '踏步斩', '百烈脚']	['预装的战术让boss学会如何 “改造”战场，处于被他改造过的战场之中会让人物不断受到额外伤害', '罗兰用链刀勾起火药桶，并在空中引爆它，造成大量的伤害', '罗兰用链刀将自己拉起至空中，并朝敌人方向投掷威力巨大的炸弹', '罗兰朝正前方远距离甩动链刀，后接一道威力巨大的剑气', '罗兰掏出自己的短猎枪，以子弹击飞敌人', '罗兰向前方跳跃，并横扫敌人', '罗兰抬腿打击敌人，命中后会造成多段伤害，并踢飞敌人']	
30300305	Mb1LuolanMd010001	罗兰	336000	120000	180000	36000	5	地狱	HELL		1			[90003, 90004]			['烧夷战术', '炸药桶', '空中飞人', '镰刀式', '开枪', '踏步斩', '百烈脚']	['预装的战术让boss学会如何 “改造”战场，处于被他改造过的战场之中会让人物不断受到额外伤害', '罗兰用链刀勾起火药桶，并在空中引爆它，造成大量的伤害', '罗兰用链刀将自己拉起至空中，并朝敌人方向投掷威力巨大的炸弹', '罗兰朝正前方远距离甩动链刀，后接一道威力巨大的剑气', '罗兰掏出自己的短猎枪，以子弹击飞敌人', '罗兰向前方跳跃，并横扫敌人', '罗兰抬腿打击敌人，命中后会造成多段伤害，并踢飞敌人']	
30300601	Mb1SandwormMd030001	瓦沙克-2型	21000	7500	11250	2250	1	实验	TEST	True	1			[90005, 90006]			['疯狂拍击', '遁地', '空气炮']	['朝敌人多次重砸地面', '快速钻入地下后猛然钻出，造成大量伤害', '朝敌人喷射沙粒凝聚成的能量波']	
30300602	Mb1SandwormMd030001	瓦沙克-2型	42000	15000	22500	4500	2	精英	ELITES	True	1			[90005, 90006]			['疯狂拍击', '遁地', '空气炮']	['朝敌人多次重砸地面', '快速钻入地下后猛然钻出，造成大量伤害', '朝敌人喷射沙粒凝聚成的能量波']	
30300603	Mb1SandwormMd030001	瓦沙克-2型	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90005, 90006]			['疯狂空气炮', '疯狂拍击', '遁地', '空气炮']	['朝敌人不停喷射能量波', '朝敌人多次重砸地面', '快速钻入地下后猛然钻出，造成大量伤害', '朝敌人喷射沙粒凝聚成的能量波']	
30300604	Mb1SandwormMd030001	瓦沙克-2型	168000	60000	90000	18000	4	混沌	CHAOS		1			[90005, 90006]			['烧夷战术', '沙暴', '疯狂空气炮', '疯狂拍击', '遁地', '空气炮']	['预装的战术让boss学会如何 “改造”战场，处于被他改造过的战场之中会让人物不断受到额外伤害', '沙虫蓄力后，在自身周围形成沙暴，持续造成伤害', '朝敌人不停喷射能量波', '朝敌人多次重砸地面', '快速钻入地下后猛然钻出，造成大量伤害', '朝敌人喷射沙粒凝聚成的能量波']	
30300605	Mb1SandwormMd030001	瓦沙克-2型	336000	120000	180000	36000	5	地狱	HELL		1			[90005, 90006]			['烧夷战术', '沙暴', '疯狂空气炮', '疯狂拍击', '遁地', '空气炮']	['预装的战术让boss学会如何 “改造”战场，处于被他改造过的战场之中会让人物不断受到额外伤害', '沙虫蓄力后，在自身周围形成沙暴，持续造成伤害', '朝敌人不停喷射能量波', '朝敌人多次重砸地面', '快速钻入地下后猛然钻出，造成大量伤害', '朝敌人喷射沙粒凝聚成的能量波']	
30300501	Mb1LuxiyaMd000003	不明构造体α	21000	7500	11250	2250	1	实验	TEST	True	1				[1]		['快斩', 'Z型闪', '格挡', '拔刀斩']	['快速的拔刀斩，在自身前方形成剑气阵', '距敌人过远时，以Z字形位移至玩家面前', '举起武器，格挡来自敌人的部分伤害', '朝敌人快速拔刀，命中敌人后会追加一段伤害']	
30300502	Mb1LuxiyaMd000003	不明构造体α	42000	15000	22500	4500	2	精英	ELITES	True	1				[1]		['闪避', '十字斩', '快斩', 'Z型闪', '格挡', '拔刀斩']	['闪避来自敌人的攻击', '十字状斩击，快速的在自身前方打击敌人', '快速的拔刀斩，在自身前方形成剑气阵', '距敌人过远时，以Z字形位移至玩家面前', '举起武器，格挡来自敌人的部分伤害', '朝敌人快速拔刀，命中敌人后会追加一段伤害']	
30300503	Mb1LuxiyaMd000003	不明构造体α	84000	30000	45000	9000	3	骑士	KNIGHT	True	1				[1]		['单剑气', '闪避', '十字斩', '快斩', 'Z型闪', '格挡', '拔刀斩']	['向敌人释放一道扭曲空气的剑风', '闪避来自敌人的攻击', '十字状斩击，快速的在自身前方打击敌人', '快速的拔刀斩，在自身前方形成剑气阵', '距敌人过远时，以Z字形位移至玩家面前', '举起武器，格挡来自敌人的部分伤害', '朝敌人快速拔刀，命中敌人后会追加一段伤害']	
30300504	Mb1LuxiyaMd000003	不明构造体α	168000	60000	90000	18000	4	混沌	CHAOS		1				[1]		['剑气爆发', '单剑气', '闪避', '十字斩', '快斩', 'Z型闪', '格挡']	['向敌人连续释放扭曲空气的剑风', '向敌人释放一道扭曲空气的剑风', '闪避来自敌人的攻击', '十字状斩击，快速的在自身前方打击敌人', '快速的拔刀斩，在自身前方形成剑气阵', '距敌人过远时，以Z字形位移至玩家面前', '举起武器，格挡来自敌人的部分伤害']	
30300505	Mb1LuxiyaMd000003	不明构造体α	336000	120000	180000	36000	5	地狱	HELL		1				[1]		['烧夷战术', '剑气爆发', '单剑气', '闪避', 'Z型闪', '格挡', '十字斩']	['预装的战术让boss学会如何 “改造”战场，处于被她改造过的战场之中会让人物不断受到额外伤害', '向敌人连续释放扭曲空气的剑风', '向敌人释放一道扭曲空气的剑风', '闪避来自敌人的攻击', '距敌人过远时，以Z字形位移至玩家面前', '举起武器，格挡来自敌人的部分伤害', '十字状斩击，快速的在自身前方打击敌人']	
30300701	Mb1SwordMd030001	蔷薇之剑	21000	7500	11250	2250	1	实验	TEST	True	1			[90007, 90008]			['影袭', '恶魔之吻', '一闪']	['以自身为中心，生成多段影子，突刺敌人并造成大量伤害', '在敌人脚下生成一朵玫瑰状能量阵，爆炸造成伤害', '朝敌人突刺，位移速度快']	
30300702	Mb1SwordMd030001	蔷薇之剑	42000	15000	22500	4500	2	精英	ELITES	True	1			[90007, 90008]			['烈焰三段式', '地火', '影袭', '恶魔之吻', '一闪']	['为自己的刀剑附上火焰，以火焰剑气斩击四周', '在敌人脚下生成火焰阵，爆炸造成伤害', '以自身为中心，生成多段影子，突刺敌人并造成大量伤害', '在敌人脚下生成一朵玫瑰状能量阵，爆炸造成伤害', '朝敌人突刺，位移速度快']	
30300703	Mb1SwordMd030001	蔷薇之剑	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90007, 90008]			['黑暗侵蚀', '黑暗剑风', '烈焰三段式', '地火', '影袭', '恶魔之吻', '一闪']	['后撤隐身于地图中，在潜伏一段时间后突进并击飞玩家', '与敌人过远时，朝敌人释放一道黑暗剑气', '为自己的刀剑附上火焰，以火焰剑气斩击四周', '在敌人脚下生成火焰阵，爆炸造成伤害', '以自身为中心，生成多段影子，突刺敌人并造成大量伤害', '在敌人脚下生成一朵玫瑰状能量阵，爆炸造成伤害', '朝敌人突刺，位移速度快']	
