Id	SectionId	Desc	BossHeadIcon	BossRankIcon	Priority	StageId	ActivityTag	TeamBuffId	ActivityTimeId	SwitchTimeId	AfreshId
72	2008	诞生于聚噬体中央的类人型帕弥什异合生物，是聚噬体的终端，亦是一定程度上可以反操控聚噬体的‘中枢’，其样貌如同自深渊爬出的怪异，泛着赤光的镰刀和翅羽岑寂却嗜血，警示着生命无法逾越的边境。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab22.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mb1XigeluenMd010001.png	30	[30301703, 30301704, 30301705]					1
73	2009	她……被帕弥什侵蚀化为唤作“塞壬”的丧失理智的怪物，原本优美的歌喉已变成了宣泄止尽绝望与愤怒的凄厉吼声，用红潮赋予的扭曲肢体狂暴地攻击着一切靠近的活物。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab25.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1SirenMd010001.png	30	[30301803, 30301804, 30301805]					1
74	2010	君临于九龙环城的帝王，同时也是少数获得授格的授格者其中一员。手中的龙枪招式千变万化，配合曲凌厉飘逸的身法，可谓是势如万仞，力若千钧，斩杀一切胆敢冒犯之辈。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab24.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1MelodyMd010001.png	30	[30301903, 30301904, 30301905]					1
75	2011	露娜，即使在谜团重重的升格者中也是最为特殊的存在——代行者，她会直接使用以帕弥什病毒异聚而成的多种武器，用压倒性的力量消灭所有升格网络的敌人。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab26.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mb1LunaMd010002.png	30	[30302003, 30302004, 30302005]					1
76	2012	拖着巨大鱼尾的升格者，拥有优秀的迷彩机能与水战性能。手中的刃枪打击范围极广，但更棘手的是会扰乱感知的电子幽灵与不知会在哪里出现的鬼魅身影。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab27.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1LamiyaMd010001.png	30	[30302103, 30302104, 30302105]					1
77	2013	根据三头犬提交的战斗报告，巫毒似乎处于精神不稳定的状态，但这并未影响其强大的战斗能力。背后的一对翅膀赋予了巫毒无与伦比的机动性，就像是捕食的猎手，她总是突然向猎物发起袭击，一触即走，绝不恋战。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab28.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mb1VoodooMd010001.png	30	[30302203, 30302204, 30302205]					1
78	2014	诞生于丽芙被污染的意识海之中的数据聚集体，一切关于它的资料都不甚明了。被污染的数据凝聚成猩红的光束，侵蚀在意识海里触碰到的一切。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab29.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1PunishdataMd010001.png	30	[30302303, 30302304, 30302305]					1
79	2015	‘哈姆雷特’是艺术协会所有的全息AI戏剧机器，运用了最新型的戏剧演出技术。当非悲剧的结局变得更加合理，哈姆雷特便会出现，亲自为这演出落下帷幕，让一切重归完美与悲戚。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab30.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1HamuleiteMd010001.png	30	[30302403, 30302404, 30302405]					1
80	2016	诞生于月球的异种生物，吞噬月球上的零点能之后，成长为现在诡异可怖的模样。蓝色幽光腐蚀着一切，巨大的无机质瞳孔贪婪地注视着它的敌人。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab31.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1MoonguyMd010001.png	30	[30302503, 30302504, 30302505]					1
81	2017	映画晨星乐园的仿生吉祥物，进入防卫模式之后，鲨士碧儿成为拥有强大战斗力的特种防卫机械体。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab32.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1AolajiangMd010002.png	30	[30302603, 30302604, 30302605]					1
82	2018	从构造体改造而来的感染体，固定于身体上的尖刺装甲，不仅用于防御和攻击，同时也是破坏内部构造体身体，加深病毒感染，增幅其力量的刑具。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab34.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1TifaMd010001.png	30	[30302703, 30302704, 30302705]					1
83	2019	机械体马德拉原为某实验的集成终端机。因为未知原因，马德拉对执行“管控”程序表现出异常执着。一旦出现不符合预期的状况，马德拉都会对违命的个体进行全力责罚。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab33.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1MaidmasterMd010001.png	30	[30302803, 30302804, 30302805]					1
84	2020	机械教会“战车”之席，拥有着硬朗而充满张力的性感线条，兼具流光一般的速度和足以击穿混沌的巨力。将永远站在最前线，为同胞开拓未来的道路。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab37.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1StarknightMd010001.png	30	[30302903, 30302904, 30302905]					1
85	2021	前空中花园叛逃构造体，现升格者。狡黠、伪装、反制……既是疯狂的赌徒也是狡猾的魔术师，一招一式间匿藏计谋和杀机。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab36.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mb1LilithMd010001.png	30	[30303003, 30303004, 30303005]					1
86	2022	异人型机械体，擅长近身格斗，庄严而充满力量感。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab35.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1BruceloongMd010001.png	30	[30303103, 30303104, 30303105]					1
87	2023	曾是藏匿于无数数据中的幽魂，夺取身躯后带着怨恨与怒火归来——其名为“国王”。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab38.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1EmperorMd010001.png	30	[30303201, 30303202, 30303203]					1
88	2024	巴拉德亲眼见证过肮脏的阴谋与权术斗争如何催生出腐败，加入遗忘者后，他布局多年，要为人类曾闪耀过的时代锻铸葬碑。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab39.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1GeneralMd010001.png	30	[30303204, 30303205, 30303206]					1
89	2025	拉弥亚	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab27.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1LamiyaMd010001.png	30	[30303207, 30303208, 30303209]					1
90	2026	光辉行进者	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab37.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1StarknightMd010001.png	30	[30303210, 30303211, 30303212]					1
91	2027	柯蕾多尔	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab40.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1KeeleyMd010001.png	30	[30303213, 30303214, 30303215]					1
92	2028	原为诺曼集团的管家，在康士坦丁矿场被改造为实验体，理智与疯狂之间，他依然在捍卫着属于诺曼集团的荣耀。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab41.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1TitanMd010001.png	30	[30303225, 30303226, 30303227]					1
93	2029	苦刑之女·幻妄	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab34.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1TifaMd010001.png	30	[30303228, 30303229, 30303230]					1
94	2030	圣甲虫小队的队长，被升格者俘获后在意识海实验中产生了异变。在颠倒真假的破碎幻梦中，纵使躯体和意识都遭受撕扯，修特罗尔依旧坚持着为迷失的孩子们保驾护航。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab42.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1ScorpionMd010001.png	30	[30303234, 30303235, 30303236]					1
95	2031	混沌的红潮意志，是红潮根据人类潜意识化身的形象。他们渴望创建自己的文明，但又没有其他的参照物，只能将自己的基石，堆叠在人类文明的废墟之上。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab40.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1KeeleyMd010001.png	30	[30303237, 30303238, 30303239]					1
96	2032	华胥·乱	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab43.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1TifaMd010001.png	30	[30303240, 30303241, 30303242]					1
97	2033	跨越维度投影至低维世界的投影体，在初始与终结的无限推演螺旋中，为抵岸之人开启最后的抉择和试炼。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab44.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mb1MercyMd010001.png	30	[30303246, 30303247, 30303248]					1
98	2034	蒙扎诺夫人是黑野博克侬计划的主管。对局诡谲暗涌，面对试图脱离掌控的“筹码”，她从不心慈手软——即使牺牲牌桌上的一切，也势要成为最终的赢家。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab46.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1MonzanoMd010001.png	30	[30303249, 30303250, 30303251]					1
99	2035	诞生于机械教会，拥有令人无法直视的强大武力，在她眼中，虚伪是引来惩戒的红线。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab47.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1JusticeMd010001.png	30	[30303252, 30303253, 30303254]					1
100	2036	以莱博维茨的原执行官为样本而生成的机械意识，被装入到了机械体的身躯里。在训练的过程中心智退行并失控，将杀戮与破坏当成了一种游戏。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab48.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1ChainsawkillerMd010001.png	30	[30303255, 30303256, 30303257]					1
101	2037	星舰发现号的守护者，由七实的伙伴帕瓦改造而来，造型参考了黄金时代的电影《大洋巨兽》。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab49.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1GodzillaMd010001.png	30	[30303258, 30303259, 30303260]					1
102	2038	在谎言中一次又一次轮回的罗伊德，最终厌倦了成为“英雄”，他踏入了万劫不复的悬崖，成为了“埃比阿提斯”。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab50.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1EphialtesMd010001.png	30	[30303261, 30303262, 30303263]					1
103	2039	构造体千子与红潮未知生命融合诞生的怪物。于混沌的内核中占据部分主导权的千子，驱使着这具新生的躯体，迎向了她早已目睹过的终局。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab51.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1ElpisMd010001.png	30	[30303264, 30303265, 30303266]					1
104	2040	无人能逃脱命运的监管与重塑，面目全非的今日，即便违背本性，也会践行主人的意志。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab52.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1RegulatorMd010001.png	30	[30303267, 30303268, 30303269]					1
105	2041	为吞噬人心之毒而造的机械体医生，以丝与爪罗织致命幻网，向她徒劳的爱奉献一切。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab53.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1MelinoeMd010001.png	30	[30303270, 30303271, 30303272]					1
