Key	Text
TypeBackground	场景
ToOtherThing	(已转为{0})
DrawLogCpunt	仅显示最近{0}条记录
FightQualityLowest	偏低
FightQualityMiddle	中等
FightQualityLow	一般
FightQualityHight	高
FightQualityHightest	最佳
ActivityBriefAloneTime	活动开启时间：{0}
ActivityBriefFightTime	{0}-{1}
ActivityBriefLeftTime	剩余时间：{0}
ActivityBriefShopLeftTime	限购道具剩余兑换时间：{0}
ActivityBriefTaskLeftTime	（任务剩余：{0}）
ActivityBriefNoTask	当前暂无任务
ActivityBriefMainlineNotInTime	活动已关闭
ActivityBriefTaskMissionInfo	任务详情
ActivityBriefTaskDesc	可通过以下途径获取【龙阗玉】\n\n百炼：章节奖励\n匹敌：关卡首通奖励
ActivityBriefRichTime	<size=28>{0}</size>.{1}
ChannelLabel	频道
ChannelRecruit	招募频道
ChannelRecruitIdStr	招募
ChannelNumberLabel	（{0}人）
ChannelChanged	进入 [ <color=#78e1ff>{0}</color> ] 频道
DrawNewHandCount	当前次数：{0}
PurchasePayFirstGetText	首次双倍
BfrtStateNotPassed	占领中
FurnitureBuildingListFull	家具制造队列已满
SetInputStart	请输入按键(支持组合按键)
SetInputFirstKey	(松开即可录入)
DormVistorFriend	好友列表
DormVistorStranger	访客列表
UseBattery	请选择血清组
RecActPoint	({0}后恢复1毫升血清)
Forever	永久
DormReNameErrorNoChange	宿舍名称与之前相同
AutoFightDialogTitle	自动作战
AutoFightDialogDescription	可获得对应等级的资源副本中50%-80%性价比的资源材料。
TaskDoNotFinish	任务未完成
TaskAlreadyFinish	奖励已领取
DrawResetTimeActivity	<size=40><color=#FFFFFFFF>活动结束剩余:</color></size>{0}
DrawResetTimeOldActivity	<size=40><color=#FFFFFFFF>活动结束剩余:</color></size>{0}
DisableKeyboardTip	教学关卡暂不支持键盘模式
DisableJoystickTip	教学关卡暂不支持手柄模式
FubenDialogTitle	行动说明
MailCountText	容量:<size=40><color=#0e70bd>{0}</color></size>/{1}
SetJoyStickSuccess	设置成功
SetJoyStickError	设置失败，有重复按键
SignLengthError	签名不能为空
PurchaseSettOut	已售罄
HideStageIsOpen	隐藏关卡[{0}]已开启
ItemOverLimit	超过储存上限的物品已发送至邮箱
OverLimitCanNotUse	使用后血清数量将会超出上限，暂无法使用
FunctionalMaintain	功能维护中
MaxNameLengthTips	名字长度超过{0}个字符
DormNameMaxNameLengthTips	宿舍名字长度超过{0}个字符
MaxSignLengthTips	签名长度超过{0}个字符
DormScoreAttrADes	<size=28><color=#AD3434FF>{0}</color></size>
DormScoreAttrBDes	<size=28><color=#D58216FF>{0}</color></size>
DormScoreAttrCDes	<size=28><color=#0A77b9FF>{0}</color></size>
DormWorkNoMoodTips	心情值不足，无法使用代工
DormDaiGongWarnTips	无法一键代工
DormTxtDaigongDes	消耗<color=#0f70bc>60</color>点心情值寻找代工，可额外获得<color=#0f70bc>10</color>家具币
BatteryLeftTime	血清组剩余时间：{0}
TimeLimitItemLeftTime	(物品过期：{0})
MailBoxIsFull	邮箱已满，以防溢出物品邮件覆盖原有邮件请先清理邮箱后再行操作
WaferBoxIsFull	意识仓库已满，请先清理仓库后再行操作
WeaponBoxIsFull	武器仓库已满，请先清理仓库后再行操作
WaferBoxWillBeFull	仓库中意识数量将超过上限
WeaponBoxWillBeFull	仓库中武器数量将超过上限
ItemBoxWillBeFull	该道具的持有数将到达上限
BabelTowerSelectDifficultAbility	推荐战力：{0}
BabelTowerUiBaseRatio	（难度加成系数{0}）
BabelTowerSelectDifficultRatio	加成系数：{0}
BabelTowerNewRoomBtnName	确认
BabelTowerTeamOrder	编队0{0}
BabelTowerTeamLock	当所有关卡均有编队{0}通关记录时解锁编队{1}
BabelTowerNoneFight	巴别塔计划挑战阶段已经结束
BabelTowerNoneOpen	巴别塔计划已经全部结束
BabelTowerStageNotOpen	{0}后开启挑战
BabelTowerStageEnd	关卡已关闭
BabelTowerNotEnoughScore	{0}分数达到{1}开启
BabelTowerCurMaxScore	(最高{0})
BabelTowerLeftTimeDesc	剩余时间：
BabelTowerLevelDesc	Lv:{0}
BabelTowerResetDesc	清除记录
BabelTowerIsResetDesc	清除操作将会清除本编队在本关获得的战略等级，同时解锁被使用的角色\n是否清除关卡【{0}】的当前编队记录
BabelTowerCharacterLock	出战阵容中有成员已被锁定
BabelTowerPleaseSelectALeader	需要选择一位成员作为队长
BabelTowerPleaseSelectAFirstFight	需要选择一位成员首发出场
BabelTowerPassLastGuide	通关上一等级阶段解锁
BabelTowerGuideStageCanntSelect	当前目标战略选项已被锁定
BabelTowerStageLevelBuffChanged	由于变更难度部分词缀需要重新选择
BabelTowerSettleLevelTips	Lv.{0}
BabelTowerPresetTeamEntitiyIdLockTip	该预设队伍中部分角色已被其他作战梯队锁定，无法上阵
ResidueStockText	库存：{0}
AlreadyobtainedCount	<size=40><color=#0f70bc>{0}</color></size>/{1}
PurchaseLimitBuy	限购{0}/{1}
GachaIsNotOpen	功能开启时间：{0}-{1}
GachaIsClose	功能已关闭
GachaIsNotEnough	奖励库存不足
BabelTowerStageResetSucceed	关卡【{0}】清除记录成功
BabelTowerStageWipeOutSucceed	关卡【{0}】恢复记录成功
BabelTowerStageShowDesc	最高战略等级：{0}
BabelTowerStageUnlockDifficulty	巴别塔达到<color=#ff6347>{0}层</color>\n解锁本难度
XSocialNameEmpty	备注名不能为空
SocialRemarkIsSame	好友备注名不能相同
GuildDonationDes	今天可赠与次数
GuildDonationHaveDes	持有：<color=#0f70bc>{0}</color>
GuildDonationProDes	<color=#0f70bc>{0}</color>/{1}
GuildDonationDeleDes	委托人：<color=#0f70bc>{0}</color>
GuildDonationPosDes	职   位：{0}
GuildRankYoukuDes	成员{0}/{1}
GuildPersonCountDes	<color=#0F70BCFF>{0}</color>/{1}
GuildGoodsShopAuthorityTips	只有会长/副会长有购买权限
SocialDeleteRemarkSucceed	删除备注成功
GuildDetailsDes	1、榜单中的默认排名会根据各指挥局最近7日的成员总贡献进行排名。\n2、相同贡献的指挥局会根据先后上榜时间进行排序。\n3、指挥官也可通过切换按钮将榜单切换成等级排名。
GuidVistorRankBtnDes	排行
GuidVistorApplyBtnDes	申请
GuidVistorChannelBtnDes	频道
GuidVistorExitBtnDes	退出
GuildFullVistorGuildDes	该指挥局人数已满
GuildAnnouncementTitle	指挥局公告
GuildAnnouncementDes	请输入新的宣言
GuildInterComTitle	内部通讯
GuildInterComDes	可在此处编辑指挥局内部的联系方式
GuildNameTitle	指挥局名称
GuildInfoTextRange	（1-{0}字）
GuildShopCoinReachLimitTip	公会货币已达上限
ScreenAll	全部
ScreenOther	其他
ActivityRepeatChallengeExp	下一级:{0}/{1}
ActivityRepeatChallengeLevel	Lv.{0}
ActivityRepeatChallengeNextLevelDesc	Lv.{0} 效果
ActivityRepeatChallengeMaxLevelTip	已达到最高等级
ActivityRepeatChallengeAddExpTip	权限等级经验增加{0}
ActivityRepeatChallengeCostNotEnough	消耗不足无法战斗
ActivityRepeatChallengeChapterLock	剩余{0}开启
ItemHaveSelectedCount	<color=#0e70bd>{0}</color>/{1}
ItemSelectedCountOverLimit	数量超出限制
MailWillFull	(邮件将满)
MailIsFull	(邮件已满)
MailCantManulDelete	可删除邮件已清理，不能手动删除的已保留
CanBuyText	还可购买
MaxCanBuyText	仓库位置有限，还可购买
GuildGiftBtnDes	筛选
GuildGiftReqTxtDes	每日请求{0}/{1}
GuildRecommErrorTipsDes	请输入8位数字长度的指挥局ID
GuildGiftNameDes	【{0}】
GuildGiftEmptyDes	没有礼物
GuildDonationBtnDes	捐赠
GuildDonationrCountFormDes	{0}/{1}
ArchiveWeaponAchievementStoryUncollectedDesc	收集数量满足条件后，可观看相应剧情
ArchiveWeaponAchievementStoryCollectedDesc	点击播放剧情
ArchiveAwarenessFliterAll	全部
ArchiveAwarenessFliterTwoStar	2星
ArchiveAwarenessFliterThreeStar	3星
ArchiveAwarenessFliterFourStar	4星
ArchiveAwarenessFliterFiveStar	5星
ArchiveAwarenessFliterSixStar	6星
PurchaseYKExpireDes	月卡可续购
PurchaseWeekCardExpireDes	【{0}】礼包可续购
RogueLikeAddActionPoint	休息（消耗支援配额恢复小队血量）
RogueLikeIntensifyBuff	整备（消耗支援配额升级效果）
RogueLikeRestLeave	领取休息处补给并前往下一区域（需手动点击）
RogueLikeGetAssistRobot	获得支援角色{0}
RogueLikeCurretnActionPoint	行动次数：{0}/{1}
RogueLikeShopItemSellOut	该商品已售罄
RogueLikeNotEnoughActionPoint	行动次数不足，可使用支援角色挑战
RogueLikeCurrentNodeFinish	该关卡已完成
RogueLikeRandomRobotTitle	支援角色
RogueLikeRandomRobotDetails	随机获得一个支援角色。
RougeLikeNotInActivityTime	当前不在活动时间内
RogueLikeNotInActivityFightTime	当前不在活动挑战时间内
RogueLikeTeamMaxMember	出战成员不足3个
FubenRepeatNotInActivityTime	当前不在活动时间内
RogueLikeShopBuyTips	将消耗<color=#0E70BDFF>{0}点行动次数</color>购买【{1}】，是否购买?
ActivityBriefShopLock	车厢未开启
RogueLikeLeaveShopTitle	战术补给
RogueLikeLeaveShopContent	离开并前往下一个目的地，是否离开?
RogueLikeCostItemTips	完成事件所需的{1}不足{0}个
RogueLikeExchangeItemTips	完成事件所需的{1}不足{0}个
RogueLikeBuyNotEnough	购买所需的道具不足
RogueLikeSelectABuff	请先选择要强化的效果
RogueLikeOutOfDate	(已过期)
RogueLikeOutOfActionPoint	消耗所需行动次数不足{0}点
RogueLikeQuestResetTime	剩余重置时间：
RogueLikeLeaveRestTitle	休息点
RogueLikePurgatoryResetTitle	重置进度
RogueLikePurgatoryResetValue	1.每日只能重置1次进度\n2.单层重置和整体重置都会消耗重置次数
RogueLikeSetTeamTitleNormal	今日队伍
RogueLikeSetTeamTitlePurgatory	出战队伍
RogueLikeSetTeamPurRuleValue	<size=28>1.试炼模式下不再有行动次数限制。\n2.试炼模式通关即可获得独特收藏品，收藏品会记录通关积分。\n3.试炼模式下不可使用支援角色与支援终端。\n4.试炼模式下无法使用螺母复活。\n5.每日可重置1次进度，可自选单层重置或者全部重置。\n6.若选单层重置，那么会将关卡进度、BUFF、货币重置至刚达\n到本关卡时，同时出战队伍将清空。\n7.每次到达新的章节，都可以重新设置1次队伍</size>
ArchiveLockNameText	？？？
TimeOnSale	距离发售：{0}
ActivityBriefShopOnSaleLock	未开始发售
GuildNameMaxNameLengthTips	指挥局名称最多{0}个字
GuildNameSpecialTips	不能含有特殊字符
GuildDelarationMaxNameLengthTips	指挥局公告内容最多{0}个字
GuildDeclarationDefaultText	请输入新的公告
GuildDeclarationHintText	严禁包含各类违规词汇，否则将有被系统强制改名或解散公会的风险
GuildDeclarationSpecialTips	不能含有特殊字符
EquipWithSpecialCharacterIdCanNotBeReplaced	专属武器不可交换使用
EquipBreakThroughPopUpAttrPrefix	每级{0}成长
EquipSuitSkillPrefix2	二件套
EquipSuitSkillPrefix4	四件套
EquipSuitSkillPrefix6	六件套
EquipResonance5StarWeaponRepeatTip	该栏位已完成共鸣
EquipCanNotAwakeCondition	装备达到满级后可进行超频共振
EquipAwakenItemNotEnough	材料不足
EquipAwakenCoinNotEnough	螺母不足
EquipAutoTakeOffNotWearingEquip	当前没有可卸下的装备
EquipBreakthroughConfirmTiltle	装备突破确认
EquipBreakthroughConfirmContent	突破后提升等级，可大幅度提升属性。
ArchiveTagMaxText	最多只能选择3个标签
ArchiveMonsterKillText	击杀数         <size=38><color=#0E70BDFF>{0}</color></size>
BabelTowerMyRankLevel	<size=22> </size>%d
BabelTowerRankReset	<size=32><color=#000000FF>距离结束还有:</color></size>%s
BabelTowerRankItemLevel	<size=22><color=#000000FF>  </color></size>%d
BabelTowerRankRefresh	<size=32><color=#000000FF>距离刷新:</color></size>%s
Guild	指挥局
PlayStory	播放剧情
PlayBeforeStory	播放战前剧情
PlayAfterStory	播放战后剧情
MovieSkipTipTitle	剧情跳过提示
MovieSkipTipContent	完整观看剧情有助于了解故事发展，是否确认跳过？
RogueLikeTaskLeftTime	(剩余时间：{0})
RogueLikeNoneBuff	当前未获得效果
RogueLikeOptionLeave	离开
AimEquipSelectTitle	任选一组装备概率<size=60><color=#0F70BCFF>提升</color></size>
AimCharacterSelectTitle	任选一名成员概率<size=60><color=#0F70BCFF>提升</color></size>
AimPartnerSelectTitle	任选一个辅助机概率<size=60><color=#0F70BCFF>提升</color></size>
AimPartnerLinkSelectTitle	任选一个异界装备概率<size=60><color=#0F70BCFF>提升</color></size>
HeadLeftTimeText	剩余时间：{0}
DrawAimLeftTimeOver	卡池已过期
HeadValidTimeText	有效时长：{0}
AssignSkillPlus	全体{0}成员{1}等级+{2}
AssignDeployTipTitle	编队提示
AssignDeployTipContent	是否让{0}从{1}更换至{2}。
AssignTeamTitle	作战梯队【{0}】
AssignInfoTeamName	梯队{0}
AssignSelectNotMatch	该成员不符合条件
AssignSelectIsUsed	该成员已在其他区域驻守
AssignFightNoMember	部分队伍不满足上阵人数，或缺少首发/队长位设置
AssignStageUnlock	请先通关前置关卡
AssignBuffOccupyLock	未满足驻守条件，具体请在关卡中查看
AssignStageOccupyLock	未满足驻守条件
AssignOccupySelected	驻守成功
AssignOccupyUnselected	成员已撤回
AssignChapterProgressTxt	攻占区域：{0}
AssignChapterCanOccupy	【{0}】已可驻守！
AssignChapterPass	通关区域【{0}】
AssignChapterProgress	<color=#0f70bc>{0}</color><size=40>/{1}</size>
AssignName	边界公约
AssignOccupyProgress	边境公约驻守：{0}/{1}
AwarenessCoverOccupyProgress	序列公约扼守：{0}/{1}
RegressionTabTextTask	欢迎回来
RegressionTaskScheduleRewardHaveGet	奖励已领取
RegressionSendInvitationRewardNeedMore	奖励还不能领取，请邀请更多的小伙伴吧
RegressionSendInvitationShareFailed	分享失败，请检查网络情况及相关APP是否正确安装
RegressionAcceptInvitationDefaultText	请输入邀请码
RegressionAcceptInvitationCodeHaveUse	您已使用这个邀请码
RegressionAcceptInvitationCodeNotUseSelf	不能使用自己的邀请码
RegressionAcceptInvitationCodeCopy	邀请码已复制到剪切板中
RegressionAcceptInvitationUseCodeFrequently	操作过于频繁，请稍后再试
RegressionActivityOver	活动已结束
RegressionInvitationActivityOver	活动已结束
FuBenMainlineActivityNotReachChallengeTime	{0}后开启主线活动隐藏模式
FuBenMainlineActivityNotReachVariationsTime	{0}后开启主线活动异变模式
CharacterSkillLevelDetailResonanace	共鸣
CharacterSkillLevelDetailAssign	边界驻守
CharacterSkillLevelDetail	（+{0}）
CharacterSkillTypeText	【{0}】
RogueLikeShopBuyItemTips	将消耗<color=#0E70BDFF>{0}个{1}</color>购买【{2}】，是否购买?
RogueLikeNoneSupport	尚未获得支援角色
RogueLikeSupportCharFull	当前支援角色数量已达到上限，无法加入队伍
RogueLikeEventFullRobot	支援角色已满，无法加入队伍
RogueLikeDayReset	活动已重置，请重新设置队伍
RebootCostText	消耗{0}
FubenMainLineNoneOpen	当前章节未开放
RogueLikeSetTeamTitle	今日阵容
RogueLikeSetTeamContent	保存出战队伍后，队伍将会被锁定，确定保存？
OnlineFriendEffectMsg	关闭队友特效可获得更流畅的体验，是否关闭
RogueLikeSupportStationCost	行动次数不足，每日凌晨5点恢复16次行动次数。
RogueLikeBuySupportNotEnough	购买所需的{0}不足
PivotCombatRankTop	TOP{0}
ArchiveMonsterLock	资料不足，击杀怪物后开启
PurchaseBuyHongKaCountTips	虹卡数量不足。
GuildDialogTitle	指挥局
GuildShopIsCostBuy	是否花费{0}购买1个{1}
GuildShopNotEnoughBuyCount	购买次数不足
GuildTourstAccess	当前游客身份，没有该操作的权限
GuildInformationLimited	您没有修改{0}的权限
GuildChangeInformationIsSame	请确保两次修改的{0}不一致
GuildInformationOverCount	{1}长度超过{0}字
GuildInformationNotEmpty	{0}长度不能为空
GuildRankNameHasNotChanged	请修改自定义职位再保存
GuildNotAccessSetName	您不是{0}，不可使用该功能
GuildNotAdministor	您不具有管理层权限，不可使用该功能
GuildMemberLevel	等级 {0}
GuildMemberOnlineCount	在线：<color=#008FFF>{0}</color>
GuildMemberOnline	<color=#0E70BD>在线</color>
GuildGiftChangeGuildCondition	由于最近切换过指挥局，当前礼包不可领取
GuildGiftMaxLevel	礼包已经达到最高级
GuildGiftProgressNotEnough	进度未达成
GuildMainRefreshCountDown	刷新倒计时<color=#0f70bc>{0}</color>
GuildQuitContent	退出后需要等待8小时才可加入新的指挥局，同时联合绩点会被暂时扣除，加入指挥局后会全额返还。是否确认退出指挥局？
GuildBuildNotEnough	建设度不足
GuildNotAccessLevelUp	没有升级指挥局的权限
GuildLevelIsMax	当前指挥局等级已经达到最高
GuildLevelUpContent	升级成为{0}级指挥局，每日维护费用为{1}指挥局贡献，确定要升级吗？
GuildLevelUpHint	恭喜您所在的指挥局升到了 <color=#0f70bc>LV.{0}</color>
GuildUrgentMaintain	是否提交紧急维护费用？
GuildChannelTypeAll	【指挥局】
GuildLogItemType	【{0}】
GuildSendRequestSuccess	发送邀请成功
GuildApplyRequestSuccess	发送申请成功
GuildKickMemberSuccess	成功将该成员移出指挥局
GuildIsKickMember	是否将该玩家逐出指挥局？逐出后将扣除该名玩家在本轮拟真围剿挑战中的积分。
GuildRefreshRecruitInCd	刷新玩家操作冷却中，请{0}秒后重试
GuildNormalShopTitle	指挥局商店
GuildPurchaseShopTitle	采购商店
GuildPositionIsSame	当前职位已经是{0}
GuildPositionChangedContent	是否要将该玩家职位变为{0}？
GuildPositionChangeAdminContent	每个指挥局只能拥有1名该职位，是否将【{0}】职位和指挥局管理权限转让给该玩家？
GuildDonationPublishTips	心愿发布次数不足
GuildNewsAll	全部
GuildNewsGuild	指挥局
GuildNewsMember	成员
GuildRankLevelChangeNotify	当前职位变更为{0}
GuildKickOutByAdministor	您被管理员踢出指挥局!
GuildDonationNotEnoughCount	捐赠数量不足
GuildCustomRankSelectTitle	选择职位名称（单选）
GuildCustomRankTitle	自定义职位
GuildCustomRankHasSame	自定义职位中出现相同名字
GuildDonationSuccess	捐赠成功
PurchaseBuyKaCountTips	{0}数量不足。
GuildDonationPublishSuccessTips	心愿发布成功
GuildWelcomeWordSuccessTips	话术修改成功
GuildSetNameTitle	输入新的指挥局名称
GuildSetNameLength	（{0}-{1}字）
GuildSetNameFree	<b>*本次系统强制改名免费</b>
GuildSetNameHint	编辑名称时请避开敏感词，否则公会将可能被强制解散
GuildSetNameSuccessTips	公会名修改成功
GuildBuildSuccessTips	指挥局创建成功
GuildAllLevels	全部
GuildLevelDes	{0}级
GuildVistorModeDes	游客模式{0}/{1}
GuildNowVistorModeTips	当前在游客模式中
MainLineExploreChallengeCount	挑战次数：<size=42><color=#0F70BC>{0}</color></size>/{1}
OnlineBossEnterConfirmTitle	提示
OnlineBossEnterConfirmContent	当前战力过低，推荐战力{0}，是否继续进行挑战。
GuildWillRequestTips	提示
GuildWillRequestDesTips	是否要请求该道具
UiFashionUnlockName	涂装： {0}
GuildEmojiReplace	[表情]
MusicPlayerAlbumSetSuccess	设置成功
UiFashionBtnNameWeapon	武器
UiFashionBtnNameCharacter	角色
GuildNameMinNameLengthTips	指挥局名字最低{0}个字。
GuildHasSendRecruit	成功发出邀请
GuildAcceptSucceed	已接受{0}加入
UiFashionDetailTitleCharacter	涂装
UiFashionDetailTitleWeapon	武器涂装
UiFashionDetailTipTitleCharacter	涂装简介
UiFashionDetailTipTitleWeapon	武器涂装简介
GivenGiftText	已经收到过礼物的成员不会再触发特殊通讯了哟，指挥官确定要继续赠送礼物吗？
OverGiftText	送再多的礼物也只会触发一次特殊通讯哟，指挥官确定要继续赠送礼物吗？
GivenAndOverGiftText	该角色已赠送特殊礼物且信赖度已满
SelectMultiSpecialGiftText	特殊礼物每次只能赠送一个
WeaponFashionNotOwn	武器涂装已过期
AwakeCharacterName	当前超频共振效果加成仅对【{0}】有效
ExFullGiftText	信赖度已满，继续赠送不会增加信赖度，指挥官确定要继续赠送礼物吗？
GiftGiven	赠送成功
UnionDamageToBoss	对核心关BOSS造成的总伤害为
UnionHadFightEventStage	您已经挑战过该关卡
UnionEventStageOverLimited	每局匹配只能通关{0}个防区关卡
UnionBlackFightPoint	<size=22><color=#000000FF>作战积分 </color></size>{0}
UnionBlackPraiseNum	<size=22><color=#000000FF>被赞次数 </color></size>{0}
UnionRankLevel	等 级: {0} - {1}
UnionKillRankTitle	积分排行
UnionPraiseRankTitle	点赞排行
UnionUnRank	未上榜
UnionWhiteFightPoint	<size=22><color=#FFFFFF>作战积分 </color></size>{0}
UnionWhitePraiseNum	<size=22><color=#FFFFFF>被赞次数 </color></size>{0}
UnionSectionSureCount	确定（{0}s）
UnionGradeCountDown	倒计时：{0}
UnionMainOverdue	已过期
UnionMainRewardHasClick	该宝箱已领取
UnionMainKillLimited	击杀次数未达到
UnionKillMainNotInActivity	当前不在活动期内
UnionRoomHadReady	准备状态不可再次更换共享角色
UnionRoomEnvTitle	环境情报：{0}
UnionRoomDialogTitle	列阵
UnionRoomExitRoom	退出后将无法回到房间，是否继续？
UnionSelectSameRole	编队内无法上阵相同角色
UnionRoomExitStage	退出后将无法回到房间，是否继续？
UnionStageCondition	通关{0}次其他关卡后开启
UnionLeaveMiddle	本局匹配时间已经结束，挑战数据仍然会记录在匹配时的轮次中。
UnionLeaveTimeOver	本局战斗时间结束
UnionLeaveKickOut	您已经被移出队伍
UnionTipPraise	使用了您的<color=#25c4ec>{0}</color>通关关卡，并为你点了个赞~
UnionTipsFightBorrow	我借用了你的<color=#25c4ec>{0}</color>,万分感谢~
UnionTipsBorrowOthers	我借用了<color=#ff7e00>{0}</color>的<color=#25c4ec>{1}</color>
UnionTipHighestPoint	使用助战角色刷新了自己的最高分~
UnionInMatching	玩家已在匹配队列中
UnionKillExitRoom	确定退出列阵房间？
UnionMemberKickOut	您被移出队伍
UnionLeaderStayTooLong	您在房间内太久没操作
UnionKillResetDesc	<size=26>距离重置还有：{0}</size>
UnionKillRankDesc	只统计核心关作战积分
UnionPraiseRankDesc	统计时间：{0} ~ {1}
UnionSectionIsComing	{0}后来袭
UnionCantLeaveRoom	列阵中不可进行此操作
UnionMeFinishText	通关本关卡后生效
UnionEffectiveText	增益已生效
UnionInvalidText	增益已失效
UnionTeamFinishText	自身与1名队员都通关过本关卡后生效
UnionRewardResetTime	(奖励重置时间：{0})
UnionResetText	击退BOSS：{0}/{1}
BuyWeaponFashionIsTimeLimit	选中物品中包含尚有使用时间的武器涂装，获得后将会根据剩余时间转化为武器涂装设计图，是否继续
BuyWeaponFashionIsNotTimeLimit	选中物品中包含尚有使用时间的武器涂装，购买后将会根据购买时间叠加至武器涂装的剩余时间中
StoryArchiveErrorHint	未达成开启条件
UnionDamageMax	#ED6104
UnionDamageNotMax	#323232
ChatRoomChannelNotOpen	进入组队房间后开启
ChatGuildChannelNotOpen	加入指挥局后开启
UnionLeaveOffline	您的网络发生波动，自动离开了对局匹配。
UnionNetworkFluctuation	您的网络发生波动，自动离开了房间。
UnionCnFormatDate	yyyy年MM月dd日
TimeFormatMinute	MM月dd日HH:mm
ArchiveMonsterEvaluateHint	提交成功
GuildQuitRemovePosition	请先将作战总指挥职位转交给其他玩家后再退出指挥局
GuildQuitLastMember	退出后指挥局将会解散，8小时内将无法加入指挥局，在加入新的指挥局前，联合绩点会被暂时扣除，加入指挥局后会全额返还，是否继续？
GuildQuitMemberQuit	退出后需要等待8小时才可加入新的指挥局，同时联合绩点会被暂时扣除，加入指挥局后会全额返还。是否确认退出指挥局？
GuildTalentConditionLevel	指挥局等级达到{0}级
GuildTalentConditionPoint	任意前置信标等级>={0}级
GuildTalentUpgradeComplete	成功升级信标等级
GuildTalentPointNotEnough	信标点不足
GuildTalentPointProgress	信标点数  <color=#0e70bd><size=47>{0}</size></color>/{1}
GuildTalentGloryDescription	指 挥 局 经 验 达 到 满 值 会 自 动 提 升 荣 耀 等 级
GuildDissmissLeader	罢免作战总指挥
GuildDissmissDes	成功竞选作战总指挥后，罢免消耗会转交给原作战总指挥；若竞选失败，罢免消耗会返还给您。\n\n多人罢免作战总指挥时，按每人的职位与总贡献度来决定新作战总指挥的权限归属。
GuildDissmissCostNotEnough	罢免作战总指挥消耗不足
GuildApplyLessLevel	该指挥局的等级限制为{0}级
UiPrequelTitleProgressStrFormat	<color=#0f70bc><size=166>{0}</size></color>/{1}
GuildSendGiftSuccess	向玩家{0}送礼成功
ActivityBossSingleAttention	注意事项
UnionKillFightStatus	正在挑战：{0}
GuildSettingModifySucceed	申请设置修改成功
GuildContributeDesc	贡献值 <color=#1481B3>{0}</color>
FuBenExtraChapterActivityNotReachChallengeTime	{0}后开启外篇剧情隐藏模式
FuBenShortStoryChapterActivityNotReachChallengeTime	{0}后开启故事集剧情隐藏模式
GuildSortByContribute	七日贡献
GuildSortByLevel	等级
GuildSortByRankLevel	指挥局职位
GuildRecommendInCd	指挥局推荐刷新冷却中，请稍后继续
BuyAssetPanelTitle	是否花费
GuildSearchGuildNotFound	查找不到相关的指挥局
ActivityBossSingleSchedule	{0}/<color=#00000><size=20>{1}</size></color>
GuildSettingLevelLessThanZero	申请设置的等级小于0
GuildBossNotCurrentActivity	更换指挥局后，下周一重置后方可领取周贡献度奖励
GuildBossNotOpen	40级开放拟真围剿玩法
InfestorExploreSectionLeftTimeSection1	进入分析期剩余：{0}
InfestorExploreSectionLeftTimeSection2	剩余时间：{0}
InfestorExploreSectionLeftTime	剩余时间：{0}
InfestorExploreEnterSectionEnd	结算结束后即可进入探索
InfestorExploreName	异聚迷宫
InfestorExploreDiffLevelBorder	{0}-{1}
InfestorExploreChapterLockTip	前序区域尚未通关，请先肃清上一区域
InfestorExploreCharacterHpPercent	生命:{0}%
InfestorExploreActionPointDes	当前行动力：{0}
InfestorExploreTeamEmptyTip	尚未配置作战小队，无法探索该区域
InfestorExploreTeamChangeConfirmTitle	保存阵容
InfestorExploreTeamChangeConfirmContent	进入探索后只能在安全区内调整阵容，是否确认？
InfestorExploreNodeFogTip	无法探知扫描黑区的具体信息
InfestorExploreActionPointNotEnough	当前行动力不足，明日可回复<color=#0e70bd>14</color>点行动力
InfestorExploreTeamForbitReplaceCharacter	探索过程中无法替换小队成员
InfestorExploreRestNodeNotReach	到达该位置后可更换作战小队成员
InfestorExploreSupplyNodeNotReach	到达该位置后可选择补给
InfestorExploreSupplyNodePassed	补给已领取，无法重复探索
InfestorExploreSupplyNodeName	原料箱
InfestorExploreSupplyNodeDes	装满‘某些东西’的原料箱，里面的东西也许对你们有用。
InfestorExploreShopNodeName	插件终端
InfestorExploreShopNodeDes	用于补给插件的终端机，似乎需要用某种资源进行交换。(<color=#0e70bd>使用畸变方块购买插件单元</color>)
InfestorExploreShopNodeLeaveTitle	离开
InfestorExploreShopNodeLeaveContent	即将离开插件终端前往后续节点，是否确认？
InfestorExploreShopNodePassed	已经离开插件终端，无法再次进入
InfestorExploreShopNodeNotReach	到达该位置后可购买商品
InfestorExploreShopNodeCurrentFinshed	已经离开插件终端，无法再次进入
InfestorExploreShopNodeSellOut	插件终端商品售罄
InfestorExploreShopNodeBuyTips	将使用<color=#0E70BDFF>{0}</color>畸变方块购买<color=#0E70BDFF>{1}</color>，是否确认？
InfestorExploreShopNodeMoneyNotEnuoghRefresh	当前拥有的畸变方块数量不足，无法刷新
InfestorExploreShopNodeMoneyNotEnuogh	当前拥有的畸变方块数量不足，无法购买
InfestorExploreRewardNodeName	货运终端
InfestorExploreRewardNodeDes	在区块与区块间进行物资交换的货运机械，如果不放入一个物品，就无法将装载的物品取出的样子。
InfestorExploreRewardNodePassed	货运终端探索完毕，无法重复探索
InfestorExploreRewardNodeNotReach	到达该位置后可领取其他指挥官留下的补给
InfestorExploreRewardNodeDefaultPlayerName	赛利卡
InfestorExploreRewardNodeDefaultMessage	空中花园特别补给已经送达~
InfestorExploreCoreAutoDecomposeTitle	自动分解
