Id	GroupIndex	StageIndex	DifficultyId	Name	NameEn	Desc	Icon	BgIcon	ShowMonsterIcon	ShowMonsterName	ShowFightEventId	FightEventId	Type	RootId	RootGuardId	SubMonsterBornCd	TreatMstInterval	TreatMstPercent	WeaknessFightEventId	AttackBaseDamage	AttackBaseInterval	LinkIds	HpMax	RewardId	GuildWarStageId	EliteMonsterId	EliteMonsterBornInterval	BuffGroupId	RebuildTime	RebuildTimeFactor	RebuildMaxTime	RebuildGuildWarStageId	ResidueStageId	BaseSubHp	MaxSubHp	MaxPoint	BasePoint	MinSubDamage	FactorA	FactorB	FactorC	FactorD	FightCostEnergy	SweepCostEnergy	HelpTitle	HelpDetail	DescWeakness	ModelId	DeployCharacterMax	DeployCharacterNum	DeployBuff
2111	4	1	2	残垣断壁	The PassⅠ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png	Assets/Product/Texture/Image/RoleCharacter/KaixiNormal01.png	凯西	[2240415]	[2240404]	2	211									10000		145									950	1600	810		650	0.6	36.0	5.0	810.0	20	20	关口Ⅰ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[150, 300, 450, 600, 750, 900, 1050, 1200, 1350, 1500]
2121	4	2	2	残垣断壁	The PassⅡ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png	Assets/Product/Texture/Image/RoleCharacter/ZhangyuNormal01.png	海5-灯乌贼	[2240415]	[2240404]	2	212									10000		146									950	1600	810		650	0.6	36.0	5.0	810.0	20	20	关口Ⅱ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[150, 300, 450, 600, 750, 900, 1050, 1200, 1350, 1500]
2131	4	3	2	残垣断壁	The PassⅢ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png	Assets/Product/Texture/Image/RoleCharacter/JiebajixianxinNormal01.png	DB02-洁霸	[2240415]	[2240404]	2	213									10000		147									950	1600	810		650	0.6	36.0	5.0	810.0	20	20	关口Ⅲ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[150, 300, 450, 600, 750, 900, 1050, 1200, 1350, 1500]
2141	4	4	2	残垣断壁	The PassⅣ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png	Assets/Product/Texture/Image/RoleCharacter/JiebajixianxinNormal01.png	DB02-洁霸	[2240415]	[2240404]	2	214									10000		148									950	1600	810		650	0.6	36.0	5.0	810.0	20	20	关口Ⅳ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[150, 300, 450, 600, 750, 900, 1050, 1200, 1350, 1500]
2151	4	5	2	残垣断壁	Treacherous Gap	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang6.png	Assets/Product/Texture/Image/RoleCharacter/YaziNormal01.png	睚眦	[2240278, 2240415]	[2240404, 2240282]	5	215									10000		163									700	1150	810		450	0.6	36.0	5.0	810.0	20	20	火焰隘口	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[150, 300, 450, 600, 750, 900, 1050, 1200, 1350, 1500]
2201	2	1	2	高危绝壁	High-risk Cliffs	警告！寐者进化出了终极形态	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon12.png		Assets/Product/Texture/Image/RoleCharacter/Mb1MelinoeMd010001.png	墨利诺厄	[2240423]	[2240288]	19	220			1	10					10000		177								97	580	1330	1200		750	0.625	54.0	5.0	1200.0	20	20	墨利诺厄	警告！寐者进化出了终极形态		Mb1MelinoeMd010001UI	80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[150, 300, 450, 600, 750, 900, 1050, 1200, 1350, 1500]
2022	3	1	2	废墟	The PassⅠ	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	202									10000											950	1600	810		650	0.6	36.0	5.0	810.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[150, 300, 450, 600, 750, 900, 1050, 1200, 1350, 1500]
2032	3	2	2	废墟	The PassⅡ	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	203									10000											950	1600	810		650	0.6	36.0	5.0	810.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[150, 300, 450, 600, 750, 900, 1050, 1200, 1350, 1500]
2042	3	3	2	废墟	Cliff Fortress	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	204									10000											700	1450	810		750	0.5	250.0	265.0	680.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[150, 300, 450, 600, 750, 900, 1050, 1200, 1350, 1500]
2052	3	4	2	废墟	The PassⅢ	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	205									10000											950	1600	810		650	0.6	36.0	5.0	810.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[150, 300, 450, 600, 750, 900, 1050, 1200, 1350, 1500]
2062	3	5	2	废墟	The PassⅣ	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	206									10000											950	1600	810		650	0.6	36.0	5.0	810.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[150, 300, 450, 600, 750, 900, 1050, 1200, 1350, 1500]
2072	3	6	2	废墟	Treacherous Gap	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	207									10000											700	1250	810		450	0.6	36.0	5.0	810.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[150, 300, 450, 600, 750, 900, 1050, 1200, 1350, 1500]
2112	4	1	2	废墟	The PassⅠ	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	211									10000											950	1600	810		650	0.6	36.0	5.0	810.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[150, 300, 450, 600, 750, 900, 1050, 1200, 1350, 1500]
2122	4	2	2	废墟	The PassⅡ	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	212									10000											950	1600	810		650	0.6	36.0	5.0	810.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[150, 300, 450, 600, 750, 900, 1050, 1200, 1350, 1500]
2132	4	3	2	废墟	The PassⅢ	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	213									10000											950	1600	810		650	0.6	36.0	5.0	810.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[150, 300, 450, 600, 750, 900, 1050, 1200, 1350, 1500]
2142	4	4	2	废墟	The PassⅣ	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	214									10000											950	1600	810		650	0.6	36.0	5.0	810.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[150, 300, 450, 600, 750, 900, 1050, 1200, 1350, 1500]
2152	4	5	2	废墟	Treacherous Gap	寐者摧毁了这片区域，一切事物都化为了灰烬。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					20	215									10000											700	1250	810		450	0.6	36.0	5.0	810.0	20	20	废墟	寐者摧毁了这片区域，一切事物都化为了灰烬。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[150, 300, 450, 600, 750, 900, 1050, 1200, 1350, 1500]
301	1	1	3	资源保障区Ⅰ	Resource Security Area		Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon1.png		Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon1.png	资源保障区			1									[302, 311, 321]	10000																										80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
302	3	1	3	关口Ⅰ	The PassⅠ	蛐蛐小怪不足为惧，直接一个<color=#0f70bc>聚怪击杀</color>\n<color=#BFBFBF>To Be Continued...</color>	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png		Assets/Product/Texture/Image/RoleCharacter/YijukongzhongjianshiqiNormal01.png	异聚空中监视器			2									[303, 301]	10000		13									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅰ	1.蛐蛐小怪不足为惧！\n2.<color=#4169E1>聚怪</color>并速度击杀			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
303	3	2	3	关口Ⅱ	The PassⅡ	蛐蛐小怪不足为惧，直接一个<color=#0f70bc>聚怪击杀</color>\n<color=#BFBFBF>To Be Continued...</color>	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png		Assets/Product/Texture/Image/RoleCharacter/YijushaojiejipaoNormal01.png	异聚哨戒机炮			2									[304, 302]	10000		14									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅱ	1.蛐蛐小怪不足为惧！\n2.<color=#4169E1>聚怪</color>并速度击杀			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
304	3	3	3	孤崖关塞	Cliff Fortress	大量的怪物封锁了前进的道路，集中力量突破它们。	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon14.png		Assets/Product/Texture/Image/RoleCharacter/VoodooNormal01.png	巫毒	[2240403]		16									[305, 303, 312, 313, 322, 323]	10000		109									300	850	1315		550	0.5	350.0	475.0	680.0	20	20	孤崖关塞	1.大量的怪物封锁了前进的道路，集中力量突破它们！\n2.<color=#4169E1>击杀</color>或<color=#4169E1>击破</color>怪物霸体可进入超算空间。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
305	3	4	3	关口Ⅲ	The PassⅢ	蛐蛐小怪不足为惧，直接一个<color=#0f71bc>聚怪击杀</color>\n<color=#BFBFBF>To Be Continued...</color>	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png		Assets/Product/Texture/Image/RoleCharacter/Mo1BopuerMd01000.png	波普尔			2									[306, 304]	10000		15									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅲ	1.蛐蛐小怪不足为惧！\n2.<color=#4169E1>聚怪</color>并速度击杀			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
306	3	5	3	关口Ⅳ	The PassⅣ	蛐蛐小怪不足为惧，直接一个<color=#0f70bc>聚怪击杀</color>\n<color=#BFBFBF>To Be Continued...</color>	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png		Assets/Product/Texture/Image/RoleCharacter/BeyaNormal01.png	贝雅			2									[307, 305, 314, 324]	10000		16									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅳ	1.蛐蛐小怪不足为惧！\n2.<color=#4169E1>聚怪</color>并速度击杀			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
307	3	6	3	寒冰隘口	Treacherous Gap	BOSS前的最后一个防线	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon4_1.png		Assets/Product/Texture/Image/RoleCharacter/DiaorenyixingNormal01.png	骁卫	[2240421]	[2240409]	5									[330, 306]	10000		125									450	750	1315		300	0.6	58.5	5.0	1315.0	20	20	寒冰隘口	1.击杀敌方怪物后，怪物变为<color=#4169E1>灵魂</color>攻击<color=#4169E1>核心护盾</color>。\n2.每波怪物击杀后，可使核心短暂<color=#4169E1>解除无敌</color>状态。\n3.趁核心<color=#4169E1>无敌状态</color>解除，集中火力击破核心。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
311	4	1	3	关口Ⅰ	The PassⅠ	蛐蛐小怪不足为惧，直接一个<color=#0f70bc>聚怪击杀</color>\n<color=#BFBFBF>To Be Continued...</color>	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png		Assets/Product/Texture/Image/RoleCharacter/BaixianshengNormal01.png	白先生			2									[312, 301]	10000		17									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅰ	1.蛐蛐小怪不足为惧！\n2.<color=#4169E1>聚怪</color>并速度击杀			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
312	4	2	3	关口Ⅱ	The PassⅡ	蛐蛐小怪不足为惧，直接一个<color=#0f70bc>聚怪击杀</color>\n<color=#BFBFBF>To Be Continued...</color>	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png		Assets/Product/Texture/Image/RoleCharacter/TuziNormal01.png	陆3-长耳兔			2									[304, 311]	10000		18									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅱ	1.蛐蛐小怪不足为惧！\n2.<color=#4169E1>聚怪</color>并速度击杀			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
313	4	3	3	关口Ⅲ	The PassⅢ	蛐蛐小怪不足为惧，直接一个<color=#0f71bc>聚怪击杀</color>\n<color=#BFBFBF>To Be Continued...</color>	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png		Assets/Product/Texture/Image/RoleCharacter/XiongrenNormal01.png	极地熊			2									[314, 304]	10000		19									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅲ	1.蛐蛐小怪不足为惧！\n2.<color=#4169E1>聚怪</color>并速度击杀			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
314	4	4	3	关口Ⅳ	The PassⅣ	蛐蛐小怪不足为惧，直接一个<color=#0f70bc>聚怪击杀</color>\n<color=#BFBFBF>To Be Continued...</color>	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png		Assets/Product/Texture/Image/RoleCharacter/JiebajixianxinNormal01.png	DB02-洁霸			2									[315, 313, 306]	10000		20									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅳ	1.蛐蛐小怪不足为惧！\n2.<color=#4169E1>聚怪</color>并速度击杀			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
315	4	5	3	火焰隘口	Treacherous Gap	BOSS前的最后一个防线	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon4_2.png		Assets/Product/Texture/Image/RoleCharacter/YaziNormal01.png	睚眦	[2240278]	[2240282]	5									[330, 314]	10000		126									450	750	1315		300	0.6	58.5	5.0	1315.0	20	20	火焰隘口	1.击杀敌方怪物后，怪物变为<color=#4169E1>灵魂</color>攻击<color=#4169E1>核心护盾</color>。\n2.每波怪物击杀后，可使核心短暂<color=#4169E1>解除无敌</color>状态。\n3.趁核心<color=#4169E1>无敌状态</color>解除，集中火力击破核心。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
321	5	1	3	关口Ⅰ	The PassⅠ	蛐蛐小怪不足为惧，直接一个<color=#0f70bc>聚怪击杀</color>\n<color=#BFBFBF>To Be Continued...</color>	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png		Assets/Product/Texture/Image/RoleCharacter/Mo1BopuerMd01000.png	波普尔			2									[322, 301]	10000		21									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅰ	1.蛐蛐小怪不足为惧！\n2.<color=#4169E1>聚怪</color>并速度击杀			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
322	5	2	3	关口Ⅱ	The PassⅡ	蛐蛐小怪不足为惧，直接一个<color=#0f70bc>聚怪击杀</color>\n<color=#BFBFBF>To Be Continued...</color>	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png		Assets/Product/Texture/Image/RoleCharacter/YaziNormal01.png	烟粉			2									[304, 321]	10000		22									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅱ	1.蛐蛐小怪不足为惧！\n2.<color=#4169E1>聚怪</color>并速度击杀			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
323	5	3	3	关口Ⅲ	The PassⅢ	蛐蛐小怪不足为惧，直接一个<color=#0f71bc>聚怪击杀</color>\n<color=#BFBFBF>To Be Continued...</color>	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png		Assets/Product/Texture/Image/RoleCharacter/Taieyixing01.png	太阿			2									[324, 304]	10000		23									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅲ	1.蛐蛐小怪不足为惧！\n2.<color=#4169E1>聚怪</color>并速度击杀			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
324	5	4	3	关口Ⅳ	The PassⅣ	蛐蛐小怪不足为惧，直接一个<color=#0f70bc>聚怪击杀</color>\n<color=#BFBFBF>To Be Continued...</color>	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon2.png		Assets/Product/Texture/Image/RoleCharacter/YaziNormal01.png	烟粉			2									[325, 323, 306]	10000		24									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅳ	1.蛐蛐小怪不足为惧！\n2.<color=#4169E1>聚怪</color>并速度击杀			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
325	5	5	3	虚空隘口	Treacherous Gap	BOSS前的最后一个防线	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon4_3.png		Assets/Product/Texture/Image/RoleCharacter/ZhizunNormal01.png	至尊	[2240424]	[2240419]	5									[330, 324]	10000		127									450	750	1315		300	0.6	58.5	5.0	1315.0	20	20	虚空隘口	1.击杀敌方怪物后，怪物变为<color=#4169E1>灵魂</color>攻击<color=#4169E1>核心护盾</color>。\n2.每波怪物击杀后，可使核心短暂<color=#4169E1>解除无敌</color>状态。\n3.趁核心<color=#4169E1>无敌状态</color>解除，集中火力击破核心。			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
330	2	1	3	高危绝壁	High-risk Cliffs	寐者被击败后将卷土重来，魇梦等级提升，所有怪物<color=#4169E1>攻击和血量获得提升！</color>	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon8.png		Assets/Product/Texture/Image/RoleCharacter/Mb1MelinoeMd010001.png	墨利诺厄	[2240422]	[2240288]	19				1	10				[307, 315, 325]	10000		175								103	300	700	1960		400	0.625	87.75	5.0	1960.0	20	20	墨利诺厄	1.寐者被击败后将卷土重来，魇梦等级提升，所有怪物<color=#4169E1>攻击和血量获得提升！</color>\n2.寐者受到攻击后会积累魇梦，魇梦满后释放终极必杀，并短暂开启暴走模式！		Mb1MelinoeMd010001UI	80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3021	3	1	3	残垣断壁	The PassⅠ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png	Assets/Product/Texture/Image/RoleCharacter/YijukongzhongjianshiqiNormal01.png	异聚空中监视器	[2240415]	[2240404]	2	302									10000		149									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅰ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3031	3	2	3	残垣断壁	The PassⅡ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png	Assets/Product/Texture/Image/RoleCharacter/YijushaojiejipaoNormal01.png	异聚哨戒机炮	[2240415]	[2240404]	2	303									10000		150									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅱ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3041	3	3	3	残垣断壁	Cliff Fortress	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png	Assets/Product/Texture/Image/RoleCharacter/VoodooNormal01.png	巫毒	[2240415, 2240403]	[2240404]	16	304									10000		109									300	850	1315		550	0.5	350.0	475.0	680.0	20	20	孤崖关塞	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3051	3	4	3	残垣断壁	The PassⅢ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png	Assets/Product/Texture/Image/RoleCharacter/Mo1BopuerMd01000.png	波普尔	[2240415]	[2240404]	2	305									10000		151									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅲ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3061	3	5	3	残垣断壁	The PassⅣ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png	Assets/Product/Texture/Image/RoleCharacter/BeyaNormal01.png	贝雅	[2240415]	[2240404]	2	306									10000		152									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅳ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3071	3	6	3	残垣断壁	Treacherous Gap	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang6.png	Assets/Product/Texture/Image/RoleCharacter/DiaorenyixingNormal01.png	骁卫	[2240421, 2240415]	[2240404, 2240409]	5	307									10000		164									450	750	1315		300	0.6	58.5	5.0	1315.0	20	20	寒冰隘口	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
3111	4	1	3	残垣断壁	The PassⅠ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png	Assets/Product/Texture/Image/RoleCharacter/BaixianshengNormal01.png	白先生	[2240415]	[2240404]	2	311									10000		153									650	1100	1315		450	0.6	58.5	5.0	1315.0	20	20	关口Ⅰ	受寐者的影响，这片区域的怪物更加残暴，战斗变得异常困难！			80	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000]
